dates,satname,nzd0387-0000,nzd0387-0001,nzd0387-0002,nzd0387-0003,nzd0387-0004,nzd0387-0005,nzd0387-0006,nzd0387-0007,nzd0387-0008,nzd0387-0009,nzd0387-0010,nzd0387-0011,nzd0387-0012,nzd0387-0013,nzd0387-0014,nzd0387-0015,nzd0387-0016,nzd0387-0017,nzd0387-0018,nzd0387-0019,nzd0387-0020,nzd0387-0021,nzd0387-0022,nzd0387-0023,nzd0387-0024,nzd0387-0025,nzd0387-0026,nzd0387-0027,nzd0387-0028,nzd0387-0029,nzd0387-0030,nzd0387-0031,nzd0387-0032,nzd0387-0033,nzd0387-0034,nzd0387-0035,nzd0387-0040,nzd0387-0041,nzd0387-0042,nzd0387-0043,nzd0387-0044,nzd0387-0036,nzd0387-0037,nzd0387-0038,nzd0387-0039,nzd0387-0045,nzd0387-0046,nzd0387-0047,nzd0387-0048,nzd0387-0049
2001-08-08 21:56:12.984000,L7,,,,,384.77,377.48,370.96,347.74,370.47,382.30,382.45,390.91,396.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,,285.76,321.06,323.11,314.35,309.31,282.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.50,370.74,366.91,377.53,390.19,,,,,378.23,,,,
2001-09-25 21:55:40.572000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.52,342.95,342.08,350.49,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,351.04,340.11,356.71,370.05,374.83,376.86,368.23,361.46,368.75,383.54,383.82,381.12,387.37,412.28,381.54,384.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,371.26,357.60,373.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:56:06.046000,L7,,,288.98,322.71,332.44,334.26,328.87,304.64,295.91,,,,,,,289.28,298.18,309.25,306.64,300.57,,,,,,,,,,315.72,326.58,316.41,306.20,279.70,324.00,325.05,,,,,,,,,,,,,,
2002-03-04 21:56:09.860000,L7,281.06,295.67,312.37,336.68,348.32,343.86,341.82,339.52,,,362.38,358.56,365.91,376.00,340.06,343.07,332.54,335.20,338.24,339.09,348.50,352.26,322.02,353.71,356.54,320.06,353.18,366.20,345.35,,,,,,,,,,,,,,,,,,,,,
2002-05-07 21:56:03.729000,L7,,,,,,,367.36,332.45,325.17,385.09,372.06,369.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12 21:55:07.575000,L7,,,,,,380.86,383.01,369.76,380.76,384.58,383.27,376.51,387.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,287.37,281.85,305.13,336.86,346.76,344.17,342.49,343.15,345.48,358.16,363.86,359.50,363.98,370.63,349.73,342.80,323.93,320.12,323.66,323.53,315.91,305.57,307.46,318.62,325.28,325.28,320.34,,334.93,334.89,336.00,324.55,321.17,315.61,330.55,259.69,380.85,381.19,379.42,381.54,404.30,,,,,,,,,
2003-03-23 21:55:52.571000,L7,,277.34,298.49,331.74,339.75,326.87,322.65,296.90,307.48,299.51,333.27,345.01,287.21,,,333.64,311.14,308.22,316.25,309.63,308.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,263.63,306.78,333.51,341.66,324.69,323.09,302.20,276.30,352.08,346.21,339.42,344.55,363.26,,,,,,,,,,,340.33,330.10,344.37,,,346.11,347.40,324.43,319.60,317.10,347.75,297.59,,,,401.85,408.54,267.55,350.31,349.18,,414.29,,,359.70,346.36
2003-04-24 21:55:58.309000,L7,,,310.68,339.42,338.84,324.88,320.86,292.65,,,,,,,,,,,,,,,,,333.50,328.77,277.27,,334.47,345.70,348.49,315.17,319.53,264.21,,,330.02,,304.89,357.25,360.96,,,357.21,380.61,,,,355.29,334.40
2003-07-21 21:43:45.776000,L5,,,317.15,344.29,344.11,332.96,333.72,298.19,,353.95,340.32,346.63,354.72,286.44,,,283.55,342.78,371.54,341.95,373.34,299.54,336.24,368.44,385.77,,,372.60,381.32,358.19,376.84,342.39,324.61,335.99,342.26,346.61,,,,,,316.33,376.67,389.66,397.44,,,,,
2004-04-02 21:46:30.745000,L5,332.44,295.45,329.41,350.77,357.09,352.36,351.28,343.58,344.90,354.53,357.21,356.02,358.84,373.32,339.11,348.80,340.11,,,,,,,,,,,,,,,383.45,371.07,375.49,380.69,382.40,394.42,,,,,388.21,390.48,379.13,380.76,,,,,
2004-05-04 21:47:27.968000,L5,,279.55,315.56,342.21,344.21,339.13,333.81,311.28,,349.57,345.29,346.72,349.21,359.68,,322.92,316.65,347.94,375.78,343.05,381.36,373.86,355.14,364.30,372.87,375.21,370.40,376.79,375.31,379.48,391.10,336.07,335.24,339.56,375.73,369.83,401.09,,,,,368.50,365.93,375.70,384.58,,,,,
2004-06-21 21:48:52.640000,L5,,,316.53,353.04,349.02,335.15,342.24,306.89,,354.20,341.62,344.50,357.91,367.25,,,284.00,365.56,382.50,376.96,386.74,375.77,,,,,,,,,,386.84,355.02,381.49,370.19,376.39,,,,,,392.61,391.31,403.74,,,,,,
2004-07-07 21:49:21.098000,L5,,,292.61,340.26,335.59,318.46,323.86,288.34,,,,,,,,,,,,,,,330.90,357.28,377.33,376.28,369.58,376.80,350.76,359.26,339.59,323.75,317.85,335.44,337.47,341.75,,,,,,339.30,360.85,376.80,383.19,,363.35,301.77,407.60,399.33
2004-08-24 21:50:29.935000,L5,,,278.91,313.80,332.45,327.46,315.57,289.37,,,,,,,,,284.65,312.81,314.40,313.62,367.28,358.78,345.03,343.79,290.78,290.73,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,335.12,310.07,326.44,347.41,356.24,352.68,353.68,345.43,346.73,361.28,358.71,359.30,361.93,377.75,352.19,358.93,363.85,367.89,381.80,365.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,369.39,344.64,358.07,374.13,379.56,380.17,378.24,368.61,370.99,385.38,385.10,385.22,393.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,287.30,281.05,295.64,328.36,338.97,337.95,334.61,333.88,344.96,358.40,362.26,359.78,365.14,377.61,359.03,353.13,328.09,331.15,349.97,354.14,359.78,316.41,323.64,356.06,385.92,,,,385.09,374.47,355.13,330.50,360.92,365.74,371.40,374.45,,,,,,377.70,391.95,399.22,,404.85,386.66,372.74,392.47,385.08
2005-04-05 21:54:19.058000,L5,327.41,299.78,317.79,341.01,350.45,338.93,340.10,331.95,336.99,355.54,355.60,354.95,359.21,374.97,316.65,348.97,335.25,368.93,380.33,374.75,375.79,312.87,327.66,368.75,385.65,,,,,,,344.61,365.09,372.95,375.83,378.81,392.59,,,,,386.90,391.83,384.13,397.66,,,,,
2005-06-08 21:54:44.925000,L5,,,297.74,335.14,330.23,313.45,320.54,265.94,,,,,,,,,,,273.08,309.86,374.99,366.57,359.20,365.55,374.76,376.90,378.30,383.13,377.43,356.97,389.73,342.98,318.79,366.35,335.85,359.27,,,,,,381.45,385.48,385.37,401.03,,,,405.17,397.59
2005-07-10 21:54:55.488000,L5,,247.53,337.94,354.29,355.14,345.12,343.93,314.77,,366.32,355.81,360.47,371.23,372.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:55:20.007000,L5,269.38,299.67,330.76,345.73,344.44,335.78,338.36,317.86,329.00,356.26,351.68,350.91,363.31,376.10,,,,,,,,,,,,,,,,,,342.54,369.97,381.53,372.51,375.81,,,,,,389.97,,,,,398.99,362.91,399.43,391.32
2005-09-28 21:55:20.450000,L5,263.61,289.70,315.93,333.19,339.21,337.40,332.51,332.56,336.18,349.72,351.72,350.60,357.44,367.54,338.55,338.75,318.70,367.74,377.53,320.32,374.63,357.80,344.67,366.74,383.05,,,,390.73,369.11,390.14,322.83,336.10,321.26,380.07,381.80,,,,,406.95,391.64,399.39,400.58,402.44,413.70,378.66,365.49,388.57,381.52
2006-02-19 21:57:51.685000,L5,295.97,319.33,316.68,349.67,358.79,351.96,342.37,340.61,341.53,354.85,358.17,357.88,357.65,376.72,355.98,350.80,347.68,350.27,372.36,371.85,381.12,322.70,318.99,370.92,383.63,,,,,,,,,,392.21,382.61,401.82,,,,,380.28,388.53,376.12,389.54,,,,,
2006-11-02 22:01:32.743000,L5,330.80,290.51,312.60,341.97,351.66,349.96,349.00,343.42,346.65,358.07,361.43,352.82,352.32,368.08,352.68,347.61,355.71,369.26,382.09,371.69,,,,,,,,,389.40,372.37,384.60,334.33,361.67,373.45,394.11,,,,,,,,,,,,,,,
2007-01-05 22:02:04.371000,L5,289.81,291.01,315.48,328.42,343.55,340.65,341.70,335.97,338.81,348.94,355.68,361.05,366.11,380.34,361.50,353.39,330.26,373.48,382.08,364.76,371.62,366.76,356.74,360.87,373.27,377.32,384.05,378.20,311.99,368.44,362.91,336.88,340.34,361.76,379.62,378.02,,,,,,378.12,387.78,380.49,393.41,,396.78,377.60,386.80,385.01
2007-01-21 22:02:09.591000,L5,279.85,293.52,317.51,343.45,353.23,342.72,336.69,336.07,337.44,349.29,355.41,351.66,355.80,378.32,360.65,353.29,334.95,347.44,373.35,366.02,375.93,326.04,326.36,342.70,370.72,375.82,368.44,278.23,302.19,353.94,375.81,333.92,373.30,365.80,382.67,372.36,393.19,,,,,373.70,378.27,373.04,386.74,,398.70,380.83,387.39,389.14
2007-02-06 22:02:11.997000,L5,286.83,297.33,310.93,341.16,350.26,339.90,337.42,336.25,339.16,350.55,353.99,352.90,354.85,379.43,356.80,353.56,332.52,348.18,371.00,363.99,372.64,321.49,328.14,361.11,379.92,,,,362.18,355.80,378.56,339.94,358.69,365.05,370.01,375.44,397.67,,,,,379.60,378.98,369.67,395.08,,,,,
2008-12-25 21:51:46.135000,L5,259.04,287.75,306.62,331.93,332.90,331.86,328.58,327.75,329.08,340.86,343.11,342.66,356.16,366.27,352.86,342.81,316.99,360.83,372.65,363.90,360.95,308.45,302.65,348.87,359.52,365.63,367.28,288.81,307.10,325.16,333.85,324.01,319.14,322.38,328.97,308.82,379.31,396.47,399.28,407.54,400.95,281.83,369.28,346.88,358.30,399.86,360.93,328.18,360.82,324.56
2010-10-12 21:57:13.086000,L5,339.80,312.25,338.37,348.43,353.66,351.66,340.47,331.15,337.40,351.65,352.46,350.69,356.11,372.83,357.46,353.68,371.43,376.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,278.30,307.75,331.04,348.94,350.22,341.40,340.75,331.40,339.47,353.94,355.14,353.01,363.41,376.61,338.40,351.02,322.44,337.99,369.63,354.00,371.19,358.85,320.00,343.86,377.94,,,,,,,,,349.50,365.88,339.81,,,,,,312.95,387.87,379.67,401.93,,,,,
2013-05-29 22:09:17.297000,L8,,,291.45,340.64,334.65,323.00,326.08,280.58,,,,,,,,,280.76,351.16,368.36,374.50,380.60,298.25,300.52,289.65,383.83,363.19,,278.58,309.31,315.66,329.47,318.56,375.04,372.70,348.40,370.96,,,,,,376.48,391.33,,,,,,,
2013-06-30 22:09:11.994000,L8,,,289.16,334.91,329.38,316.05,320.71,263.22,,,,,,,,,,,,,,,,,,,,274.44,312.67,315.54,331.53,320.90,369.04,367.81,339.43,356.31,,,,,,370.75,387.54,394.93,387.41,,,,406.74,396.21
2013-07-16 22:09:12.440000,L8,,,291.67,329.33,331.14,319.23,323.84,267.71,,,,,,,,,277.07,310.77,300.79,312.71,367.19,291.73,301.22,357.30,379.25,,,270.19,307.05,317.96,329.14,313.75,361.02,360.81,355.06,347.50,391.80,,402.45,415.20,414.44,360.33,384.19,377.59,377.31,414.96,389.91,294.92,,
2013-09-02 22:09:16.475000,L8,,276.91,298.43,325.55,336.15,328.62,329.36,314.36,319.01,343.23,345.52,343.49,349.07,355.14,,329.86,303.50,313.74,316.11,306.01,315.52,296.90,295.22,280.28,,,,277.49,304.46,313.86,321.30,315.75,320.02,301.30,347.45,338.09,367.53,370.79,378.00,410.84,396.71,292.48,370.82,369.81,367.29,400.26,326.73,356.89,383.76,377.02
2013-12-07 22:08:50.709000,L8,332.45,275.77,296.04,327.14,334.18,334.46,331.37,328.05,327.96,343.20,346.49,345.25,346.75,359.30,342.93,332.18,301.12,313.21,308.26,301.18,368.29,298.05,301.13,298.57,296.14,325.05,309.08,292.22,304.90,310.03,316.79,305.60,310.80,304.98,367.63,322.63,364.47,370.89,406.30,404.96,396.11,305.40,377.24,350.09,355.94,397.45,372.36,367.77,383.01,375.28
2014-01-24 22:08:21.364000,L8,,263.83,282.71,320.32,334.04,330.22,330.16,326.71,328.43,341.88,344.86,343.28,349.56,357.62,338.24,329.68,298.97,314.99,302.58,300.86,305.68,294.59,296.78,291.45,293.86,309.66,308.69,291.95,306.39,311.11,312.54,309.01,312.45,304.41,316.80,321.14,368.24,376.33,378.37,407.95,396.27,309.05,354.45,354.17,354.97,396.65,373.17,357.61,382.40,338.87
2014-03-13 22:07:45.256000,L8,273.93,318.98,309.25,336.22,361.92,341.67,336.09,,,,356.11,354.11,357.79,368.18,345.05,338.57,,,276.59,292.20,311.09,374.85,360.47,367.73,,,,348.43,321.83,392.21,394.63,338.51,361.49,345.57,380.63,349.77,,,,,,380.91,389.29,391.70,391.74,,389.90,369.26,401.03,385.53
2014-04-30 22:06:58.400000,L8,,283.11,295.46,345.39,336.42,330.98,331.82,302.12,,348.58,343.44,344.36,347.38,355.37,,,302.88,313.85,301.89,358.40,380.96,356.11,,,325.90,353.48,307.31,352.40,376.51,315.67,381.55,315.23,367.93,304.40,357.58,349.15,,,,,,308.23,383.75,394.19,387.45,413.76,383.69,372.79,397.99,384.11
2014-05-16 22:06:45.666000,L8,,271.65,327.50,336.04,337.68,326.79,331.38,283.70,,,,,,,,,,,303.27,358.24,371.76,364.20,,,,,,268.94,301.81,311.93,318.78,306.01,302.86,298.40,307.53,314.62,352.91,366.88,368.11,393.63,397.31,262.64,351.20,364.98,355.73,399.37,331.78,375.06,396.78,388.70
2014-06-01 22:06:50.694000,L8,,,285.87,326.43,333.38,319.04,324.55,273.35,,,,,,,,,,,,,,,,,,,,293.75,305.88,309.64,310.70,302.49,298.88,301.58,346.82,340.12,356.84,,,,,301.88,374.48,384.08,381.59,412.58,384.61,373.29,405.63,387.81
2014-08-04 22:07:14.381000,L8,,275.91,297.17,333.55,332.32,332.19,331.09,298.36,,344.10,340.15,337.35,343.13,353.50,,,293.30,308.21,304.30,301.21,311.75,275.33,,,290.44,296.42,293.84,293.04,307.70,315.41,323.69,308.00,297.16,,,315.87,362.62,371.38,395.84,410.55,400.30,275.56,376.23,375.06,374.10,406.18,377.09,368.36,391.37,384.03
2014-09-05 22:07:21.754000,L8,372.68,363.45,378.45,,,,,386.46,386.47,388.29,392.53,390.89,383.74,403.16,394.58,391.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,347.94,331.44,351.30,361.37,360.15,364.03,360.45,353.33,350.85,364.30,361.85,365.15,367.07,402.72,364.99,371.08,379.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,334.13,275.26,299.62,326.82,334.14,334.65,335.82,329.94,328.12,344.40,348.09,346.48,346.80,359.03,344.81,333.64,299.42,325.14,365.43,363.84,368.25,284.99,341.77,359.44,378.24,377.83,374.80,377.58,384.56,313.47,320.59,309.61,317.32,308.14,320.86,319.70,362.82,381.42,402.02,409.56,395.98,376.30,384.37,370.62,379.71,397.43,377.73,364.59,382.58,373.11
2014-12-26 22:07:18.944000,L8,334.83,314.59,329.89,346.72,350.36,353.64,355.14,344.99,341.36,352.32,356.85,355.47,361.08,377.03,354.80,349.76,361.56,372.03,373.58,378.29,376.85,370.79,364.24,376.15,385.71,,,,388.86,377.03,384.97,324.70,326.36,324.12,371.37,339.75,,,,416.99,413.44,380.64,390.32,380.67,393.16,408.56,381.90,370.05,388.06,382.43
2015-02-12 22:07:03.113000,L8,271.54,281.01,300.73,331.88,344.06,343.94,351.22,341.04,337.98,351.33,356.32,354.59,358.22,368.61,348.62,337.41,311.95,322.67,324.78,312.39,319.73,297.10,304.48,353.32,378.61,369.67,312.21,300.44,314.65,321.58,332.27,323.66,318.17,314.08,326.65,331.24,375.42,376.45,373.74,393.55,397.07,303.95,373.42,365.85,358.50,398.66,,,,
2015-02-28 22:07:00.305000,L8,267.98,281.19,289.48,340.19,342.38,341.98,339.38,341.75,334.24,353.81,354.49,354.67,354.29,376.23,344.94,337.11,312.06,327.98,358.20,315.02,370.57,299.25,300.83,367.41,385.53,376.11,313.81,299.98,315.85,319.19,332.12,322.79,319.76,313.41,331.09,337.10,289.31,329.25,332.08,316.82,277.98,304.13,377.34,317.00,315.71,,,,,
2015-04-01 22:06:37.659000,L8,266.32,288.93,330.72,342.75,344.80,343.08,339.32,333.08,330.83,357.31,354.99,354.16,358.26,370.09,339.01,341.63,362.04,377.22,378.16,377.50,380.32,369.26,369.54,380.94,,,,344.65,382.42,374.38,378.30,327.93,327.52,321.25,355.17,341.61,,,,,,376.82,387.98,384.37,382.43,,,,,
2015-06-20 22:06:32.847000,L8,,,289.67,338.26,336.95,318.93,327.62,272.43,,,,,,,,,,,357.12,350.43,372.24,349.69,,363.85,375.56,379.22,373.67,281.96,316.00,328.46,364.90,331.73,354.55,312.29,339.88,360.56,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,291.22,330.38,330.50,328.28,329.34,288.30,,,,,,,,,285.14,304.53,301.00,296.36,301.97,284.29,,,,,,263.89,306.81,309.05,331.59,310.49,300.63,303.67,313.32,311.64,368.69,,,,,,379.50,383.48,381.21,,,,,
2015-08-23 22:07:00.453000,L8,267.50,275.55,295.20,327.82,337.82,331.85,332.90,325.66,320.20,347.50,348.10,344.88,351.12,356.48,,327.68,300.36,309.69,314.34,300.26,301.78,,,,,,,,,311.61,318.51,308.98,320.01,304.82,340.15,342.39,380.36,387.25,384.73,409.24,402.32,263.17,377.53,382.01,380.53,404.95,310.20,330.68,,
2015-09-08 22:07:06.448000,L8,270.01,305.06,318.36,347.04,344.18,338.69,335.64,329.02,330.29,350.41,353.30,356.70,359.68,374.56,340.24,343.61,312.29,339.34,365.25,337.46,372.84,302.00,296.91,342.70,372.16,357.87,369.26,379.87,361.63,317.90,326.03,309.02,334.38,298.71,299.35,337.44,,,,,,,,,,,,,,
2015-09-24 22:07:13.635000,L8,269.85,299.73,298.07,332.04,340.58,339.54,334.87,333.50,332.89,350.90,349.08,352.14,352.95,360.34,341.09,332.86,304.62,335.44,354.89,332.55,306.35,281.21,283.82,265.60,292.36,316.20,317.16,304.97,347.27,360.15,376.68,329.45,370.59,318.67,350.47,359.62,,,391.44,409.80,401.10,377.15,390.64,395.62,397.75,397.45,375.01,362.27,385.94,376.71
2015-10-10 22:07:14.813000,L8,253.28,273.11,288.15,319.03,330.66,327.62,327.99,321.29,324.52,340.25,344.42,342.90,344.35,352.81,336.39,329.21,301.38,303.77,305.01,300.89,303.50,292.99,,,263.84,308.64,301.43,264.71,302.72,308.19,318.98,306.43,304.76,303.77,310.32,319.02,365.63,369.14,370.76,385.55,389.02,,374.75,366.50,355.34,392.05,322.31,351.85,375.04,364.88
2015-11-27 22:07:23.156000,L8,340.60,320.54,339.59,357.78,356.96,363.25,360.54,354.41,349.26,358.88,360.11,360.16,363.69,395.61,362.96,363.55,379.61,,,,,,,,,,,,,,,,,339.53,385.92,368.49,,,,,,379.71,395.18,404.29,,,,,,
2015-12-13 22:07:21.432000,L8,335.12,290.77,321.07,341.50,345.87,345.85,350.19,342.09,341.79,351.36,356.81,353.58,359.36,374.92,355.60,344.23,365.33,374.37,376.62,377.16,380.68,322.37,366.19,378.89,386.61,,,,388.02,379.04,388.08,327.68,324.86,328.31,364.77,346.42,383.54,,406.42,418.51,405.04,339.27,382.53,381.81,391.11,406.19,382.79,367.34,386.97,379.03
2016-03-02 22:07:07.398000,L8,274.58,283.15,302.15,330.51,341.41,340.40,350.50,344.91,338.01,351.82,355.03,352.74,357.15,363.74,347.90,336.20,315.52,,,,,343.70,312.66,381.74,,,342.66,348.94,387.67,383.13,379.07,328.24,328.77,331.42,369.11,345.98,,,407.27,414.70,407.24,345.27,384.88,384.09,381.25,408.23,377.66,368.09,387.19,380.29
2016-03-18 22:07:01.867000,L8,263.25,273.30,288.89,322.82,332.41,332.63,330.99,326.37,326.31,345.49,347.05,344.85,347.36,356.50,336.50,329.37,304.51,308.24,308.07,304.14,308.83,294.07,296.90,284.05,289.08,309.63,303.21,283.21,304.42,307.50,325.04,307.29,302.71,302.83,315.15,319.76,366.06,373.75,371.10,392.80,395.70,292.16,370.92,365.08,358.36,392.66,,,,
2016-04-19 22:06:46.856000,L8,260.40,274.94,287.31,324.73,334.89,329.12,327.43,309.78,,345.50,343.64,340.89,344.87,351.43,,325.27,302.13,310.37,302.35,303.25,306.28,294.98,,372.73,376.75,369.13,304.13,,,,,297.29,305.22,302.40,341.03,347.46,370.03,,393.26,412.22,400.86,268.55,373.32,383.28,381.52,402.47,334.18,320.11,,
2016-06-06 22:06:54.973000,L8,,,295.84,335.16,333.17,322.81,331.80,282.28,,,,,,,,,,,,,,,,,,329.77,336.54,384.01,342.18,,383.44,327.47,379.64,309.83,382.63,373.21,,,,,,,,,,,,,,
2016-07-08 22:07:08.628000,L8,,,307.17,334.87,335.91,327.84,333.97,283.28,,,,,,,,,268.22,319.07,300.29,305.95,317.99,300.91,,,,,,279.66,311.99,338.49,334.49,335.38,329.05,304.66,356.30,346.82,325.19,332.11,334.24,350.97,271.68,343.24,382.32,398.42,398.20,,,,,
2016-07-24 22:07:13.819000,L8,,,290.75,330.18,335.65,330.93,329.77,291.35,,,,,,,,,287.48,310.01,300.67,299.44,306.25,294.03,297.73,274.79,,,,282.70,306.68,318.13,329.58,309.49,305.59,,,,291.74,335.50,336.50,,,,,,319.76,,,,,
2016-08-09 22:07:15.795000,L8,,277.77,287.98,329.77,334.68,329.45,331.23,300.34,,,,,,,,,300.56,308.55,300.50,300.49,308.78,298.15,,,,,,282.77,307.27,318.32,330.96,320.30,326.46,297.58,,,369.71,407.28,,,,,376.73,388.92,380.83,,,,,
2016-09-10 22:07:27.365000,L8,265.73,274.55,290.93,322.96,334.52,334.76,332.72,325.67,322.43,344.48,346.36,345.27,346.46,356.90,,329.46,300.47,307.01,304.56,298.89,306.68,296.33,297.60,280.41,,,,263.74,303.64,309.46,319.54,,,,,,363.20,369.23,370.20,383.52,386.86,,374.97,371.07,354.96,323.06,,,,
2016-10-12 22:07:33.085000,L8,348.47,318.11,340.53,351.06,345.80,348.06,339.94,343.89,342.11,357.16,356.36,355.95,360.14,388.48,355.30,360.76,380.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,270.60,287.91,317.51,327.28,329.23,325.37,,,,,,,,,,,307.10,305.00,305.35,303.48,298.51,297.91,305.73,374.73,368.58,305.56,,304.82,309.57,312.01,303.14,,,,,,,,371.19,381.33,,,,,372.09,302.23,353.51,369.37,347.51
2017-01-16 22:07:22.953000,L8,312.25,279.61,337.57,352.45,347.93,337.07,339.23,264.62,,,,,,,,,,,,,,,,,,,,,,,,,,335.77,388.59,360.51,,,,,,377.66,393.43,403.42,,403.50,370.61,370.85,393.40,382.12
2017-03-05 22:07:02.841000,L8,267.88,275.77,290.21,326.13,335.75,332.46,332.83,263.55,,,,,,,294.84,324.35,303.89,335.35,369.73,375.63,381.22,375.95,304.91,379.10,385.02,,347.46,382.06,311.07,319.76,377.11,324.77,333.65,310.26,318.60,351.75,363.81,384.30,370.38,373.97,393.27,289.73,383.11,391.15,356.28,349.72,317.48,,,
2017-04-06 22:06:45.830000,L8,265.95,276.57,291.14,322.24,334.23,331.92,332.42,269.03,,,,,,,,,,,,,,,,,,325.96,312.39,305.10,335.50,327.38,,,,311.13,386.90,383.09,,,,,,381.28,396.63,404.36,,408.37,368.55,363.44,387.22,378.90
2017-04-22 22:06:36.244000,L8,359.71,337.58,337.35,352.65,351.65,346.81,349.44,311.89,,368.57,361.20,355.43,346.99,318.41,348.26,350.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,,295.56,341.06,353.07,354.33,349.22,345.63,294.31,,362.99,357.10,355.12,342.77,315.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
