dates,satname,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0086,nzd0031-0087,nzd0031-0088,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0058,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0185,nzd0031-0186,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0081
2023-04-13 22:17:27.047000,L9,470.39,513.60,545.66,530.15,531.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.20,460.03,362.03,,,,,,,498.27,500.31,508.88,550.33,,,,,,,,,,,,,,,533.00,498.85,521.11,535.31,,261.78,372.37,,,,,443.88,442.61,488.12,335.20,385.31,555.60,,,,,,311.98,318.12,299.25,295.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.60,542.74,540.33,534.21,508.12,540.95,529.59,529.27,528.52,396.17,405.31,333.28,338.18,,470.21,,,537.21,517.59,455.68,341.66,499.35,,,,,,,,,549.71,518.06,526.65,439.64,489.42,531.10,361.60,302.64,316.50,304.22,356.69,292.77,,546.22,,,349.48,322.39,,,546.17,510.38,,,,,
2023-05-15 22:17:12.111000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.31,519.29,513.36,,,,,,,,,471.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.23,323.50,308.41,308.04,,,,,,,459.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.91,540.00,535.19,535.07,532.57,533.45,532.47,528.87,525.95,514.22,501.34,489.14,458.30,,,,,,542.03,450.83,347.97,515.14,,,495.60,,,,,,546.42,524.21,529.29,528.84,525.76,522.98,519.81,524.78,331.39,327.21,358.36,285.05,513.07,,,,377.04,323.31,,,,,,,,,
2023-05-23 22:16:53.942000,L8,458.00,503.52,527.13,532.50,536.09,,,,,435.08,533.11,400.46,501.00,525.53,465.91,543.25,467.52,525.32,503.78,492.42,,405.33,391.94,,383.72,546.12,515.53,436.67,459.29,462.92,452.27,463.90,469.18,,,536.06,482.53,509.27,495.23,529.75,501.13,513.46,301.89,334.61,395.12,440.52,454.79,300.82,533.92,523.71,481.00,469.04,488.59,494.12,382.97,441.71,433.51,542.68,,,,,,,,,,502.96,526.22,514.59,,,,,,,,,,,,,,,225.61,335.41,338.06,328.98,322.39,293.73,538.47,550.98,501.59,492.75,499.90,331.15,501.78,505.88,,,,,,,,300.22,297.48,224.06,185.66,,,190.16,280.15,309.92,300.36,349.12,388.29,382.68,337.05,256.60,,,,,,,,,540.47,540.26,535.29,531.12,531.21,528.49,522.40,522.07,512.49,517.92,514.96,309.51,315.69,307.81,309.04,,514.69,358.75,312.69,250.65,534.22,399.71,323.37,434.99,,,553.62,,,,,184.82,534.92,518.59,517.64,517.00,374.96,512.36,196.02,260.42,283.32,284.94,342.14,,,259.37,343.50,,336.32,298.70,,,,,,,,,
2023-06-01 22:10:43.329000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.99,245.50,212.56,190.36,416.71,496.14,524.84,,,,,,,,,,,389.52,408.60,405.52,390.66,,,,,467.52,426.47,500.50,415.72,533.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.87,518.97,485.17,447.38,461.96,,,,,,,,,,,,541.42,,,,,,,302.31,534.42,488.96,544.03,,,542.65,358.54,340.82,510.40,,,,,,449.15,407.31,,,,,,,499.69,465.98,
2023-06-08 22:17:00.359000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.64,309.70,287.54,279.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.83,547.30,542.45,542.68,540.99,548.06,537.10,532.30,405.19,508.53,496.40,461.61,,,,,,,451.74,385.61,,,,,,,,,,,533.53,535.67,535.22,329.66,314.95,334.64,407.49,332.19,327.06,365.71,464.96,468.71,,,,371.37,326.32,,,,,,,,,
2023-06-09 22:10:48.959000,L9,502.09,488.75,472.99,436.46,515.21,516.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.07,509.33,472.46,,,,,,,507.37,479.73,548.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.44,395.94,396.54,383.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.49,506.29,467.29,481.81,,,,,,,,,,,,,,,,,,,,423.55,480.48,531.95,,,,524.52,531.33,521.27,,,,,,465.01,425.81,,,,,,,,,
2023-06-16 22:16:54.981000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.53,451.56,524.91,,,,,,,,,,,321.16,544.97,495.49,363.19,321.68,282.87,321.79,255.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.10,540.96,539.16,537.99,533.75,534.10,535.54,530.73,205.72,335.94,331.57,323.26,332.31,,,,,,,456.46,407.05,,,,,,,,,,549.40,280.29,345.48,324.66,265.27,225.02,218.55,287.55,320.43,303.38,356.44,287.73,525.00,,,,367.26,320.26,,,447.28,236.43,299.21,411.22,,274.71,
2023-06-17 22:10:53.102000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.58,401.37,391.54,377.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.87,337.56,273.90,242.19,202.48,270.95,,,,,,,,,,,,,,,,,,,,,,,,,,,294.36,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-02 22:17:05.775000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.25,277.59,367.83,299.03,248.44,186.33,199.67,463.64,,,316.47,324.80,315.30,320.41,308.31,250.19,274.99,456.42,382.26,,,,,,,,,295.20,470.72,526.08,,,,308.74,274.84,330.23,241.09,,543.29,483.80,447.72,346.78,321.31,272.46,,,,,299.91,326.45,409.38,349.49,346.43,,,,,,544.88,540.33,540.95,544.20,535.68,211.09,339.08,337.13,325.70,335.75,,,,,,,462.53,409.40,,,,,390.84,417.99,472.33,445.25,314.62,,286.42,351.77,335.16,270.74,228.51,225.57,296.94,321.65,305.97,359.42,288.67,543.95,,,,372.49,323.77,,,,,,,,,
2023-07-10 22:17:17.518000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.31,517.53,494.90,528.22,362.09,441.46,483.73,,,,,,,,,,,,,,,,,,,,,,,,,,,253.02,277.53,246.75,,,,,,,,,,,,,,,,,,,293.99,313.44,301.12,294.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.11,460.91,,,,,,,,,,,526.37,351.37,,,,,,,,,,,464.69,416.23,376.27,369.60,448.65,267.13,,,,,282.49,454.60,,,,,,286.11,,,,433.16,504.55,379.76,516.75,224.85
2023-07-11 22:11:00.406000,L9,501.09,487.89,459.39,434.93,492.61,496.46,511.63,526.46,517.93,505.30,491.82,500.98,489.62,499.43,491.78,502.59,503.44,500.53,497.89,497.03,498.18,489.85,515.20,532.51,535.24,504.66,502.94,504.62,478.93,506.87,526.04,521.67,531.85,530.58,530.57,,287.73,242.39,390.14,438.87,392.96,360.19,358.19,400.38,513.26,,,,,,,,,,,246.80,290.66,343.11,335.83,207.99,493.84,,,,551.91,400.76,456.01,,,,,,,,,,,,,,,,,,253.19,195.60,195.06,246.26,494.74,,,,519.36,551.48,270.07,361.02,280.59,254.83,213.16,219.07,220.35,216.38,274.32,370.97,283.51,369.43,242.35,224.84,239.71,322.06,,,,,,,,,,,,,,,483.54,498.65,513.75,470.30,,,,,,,,,,,263.62,550.21,493.07,464.52,478.27,503.25,369.40,534.12,,,531.27,310.97,551.55,,,,387.77,390.89,348.98,,,,,308.21,427.91,493.66,541.97,,,,353.81,337.69,522.96,421.92,300.43,,511.80,463.01,460.44,412.94,502.84,,,,,,,,490.35
2023-07-27 22:11:03.005000,L9,482.56,518.70,505.89,462.84,487.42,481.54,504.19,518.38,514.15,499.37,376.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.10,520.95,531.72,490.61,351.40,,,,,,,,,,,,368.44,327.63,232.92,232.98,268.28,436.51,494.47,412.96,520.51,,,,,,,,,,,,,,,,,,,,,,,,381.90,403.90,399.43,386.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.21,,303.00,287.95,278.88,,,,,419.39,377.76,,,,,,,,,,,,,,,,,,,,,,,,527.15,371.75,517.04,,,,,,,409.39
2023-08-03 22:17:19.817000,L9,462.44,509.22,534.83,535.79,533.57,,,,,433.54,524.47,400.43,498.04,522.41,462.21,527.60,533.47,502.24,509.19,408.53,,,,,389.10,,520.54,481.89,464.35,455.38,413.74,467.21,472.34,355.00,,534.89,471.14,319.68,347.84,529.02,497.63,263.76,299.78,337.53,415.85,407.11,433.26,299.75,537.48,530.71,484.70,466.23,485.29,497.82,383.40,444.56,431.27,543.32,,,,,,,,,,,,,,504.35,539.94,,,,,,,,,,,,240.63,344.06,348.31,339.62,330.54,329.38,506.28,532.89,,493.23,495.03,505.23,500.06,507.13,,,,,346.84,339.81,353.50,174.50,313.81,304.25,301.49,316.63,307.96,340.80,347.30,319.92,336.68,343.51,344.53,343.64,309.20,285.72,,,,,,284.21,371.45,,318.79,316.23,256.01,218.78,532.10,529.15,523.60,522.85,524.49,521.51,518.88,509.86,481.83,299.29,301.11,,376.06,351.58,311.29,250.57,273.10,399.10,300.42,419.31,,,524.91,308.38,285.27,336.87,309.24,346.83,312.15,520.38,519.19,520.82,517.65,516.73,511.17,476.75,268.72,281.11,333.97,,,277.60,388.24,378.29,336.48,296.14,,,,,,,,,
2023-08-11 22:17:27.875000,L8,,,,,,,,,,,,,403.51,413.02,407.63,293.39,319.26,235.76,208.91,,,,,226.84,227.43,264.74,361.06,434.03,460.13,527.11,365.21,412.60,332.64,340.00,324.82,338.26,421.14,524.29,,,,,,299.47,286.12,497.60,497.48,510.04,552.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.82,330.69,312.13,312.31,191.03,,,,,473.81,482.86,454.48,479.43,,,,,,,346.83,188.81,309.58,307.93,296.09,382.34,339.03,338.89,,,,,,,,,,,,,,,,,,,543.18,540.40,540.15,535.84,535.93,533.72,538.53,532.97,530.10,515.83,501.04,486.96,458.29,,516.70,,516.88,,536.77,444.02,336.76,522.21,,,502.38,,,,,,547.11,530.80,531.24,365.16,528.87,525.97,523.42,411.22,331.37,301.39,354.60,281.30,500.76,533.75,284.40,308.79,354.58,317.54,,,,,,,,,
2023-08-12 22:11:11.436000,L9,323.93,299.63,322.16,351.15,480.05,483.75,506.54,519.65,512.80,493.91,482.79,488.68,,472.30,493.57,506.97,507.92,503.61,501.59,501.75,502.58,494.52,515.76,533.43,539.29,509.24,512.82,514.73,501.57,512.77,530.44,524.33,537.48,536.57,535.95,531.75,522.46,513.77,508.42,516.51,428.18,523.20,531.00,537.63,540.77,520.28,547.25,525.30,538.67,539.89,481.00,,,,,425.96,475.02,534.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.37,336.47,364.99,387.98,410.16,408.15,409.30,215.85,,,,524.15,499.76,501.60,533.83,530.97,,534.13,489.85,424.84,416.14,557.02,,,,,,,,,510.51,483.53,498.16,525.32,520.72,,,,404.86,442.05,415.75,,,,,,,361.10,342.20,476.32,,,,381.04,356.35,377.95,299.23,,492.43,421.91,542.02,,,448.21,417.36,,539.72,,,507.85,,,,,,,404.85,292.70,419.33,390.83,281.54,292.45,383.04,,,214.84,478.65,524.64,540.48,518.34,466.48,194.30,411.31,,,,,,,,,
2023-08-20 22:11:23.591000,L8,504.07,494.57,482.97,468.25,499.35,508.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.64,392.06,388.48,377.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.42,391.43,530.39,453.66,,,,,,,,,554.69,522.44,543.23,,,,,,,,,522.49,,,,,,,,231.11,367.66,,,,,,,547.61,485.94,,,,480.93,516.54,,,,,,,,,,,,,
2023-08-28 22:11:20.303000,L9,502.69,497.18,491.10,455.08,532.17,531.79,,,538.46,533.86,509.45,528.14,491.51,503.42,497.05,507.09,507.13,504.06,501.84,505.06,504.76,496.70,521.37,536.47,543.46,510.26,518.84,518.44,518.26,517.56,534.68,526.74,540.93,539.94,536.67,533.79,528.36,532.27,520.62,521.96,526.03,528.98,537.09,545.37,,310.38,533.00,515.51,471.55,521.65,,,,,,491.05,483.16,549.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.47,381.84,372.57,372.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.25,505.40,467.21,472.59,533.65,529.96,,,,,,,185.41,,,,,,,,,,,424.15,445.35,489.58,,,,514.34,515.11,516.75,475.81,516.09,528.86,518.57,487.93,461.97,425.58,,,,,,,,,
2023-09-13 22:11:29.496000,L9,,,,,,,,,,,,,,,,,,,,,,,528.84,535.95,548.00,247.93,,,535.41,326.80,251.41,,,,405.61,508.23,502.41,,540.24,,,,,493.81,450.42,,,,,,,509.31,530.85,465.86,409.84,435.66,394.82,461.38,460.77,499.90,,,,,,,,,,,,,,,,,,552.92,362.79,351.03,442.41,316.76,344.49,304.63,300.03,,,,,,373.88,380.20,345.31,388.75,266.59,,,,,,,,,,175.97,242.85,359.18,404.61,,,,,,,,,377.15,240.75,300.31,456.45,250.65,,237.72,274.77,208.77,248.23,318.43,345.36,411.76,473.29,,,,,284.65,277.44,301.51,313.12,344.34,484.94,453.16,,,,369.46,357.30,440.50,467.14,520.65,503.94,535.49,,,,,418.43,515.98,382.68,406.20,402.28,458.93,351.95,401.78,429.63,483.88,556.01,488.70,470.25,,,519.37,,,,522.03,473.67,463.64,434.69,,,,,,,,,
2023-09-20 22:17:40.026000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.98,530.96,539.61,538.00,504.29,,,,,500.57,493.83,511.62,552.85,,,,,,,,460.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.11,328.13,315.01,315.18,189.27,,,,,461.61,455.60,446.87,459.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.42,539.26,541.01,535.87,533.19,532.87,533.73,530.24,526.85,516.64,502.90,491.62,429.37,,529.78,,,,543.27,451.10,343.81,,,,496.28,,,,,,545.86,527.72,531.20,530.34,528.00,523.91,522.43,525.46,320.34,300.52,351.12,287.28,,,,,345.70,307.88,,,,,,,,,
2023-09-28 22:17:43.092000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,218.05,257.74,232.32,236.77,265.95,514.24,532.49,,,,,,,,,,,,,500.26,504.51,508.83,,,,,,,,,,,,,,,,,,,,334.81,388.69,370.65,449.22,,168.30,465.33,397.22,,,,,,,,,,,308.56,309.04,299.26,299.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.21,529.74,532.67,527.99,525.25,525.21,510.00,439.31,463.09,,,,,,544.32,447.78,344.94,544.02,518.37,451.13,,,,,,,,527.87,531.93,366.42,530.74,529.55,529.08,531.72,323.40,309.57,359.75,300.55,480.46,547.56,275.46,522.17,358.68,319.37,,,465.49,455.60,396.04,208.57,,,
2023-09-29 22:11:26.883000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.77,407.33,400.47,389.95,,,,,526.50,501.54,511.29,538.50,527.89,434.29,444.91,430.27,425.61,428.59,468.67,441.31,430.52,431.49,413.46,426.91,461.14,444.38,455.08,474.97,457.55,503.56,509.28,504.44,539.43,454.37,245.53,338.70,257.13,275.57,,,,,,,,,,,,,258.61,531.67,477.99,409.33,461.56,,,,,,,,,,,,540.12,,,,,,,295.96,297.87,495.30,538.98,,,,502.65,511.66,510.41,,,,,,452.61,413.01,,,,,,,,,
2023-10-14 22:17:45.774000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.49,502.95,514.05,560.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.25,322.06,303.25,303.13,178.97,,,,,,,444.54,459.19,,,,,,,,,,,,,,,238.31,295.79,353.16,,,,,,,,,,,,,,,,543.36,539.44,540.30,535.94,535.52,534.23,535.57,206.69,250.38,510.83,500.70,489.94,453.77,,,,,,545.49,451.67,348.51,,,,495.59,,,,,,548.69,292.07,531.56,367.68,529.32,313.72,521.41,518.31,284.67,295.99,347.65,288.50,,,,,399.31,317.24,,,,,,,,,
2023-10-15 22:11:39.127000,L9,326.32,317.29,371.56,262.53,486.22,472.51,502.70,509.58,499.89,492.08,485.58,495.69,487.01,497.67,491.23,498.77,501.11,497.12,497.23,494.99,497.52,489.39,511.40,527.69,532.14,503.82,506.68,507.43,502.79,505.23,518.37,520.08,531.65,529.64,533.28,527.71,517.03,525.70,513.04,464.03,388.37,518.38,528.54,535.65,411.26,439.21,448.08,404.30,423.00,376.92,446.43,,465.85,445.44,426.76,412.80,472.81,401.71,531.51,269.31,317.06,491.24,256.19,360.34,401.60,512.90,509.71,,,,436.71,,,,,,280.63,243.47,,,,,,,,,,,379.43,398.39,395.49,253.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.23,478.98,452.41,464.79,454.10,523.78,538.41,,,520.94,521.95,471.04,,474.60,461.43,,,,,,,,,427.35,487.21,537.32,,,,504.69,513.75,511.45,427.32,326.00,216.03,508.74,467.73,450.98,411.20,449.44,,522.18,525.81,465.78,428.39,549.44,,522.59
2023-10-22 22:17:50.479000,L9,487.91,536.54,543.94,444.20,285.82,329.39,403.11,542.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.86,498.70,514.71,557.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.00,320.66,300.97,285.78,,,,,,459.24,434.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.42,541.92,537.59,537.07,534.17,533.42,533.85,531.57,531.24,353.18,332.70,322.29,332.89,325.52,,,,,544.05,452.02,347.54,,,,,,,,,,550.02,529.13,532.06,529.78,529.61,526.83,223.80,311.82,325.09,305.80,355.87,289.32,544.33,,,,351.74,316.69,,,,,,,,,
2023-11-15 22:17:47.856000,L8,450.15,503.02,527.50,528.27,522.87,534.18,,432.22,414.36,396.57,516.58,371.82,489.46,545.05,460.14,525.99,462.38,543.19,511.40,444.70,527.08,408.05,,,381.08,,452.26,439.38,454.53,510.73,533.67,464.17,,,552.69,527.03,458.43,513.56,455.65,527.17,496.37,503.70,300.83,335.86,343.70,486.08,339.36,308.24,496.95,472.57,482.71,468.02,484.89,492.57,363.55,444.30,379.90,335.08,361.17,357.68,511.99,,,,,535.14,414.56,283.48,,,410.80,415.66,424.16,223.89,260.59,237.30,,,,,,,,,329.67,325.09,335.26,316.79,318.41,294.41,546.39,267.57,,411.80,,,,507.83,398.91,324.58,531.87,310.21,412.95,459.18,,304.21,297.53,294.32,298.22,315.33,302.58,332.11,314.16,320.46,336.61,336.06,327.87,304.48,312.27,,,,,,,,,,542.21,539.26,537.01,530.31,529.15,524.17,522.70,308.15,286.91,518.04,183.63,315.04,323.00,308.35,318.31,,508.45,355.72,304.09,248.92,268.25,389.00,320.50,488.07,384.75,351.98,,,,,,,537.05,239.49,333.68,268.44,231.60,195.23,471.93,274.87,289.09,291.66,344.79,,,421.67,346.20,367.62,329.33,294.22,380.66,445.71,,528.23,,250.16,288.38,378.84,401.71
2023-11-24 22:11:40.049000,L8,387.28,236.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.57,510.92,469.34,,499.40,394.39,550.24,458.49,462.67,,,,,,,,,,,,,,,,,478.34,536.27,,318.08,470.54,481.78,,,,,329.31,338.74,519.91,,,297.04,337.03,,,,,,,,,,,,,,,,,,,270.68,462.10,198.57,505.54,539.54,,,,507.65,416.18,,,,,,,,,,,,,,,,,,,,,,,,540.95,495.69,457.09,536.02,,,,,,,,,521.69,,,,,,,,,,,417.72,452.77,493.34,,,,,,,,511.46,525.22,,,,,,,,,417.54,388.73,390.08,500.15,
2023-12-17 22:17:48.418000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.77,456.47,,,,,,,,,,,,,,,,,,,,,,,501.75,390.91,384.61,359.66,250.14,,540.87,446.37,316.50,261.77,,,,,,460.75,453.33,452.40,463.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.51,543.48,539.77,535.69,533.96,529.60,530.71,528.58,527.99,516.07,506.60,494.17,459.55,,,,,,534.63,440.56,346.76,,,,495.02,,,,,,547.84,529.16,525.71,530.29,526.28,525.49,524.65,525.79,323.62,308.56,358.61,288.87,555.76,,,,353.48,314.00,,,,,,,,,
2023-12-18 22:11:45.147000,L9,536.68,542.55,537.57,519.00,532.55,528.08,541.50,544.56,534.74,536.31,481.86,486.47,487.40,498.38,488.29,499.23,500.64,501.11,498.57,497.24,502.75,493.54,514.51,532.86,540.95,514.98,342.56,389.70,370.71,242.59,185.39,379.98,420.46,316.47,234.46,249.21,193.88,,,209.98,497.77,,430.70,364.31,377.10,243.70,534.43,518.26,533.10,433.78,489.41,253.89,193.84,,,468.31,485.33,539.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.03,387.64,372.88,372.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.32,503.87,466.78,483.73,533.50,,343.83,289.55,258.76,,,,530.28,,,,,,,,,,,423.68,479.42,532.15,,,,524.41,529.41,519.52,483.72,521.07,535.16,515.41,515.26,465.67,430.62,,,,,,,,,
2024-01-10 22:17:52.010000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.05,530.34,538.62,539.76,507.47,534.75,,,,507.83,500.88,509.21,551.39,,,,,,516.59,464.38,454.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.74,305.24,287.11,276.63,,,,,,462.43,463.03,454.37,467.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.35,541.90,536.72,536.07,533.55,529.73,530.76,529.25,527.04,516.13,508.10,494.97,459.52,,537.24,,,,535.74,438.04,346.64,,,,494.83,,,,,,547.62,527.93,374.90,529.10,525.82,523.97,524.34,526.67,319.45,306.86,359.30,292.21,555.02,,,,357.34,310.50,,,,,,,,,
2024-01-11 22:11:32.492000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.58,269.99,,,,,,,,,,,381.90,400.88,406.06,513.12,529.96,498.07,502.16,520.98,425.82,442.23,464.60,507.66,504.85,546.85,415.64,207.86,405.82,367.85,427.94,,436.31,444.10,443.32,447.79,470.86,273.20,481.18,481.46,476.70,502.54,518.00,500.83,515.61,510.33,493.67,,,,,,325.64,267.04,191.87,221.42,271.31,286.98,321.37,334.63,366.13,377.17,397.00,503.31,461.39,332.04,274.05,,,,,,,,,,,,440.49,,,,,300.44,240.40,470.88,276.13,418.15,435.44,522.33,,540.07,207.42,350.93,500.66,,,,,,444.80,405.70,,,,,,,,,
2024-02-03 22:17:41.059000,L8,,,,,,,,,289.60,496.53,356.39,365.35,473.26,290.09,331.46,371.71,,,,,,,,,,,,,,,,306.26,291.38,291.17,310.32,333.10,327.05,302.89,185.29,537.81,515.20,406.08,352.98,,,494.04,486.33,427.07,541.70,,,,,,,,459.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.60,309.93,294.19,200.61,,,,,,460.27,483.84,446.88,468.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.55,422.34,460.42,516.53,459.20,298.71,186.64,181.60,222.72,375.32,391.11,223.92,,,495.56,,,,539.13,459.65,354.15,492.78,,,494.04,,,,,,546.99,210.69,275.59,310.44,448.34,273.58,385.89,360.78,,,,288.68,500.62,518.29,,,,,,,,,,,,,
