dates,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0058,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0081,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0185,nzd0031-0186,nzd0031-0086,nzd0031-0087,nzd0031-0088,satname
2023-10-14 22:17:45+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,386.815,,,,,,413.74,,,355.0,,,,,347.84,,,,301.71,336.67999999999995,,186.67,,,299.725,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,,,,,,,233.86,325.73,332.156,319.178,315.954,183.99,372.22,371.86,,,,330.1,,,,,,,346.84,339.81,,306.09,307.34000000000003,304.25,301.49,316.63,307.96,340.8,290.24,309.33,337.26,348.0,344.53,343.64,324.075,298.9,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,206.69,255.625,308.64,315.19,303.22,304.525,,376.06,360.58,313.53,,273.1,399.1,331.774,,,,308.38,,336.87,244.31,305.29,,297.19,,,,313.72,194.89,257.56,289.10249999999996,294.16999999999996,343.52250000000004,286.96,,267.88,344.3,378.29,,,,,,,,,,339.47333333333336,308.526,,,,L8
2023-10-22 22:17:50+00:00,,,,,,329.18,,,,,,,,,,,,,,,,,393.16,,386.815,,,,,,413.74,,,355.0,,,,,347.84,,,,301.71,336.67999999999995,,186.67,,,299.725,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,,,,,,,233.86,320.06333333333333,330.215,316.13,310.9066666666667,183.99,372.22,371.86,,,,330.1,,,,,,,346.84,339.81,,306.09,307.34000000000003,304.25,301.49,316.63,307.96,340.8,290.24,309.33,337.26,348.0,344.53,343.64,324.075,298.9,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,206.69,255.625,308.64,315.19,303.22,304.525,287.05,376.06,360.58,313.53,,273.1,399.1,334.4316666666667,,,,308.38,,336.87,244.31,305.29,,297.19,,,,313.72,194.89,257.56,296.322,296.14166666666665,346.02200000000005,287.59000000000003,,267.88,344.3,378.29,,,,,,,,,,342.6075,309.93333333333334,,,,L9
2023-12-17 22:17:48+00:00,,,,,,329.18,,,,,,,,,,,,,,,,,,,389.1,,,,,,413.74,,,355.0,,,,,347.84,,,,299.78,337.53,,186.67,,,299.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.63,316.99,329.715,314.6375,308.5925,183.99,372.22,371.86,,,,,,,,,,,346.84,339.81,,,313.81,304.25,301.49,316.63,307.96,340.8,,307.855,344.91999999999996,343.51,344.53,343.64,309.2,285.72,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,206.69,250.38,341.83,332.57,311.4,317.155,287.05,376.06,,,,273.1,399.1,337.47200000000004,,,,308.38,,336.87,,,,292.07,,,,313.72,216.99,299.61,304.534,298.488,349.498,288.5775,,277.6,,378.29,,,,,,,,,,347.01250000000005,310.478,,,,L8
2024-01-10 22:17:52+00:00,,,,,,329.18,,,,,,,,,,,,,,,,,,,389.1,,,,,,413.74,,,355.0,,,,,347.84,,,,299.78,337.53,,186.67,,,299.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.63,312.70799999999997,324.78999999999996,309.11199999999997,302.18399999999997,183.99,372.22,371.86,,,,,,,,,,,346.84,339.81,,,313.81,304.25,301.49,316.63,307.96,340.8,,307.855,344.91999999999996,343.51,344.53,343.64,309.2,285.72,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,206.69,250.38,341.83,332.57,311.4,317.155,287.05,376.06,,,,273.1,399.1,339.0266666666667,,,,308.38,,336.87,,,,292.07,,,351.88,313.72,216.99,299.61,307.04,299.9066666666667,349.498,289.354,,277.6,,378.29,,,,,,,,,,349.15200000000004,310.5133333333333,,,,L9
2024-01-11 22:11:32+00:00,,,,,,329.18,,,,,,,,,,,,,,,,,,,389.1,,,,,,413.74,,,355.0,,,,,347.84,,,,299.78,337.53,,186.67,,,299.75,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,240.63,312.70799999999997,324.78999999999996,309.11199999999997,302.18399999999997,183.99,372.22,371.86,265.71,,,,,,,,,,346.84,339.81,,,313.81,304.25,301.49,316.63,307.96,340.8,,307.855,344.91999999999996,343.51,344.53,343.64,309.2,326.985,,,,,,284.21,,,318.79,316.23,256.01,219.93499999999997,271.07,286.4,320.89,334.33,365.74,206.69,250.38,341.83,332.57,318.3966666666667,317.155,287.05,376.06,,,,273.1,399.1,339.0266666666667,,,,308.38,,336.87,,299.95,240.23,292.07,,,351.88,313.72,216.99,299.61,307.04,299.9066666666667,349.498,289.354,,277.6,,378.29,,,,,,,,,,349.15200000000004,310.5133333333333,,,,L8
2024-02-11 22:17:53+00:00,,,,,,329.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,306.776,317.848,300.75800000000004,297.82399999999996,183.99,372.22,371.86,265.71,,,,,,,,,,,,,,,,,,,,,295.79,353.16,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,206.69,250.38,338.345,335.445,327.26,333.615,287.05,,,,,,,346.7966666666666,,,,,,,,299.95,240.23,292.07,,,351.88,313.72,217.06,295.02,316.0883333333333,304.40166666666664,353.38,290.025,,,,,,,,,,,,,,353.2,313.9066666666667,,,,L9
2024-02-12 22:11:30+00:00,357.69,,,,,329.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,306.776,317.848,300.75800000000004,297.82399999999996,183.99,372.22,371.86,265.71,,,,,,,,,,,,,,,,,,,,,295.79,353.16,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,206.69,250.38,338.345,335.445,327.26,333.615,287.05,,,,,,,346.7966666666666,,,,,,,,299.95,240.23,292.07,,,351.88,313.72,217.06,295.02,321.4057142857143,309.2757142857143,353.38,290.025,,,,,,,,,,,,,,353.2,313.9066666666667,,,,L8
2024-02-19 22:17:39+00:00,357.69,,,,,329.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,307.285,318.2633333333333,300.1383333333334,296.43666666666667,183.99,372.22,371.86,265.71,,,,,,,,,,,,,,,,,,,,,295.79,353.16,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,206.69,250.38,338.345,335.445,327.26,333.615,287.05,,,,,,,346.55,,,,,,,,299.95,240.23,292.07,,,351.88,320.755,217.06,295.02,321.32,308.72375,354.476,289.91142857142853,,,,,,,,,,,,,,353.68666666666667,317.30000000000007,,,,L8
2024-03-30 22:17:36+00:00,357.69,,,,,329.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,303.28999999999996,316.92833333333334,298.255,294.79333333333335,178.97,,,265.71,,,,,,250.25,349.03,,,,,,,,,,,,,,295.79,353.16,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,206.69,250.38,338.345,335.445,327.26,331.3566666666666,287.05,,,,,,,346.6571428571429,,,,,,,,299.95,240.23,292.07,,,351.88,324.42333333333335,217.06,295.02,321.2025,309.37125000000003,354.742,290.32,,,,,,,,,,,,,,353.66,316.4842857142857,,,,L9
2024-04-08 22:11:23+00:00,357.69,,,283.4,,342.48,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,303.28999999999996,316.92833333333334,298.255,294.79333333333335,178.97,,,265.71,,,,,,250.25,349.03,,,,,,,,,,,,,,295.79,353.16,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,206.69,250.38,338.345,335.445,327.26,331.3566666666666,311.35,393.95,,,,,,346.6571428571429,,,,,,,,299.95,240.23,292.07,,,351.88,324.42333333333335,217.06,295.02,321.2025,312.6711111111111,354.742,290.32,,240.19,,,,,,,,,,,,353.66,316.4842857142857,,,,L9
2024-04-23 22:17:03+00:00,357.69,,,283.4,,355.78,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,306.23199999999997,315.88800000000003,298.06000000000006,297.81800000000004,,,,265.71,,,,,,250.25,349.03,,,,,,,,,,,,,,,,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,,,338.345,335.445,327.26,331.3566666666666,335.65,393.95,,,,,,346.4666666666667,,,,,,,,299.95,240.23,,,,351.88,329.775,217.06,295.02,325.88142857142856,315.69874999999996,356.47749999999996,291.154,,240.19,,,,,,,,,,,,354.00499999999994,315.365,,,,L8
2024-05-01 22:17:11+00:00,357.69,,,283.4,,355.78,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,307.89666666666665,316.11833333333334,298.9433333333333,299.43,,,,265.71,,,,,,250.25,349.03,,,,,,,,,,,,,,,,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,,,338.345,335.445,327.26,331.3566666666666,335.65,393.95,,,,,,347.0342857142858,,,,,,,,299.95,240.23,,,,351.88,329.775,217.06,295.02,325.88142857142856,315.69874999999996,356.47749999999996,291.40333333333336,,240.19,,,,,,,,,,,,354.00499999999994,315.365,,,,L9
2024-05-09 22:16:51+00:00,357.69,,,283.4,,355.78,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,308.95285714285717,317.1542857142857,299.90000000000003,300.7342857142857,,,,265.71,,,,,,250.25,349.03,,,,,,,,,,,,,,,,,,,,368.25,,,,,,,,,,,,221.09,271.07,286.4,320.89,334.33,365.74,,,338.345,335.445,327.26,331.3566666666666,335.65,393.95,,,,,352.34,346.45625,,,,,,,,299.95,240.23,,,,351.88,320.31,217.06,295.02,326.40500000000003,315.53,357.052,291.5242857142857,,240.19,,,,,,,,,,,,354.9542857142857,315.86571428571426,,,,L8
2024-05-10 22:11:00+00:00,357.69,,,283.4,,355.78,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,308.95285714285717,317.1542857142857,299.90000000000003,300.7342857142857,,,,265.605,,,,,,250.25,349.03,,340.46,,,,,,,,,,,,,,,,,,368.25,,,,,266.02,,254.83,,,,,221.09,271.07,286.4,320.89,334.33,365.74,,,338.345,335.445,327.4425,331.3566666666666,335.65,393.95,,,,,352.34,346.45625,,,,,,,,299.95,240.23,,,,351.88,320.31,217.06,295.02,326.40500000000003,315.53,357.052,291.5242857142857,,240.19,,,,,,,,,,,,354.9542857142857,315.86571428571426,,,,L9
2024-05-17 22:17:03+00:00,357.69,,,283.4,,355.78,,,,,,,,,,,,302.45,,,,323.18,,,,,,,,,,,417.79,,,,,,,340.23,356.29,,,,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,,310.0425,318.50625,300.46375,301.79125,,,,265.605,,,,,,250.25,349.03,,340.46,,,,,,,,,,,,,,,,,,368.25,,,,,266.02,,254.83,,,,,221.09,271.07,286.4,320.89,334.33,365.74,,,338.345,335.445,327.4425,331.3566666666666,335.65,393.95,,,,,352.34,346.7655555555556,,,,,,,,299.95,240.23,,,,351.88,320.31,217.06,295.02,325.79999999999995,314.589,357.03999999999996,291.4375,,240.19,,,,,,,,,,,,356.19124999999997,316.77875,,,,L9
2024-06-26 22:16:52+00:00,357.69,,,280.435,257.5,355.78,198.89,335.54,355.25,,,,,,,,,302.45,,,,323.18,,,395.81,,386.92,,,336.4,,291.31,417.79,381.58,,,166.53,375.79,357.18,340.23,356.29,288.06,331.86,353.34,,181.16,,269.33,288.85,351.55,,,,,,335.23,,382.28,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,346.39,314.50444444444446,321.8777777777778,304.68000000000006,301.79125,,,345.33,265.605,,,320.62,,,250.25,352.17499999999995,348.46,323.17999999999995,340.8,343.47,346.91,328.23,,,,,,,,,358.12,384.87,356.56,365.62,349.87,353.86,349.26,342.13,347.29,372.26,266.02,,254.83,375.62,,,,221.09,271.07,286.4,320.89,334.33,343.42,,,334.86,338.32,321.4975,323.27,276.44,397.405,381.96,324.16,391.65,306.31,370.815,346.76625,,,,,,,,299.95,240.23,254.62,331.83,299.73,296.39,320.31,217.13,290.43,326.0725,310.87,351.3316666666667,291.8042857142857,,240.19,276.91,,,,,,,,,,,356.57857142857137,314.25374999999997,,,,L8
2024-06-27 22:10:29+00:00,357.69,,,280.435,257.5,355.78,198.89,335.54,355.25,,,,,,,,,302.45,,,,323.18,,,395.81,,386.92,,,336.4,,291.31,417.79,381.58,,,166.53,375.79,357.18,340.23,356.29,288.06,331.86,353.34,,180.39999999999998,251.14,269.33,288.85,351.55,,,,,,335.23,,382.28,,,,,,,,,,,,,,,,,276.71,269.69,,,,,,,346.39,314.50444444444446,321.8777777777778,304.68000000000006,301.79125,,,345.33,265.605,,,320.62,,,250.25,352.17499999999995,348.46,323.17999999999995,340.8,343.47,346.91,328.23,,,,,,,,,358.12,384.87,356.56,365.62,349.87,353.86,349.26,342.13,347.29,372.26,266.02,,254.83,375.62,,,,221.09,271.07,286.4,320.89,334.33,343.42,,,334.86,338.32,321.4975,323.27,276.44,397.405,381.96,324.16,391.65,306.31,370.815,346.76625,,,,,,,,299.95,240.23,254.62,334.635,299.73,296.39,320.31,217.13,290.43,326.0725,310.87,351.3316666666667,291.8042857142857,,245.485,276.91,,,,,,,,,,,356.57857142857137,314.25374999999997,,,,L9
2024-07-12 22:17:00+00:00,357.69,,,280.435,257.5,355.78,198.89,335.54,355.25,,,303.63,,,372.96,,,302.45,,,,323.18,,,395.81,,386.92,,,352.205,,291.31,388.88,379.16499999999996,,357.89,166.53,375.79,357.18,340.23,356.29,288.06,331.86,349.2,373.89,180.39999999999998,251.14,270.015,289.725,351.55,,,,,,353.485,,382.28,,,,,,,,,,,,,,,,,,,,,,,,,344.61,320.42555555555555,326.8133333333333,310.2444444444444,305.3971428571428,,,345.33,265.5,,,320.67,,,250.25,353.92333333333335,348.46,323.17999999999995,340.8,343.47,346.91,345.565,,,,,,,354.35,,357.675,381.015,355.58000000000004,360.0,348.2,338.14,348.055,340.605,343.38,366.76,266.02,,254.83,372.52,,,,,,,337.36,,289.71000000000004,,,321.23,338.32,313.0575,318.9425,276.44,397.405,381.96,324.16,391.65,300.3,379.39000000000004,346.7614285714286,,,331.63,,,,,,,256.17,334.03,299.915,243.47500000000002,320.31,217.13,273.745,327.00142857142856,308.46999999999997,348.6642857142857,291.695,,245.485,276.91,406.18,,,,,,,,,,352.8,311.81624999999997,,,,L8
2024-08-21 22:17:19+00:00,,,,280.435,257.5,355.78,198.89,335.54,355.25,,,303.63,,,372.96,,,302.45,,,,323.18,,,395.81,,386.92,,,352.205,,291.31,388.88,379.16499999999996,,357.89,166.53,375.79,357.18,340.23,356.29,288.06,331.86,349.2,373.89,180.39999999999998,251.14,270.015,289.725,351.55,,,,,,353.485,,382.28,,,,,,,,,,,,,,,,,,,,,,,,,344.61,322.44,329.54375,314.795,308.7216666666667,184.26,,345.33,265.5,,,320.67,,,250.25,353.92333333333335,348.46,323.17999999999995,340.8,343.47,346.91,345.565,,,,,,,354.35,,357.675,381.015,355.58000000000004,360.0,348.2,338.14,348.055,340.605,343.38,366.76,266.02,,254.83,372.52,,,,,,,337.36,,289.71000000000004,218.49,245.81,324.995,328.51,310.345,317.67499999999995,276.44,397.405,381.96,324.16,391.65,300.3,379.39000000000004,346.965,,,331.63,,,,,,,256.17,334.03,299.915,243.47500000000002,316.57000000000005,217.34,275.21500000000003,323.44,305.0575,348.21714285714285,291.004,,245.485,276.91,406.18,,,,,,,,,,351.0883333333333,307.0842857142857,,,,L9
2024-08-29 22:17:21+00:00,,,,280.435,257.5,355.78,198.89,335.54,355.25,,,303.63,,,372.96,,,302.45,,,,323.18,,,395.81,,386.92,,,352.205,,291.31,388.88,379.16499999999996,,357.89,166.53,375.79,357.18,340.23,356.29,288.06,331.86,349.2,373.89,180.39999999999998,251.14,270.015,289.725,351.55,,,,,,353.485,,382.28,,,,,,,,,,,,,,,,,,,,,,,,,344.61,321.50444444444446,329.21444444444444,314.17333333333335,307.9428571428571,184.26,,345.33,265.5,,,320.67,,,250.25,353.92333333333335,348.46,323.17999999999995,340.8,343.47,346.91,345.565,,,,,,,354.35,,357.675,381.015,355.58000000000004,360.0,348.2,338.14,348.055,340.605,343.38,366.76,266.02,,254.83,372.52,,,,,,,337.36,,289.71000000000004,218.49,245.81,324.995,328.51,310.345,317.67499999999995,276.44,397.405,369.2,315.32000000000005,374.945,308.83,379.39000000000004,345.8742857142857,,,331.63,,,,,,,256.17,334.03,299.915,243.47500000000002,318.8733333333334,217.34,275.21500000000003,323.385,305.4344444444444,348.21714285714285,291.004,,245.485,276.91,406.18,,,,,,,,,,352.7471428571429,309.01750000000004,,,,L8
2024-12-03 22:17:45+00:00,,,,277.47,257.5,,198.89,335.54,355.25,,,303.63,,,372.96,,,,,,,,,,395.81,,386.92,,,352.205,,291.31,359.97,379.16499999999996,,357.89,166.53,375.79,357.18,,,288.06,331.86,349.2,373.89,179.64,251.14,270.015,289.725,351.55,,,,,,353.485,,382.28,,,,,,,,,,,,,,,,,,,,,,,,,344.61,323.804,330.506,319.29200000000003,297.16333333333336,184.26,,345.33,,,,320.67,,,,356.37,348.46,305.9,340.8,343.47,346.91,345.565,,,,,,,354.35,,357.675,381.015,355.58000000000004,360.0,348.2,338.14,348.055,340.605,343.38,366.76,,,,372.52,,,,,,,337.36,,289.71000000000004,218.49,245.81,333.33666666666664,328.51,309.605,319.5625,217.23,400.86,369.2,315.32000000000005,374.945,308.83,392.9150000000001,342.94999999999993,,,331.63,,,,,,,256.17,334.03,299.915,243.47500000000002,323.48,217.995,284.55333333333334,323.39000000000004,296.394,337.5833333333333,287.46,,250.78,276.91,406.18,,,,,,,,,,351.5475,309.45,,,,L8
2024-12-04 22:11:36+00:00,,,,277.47,257.5,,198.89,335.54,355.25,,,303.63,,,372.96,,,,,,,,,,395.81,,386.92,,,352.205,,291.31,359.97,379.16499999999996,,357.89,166.53,375.79,357.18,,,288.06,331.86,349.2,373.89,179.6,251.14,270.015,289.725,351.55,,,,,,353.485,,382.28,,,,,,,,,,,,,,,,,,,,,,,,,344.61,323.804,330.506,319.29200000000003,283.18,184.26,,345.33,,,,320.67,,,,356.37,348.46,305.9,340.8,343.47,346.91,345.565,,,,,,,354.35,,357.675,381.015,355.58000000000004,360.0,348.2,338.14,348.055,340.605,343.38,366.76,,,,372.52,,,,,,,337.36,,289.71000000000004,218.49,245.81,333.33666666666664,328.51,309.605,319.5625,217.23,400.86,369.2,315.32000000000005,374.945,308.83,392.9150000000001,342.94999999999993,,,331.63,,,,,,,256.17,334.03,299.915,243.47500000000002,323.48,217.995,284.55333333333334,323.39000000000004,296.394,337.5833333333333,287.46,,239.37,276.91,406.18,,,,,,,,,,351.5475,309.45,,,,L9
2025-01-12 22:17:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.3325,318.3625,305.53,284.13599999999997,184.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.49,245.81,346.205,328.51,320.03,331.675,,,356.44,306.48,358.24,325.89,,342.94999999999993,,,,,,,,,,,,,,323.48,217.995,298.30000000000007,322.77,310.8025,355.73,287.46,,227.96,,,,,,,,,,,,357.705,318.4575,,,,L9
2025-03-09 22:17:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.7366666666667,313.25333333333333,299.43,278.5325,188.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9,,,,,,249.04,229.75,244.91,335.0,,321.485,325.825,,,,,,,,347.11,,,,,353.92,,,,,,,,263.8,,217.075,292.065,309.7,306.84999999999997,351.26,290.6,,227.96,,,,,,,,,,,,351.77,311.9166666666667,,,,L8
2025-03-10 22:11:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.7366666666667,313.25333333333333,299.43,278.5325,188.41,361.73,350.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9,,,,,,249.04,229.75,244.91,335.0,,321.485,325.825,,,,,,,,347.11,,,,,353.92,,,,,,,,263.8,,217.075,292.065,309.7,306.84999999999997,351.26,290.6,,227.96,,,,,,,,,,,,351.77,311.9166666666667,,,,L9
2025-03-25 22:17:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97749999999996,314.7025,299.475,282.786,188.41,361.73,350.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9,,,,,,249.04,229.75,244.91,335.0,,321.485,325.825,,,,,,,,346.94,,,,,353.92,,,,,,,,263.8,,217.075,292.065,311.01750000000004,305.27,352.33,290.31,,227.96,,,,,,,,,,,,351.9475,310.8275,,,,L8
2025-05-04 22:17:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.88,317.17600000000004,301.082,286.58666666666664,188.41,361.73,350.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9,,,,,,249.04,229.75,244.91,335.0,,321.485,325.825,,,,,,,,347.77,,,,,353.92,,,,,,,,263.8,,217.075,292.065,314.644,305.27,352.33,289.76666666666665,,227.96,,,,,,,,,,,,352.354,311.14,,,,L9
