dates,satname,nzd0302-0000,nzd0302-0001,nzd0302-0002,nzd0302-0003,nzd0302-0004,nzd0302-0005,nzd0302-0006,nzd0302-0007,nzd0302-0008,nzd0302-0009,nzd0302-0017,nzd0302-0018,nzd0302-0019,nzd0302-0020,nzd0302-0021,nzd0302-0022,nzd0302-0023,nzd0302-0024,nzd0302-0025,nzd0302-0026,nzd0302-0027,nzd0302-0028,nzd0302-0029,nzd0302-0030,nzd0302-0031,nzd0302-0032,nzd0302-0033,nzd0302-0034,nzd0302-0035,nzd0302-0036,nzd0302-0037,nzd0302-0038,nzd0302-0039,nzd0302-0040,nzd0302-0041,nzd0302-0010,nzd0302-0011,nzd0302-0012,nzd0302-0013,nzd0302-0014,nzd0302-0016,nzd0302-0015
2000-09-15 21:51:13.624000,L7,341.85,344.26,355.91,359.89,355.97,342.08,348.05,344.17,335.78,319.04,308.04,323.49,345.26,356.74,365.98,356.63,344.68,336.53,343.86,346.00,349.52,356.35,348.96,338.01,348.79,355.88,352.15,351.95,351.87,364.15,362.05,367.00,359.21,363.86,355.80,311.85,324.76,330.73,308.74,298.37,300.92,300.93
2000-10-26 21:44:46.815000,L7,,,,,,,,,,,,,,,,,,,,396.03,388.02,395.66,396.72,374.07,372.51,387.71,379.91,378.17,387.82,409.92,400.64,400.10,412.82,412.75,,,,,,,,
2000-12-04 21:50:58.069000,L7,,431.68,390.71,396.53,388.04,373.87,372.20,351.74,277.33,272.64,284.73,306.21,377.64,376.67,386.10,367.09,357.35,352.35,361.51,357.39,364.20,370.75,358.57,345.39,352.84,370.38,364.59,354.12,358.03,375.70,370.34,365.05,368.79,375.46,359.52,303.41,315.39,344.20,,,283.97,280.83
2000-12-13 21:44:52.270000,L7,345.49,353.90,362.04,363.96,364.16,352.78,350.90,353.72,339.64,323.34,317.19,329.35,353.35,366.30,369.66,360.96,347.96,340.81,344.04,345.56,352.58,356.02,348.59,341.84,351.40,358.22,356.88,349.85,356.14,366.05,366.72,356.68,353.19,359.21,353.42,317.00,325.23,327.55,317.88,306.40,316.36,309.82
2001-01-14 21:44:57.122000,L7,348.94,364.24,371.03,388.43,371.66,372.07,363.95,355.85,378.01,336.69,,,,,,,,,,,,,,,,,,,,,,,,,,367.11,347.73,,,,,
2001-01-21 21:51:10.359000,L7,318.91,333.28,334.80,337.40,331.54,329.38,327.44,327.79,311.13,,288.70,308.26,397.93,407.65,415.51,396.45,380.51,375.87,382.73,383.51,386.55,389.12,384.17,373.79,384.98,401.90,400.64,397.61,399.24,410.09,405.63,406.42,407.50,415.49,390.24,,,,,275.69,281.82,279.14
2001-04-04 21:44:30.925000,L7,,,,,,390.05,382.14,379.01,378.78,349.39,351.31,367.59,377.31,395.82,406.28,385.39,370.10,369.58,376.81,382.03,385.13,389.38,381.33,369.35,371.61,391.24,384.16,382.16,382.02,391.88,384.57,372.50,388.03,410.00,388.77,358.54,368.15,,,,,
2001-04-20 21:44:34.614000,L7,371.61,391.95,392.10,411.68,401.52,381.22,383.90,357.67,396.87,346.89,339.94,351.04,361.43,381.92,404.94,383.92,375.27,375.31,368.49,376.08,382.29,389.37,393.10,377.29,359.25,385.02,385.86,382.04,377.62,399.49,376.47,362.42,372.95,377.54,368.37,337.14,348.54,347.48,355.08,,337.79,336.63
2001-04-27 21:50:43.832000,L7,358.60,369.44,373.96,378.75,372.07,366.71,373.49,362.73,346.24,326.46,327.04,343.68,356.11,374.52,372.71,360.60,357.23,362.67,362.32,364.44,366.90,366.60,359.72,344.78,346.78,357.36,359.48,358.24,362.90,372.73,361.42,359.17,369.90,371.27,362.18,322.42,335.20,339.09,321.54,320.07,321.63,317.19
2001-05-13 21:50:33.259000,L7,341.44,350.61,359.12,367.66,356.63,338.58,344.02,351.69,328.13,313.61,307.40,330.53,344.66,368.28,362.14,350.46,337.81,334.68,336.07,343.37,340.60,356.52,348.57,339.86,339.90,352.98,356.36,353.43,366.09,393.60,407.77,406.69,365.49,370.39,350.65,316.40,319.59,328.46,309.15,300.71,304.61,302.04
2001-05-22 21:44:18.615000,L7,362.06,373.90,383.89,386.25,369.31,364.85,357.41,370.98,379.19,353.90,322.07,334.85,382.88,365.54,353.07,377.37,372.69,345.14,366.53,349.20,352.55,351.36,360.53,354.59,335.66,408.32,360.00,386.91,355.79,375.02,368.13,366.68,377.56,376.47,375.43,354.24,341.39,336.49,328.91,311.32,322.78,327.74
2001-06-07 21:44:06.693000,L7,,,,,,,,,,,298.16,322.63,333.30,346.04,355.90,373.30,360.62,349.56,354.75,374.23,363.87,363.54,362.34,349.06,355.52,367.43,368.03,364.43,368.93,,384.52,383.81,395.84,375.37,372.19,278.04,333.33,335.10,308.10,302.34,275.10,279.50
2001-07-25 21:43:42.718000,L7,331.75,337.02,347.16,354.77,350.62,323.17,341.14,331.58,319.33,302.36,297.83,309.40,337.67,363.32,355.03,351.89,336.49,336.79,332.78,330.44,340.79,343.82,335.45,327.08,332.03,371.94,338.02,338.68,345.06,360.95,350.50,397.68,352.32,363.12,365.06,301.31,313.21,311.54,302.33,289.25,293.41,291.31
2001-09-11 21:43:02.212000,L7,323.39,327.83,337.94,341.68,344.12,332.69,354.14,371.91,385.16,354.43,306.39,331.60,411.82,365.38,391.60,408.41,356.08,336.41,335.18,321.60,313.84,330.64,322.40,342.03,,,,,,,,,,,,331.58,319.69,338.99,312.92,313.93,314.32,308.62
2001-09-18 21:49:05.242000,L7,343.63,364.27,376.89,376.44,371.26,358.34,354.84,355.16,363.98,337.18,313.05,330.34,340.11,361.02,370.00,360.35,353.41,343.75,348.85,353.92,362.47,370.77,365.83,347.43,358.73,362.00,357.11,350.71,359.85,368.08,366.06,363.43,360.42,367.94,358.74,322.46,328.06,339.55,319.46,320.72,319.84,327.56
2001-10-04 21:48:54.017000,L7,393.78,405.96,417.37,413.36,411.75,410.24,411.74,425.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-29 21:42:45.257000,L7,,,,,,,,,,,,360.44,378.27,396.52,392.28,379.86,364.31,359.87,367.61,371.56,371.60,379.24,369.95,356.57,363.43,389.55,387.36,376.43,380.62,383.83,383.21,372.39,399.95,417.00,384.89,,,,,,,
2002-01-17 21:43:16.786000,L7,392.78,409.84,413.56,418.12,406.61,411.27,411.52,408.92,402.26,,,,,,,,,386.84,389.72,393.26,394.05,402.19,398.30,388.59,393.44,399.43,407.40,405.82,406.55,413.89,406.23,395.04,,,,,,,,,,
2002-02-02 21:43:18.682000,L7,328.48,331.78,342.98,350.03,351.96,328.29,333.83,338.13,329.19,309.47,287.12,260.87,283.99,347.96,358.96,355.60,335.59,334.68,339.97,332.64,338.90,349.08,340.77,327.78,328.95,350.52,347.23,339.56,350.96,353.80,356.96,349.69,347.63,351.01,352.65,303.37,314.44,345.31,303.26,284.75,289.08,290.27
2002-02-18 21:43:18.247000,L7,340.96,343.46,360.18,362.40,361.57,348.48,346.96,352.13,344.36,328.64,307.36,361.33,388.30,379.70,372.91,365.39,345.99,342.41,345.92,347.62,350.77,361.93,360.23,363.19,374.68,403.63,374.81,361.54,356.65,368.07,374.13,366.75,353.34,357.01,358.81,317.50,326.48,328.35,318.07,297.77,300.85,301.46
2002-02-25 21:49:35.857000,L7,,,,,,,,,,,,,,,,,,,,,,,404.59,403.72,376.67,394.40,400.77,398.39,404.94,,,,,,,,,,,,,
2002-03-06 21:43:23.680000,L7,354.76,360.18,369.35,371.38,368.39,352.35,358.34,360.32,353.69,337.19,320.82,333.24,350.41,368.93,377.62,365.68,355.90,348.59,354.87,353.87,362.82,368.66,360.69,349.10,353.03,369.55,,383.46,373.03,374.18,363.64,391.54,375.79,376.98,359.37,330.75,338.86,341.63,325.59,314.58,314.52,320.28
2002-03-22 21:43:16.355000,L7,342.38,320.27,333.50,354.00,315.29,,310.18,314.35,334.72,321.21,,,327.27,369.23,379.39,369.24,354.71,349.76,355.14,370.73,366.58,373.15,392.64,,,,,,,,,,,,,293.53,281.63,275.93,247.34,,,
2002-04-07 21:43:17.050000,L7,364.23,402.18,419.11,385.14,366.91,379.72,379.52,351.33,348.39,340.01,313.95,332.33,352.05,381.75,380.40,367.25,358.06,363.39,363.25,360.45,360.82,361.81,347.17,341.08,346.74,361.47,358.27,355.52,371.67,386.37,392.29,375.91,381.69,403.16,377.75,335.97,340.31,333.63,312.55,305.02,300.05,307.79
2002-04-14 21:49:26.507000,L7,355.45,371.06,379.13,375.38,366.97,353.58,350.49,363.19,348.59,339.20,317.58,345.63,355.32,368.41,367.09,362.87,355.43,343.37,358.92,360.41,357.62,379.70,363.99,336.04,352.41,358.08,389.49,377.98,368.36,379.16,382.06,377.21,376.92,382.23,361.20,336.19,325.72,336.69,316.92,315.44,307.43,311.84
2002-05-09 21:43:16.766000,L7,,,,429.85,384.73,361.26,365.62,367.75,359.47,347.28,317.68,342.07,363.31,375.18,405.32,387.53,378.16,374.78,367.10,379.52,361.58,385.56,350.68,341.38,360.37,365.85,363.10,353.36,367.90,378.96,382.13,372.03,373.86,406.46,391.50,344.65,338.83,340.59,322.04,318.92,320.78,319.68
2002-06-10 21:43:00.814000,L7,360.61,382.21,403.27,393.23,385.08,357.62,365.60,358.99,362.39,348.57,329.42,346.75,352.38,371.89,384.88,363.24,360.53,351.20,364.30,373.16,387.09,389.01,367.56,359.19,353.50,370.10,359.60,362.45,365.21,377.74,372.75,378.55,369.30,368.27,389.35,337.90,346.83,341.83,325.64,322.89,315.71,316.87
2002-07-19 21:48:57.399000,L7,,,,,,,,,378.91,373.93,344.20,340.96,358.06,384.83,387.30,402.04,367.32,377.38,387.62,388.98,393.88,403.19,400.47,365.72,361.42,380.54,366.33,367.14,366.64,375.14,375.61,380.36,359.59,373.57,387.75,342.59,337.17,360.01,342.22,341.61,336.05,
2002-09-14 21:42:19.037000,L7,338.69,343.41,354.74,366.02,361.42,342.78,351.06,343.73,336.61,323.96,318.35,334.03,342.24,365.39,374.21,365.91,350.16,346.86,344.74,349.53,356.70,367.25,362.42,344.18,353.49,359.24,355.15,356.04,356.70,366.23,373.45,363.17,363.19,361.04,357.50,325.00,325.38,336.57,318.52,305.37,308.24,309.61
2002-09-30 21:42:11.676000,L7,341.87,346.31,360.49,364.12,364.19,351.88,361.17,354.99,354.26,334.92,321.16,371.27,347.95,367.96,375.77,361.77,350.33,348.96,355.49,352.66,361.17,371.07,361.58,349.40,348.48,371.17,360.53,361.30,356.29,372.60,416.04,385.28,375.74,362.28,358.75,336.79,336.00,331.20,319.93,306.23,311.23,310.18
2002-10-23 21:48:27.128000,L7,358.49,367.75,378.69,379.85,375.75,371.05,372.52,379.54,370.16,348.00,321.48,349.62,378.92,384.17,390.32,376.54,361.60,354.80,364.90,365.89,366.63,375.20,365.48,350.39,355.20,374.48,368.64,364.91,373.28,381.59,376.73,363.02,365.69,370.43,359.55,344.83,355.30,358.88,360.55,321.03,318.35,318.90
2002-12-10 21:48:53.163000,L7,,412.94,413.01,410.82,406.63,404.33,399.72,405.07,402.73,,,,,,,,,378.37,385.77,391.85,399.75,401.20,391.92,375.56,382.32,393.35,391.52,386.12,394.82,403.94,395.08,387.13,407.52,409.15,387.65,,,,,,,
2002-12-26 21:48:59.976000,L7,386.05,400.68,406.64,404.12,405.89,406.34,391.99,398.52,392.02,377.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:49:02.380000,L7,325.94,318.11,328.67,361.44,339.60,339.84,327.52,338.11,321.65,339.74,317.96,334.78,359.34,374.60,350.39,340.19,322.31,318.25,322.19,327.82,328.67,327.00,326.03,310.56,351.93,364.42,362.36,359.23,371.47,373.40,364.87,361.92,358.29,362.19,355.08,274.60,298.76,297.91,277.55,267.47,312.82,314.81
2003-01-20 21:42:57.343000,L7,393.32,399.53,410.70,411.59,410.91,411.78,406.98,412.24,,,,,,,,,,,,,,,,,385.42,397.17,399.68,394.05,400.16,406.91,394.24,381.23,385.14,392.99,378.48,,,,,,,
2003-02-05 21:43:05.844000,L7,365.14,374.60,385.88,384.82,384.24,378.07,379.09,379.08,369.48,368.46,343.38,352.52,391.11,392.94,390.76,385.77,364.43,357.41,365.69,365.27,373.33,376.29,369.07,354.35,359.74,376.53,370.78,381.30,374.72,388.14,369.97,355.60,360.49,363.89,351.47,364.67,362.15,,,,325.64,
2003-02-21 21:43:08.504000,L7,362.21,364.49,368.15,374.21,374.74,365.36,372.33,370.98,401.25,367.91,314.54,335.72,355.60,364.97,395.98,385.23,361.66,354.13,360.11,363.80,356.47,362.92,361.49,347.06,349.90,369.24,361.01,360.44,359.25,371.49,352.90,360.33,373.85,360.98,346.86,353.33,337.92,337.87,338.33,321.47,314.81,312.89
2003-03-16 21:49:22.109000,L7,,,,,,,,396.31,387.90,366.27,,,,,,398.99,386.71,366.05,374.97,397.44,385.06,394.79,406.29,407.92,374.20,386.17,381.80,380.75,386.77,397.94,377.22,362.49,372.61,380.67,376.71,355.65,388.90,,,,,
2003-03-25 21:43:05.785000,L7,371.43,383.18,392.34,390.30,386.47,382.86,380.68,379.62,377.11,,337.71,348.59,377.66,388.92,397.97,383.25,367.82,359.54,365.22,367.03,367.99,378.92,374.32,363.45,380.70,384.72,376.02,371.49,372.16,378.91,371.81,362.34,367.52,370.51,362.92,,362.40,361.24,357.60,338.48,335.06,331.35
2003-05-03 21:49:25.094000,L7,399.41,405.98,412.86,418.72,406.60,416.45,411.21,420.77,,,,,,,,,,,,,,406.76,397.78,387.93,394.84,404.48,407.45,,,416.29,405.94,399.28,404.02,401.44,385.58,,,,,,,
2003-05-12 21:43:12.052000,L7,,,,,,394.48,393.76,390.64,371.62,351.03,,,393.13,397.77,411.96,385.83,372.66,362.05,372.09,371.19,379.74,388.31,377.46,365.36,363.42,376.61,375.89,366.73,376.84,380.47,379.12,370.35,376.32,382.18,368.38,347.11,371.34,,,,,
2003-07-30 21:37:21.273000,L5,356.35,377.10,376.99,369.35,372.32,369.77,364.84,366.10,366.00,339.83,336.27,346.49,361.02,375.94,381.17,375.46,369.10,354.39,359.07,367.43,363.75,370.26,368.45,359.64,365.00,375.85,368.40,354.36,371.28,380.30,378.07,356.59,357.88,365.12,354.53,336.29,340.96,363.32,339.76,322.83,328.89,334.04
2003-08-15 21:37:36.307000,L5,341.61,351.46,360.71,358.76,356.79,352.68,359.67,359.43,345.72,335.33,312.76,325.19,350.21,367.63,373.91,371.55,354.14,354.09,342.60,348.63,351.07,358.24,354.65,346.24,356.34,366.34,366.17,359.96,363.01,372.87,369.99,362.44,350.01,358.94,346.81,325.68,329.41,335.08,323.10,315.67,308.94,308.79
2003-10-18 21:38:36.209000,L5,363.48,381.49,393.84,388.83,393.99,386.65,395.62,395.36,376.73,357.76,,368.88,382.60,412.44,408.83,390.04,376.17,358.66,366.60,372.11,369.35,385.62,378.47,366.80,375.67,392.74,389.30,387.40,389.60,393.85,385.34,361.74,365.32,370.34,359.28,354.55,368.10,364.92,360.68,352.84,343.06,348.25
2003-11-28 21:32:58.000000,L5,381.92,393.89,406.96,396.45,385.72,377.55,375.31,378.17,401.65,,,370.45,371.75,384.71,393.19,385.35,365.52,373.26,378.79,382.67,384.94,393.05,385.67,380.07,373.83,392.67,392.77,,,408.41,385.04,379.49,384.69,397.06,378.58,,,,,,,
2003-12-14 21:33:02.337000,L5,377.29,380.74,400.12,390.81,388.98,374.52,375.05,370.69,361.01,337.46,343.39,344.22,352.82,377.28,381.89,381.85,360.42,375.33,378.25,379.49,376.39,394.86,383.03,371.55,365.09,370.51,369.55,364.93,366.99,380.58,369.01,371.94,374.74,379.82,372.26,336.05,363.58,368.30,359.30,346.06,343.29,342.03
2003-12-30 21:33:12.497000,L5,349.34,367.71,376.49,381.66,377.14,373.69,368.70,375.71,357.87,341.35,345.34,360.44,370.57,387.69,389.47,370.09,349.34,344.12,353.79,352.06,358.53,366.40,369.19,361.55,363.86,376.43,377.71,369.90,372.22,372.52,361.58,348.20,353.11,355.97,347.86,340.25,349.97,347.46,336.16,328.52,348.66,332.81
2004-01-15 21:33:14.008000,L5,381.21,396.30,397.22,405.06,391.15,388.20,384.68,397.82,391.40,353.99,,,388.46,397.62,407.79,387.16,370.21,371.70,378.18,385.44,384.16,396.39,387.75,380.30,378.01,385.94,380.13,378.30,380.70,391.95,382.02,376.19,385.10,381.44,380.79,352.88,375.13,,,,,
2004-03-19 21:33:35.101000,L5,331.52,333.74,338.66,344.45,344.20,330.81,330.62,335.71,314.80,310.64,290.74,312.32,330.97,345.62,352.38,346.08,329.87,327.29,335.28,329.37,342.99,341.60,341.07,329.28,339.02,352.78,347.28,345.03,345.98,360.50,360.10,347.37,354.47,351.62,346.04,308.34,308.75,315.71,304.40,291.81,284.87,287.94
2004-04-20 21:34:19.103000,L5,359.40,368.79,378.19,375.18,377.88,362.82,370.12,375.57,366.30,368.20,337.04,355.85,364.54,382.34,388.63,376.16,366.46,359.73,366.50,365.76,372.80,381.34,373.99,364.13,370.76,381.52,376.55,367.70,381.38,389.21,384.21,366.26,371.23,372.07,369.10,349.83,347.23,378.40,347.07,342.75,337.53,335.62
2004-06-07 21:35:42.701000,L5,,,,,,,,298.43,289.10,291.33,260.65,274.67,296.27,,,,,,,,,,,,,292.84,319.14,308.24,295.02,339.89,333.28,323.74,325.00,322.26,316.86,291.73,294.00,296.19,281.79,268.25,257.37,260.89
2004-06-23 21:36:10.798000,L5,341.20,352.42,364.95,358.69,363.03,340.33,355.70,356.77,342.61,325.92,311.72,335.13,347.92,363.22,379.01,366.53,355.42,350.29,351.63,359.32,355.08,365.76,356.00,340.94,345.67,358.80,359.31,354.41,358.34,369.68,364.65,356.83,363.82,362.68,361.90,329.24,322.41,329.70,320.67,307.59,309.46,307.77
2004-07-25 21:37:01.827000,L5,350.75,366.57,376.22,376.77,375.42,373.19,382.62,380.93,387.15,349.77,333.01,346.91,368.02,376.21,381.22,378.46,359.74,352.48,361.38,369.39,375.90,374.56,365.82,363.20,362.22,374.37,373.74,362.62,368.50,374.44,368.69,361.65,368.63,367.48,365.31,342.72,338.87,360.38,340.54,323.40,337.62,320.73
2004-09-18 21:44:34.791000,L5,355.12,370.21,377.34,376.34,369.75,376.55,367.75,374.03,349.48,329.95,329.23,340.75,369.92,377.66,383.90,382.40,359.39,352.52,365.58,358.73,366.42,372.82,382.28,354.55,359.35,374.39,376.58,389.99,,,,,,,,328.80,335.26,334.68,324.29,318.36,330.24,324.16
2004-10-20 21:45:16.509000,L5,357.98,369.03,378.68,378.26,378.36,374.39,373.54,385.65,375.89,353.29,324.40,343.01,354.58,381.22,388.24,383.01,366.98,351.77,359.96,365.68,362.34,368.96,364.28,352.04,360.64,371.98,367.30,374.35,371.42,380.10,378.13,362.77,367.96,364.11,361.86,341.95,338.64,344.63,330.71,322.56,322.67,323.89
2004-11-30 21:39:51.941000,L5,357.39,372.65,383.75,381.15,382.18,370.15,378.80,387.57,373.56,348.21,322.31,333.53,361.10,392.53,394.23,390.07,374.29,368.23,375.56,364.80,356.72,355.95,370.95,357.75,354.76,364.00,358.92,373.00,375.36,379.64,377.25,365.83,369.58,368.95,359.14,343.79,348.53,354.51,338.48,324.42,316.24,317.64
2005-01-17 21:40:37.592000,L5,320.23,322.07,342.44,346.66,354.17,332.98,331.80,329.86,317.78,301.03,291.98,308.84,330.93,344.50,354.12,334.85,318.02,316.66,323.92,318.22,324.93,331.76,337.21,326.17,337.06,344.77,346.68,338.66,345.14,352.73,345.86,337.50,340.48,340.61,338.34,298.57,300.76,303.98,295.33,279.54,285.60,280.56
2005-02-09 21:47:07.285000,L5,337.57,344.90,350.26,358.60,357.59,338.85,344.91,328.76,311.16,310.97,302.27,324.83,344.70,356.01,347.81,340.99,331.90,323.74,325.31,328.26,349.83,352.35,349.90,334.96,347.25,358.62,355.87,351.81,340.11,355.41,351.64,343.16,340.99,346.44,352.68,311.34,304.72,312.58,300.49,301.28,297.65,306.91
2005-02-18 21:41:06.279000,L5,331.86,341.25,344.28,352.59,351.24,335.33,324.97,327.56,312.62,308.65,299.89,314.98,331.65,342.80,353.64,341.78,329.62,323.49,336.59,333.90,345.55,348.50,345.28,329.67,339.95,351.89,344.73,337.94,341.25,353.88,349.84,343.83,350.18,349.95,346.74,312.03,308.55,317.28,306.28,294.93,292.70,296.89
2005-05-09 21:41:44.008000,L5,369.88,368.22,393.73,378.69,380.07,370.81,376.60,375.50,368.73,336.35,336.10,350.90,368.16,381.76,385.27,375.69,358.56,351.07,359.69,362.09,370.08,379.59,370.82,362.29,364.67,378.75,371.44,371.53,375.90,382.84,375.16,369.09,366.21,368.74,367.30,341.32,347.79,368.01,345.63,328.08,328.62,325.30
2005-05-25 21:41:52.011000,L5,380.79,388.67,396.94,399.87,395.46,396.86,400.61,399.69,392.24,,,,401.80,410.63,416.15,398.36,385.35,377.90,377.67,383.18,388.22,394.60,386.43,380.45,389.04,398.37,404.19,395.96,410.87,412.78,394.06,387.04,389.39,392.17,381.63,,,,,,,
2005-06-10 21:42:00.075000,L5,355.00,360.53,366.48,376.28,371.94,354.17,360.08,357.35,346.80,337.03,324.29,331.33,351.36,374.64,382.94,368.68,348.21,343.30,348.07,351.64,356.54,370.40,356.56,339.08,352.14,358.97,358.53,359.31,354.34,369.16,366.14,356.40,358.40,365.05,359.25,331.24,338.98,337.49,325.58,321.43,323.01,320.16
2005-06-26 21:42:04.528000,L5,345.94,348.41,356.15,358.67,361.25,340.87,358.94,350.44,341.31,325.36,305.33,330.09,343.46,367.91,367.24,363.43,340.75,344.12,345.84,347.11,350.23,357.54,353.65,342.07,354.13,356.77,355.80,356.24,358.15,366.22,362.65,355.35,353.83,358.02,354.27,325.70,325.44,329.16,316.55,309.56,306.80,312.35
2005-07-12 21:42:11.363000,L5,351.83,355.09,361.07,375.07,368.74,348.60,357.26,361.57,351.84,327.98,319.76,344.84,358.43,369.28,378.90,367.03,346.29,342.56,349.14,353.16,354.14,365.02,354.46,346.96,357.12,363.71,360.72,363.12,361.56,369.85,370.47,357.78,360.35,367.01,358.88,320.82,324.15,336.73,316.95,314.67,314.90,314.81
2005-07-28 21:42:21.805000,L5,,,,,,,309.47,312.13,283.18,272.22,,244.35,290.35,306.23,299.23,275.84,284.31,271.02,,,,300.65,298.38,295.13,316.28,324.43,307.24,304.08,307.67,313.02,323.08,285.54,,,,278.86,287.86,286.62,,,,
