dates,satname,nzd0270-0000,nzd0270-0001,nzd0270-0002,nzd0270-0003,nzd0270-0004,nzd0270-0005,nzd0270-0006,nzd0270-0007,nzd0270-0008,nzd0270-0009,nzd0270-0010,nzd0270-0011,nzd0270-0012,nzd0270-0013,nzd0270-0014,nzd0270-0015,nzd0270-0016,nzd0270-0017,nzd0270-0018,nzd0270-0019,nzd0270-0020,nzd0270-0021,nzd0270-0022,nzd0270-0023,nzd0270-0024,nzd0270-0025,nzd0270-0026,nzd0270-0027,nzd0270-0028,nzd0270-0029,nzd0270-0030,nzd0270-0031,nzd0270-0032,nzd0270-0033,nzd0270-0034,nzd0270-0035,nzd0270-0036,nzd0270-0037,nzd0270-0038,nzd0270-0039,nzd0270-0040,nzd0270-0041,nzd0270-0042,nzd0270-0043,nzd0270-0044,nzd0270-0045,nzd0270-0046,nzd0270-0047,nzd0270-0048,nzd0270-0049,nzd0270-0050,nzd0270-0051,nzd0270-0052,nzd0270-0053
2024-02-15 21:54:18.336000,L9,307.04,291.01,304.28,317.26,299.85,292.98,297.39,305.99,299.79,313.75,314.97,303.57,300.72,296.06,302.53,303.92,310.20,320.51,337.42,342.67,344.16,340.45,333.25,341.53,330.35,337.12,327.55,316.86,292.27,297.35,308.64,319.23,327.51,330.31,335.23,342.72,339.44,345.67,346.83,349.97,349.58,348.49,333.98,353.20,337.15,332.24,342.21,351.94,344.10,346.35,341.94,369.14,348.93,387.57
2024-02-23 21:54:07.048000,L8,296.02,282.11,254.95,260.74,212.66,216.06,190.10,185.80,205.52,213.40,187.69,195.97,193.53,,,274.85,269.99,289.30,286.18,,,301.01,295.36,270.88,,,,270.87,248.61,268.44,292.14,300.99,,,,177.91,215.08,151.62,333.29,326.09,295.11,,316.98,239.06,172.44,,,265.08,183.79,253.26,247.45,189.28,295.37,283.00
2024-03-26 21:53:40.766000,L8,153.15,222.33,219.69,233.78,197.04,192.14,189.25,184.29,192.75,,,,,,,,,,,,208.89,305.32,313.97,318.71,187.51,189.55,,,221.22,275.49,292.70,308.27,,,319.36,331.48,329.48,246.81,290.63,224.38,265.61,299.28,287.10,322.66,326.71,325.98,331.26,275.72,234.15,316.07,325.23,252.63,312.01,350.45
2024-04-03 21:54:04.700000,L9,298.78,284.82,228.21,266.53,209.85,208.54,195.69,186.92,215.66,215.06,181.52,204.44,191.99,171.07,288.26,286.00,286.79,305.89,212.81,275.26,331.63,320.45,318.24,321.09,301.57,235.27,317.27,268.65,244.30,271.22,231.89,206.71,,,,,,330.43,312.58,337.55,338.81,332.80,196.38,236.08,177.44,320.90,289.28,270.03,229.19,315.81,249.57,250.35,325.74,342.38
2024-04-27 21:53:28.829000,L8,302.80,288.46,228.48,266.23,207.08,195.22,192.93,186.01,209.17,210.69,181.74,190.77,202.65,173.96,289.50,289.18,238.33,251.74,258.88,272.99,247.88,255.78,247.38,251.04,256.85,240.92,243.01,224.50,246.97,275.64,293.61,308.20,,,323.19,330.23,316.94,273.12,336.91,336.58,337.00,331.33,321.21,237.64,182.19,,,269.28,195.43,301.26,228.98,265.28,302.11,343.69
2024-05-05 21:53:40.756000,L9,302.91,285.44,221.00,263.05,204.97,185.93,187.54,185.41,202.63,304.72,297.41,289.95,193.95,,288.71,271.69,288.10,303.43,290.76,331.12,322.56,306.85,300.44,319.59,320.32,239.66,315.40,270.92,247.16,275.67,292.97,304.92,,314.75,322.19,330.74,326.39,335.64,336.96,337.96,265.86,330.05,320.66,233.60,,,,266.68,204.68,303.07,239.55,265.43,218.36,294.71
2024-05-29 21:53:06.794000,L8,,217.92,204.36,258.23,198.05,,,,,,,,,,,,,,290.99,329.04,318.62,312.27,298.35,318.22,319.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 21:53:11.479000,L8,147.01,225.88,209.34,229.32,197.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.93,328.30,,,,,,,,,,,,185.58,283.21
2024-07-24 21:53:29.540000,L9,154.87,239.23,225.89,261.70,204.02,181.94,,,,307.03,300.87,294.42,287.21,265.30,291.97,267.98,284.20,310.41,290.09,334.22,262.31,309.23,299.47,319.20,325.93,327.88,318.72,274.43,243.93,257.62,294.81,306.84,,318.85,321.97,191.56,277.98,336.29,339.11,339.67,337.04,329.42,262.91,236.06,173.11,,,266.66,188.60,291.44,225.74,264.92,300.59,295.99
2024-08-17 21:53:47.653000,L8,154.44,229.84,221.19,258.10,201.90,184.97,189.78,184.36,202.91,301.68,298.14,291.09,284.32,249.43,287.39,268.28,285.31,305.75,325.94,327.32,329.99,325.77,319.95,322.10,320.42,324.94,318.57,277.51,243.82,259.13,297.39,308.19,,318.39,321.75,327.32,327.26,165.71,301.01,339.81,338.01,300.58,321.50,234.29,177.88,,,268.38,195.17,282.38,227.96,263.12,300.74,294.93
2024-09-10 21:53:52.757000,L9,312.88,296.31,306.03,321.24,302.70,296.37,294.13,305.15,311.29,322.25,315.92,335.89,190.08,314.39,370.18,334.88,341.15,326.90,490.54,530.48,448.84,359.07,350.94,328.11,391.92,261.95,371.19,457.30,532.38,167.75,184.80,231.86,327.50,383.81,362.75,,,,,,165.95,171.82,163.16,258.60,371.53,327.24,322.29,277.61,335.21,325.20,328.62,338.70,333.66,364.40
2024-10-04 21:53:56.894000,L8,,228.53,224.79,259.07,204.63,197.78,191.61,187.33,205.11,209.15,179.04,187.68,199.39,,279.81,277.07,279.42,299.36,289.93,293.39,309.42,307.54,297.02,310.77,305.56,320.36,315.27,278.78,234.36,252.20,288.82,200.76,,,150.27,179.03,313.13,167.47,334.50,329.16,299.30,322.43,,,,,,,,,,,179.04,284.74
2024-10-12 21:54:03.231000,L9,295.33,283.04,220.25,260.89,204.81,203.59,191.38,187.68,204.46,209.57,181.08,191.05,199.33,,272.65,280.53,277.28,305.41,287.76,,,321.73,296.17,282.53,307.65,319.86,315.72,272.75,181.39,248.06,290.88,202.97,,,,322.71,320.87,161.77,334.14,328.49,327.79,318.05,313.36,228.72,175.15,,,,183.63,252.13,223.80,,177.54,291.32
2024-10-20 21:54:09.288000,L8,294.98,279.58,220.71,256.87,199.91,225.40,190.19,187.06,204.20,211.33,179.73,194.62,200.71,163.59,273.53,277.84,274.49,300.34,279.32,,,,,,298.70,316.68,315.14,,,251.56,291.00,284.25,,,,179.63,322.34,165.25,335.41,332.53,329.26,,250.81,229.66,173.84,,,,181.24,190.75,222.26,,283.06,286.59
2024-12-23 21:54:07.651000,L8,291.81,253.78,216.81,255.86,209.70,224.46,186.99,187.05,196.58,214.96,182.39,194.64,197.18,,261.56,273.35,265.23,284.11,278.84,,,,,,273.45,317.92,313.27,285.64,244.59,272.55,288.82,286.21,,,,171.12,304.14,,334.60,328.32,326.64,,242.00,229.92,,,,,182.20,255.69,227.67,,300.20,288.05
2025-01-24 21:54:03.936000,L8,,,304.60,304.98,297.38,271.53,,,,220.92,302.55,292.83,267.71,195.94,300.84,352.59,308.72,321.05,337.07,333.70,339.71,348.08,335.70,343.12,297.40,210.41,216.08,,,,,,,,,295.90,247.96,343.32,350.03,346.92,357.54,364.14,210.84,225.84,337.17,331.72,163.82,258.94,363.59,335.90,338.15,370.01,355.61,378.93
2025-02-09 21:54:06.396000,L8,293.68,278.99,267.27,265.06,209.69,206.48,188.67,186.86,209.27,214.72,181.91,187.34,189.98,173.97,262.89,276.74,273.28,295.36,283.46,,,,,,300.03,318.82,312.80,272.40,247.87,260.24,290.52,302.79,,,317.38,297.61,320.84,161.10,333.99,330.19,293.34,321.32,316.29,230.92,175.27,,,,186.66,252.12,230.28,,294.93,295.17
2025-02-25 21:53:55.074000,L8,293.16,250.40,219.48,258.01,202.92,204.97,183.60,187.30,204.93,293.87,292.24,284.97,189.67,,,,,,,,,,,,,237.97,311.90,272.28,181.02,228.71,185.42,,,,,,,,,,,,,,,,,,,,,,174.23,281.77
2025-03-13 21:53:52.779000,L8,294.60,281.40,217.53,254.92,207.04,193.10,183.48,185.78,202.20,212.14,181.88,191.99,190.46,,268.40,272.72,272.14,292.88,285.59,,,301.32,291.37,267.68,,318.36,311.15,,,,,,,,,177.27,290.78,150.67,331.85,326.75,327.32,,240.05,228.80,169.05,,,266.19,180.78,253.96,250.24,,291.90,292.04
2025-03-21 21:53:56.134000,L9,297.76,281.14,218.92,259.09,206.29,192.28,189.45,186.94,205.80,214.01,177.74,196.27,189.71,165.76,231.51,272.69,276.17,288.14,287.39,,,,,,252.06,263.12,312.65,272.28,241.62,251.77,291.83,300.61,,,,180.34,297.71,,335.30,336.09,329.36,,319.25,231.51,170.22,,,,180.59,254.91,249.85,,297.17,292.45
2025-03-29 21:53:43.953000,L8,294.68,277.96,220.70,255.75,202.41,193.37,187.13,186.08,201.04,208.84,178.71,194.70,190.82,,,,,,,,,,,,297.34,317.26,310.89,272.61,231.81,250.52,289.15,197.33,,,,177.58,311.36,,,,,,,,,,,,,,,,179.78,288.71
2025-04-06 21:53:55.722000,L9,298.69,283.62,222.30,261.54,282.01,281.86,262.99,288.31,287.47,299.64,294.02,239.79,283.95,171.70,284.25,276.73,285.44,300.03,290.28,325.78,314.27,321.21,302.69,314.64,311.87,240.18,313.07,274.93,247.58,256.06,292.57,305.33,,,318.56,297.07,323.63,272.46,179.48,253.03,190.35,,319.77,234.82,173.16,,,267.70,183.66,290.86,250.75,237.82,302.40,294.01
2025-05-16 21:53:29.263000,L8,298.66,291.69,226.82,256.66,199.75,190.74,189.33,185.84,196.80,208.09,178.18,176.56,196.20,,286.84,274.84,292.93,305.06,328.89,333.55,327.40,315.74,311.24,322.09,321.35,328.12,318.85,311.31,238.54,256.74,291.73,304.64,,,314.91,326.48,325.29,164.74,334.74,336.47,331.71,,265.49,232.55,170.17,,,268.77,181.93,,,,297.66,294.18
2025-06-01 21:53:32.696000,L8,150.40,227.93,221.15,239.99,,,186.35,178.89,194.68,302.03,249.18,292.93,285.32,,287.48,273.12,286.32,301.93,327.73,325.91,324.18,311.33,304.48,317.50,319.82,329.70,317.32,268.39,236.59,259.48,291.09,202.93,,,,,,,330.00,332.10,294.49,,260.28,199.86,171.26,,,,,,,,186.97,294.67
2025-06-09 21:53:33.755000,L9,,,,,,,,,,,,,,,,,,,,336.53,326.02,339.64,326.93,252.17,326.62,328.40,317.91,,218.63,262.36,293.03,304.38,,,,331.91,330.58,336.85,339.54,270.69,339.87,331.16,324.65,244.81,280.36,320.75,319.97,277.22,292.26,285.36,255.43,,185.25,342.26
2025-07-03 21:53:50.337000,L8,287.18,274.22,218.75,242.98,,,181.37,179.45,193.30,203.34,176.70,166.70,284.65,270.80,286.73,281.60,293.94,249.86,246.78,276.19,280.88,260.52,260.47,277.40,249.01,244.35,243.81,273.15,164.11,264.17,293.79,281.76,,,316.29,330.19,329.11,329.41,334.07,338.19,336.27,302.06,229.00,232.97,262.16,,,,,,,,177.52,273.69
2025-07-27 21:53:57.133000,L9,153.06,239.47,222.96,255.13,202.25,179.55,188.35,184.33,198.57,300.72,298.11,289.80,283.18,256.89,280.23,269.71,279.48,297.82,292.01,329.67,314.23,308.78,302.24,319.70,313.64,245.07,244.69,270.27,243.39,259.98,294.41,206.64,,,,,,,334.00,338.11,330.57,,,,,,,,,264.29,219.46,,179.23,292.94
2025-08-12 21:54:07.863000,L9,220.20,238.37,184.31,262.45,232.64,291.29,291.59,291.35,196.00,,,,,,,,,,,,,,,,185.01,255.01,318.01,301.70,222.49,269.97,300.50,314.13,259.06,299.37,327.26,332.58,332.23,279.98,336.45,343.59,335.47,336.02,324.56,245.80,272.03,254.23,,,,,222.98,258.43,327.70,298.72
2025-08-28 21:54:11.481000,L9,153.82,226.24,217.26,252.70,203.52,192.58,190.44,184.42,196.09,294.75,294.84,284.68,281.09,,,,,,,,,,,,309.91,323.88,314.59,274.71,227.24,247.53,289.86,284.03,,,,,,,330.32,332.11,331.70,,,,,,,,,263.92,220.93,,179.61,294.89
2025-09-29 21:54:20.978000,L9,296.84,281.54,217.19,258.75,211.37,196.10,190.78,187.70,211.79,299.77,297.82,287.47,286.31,173.97,285.18,288.65,284.15,303.44,291.56,,,,292.61,319.62,311.79,321.84,239.40,274.40,227.54,248.63,294.97,304.57,,,,,,,194.40,323.53,333.59,325.54,319.28,231.64,177.56,,,263.61,184.69,267.07,223.94,,296.44,292.52
