dates,satname,nzd0332-0000,nzd0332-0001,nzd0332-0002,nzd0332-0003,nzd0332-0004,nzd0332-0005,nzd0332-0006,nzd0332-0007,nzd0332-0008,nzd0332-0009,nzd0332-0010,nzd0332-0011,nzd0332-0012,nzd0332-0013,nzd0332-0014,nzd0332-0015,nzd0332-0016,nzd0332-0017,nzd0332-0018,nzd0332-0019,nzd0332-0020,nzd0332-0021,nzd0332-0022,nzd0332-0023,nzd0332-0024,nzd0332-0025,nzd0332-0026,nzd0332-0027,nzd0332-0028,nzd0332-0029,nzd0332-0030,nzd0332-0031,nzd0332-0032,nzd0332-0033,nzd0332-0034,nzd0332-0035,nzd0332-0036,nzd0332-0037,nzd0332-0038,nzd0332-0039,nzd0332-0040,nzd0332-0041,nzd0332-0042,nzd0332-0043,nzd0332-0044,nzd0332-0045,nzd0332-0046,nzd0332-0047,nzd0332-0048,nzd0332-0049,nzd0332-0050,nzd0332-0051,nzd0332-0052,nzd0332-0053,nzd0332-0054,nzd0332-0055,nzd0332-0056,nzd0332-0057,nzd0332-0058,nzd0332-0059,nzd0332-0060,nzd0332-0061,nzd0332-0062,nzd0332-0063,nzd0332-0064,nzd0332-0065,nzd0332-0066,nzd0332-0067,nzd0332-0068,nzd0332-0069,nzd0332-0070,nzd0332-0071,nzd0332-0072,nzd0332-0073,nzd0332-0074,nzd0332-0075,nzd0332-0076,nzd0332-0077,nzd0332-0078,nzd0332-0079,nzd0332-0080,nzd0332-0081,nzd0332-0082,nzd0332-0083,nzd0332-0084,nzd0332-0085,nzd0332-0086
2000-06-18 21:58:39.829000,L7,314.82,314.94,303.82,305.38,308.39,328.42,330.35,326.22,325.09,340.86,326.87,336.07,324.51,343.59,298.87,,,,,,,,,,,,,,,,,,,,,,,,,291.28,291.52,275.92,232.77,272.78,275.08,296.99,280.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-13 21:52:07.753000,L7,326.70,344.84,304.26,300.80,301.18,310.68,325.35,324.04,320.12,325.32,322.34,335.38,314.59,330.57,327.04,329.48,348.70,373.31,346.89,312.01,305.75,320.92,322.46,309.67,321.67,334.57,333.26,331.53,311.13,314.65,321.19,311.72,324.13,293.17,288.34,284.51,296.41,293.26,289.64,295.97,318.07,293.79,230.94,284.86,298.27,299.84,297.35,289.84,294.68,290.14,298.47,308.88,310.30,318.54,317.21,304.63,295.61,287.36,295.42,296.78,292.67,297.30,298.92,295.31,303.96,299.30,294.10,307.17,288.19,266.09,282.23,297.79,291.89,,293.17,308.62,288.39,302.53,309.71,296.99,285.09,292.84,308.68,276.50,300.11,,
2000-07-13 21:52:31.712000,L7,326.78,313.87,304.19,300.57,302.43,310.06,324.81,323.98,320.60,326.03,322.80,327.98,313.74,330.27,327.54,331.10,349.79,370.29,346.98,310.28,302.76,317.95,322.60,308.83,321.38,336.85,334.06,330.88,310.64,314.63,319.02,312.86,325.69,293.61,286.76,283.42,292.27,292.11,289.63,297.24,317.43,292.63,228.63,285.07,291.54,297.33,295.43,287.22,294.87,331.49,297.37,308.67,311.60,317.72,318.26,304.58,294.29,288.09,294.97,296.96,292.67,296.78,295.48,294.65,301.86,294.36,296.67,305.77,289.13,264.83,282.15,296.15,291.45,,292.78,308.93,290.05,302.52,309.84,295.96,281.29,290.35,308.78,272.92,298.23,,
2000-08-05 21:57:56.710000,L7,324.57,328.94,332.01,323.01,342.24,359.72,381.90,356.08,359.74,369.51,369.28,319.99,323.93,332.32,392.61,,,,353.00,333.06,324.79,336.18,327.47,324.62,325.04,334.15,378.92,323.52,314.20,319.29,322.80,323.45,321.74,316.13,316.40,320.33,324.61,323.66,319.83,325.91,331.37,311.94,288.78,314.25,316.01,325.98,329.87,325.99,317.29,318.53,319.06,332.94,334.04,334.45,331.24,322.98,325.57,320.49,319.28,311.90,325.22,325.56,323.53,324.64,327.39,323.02,325.64,328.06,321.88,315.69,324.79,316.82,323.20,318.46,318.35,332.44,324.20,330.38,329.18,326.59,317.02,323.08,327.39,332.15,324.38,334.07,
2000-08-14 21:52:08.182000,L7,,,,,,,,,,,,306.79,332.48,378.79,360.48,,,,,,,,,,,,,,,,,,,,,372.06,334.69,330.40,346.56,334.20,326.29,313.22,286.05,302.31,315.64,325.90,321.46,327.44,326.47,320.03,324.67,333.54,346.26,339.10,337.96,329.23,326.61,332.84,325.60,338.15,329.49,329.07,330.05,383.43,336.95,336.81,356.90,346.22,327.23,348.70,350.50,343.72,358.33,357.81,320.55,369.24,347.45,346.24,338.97,339.82,338.16,328.29,341.26,333.90,329.61,335.01,341.18
2000-11-25 21:57:10.965000,L7,301.21,305.09,302.12,289.06,301.66,303.11,297.61,303.58,306.99,311.92,303.94,313.96,313.75,309.30,300.57,311.81,322.96,315.72,303.18,306.99,312.33,310.00,314.92,309.83,298.02,306.88,301.88,308.25,302.43,295.64,304.89,302.02,306.94,300.11,301.72,315.00,308.48,296.21,303.89,301.82,306.81,290.06,264.37,283.92,301.81,313.29,301.59,296.47,304.43,310.05,309.71,309.39,329.00,319.29,318.01,310.68,316.21,308.70,304.40,304.50,305.18,305.18,310.14,312.86,309.73,302.18,296.75,298.98,297.44,276.04,289.64,302.42,300.02,297.55,301.26,314.03,313.52,325.55,308.82,298.86,301.01,305.53,309.25,304.15,303.87,293.15,319.11
2000-12-04 21:50:58.069000,L7,367.18,373.50,364.58,351.86,359.43,367.74,386.44,374.85,385.19,378.90,370.72,369.37,375.27,355.66,364.06,373.71,399.37,385.57,369.76,384.24,373.39,368.10,397.98,393.44,385.24,388.89,405.64,,,,403.30,393.28,381.96,382.71,385.82,404.55,403.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-04 21:51:22.024000,L7,328.41,334.08,301.61,312.38,312.29,311.66,337.20,326.22,322.90,331.21,328.66,314.14,330.01,321.16,318.01,325.58,337.83,332.01,326.18,330.24,324.96,324.13,330.96,331.75,323.14,330.09,332.10,329.58,322.44,326.83,318.44,322.16,323.42,325.39,330.67,325.40,328.69,324.82,333.65,327.86,334.77,326.21,302.80,307.44,325.58,331.91,326.93,325.76,320.56,331.94,332.19,329.10,337.11,343.31,335.30,334.17,333.41,331.97,324.67,323.46,327.36,333.10,341.30,337.14,331.53,333.91,330.82,335.46,334.07,334.41,330.58,328.24,328.45,333.55,339.47,349.97,347.15,337.20,336.81,335.87,332.12,331.68,330.78,333.50,314.68,333.26,344.05
2001-01-05 21:51:04.492000,L7,334.52,336.71,326.25,344.38,343.72,349.96,353.11,352.42,342.57,340.17,337.73,343.34,366.48,340.54,404.09,,400.84,360.08,318.36,314.58,319.66,312.39,310.28,349.02,412.01,401.19,397.46,398.27,355.60,345.47,337.85,380.34,325.20,319.51,331.06,329.57,347.80,357.11,358.06,344.41,345.22,371.23,,,,388.29,357.78,347.30,340.20,347.75,343.77,346.42,341.94,349.73,338.08,342.95,340.23,345.94,350.54,335.90,333.54,345.31,353.26,353.94,326.49,335.87,329.69,326.82,328.29,331.17,334.62,336.03,329.30,348.52,328.92,323.43,314.56,324.66,332.96,332.70,341.89,344.78,338.51,328.39,337.27,342.19,338.30
2001-01-05 21:51:28.457000,L7,322.38,314.88,308.24,291.22,296.19,307.04,313.50,319.59,314.01,323.60,319.40,329.29,318.82,314.26,341.59,394.79,374.20,332.59,,,,,,320.45,378.11,360.58,336.81,330.79,321.36,313.87,306.54,311.36,306.62,282.55,305.19,310.09,321.99,319.56,311.69,316.71,316.95,318.46,310.06,301.47,353.22,323.21,314.51,303.73,310.56,314.28,319.27,322.11,324.43,322.40,320.62,313.93,309.20,311.93,302.77,304.27,309.26,309.44,316.32,314.81,311.01,321.86,311.45,309.27,290.89,285.06,292.06,304.86,307.73,308.80,311.12,306.84,291.92,300.76,312.24,311.72,308.01,307.33,309.13,309.11,312.63,298.18,313.73
2001-01-21 21:51:10.359000,L7,291.25,307.90,299.34,310.04,322.08,313.28,327.36,318.81,313.54,314.65,308.17,319.51,307.85,320.44,287.86,312.02,324.25,322.22,,,,,,,,,,,,,,,302.87,310.42,331.66,342.05,369.25,319.16,296.86,314.17,308.57,276.31,254.65,287.26,329.85,336.23,322.76,320.48,320.70,312.09,324.23,362.19,337.89,341.78,349.43,337.54,328.55,331.45,345.11,351.25,352.81,340.82,330.78,340.50,331.48,312.69,295.65,290.50,333.83,267.59,274.73,290.90,319.30,324.08,309.99,304.75,283.33,322.00,357.77,348.38,341.90,289.30,330.68,328.68,297.66,353.79,338.64
2001-01-21 21:51:34.318000,L7,290.70,305.13,296.50,310.22,319.82,311.40,325.60,314.55,312.87,314.15,306.61,316.96,306.68,321.20,287.10,310.56,323.20,321.23,,,,,,,,,,,,,,,302.91,310.73,329.09,342.11,369.64,317.50,295.72,307.83,307.11,276.10,253.32,289.33,329.22,335.80,322.24,288.56,319.65,310.80,321.80,332.73,338.54,339.10,347.81,336.03,330.12,330.95,344.14,349.89,352.67,337.13,328.85,341.09,329.51,313.83,295.61,,278.06,265.34,272.50,288.44,296.52,321.47,308.10,301.40,282.83,302.95,356.67,347.29,342.44,319.32,329.49,291.52,296.73,353.66,338.04
2001-02-06 21:51:02.555000,L7,,303.65,301.43,296.12,300.31,305.92,308.23,312.11,312.50,306.30,305.75,311.84,305.58,,310.77,311.89,322.64,309.99,298.45,305.50,,,,,,,,,,,,,299.40,297.35,300.49,312.98,314.23,305.65,299.35,316.72,307.76,292.28,274.16,301.01,316.59,313.41,315.38,326.15,319.40,312.31,322.49,326.43,320.68,318.10,313.52,312.17,302.29,305.69,301.14,322.03,319.53,316.04,322.57,312.51,304.12,305.10,308.31,,,283.60,322.47,297.79,282.63,318.33,305.97,314.62,311.96,302.36,290.91,306.19,300.42,303.56,319.95,305.86,308.17,282.03,323.04
2001-02-06 21:51:26.449000,L7,,304.31,304.14,297.96,302.62,306.98,311.76,313.86,313.63,308.63,309.26,314.59,307.97,309.51,312.00,313.46,324.26,313.57,303.26,306.63,,,,,,,,,,,,,301.30,298.52,301.57,314.09,315.86,307.67,301.32,317.76,314.58,293.42,276.53,299.46,318.98,314.03,316.27,326.80,320.32,313.71,324.81,327.88,322.69,319.57,314.63,313.38,308.25,305.71,301.86,322.28,322.14,316.95,323.57,315.17,305.96,305.42,309.38,287.39,276.50,285.49,294.86,297.83,283.74,317.55,307.42,314.74,315.00,303.50,291.02,306.21,301.76,303.24,318.92,305.12,311.36,283.20,322.78
2001-03-10 21:50:58.754000,L7,,,304.29,284.35,295.96,315.87,304.45,326.50,323.51,323.48,319.82,322.16,320.30,290.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.95,255.34,294.82,329.45,302.50,309.82,314.57,312.43,318.35,329.11,328.61,324.75,,281.72,322.06,317.09,314.57,313.53,309.45,309.17,326.14,309.50,323.17,311.75,329.23,320.48,,315.20,279.01,314.07,,307.02,318.91,326.44,309.90,312.50,285.78,305.54,318.54,313.02,326.83,309.89,309.15,,
2001-03-17 21:57:04.487000,L7,328.82,313.97,317.92,315.16,304.51,312.66,314.10,329.83,313.16,314.33,320.89,324.00,320.56,317.06,322.54,324.90,325.36,322.47,317.30,317.99,,,,,,327.29,335.53,327.01,323.68,307.29,306.75,,308.32,302.96,316.22,320.66,315.19,318.72,316.19,321.85,319.01,319.99,314.11,301.90,313.76,322.43,318.44,319.93,320.46,317.12,329.06,333.17,332.57,325.17,338.00,322.93,317.78,325.33,313.96,324.75,313.44,325.37,321.98,321.92,325.27,329.73,325.24,321.03,334.32,326.62,323.69,303.46,303.80,326.81,327.37,337.83,318.58,312.23,334.04,328.15,332.70,332.91,326.08,331.53,313.37,338.01,343.47
2001-04-02 21:56:54.678000,L7,318.82,337.06,336.67,334.76,332.50,334.76,364.58,360.32,353.57,359.04,355.98,349.48,360.48,353.67,358.62,349.50,363.01,362.36,354.38,389.59,364.67,366.87,315.24,319.90,339.38,401.81,327.52,325.91,319.62,312.14,312.81,317.94,317.53,333.04,333.02,319.18,324.66,323.67,328.93,327.23,336.69,308.99,273.66,302.09,318.04,324.27,341.00,308.63,312.17,313.58,327.74,323.35,348.58,336.55,325.92,321.43,317.70,311.60,303.89,308.14,321.56,319.74,317.37,320.10,315.02,310.16,310.72,310.16,304.16,288.89,307.26,315.41,317.52,314.17,308.54,315.63,317.50,316.47,318.44,312.00,312.46,305.98,312.76,314.80,315.99,348.65,337.45
2001-04-27 21:50:43.832000,L7,353.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27 21:51:07.792000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.76,294.75,279.72,258.80,284.44,289.09,310.21,289.27,276.99,,,,283.73,285.10,292.81,302.26,286.64,293.16,287.64,288.82,294.18,295.61,294.60,298.19,295.77,294.03,295.92,293.36,299.89,278.57,255.19,281.68,290.74,293.34,287.54,292.72,307.84,310.04,313.08,312.56,301.69,300.73,,,,,,
2001-05-13 21:50:33.259000,L7,330.52,339.09,333.59,326.19,291.83,337.12,351.66,362.00,381.98,389.52,389.18,397.41,389.50,343.59,309.39,285.28,353.14,361.06,342.39,305.63,347.65,374.35,333.42,367.92,378.20,381.24,398.08,382.67,375.35,311.81,303.25,347.30,382.20,302.59,318.73,309.85,313.59,314.71,297.61,322.24,317.93,303.80,271.30,289.65,295.23,313.69,305.48,296.59,300.00,298.79,303.06,313.26,319.74,307.09,314.14,309.27,306.59,302.85,292.13,290.90,303.42,304.39,302.91,303.63,306.24,304.78,305.03,311.00,290.78,266.19,283.51,302.59,313.10,294.90,293.09,302.08,312.78,310.34,306.00,304.26,295.25,304.08,306.44,293.96,296.77,293.64,320.17
2001-05-13 21:50:57.045000,L7,344.06,346.62,344.83,335.45,301.67,341.99,360.16,373.78,364.19,395.36,393.39,405.52,405.92,348.59,314.19,306.56,355.98,377.67,297.51,315.52,362.34,352.87,373.44,379.37,389.12,393.47,404.48,393.83,366.36,313.37,311.03,334.51,316.96,310.29,341.92,318.21,326.77,324.71,309.44,329.03,330.06,312.63,278.73,307.51,309.59,320.45,312.69,307.20,312.12,307.52,312.41,322.61,326.09,317.53,322.67,321.79,325.31,314.74,303.41,302.15,318.04,309.85,310.77,315.51,314.14,306.37,311.04,318.12,297.94,272.48,290.46,308.90,315.87,303.43,297.99,311.58,318.93,315.66,307.09,307.73,298.82,311.28,312.10,296.80,295.31,293.28,326.06
2001-05-20 21:56:40.935000,L7,,,,,,295.61,294.53,300.30,303.86,302.04,303.36,303.65,302.37,307.24,307.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-29 21:50:49.329000,L7,335.71,336.79,327.69,334.30,340.76,343.74,332.60,342.11,343.89,346.65,339.86,340.66,332.36,354.60,354.15,351.87,351.60,336.07,328.27,328.85,331.53,329.75,336.38,342.48,333.67,339.37,333.93,341.81,327.84,325.50,324.14,330.12,325.70,325.05,332.46,333.11,355.53,332.56,339.41,346.71,333.92,343.85,349.21,339.75,323.59,329.09,339.55,324.87,335.44,345.70,349.82,342.55,340.85,335.52,336.26,329.59,336.47,367.26,347.31,338.25,347.64,353.87,331.77,338.34,335.89,340.56,331.56,349.00,345.32,322.01,343.50,326.88,329.49,333.64,327.09,344.59,346.97,345.28,345.82,336.48,330.89,330.71,331.93,329.95,335.96,346.77,315.93
2001-06-14 21:50:38.006000,L7,327.87,332.09,351.34,309.71,328.05,323.33,309.74,330.96,324.97,318.56,338.00,344.67,336.13,337.81,348.10,325.52,313.82,361.35,390.85,319.41,305.77,324.06,324.04,311.79,312.58,315.46,329.42,315.42,386.23,,,,309.29,303.03,300.11,308.30,326.21,355.01,313.80,316.55,316.21,312.79,266.63,303.15,302.64,320.33,314.69,307.06,335.95,344.12,398.86,311.42,321.82,314.14,321.74,311.23,309.72,294.24,300.87,303.48,308.23,307.71,312.01,315.74,315.44,305.53,302.05,309.60,300.96,282.11,303.12,311.22,309.96,304.14,293.22,315.25,311.59,321.79,312.41,298.66,,306.53,304.41,273.79,317.89,315.78,301.90
2001-07-07 21:56:12.103000,L7,,,,,284.19,277.42,285.61,295.31,293.14,288.14,305.22,304.38,289.08,,,,,,,,,,,,,,,,,,,,,,,,,271.52,307.24,293.30,302.42,290.48,257.01,281.24,275.67,303.31,296.92,290.54,291.06,,,,,303.21,312.49,295.33,288.30,287.95,289.96,,,,,,298.05,285.90,300.45,307.97,294.67,266.88,271.05,297.43,290.22,,,,,,,,,,,,,,
2001-09-02 21:49:17.229000,L7,353.03,352.53,363.34,358.98,348.19,351.82,356.62,357.40,359.69,360.17,358.27,352.03,354.44,352.40,355.64,361.56,375.67,366.47,351.89,355.42,357.20,360.14,353.02,350.02,351.58,351.61,350.35,353.75,344.44,347.58,352.20,353.36,347.60,356.86,350.02,355.07,359.94,359.07,,,,,,361.19,358.35,363.43,346.97,353.74,354.01,352.51,356.82,367.77,366.05,375.68,360.01,362.87,356.30,357.85,352.00,355.74,354.53,362.51,356.88,355.40,356.71,349.89,360.52,364.09,356.80,351.62,349.69,352.42,356.92,353.76,351.32,362.50,358.90,354.46,362.82,357.19,358.61,358.46,353.82,357.20,359.19,364.74,368.09
2001-09-18 21:49:05.242000,L7,277.65,326.79,356.55,310.23,302.92,350.93,,,,387.54,405.93,330.95,342.21,329.08,317.09,311.84,323.74,324.55,315.49,317.10,,318.41,319.20,317.95,320.98,318.84,341.34,335.29,368.97,317.92,320.81,316.49,318.18,321.79,329.54,318.55,329.17,333.32,334.29,336.33,340.04,333.14,,270.54,295.87,329.11,334.84,334.72,350.56,355.87,312.55,320.16,362.33,356.41,324.56,354.41,348.79,338.55,330.56,390.29,375.48,345.31,315.89,345.76,329.69,313.43,328.71,310.65,279.89,263.79,280.89,306.00,304.79,309.37,302.79,320.96,309.77,320.26,309.01,302.34,294.05,306.47,304.88,296.31,308.75,287.13,329.22
2001-09-18 21:49:29.215000,L7,279.66,329.67,355.78,312.21,306.09,352.28,,,,,,333.74,344.00,334.80,319.16,312.44,326.66,327.27,315.57,321.97,,322.01,321.47,319.82,322.70,320.57,345.56,337.46,370.69,319.63,322.01,317.93,319.05,324.14,333.81,319.12,330.62,334.85,337.61,336.10,341.95,285.45,,274.30,300.27,327.31,331.93,333.86,350.57,356.56,313.84,318.44,362.59,359.78,325.70,356.35,350.28,339.48,328.35,361.30,341.51,312.78,315.02,349.15,323.30,311.88,307.05,311.21,283.49,264.59,283.11,308.42,305.98,307.52,303.15,318.07,311.91,320.44,311.85,303.00,295.47,305.86,306.52,296.83,302.81,289.36,328.75
2001-12-30 21:55:25.157000,L7,371.17,391.75,390.41,353.61,351.80,365.05,364.05,374.49,365.84,388.64,,,,,,,380.33,368.32,356.46,362.16,376.69,367.11,380.97,378.66,375.50,363.99,398.88,370.76,359.83,374.97,370.67,360.21,378.01,382.38,371.79,362.81,388.41,,,,,,,,,,,,,,,402.90,401.30,395.72,370.41,381.68,360.11,395.13,396.33,,,,,,,,,,,,356.56,355.02,364.35,371.27,383.95,391.96,397.19,391.38,390.91,,,,,,,,
2002-02-16 21:55:42.088000,L7,351.76,361.95,355.10,350.30,354.66,364.57,366.42,374.94,364.08,356.84,357.38,358.38,362.91,366.55,365.11,371.98,378.33,367.40,364.02,362.50,357.90,365.42,357.45,361.52,367.58,368.88,381.63,372.62,363.20,368.73,371.79,360.81,363.39,361.89,365.31,366.62,376.64,377.60,377.49,376.42,386.16,381.70,381.97,,374.64,371.42,371.60,366.45,374.90,385.64,384.96,398.59,396.81,388.64,397.80,395.12,395.37,391.32,378.29,376.79,378.86,387.24,387.93,380.39,391.82,,,,,,,,,,,,,,,,,,,,,,
