dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2004-09-25 21:50:07.312000,L5,,,,,,,,,315.50,323.60,346.56,347.19,343.17,331.95,322.96,323.55,324.89,322.19,,,341.03,323.24,338.44,338.45,339.42,337.50,329.71,316.49,306.67,,,,,,302.16,342.08,354.69,,,,,,,,,380.22,331.87,336.50,337.07,,327.30,331.83,335.23,351.44,334.07,350.93,353.71,371.29,366.58,376.15,355.92,,,377.40,367.22,323.69,341.91,330.53,344.67,340.93,364.05,358.55,352.39,370.57,319.88,337.49,358.74,339.66,360.95,316.02,336.49,346.51,316.02,320.68,304.45,319.58,307.25,317.97,367.36,350.90,,,335.37,352.57,373.78,351.31,335.00,342.97,365.90,300.47,305.25,373.53,387.71,329.46,360.44,318.28,317.38,,,,,,,
2004-10-02 21:56:26.934000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.65,420.58,386.56,393.41,400.22,397.58,398.86,394.92,388.48,376.75,354.07,366.28,347.33,340.73,326.07,320.59,307.93,316.37,,,,,,,,,,,,,,318.17,300.64,,,,,,,,,,,,,,,,,,,,,406.60,386.26,311.00,328.42,314.74,,,,,,,,,,,,,,,,,,,
2004-10-18 21:56:47.864000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.21,417.19,372.91,382.44,387.13,382.82,386.85,379.54,376.07,360.88,341.69,340.18,328.52,300.14,,,,,,,,,,,,,,,,,418.05,,,,,,,,,,,,,,,,407.24,396.84,398.86,401.55,365.57,,,,310.77,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:50:47.740000,L5,,,,,246.67,278.90,306.68,321.79,335.01,333.97,352.84,356.11,351.05,340.42,340.78,336.66,331.40,325.41,,,338.16,327.25,345.07,346.54,342.54,343.98,338.79,318.82,304.99,263.34,305.51,316.07,,,309.59,341.50,349.09,352.02,377.63,291.95,,379.05,377.33,387.36,384.92,388.96,314.20,,,,332.17,338.31,339.46,348.60,344.64,,,,,,,,,369.37,369.32,325.29,347.29,333.59,363.62,344.53,355.80,359.48,356.04,355.52,331.73,343.97,359.49,335.49,358.77,338.55,337.94,343.89,309.51,331.52,315.48,320.18,322.01,339.81,369.33,366.06,351.22,348.75,352.66,357.64,382.76,351.85,336.31,357.79,385.10,,304.78,367.80,377.23,340.21,359.61,347.68,348.77,332.83,299.17,311.80,351.28,,,
2004-11-03 21:57:06.950000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.99,409.68,382.22,397.72,403.13,393.53,394.34,383.08,384.44,372.92,340.72,424.70,382.37,,389.45,354.54,304.51,319.02,,,,,,,,,,,,,427.35,308.59,,,,,,,,,,,,,,,414.46,396.89,401.29,398.71,416.77,423.22,414.07,394.78,376.46,312.52,325.82,315.45,,,,,,,,,,,,,,,,,,,
2005-01-15 21:52:09.437000,L5,330.49,321.18,340.07,338.38,330.60,345.56,351.14,358.13,356.25,360.08,371.14,378.90,373.60,367.48,372.00,382.88,376.88,371.88,320.24,373.85,371.45,358.38,357.97,356.80,357.26,355.46,348.36,344.14,329.10,319.41,336.49,355.84,325.90,337.47,347.80,373.07,380.62,379.70,418.73,383.38,,302.00,384.43,406.58,405.87,394.84,396.08,397.37,302.61,,336.39,353.22,346.90,348.92,359.97,,,,,,,,,,342.45,350.25,373.45,353.44,320.88,371.43,388.84,349.88,324.87,,,,,,,,400.53,394.36,399.18,356.07,351.33,353.07,340.86,328.95,,402.94,347.52,355.73,379.91,386.70,347.95,,,,,,357.82,389.99,407.36,402.73,390.97,407.84,406.49,393.82,387.88,390.11,380.74,389.56,401.66,390.03
2005-01-22 21:58:26.454000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.00,411.32,394.25,,,,360.37,362.71,356.85,359.42,342.17,329.16,,,,,,,,,,,,,,,,,,,,406.91,402.45,386.37,,,,,,,,,,,,,,,,372.33,362.49,369.96,361.80,397.65,414.41,393.68,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:52:52.217000,L5,,297.78,306.25,295.24,287.01,299.58,284.36,307.53,313.32,321.69,340.93,362.61,349.54,346.93,344.59,344.35,,,,,,,,,,,,,,,,,,,,,,357.52,386.57,372.37,346.26,384.40,377.23,392.91,397.70,398.36,390.61,378.36,367.21,,360.19,338.45,348.27,352.00,319.15,352.23,366.24,384.79,378.09,379.48,372.03,313.25,328.39,380.66,374.46,,356.76,333.37,360.78,335.96,368.74,354.72,343.76,385.68,316.56,324.63,342.49,339.58,360.42,322.80,354.61,368.34,355.36,336.21,328.02,326.05,341.86,360.21,391.32,384.95,378.32,346.25,339.72,358.97,383.40,351.66,326.00,358.45,378.82,348.07,337.13,380.85,397.70,375.24,359.65,,,,,,,348.95,323.03,364.85
2005-03-11 21:59:07.988000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.41,424.42,392.48,396.27,396.93,395.15,393.86,386.97,388.23,370.99,348.40,350.08,339.17,342.86,329.01,319.27,318.29,321.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.03,393.51,321.87,322.66,303.85,,,,,,,,,,,,,,,,,,,
2005-04-12 21:59:19.166000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.22,428.33,407.11,393.41,390.37,394.88,393.12,382.93,380.78,366.69,345.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.53,411.74,397.00,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,,305.90,324.42,320.35,307.02,325.45,335.19,340.11,347.49,354.33,371.10,377.83,374.90,369.82,369.42,370.50,357.59,350.29,,,344.04,338.78,340.84,342.57,350.27,345.51,339.68,339.16,325.07,,,,,,,344.30,359.32,360.60,380.34,355.71,302.11,380.56,366.34,392.13,,,,,,,374.25,329.43,333.00,350.07,346.41,371.92,371.32,354.02,343.99,,,,328.58,382.67,379.09,319.38,360.77,337.61,365.86,339.27,380.14,328.13,334.34,377.96,,,,,,,348.97,357.03,358.70,315.64,331.76,326.51,318.33,330.10,397.52,387.77,307.50,357.08,344.44,366.45,386.40,334.97,329.95,361.30,376.61,361.05,330.24,375.02,386.19,355.06,,359.42,359.39,361.33,358.52,373.82,351.60,345.58,,
2005-05-30 21:59:39.472000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.25,354.59,381.84,359.95,352.40,360.14,342.39,353.68,347.87,331.31,,,,,,,,,,,,,,,,,,,,416.33,413.78,396.26,,,,,,,,,,,,,,,,392.19,374.33,383.73,377.66,409.90,410.36,397.14,384.46,360.55,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:53:33.007000,L5,,,,,,,,,,304.16,328.62,340.11,335.01,341.32,332.97,338.26,332.07,321.32,,,336.65,318.40,327.05,322.27,323.92,327.70,317.07,310.77,301.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.24,338.08,332.52,338.22,376.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-15 21:59:46.511000,L5,,,,,,,,,,,,,344.46,368.25,365.58,403.21,400.21,429.01,326.52,335.40,381.67,398.14,390.32,372.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-01 21:59:50.380000,L5,,,,,,,,,,,,,353.03,354.18,363.18,297.16,397.51,309.49,332.07,340.23,374.80,391.15,390.44,370.12,380.46,426.12,413.23,405.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 22:00:20.901000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.47,422.59,395.82,382.74,381.70,376.75,377.30,372.09,368.75,356.94,347.78,352.76,347.93,344.08,328.43,318.38,311.23,317.03,,,,,,,,,,,,,414.49,,,,,,,,,,,,,,,,399.56,382.31,380.26,384.47,420.88,,423.31,412.76,390.43,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,,,301.43,291.31,285.71,303.67,326.83,339.19,335.65,,328.79,367.99,369.01,347.82,338.94,338.95,,,,,,,,311.88,346.92,354.29,349.67,330.38,311.33,283.66,313.21,327.34,,,,,304.81,361.85,397.44,,,,,,,,,,,,327.84,345.07,360.86,369.44,366.80,,,,,,,,,383.58,377.11,314.55,341.42,351.42,387.43,322.27,337.87,347.47,344.80,371.26,343.54,346.78,362.28,336.46,,370.73,361.83,374.68,326.26,348.05,339.02,320.18,327.79,344.19,374.45,367.14,365.31,350.46,379.44,372.72,393.98,371.90,351.40,372.16,383.89,303.61,320.31,370.78,377.92,336.73,360.54,349.68,352.17,344.87,328.65,322.69,313.20,,,
2005-11-15 21:54:26.309000,L5,332.71,330.19,346.57,345.70,343.63,357.03,360.94,370.97,388.94,388.98,396.21,402.01,400.80,396.92,395.70,388.27,380.48,383.06,397.07,403.34,419.36,417.58,413.66,401.47,387.61,,,,,,,407.11,404.04,410.87,403.53,412.94,410.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.13,427.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.33,412.71,415.61,419.26,406.29,400.27,406.97,414.83,418.20,,
2005-11-22 22:00:47.086000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.81,415.55,386.41,389.39,398.39,387.77,405.90,389.44,387.28,377.46,361.09,363.33,353.59,334.70,321.76,310.67,306.05,316.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.48,381.93,303.47,,,,,,,,,,,,,,,,,,,,,
2006-02-03 21:56:19.035000,L5,,300.96,320.60,311.31,296.85,314.74,322.54,334.41,336.64,337.32,352.92,363.61,358.12,347.50,350.84,356.42,350.89,344.03,,,,,,,333.43,328.83,326.22,323.59,305.23,275.75,316.04,335.57,309.94,306.47,311.54,299.22,339.14,370.52,397.91,378.38,370.47,392.92,386.83,395.56,401.39,400.67,399.53,379.05,335.56,,368.93,355.18,359.26,360.28,337.51,380.13,371.04,393.42,392.65,391.07,387.83,385.58,345.99,386.13,384.26,330.17,364.12,342.20,371.60,363.79,377.51,382.08,374.74,392.14,343.96,358.21,369.48,349.56,363.31,326.29,383.35,366.01,328.43,345.57,337.12,337.15,347.06,370.63,397.59,394.71,393.91,363.83,365.36,365.99,388.54,357.09,343.17,371.63,383.72,371.28,,,,332.28,370.18,383.01,384.93,372.71,373.03,380.91,376.15,371.41,385.58,370.88
2006-02-10 22:02:39.278000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.67,386.78,416.95,384.32,391.79,395.30,380.36,386.18,375.36,374.90,367.63,341.67,338.16,,,,,,,,,,,,,,,,,421.27,413.32,392.45,,,,,,,,,,,,,,,,341.57,,,,417.56,425.93,421.23,399.65,381.44,,,,,,,,,,,,,,,,,,,,,,
2006-03-14 22:03:19.226000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.72,433.98,,,,,,,358.19,352.36,348.19,343.11,330.97,345.70,322.27,310.15,,,,,,,,,,,,,,,403.72,,,,,,,,,,,,,,,,398.35,383.73,389.80,388.13,421.62,426.71,423.65,397.68,382.97,,,,,,,,,,,,,,,,,,,,,,
2006-04-15 22:03:54.771000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.12,375.76,346.52,331.20,342.00,355.28,382.29,364.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.82,355.14,333.74,,,,,,,,,,,,,,,,321.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-02 22:04:36.388000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.10,403.04,374.65,374.13,365.57,366.82,364.39,374.40,367.24,351.26,320.90,,,,,,,,,,,,,,,,,,427.28,407.99,386.76,,,,,,,,,,,,,,,,387.57,370.80,359.38,365.93,410.68,409.33,384.14,374.50,355.23,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,331.14,326.56,345.61,348.32,350.01,361.16,362.50,376.23,379.06,385.17,389.22,399.43,396.44,396.15,385.98,386.62,382.54,385.32,369.54,384.98,394.81,374.78,389.82,377.30,382.87,380.88,369.51,359.54,349.87,335.83,357.02,400.59,,343.12,345.68,383.85,392.35,356.27,399.76,365.71,320.94,381.28,391.18,387.12,394.80,413.32,406.75,397.61,325.87,363.69,392.58,327.93,384.64,347.32,380.61,395.24,387.46,362.61,354.50,309.13,,325.35,383.39,408.19,394.04,343.74,350.43,335.63,368.39,365.58,392.72,382.26,390.77,407.69,324.42,349.40,371.05,358.01,371.43,351.37,,413.10,379.07,314.10,322.89,295.77,316.78,337.28,391.67,309.46,327.87,372.66,393.97,374.86,389.20,368.95,346.90,364.08,388.02,358.14,322.93,260.15,344.08,379.07,381.76,339.99,337.24,310.06,334.81,321.17,324.88,327.22,331.22,349.05
2006-07-04 22:05:05.633000,L5,,,,,,,,,,,,354.97,357.03,399.54,365.13,418.55,,309.28,333.24,352.45,383.28,398.39,398.92,374.75,388.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,335.34,335.37,341.44,347.34,336.67,353.70,355.63,369.38,387.21,384.30,387.06,388.63,388.23,390.13,381.81,384.35,383.62,381.85,366.93,386.42,392.46,367.54,,436.93,378.99,379.91,364.26,366.38,350.21,335.83,351.43,365.24,337.03,348.92,331.26,378.40,392.32,352.76,395.76,366.31,314.41,391.36,388.16,379.42,394.97,415.78,405.32,397.25,,,,,328.50,329.16,375.51,374.54,381.60,379.73,361.29,321.27,,,,,,338.04,353.01,351.90,369.75,358.20,386.49,372.23,384.08,401.33,320.40,347.86,369.84,353.56,373.70,353.07,,,,318.67,316.10,,,,,,319.30,377.83,351.10,378.75,388.81,367.01,352.89,368.13,397.61,358.18,,,331.37,374.91,375.85,337.93,310.55,322.16,320.27,333.31,312.23,319.23,328.98,372.53
2006-08-21 22:05:43.602000,L5,,,,,354.25,367.18,348.49,385.25,,,,,,,,,,,,,,,,,,,,,,,,,315.24,319.57,349.22,353.05,364.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.27,352.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-25 22:06:43.926000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.27,404.60,337.67,,,,,,,,,,,,,,,,368.19,372.21,337.09,370.04,410.24,395.02,355.13,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:06:52.177000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.19,431.73,400.69,399.30,410.53,395.40,411.68,397.58,384.59,358.56,353.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.51,309.50,393.42,390.95,418.47,426.46,417.86,347.06,383.24,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:07:11.341000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.56,414.93,387.66,393.54,410.02,398.34,403.08,387.75,386.27,373.43,365.73,348.84,341.47,333.94,329.09,318.04,313.15,327.91,,,,,,,,,,,,,,319.71,307.70,304.39,,,,,,,,,,,,,,,,,,428.24,424.60,405.65,383.66,314.22,328.51,316.52,,,,,,,,,,,,,,,,,,,
2007-09-25 22:05:12.918000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.78,412.50,411.42,405.63,401.45,380.77,384.89,370.59,352.96,360.11,350.52,347.76,351.57,337.47,332.92,332.78,,,,,,,,,,,,,,302.77,,,,,,,,,,,,,,,,,,,,,,,,327.59,340.42,327.91,,,,,,,,,,,,,,,,,,,
2008-11-14 21:55:28.444000,L5,,,325.51,252.54,256.57,316.36,327.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.01,394.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.14,411.47,364.98,,,,,,,,,,,,,,,,372.50,363.05,319.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,,302.12,315.05,303.59,298.66,316.37,321.48,336.43,343.98,337.90,364.25,374.12,373.74,362.12,359.50,328.32,,,,,,,,,,,,,,,,,,,,,334.30,,,,,,,,,,,,,,,,,,,393.27,376.61,400.80,400.80,391.56,387.29,379.62,341.13,390.33,384.22,333.95,363.05,352.84,,,,389.99,388.66,392.24,353.13,362.92,367.81,347.38,365.50,349.92,382.71,381.43,379.85,349.77,315.35,,,,,,,,,,,,,,395.81,389.59,361.00,388.49,402.49,393.37,372.66,371.88,,369.94,378.60,374.69,358.46,378.44,376.46,386.32
2009-02-02 21:57:46.384000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.12,424.75,395.19,400.89,400.68,392.74,400.22,383.35,379.25,365.89,348.77,353.61,350.17,341.38,330.65,320.40,317.68,331.78,,,,,,,,,,,,,426.64,308.04,,,,,,,,,,,,,,,409.58,399.58,398.89,393.23,416.88,425.69,431.27,408.49,389.11,312.75,325.42,309.70,,,,,,,,,,,,,,,,,,,
2009-11-26 21:56:28.873000,L5,,,307.83,298.81,301.46,325.26,336.58,347.00,349.24,355.54,367.79,379.21,371.48,362.74,369.67,368.53,361.07,352.38,,,,,,,,,,331.75,323.03,298.25,322.94,337.51,319.02,344.14,348.76,367.23,375.70,368.13,404.96,393.79,389.04,398.94,398.38,402.17,405.80,407.87,398.62,383.52,382.52,382.70,389.09,379.11,381.80,383.10,379.30,375.88,364.55,393.69,386.29,384.44,398.11,392.69,388.57,409.49,398.28,354.86,377.50,359.58,,,,,302.42,349.51,337.05,363.50,370.93,354.64,376.45,346.27,417.90,387.46,360.52,350.64,342.48,343.47,346.15,370.75,384.87,384.79,387.63,372.68,383.90,352.93,359.56,365.79,355.85,369.95,383.28,374.03,353.08,396.84,403.78,389.59,382.65,391.07,394.36,389.75,380.12,323.06,366.69,384.63,401.59,390.29
2009-12-12 21:56:37.955000,L5,329.41,325.14,336.67,330.08,337.17,361.09,372.87,376.95,387.54,388.51,399.34,405.47,396.89,385.14,385.86,381.42,380.56,383.95,363.05,388.65,389.00,370.26,384.46,388.31,390.42,388.35,370.26,363.99,354.57,339.11,354.63,369.40,347.15,360.69,370.03,386.28,397.55,400.83,426.89,423.20,,,,,,,,,,,,,,,,,,,,,,,,,,378.04,397.80,378.75,420.23,414.86,415.38,423.68,415.27,418.10,429.34,401.76,407.43,387.51,404.59,415.03,,,,376.31,368.62,359.77,368.56,391.49,403.65,404.39,409.21,397.86,,,,413.69,398.79,416.56,,,,,400.45,405.91,410.64,413.19,404.77,406.33,400.68,401.86,414.34,414.17,,
2010-01-13 21:56:49.389000,L5,336.65,329.26,343.73,337.21,340.80,358.92,368.77,378.83,385.66,386.21,394.75,393.67,396.89,389.68,386.56,385.44,382.04,384.29,369.89,384.91,385.01,368.25,384.19,386.12,377.89,374.95,371.17,363.57,346.68,339.13,355.17,373.49,348.46,358.21,367.34,383.83,397.61,393.24,425.75,418.42,410.78,415.96,413.98,429.04,431.54,418.90,414.47,403.01,409.88,413.86,410.24,405.97,406.06,406.26,408.15,,,,,,,,,,,376.05,389.20,371.86,410.60,411.07,404.92,423.74,415.46,419.51,392.46,394.02,407.08,387.13,397.50,414.60,,,,376.51,361.91,364.67,370.25,389.38,405.40,408.39,414.72,396.25,415.75,404.67,420.32,406.16,385.28,413.83,431.74,,,,,415.45,416.95,420.12,415.48,409.15,407.13,412.54,408.82,411.48,413.80,400.39
2010-01-29 21:56:53.427000,L5,362.83,366.34,354.48,350.13,349.33,362.92,376.89,387.01,396.94,404.68,404.56,410.82,414.82,408.76,402.98,404.25,388.25,391.11,402.70,397.74,402.61,395.16,397.96,405.10,404.90,402.51,403.73,392.56,377.19,362.51,371.52,386.75,369.42,400.81,386.20,408.79,419.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.08,,408.06,,,,,,,,,,,,,,,,399.04,392.76,386.69,400.05,416.60,422.08,,,,,,,,,,,,,,,,,426.42,422.61,412.17,410.21,413.51,415.63,421.46,,
2010-10-28 21:55:51.312000,L5,328.25,322.88,337.82,334.11,334.27,354.39,364.03,379.04,384.15,387.44,395.04,403.59,395.48,388.50,389.35,387.99,395.35,389.96,357.61,392.83,395.63,375.90,394.85,393.93,379.04,384.89,,399.27,358.70,351.12,365.48,377.87,361.02,374.67,378.08,398.43,404.35,389.99,424.24,407.84,367.83,394.25,392.68,396.39,407.49,404.85,403.04,392.44,399.50,395.24,401.43,400.33,407.36,406.38,404.78,,,,,,,,,,,377.59,394.51,379.69,408.69,410.89,425.11,397.07,,,,,,,,,,417.19,352.86,376.42,360.53,355.34,361.95,383.12,402.78,404.61,414.31,394.38,413.41,407.51,419.81,,,,,,410.20,416.94,,416.89,407.13,411.32,397.72,394.75,382.86,394.78,389.29,385.72,395.47,385.63
2010-11-20 22:02:01.191000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.40,404.15,310.68,314.94,,,,,,,,,,,,,,,,,,,,,,,,,,,390.55,394.30,367.24,,,,,,,,,,,,,,,,358.06,339.14,344.80,340.44,356.62,360.66,345.60,336.69,320.52,,,,,,,,,,,,,,,,,,,,,,
2010-12-22 22:02:05.586000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.50,425.96,401.91,401.90,406.87,397.49,409.23,404.95,391.52,382.08,368.62,367.36,356.84,342.73,335.71,328.26,324.31,330.73,,,,,,,,,,,,,,321.25,305.13,,,,,,,,,,,,,,,,,,,,,422.66,393.33,315.90,328.64,326.47,,,,,,,,,,,,,,,,,,,
2010-12-31 21:55:56.533000,L5,,,,,,,,,,,345.75,352.22,357.14,345.30,346.32,333.31,343.57,336.58,,,343.68,333.25,333.12,338.93,336.50,332.70,326.47,317.39,304.38,268.96,307.30,324.49,308.89,315.17,326.17,327.54,345.92,369.24,399.27,389.05,382.84,393.22,379.44,391.59,399.02,398.91,393.29,376.96,374.91,383.02,354.80,356.12,364.38,365.31,321.06,313.81,341.15,307.06,,,,,,,,333.00,,,,,,,,,,,,,,,,,,,,,,,,380.15,394.24,359.00,368.47,337.33,371.44,373.46,342.37,372.33,373.59,330.05,,,,,,,,,,,,,,
2011-01-07 22:02:08.379000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.20,409.76,405.24,396.19,402.08,383.56,384.17,367.63,361.32,361.05,354.78,350.70,343.47,331.91,330.33,341.10,,,,,,,,,,,,,,311.23,,,,,,,,,,,,,,,,,,,,,,,,325.73,323.33,313.69,,,,,,,,,,,,,,,,,,,
2011-01-16 21:55:58.174000,L5,,325.08,340.03,329.54,337.37,351.33,368.51,378.03,382.87,381.55,397.75,398.68,398.29,387.76,393.12,391.98,391.37,389.65,376.07,395.06,390.06,373.78,381.42,379.64,375.66,374.73,370.82,361.99,351.94,346.47,356.24,374.12,351.13,366.04,368.84,386.74,399.26,398.68,426.38,409.09,402.98,411.29,412.33,423.75,426.19,420.56,417.99,408.67,412.52,411.70,409.65,402.14,409.11,397.39,402.83,,,,,,,,,,,371.22,391.86,380.36,406.95,406.19,404.31,424.31,413.54,415.50,392.45,397.89,404.59,384.76,389.13,408.04,,,,368.40,361.44,362.38,369.49,395.16,407.28,411.29,423.57,399.11,420.24,413.29,414.07,403.15,384.85,407.21,428.73,,,,,416.99,407.35,412.51,410.23,406.75,404.76,409.66,401.75,404.95,418.47,400.75
2011-02-17 21:56:00.979000,L5,,,326.01,320.04,320.88,334.74,350.57,360.88,369.77,371.50,388.87,395.34,391.16,376.02,380.23,383.88,377.30,372.46,,372.39,368.69,363.61,369.32,372.20,368.93,365.71,360.82,350.10,333.15,328.59,340.73,350.82,333.49,349.05,353.90,375.37,383.69,385.32,414.83,403.06,397.84,409.54,406.16,423.95,415.23,411.57,410.55,396.26,394.62,391.15,396.05,386.39,384.10,385.25,383.73,398.63,383.77,415.90,406.13,400.53,384.84,352.86,312.99,,,363.04,380.09,369.43,399.23,391.21,392.29,400.17,398.57,399.31,372.75,377.11,392.87,369.51,384.41,399.46,,,,363.75,356.42,352.61,359.60,379.83,392.78,397.63,399.91,375.87,403.26,395.34,409.89,385.28,375.35,398.84,420.03,389.34,,,,,,,,,,,,,,
2011-03-12 22:02:07.527000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.47,424.57,390.73,393.69,393.31,395.31,397.85,390.17,381.82,367.34,354.07,351.38,343.40,337.22,329.37,320.29,314.43,335.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.65,397.11,310.67,327.46,303.54,,,,,,,,,,,,,,,,,,,
2011-03-28 22:02:02.349000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.70,301.55,324.19,331.75,356.91,348.05,347.97,368.68,396.95,373.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.57,375.30,328.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
