dates,satname,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0026,nzd0202-0027
2005-04-12 21:59:19.166000,L5,435.40,440.41,436.74,439.37,430.25,414.97,384.71,396.32,385.29,412.06,398.36,375.01,356.92,331.07,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,353.75,386.54,387.32,386.76,382.43,383.30,366.88,360.25,349.92,379.33,367.68,369.48,381.56,374.07,347.89,,,,,,,,,,,,,,,,,,,,,,,
2005-06-15 21:59:46.511000,L5,464.37,456.75,461.26,463.13,456.35,439.13,440.09,434.97,447.69,449.38,433.99,419.02,417.45,413.30,406.36,398.51,381.83,385.60,366.78,348.40,,,,,,,,,,,,,,,,,,
2005-07-01 21:59:50.380000,L5,430.46,433.46,429.03,432.51,410.90,395.25,375.51,381.23,374.90,396.94,377.22,370.71,366.71,340.16,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 22:00:20.901000,L5,449.53,448.02,449.74,450.74,456.88,446.42,446.54,442.61,447.76,446.54,442.74,421.79,417.04,411.24,397.31,395.39,389.38,386.50,376.56,347.86,343.98,323.44,,,,,,,,,,,,,,,,
2005-11-15 21:54:26.309000,L5,387.15,389.80,381.76,390.73,388.12,373.09,359.58,364.57,368.26,401.17,388.79,378.51,385.58,379.02,379.33,,,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:47.086000,L5,,,,,,458.62,438.52,430.69,437.93,434.65,425.89,422.42,415.01,402.07,424.77,418.98,407.50,398.21,383.32,362.94,350.79,,,,,,,,,,,,,,,,,
2006-02-03 21:56:19.035000,L5,371.82,393.34,394.00,407.22,402.74,392.75,379.20,383.81,361.74,395.59,392.82,383.02,390.02,391.00,386.77,389.37,387.77,385.96,378.41,355.02,,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,,375.22,387.77,394.05,400.06,385.62,369.04,381.28,370.02,400.96,398.51,388.91,389.71,377.77,390.69,388.20,373.34,,,,,,,,,,,,,,,,,,,,,
2006-04-15 22:03:54.771000,L5,431.25,438.58,433.28,434.09,418.76,407.30,384.45,380.21,376.83,401.91,381.09,374.10,375.07,352.34,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-02 22:04:36.388000,L5,440.56,434.04,437.80,434.77,431.08,393.22,392.35,373.20,382.93,397.34,373.56,368.08,374.91,356.73,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,385.74,383.92,389.37,393.20,382.57,388.17,372.60,390.68,388.99,403.93,395.19,373.87,384.70,379.22,385.97,386.43,374.05,382.08,370.62,339.46,,,,,,,,,,,,,,,,,,
2006-07-04 22:05:05.633000,L5,438.34,444.23,440.85,437.39,424.59,401.46,406.61,383.59,386.65,410.38,418.67,389.28,402.75,357.14,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,369.99,371.49,370.91,381.37,382.05,367.94,348.85,355.63,349.72,373.17,371.36,351.64,373.24,376.35,352.74,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:06:52.177000,L5,,,,,,,,,,406.75,392.40,394.91,398.76,395.05,373.78,320.04,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:07:11.341000,L5,450.36,455.37,447.41,451.35,447.48,425.05,414.51,374.73,385.79,400.07,404.63,416.29,420.41,411.31,357.40,394.26,,,,,,,,,,,,,,,,,,,,,,
2007-09-25 22:05:12.918000,L5,454.46,449.45,457.41,455.11,456.06,439.76,440.83,445.50,452.20,459.08,449.46,429.56,431.46,423.74,414.81,405.00,394.58,388.29,365.84,337.80,330.03,,,,,,,,,,,,,,,,,
2008-10-29 21:55:48.424000,L5,433.82,423.93,423.94,423.58,416.84,395.20,416.79,413.47,410.38,427.79,417.88,403.93,381.04,373.75,328.22,,,,,,,,,,,,,,,,,,,,,,,
2008-11-14 21:55:28.444000,L5,444.11,444.52,448.00,453.68,444.46,437.06,436.07,436.20,436.77,440.30,431.27,426.15,417.39,410.46,401.77,396.31,393.40,391.86,374.59,360.54,345.32,,,,,,,,,,,,,,,,,
2009-02-02 21:57:46.384000,L5,,425.42,424.20,419.57,402.62,389.73,407.63,413.09,395.93,412.18,408.17,386.75,388.55,370.35,325.06,,,,,,,,,,,,,,,,,,,,,,,
2009-11-26 21:56:28.873000,L5,377.82,388.57,384.76,390.48,388.46,381.63,375.40,391.32,386.76,403.94,401.10,397.81,394.29,393.12,392.90,399.96,394.31,392.62,383.03,365.27,354.59,,,,,,,,,,,,,,,,,
2009-12-12 21:56:37.955000,L5,367.02,377.28,376.33,379.32,366.27,365.73,360.35,375.83,365.28,391.92,386.33,377.80,380.62,378.17,369.65,383.77,370.48,366.94,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,348.51,369.48,365.29,358.46,358.57,363.31,356.91,376.13,362.09,379.21,376.24,366.48,379.08,375.43,358.71,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:56:53.427000,L5,,373.10,370.87,373.86,357.07,350.79,347.49,370.64,357.51,375.36,376.24,363.18,368.61,371.32,341.93,,,,,,,,,,,,,,,,,,,,,,,
2010-11-20 22:02:01.191000,L5,451.37,446.02,443.65,455.23,442.28,434.04,433.65,435.90,431.61,442.36,432.90,426.36,425.20,417.71,408.43,405.16,400.27,391.25,384.24,367.20,354.79,331.77,,,,,,,,,,,,,,,,
2010-12-22 22:02:05.586000,L5,442.58,442.56,442.62,440.96,420.14,413.95,415.92,404.37,398.03,413.82,408.38,382.44,391.50,381.34,366.74,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07 22:02:08.379000,L5,438.44,433.07,435.98,432.99,413.66,410.67,415.03,417.79,402.57,422.70,417.38,394.81,390.81,380.58,359.00,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:56:00.979000,L5,353.24,373.42,380.02,379.31,364.33,362.09,367.18,378.79,362.08,390.77,382.21,377.84,378.16,378.74,344.32,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:02:07.527000,L5,440.93,439.11,435.73,431.70,417.23,400.97,409.37,411.68,402.75,418.24,408.50,392.92,392.75,384.51,334.40,,,,,,,,,,,,,,,,,,,,,,,
2011-09-04 22:00:51.576000,L5,434.94,430.45,428.37,427.11,398.63,393.62,404.76,413.31,402.68,421.81,415.49,389.65,402.53,382.46,345.72,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:08:15.067000,L8,,371.35,374.86,399.54,404.21,414.13,353.16,368.40,364.34,377.26,379.68,371.33,366.74,371.72,366.14,355.88,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:07:59.284000,L8,,370.45,375.65,363.86,368.56,360.40,339.40,358.83,350.08,367.53,373.58,374.73,365.32,360.18,358.74,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,,367.43,369.13,363.56,368.18,358.20,338.17,364.36,358.58,366.79,370.53,365.45,362.03,356.01,352.57,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05 22:14:15.215000,L8,,400.61,402.75,392.06,369.95,348.77,336.98,329.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:14:13.655000,L8,,,,,,,448.52,453.12,425.47,476.44,464.66,439.13,443.48,432.78,432.12,434.55,418.08,392.86,381.72,382.99,380.22,364.73,366.96,367.43,360.23,354.80,357.42,344.52,331.59,,,,,,,,362.46,356.30
2013-08-17 22:08:03.120000,L8,415.68,373.75,378.50,386.08,376.28,366.62,346.34,376.44,364.76,382.75,379.57,376.25,370.18,373.90,373.34,362.07,367.65,357.14,354.12,356.18,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,,,,,,,,366.02,357.63,371.61,374.18,368.06,363.18,362.69,361.08,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:14:05.547000,L8,,,,,,,,,,,,478.90,464.48,443.39,415.51,393.04,402.63,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:13:55.805000,L8,,433.01,432.82,426.06,416.37,410.52,388.57,412.21,392.79,413.27,404.43,381.23,386.11,382.83,373.43,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:56.157000,L8,,406.99,413.64,406.65,376.89,380.06,355.83,397.77,373.23,395.05,391.48,344.39,361.23,357.13,329.86,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,,,,,,,,,,353.49,370.20,370.02,369.16,370.81,366.81,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14 22:13:45.545000,L8,431.83,438.69,445.23,444.87,443.63,437.98,423.02,431.87,415.26,432.72,423.76,409.88,404.90,398.12,442.96,427.43,421.33,410.49,356.75,355.05,355.64,332.59,330.56,,,,,,,,,,,,,,,
2013-12-30 22:13:37.297000,L8,,421.58,423.93,425.09,415.82,407.39,389.37,412.39,392.69,409.24,404.88,373.90,381.64,371.32,351.53,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,,370.11,367.52,362.85,369.69,362.92,336.72,373.64,359.06,377.70,379.51,370.56,362.47,362.65,361.46,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:13:16.756000,L8,440.57,439.32,449.05,461.49,454.26,,,460.38,455.41,444.91,444.78,448.65,441.09,430.09,432.33,410.36,408.42,405.47,396.25,380.37,366.45,378.34,363.51,353.51,352.49,348.12,325.20,,,,,,,,,,346.91,339.89
2014-02-09 22:06:57.254000,L8,,365.96,368.55,364.24,374.90,366.22,337.27,371.07,360.72,376.88,378.43,370.01,364.47,367.03,363.81,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16 22:13:02.774000,L8,419.73,434.14,444.69,460.33,462.99,464.41,462.87,453.31,448.93,459.57,450.61,447.85,444.54,445.34,441.03,386.54,386.39,377.99,376.64,372.99,377.16,367.38,372.53,309.49,,,,,,,,,,,,,,
2014-02-25 22:06:44.447000,L8,,,,,,,,,,,370.16,363.01,368.36,379.29,353.44,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:37.744000,L8,440.02,439.99,465.41,,,,,,,,460.20,445.48,444.99,433.14,450.89,455.31,399.06,385.63,375.38,370.03,369.96,357.75,341.69,323.75,,,,,,,,,,,,,,
2014-03-29 22:06:15.961000,L8,,355.28,354.65,357.41,365.24,361.97,333.39,408.78,415.56,420.41,416.46,385.99,411.49,409.18,407.15,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05 22:12:22.648000,L8,442.11,443.47,449.65,463.96,450.77,453.63,444.44,445.57,445.27,444.14,434.46,429.79,426.27,426.12,416.02,409.35,404.59,392.04,379.39,376.60,370.97,362.95,353.74,343.91,337.33,330.35,,,,,,,,,,,317.68,
2014-04-21 22:12:06.129000,L8,443.02,441.82,455.78,464.20,450.59,453.00,437.31,450.02,441.37,444.17,439.47,430.26,429.50,427.15,410.33,405.94,398.48,381.31,379.37,367.08,360.49,355.26,350.78,337.04,327.22,318.01,,,,,,,,,,,,
2014-04-30 22:05:46.536000,L8,,376.37,389.89,409.25,410.49,417.45,413.88,409.39,415.36,420.71,410.65,408.66,411.32,410.18,405.91,414.12,406.87,404.09,408.04,410.55,421.44,402.01,396.21,403.91,409.10,400.01,398.92,395.66,,,,,,,,,400.69,404.18
2014-05-07 22:11:49.998000,L8,,401.64,403.48,396.46,373.33,367.83,336.88,332.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:05:50.119000,L8,,365.21,372.73,363.52,374.49,361.95,339.33,366.31,360.48,371.28,373.40,368.03,364.89,367.72,365.50,355.63,,,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:06:06.726000,L8,,,,,,,,363.48,358.48,369.49,371.64,365.98,362.80,366.42,361.46,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,375.72,362.06,368.68,368.54,383.66,371.89,373.82,385.92,359.98,394.96,396.56,397.83,399.53,403.62,402.91,403.54,397.17,405.70,,,,390.67,386.58,383.50,378.21,,,,,,,,,,,,,
2014-12-01 22:12:24.268000,L8,,402.13,407.53,404.57,378.85,384.53,339.64,398.70,374.23,390.81,390.62,344.21,368.36,360.44,332.60,,,,,,,,,,,,,,,,,,,,,,,
2015-01-18 22:12:12.651000,L8,,,,429.68,420.01,410.78,391.20,432.29,427.86,412.68,408.78,388.13,392.66,386.14,368.62,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24 22:11:32.351000,L8,,399.61,399.26,395.22,371.69,364.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:11:49.815000,L8,,446.33,460.68,466.68,404.60,400.65,439.49,434.29,440.60,444.43,438.80,430.07,422.06,423.52,355.36,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:12:21.455000,L8,,,,,,,,,,391.19,398.63,364.29,376.05,366.74,353.76,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06 22:12:13.870000,L8,,411.26,399.18,393.39,373.19,364.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22 22:12:06.535000,L8,450.94,444.26,447.96,456.03,453.94,434.23,435.81,452.02,455.29,455.97,445.16,435.89,418.21,408.14,407.92,419.73,407.12,393.30,357.11,395.06,380.63,375.68,362.87,351.94,,,,,,,,,287.78,268.57,284.58,,,
2016-03-09 22:12:04.857000,L8,,,,392.80,378.19,383.26,367.11,407.42,369.24,398.11,423.32,406.64,367.91,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25 22:11:56.307000,L8,461.47,439.90,438.31,443.93,448.59,451.20,453.45,445.21,452.09,447.12,419.78,417.18,415.84,409.02,401.03,392.35,401.35,395.40,385.81,355.34,352.01,343.60,340.79,327.51,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,363.64,373.27,370.99,371.44,372.85,372.92,373.32,393.93,382.24,392.90,386.94,383.14,382.60,373.42,380.84,393.12,379.02,393.45,400.03,407.89,411.19,412.83,397.11,410.91,406.80,381.70,,318.00,333.14,317.90,329.18,318.01,287.74,,,,407.22,410.54
2016-08-16 22:12:17.658000,L8,440.33,437.75,439.34,443.21,440.94,443.31,415.40,424.50,428.35,428.11,439.45,454.03,435.85,439.45,437.09,425.70,419.19,404.41,381.34,377.40,352.58,349.94,342.53,,,,,,,,,,,,,,,
2016-09-01 22:12:24.298000,L8,,,,388.57,369.76,359.21,330.59,388.44,356.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,,375.61,353.60,374.68,394.37,402.52,409.78,420.08,431.42,442.27,431.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28 22:06:23.178000,L8,371.25,362.29,355.87,371.64,378.23,381.79,378.73,390.18,358.31,381.17,413.37,366.13,387.15,367.77,352.55,323.09,384.62,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:06:18.115000,L8,359.87,372.15,394.39,370.36,360.00,356.92,361.60,391.41,402.62,411.42,399.42,393.99,405.26,379.04,372.74,367.65,360.29,355.44,363.45,362.84,366.03,362.96,366.28,356.38,347.09,363.12,,,,,,,,,,,367.46,367.47
2017-01-23 22:12:19.295000,L8,,,394.32,401.27,380.98,383.21,370.29,404.40,375.62,388.70,365.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08 22:12:10.910000,L8,,393.05,386.87,392.59,374.43,376.67,355.10,398.26,369.11,394.37,390.14,346.37,363.06,337.43,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24 22:12:05.979000,L8,,,385.04,386.92,368.23,364.47,337.50,386.71,358.40,386.04,380.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13 22:11:40.993000,L8,438.66,444.36,467.28,465.22,450.85,427.03,440.34,431.27,431.55,432.85,428.39,423.42,415.12,397.60,386.29,379.21,358.55,362.86,356.65,358.77,346.41,344.14,326.56,321.51,,,,,,,,,,,,,,
2017-05-08 22:05:23.284000,L8,,,,,,,332.85,379.78,368.30,399.91,396.32,393.76,390.50,386.23,351.34,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04 22:12:19.532000,L8,421.82,428.00,452.49,,453.00,445.98,439.05,450.64,455.08,454.25,447.99,449.72,438.22,422.41,401.55,337.32,353.94,,,,,,,,,,,,,,,,,,,,,
2017-11-23 22:12:24.377000,L8,418.44,424.94,415.83,435.04,414.64,410.67,405.22,424.55,404.46,432.29,420.94,413.72,404.81,382.99,366.55,333.55,334.99,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:06:02.658000,L8,,,,,,335.04,337.78,367.17,355.73,373.15,380.21,367.37,391.58,389.42,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27 22:11:55.717000,L8,370.24,429.07,405.42,415.50,454.71,416.69,451.16,457.66,451.18,419.10,416.07,389.42,389.03,367.05,353.79,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08 22:05:39.901000,L8,,,,,,,337.96,370.24,356.93,383.86,387.75,378.34,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:30.626000,L8,439.73,441.42,447.44,449.26,445.68,440.28,431.35,437.52,445.84,433.39,418.65,415.06,395.18,382.51,384.62,378.50,379.32,368.76,362.87,346.83,332.92,,,,,,,,,,,,,,,,,
2018-05-02 22:11:21.824000,L8,419.69,434.74,415.43,424.09,416.98,415.32,452.34,428.00,435.58,435.11,419.21,422.49,407.30,396.00,382.87,366.38,377.91,391.28,379.42,324.60,,,328.35,348.00,344.21,332.43,329.89,,,,,,,,,,340.15,337.20
2018-09-07 22:11:48.356000,L8,434.93,436.18,461.67,443.71,466.52,457.06,439.32,452.69,437.03,443.48,414.64,411.56,414.22,409.47,395.47,324.83,,,,,,,,,,,,,,,,,299.16,298.72,296.46,,,
2019-02-07 22:05:47.667000,L8,,,,,,337.21,338.16,366.06,356.10,374.93,369.60,361.84,362.08,352.59,337.91,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:11:53.254000,L8,,401.25,386.63,396.57,372.89,380.82,376.25,398.63,369.02,395.26,389.93,352.91,358.77,343.98,325.54,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03 22:11:44.613000,L8,449.67,428.43,434.64,449.22,434.20,440.19,462.46,453.87,441.43,436.30,419.46,402.04,396.16,399.46,411.04,411.65,402.57,390.36,380.30,367.19,358.48,369.27,373.65,331.61,348.22,333.14,,,,,,,,,,,,
2019-04-19 22:11:38.574000,L8,423.96,420.98,415.71,421.06,404.09,409.70,406.89,418.30,392.83,414.50,407.34,402.05,402.93,384.07,401.85,398.85,369.84,359.28,349.73,351.71,342.79,,,,,,,,,,,,,,,,,
2019-08-18 22:06:11.235000,L8,,,,,,347.38,338.05,377.76,388.16,406.73,412.41,367.47,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 22:12:33.152000,L8,445.35,447.56,461.17,469.50,466.35,449.45,432.73,437.18,447.09,444.71,429.80,424.20,414.45,413.30,396.16,377.03,376.13,381.51,373.21,369.27,378.19,368.75,368.56,363.11,353.21,327.11,,,,,,,,,,,323.14,
2019-11-13 22:12:34.076000,L8,,,,385.79,356.56,368.82,340.04,401.96,349.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
