dates,satname,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0013,nzd0372-0014,nzd0372-0021,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067
2020-10-21 22:19:55.676000,L8,278.49,278.93,284.39,282.03,275.26,279.61,274.50,267.98,263.49,257.22,264.06,269.48,266.11,270.95,271.42,272.00,273.34,276.51,283.10,283.11,284.36,285.88,284.83,285.71,287.90,286.13,287.19,284.14,285.36,287.21,286.16,287.84,288.85,285.12,294.37,285.84,289.42,290.99,280.74,285.60,281.48,294.97,293.29,281.26,282.74,277.40,270.28,271.45,281.92,286.52,285.92,286.32,286.85,285.62,287.13,286.39,287.52,274.64,261.39,257.44,260.27,256.53,229.46,,,,,
2020-12-24 22:19:54.582000,L8,260.61,272.51,277.18,274.16,272.40,272.11,265.52,258.90,255.27,249.00,265.46,265.52,268.16,268.07,265.69,271.56,272.31,275.61,279.87,281.92,280.07,285.15,286.20,284.64,284.84,284.69,286.44,282.73,286.76,291.74,286.15,290.29,286.97,282.54,284.37,282.16,283.12,283.49,280.54,280.83,280.13,280.44,280.65,277.87,280.90,273.68,269.23,269.32,279.53,283.38,285.07,285.19,287.23,284.80,285.73,285.33,286.53,172.56,200.53,184.70,188.91,194.70,173.21,,,,,
2021-01-25 22:19:43.984000,L8,268.08,278.82,285.74,279.80,273.82,279.18,271.40,266.64,257.89,253.56,261.92,265.18,264.76,268.46,264.78,270.57,272.60,271.38,278.43,277.74,279.91,282.63,283.30,284.50,282.36,284.01,284.11,280.17,283.62,285.54,283.41,288.34,287.42,283.11,284.56,281.53,282.45,281.10,280.86,279.84,279.85,279.90,279.29,277.79,279.98,274.24,267.42,269.40,278.98,281.92,284.26,286.16,285.62,285.23,284.31,285.04,285.99,264.73,257.28,255.83,256.01,253.52,226.61,,,,,
2021-02-03 22:13:32.068000,L8,276.28,280.68,285.00,282.40,286.41,287.04,283.52,276.59,270.81,266.65,272.28,275.26,274.35,274.15,286.66,285.19,285.04,285.77,284.73,287.60,285.81,286.81,290.44,289.35,286.26,288.62,287.72,283.35,292.35,296.39,287.81,297.74,296.46,284.14,299.45,296.94,290.66,298.02,286.28,294.10,294.18,281.33,289.53,289.49,280.55,278.27,275.88,273.40,283.64,286.70,288.95,288.25,289.74,293.66,287.23,289.99,291.39,268.97,258.51,258.07,261.58,256.58,237.71,,,,,
2021-02-10 22:19:41.369000,L8,320.04,342.04,344.07,326.06,323.47,320.16,314.68,283.55,282.83,295.53,276.47,279.51,280.96,277.04,281.81,288.68,287.03,287.17,288.37,293.41,295.57,298.52,308.25,306.56,336.64,317.14,304.46,305.15,297.45,304.42,312.29,310.38,321.40,315.04,324.40,309.90,314.54,315.99,309.49,311.08,325.08,315.58,303.32,308.89,312.80,306.04,281.08,280.35,286.35,299.08,311.54,295.43,313.36,314.10,320.11,321.15,323.80,311.09,279.88,274.92,274.41,277.28,268.46,255.63,271.97,260.25,268.40,
2021-02-19 22:13:27.767000,L8,269.66,276.62,285.08,280.57,276.13,282.19,279.12,271.58,269.78,260.07,267.63,269.31,272.52,276.18,272.36,276.18,281.20,280.50,282.87,283.05,284.83,287.15,286.57,289.50,287.17,288.51,286.01,285.72,286.82,286.85,289.80,286.54,291.24,291.38,288.83,291.19,287.52,281.31,286.98,281.08,281.53,285.25,284.84,281.87,282.36,276.47,274.17,274.68,284.52,288.28,286.28,289.01,290.70,287.44,288.72,289.33,286.01,268.98,264.00,257.38,257.97,260.34,237.58,,,,,
2021-03-23 22:13:13.154000,L8,260.04,272.47,276.77,273.37,272.86,270.96,270.63,263.78,252.46,256.24,260.27,262.56,263.32,266.97,266.24,270.61,270.67,270.55,276.24,276.81,279.11,280.43,281.32,279.66,280.79,284.09,283.46,279.75,284.57,282.82,283.39,284.35,282.59,281.08,283.52,280.88,278.92,279.81,278.11,279.03,279.53,277.28,279.27,276.00,276.48,272.94,266.02,267.07,277.03,281.13,282.35,282.26,284.11,285.69,281.74,285.29,282.75,264.71,252.73,220.77,258.14,251.89,235.50,,,,,
2021-06-02 22:19:21.079000,L8,217.87,212.83,220.48,213.61,222.82,229.59,236.66,214.86,211.16,219.83,224.33,189.36,223.18,227.34,228.51,218.89,228.09,173.91,231.00,231.44,231.65,238.49,236.60,231.46,206.79,219.86,232.16,229.84,216.21,222.97,236.94,237.32,238.14,241.04,247.32,255.35,240.66,232.24,236.38,235.10,239.21,223.68,227.24,223.01,216.94,212.83,227.36,225.61,224.38,241.51,239.09,248.64,245.97,244.26,236.95,241.01,239.82,210.50,,,,,,,,,,
2021-08-30 22:13:38.062000,L8,252.74,266.69,281.59,280.40,277.16,276.13,267.53,268.80,262.10,261.25,264.84,264.28,263.08,268.26,269.13,266.11,270.26,272.53,273.85,277.37,277.69,281.00,281.88,283.57,284.11,284.20,286.50,284.62,282.15,285.65,284.70,283.00,284.72,283.90,283.18,289.71,282.86,281.16,281.66,278.01,280.88,283.85,280.78,282.45,279.43,277.81,267.57,267.85,278.77,282.35,285.40,284.08,283.49,283.54,284.90,283.87,284.60,269.95,266.14,211.02,259.54,259.92,240.67,,,,,
2021-11-02 22:13:50.004000,L8,273.43,279.12,286.57,288.98,283.58,285.35,283.11,272.69,269.22,310.39,282.96,279.31,281.33,288.72,276.93,280.32,283.65,283.89,286.57,320.76,289.18,295.42,290.00,290.61,309.85,303.70,308.35,284.85,287.48,286.93,307.34,300.98,302.67,297.13,300.44,302.63,295.59,300.16,293.05,288.93,299.89,297.65,298.76,312.40,303.53,280.66,279.59,280.11,310.83,288.46,288.05,311.07,310.27,306.73,317.24,313.00,296.31,175.62,289.95,216.09,295.79,273.20,234.83,,,,,
2021-11-06 22:14:23.901000,L9,391.92,418.55,408.98,355.70,370.97,345.35,355.64,356.23,311.61,298.51,312.79,306.86,314.13,319.29,309.97,301.05,317.82,368.59,407.04,317.31,327.01,343.39,316.43,323.66,402.34,444.09,491.27,317.04,316.60,329.36,327.63,334.77,338.29,335.45,374.97,374.93,375.77,498.58,383.99,334.28,363.82,493.58,339.74,339.76,315.48,413.70,322.77,314.18,401.01,354.50,349.05,358.17,352.99,337.93,353.22,349.32,352.98,302.49,394.33,386.98,554.01,468.51,402.64,292.31,298.28,317.45,320.56,290.79
2021-11-16 22:19:19.756000,L9,319.71,298.72,290.31,287.56,312.67,296.37,293.21,285.03,251.34,259.85,259.66,262.67,265.95,267.36,269.22,275.53,277.31,273.14,277.16,278.64,279.11,283.02,283.45,285.19,281.49,280.56,282.39,280.14,283.12,282.18,282.64,284.72,282.72,282.88,282.31,282.47,284.56,292.16,275.49,261.98,279.34,279.85,281.76,278.20,279.06,273.08,267.87,267.95,278.39,281.42,282.16,283.61,281.75,283.26,281.94,283.95,284.10,262.31,258.66,256.49,193.39,257.26,231.10,,,,,
2021-11-18 22:13:44.611000,L8,268.56,276.73,285.26,283.43,282.47,281.53,274.35,271.58,262.99,258.21,263.10,265.65,267.72,268.91,268.78,269.45,272.78,277.24,278.63,280.77,280.41,282.24,285.11,287.41,281.89,283.30,284.13,279.90,283.77,287.07,286.61,284.61,289.33,289.89,286.25,290.79,282.87,284.38,282.64,280.20,285.23,285.67,284.40,285.82,281.15,276.31,270.66,269.29,279.41,285.71,286.89,286.64,284.78,286.41,283.03,284.70,284.50,268.53,262.56,263.09,258.82,260.06,242.28,,,,,
2021-12-20 22:13:44.065000,L8,266.63,275.25,282.53,285.43,276.57,276.41,275.12,263.89,258.91,255.43,257.63,261.78,262.34,268.12,265.58,267.68,268.59,270.17,272.29,276.46,278.06,280.33,282.89,282.56,276.74,278.32,274.34,275.01,277.00,281.22,281.65,283.60,282.57,282.01,249.06,259.55,,,,,,,,,,,264.09,266.09,274.96,284.09,283.28,283.38,283.42,282.29,278.11,276.51,280.79,,,,,,,,,,,
2022-01-12 22:19:49.339000,L8,263.34,273.51,280.41,281.06,273.48,270.67,274.12,264.41,255.51,252.75,258.28,263.99,263.23,266.02,267.98,270.84,273.64,274.24,275.56,274.64,279.79,280.60,281.80,281.25,279.07,281.79,280.56,279.37,281.94,283.22,283.91,282.35,283.75,282.38,280.81,282.19,279.54,279.87,277.84,276.74,278.85,278.46,281.72,279.15,277.16,273.86,265.08,266.91,275.22,280.80,282.01,282.63,283.42,283.40,280.13,282.48,280.70,266.23,255.13,257.75,253.46,256.49,212.61,,,,,
2022-01-20 22:19:51.389000,L9,271.12,270.21,282.33,270.28,254.67,249.41,261.76,259.11,250.31,251.23,255.43,261.11,277.80,,,257.19,184.45,196.05,265.12,269.78,273.36,277.11,282.44,281.79,277.61,277.98,277.36,283.63,246.17,263.88,250.23,214.52,273.79,284.07,282.03,284.01,280.85,281.21,278.18,275.33,282.86,270.77,281.68,276.58,276.15,261.94,260.06,,270.84,281.63,279.93,282.34,282.17,283.80,279.41,282.27,279.26,259.39,,,,,,,,,,
2022-01-21 22:13:35.739000,L8,273.63,280.40,285.83,287.49,282.57,286.86,283.48,276.16,268.52,264.64,266.67,270.67,271.53,273.96,273.72,276.47,277.93,280.07,281.55,283.02,284.57,286.95,286.80,287.60,286.16,285.46,284.66,285.79,287.05,285.81,293.55,293.06,289.90,292.97,291.42,288.82,288.50,288.92,285.59,285.49,282.59,286.52,287.05,282.65,285.17,278.19,275.19,273.38,282.40,289.01,286.93,287.76,290.84,287.50,287.07,288.24,285.40,275.12,269.03,267.08,266.55,267.24,243.98,,,,,
2022-01-28 22:19:43.811000,L8,272.09,278.91,283.85,284.00,278.14,284.31,280.00,271.69,266.94,259.41,264.56,268.15,267.47,269.82,271.93,272.57,274.28,276.29,279.14,279.66,281.80,283.14,285.56,284.10,282.73,282.19,282.96,282.49,283.09,287.89,286.62,285.10,291.54,284.17,289.01,286.12,281.73,285.55,279.51,280.69,280.32,280.80,284.92,279.90,280.54,275.07,269.38,269.57,277.31,285.55,285.13,285.47,288.88,285.64,283.56,284.47,283.26,269.83,265.76,261.88,262.63,263.68,239.41,,,,,
2022-01-29 22:13:41.369000,L9,266.50,277.93,280.12,278.17,275.20,269.54,265.50,263.75,253.63,247.25,254.95,259.89,263.34,264.72,267.38,269.82,268.18,268.16,273.44,279.69,278.38,281.02,283.74,284.21,280.90,282.27,280.51,278.87,283.98,285.81,284.08,285.55,288.13,283.81,286.94,286.46,281.70,285.19,279.42,279.41,281.15,279.28,281.29,281.37,278.03,274.20,268.83,268.21,276.54,283.03,284.11,283.97,284.38,286.21,281.87,282.97,282.93,267.25,256.07,265.74,259.22,254.71,238.59,,,,,
2022-02-13 22:19:40.610000,L8,265.52,277.77,284.01,278.76,273.89,279.55,275.75,269.22,261.19,258.11,265.54,268.19,266.60,270.41,267.96,275.61,273.80,270.68,273.20,286.64,281.58,277.79,279.94,282.26,287.64,282.61,281.17,278.47,282.22,284.27,283.81,292.82,284.02,283.61,283.72,281.97,281.72,279.45,279.82,279.85,279.07,281.93,280.48,280.14,278.85,275.12,269.47,269.49,279.21,282.71,282.71,283.98,282.80,284.29,283.36,284.74,287.07,265.56,257.88,259.55,256.67,254.14,244.45,,,,,
2022-03-01 22:19:36.627000,L8,261.08,269.77,277.52,274.97,272.56,270.84,267.24,264.43,253.32,254.23,258.20,261.87,261.98,266.20,265.57,268.40,268.20,271.45,272.11,275.63,274.91,278.18,279.97,277.21,277.12,279.48,276.84,273.68,281.66,281.16,280.24,281.60,281.37,281.33,279.64,279.94,277.03,277.81,277.16,275.25,276.03,276.11,277.04,277.00,274.48,268.49,262.63,265.36,272.17,276.19,278.47,281.16,280.64,281.81,280.93,279.37,278.04,264.00,252.21,255.64,255.29,252.75,239.24,,,,,
2022-03-02 22:13:25.844000,L9,233.95,234.61,235.01,226.62,234.47,243.99,243.79,231.97,229.59,223.98,226.31,230.12,231.55,236.74,232.69,234.01,231.42,229.16,231.38,216.34,197.94,208.86,217.81,217.85,,237.59,242.89,238.12,238.03,251.23,259.07,258.86,259.74,258.65,257.11,260.18,256.98,255.28,255.39,255.26,255.70,251.38,253.27,250.14,246.97,241.00,233.36,233.83,230.33,237.29,223.65,,,,,,,237.89,,,,,,,,,,
2022-03-09 22:19:37.376000,L9,263.17,273.21,280.11,278.28,273.89,276.61,280.04,269.51,267.79,257.80,262.53,265.20,264.63,268.45,270.00,269.09,273.84,272.54,273.69,280.06,280.45,282.40,284.69,283.22,281.63,281.75,280.58,278.68,281.56,284.41,283.81,284.70,287.23,282.61,284.11,285.18,281.23,284.97,279.03,279.35,280.79,280.43,282.08,279.28,278.89,273.55,269.31,268.65,277.15,283.60,283.87,285.21,286.85,283.84,283.50,284.29,282.37,265.74,261.22,260.37,260.01,258.80,243.73,,,,,
2022-03-17 22:19:29.825000,L8,260.90,276.55,279.38,277.41,271.94,270.45,265.47,267.64,253.07,254.20,263.29,264.95,265.62,270.60,274.17,272.85,271.08,275.16,283.76,280.11,275.51,284.32,280.20,279.83,278.45,279.90,276.91,276.79,281.44,281.36,282.36,285.94,282.43,281.42,280.06,282.65,278.97,277.87,277.66,275.29,276.79,277.35,277.50,277.22,274.86,266.07,265.08,266.57,291.34,282.76,282.54,282.43,282.14,279.91,279.53,280.31,282.78,259.88,245.67,252.56,250.13,246.64,234.20,,,,,
2022-03-25 22:19:32.579000,L9,261.75,273.74,280.85,278.53,274.85,280.45,282.65,278.53,264.94,262.74,266.15,267.09,268.45,272.76,270.55,274.65,276.17,275.00,278.30,281.40,282.08,284.05,284.15,285.73,281.93,283.35,283.65,279.74,284.83,284.80,284.58,287.41,284.81,285.20,283.85,282.37,284.73,280.45,281.02,280.60,279.69,281.53,280.18,282.10,280.29,276.76,271.26,271.91,280.92,285.21,285.14,287.46,285.82,285.99,283.40,284.36,284.70,169.15,260.87,260.82,261.37,252.75,238.83,,,,,
2022-03-26 22:13:11.665000,L8,266.80,275.26,282.70,280.72,275.92,282.27,285.47,276.38,269.41,266.06,267.34,270.95,272.05,275.11,275.33,277.02,278.55,279.02,280.17,283.60,283.43,285.24,287.46,285.13,283.87,286.10,283.30,283.90,286.40,285.00,286.26,291.73,286.88,289.46,291.84,283.71,285.35,289.41,280.66,285.04,283.16,281.31,286.39,282.33,282.20,279.25,274.24,274.02,281.18,286.04,287.33,286.17,288.67,288.55,284.47,287.84,285.14,272.16,256.51,262.50,259.98,258.19,243.61,,,,,
2022-04-02 22:19:19.614000,L8,268.02,277.79,285.32,285.85,279.69,285.71,280.49,273.94,265.91,260.09,265.75,266.02,266.26,271.15,268.56,271.86,274.88,273.37,277.34,280.05,281.92,282.67,283.52,285.50,280.75,283.57,282.12,280.67,283.62,283.91,284.82,286.55,284.90,288.32,284.37,282.79,284.88,281.39,283.82,281.11,281.05,286.08,281.85,285.26,280.44,278.22,268.40,267.68,278.19,285.35,285.50,288.87,285.43,286.39,283.70,283.97,282.85,270.16,265.31,269.49,266.25,263.14,247.93,,,,,
2022-04-03 22:13:21.180000,L9,266.73,277.54,286.82,284.30,294.27,290.88,287.35,281.85,272.59,266.85,269.79,271.46,273.44,276.91,276.97,279.25,281.30,280.82,282.39,283.54,285.17,286.06,285.91,288.38,287.76,284.86,285.26,286.63,284.77,286.48,292.04,286.17,289.44,293.83,285.55,290.06,288.65,282.98,288.53,286.50,286.37,290.55,286.26,283.58,287.29,278.97,274.82,275.35,284.13,290.29,287.17,290.49,289.89,286.86,289.37,287.81,286.03,279.04,274.37,269.79,267.53,270.63,248.55,,,,,
2022-05-04 22:19:25.824000,L8,351.97,327.96,303.92,282.95,282.24,271.75,276.03,274.80,254.55,252.81,262.63,258.33,260.81,263.83,264.58,269.94,270.59,270.06,276.67,277.61,279.94,276.30,280.06,278.18,276.27,277.03,279.19,275.09,278.24,280.36,280.33,281.88,280.67,279.29,279.02,278.65,278.47,277.18,275.56,275.78,275.74,275.97,275.83,276.66,275.01,270.01,261.85,261.29,273.30,283.31,283.13,285.84,283.09,283.48,281.03,281.21,281.69,263.16,252.34,256.06,255.25,246.57,237.14,,,,,
2022-05-05 22:13:06.945000,L9,257.83,269.12,278.73,275.64,275.16,272.58,280.45,271.27,259.86,260.74,260.55,266.90,265.70,268.81,268.64,273.94,273.01,272.71,278.70,279.46,281.02,280.89,283.00,281.72,280.95,282.19,280.76,279.35,281.63,282.05,283.55,284.71,282.66,283.62,283.15,280.62,281.36,281.19,278.50,279.71,279.03,278.95,281.19,279.12,280.41,276.03,265.87,269.12,278.28,283.49,284.28,284.67,285.69,284.70,282.68,285.20,283.00,268.93,186.94,261.88,261.84,257.77,246.88,,,,,
2022-05-20 22:19:32.278000,L8,229.32,230.41,235.47,229.36,233.92,238.87,241.60,231.05,225.50,222.54,224.37,225.85,226.84,232.02,231.85,234.78,231.62,232.75,234.47,235.82,235.25,238.66,239.83,231.70,234.43,235.77,234.10,232.69,228.01,229.46,246.06,244.31,256.67,240.79,244.48,253.11,239.04,242.48,235.84,236.42,238.63,210.73,224.53,208.19,188.19,,227.57,231.71,229.53,243.51,247.00,253.16,247.94,246.73,237.69,246.02,242.41,,,,,,,,,,,
2022-05-28 22:19:06.541000,L9,249.96,263.40,271.28,269.36,270.11,267.88,266.46,257.69,252.83,247.97,250.63,259.90,253.97,255.06,263.52,263.78,264.06,267.46,268.19,272.39,271.41,275.02,274.93,274.67,273.69,274.57,276.75,276.01,274.26,278.63,279.31,278.59,280.67,276.69,278.58,279.89,275.99,277.58,274.45,273.27,275.52,274.15,273.82,274.60,274.32,269.38,260.18,259.80,271.10,276.47,278.83,280.33,279.62,278.09,276.94,279.08,276.44,261.26,250.73,253.43,250.84,254.66,242.41,,,,,
2022-06-05 22:19:39.450000,L8,257.33,268.32,277.00,277.72,274.18,274.53,266.94,268.05,257.98,250.75,262.46,262.00,264.09,267.97,266.06,269.55,271.73,267.24,272.36,278.88,279.91,279.96,280.93,280.01,280.09,280.02,281.27,277.93,280.92,282.75,281.94,283.51,282.13,281.55,283.00,280.65,280.67,279.28,278.15,278.99,277.30,280.50,278.86,280.28,279.74,274.66,266.51,263.25,273.14,281.82,283.10,284.73,283.33,282.72,282.48,282.41,282.16,267.10,255.19,258.12,260.76,252.32,240.00,,,,,
2022-06-21 22:19:48.760000,L8,252.29,277.19,285.51,282.04,275.15,268.48,274.00,259.87,252.80,253.97,254.76,261.85,258.72,255.77,266.16,269.18,265.36,273.25,274.23,279.45,278.80,280.01,281.61,280.91,281.64,280.92,280.28,282.22,282.10,281.64,282.91,281.91,283.10,282.34,282.44,283.08,279.82,279.79,279.65,276.16,278.54,279.18,278.39,281.92,276.72,275.80,262.78,265.55,276.63,281.60,286.09,285.02,285.99,283.09,282.46,285.26,281.42,267.67,253.76,260.25,265.05,256.26,249.86,,,,,
2022-06-22 22:13:14.546000,L9,251.28,284.60,285.61,282.17,273.25,271.07,274.71,259.48,258.91,253.63,256.23,263.62,261.01,262.13,265.97,271.07,265.72,271.30,276.80,277.68,278.70,281.07,282.71,282.56,282.92,281.37,279.87,282.57,281.50,281.49,283.39,282.67,282.29,284.27,283.34,281.49,283.79,280.62,279.00,279.05,276.50,280.10,280.05,277.75,281.09,274.97,263.67,266.77,275.76,282.15,284.39,284.90,286.88,282.79,282.35,285.61,281.16,268.63,267.23,260.56,263.91,268.93,254.75,206.73,,,,
2022-07-31 22:19:39.391000,L9,217.33,224.39,226.12,213.24,220.19,226.05,219.83,206.71,209.43,210.47,223.24,200.04,200.67,219.26,210.17,209.56,203.61,209.37,229.41,220.80,230.74,221.06,231.34,227.90,229.96,221.03,220.87,229.85,217.61,209.75,233.21,230.17,230.22,229.57,246.40,240.92,228.39,228.00,226.81,222.11,227.64,222.12,227.23,,,,218.70,214.77,219.05,239.13,240.86,251.89,241.60,238.63,235.42,241.65,241.51,,,,,,,,,,,
2022-08-09 22:13:34.311000,L9,248.75,264.64,278.29,279.61,271.94,267.27,262.30,258.42,247.71,246.50,253.40,250.34,255.08,255.73,253.02,257.72,262.66,263.30,265.05,272.05,271.34,274.26,274.16,275.15,271.28,271.75,270.13,271.30,275.42,273.99,271.36,275.28,276.18,274.81,280.35,278.87,275.56,276.63,273.88,272.00,274.02,274.14,275.07,274.99,270.45,265.93,257.21,256.00,270.19,275.15,279.23,282.87,277.85,273.13,276.30,276.95,272.87,262.31,249.80,254.63,254.91,252.61,243.47,,,,,
2022-09-09 22:20:11.413000,L8,252.33,270.76,278.82,278.51,269.64,268.88,264.17,257.64,249.17,246.58,253.79,251.99,254.26,257.91,256.89,257.22,258.48,264.26,270.25,280.10,275.03,274.66,278.80,277.49,277.24,282.18,281.51,271.86,273.19,276.61,277.32,275.75,277.83,277.17,279.01,276.85,276.00,274.76,273.95,277.88,275.07,276.32,278.97,300.66,307.84,305.11,258.30,258.21,273.59,275.66,278.37,275.90,276.31,280.30,273.14,278.05,281.81,303.98,251.82,256.91,251.25,253.71,240.82,,,,,
2022-10-19 22:20:02.861000,L9,269.40,282.17,283.46,280.53,272.69,288.32,281.79,271.59,270.09,266.55,267.12,267.12,269.97,273.50,271.99,274.23,275.12,278.53,282.76,282.59,282.35,282.26,284.42,282.05,277.68,283.25,282.00,282.91,282.52,282.96,285.92,285.98,286.57,289.88,282.32,290.89,283.35,295.92,347.68,350.66,353.42,343.38,411.33,288.61,507.77,446.47,269.24,271.37,279.89,283.45,284.62,284.59,284.56,287.48,284.53,279.87,275.36,272.95,252.54,262.16,262.85,268.80,234.39,,,,,
2022-11-04 22:20:00.291000,L9,261.68,274.75,280.84,279.20,272.95,274.72,271.47,271.95,253.09,254.23,259.84,263.48,265.04,269.22,264.43,272.87,268.10,272.11,276.84,279.40,279.30,280.49,281.80,281.69,280.84,281.66,280.88,279.19,284.32,282.34,284.02,284.63,284.41,285.15,281.39,282.40,280.64,278.57,281.26,278.01,278.37,278.70,279.25,279.63,277.41,273.56,264.93,268.33,273.88,282.72,283.78,284.01,283.37,285.25,280.50,283.74,283.72,266.85,254.36,261.63,256.97,253.44,236.24,,,,,
2022-11-13 22:13:53.032000,L9,272.17,278.98,285.85,284.64,277.25,285.58,285.20,279.15,272.31,268.18,266.70,270.94,271.02,277.00,275.07,275.95,277.83,281.44,283.01,285.04,284.01,286.99,290.04,286.11,286.54,292.18,287.36,286.67,294.45,289.12,293.30,299.96,297.83,299.98,298.61,291.64,295.92,294.79,286.06,295.26,292.04,288.29,294.35,293.54,286.57,279.05,273.30,275.64,283.23,288.64,288.23,287.01,292.56,289.53,286.90,292.80,287.67,272.55,267.89,276.57,263.70,261.84,243.23,,,,,
2022-12-23 22:13:47.690000,L8,272.21,279.22,285.24,283.04,279.06,280.89,278.67,272.43,261.77,262.39,265.09,265.09,267.61,270.71,270.59,271.13,272.85,274.41,276.46,280.20,280.97,282.09,282.63,284.93,282.91,283.14,282.83,280.64,282.74,285.81,285.11,288.24,290.60,284.95,285.98,287.97,281.49,284.86,280.72,279.61,280.80,280.43,282.58,285.26,281.90,278.26,271.65,269.38,277.06,284.75,283.60,283.93,284.80,286.03,282.10,283.79,284.46,270.40,263.12,263.92,260.34,258.66,186.95,,,,,
2022-12-31 22:13:51.762000,L9,262.64,274.20,282.53,282.36,280.58,281.53,283.26,278.71,265.25,265.70,267.89,279.79,279.27,270.09,276.81,274.41,278.69,274.66,272.74,275.39,273.71,276.01,281.47,268.95,282.22,258.75,,218.22,237.57,279.73,277.18,269.34,251.30,263.45,229.30,,,,,200.65,253.18,277.65,,,,,292.47,276.64,273.23,258.41,267.25,279.52,256.14,269.68,265.96,275.24,277.52,,,,,,,,,,,
2023-01-08 22:13:48.257000,L8,269.12,276.92,285.37,282.78,280.87,279.89,275.95,272.47,264.97,261.12,264.84,267.31,268.92,268.85,269.16,271.04,272.95,274.26,276.78,280.73,281.50,281.78,283.97,283.97,281.55,282.54,283.36,279.96,283.93,286.94,286.55,284.27,289.99,285.24,285.80,288.99,282.86,282.56,281.02,279.38,281.15,281.42,282.08,283.46,282.04,277.14,270.67,268.87,275.64,283.92,284.63,284.67,283.63,285.68,282.38,283.68,284.28,270.08,263.23,262.67,260.63,258.19,,,,,,
2023-01-15 22:19:53.766000,L8,270.12,275.06,283.08,281.30,275.26,277.17,276.43,269.08,263.79,258.06,262.28,265.05,264.82,268.06,269.31,269.32,271.77,271.94,273.84,276.03,277.95,280.94,281.99,280.13,281.35,281.42,280.49,280.79,282.94,285.10,283.82,284.11,285.35,283.29,284.13,282.79,281.24,281.82,279.47,281.00,278.86,279.83,281.04,280.00,281.11,275.80,267.16,267.69,273.37,282.28,283.32,283.89,284.78,283.39,284.03,284.10,283.04,268.11,265.34,260.98,264.10,261.60,235.65,,,,,
2023-01-16 22:13:46.043000,L9,269.33,276.62,285.03,285.11,275.55,273.84,273.38,269.20,268.26,261.30,264.12,269.66,267.79,269.28,271.12,272.36,272.26,275.73,275.24,283.37,282.49,283.23,285.90,284.71,286.30,284.80,283.73,283.38,286.02,285.75,295.98,286.32,288.95,295.04,283.63,297.77,290.94,284.86,281.42,301.60,315.74,305.26,304.50,281.94,304.14,295.96,269.37,269.23,276.10,287.24,286.21,286.44,289.05,286.31,285.87,289.29,295.48,273.18,268.92,267.14,264.77,265.55,243.68,,,,,
2023-01-23 22:19:56.581000,L9,262.43,274.02,279.73,278.76,274.21,277.48,270.27,271.15,259.68,260.23,264.08,266.49,265.91,268.58,268.68,271.76,272.65,272.21,274.70,276.49,278.25,281.93,281.67,280.79,280.86,282.24,281.51,278.40,283.56,282.68,284.26,285.53,283.21,284.10,282.99,281.25,281.15,280.25,279.43,278.27,277.91,279.28,279.85,281.13,279.50,274.28,267.21,268.58,275.19,281.44,282.14,283.43,282.20,282.77,277.61,281.53,284.05,264.68,255.53,262.64,259.74,251.18,232.06,,,,,
2023-01-24 22:13:46.509000,L8,272.51,286.02,409.70,397.81,516.79,,508.96,394.04,394.54,420.22,345.59,349.72,278.33,269.99,271.47,271.83,274.84,275.50,280.53,282.23,282.93,283.63,285.97,286.53,286.07,285.03,284.82,282.16,284.44,286.39,286.74,285.51,293.89,285.10,290.17,299.49,282.15,292.94,281.18,279.33,280.18,281.29,281.68,284.62,281.16,278.10,276.62,274.80,276.86,289.50,352.51,303.32,292.57,293.82,288.87,285.11,287.44,267.60,261.73,263.33,261.87,257.36,241.44,,,,,
2023-02-08 22:20:06.294000,L9,261.33,269.55,277.69,278.48,273.04,274.48,273.62,269.28,258.13,257.60,260.38,260.81,265.48,267.31,265.87,270.98,269.45,271.04,271.95,274.37,277.41,278.93,279.03,276.89,281.88,282.48,280.05,279.13,280.62,280.68,284.75,285.53,284.06,286.95,283.23,284.30,281.95,278.72,278.93,279.61,280.25,280.83,278.46,279.94,277.59,274.73,265.20,265.65,271.62,277.61,280.16,285.15,282.76,285.66,281.31,285.12,282.32,265.59,253.35,260.72,260.58,253.89,227.23,,,,,
