dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0064,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063
2015-12-13 22:06:33.519000,L8,314.04,326.88,332.46,341.15,345.04,340.45,335.38,345.21,349.57,357.13,344.94,358.11,362.46,369.95,362.78,350.15,329.18,330.17,320.60,335.18,354.34,346.24,351.82,352.82,371.28,353.75,344.61,339.85,315.96,301.67,314.48,315.95,318.64,325.17,319.92,317.52,316.66,313.73,319.92,308.84,310.83,308.07,322.67,310.61,313.27,316.25,337.28,328.00,321.73,346.36,333.14,348.87,371.92,372.19,310.73,,,221.40,263.92,292.28,321.84,340.60,357.70,352.22,360.82,332.04,336.13,331.74,224.08,212.20,192.00,193.02,223.25,221.50,178.37,322.42,317.21,309.34,315.65,321.02,325.10,319.56,330.70,375.74,349.34,364.32,348.98,342.97,354.05,352.88,359.00,353.71,354.14,359.21,374.36,337.98,331.59,343.69,341.86,345.27,335.55,351.61,360.18,369.41,347.30,323.03,308.11,320.02,324.35,329.41,362.00,352.48,347.75,349.08,341.60,350.84,353.72,344.77,328.03,341.08,333.21,336.89,363.22,288.06,314.16,324.23,361.53
2015-12-29 22:06:33.122000,L8,295.07,307.44,327.50,294.86,300.57,309.63,305.02,299.12,303.82,344.91,344.73,357.43,351.07,380.63,357.81,365.19,401.09,309.12,307.40,299.85,304.90,304.22,311.05,307.36,300.89,291.86,288.06,321.88,308.42,303.29,311.67,308.44,316.70,291.16,278.90,266.64,244.26,284.91,255.90,248.40,295.88,292.94,304.95,312.20,320.03,316.47,348.22,356.59,337.61,336.57,338.37,312.74,292.07,288.68,283.66,228.94,,,,268.25,278.61,288.00,302.85,311.62,316.42,312.16,311.53,293.04,290.87,291.31,289.28,285.37,263.74,268.01,280.81,277.34,279.23,283.46,340.73,334.98,341.79,296.18,297.61,308.35,301.77,308.72,348.76,340.56,340.74,353.51,361.48,378.82,369.07,357.76,358.08,319.54,321.30,325.61,319.96,318.55,326.60,334.19,336.13,344.40,337.52,314.73,319.01,332.32,334.46,338.76,342.98,356.70,360.24,361.06,340.17,337.46,339.72,365.61,325.82,329.91,307.12,318.52,307.03,,281.97,276.13,290.72
2016-01-30 22:06:29.534000,L8,322.95,335.70,341.31,353.96,354.72,357.06,357.02,364.95,364.09,371.16,356.60,371.66,379.20,386.76,413.29,410.38,417.32,440.85,473.31,528.44,529.90,545.89,,,,,526.21,506.05,456.48,417.16,310.99,331.40,388.31,379.43,385.59,381.95,388.69,374.99,407.35,434.55,391.42,377.83,372.62,330.20,323.00,318.41,415.13,422.41,551.50,,,,,,544.44,513.71,473.09,445.36,327.63,418.48,326.88,337.26,397.99,474.86,478.13,409.53,420.30,422.36,429.64,,,451.93,411.06,408.35,408.60,420.46,414.79,348.06,384.10,391.15,382.51,388.06,396.56,477.00,469.14,439.77,405.68,387.94,352.59,348.15,368.49,384.52,393.50,389.42,457.41,438.56,397.96,496.99,430.14,331.73,399.40,415.70,435.04,423.31,463.31,416.74,543.22,,,,,,521.59,491.91,430.85,414.02,451.89,373.42,382.86,383.73,377.49,399.35,422.53,484.93,421.19,431.55,457.53
2016-03-18 22:06:13.953000,L8,192.83,208.78,197.89,295.76,301.89,306.84,301.07,297.60,285.14,311.92,292.17,232.64,303.57,291.95,338.05,379.08,290.27,296.46,291.70,302.75,302.48,305.57,305.19,287.62,234.35,231.96,271.98,309.52,308.18,295.17,272.34,268.92,280.01,272.01,259.13,258.24,232.76,273.79,261.35,252.36,267.75,261.64,270.61,277.90,279.29,278.73,292.78,295.96,304.42,287.61,273.63,272.76,269.72,266.19,256.17,319.70,340.68,363.96,,,,,,,,,,,284.19,290.03,289.46,278.77,258.43,271.33,275.32,284.14,279.53,269.92,293.12,277.20,286.26,278.29,289.40,302.64,292.96,301.86,300.95,297.95,297.10,353.50,303.19,353.12,384.34,364.90,339.92,393.06,359.92,312.86,306.85,314.30,266.18,229.61,211.22,227.61,261.94,206.22,514.75,543.81,529.92,518.33,366.86,283.86,270.56,,,,309.05,312.62,373.55,371.29,333.71,175.41,,,282.45,273.24,
2016-06-06 22:06:07.051000,L8,252.78,227.65,216.32,223.95,260.48,288.71,288.30,279.01,246.55,267.48,275.22,269.32,,221.42,233.92,256.16,206.84,266.25,,270.37,221.54,211.23,279.87,276.08,271.79,253.02,250.50,249.42,248.22,267.17,265.86,261.55,263.30,258.06,,,,242.77,234.21,217.30,204.20,249.94,243.32,197.82,226.02,203.26,237.86,238.94,252.04,255.10,268.54,262.43,263.81,250.77,232.55,,,,,,,,,,,,,,,228.46,211.76,255.73,,,,,,,248.97,190.41,201.50,240.74,252.45,275.62,242.15,254.23,275.10,245.12,247.33,246.54,270.30,212.06,289.56,301.34,282.95,274.98,275.75,294.84,275.30,273.36,278.76,300.84,303.00,317.92,311.13,276.44,232.42,232.33,245.43,256.44,,,,,,,,,,,,,,,,,
2016-08-09 22:06:27.877000,L8,305.75,307.71,338.59,345.33,334.19,312.03,321.62,312.50,311.62,311.18,331.79,307.87,323.26,293.71,256.03,306.77,304.70,313.45,312.08,294.57,319.52,300.81,330.47,310.95,307.86,297.74,275.95,296.25,294.86,306.07,295.61,288.78,289.73,289.33,270.27,258.10,241.67,287.02,293.72,261.31,276.59,278.37,276.85,290.72,288.04,284.97,294.49,274.59,307.05,319.52,302.60,301.40,303.13,290.03,281.11,247.55,,,224.95,288.66,284.75,294.48,297.23,317.99,318.39,300.92,310.34,391.41,370.16,374.12,373.19,301.26,285.19,277.58,298.27,288.67,286.88,293.48,296.29,304.91,303.03,291.76,297.72,307.83,290.43,307.06,312.12,306.56,312.47,310.17,289.58,261.47,330.41,343.82,335.04,339.84,357.89,343.41,325.21,302.48,333.53,350.38,364.63,373.56,439.67,418.51,301.26,294.69,306.29,312.64,318.39,342.67,348.17,357.50,330.20,385.73,428.20,381.54,380.09,369.03,353.11,308.19,315.69,,292.22,287.81,293.88
2016-09-10 22:06:39.443000,L8,,,,,,,,,,,,,,,,,,,,,174.83,246.64,264.70,287.23,288.62,332.97,289.83,304.50,292.63,310.11,279.57,289.42,325.48,316.33,262.69,317.94,332.45,298.91,321.02,285.56,290.76,268.35,267.56,277.99,287.06,279.45,288.01,291.80,296.04,310.28,290.62,309.54,288.66,273.65,277.20,,,,,264.62,271.40,283.21,,299.87,296.26,210.63,291.38,248.59,288.70,290.17,291.68,290.25,258.94,264.68,278.68,277.82,277.00,285.13,288.21,296.41,278.55,276.26,289.26,305.33,385.96,405.57,385.33,294.88,300.44,303.58,284.49,243.13,319.35,337.84,313.41,317.50,321.57,327.67,323.03,305.80,318.05,340.07,346.61,354.63,335.23,293.23,276.58,274.49,285.56,301.77,313.69,336.96,333.56,333.08,323.47,326.47,336.63,317.81,313.79,336.38,305.80,316.14,,,282.70,277.37,
2016-10-12 22:06:45.172000,L8,303.37,310.20,326.72,335.83,331.43,313.30,313.72,307.92,309.63,398.45,354.28,399.50,400.12,366.48,323.83,379.94,383.21,360.28,353.65,330.69,339.02,341.92,356.54,333.09,349.46,345.46,338.75,298.24,311.56,372.16,373.04,346.74,343.78,340.45,311.04,321.70,312.32,326.83,313.51,317.61,316.01,303.25,338.08,319.91,326.67,330.94,337.34,368.55,355.81,319.35,330.76,341.47,292.11,323.16,320.19,,,,,304.35,306.53,315.75,343.51,410.25,365.44,398.69,374.82,332.95,371.13,348.26,297.93,296.91,284.24,211.29,349.60,347.48,349.83,347.20,362.80,356.37,324.06,376.75,395.05,371.18,356.27,363.47,376.36,329.27,333.19,360.52,354.00,358.90,362.83,364.05,343.78,336.07,344.68,337.33,332.27,328.90,340.08,351.83,360.44,360.12,375.91,365.65,337.64,344.76,343.17,356.18,381.86,375.91,391.99,368.51,347.69,346.70,376.21,368.56,346.49,349.43,335.87,349.18,408.86,,335.76,320.35,356.21
2016-12-15 22:06:42.070000,L8,,,,,,,,,,,,,,,,,,,,,,,,,178.72,251.16,294.40,305.86,291.39,296.17,289.38,293.41,294.82,300.61,294.14,277.90,255.99,292.72,289.88,288.27,298.24,287.91,291.46,294.11,289.53,291.33,299.66,308.83,302.26,304.94,286.87,296.95,302.53,297.59,295.95,,,,241.44,282.65,294.78,304.23,314.65,284.05,328.67,330.35,320.79,310.51,302.85,294.85,291.81,289.83,288.20,297.09,292.79,302.94,304.12,303.59,304.29,321.35,339.52,349.67,324.27,318.80,304.55,305.82,306.33,306.38,319.19,341.02,340.06,329.42,338.47,340.23,341.35,327.23,332.81,332.66,323.98,326.13,338.81,341.70,357.32,354.55,348.33,318.30,306.25,317.20,324.49,315.12,330.24,336.08,335.57,326.07,328.78,322.62,321.35,320.42,316.33,323.75,317.58,325.46,,286.34,297.29,301.71,323.38
2017-01-16 22:06:35.035000,L8,296.28,310.88,332.49,334.53,345.42,322.52,310.53,311.73,333.57,330.89,335.62,354.72,370.69,337.98,340.81,349.64,329.02,325.87,345.77,333.98,344.64,339.43,347.11,336.65,374.87,365.46,357.86,353.52,336.11,334.01,299.40,308.91,320.92,297.20,282.64,261.81,360.94,338.69,350.24,352.70,338.59,325.87,325.83,324.98,309.71,314.74,334.54,352.43,343.98,323.64,333.54,339.65,358.70,361.75,361.19,239.15,,,270.82,303.57,316.24,322.39,330.61,240.77,344.54,209.18,349.93,331.02,328.60,324.47,327.18,328.44,330.42,337.95,285.38,293.97,303.60,335.29,310.81,335.55,349.01,356.03,339.90,354.04,337.73,332.34,323.42,336.99,347.18,348.22,354.63,366.56,376.18,376.32,370.58,356.46,348.67,331.91,324.35,328.97,339.88,356.11,360.85,358.77,349.15,328.67,320.28,331.17,335.36,343.73,355.05,348.32,349.33,366.38,351.17,336.01,350.31,361.54,342.04,347.83,349.08,344.40,339.02,325.16,301.47,300.03,298.83
2017-04-06 22:05:57.916000,L8,303.71,319.45,322.47,336.33,311.88,320.57,310.92,317.29,308.18,378.33,381.90,310.38,322.96,308.75,299.09,312.23,303.12,310.91,308.68,317.78,367.12,362.31,375.47,380.39,370.54,361.99,295.45,298.65,294.48,303.94,332.65,353.37,334.84,321.35,268.12,270.21,250.52,285.38,288.15,262.80,287.43,281.91,281.89,284.71,287.90,285.56,298.18,362.55,337.07,357.93,316.26,340.19,346.38,295.45,279.04,,,,,271.33,281.18,289.83,,317.57,315.45,314.19,303.75,297.66,298.80,208.63,321.28,183.63,277.11,297.17,291.80,316.94,325.20,293.83,297.82,300.50,302.22,292.07,300.54,309.74,297.46,305.16,311.30,309.86,310.65,373.10,384.99,380.10,372.44,363.49,352.34,353.38,346.12,342.57,345.38,357.54,345.23,363.11,369.93,357.60,379.16,376.88,326.52,337.00,337.16,357.25,355.97,357.10,359.31,355.17,354.79,340.74,372.67,372.94,345.50,360.15,350.81,374.95,308.67,342.88,291.46,289.65,
2017-04-22 22:05:48.327000,L8,305.67,373.31,390.74,386.40,380.13,381.23,389.75,396.18,409.12,407.80,404.73,400.92,381.73,301.19,300.01,312.00,307.75,313.44,312.24,312.57,322.84,327.02,342.45,379.77,382.64,372.26,378.87,372.36,368.71,362.96,343.34,291.68,342.40,310.95,270.01,262.53,253.78,285.97,287.75,276.59,281.75,288.07,278.83,296.70,288.18,280.99,296.34,283.76,321.66,357.15,294.02,299.12,293.42,291.48,282.42,246.53,,,223.77,271.46,281.37,295.10,299.17,317.95,403.58,416.51,382.06,396.46,385.60,296.13,352.45,343.27,288.85,219.01,335.57,331.90,328.77,295.37,299.21,304.19,303.10,294.89,298.78,311.77,294.92,309.43,308.96,308.90,310.63,311.05,333.91,375.47,373.65,363.49,360.94,362.34,362.52,353.73,355.51,359.92,327.32,339.58,346.67,351.96,340.22,307.85,283.14,282.17,463.71,441.52,413.84,358.41,358.90,364.99,334.99,335.55,333.52,328.62,339.68,357.74,352.43,366.32,315.68,344.24,289.98,289.36,230.71
2017-05-08 22:05:47.247000,L8,312.38,303.86,308.68,289.97,297.61,305.58,303.13,302.49,296.06,294.34,310.20,297.97,349.24,282.53,349.61,350.08,354.88,313.81,327.48,295.89,291.56,277.48,274.19,278.59,259.33,246.16,,,,,261.98,261.86,267.05,297.83,302.12,309.85,312.52,313.39,283.38,292.81,279.53,266.51,317.01,315.01,298.47,328.01,312.57,319.16,,,,,,,,,,,,272.34,286.40,284.00,,330.07,233.97,295.99,292.37,317.19,320.69,331.99,325.60,190.09,,,274.60,280.14,278.11,257.66,269.06,269.80,273.80,282.75,274.55,266.76,282.34,315.35,299.93,334.16,347.25,328.77,261.22,322.68,291.53,338.19,286.58,318.63,329.36,332.56,311.55,322.34,337.90,327.18,361.41,331.21,334.89,279.28,273.08,,,,,,,,256.03,344.33,279.49,333.75,482.48,370.11,,,326.12,,267.44,283.05,
2017-05-24 22:05:58.366000,L8,,,,,235.76,268.02,277.12,284.17,,205.57,237.86,271.06,265.39,203.80,228.35,260.28,202.65,,,225.09,214.09,205.05,294.44,293.78,247.47,252.15,252.15,,182.07,215.54,265.91,260.42,268.83,257.49,,,,238.48,224.62,211.14,245.67,247.89,253.01,,211.03,193.61,235.77,247.79,249.95,253.38,258.25,263.29,225.85,248.65,207.48,,,,,,,,,,,,,,,,,,,,,,,,,,189.94,225.39,257.08,287.42,261.85,285.40,275.46,281.55,273.19,245.59,271.46,211.12,298.50,308.41,288.39,274.02,279.66,317.58,275.74,282.77,279.54,269.78,304.00,316.68,324.93,279.22,228.76,238.13,262.13,281.98,282.04,330.60,317.77,272.31,251.04,287.37,290.82,287.93,296.55,296.33,262.25,,,,,,
2017-06-25 22:06:11.601000,L8,,,,,235.30,314.78,212.78,283.70,225.24,262.21,243.96,257.04,,208.21,236.29,259.40,203.40,323.33,325.16,332.07,333.53,197.86,264.47,261.25,244.75,247.02,251.55,177.65,191.15,309.03,310.91,296.50,255.34,253.12,,,,,226.15,201.42,195.47,243.23,251.57,,224.29,194.38,234.71,234.59,249.73,246.35,260.63,206.53,212.18,242.24,210.09,,,,,,,,,,,,,,,251.80,257.08,254.97,,,,,,,253.40,200.66,190.69,299.26,280.75,306.43,263.33,312.33,272.34,295.50,272.50,245.96,271.36,209.18,292.74,338.01,324.27,315.51,315.40,320.60,317.34,257.88,268.80,267.37,308.63,326.49,323.41,282.42,236.07,254.23,258.74,303.60,287.87,329.90,311.32,288.27,253.86,309.80,308.60,318.35,307.93,309.82,313.39,,,,,,
2017-07-27 22:06:22.045000,L8,363.15,362.66,337.43,340.21,366.47,367.08,366.29,348.08,346.08,363.44,373.83,340.24,334.18,323.02,311.05,353.93,367.42,361.93,363.65,361.33,361.33,343.95,325.43,320.25,300.97,277.92,278.93,294.53,283.04,295.01,274.92,271.13,274.86,281.49,258.48,260.15,233.59,266.64,260.45,255.20,275.58,269.08,275.33,262.61,274.31,252.43,262.99,270.83,281.26,291.51,278.25,284.65,290.44,275.80,275.06,216.27,,,,267.99,274.35,330.64,315.04,311.22,314.69,296.13,297.55,292.89,294.90,295.36,318.46,296.08,271.55,273.59,294.07,283.68,280.17,288.36,290.00,299.07,279.64,284.34,289.33,311.41,287.78,304.43,305.25,307.56,330.79,332.80,291.36,401.21,388.01,346.98,345.36,331.07,331.01,378.27,354.43,341.18,367.45,362.09,346.08,361.90,333.94,368.19,336.03,338.45,351.75,353.56,359.33,354.83,344.09,351.43,341.83,330.56,362.58,395.83,328.82,359.91,347.53,,308.04,,283.41,281.44,263.46
2017-08-12 22:06:28.266000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.68,239.39,229.19,243.15,195.24,,,224.89,201.90,241.35,247.93,258.31,280.14,265.70,266.12,260.57,256.14,232.92,,,,,,,,,,291.60,285.40,282.99,,,,,,,,,,,,,,,277.36,285.54,227.74,,,,,,,,,,,,,,,204.20,282.95,296.49,303.31,315.77,310.72,284.39,279.85,260.03,227.53,282.70,291.28,304.46,323.20,331.73,341.47,307.49,259.58,288.59,278.01,254.08,294.60,272.06,,,,,,
2017-11-16 22:06:40.336000,L8,346.21,351.19,347.28,348.94,332.69,332.33,333.03,340.50,353.84,362.99,351.65,359.91,364.41,370.92,377.50,351.72,338.68,333.64,326.02,329.07,328.75,336.25,333.45,342.29,353.49,360.39,360.77,362.28,348.51,317.01,305.19,318.78,324.94,325.53,321.32,315.31,314.06,308.91,310.69,325.79,333.19,337.95,323.30,305.84,327.65,327.05,308.33,322.01,330.13,367.67,351.16,352.57,338.99,338.50,335.38,260.60,,260.05,302.02,322.56,177.35,182.33,230.59,238.68,209.27,198.09,211.89,235.90,211.98,186.29,377.01,421.53,330.02,321.75,352.57,343.69,309.30,340.52,360.42,371.87,387.38,365.50,363.11,357.45,356.01,359.49,377.28,384.62,347.01,350.59,350.73,350.09,340.95,344.80,344.54,343.84,361.58,365.79,346.96,345.38,374.23,341.81,357.98,362.44,359.02,329.18,321.05,312.25,338.38,342.65,361.03,363.41,363.61,358.66,341.00,348.32,342.47,338.00,342.93,345.05,327.68,338.56,189.39,331.15,319.05,328.05,199.53
2017-12-02 22:06:34.857000,L8,330.68,335.35,335.07,339.39,330.24,334.30,337.88,340.80,347.90,502.78,496.46,360.36,,,,,,525.34,324.12,324.39,337.40,332.11,331.96,335.73,319.97,338.41,328.38,323.59,310.00,314.34,303.51,314.30,316.70,311.92,302.19,297.62,294.92,290.48,298.57,294.43,308.92,312.63,304.50,303.40,299.55,295.91,314.51,321.82,318.45,337.56,342.80,353.46,348.75,305.59,326.37,269.08,,262.36,296.15,313.96,312.48,309.18,312.61,342.52,335.94,332.41,347.45,325.17,320.28,316.73,312.55,318.53,322.82,427.22,329.92,355.52,316.39,322.40,317.12,498.94,444.42,438.10,347.13,344.95,339.61,347.06,339.58,360.26,359.26,339.81,346.51,327.80,344.09,346.31,342.90,340.64,348.74,343.18,347.30,332.38,334.74,344.05,356.23,355.91,343.58,321.07,311.98,314.76,335.90,335.34,351.98,357.06,357.92,378.61,345.90,339.76,340.99,332.33,333.95,334.83,333.01,342.49,332.24,233.69,323.74,319.67,318.33
2018-03-08 22:06:03.851000,L8,303.28,311.50,327.29,345.62,351.77,343.72,373.43,380.90,386.31,313.92,323.57,310.58,320.77,309.31,307.68,314.58,305.34,311.26,312.01,317.53,386.25,386.84,392.28,406.01,307.39,300.08,297.04,297.83,296.77,310.85,298.57,281.19,392.02,357.07,389.55,407.82,363.98,377.43,375.48,390.23,401.34,393.98,277.61,296.03,295.56,281.48,294.16,304.97,310.44,303.46,291.89,288.27,294.09,294.03,280.58,364.08,,,236.54,468.82,471.13,477.42,481.93,468.73,464.04,455.58,384.89,417.02,410.54,408.75,430.03,353.46,216.22,289.65,291.43,286.62,285.18,291.47,296.34,301.52,301.93,292.48,298.55,308.74,297.37,307.25,308.95,308.36,310.24,310.71,295.74,267.74,338.55,347.39,324.77,319.22,327.18,327.70,321.98,325.00,333.24,343.40,386.16,424.04,424.33,442.81,287.51,286.60,306.25,312.79,320.25,348.45,352.74,340.65,332.61,330.71,340.28,324.62,324.49,324.38,308.76,314.87,487.23,429.62,288.81,287.38,
2018-04-25 22:05:38.857000,L8,296.30,307.53,315.31,297.38,297.05,319.64,312.05,312.27,305.32,307.70,323.45,306.28,316.65,299.39,296.23,309.82,304.15,309.75,299.78,312.82,305.66,324.50,308.03,321.41,305.42,297.32,292.50,293.99,295.01,302.80,290.16,280.13,284.75,283.53,265.08,260.70,232.94,282.91,286.22,260.68,273.50,273.11,274.98,281.19,288.66,285.28,290.02,298.10,305.16,297.56,285.20,287.00,293.71,290.60,279.47,241.72,,,,265.50,275.15,283.81,,239.95,316.27,303.75,302.14,293.18,293.91,295.13,188.50,296.06,271.30,278.48,280.83,285.50,284.69,289.67,296.17,299.44,297.12,288.41,293.30,302.51,291.14,298.85,292.18,283.59,289.77,283.33,275.80,238.33,311.62,317.05,314.17,316.40,318.65,324.28,324.04,323.94,332.02,342.35,347.39,352.71,338.44,343.92,513.40,532.73,453.69,363.44,375.61,363.26,384.40,340.89,356.24,308.70,328.28,330.80,337.75,328.21,307.07,307.33,265.62,,288.66,286.39,
2018-06-28 22:05:28.220000,L8,,,,,240.66,263.28,283.64,275.44,,,,,,209.89,224.82,244.60,204.55,264.04,,233.66,212.75,206.53,249.29,269.60,247.27,248.76,190.84,239.39,247.92,270.32,261.26,236.59,237.93,255.78,185.26,233.63,209.14,237.89,198.19,226.13,188.98,249.71,236.71,,,192.28,231.03,237.72,246.52,237.11,258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.67,230.50,255.23,259.96,257.01,253.80,266.90,241.28,237.79,242.72,271.88,210.66,287.40,299.25,278.73,259.03,269.82,318.08,275.48,258.15,196.08,269.20,301.23,316.85,305.45,272.53,228.74,243.54,,,,305.07,328.01,277.61,245.94,293.16,295.90,300.26,297.13,301.34,,,,,,,
2018-08-31 22:05:59.236000,L8,374.40,345.46,337.99,348.28,345.69,347.41,306.65,304.78,438.88,426.82,427.75,301.83,359.69,300.23,297.74,348.89,354.01,360.51,344.80,294.37,308.86,300.76,309.06,306.68,297.30,287.73,277.70,293.38,297.60,288.74,348.25,346.37,340.83,279.39,223.74,246.13,220.62,248.00,243.72,236.37,256.42,260.15,272.71,269.76,238.31,274.81,315.69,333.17,349.94,336.29,288.09,,,,,,,,,,,,,,,,391.43,389.32,387.53,379.45,364.79,372.17,338.00,480.52,474.88,525.40,270.52,255.66,311.01,316.20,331.01,300.41,398.03,372.62,401.38,378.97,378.62,353.00,376.47,377.13,341.01,370.71,366.17,346.19,348.19,338.56,330.30,366.86,366.11,353.24,346.78,340.17,324.51,351.82,345.38,354.15,334.71,327.06,339.76,341.89,357.74,345.33,344.09,344.24,346.01,327.24,325.97,360.71,350.45,349.40,331.03,328.30,,357.35,316.26,275.56,
2018-10-18 22:06:17.672000,L8,333.47,323.08,325.74,341.77,307.91,326.51,310.76,322.02,308.92,310.39,330.47,309.65,326.67,308.60,309.30,326.80,311.93,311.77,307.55,319.87,318.53,326.52,309.04,330.60,306.59,302.68,299.62,300.30,299.70,310.75,298.57,279.30,285.63,285.27,267.63,264.26,247.83,288.38,289.31,289.31,294.45,295.64,296.03,284.86,294.37,287.95,296.60,308.95,323.12,323.53,325.45,309.25,293.47,296.73,283.51,,,,,411.94,395.37,389.07,424.25,433.88,434.88,439.90,417.38,383.91,380.27,347.31,369.68,387.76,437.21,305.33,312.74,306.88,288.91,293.30,300.91,307.23,308.07,311.33,305.10,319.06,304.21,315.03,315.82,324.65,312.50,317.98,306.72,259.14,341.18,342.79,369.66,367.88,363.22,360.79,368.44,354.22,396.23,343.91,350.56,360.57,340.27,310.41,284.04,288.53,317.75,316.61,337.32,352.34,350.89,340.89,338.37,332.57,340.39,327.36,323.11,375.41,371.32,340.81,387.97,387.31,305.65,291.14,408.01
2018-11-19 22:06:22.186000,L8,290.84,306.08,334.07,342.02,349.45,346.05,305.24,379.01,391.37,396.39,394.68,305.02,308.72,296.34,304.24,311.39,334.94,336.87,298.74,361.41,371.07,371.35,376.70,353.03,349.29,340.97,351.65,355.93,290.58,294.69,282.59,267.15,266.90,264.18,202.62,247.44,225.57,248.84,248.37,216.07,257.83,278.75,223.19,302.79,,,296.96,306.58,299.25,307.19,240.05,291.19,281.83,276.74,273.11,213.10,,,,258.52,273.77,273.63,,304.00,312.15,293.95,220.54,286.11,328.84,326.95,191.33,189.50,361.28,370.43,275.42,280.16,280.61,318.13,323.87,333.38,313.09,324.14,325.79,342.16,344.07,341.10,309.85,343.84,346.50,342.26,347.08,292.88,348.58,323.85,321.54,333.11,334.08,337.53,332.25,339.28,339.94,352.61,337.62,348.98,328.74,299.63,323.57,305.57,325.29,321.12,314.93,343.86,346.62,327.41,339.06,338.87,342.69,319.08,322.13,341.58,315.95,340.96,,358.89,283.09,284.96,
2018-12-21 22:06:18.644000,L8,348.70,375.84,370.03,353.32,365.42,373.38,377.60,386.26,409.01,410.40,404.13,406.76,377.84,376.33,378.55,351.81,352.12,397.97,399.46,379.56,391.40,407.08,392.57,357.94,336.05,351.91,349.48,339.39,331.08,374.28,323.00,373.06,328.54,357.69,406.04,335.82,335.24,308.29,335.32,321.74,299.72,319.17,348.85,350.68,374.63,343.01,334.55,318.41,318.01,333.67,345.19,487.61,382.64,348.43,310.15,250.96,425.28,427.74,449.22,191.48,187.22,197.71,233.43,239.67,215.18,196.00,212.16,242.89,214.94,189.98,183.09,316.93,408.56,348.58,339.18,328.20,332.74,344.31,331.73,358.24,349.58,367.44,362.94,345.61,353.41,358.78,366.87,348.48,353.44,352.96,355.10,437.74,391.84,354.56,357.63,339.46,340.43,343.80,344.00,333.18,420.03,342.74,364.57,355.12,371.94,340.09,324.94,336.36,331.89,337.84,340.46,347.29,341.21,400.72,347.51,364.23,356.65,342.02,352.04,332.22,329.85,338.97,194.85,347.25,328.26,355.08,238.23
