dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0058,nzd0244-0059,nzd0244-0030,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0028,nzd0244-0029,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0073,nzd0244-0078,nzd0244-0085,nzd0244-0086,nzd0244-0087
2017-08-12 22:06:04.307000,L8,114.38,163.64,186.44,225.92,220.11,243.82,244.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12 22:06:28.266000,L8,103.90,161.87,182.79,224.56,214.26,242.43,243.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,159.21,196.54,225.17,255.26,255.94,269.62,273.50,257.62,,,,,226.31,242.10,230.55,239.12,262.53,270.54,287.44,278.23,255.69,269.91,276.57,354.89,339.53,333.82,325.60,314.48,,,277.13,307.44,302.50,304.06,308.08,331.38,321.19,324.02,308.32,301.58,289.76,285.19,283.45,288.74,296.52,291.09,297.26,300.80,305.23,300.99,,,318.05,325.14,341.76,,,345.31,,,,,,,,,,,,325.67,332.51,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:40.336000,L8,159.12,195.92,224.96,255.93,255.90,269.94,274.13,258.69,,,,,227.05,242.65,230.55,240.35,262.75,270.77,288.13,281.60,256.24,270.42,276.89,361.26,336.81,334.56,326.00,316.74,,,277.67,307.32,303.36,304.92,308.64,332.12,322.04,324.55,309.27,302.23,290.26,286.45,283.90,289.77,297.21,292.27,298.01,301.25,306.15,301.58,,,318.87,325.64,342.25,,,345.33,,,,,,,,,,,,326.03,333.39,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:06:10.894000,L8,162.82,200.59,231.23,259.25,262.98,279.28,305.05,295.63,,,,,235.54,252.26,281.17,249.54,285.11,280.46,310.63,293.98,261.48,270.92,295.98,336.92,339.27,329.30,322.56,315.34,324.72,344.36,287.32,308.48,304.43,303.36,314.46,338.40,324.99,327.99,310.25,307.50,291.26,286.58,286.20,290.96,297.13,294.06,298.98,301.02,303.08,,,,315.49,321.52,326.71,352.74,,346.66,,,,,,,320.22,,,,,365.48,341.60,307.97,302.70,253.46,227.09,221.12,209.94,,,,,,,,,,,194.79,,,,
2017-12-02 22:06:34.857000,L8,168.54,203.99,236.37,262.52,265.61,283.48,309.04,298.06,262.28,291.99,279.07,224.98,245.62,255.23,289.20,315.63,305.12,283.05,315.88,345.01,347.45,274.90,298.97,339.66,339.41,330.70,325.70,318.38,326.01,349.32,293.76,312.21,310.59,307.96,322.72,339.19,327.78,329.19,311.37,309.30,292.43,288.40,287.50,292.83,299.33,295.93,300.70,302.91,305.96,,,,318.59,323.69,328.61,353.11,,347.36,,,,,,,328.09,,,,,366.06,343.36,309.27,306.20,256.46,240.00,221.75,215.68,,,,,,,,,,,197.96,,,,
2018-01-19 22:06:02.658000,L8,163.30,191.24,214.02,247.07,254.42,273.81,259.24,242.37,,,,,,244.24,231.21,230.03,278.93,270.56,288.78,287.68,257.88,263.78,273.83,330.37,343.72,327.68,327.96,321.31,,,285.64,310.02,309.70,298.92,310.09,321.53,324.09,320.67,314.41,302.22,293.87,284.91,283.88,283.93,294.08,293.63,296.83,297.07,298.93,306.73,,,318.67,323.98,331.69,,,328.55,,,,,,,,,,,,329.24,356.18,,,,,193.47,157.83,,,,,,,,,,,149.93,,,,
2018-03-08 22:05:39.901000,L8,165.66,200.74,229.95,259.41,264.67,285.31,308.32,306.29,261.18,277.71,339.04,335.17,329.54,323.95,269.40,255.57,283.43,282.84,302.77,290.01,268.72,273.41,300.57,327.93,332.21,329.00,326.13,327.06,323.96,321.96,285.62,313.54,314.92,309.87,327.45,340.45,345.33,333.45,318.34,310.53,295.16,297.15,293.56,299.55,301.21,300.05,303.94,306.57,302.59,305.03,,,317.80,322.14,327.79,332.28,332.05,344.28,336.05,,,,,,313.51,,,,,349.12,350.26,309.95,305.03,278.91,259.55,250.01,251.07,,,,,,,,,,,,,,,
2018-03-08 22:06:03.851000,L8,164.71,199.88,228.83,258.18,262.67,282.49,287.58,326.53,259.67,273.94,265.48,228.69,239.13,264.21,267.21,252.73,282.35,281.47,300.54,288.41,266.07,271.64,298.86,327.38,331.52,328.16,325.41,325.64,323.12,320.98,284.22,311.93,313.05,308.28,324.22,339.84,344.23,332.62,317.16,310.11,294.57,296.48,292.65,298.72,300.60,298.56,303.32,305.32,301.94,304.23,,,317.22,321.34,326.73,331.17,331.43,343.01,335.42,,,,,,311.69,,,,,348.52,348.91,308.95,303.63,276.84,258.00,239.30,249.21,,,,,,,,,,,,,,,
2018-03-24 22:05:56.183000,L8,,,,,,,,,,,,,,218.06,206.91,208.13,206.14,230.62,205.27,240.81,282.64,,,328.44,332.30,324.32,321.99,321.15,319.91,318.53,,,,,328.18,332.66,325.65,327.56,313.15,305.51,293.99,292.57,296.99,291.36,293.63,285.82,294.28,,,,,,,,316.16,325.12,328.24,339.20,,,,,,,316.72,,,,,345.92,342.47,309.27,305.25,284.01,265.23,253.23,248.40,,,,,,,,,,,,,,,
2018-04-25 22:05:14.903000,L8,162.68,185.75,208.25,242.09,242.50,258.34,260.88,244.97,,,,,,228.93,210.48,221.60,238.87,265.40,273.35,263.51,242.03,259.53,265.67,330.23,315.06,,,,,,,,,,,,,,,,,,290.30,292.57,308.17,323.01,330.13,300.51,300.45,,310.45,357.07,362.71,351.94,331.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:05:38.857000,L8,164.25,187.23,209.83,243.99,244.31,261.30,264.44,247.22,,,,,,231.43,212.48,224.58,251.79,268.53,277.34,268.67,245.51,261.04,268.76,334.46,317.05,308.31,412.73,426.83,,,,287.39,293.66,294.22,299.44,318.16,311.68,316.96,303.65,,,,296.68,296.44,310.43,331.62,338.27,304.34,303.12,302.60,314.81,366.63,373.85,376.44,337.49,,,325.62,,,,,,,,,,,,305.64,308.51,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:35.273000,L8,166.34,188.07,213.70,246.85,249.70,263.83,270.13,257.22,,,,,227.52,243.14,218.81,227.00,273.79,273.27,285.29,273.30,250.66,260.91,273.35,,,,,,,,279.33,301.79,303.45,358.06,334.12,337.35,324.62,323.06,315.66,304.25,291.71,285.85,285.31,287.41,313.95,321.32,302.44,301.56,316.69,304.03,,,,,,,,338.41,,,,,,,,,,,,349.05,364.71,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:59.236000,L8,164.87,186.66,209.14,246.44,249.16,263.32,268.73,255.95,,,,,225.90,241.71,216.11,226.91,269.58,272.76,284.19,272.59,249.74,260.24,272.88,,,,,,,,278.20,299.06,303.11,343.62,355.99,337.14,323.95,322.42,315.44,303.98,291.64,285.77,285.51,287.08,297.13,318.98,302.25,301.38,315.55,304.01,,,,,,,,331.29,,,,,,,,,,,,348.98,364.95,,,,,,,111.05,159.85,136.77,,,,,,,,,,,,
2018-10-02 22:05:47.245000,L8,160.59,190.19,210.76,246.09,248.78,267.68,272.52,277.70,,,,,227.50,241.18,224.31,229.82,275.64,281.07,282.48,265.72,260.95,304.77,330.17,328.97,321.79,323.87,321.77,321.14,,,330.17,333.93,376.72,315.47,324.01,336.98,328.13,327.57,317.52,308.80,295.19,294.69,285.53,298.11,297.68,295.11,303.35,304.44,304.03,304.44,,,318.47,327.86,329.64,,,344.50,,,,,,,,,,,,334.31,340.48,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:05:53.709000,L8,164.92,193.52,222.73,250.58,256.51,268.30,270.31,251.32,,,,,231.54,244.90,225.11,226.62,274.20,270.27,281.74,265.77,254.91,262.55,275.25,327.72,321.35,320.74,322.99,324.57,,,279.14,306.12,309.50,308.02,316.62,331.99,325.02,323.69,319.92,307.09,293.45,290.97,284.29,292.54,301.88,295.99,299.64,302.25,300.62,,,,317.99,322.42,328.24,,,337.66,,,,,,,,,,,,327.92,333.22,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:06:17.672000,L8,166.82,195.82,224.36,251.90,258.06,269.55,271.53,251.92,,,,,232.67,246.08,226.38,227.32,274.54,271.14,282.82,265.85,256.08,263.63,276.18,328.63,322.20,321.12,324.00,326.14,,,280.25,307.55,310.16,308.69,317.60,333.03,325.66,324.31,320.66,307.60,294.20,291.52,284.91,293.11,302.74,296.88,300.27,303.22,301.07,,,,318.74,322.79,328.93,,,338.35,,,,,,,,,,,,328.78,334.05,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:05:57.421000,L8,163.47,193.39,225.67,247.81,262.90,275.56,273.31,250.33,,,,,228.49,244.86,229.61,233.97,263.43,273.87,282.25,267.15,255.21,263.31,277.03,333.36,351.99,329.15,326.63,345.79,,,279.99,340.90,309.93,300.44,316.96,336.05,319.54,325.13,320.88,308.44,292.78,292.55,293.82,292.78,297.56,300.83,302.02,307.52,302.56,305.52,,,315.50,323.85,328.25,,,337.84,,,,,,,,,,,,345.79,331.63,,,,,,,,,,,,,,,,,,,,,
2018-12-05 22:05:56.093000,L8,,,143.89,239.07,246.53,260.10,258.11,236.33,,,,,,230.83,214.16,220.01,235.31,256.50,267.33,246.31,236.21,256.87,269.05,,,,,,,,,,,,,325.78,309.57,314.94,305.64,294.59,,,,282.17,301.92,290.63,299.97,306.45,303.10,,,,,,,,,324.48,,,,,,,,,,,,302.05,314.76,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:06:18.644000,L8,159.63,198.26,227.56,253.77,262.63,275.00,289.03,288.08,,,,,231.45,244.65,225.99,234.84,275.58,270.94,327.12,344.71,323.46,313.03,332.52,326.74,322.62,324.54,330.42,338.50,335.98,,305.15,307.87,323.35,331.41,335.94,343.03,348.75,333.26,335.21,325.53,331.44,311.85,314.35,306.09,303.42,303.44,307.98,306.35,296.64,301.96,,,330.10,325.32,325.78,,,351.44,,,,,,,,,,,,337.36,340.45,,,,,,,,,,,,,,,,,,,,,
2019-01-06 22:05:53.844000,L8,143.50,189.96,220.47,253.22,257.39,272.82,279.06,265.69,,,,,226.05,243.82,222.32,228.30,267.23,270.80,278.22,265.55,251.94,262.09,275.47,313.80,317.08,332.44,333.63,348.31,355.54,,274.62,321.16,316.43,321.33,331.24,334.52,323.37,320.70,308.34,299.74,287.54,281.46,282.22,288.95,292.71,312.51,293.58,298.91,,,,,,,,,,346.98,,,,,,,,,,,,330.84,338.76,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:05:50.255000,L8,154.16,188.19,216.89,243.89,247.68,259.55,256.96,236.72,,,,,,229.66,207.70,218.46,227.20,256.71,261.03,244.69,230.95,,,319.79,312.62,321.76,337.85,338.24,343.27,,,,,,,,,,,,,,,,,,,,,,,311.61,332.32,335.42,328.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:06:14.214000,L8,169.50,203.94,234.98,259.09,264.18,282.45,286.40,290.27,,,,,236.28,246.63,225.09,232.47,275.21,318.68,317.05,326.13,325.22,320.78,331.79,330.20,319.37,328.17,345.31,350.67,354.36,366.32,325.80,324.95,328.20,297.40,301.02,321.26,315.79,319.00,308.16,300.31,286.39,323.70,310.24,308.46,306.51,314.97,295.01,291.67,,,305.65,318.10,343.62,343.17,335.03,355.64,357.41,328.39,,,,388.88,421.99,426.08,425.36,,,,,362.65,319.09,,,,,164.84,93.72,75.96,83.87,71.96,72.28,74.74,83.04,142.67,164.63,,,80.45,83.34,,,
2019-02-07 22:05:47.667000,L8,164.85,201.26,235.53,259.50,264.14,282.96,283.91,315.39,,,,,236.56,247.74,229.54,234.74,276.72,274.79,282.66,269.11,301.46,292.93,312.86,337.80,326.76,319.41,318.41,325.33,320.43,319.73,309.26,308.98,334.65,296.68,332.99,329.32,333.65,330.35,318.19,310.60,298.56,283.35,285.30,286.92,289.85,289.23,294.66,297.35,297.06,,,,,352.06,358.08,,,334.78,,,,,,,,,,,,328.35,332.59,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:11.622000,L8,165.75,201.06,235.28,257.96,264.01,280.61,282.98,291.53,,,,,235.86,247.30,228.94,233.56,275.02,273.99,281.85,267.36,299.83,316.29,312.36,337.21,327.05,318.82,317.78,324.23,,,309.15,308.47,334.42,295.90,331.94,328.50,332.28,329.60,317.56,309.98,297.88,282.38,284.70,286.72,289.50,288.76,294.46,296.93,296.83,,,,,352.11,358.47,,,334.03,,,,,,,,,,,,327.00,331.20,,,,,,,,,,,,,,,,,,,,,
2019-02-23 22:05:44.581000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.26,289.15,285.80,293.50,,,,,,,,,,,,,,,,,,,,,,,319.25,,,,,,,,,,,,306.72,315.65,,,,,,,,,,,,,,,,,,,,,
2019-03-11 22:05:38.980000,L8,164.01,201.15,235.61,263.43,289.02,309.15,327.01,359.99,316.75,283.19,273.14,231.52,239.11,274.50,254.07,233.79,285.38,282.95,300.22,279.62,257.72,261.42,274.76,,,,,,,,281.96,305.36,314.07,317.13,324.81,336.63,323.10,318.64,317.32,304.14,294.24,286.41,284.44,287.98,293.68,294.42,296.94,296.82,290.71,,,,,,,,,335.96,,,,,,,,,,,,327.09,334.06,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:05:30.743000,L8,167.08,200.33,229.69,257.26,284.05,303.61,319.62,333.67,311.35,290.16,275.92,228.16,243.79,269.71,260.40,229.99,284.32,285.06,297.15,283.54,257.22,264.51,309.57,,,,,,,,282.22,309.93,306.82,306.79,331.34,338.32,321.43,318.46,313.50,300.78,288.82,280.15,284.29,286.91,292.36,295.84,300.76,300.03,296.17,,,,,,,,,333.59,,,,,,,,,,,,333.09,339.01,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:05:54.693000,L8,167.68,200.68,230.19,257.67,284.65,303.91,320.18,333.89,311.54,290.21,275.63,227.89,244.16,269.47,260.60,231.35,284.53,285.24,297.51,283.87,257.39,265.24,309.54,,,,,,,,282.51,310.16,307.11,307.40,331.47,338.05,321.47,318.55,313.82,300.84,288.87,280.30,284.50,287.14,292.53,296.11,300.93,300.26,296.23,,,,,,,,,333.63,,,,,,,,,,,,333.49,339.15,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:05:51.895000,L8,,,,,,,,,,,,,,223.22,209.91,223.35,237.10,260.67,267.49,258.41,237.52,256.20,267.59,,,315.77,363.05,351.00,420.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.31,,349.68,446.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:05:59.094000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.77,324.69,312.94,309.34,301.62,288.74,297.13,306.10,,,,,,,,,,,,,,,337.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:06:29.949000,L8,142.15,190.79,210.41,248.28,250.19,259.65,269.76,290.36,250.30,278.53,254.76,223.73,226.70,240.46,219.66,228.46,275.92,274.80,316.10,300.51,284.49,288.08,337.44,322.66,316.06,336.43,337.56,337.71,355.42,354.47,315.08,311.05,315.06,320.76,329.51,368.42,341.35,345.54,342.97,341.62,324.20,304.83,309.73,305.87,309.01,309.17,305.16,310.22,306.22,310.82,,311.31,319.68,325.29,330.57,345.14,362.33,374.27,358.40,374.13,379.53,402.03,409.14,412.24,,,,,,333.91,345.43,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:06:11.235000,L8,140.24,190.97,213.89,241.48,251.58,255.10,262.33,278.75,,,,,223.68,235.46,220.77,227.90,258.52,272.05,276.64,264.98,248.72,261.06,275.30,317.12,323.34,340.19,360.52,350.95,366.58,,279.68,305.11,309.06,318.64,329.80,344.04,325.26,324.60,321.32,311.51,326.79,317.40,315.84,308.64,306.10,303.44,303.29,312.81,301.73,,,,,,,,,338.68,,,,,,,,,,,,315.31,340.05,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:06:35.194000,L8,141.41,191.72,222.22,244.86,251.97,257.69,265.30,284.86,,,,,225.54,238.32,221.72,229.08,261.22,273.69,277.98,268.77,249.64,332.16,322.74,318.90,325.18,341.89,361.47,364.30,367.76,,307.70,306.54,311.22,320.89,330.83,347.04,328.44,325.76,322.83,313.20,328.59,319.38,316.94,310.48,306.96,304.48,304.07,313.52,306.25,323.49,317.86,327.29,318.89,,,,,341.11,,,,,,,,,,,,325.25,341.19,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:06:48.280000,L8,137.43,196.18,214.27,248.63,252.24,247.22,245.21,268.32,,,,,,233.07,219.04,229.22,248.87,270.18,279.50,269.00,250.12,268.78,279.58,327.45,319.28,325.24,326.25,334.99,326.12,317.71,284.08,305.48,306.40,301.09,303.39,337.86,302.52,,,,,,,,,396.17,395.03,345.90,306.97,304.29,,,,,323.36,325.73,,338.07,,,,,,,,,,,,326.16,325.64,,,,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:24.678000,L8,,,,,,,,,,,,,,,,,,,,,,,,,337.16,317.62,327.87,343.51,357.31,372.79,,,,,,,,,,,,,304.87,289.69,287.61,285.57,298.77,317.70,315.90,301.39,,,,,,375.19,363.97,,367.82,370.83,,,,,293.61,,,,,,,327.84,299.90,267.17,,,,,,,,,,,,,,,,,,
2019-11-22 22:06:21.092000,L8,138.42,192.31,213.27,244.52,250.86,245.42,248.48,245.30,,,,,227.58,240.41,225.66,225.29,258.74,269.83,280.84,267.05,255.06,265.15,280.09,,,,,,,,275.05,299.20,298.95,303.45,306.37,339.32,317.78,318.79,314.49,311.09,,,,,,,,,,,,,,,,,,340.47,,,,,,,,,,,,314.49,332.46,,,,,,,,,,,,,,,,,,,,,
2019-11-22 22:06:45.051000,L8,140.66,195.19,216.58,245.45,253.52,246.56,251.14,245.20,,,,,229.30,241.10,227.62,226.05,260.68,270.24,281.68,266.88,256.18,266.97,281.35,,,,,,,,276.30,300.21,299.29,304.65,307.17,339.50,318.86,319.32,314.45,311.40,291.11,278.56,292.29,293.25,301.65,291.83,298.27,,,,,,,,,,,341.09,,,,,,,,,,,,314.61,333.63,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:06:20.730000,L8,145.37,199.40,221.59,252.53,260.59,273.03,250.22,283.88,,,,,233.48,246.07,226.82,248.20,273.10,270.44,282.78,269.34,253.33,264.62,276.64,333.47,321.85,320.69,318.03,331.29,,,292.03,300.58,343.13,337.96,341.83,355.27,347.01,345.71,334.16,328.62,318.88,309.03,284.57,295.93,311.23,313.55,291.10,309.61,,,,317.62,341.19,336.39,341.86,,,367.19,,,,,,,,,,,,314.27,358.38,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:06:44.689000,L8,148.88,202.26,226.45,260.79,265.34,279.23,269.48,291.18,,,,,244.64,269.24,264.14,257.72,277.77,275.97,287.35,274.43,259.41,271.36,285.50,335.18,339.09,322.94,320.57,377.27,342.21,447.55,295.46,304.09,346.62,339.88,343.92,357.18,348.47,348.98,335.03,330.58,320.23,311.05,310.80,299.14,315.20,314.33,312.28,311.74,299.39,,,325.88,344.28,338.79,343.32,,,368.52,,,,,,,,,,,,316.44,359.95,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:06:13.711000,L8,147.79,199.17,226.09,248.81,254.55,,,,,,,,243.38,244.48,226.57,226.90,281.58,276.57,289.51,352.92,351.42,345.98,328.23,322.51,319.68,330.74,356.11,383.05,402.46,,324.01,322.22,321.67,336.10,343.07,336.08,332.85,331.97,319.32,313.43,301.73,294.96,293.26,295.17,291.65,288.23,289.64,299.06,298.08,310.40,316.27,318.42,322.67,342.13,321.48,,367.37,333.24,388.68,391.16,383.73,390.69,361.15,349.72,360.01,,,,,327.11,321.02,365.84,,,,,,,,,,,,,,,,,,,,
2020-01-25 22:06:09.569000,L8,133.42,186.98,209.75,237.49,242.61,229.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.69,301.25,311.24,309.56,,,,,,,,,,,,,,,,,,,321.02,,,,,,,,,,,,,315.79,,,,,,,,,,,,,,,,,,,,,
2020-01-25 22:06:33.527000,L8,134.83,188.75,211.05,238.05,244.54,229.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.57,304.59,311.85,311.92,305.42,298.68,,,,,,,,,,,,,,,,,322.44,,,,,,,,,,,,,318.11,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:06:04.888000,L8,152.34,203.30,236.46,259.44,266.44,284.98,326.99,332.81,,,,,243.24,264.12,267.12,256.69,280.12,283.36,296.85,282.83,263.03,269.06,293.60,312.17,318.00,323.11,349.70,378.33,397.86,316.11,319.19,307.29,308.77,304.39,322.99,327.55,329.65,323.46,306.09,302.15,295.03,290.27,293.86,296.05,299.14,302.37,299.51,292.12,299.65,309.66,304.56,316.22,328.71,341.62,336.57,381.39,390.13,320.07,386.95,378.09,356.82,360.59,336.75,354.48,364.29,,,,,321.13,326.67,366.51,270.71,226.25,185.03,,,,,,,,,,,,,,,,,
2020-02-10 22:06:28.847000,L8,152.64,203.57,236.61,259.74,266.62,285.22,327.41,333.14,,,,,243.91,264.00,267.10,256.46,280.18,283.69,296.97,282.95,263.06,269.73,293.62,312.41,318.19,323.23,350.37,378.54,398.07,316.34,319.43,307.39,308.99,304.49,323.64,327.69,329.74,323.58,306.28,302.44,295.22,290.93,294.08,296.10,299.42,302.59,299.61,292.51,299.93,309.79,304.60,316.22,328.78,341.93,336.80,319.89,390.34,320.14,387.01,378.00,356.98,360.63,337.19,354.77,364.50,,,,,321.25,326.83,366.38,270.51,226.24,184.52,,,,,,,,,,,,,,,,,
2020-03-13 22:05:54.202000,L8,151.43,200.98,229.02,259.88,267.78,285.64,326.58,334.93,301.76,291.78,282.70,229.61,242.56,267.64,266.39,256.39,283.45,285.67,295.46,280.71,263.43,270.31,302.40,,,,,,,,301.46,305.82,309.89,307.78,313.97,340.96,352.40,352.31,333.69,343.32,352.58,284.97,,,,347.15,322.68,340.12,,339.69,353.70,372.79,391.20,393.41,,,,331.61,,,,,,,317.64,,,,,320.97,325.41,324.38,280.79,269.07,,,,,,,,,,,,,,,,,,
2020-03-13 22:06:18.160000,L8,151.78,200.86,229.87,261.87,270.52,287.90,328.59,336.72,305.90,293.58,286.26,231.59,245.81,271.02,268.10,260.83,285.10,286.81,297.62,282.99,265.24,271.33,304.35,,,,,,,,305.19,306.62,310.71,309.18,315.64,341.37,352.29,353.24,333.93,323.30,353.69,286.37,,,,347.50,338.98,341.15,,347.17,353.94,372.62,391.86,396.88,,,,332.08,,,,,,,325.58,,,,,322.27,326.69,330.28,285.67,270.65,193.60,,,,,,,,,,,,,,,,,
2020-05-16 22:05:27.607000,L8,140.82,195.94,229.28,258.35,259.38,279.85,312.04,321.09,260.42,303.70,280.16,233.20,246.74,269.30,270.84,262.32,281.53,280.25,287.55,277.45,254.22,262.67,295.94,,,,,,,,276.54,286.40,302.06,305.58,310.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.05,319.48,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:05:51.566000,L8,141.40,196.61,229.84,259.45,260.57,280.66,312.60,321.64,260.86,303.89,281.09,233.53,247.31,269.79,271.17,262.70,281.78,280.77,288.18,278.25,256.43,263.11,296.39,,,,,,,,277.23,286.47,302.85,305.91,309.83,318.22,318.73,317.98,306.56,305.22,287.64,,,,,,,,,,,,,,,,,315.21,,,,,,,,,,,,321.57,320.10,,,,,,,,,,,,,,,,,,,,,
2020-12-26 22:06:20.557000,L8,133.86,189.38,217.43,245.54,248.84,242.74,,,,,,,223.13,236.79,219.27,224.97,244.42,266.20,276.27,257.60,244.80,259.01,273.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:06:07.348000,L8,97.64,200.78,246.30,253.62,263.36,282.84,288.87,375.16,336.63,323.87,355.61,360.01,239.89,277.06,276.78,281.48,272.61,263.16,255.27,236.49,237.18,252.38,273.24,314.94,314.56,316.03,368.57,336.44,,,,315.24,310.61,309.07,310.89,325.69,315.07,323.32,314.22,303.31,,,,,,,,,,,,,,,,,,320.23,,,,,,,,,,,,319.12,318.11,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:06:31.303000,L8,98.80,200.93,246.40,253.34,263.28,282.60,308.24,375.08,365.16,355.36,355.22,359.90,239.63,277.13,275.07,281.34,271.45,262.81,255.21,236.07,236.41,252.29,272.60,314.94,313.77,315.57,368.58,336.10,,,,314.55,309.87,308.64,310.39,325.41,314.51,322.75,314.01,302.52,,,,,,,,,,,,,,,,,,319.59,,,,,,,,,,,,318.62,317.74,,,,,,,,,,,,,,,,,,,,,
2021-04-01 22:05:48.357000,L8,148.10,198.31,229.38,256.37,261.01,278.48,283.64,287.84,254.54,275.79,269.75,225.82,235.56,245.70,266.51,245.99,282.70,278.40,282.61,267.15,256.82,266.03,294.64,,,,,,,,290.75,,,,,317.86,310.30,324.89,320.59,306.61,288.39,,,,,,,,,,,,,,,,,334.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 22:06:12.311000,L8,150.20,199.49,233.80,260.49,263.86,286.22,323.94,345.38,309.53,298.11,277.74,228.73,240.19,275.82,271.86,253.15,288.92,285.39,285.95,272.17,261.05,269.17,305.81,,,,,,,,295.83,303.41,341.48,310.00,313.23,325.76,349.97,327.06,324.76,309.26,291.21,,,,,,,,,,,,,,,,,335.90,,,,,,,,,,,,316.43,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:05:32.764000,L8,146.36,197.46,229.44,263.90,260.95,285.87,325.03,330.29,260.93,303.87,281.55,231.61,242.18,277.23,280.20,277.59,293.84,293.08,294.23,279.28,284.48,263.17,293.63,,,,,,,,,,,,,,,,,,,,284.50,290.01,292.72,294.63,294.02,301.87,297.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
