dates,satname,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0026,nzd0482-0027
2000-07-11 22:05:41.532000,L7,,,,,,,,,,,,,,,312.98,313.75,311.33,310.04,311.31,315.07,321.60,315.49,313.30,294.49,305.61,298.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.05,301.85,308.97,,,,,,,,,,,,,,303.86,316.93,311.55,280.69,324.07,290.50,321.05,,,,,,,,,,,,,,,,,,,,,,285.24,289.17,336.90,311.52,278.09,,,,,,,,,,,,,320.91,337.55,302.49,309.30,296.84,292.83,315.28,,,276.03,322.26,331.28,331.43,342.89,315.80,327.41,,,,,,
2000-07-27 22:05:48.258000,L7,,,,321.03,335.67,325.26,363.66,355.04,360.86,359.37,355.34,366.07,,,,,345.31,325.26,336.11,337.68,366.68,360.34,358.31,358.26,352.66,346.17,359.10,354.49,345.58,346.06,358.30,361.91,355.30,352.90,354.47,333.35,348.85,349.23,337.19,343.94,353.28,354.99,355.89,373.36,369.66,365.83,363.88,362.59,361.30,366.91,359.72,378.51,381.81,376.07,373.22,388.22,356.35,366.78,353.90,359.52,355.95,360.32,357.10,346.87,353.77,373.28,310.95,342.29,326.14,365.65,358.20,359.46,357.40,366.11,364.28,353.87,359.87,345.91,384.20,374.89,356.39,370.09,373.59,277.15,396.02,386.36,347.82,381.45,383.27,392.32,396.78,372.94,381.57,403.69,318.71,366.37,354.61,354.38,,,,371.39,377.71,381.75,378.38,296.76,398.46,,,,309.86,321.92,349.39,353.49,327.60,294.22,347.44,409.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.53,355.08
2000-08-03 22:11:31.842000,L7,,,,,315.96,322.00,325.96,319.17,325.99,330.27,329.22,330.28,337.06,357.09,361.46,342.47,362.47,356.13,353.69,336.86,391.09,385.85,388.40,336.07,403.07,374.32,,363.44,373.03,368.15,369.55,368.24,369.10,360.21,355.31,371.05,366.69,382.07,369.40,386.93,319.59,314.61,353.99,350.37,364.66,375.64,385.77,372.22,377.63,,347.99,359.00,391.47,392.11,393.75,368.58,,,,,370.66,383.98,391.66,389.78,337.59,340.23,341.28,338.49,337.65,353.35,358.38,354.80,350.60,,386.02,383.20,376.44,387.36,374.92,370.87,365.87,349.87,353.84,349.04,358.71,348.91,355.96,358.57,373.34,368.06,368.63,363.00,368.41,360.56,365.84,369.23,358.84,365.99,370.22,368.76,367.42,344.73,354.02,364.69,368.75,360.90,354.90,363.62,374.44,377.72,377.51,371.31,376.16,372.49,372.64,365.30,360.23,376.85,380.44,374.51,386.71,383.48,385.32,379.77,381.88,378.87,388.74,388.98,393.42,393.16,384.51,373.51,374.10,363.36,368.45,368.24,371.84,373.71,373.74,371.90,370.81,366.18,381.95,386.32,390.25,396.16,360.13,,,344.92,346.18
2000-08-12 22:05:17.927000,L7,305.29,309.80,282.08,305.94,326.39,320.06,331.59,317.53,322.79,324.57,325.15,331.54,336.01,350.81,339.96,335.20,349.16,333.18,324.13,334.47,341.77,350.36,334.08,322.77,319.84,331.14,354.43,379.72,368.79,385.27,387.34,382.70,354.67,354.57,374.06,380.58,352.96,354.51,377.70,353.18,347.98,344.47,346.56,356.21,356.91,388.74,362.69,337.20,387.70,344.66,332.37,310.73,317.69,321.01,326.47,333.45,363.25,373.55,377.50,372.64,377.99,389.65,347.26,331.06,335.49,315.32,338.97,304.68,388.66,392.33,360.72,349.98,352.81,359.27,371.40,381.81,376.40,409.93,,,353.77,349.28,347.82,336.05,352.99,344.50,348.34,350.42,371.53,359.38,361.58,360.16,365.97,359.30,365.83,359.65,354.32,359.40,367.48,365.85,365.60,328.33,346.74,360.59,371.95,357.89,357.94,362.04,371.03,370.85,367.54,353.83,365.91,362.11,367.98,356.81,357.06,362.72,365.23,363.61,365.79,364.77,373.99,373.98,373.90,365.78,373.20,384.94,380.97,383.08,376.22,369.45,370.80,367.23,368.00,367.97,362.53,368.88,364.49,366.43,364.88,361.08,376.68,366.16,367.07,330.81,347.68,335.67,386.54,302.15,382.81
2000-08-12 22:05:41.803000,L7,,,,311.35,325.03,320.30,331.12,317.80,321.84,323.42,324.12,331.43,336.65,350.67,339.63,335.15,350.57,336.48,323.84,332.48,344.49,348.24,333.56,322.75,319.41,329.99,354.64,378.25,368.99,345.71,336.74,341.47,322.12,355.68,373.54,381.96,350.96,354.47,377.34,352.17,348.65,345.04,348.60,357.75,355.83,,,337.49,354.13,345.13,351.39,377.11,317.90,378.92,386.35,334.38,362.44,373.15,400.52,374.23,378.89,396.46,348.70,330.80,336.31,318.96,341.10,336.23,342.38,341.44,360.94,355.83,354.27,363.14,372.12,382.75,377.33,410.49,,,355.04,352.62,348.77,337.44,353.62,345.75,347.34,351.29,372.36,359.73,306.43,324.10,325.28,323.45,323.82,323.03,315.83,361.91,367.28,366.32,366.79,330.22,350.37,360.14,371.19,358.46,357.34,330.96,342.03,330.20,322.95,355.66,366.53,364.77,368.69,357.40,357.86,364.48,366.53,363.95,367.30,374.56,375.71,376.12,375.01,370.02,374.15,385.28,383.66,383.56,376.61,371.47,371.51,369.04,369.56,370.36,365.43,370.73,366.30,367.79,367.20,362.80,378.76,368.49,368.99,301.93,348.10,378.80,385.79,316.78,380.43
2000-09-20 22:10:50.972000,L7,305.06,314.48,312.35,328.48,319.04,315.61,324.96,336.86,358.31,378.39,353.35,327.67,345.30,352.43,348.80,339.88,342.89,341.24,304.46,315.28,335.50,342.05,347.75,330.69,322.07,305.43,301.85,335.19,289.68,310.39,330.07,311.18,,323.85,307.21,290.97,336.85,325.12,308.70,318.89,341.42,323.85,,345.46,344.87,353.97,338.16,328.37,332.08,342.12,347.14,391.27,364.11,358.00,308.91,266.85,303.50,321.80,299.68,304.99,305.48,310.36,307.08,301.14,,,,,297.27,290.08,291.21,283.53,337.42,342.47,349.99,347.15,336.77,334.21,335.73,,321.00,325.70,308.30,307.89,331.11,343.88,339.15,317.70,359.55,351.22,342.06,351.04,349.96,318.18,338.84,334.42,332.13,346.32,354.52,351.93,341.55,278.35,,347.25,329.08,322.26,328.40,353.51,348.34,340.13,328.53,303.74,332.34,328.72,326.12,330.77,331.21,345.77,346.87,345.98,347.30,323.37,330.99,347.37,356.22,351.28,362.89,370.40,358.36,359.82,343.42,332.26,340.81,340.01,336.17,342.69,344.37,337.22,321.70,345.51,349.29,343.44,350.20,343.69,346.01,298.58,329.23,326.70,306.05,309.17,312.44
2000-12-18 22:04:37.758000,L7,,,,384.69,376.44,367.18,367.21,373.14,370.62,372.77,378.90,392.67,380.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.38,384.04,383.90,386.48,375.05,376.13,376.12,385.07,393.39,378.97,389.43,378.16,396.67,380.34,387.89,383.98,383.80,384.09,391.37,381.37,398.62,391.86,396.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.49,402.82,398.81,397.43,,,,396.22,,
2000-12-18 22:05:01.704000,L7,,,,382.03,375.01,363.89,364.24,372.15,367.70,372.59,376.77,388.89,378.93,,,,,,,,,,,,,,,,,,,,392.31,387.81,374.54,385.56,387.23,394.08,380.39,392.89,,,,,,,,,,,,,,,,,387.83,379.67,382.47,384.73,371.08,374.30,374.77,383.56,391.99,377.60,387.53,377.42,,378.31,383.43,379.80,381.35,382.06,387.21,380.22,394.78,387.37,394.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.64,396.03,402.38,396.25,392.99,,,,396.90,,
2001-01-03 22:04:36.218000,L7,296.93,308.89,317.28,312.62,322.11,319.88,316.29,323.58,325.08,358.70,339.34,365.23,368.47,,,386.71,369.49,336.96,309.38,297.88,317.18,315.75,301.62,301.49,310.27,291.79,302.42,287.66,346.24,356.99,326.43,327.71,359.07,352.99,349.55,355.16,345.35,345.61,346.96,334.22,349.79,299.20,331.01,344.59,352.91,357.84,347.29,341.90,356.72,361.96,385.12,364.33,347.64,341.55,294.95,347.70,373.66,358.21,360.16,357.89,338.27,347.63,336.12,361.32,365.31,358.88,339.54,368.95,385.31,354.17,353.25,386.44,349.90,355.47,348.43,381.14,374.62,353.08,259.57,352.40,278.37,326.23,376.32,365.60,379.44,375.71,378.02,368.39,379.39,383.63,366.33,363.03,366.79,362.73,356.17,352.29,358.08,360.73,360.86,353.11,359.81,316.16,353.60,358.96,361.77,353.21,355.62,360.19,366.74,364.05,369.61,366.63,361.97,356.51,368.77,360.69,358.07,361.00,364.22,363.08,368.77,370.09,367.84,363.69,362.12,358.03,361.03,363.84,363.61,364.71,357.86,352.42,357.80,355.46,361.28,366.04,364.72,368.38,367.34,365.15,366.35,356.42,364.77,352.89,350.25,353.28,369.71,378.24,367.51,291.75,292.76
2001-01-03 22:05:00.181000,L7,299.53,312.05,319.62,316.53,323.07,328.16,343.02,329.84,327.99,362.63,340.97,367.25,,,,387.34,370.93,354.14,311.72,299.61,316.50,317.93,301.97,301.64,310.63,293.63,302.90,287.04,344.65,280.23,325.27,328.68,360.45,354.31,349.84,354.53,347.30,345.63,348.03,335.40,350.52,352.80,331.79,345.05,352.65,357.64,348.46,342.18,357.25,360.21,385.07,366.41,348.43,341.98,349.45,376.02,373.88,358.99,357.98,359.59,338.97,347.20,336.48,361.52,365.04,358.13,338.18,367.58,387.43,354.98,357.51,388.59,350.40,356.04,349.15,380.10,375.25,353.22,357.89,382.90,387.98,374.68,375.81,367.19,380.73,376.98,378.54,367.58,380.46,382.67,365.91,364.77,367.68,363.40,354.70,351.66,357.48,361.11,363.56,353.21,363.58,329.80,352.24,358.62,362.62,351.95,355.88,357.06,366.24,363.49,368.26,364.21,361.26,355.93,366.72,360.09,356.88,358.57,362.28,362.01,367.34,368.06,366.44,361.64,360.15,355.49,359.12,363.41,362.11,362.54,355.99,349.42,355.00,353.46,358.33,363.85,363.48,366.73,365.03,363.05,363.34,354.22,362.96,350.73,348.61,386.68,369.70,378.79,368.10,292.29,292.72
2001-02-20 22:04:36.568000,L7,320.63,321.22,327.05,328.50,339.65,343.40,347.17,341.06,344.15,344.54,354.70,345.25,346.70,365.57,369.73,354.36,350.01,355.00,358.56,352.88,355.20,355.61,367.45,355.68,351.05,338.01,347.30,362.48,364.94,361.22,365.94,365.85,360.06,361.53,350.77,341.34,346.58,347.76,331.26,342.27,343.16,343.70,341.91,343.61,349.22,371.90,356.29,336.76,334.83,349.17,351.26,347.53,356.30,356.14,352.18,359.08,353.45,364.45,349.77,350.49,333.18,340.91,346.05,355.97,355.60,349.29,340.04,336.38,339.64,366.21,361.75,361.12,375.05,369.48,370.43,357.52,367.93,359.86,356.67,346.51,369.78,357.10,368.05,361.05,366.27,361.22,362.00,365.32,367.50,362.00,351.88,356.58,363.08,370.91,379.44,376.35,376.57,378.66,382.83,378.25,376.32,352.72,365.75,379.42,375.33,379.86,379.73,383.41,388.08,397.15,380.59,382.12,381.04,385.18,386.69,385.57,381.72,379.59,386.77,390.02,387.67,402.77,400.07,393.46,391.63,388.14,390.56,394.07,399.46,403.81,390.54,381.72,387.18,381.78,381.02,383.21,383.79,385.86,391.59,384.91,388.76,385.92,395.11,375.73,368.65,354.77,,383.84,362.02,351.60,344.68
