dates,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0015,nzd0467-0042,nzd0467-0071,nzd0467-0029,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0038,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037
2015-10-17 22:14:14+00:00,307.0375,303.96,302.935,300.9775,301.645,304.97249999999997,313.5725,314.2725,316.37000000000006,318.85,325.0225,321.72,297.2675,324.2325,325.60749999999996,325.0033333333333,325.1766666666667,316.42333333333335,321.99,323.77750000000003,324.7675,331.37,327.3425,316.4733333333333,328.55,325.09666666666664,323.97,323.05,327.945,317.105,329.6525,324.465,324.6466666666667,319.19666666666666,316.77333333333337,319.63250000000005,317.2875,316.7075,313.82500000000005,311.9,309.39250000000004,309.275,309.145,303.575,300.315,297.515,299.1025,298.12,293.2733333333333,186.84333333333333,261.115,298.815,295.63,309.295,315.6675,317.1225,318.37,325.4625,327.765,327.3575,331.7475,328.04999999999995,322.89750000000004,320.2025,315.93,311.49666666666667,308.09999999999997,307.7466666666666,305.56,313.3725,309.2033333333333,310.98999999999995,310.14250000000004,315.2875,315.3966666666667,312.7166666666667,318.08500000000004,310.78000000000003,314.64,313.82750000000004,312.3766666666667,310.1133333333333,308.1,308.28333333333336,306.84666666666664,305.2975,302.0425,294.355,289.155,290.2925,283.8275,283.495,288.8725,292.3975,289.1225,290.915,286.755,275.7025,273.2575,274.2375,318.745,317.92499999999995,319.03,330.83,323.07500000000005,313.01,230.94250000000002,315.98333333333335,318.25333333333333,318.08,316.3733333333333,315.2633333333333,311.045,326.0333333333333,271.51,275.82,283.495,259.93,312.69,311.61333333333334,320.52,,311.44,,,,,,,,,,,,
2015-11-18 22:14:20+00:00,308.15,305.038,303.572,301.948,302.394,305.12199999999996,313.5725,313.332,315.65,318.09000000000003,323.63599999999997,320.17,300.72999999999996,323.45799999999997,324.46799999999996,322.4675,323.83000000000004,315.9125,321.99,323.77750000000003,324.7675,331.37,327.3425,316.4733333333333,328.55,325.09666666666664,323.97,323.05,327.945,317.105,329.6525,323.206,323.25,320.28,317.0425,318.44,316.442,315.67600000000004,312.526,311.23199999999997,308.688,307.84799999999996,307.602,302.258,299.152,296.78200000000004,298.326,295.615,291.3425,189.10999999999999,264.29200000000003,296.65999999999997,293.598,307.906,314.164,315.964,317.6,323.844,326.634,326.49,331.738,328.02599999999995,322.132,318.988,314.384,309.8225,306.43,306.005,304.395,312.21000000000004,308.1125,310.74,309.764,315.004,315.09250000000003,313.1025,317.102,312.15250000000003,313.914,313.10800000000006,312.885,308.9975,307.4775,306.7,304.2975,303.158,300.34,293.354,289.088,289.004,283.526,283.13,287.718,290.92199999999997,288.54,288.91999999999996,285.57,275.316,272.674,273.13,315.43666666666667,314.88666666666666,315.97333333333336,324.67499999999995,321.22,309.95666666666665,228.77000000000004,315.98333333333335,318.25333333333333,318.08,309.34,315.91499999999996,313.634,324.7525,270.372,274.008,281.748,258.964,307.7633333333333,311.4575,320.52,,311.44,,,,,,,,,,,,
2016-01-21 22:14:17+00:00,314.07,309.78999999999996,308.395,307.3425,308.18,306.95750000000004,316.2133333333333,314.83,316.95,318.1175,323.755,318.185,317.82,323.645,324.52,319.7,322.52666666666664,317.74,322.31,322.2133333333333,323.75,330.68666666666667,327.6533333333333,303.09666666666664,325.60333333333335,322.3633333333333,324.62333333333333,320.95,326.86666666666673,328.3466666666667,326.93666666666667,322.38250000000005,321.325,319.9375,314.71500000000003,317.395,315.4625,314.635,311.09499999999997,310.85749999999996,308.055,306.09000000000003,306.2,300.92,297.48749999999995,296.1725,298.465,292.305,289.8825,189.97,273.5825,296.845,291.5425,306.3075,311.9775,313.995,316.6725,321.0025,325.99,325.21000000000004,332.3125,328.1775,320.7275,318.0875,312.7225,306.1466666666667,303.1566666666667,301.0,301.2733333333333,312.055,306.3733333333333,310.15000000000003,310.5825,315.135,314.6933333333333,314.36999999999995,318.9375,316.9,313.6475,312.6575,313.6333333333334,307.3033333333333,307.1766666666667,302.83,298.59,299.65,298.2475,292.1825,289.5425,287.6125,283.69,283.55499999999995,286.85,288.39,288.71,287.735,284.3425,277.10749999999996,274.2725,276.34749999999997,311.68,311.60333333333335,312.75,317.38,316.9266666666667,307.04,227.76,326.815,324.68499999999995,326.78499999999997,312.07,323.91666666666663,326.2975,324.6625,274.5225,276.40999999999997,284.95500000000004,258.66499999999996,301.29,308.6275,320.52,,311.44,,,,,,,,,,,,
2016-04-26 22:13:44+00:00,312.1266666666667,307.32,305.44,305.31666666666666,305.84666666666664,305.02000000000004,311.94,312.3833333333334,314.31333333333333,315.7266666666667,319.7366666666667,318.30333333333334,316.6466666666667,322.38,321.3066666666667,316.43333333333334,321.5033333333334,315.8933333333334,321.21500000000003,320.2,325.69,328.765,323.395,308.13,323.65999999999997,318.905,311.81,318.775,323.96000000000004,325.7,323.92999999999995,319.50333333333333,319.79333333333335,315.2966666666666,312.30333333333334,314.4066666666667,313.55,312.28000000000003,308.81333333333333,309.68666666666667,306.4666666666667,304.28,303.84333333333336,297.9533333333333,295.9533333333333,294.61,296.1133333333333,287.81333333333333,285.8933333333333,189.02666666666667,247.61333333333334,293.48,286.69,304.2766666666667,310.00666666666666,312.09,313.80333333333334,319.3933333333333,321.86,323.63333333333327,332.31333333333333,329.3233333333333,320.4766666666667,316.01666666666665,310.1433333333334,305.06333333333333,301.29,300.2233333333333,301.14,306.8333333333333,305.58,310.4633333333333,308.7166666666667,314.10999999999996,314.4733333333333,314.4966666666666,314.16,318.2633333333333,311.6933333333333,311.57,313.92333333333335,307.96333333333337,307.34,303.4266666666667,300.4433333333333,297.58666666666664,296.22333333333336,291.32,290.9533333333333,286.8833333333334,284.2033333333333,286.44,287.18666666666667,287.75666666666666,289.2,283.89333333333326,283.6766666666667,276.89,273.8933333333334,276.81666666666666,312.15999999999997,312.12000000000006,313.68,318.75666666666666,316.86666666666673,308.0266666666667,228.54333333333332,314.94,316.92,,288.24,317.87,323.6766666666667,321.02333333333337,276.11,276.94,285.67333333333335,258.5633333333333,289.4066666666667,305.82666666666665,,,,,,,,,,,,,,,
2016-05-12 22:13:44+00:00,311.765,307.4775,305.18,304.53499999999997,305.26,304.9775,310.31666666666666,311.995,313.90250000000003,315.605,319.8025,318.2075,316.5525,321.06,321.765,316.52,321.12,315.89750000000004,320.98,321.43,323.225,328.46666666666664,324.8966666666667,313.5333333333333,323.78,319.7633333333333,314.88,319.7133333333333,323.34999999999997,324.73,323.68,319.6875,318.5475,312.25749999999994,303.28,314.2525,313.3325,311.64000000000004,308.275,309.40000000000003,306.0325,303.985,303.38750000000005,298.0625,296.0425,294.0833333333333,295.615,287.01,285.8933333333333,186.1925,242.3675,292.425,285.2,304.75250000000005,309.98749999999995,311.9825,313.48,319.6825,321.90500000000003,322.875,332.11749999999995,329.535,320.62,316.4675,309.9075,305.73249999999996,301.27500000000003,300.0075,300.85749999999996,306.385,305.60249999999996,308.6475,308.9475,313.1725,314.35,313.97999999999996,313.755,316.64,310.6725,311.0125,312.90500000000003,307.925,307.2975,304.5175,301.10749999999996,299.89250000000004,297.1275,291.8125,291.01,287.5475,284.315,285.935,288.0125,288.925,288.025,284.42749999999995,284.26,276.72749999999996,274.875,277.35249999999996,312.15999999999997,312.12000000000006,313.68,318.75666666666666,316.86666666666673,308.0266666666667,229.535,314.94,316.92,,288.24,317.87,323.59000000000003,321.07500000000005,276.14750000000004,279.265,285.28999999999996,260.86749999999995,275.485,305.82666666666665,,,,,,,,,,,,,,,
2016-06-29 22:14:02+00:00,312.0725,307.96,305.31,304.6075,305.21666666666664,305.4875,311.5775,314.5425,315.665,316.74,321.635,319.9275,318.20000000000005,323.01666666666665,323.37,318.3925,322.27,316.8125,322.7525,321.7775,323.6766666666667,330.025,325.98,316.7575,325.28,319.7633333333333,314.88,319.7133333333333,323.8925,325.4433333333333,324.78999999999996,320.635,309.9425,308.49999999999994,284.2825,315.2925,313.775,311.915,309.50250000000005,309.9,306.4725,304.65250000000003,304.745,299.3725,296.995,294.7633333333333,296.435,286.64666666666665,286.065,183.6875,231.065,292.7475,286.245,306.2975,311.39250000000004,313.05,314.2375,322.7925,322.5575,322.925,331.78999999999996,329.6925,320.86,316.84749999999997,311.07,307.4975,301.735,300.2825,300.8433333333333,306.1325,306.1025,307.16999999999996,309.4425,312.02750000000003,314.22749999999996,313.62,312.1,314.9875,307.6875,310.9275,312.625,308.9975,307.86,305.3733333333333,302.5933333333333,301.6566666666667,298.32666666666665,292.6333333333334,291.74,288.78,284.98,287.3566666666667,289.65,290.2266666666667,288.62999999999994,285.59,285.40333333333336,277.7133333333333,272.63,275.5825,313.67333333333335,313.2966666666667,315.59000000000003,318.875,316.5450000000001,310.115,232.68666666666664,314.94,316.92,,,,324.475,321.5725,274.4825,277.97249999999997,281.9075,259.8175,277.945,304.59,,,,,,,,,,,,,,,
2016-07-15 22:14:10+00:00,312.382,308.164,305.43,305.15999999999997,306.03499999999997,305.90200000000004,312.828,314.5425,316.038,317.16999999999996,321.92600000000004,320.244,317.744,323.11,324.264,318.416,322.142,316.748,322.65,321.698,324.3225,329.842,326.858,318.87199999999996,324.898,319.7633333333333,314.88,319.7133333333333,323.822,316.8675,325.14,320.782,311.202,310.635,289.51,314.81,314.252,313.562,309.824,310.454,306.69,304.586,305.04,299.72200000000004,298.514,295.35999999999996,296.452,281.3625,285.1766666666667,183.598,230.942,291.65600000000006,285.724,305.61,311.156,312.814,314.368,323.50600000000003,322.6,322.976,331.42199999999997,328.98,320.58000000000004,315.77799999999996,310.172,307.488,301.996,300.43199999999996,300.96,305.75,305.26800000000003,307.296,308.874,311.702,313.702,312.964,311.284,313.898,307.79200000000003,310.20799999999997,311.648,308.22799999999995,307.345,306.59,304.25250000000005,302.3025,298.555,292.745,291.71500000000003,289.15,285.255,287.31,289.59000000000003,290.40000000000003,288.435,285.86249999999995,286.4875,276.685,272.534,274.744,313.2475,313.265,316.43666666666667,318.875,316.8733333333334,306.19,231.86499999999998,322.44,318.855,300.23,317.05,318.27,324.632,321.87,273.09000000000003,276.146,282.698,259.282,283.562,303.925,,,,,,,,,,,,,,,
2016-09-01 22:14:24+00:00,312.994,309.882,306.158,305.646,307.945,306.654,314.21999999999997,315.91499999999996,317.318,317.96400000000006,322.222,321.35400000000004,318.112,323.235,324.402,318.11199999999997,321.742,316.87800000000004,323.354,321.88399999999996,325.204,330.178,326.656,326.284,325.43399999999997,319.93499999999995,309.355,321.195,323.896,315.565,324.808,320.556,306.14,308.92,284.448,314.47999999999996,314.04200000000003,313.014,309.736,309.79200000000003,306.346,304.154,304.16999999999996,299.268,298.432,295.3566666666666,296.4075,280.62,282.21,183.542,230.442,290.258,284.914,304.674,310.558,312.422,314.366,324.358,322.55,322.78999999999996,329.418,327.312,319.84,313.50600000000003,309.594,307.916,301.81399999999996,300.446,300.71500000000003,304.90200000000004,303.874,306.43199999999996,307.51599999999996,310.742,312.54,311.566,308.01000000000005,310.87600000000003,304.938,308.666,309.48,306.246,304.86,305.8125,304.0425,302.225,298.16999999999996,290.92,288.365,287.455,283.6825,285.32,288.05,287.605,286.63750000000005,284.5,283.3575,274.2525,269.92199999999997,271.264,311.66,312.0875,315.6366666666667,321.51,316.30333333333334,303.99666666666667,231.83,316.82666666666665,318.32,300.23,317.05,318.27,325.35,321.762,268.966,272.06,277.09799999999996,258.36,284.1,309.78499999999997,,,,,,,,,,,,,,,
2017-02-08 22:14:10+00:00,313.525,310.15999999999997,306.095,305.995,310.285,306.45,313.96500000000003,316.08000000000004,321.11,317.69,322.02,322.16,319.815,324.66999999999996,323.61,315.98,321.86,317.26,323.13,320.385,325.905,327.975,321.42,325.555,323.725,298.08,327.17,321.08,324.72,320.49,322.665,319.5,304.855,315.4,296.99,313.895,313.85,311.33000000000004,310.015,309.93,307.265,304.515,303.77,297.98,296.74,295.94,297.6,285.73,277.815,187.21,239.29000000000002,293.4,288.18,302.48,309.83,311.9,313.315,321.65,322.92499999999995,324.41999999999996,327.85,326.28,319.105,312.64,309.91999999999996,307.78999999999996,301.57500000000005,301.755,301.805,305.005,303.605,309.615,307.515,313.015,313.345,312.16999999999996,306.395,314.48,304.53999999999996,308.2,309.30999999999995,304.265,302.07500000000005,300.5,298.48,296.37,295.28999999999996,287.25,282.69,282.975,280.905,284.88,284.76,282.46500000000003,285.65,283.09000000000003,278.505,273.575,269.895,267.605,310.475,310.53999999999996,312.395,319.5,315.445,303.70000000000005,,311.19,316.69,,305.7,315.51,325.78,321.09000000000003,269.605,267.39,270.815,260.875,308.355,303.855,,,,,,,,,,,,,,,
2017-06-16 22:13:55+00:00,313.54999999999995,308.885,306.17499999999995,304.86,305.995,305.99,310.635,314.65999999999997,,316.355,320.68,319.755,319.83000000000004,322.70500000000004,322.33000000000004,320.04499999999996,323.45500000000004,318.695,301.21,321.62,323.775,328.3,324.115,326.06,325.32500000000005,310.865,324.995,321.08,325.6,,325.16,322.605,314.375,315.4,305.64,316.35,314.66499999999996,310.765,309.385,310.65999999999997,307.425,305.07,304.54499999999996,301.275,299.21000000000004,296.175,299.625,279.31,284.555,185.7,238.445,297.145,292.075,306.73,312.46000000000004,313.61,314.90999999999997,324.21,324.36,325.41499999999996,331.525,330.305,321.005,319.06,312.15999999999997,310.575,304.005,302.795,303.19,307.025,307.275,309.755,311.265,312.75,314.65,313.605,311.07,316.46,307.935,310.81,314.12,310.05,306.82,304.365,301.005,302.08000000000004,299.46500000000003,291.25,287.825,288.02,281.45,288.03999999999996,287.005,289.39,286.305,288.155,281.005,273.76,272.18,269.11,311.975,312.65,315.305,319.72,317.155,287.615,229.44,316.78,316.13,,305.7,315.51,324.79499999999996,322.27,270.11,268.605,273.41499999999996,262.32500000000005,309.04,292.88,,,,,,,,,,,,,,,
2017-08-03 22:14:11+00:00,313.54999999999995,308.885,306.17499999999995,304.86,305.995,305.99,310.635,314.65999999999997,,316.355,320.68,319.755,318.18666666666667,320.96000000000004,322.33000000000004,318.65333333333336,322.55,308.49666666666667,307.15,320.33,321.87,327.2866666666667,323.45,324.3333333333333,322.1433333333334,310.865,324.995,321.08,325.6,,325.16,322.605,314.375,315.4,305.64,313.5133333333333,312.8533333333333,310.765,309.07666666666665,309.29,306.42333333333335,303.43666666666667,302.99,300.1933333333333,297.97333333333336,294.12666666666667,296.0833333333333,279.31,284.555,185.7,224.46666666666667,297.145,285.2033333333333,305.2633333333333,311.58,313.2266666666667,314.8233333333333,322.7733333333333,323.03999999999996,324.93,330.34999999999997,327.86,318.85999999999996,314.06666666666666,312.15999999999997,309.9633333333333,304.21,302.03000000000003,302.11,306.5833333333333,306.26666666666665,308.45666666666665,309.05333333333334,311.85999999999996,313.3433333333333,311.64,308.95666666666665,305.34999999999997,307.90333333333336,308.81333333333333,311.50666666666666,310.05,306.82,304.365,301.005,302.08000000000004,299.46500000000003,291.25,287.825,288.02,281.45,288.03999999999996,287.005,289.39,286.305,288.155,281.005,270.2233333333333,267.7766666666667,266.04333333333335,311.975,314.1366666666667,315.305,319.72,317.155,287.615,229.44,316.78,316.13,,305.7,315.51,324.79499999999996,322.27,266.49333333333334,265.37666666666667,270.58666666666664,259.78333333333336,310.295,292.88,,,,,,,,,,,,,,,
2017-11-07 22:14:29+00:00,314.595,311.87,307.435,305.96500000000003,306.91499999999996,308.125,312.43,315.28499999999997,316.26,317.26,319.94,319.83500000000004,318.6333333333333,319.7966666666667,322.17,320.2233333333333,323.34000000000003,309.82,308.13333333333327,321.12,321.265,329.57666666666665,325.4166666666667,326.21999999999997,323.31333333333333,323.24,325.745,325.6,328.81,327.73,326.1,324.35,315.86,320.37,308.86,314.8833333333333,313.48333333333335,310.9,309.7866666666667,309.27333333333337,306.0566666666667,302.96666666666664,301.94666666666666,300.83666666666664,298.13,294.74,297.3933333333333,282.57500000000005,291.695,186.06,211.09499999999997,295.56,282.80333333333334,304.34999999999997,310.8566666666666,313.1466666666667,315.2033333333333,323.0233333333333,323.39000000000004,324.89000000000004,330.3633333333333,326.75,318.1233333333333,316.05,313.03499999999997,310.5133333333333,304.38,302.0266666666667,302.05999999999995,306.2,306.68333333333334,307.96333333333337,309.96,311.53333333333336,312.67,311.2,308.43,305.1766666666667,307.62,308.12999999999994,310.3633333333333,309.53,305.845,304.315,301.035,301.555,298.74,291.19500000000005,288.15999999999997,288.695,281.145,284.825,284.73,289.82500000000005,285.79,285.475,280.28499999999997,269.56666666666666,265.9266666666667,266.89666666666665,310.615,313.6933333333333,314.74,318.64,314.635,288.8,230.015,276.92,295.46,288.02,277.69,281.11,301.985,297.17,265.5566666666667,265.24333333333334,272.01666666666665,257.44666666666666,305.33500000000004,318.92,322.86,,316.85,,305.23,315.18,,,,,,,,,
2018-02-11 22:14:02+00:00,314.85,311.07,306.13,305.725,306.41499999999996,307.72,310.29499999999996,313.85,315.825,317.12,320.385,320.135,320.79499999999996,320.9,324.26,321.175,324.66,320.65999999999997,323.025,322.47,321.84,329.19,324.225,328.17999999999995,325.61,324.9,327.95500000000004,323.44,327.575,327.775,,324.02,319.64,320.875,314.615,319.005,316.655,312.96000000000004,312.385,311.9,307.34,304.28,302.52,301.72,298.83,297.78,301.53,292.73,291.57,191.34,,294.95,286.68,302.58,309.84,313.775,314.935,321.755,324.96,325.04999999999995,333.71500000000003,329.18,321.90999999999997,321.765,317.02,311.505,304.53499999999997,302.595,302.48,306.53499999999997,307.65,310.375,313.755,313.30499999999995,314.71500000000003,313.66499999999996,312.43,321.845,311.265,309.97,311.51,313.69,307.64,303.26,298.70500000000004,297.935,296.875,291.78,291.475,287.735,284.48,285.585,286.03,290.345,287.545,282.03,285.77,274.235,272.065,273.78,312.02,312.695,316.345,319.15,315.63,311.905,230.59,280.63,297.40999999999997,293.225,284.16999999999996,284.78,277.17,273.38,269.245,269.24,281.745,257.18,303.03499999999997,315.46500000000003,322.86,,317.94500000000005,,305.23,315.18,,,,,,,,,
2018-03-31 22:13:39+00:00,315.165,310.88666666666666,306.27666666666664,306.26,307.2233333333333,307.72,311.46999999999997,314.17333333333335,316.3633333333333,317.90000000000003,321.27,320.62333333333333,320.84999999999997,322.6066666666666,324.24,320.8,324.37,320.87,323.16333333333336,322.22,323.51,329.06333333333333,324.58,327.78999999999996,324.14,324.41333333333336,327.95666666666665,323.2733333333333,327.575,327.7966666666667,324.75,323.51666666666665,318.36333333333334,320.3333333333333,314.24666666666667,318.4266666666667,316.5233333333333,313.8833333333334,312.36,312.03499999999997,307.84,305.24,304.37,301.93,299.67499999999995,298.275,299.95,292.85,293.195,191.34,,297.13,289.20000000000005,305.89,312.46,314.67,316.8933333333334,322.74333333333334,325.2733333333333,326.75333333333333,334.33,331.2266666666667,322.74666666666667,321.82666666666665,317.01666666666665,311.77,305.54333333333335,303.05,303.12666666666667,307.65333333333336,308.52,311.2366666666667,313.5833333333333,314.34666666666664,315.86333333333334,314.23333333333335,316.28999999999996,320.6566666666667,312.48333333333335,311.0,311.7,313.57666666666665,309.6566666666667,304.7033333333333,300.71000000000004,298.97333333333336,297.53333333333336,292.45666666666665,292.84,288.67333333333335,284.99333333333334,287.84666666666664,287.64000000000004,291.2133333333333,288.81666666666666,283.09999999999997,287.1166666666667,275.0466666666667,273.71,276.45,312.02,312.695,316.345,319.15,315.63,311.905,228.61,283.8,298.52666666666664,294.76666666666665,284.51666666666665,286.23333333333335,276.7,272.46666666666664,270.95666666666665,271.87666666666667,283.7366666666667,258.0733333333333,303.03499999999997,316.15333333333336,322.86,,317.24,,305.23,315.18,,,,,,,,,
2018-04-16 22:13:30+00:00,315.04,310.525,306.27666666666664,306.6375,307.405,307.7633333333333,311.9575,314.445,317.0025,318.0025,321.185,320.2875,320.385,323.24,323.8275,321.0675,324.2633333333333,321.14,323.0225,322.125,324.09666666666664,329.25,324.9225,327.91249999999997,324.2633333333333,323.8625,327.6325,322.8125,327.1933333333333,327.815,324.53,323.01,317.905,319.825,313.51,317.98,316.055,313.925,312.1275,311.51,307.4433333333333,305.39666666666665,304.75333333333333,301.68333333333334,299.5133333333333,297.81333333333333,299.46999999999997,293.1,293.42333333333335,191.34,,297.4166666666667,289.96333333333337,306.38,312.43666666666667,314.4,317.21000000000004,322.7475,324.66999999999996,327.1625,334.5175,330.995,322.7975,321.8275,316.86,311.49,305.49,303.13,303.62,308.3325,308.7075,311.1425,313.1675,314.605,315.985,314.02750000000003,315.63,320.1625,312.995,310.9075,311.395,313.63,310.365,305.135,301.9425,299.37,298.355,292.8075,293.4375,289.20500000000004,285.52,289.3625,288.42,291.93,289.6975,283.97249999999997,287.515,276.78000000000003,274.185,277.44,311.4766666666667,312.88666666666666,316.25333333333333,319.0,315.62666666666667,311.6333333333333,228.04333333333332,294.1,304.33,301.90250000000003,294.1875,296.2725,276.7,284.72249999999997,272.8125,273.21,284.54,258.01750000000004,294.01,316.55,322.86,,316.4475,,305.23,315.18,,,,,,,,,
2018-05-18 22:13:10+00:00,315.13500000000005,309.61999999999995,306.2049999999999,306.71999999999997,307.3733333333333,307.62,312.10999999999996,314.58,317.25,318.4633333333333,321.78000000000003,320.5066666666667,320.2366666666667,324.00333333333333,324.00666666666666,320.95,324.06499999999994,321.10999999999996,322.6033333333333,322.16333333333336,324.09666666666664,328.4166666666667,324.8933333333334,327.03999999999996,323.59,324.2066666666667,327.28666666666663,321.8833333333333,326.385,327.8433333333333,324.53,322.69666666666666,317.87999999999994,319.6433333333333,312.0,317.52333333333337,315.9266666666667,314.48,311.9266666666667,311.315,307.495,305.955,305.87,301.66499999999996,299.855,297.83,298.44,293.285,294.35,,,298.65,291.605,308.28,301.05,314.84666666666664,318.0033333333334,322.97,324.67999999999995,327.6466666666667,334.8566666666666,331.69,323.8466666666667,320.3633333333333,317.48,311.60333333333335,306.03000000000003,302.84666666666664,303.7966666666667,308.85999999999996,308.82666666666665,311.2933333333333,312.64000000000004,314.53000000000003,316.2866666666667,313.83000000000004,317.23,319.7766666666667,313.81333333333333,311.41333333333336,311.57666666666665,315.50333333333333,312.16,306.45,303.11999999999995,300.87333333333333,299.39000000000004,293.75,294.85999999999996,289.83666666666676,286.14666666666665,290.56,290.0266666666667,293.24666666666667,290.39666666666665,284.71666666666664,288.72666666666663,276.71333333333337,275.02,278.20666666666665,312.30500000000006,313.9,317.95,319.83000000000004,317.775,313.465,226.76999999999998,299.82666666666665,307.28666666666663,306.53000000000003,299.68666666666667,301.32666666666665,275.44,289.0533333333333,272.46,273.59999999999997,284.87000000000006,257.6633333333334,291.455,315.76,,,316.31333333333333,,,,,,,,,,,,
2018-07-21 22:13:25+00:00,314.31666666666666,309.65,306.67333333333335,306.23249999999996,307.6475,308.6666666666667,312.37,314.975,317.3875,318.2875,321.9375,320.5725,320.1825,323.2625,324.00666666666666,321.205,323.96999999999997,320.6275,322.71500000000003,322.5875,323.29499999999996,329.0025,326.1575,326.6275,324.42333333333335,324.2066666666667,327.28666666666663,321.8833333333333,326.09666666666664,327.23,324.96666666666664,322.66999999999996,317.87999999999994,318.82,311.84250000000003,317.02,315.4575,313.4325,311.6175,310.66,307.4166666666667,305.6066666666666,304.25666666666666,301.37333333333333,299.68333333333334,296.09999999999997,296.7866666666667,291.07,294.35,187.24,233.64,291.1066666666666,290.18333333333334,307.8566666666666,303.8475,314.545,317.0575,322.97,324.5425,326.65999999999997,332.4675,330.21,322.8575,319.2375,314.9475,311.345,305.935,302.79499999999996,303.69500000000005,308.2975,308.0025,310.61249999999995,312.4275,313.8575,315.83000000000004,313.18,314.4066666666667,316.735,312.04,310.3925,310.7825,313.615,310.1875,307.68499999999995,303.5,301.7075,299.36,293.4225,292.57,289.725,284.9475,288.9075,288.61,292.825,288.53499999999997,284.23249999999996,289.1025,275.2225,273.195,275.5525,312.06333333333333,313.75666666666666,317.83,319.47333333333336,317.93,309.07,227.55999999999997,306.92999999999995,311.6525,310.0725,304.53,304.66999999999996,275.44,297.34749999999997,270.3075,271.6675,282.3525,257.76750000000004,269.92,312.6975,,,316.31333333333333,,,,,,,,,,,,
2018-09-07 22:13:48+00:00,311.36,306.86,302.7866666666667,303.3175,305.77250000000004,306.1333333333333,311.1575,313.22,318.05333333333334,318.51000000000005,320.235,318.54499999999996,317.4975,321.2825,320.3233333333333,318.78000000000003,320.8825,318.2475,321.1075,320.1425,321.435,327.395,323.7,321.855,324.42333333333335,322.82500000000005,327.30999999999995,322.185,325.97499999999997,327.03333333333336,324.96666666666664,322.19666666666666,316.16999999999996,317.96666666666664,312.06,313.365,312.1375,310.6625,309.49,309.1825,305.6075,303.13,301.58,299.3875,297.5,296.09999999999997,296.7866666666667,291.07,294.35,185.52,229.785,284.47749999999996,286.1775,304.9175,303.852,311.755,313.53000000000003,320.82500000000005,322.0,324.7975,330.49249999999995,327.60249999999996,319.5575,315.995,304.535,308.27,304.015,300.17999999999995,301.66999999999996,306.12,305.0725,306.825,308.755,311.7,314.03999999999996,310.645,308.6725,309.5125,302.40000000000003,310.34,310.32,303.8025,303.39,305.335,301.9275,299.85249999999996,299.6466666666667,293.37000000000006,287.305,290.24666666666667,282.41,290.0766666666667,288.66,284.93499999999995,284.4,284.86999999999995,286.9975,274.4075,271.035,273.945,310.985,313.37,316.83000000000004,318.73,316.93,305.68499999999995,227.55999999999997,314.46,315.75,313.9533333333333,309.1566666666667,310.0766666666666,275.76,304.78666666666663,270.3025,271.66999999999996,280.765,259.575,256.2633333333333,312.9266666666667,,,314.94999999999993,,,,,,,,,,,,
