dates,satname,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,nzd0097-0007,nzd0097-0023
2023-03-13 22:11:47.152000,L8,,343.78,343.11,327.78,321.67,318.57,320.69,330.83,323.28,328.06,330.92,333.57,330.37,332.10,322.90,322.76,323.72,325.91,317.93,321.54,328.96,329.06,318.24,317.74,315.71,320.82,227.73,326.37,321.05
2023-03-21 22:11:55.188000,L9,386.87,403.06,405.38,390.78,361.92,374.42,374.47,378.56,364.74,402.26,387.92,387.41,,,,,399.54,371.13,364.91,357.82,363.51,372.48,353.12,346.69,345.76,363.63,366.93,356.61,352.48
2023-05-24 22:11:17.213000,L9,,,,,,,,,,,,,,289.17,301.34,307.28,304.98,310.16,304.03,300.13,304.91,,,,,,,,
2023-06-01 22:11:07.279000,L8,,334.12,330.52,320.36,316.61,315.51,320.27,327.88,323.11,295.57,325.42,322.11,326.46,324.32,321.10,320.10,319.07,322.45,313.66,317.91,324.84,324.38,315.40,316.50,316.37,176.96,328.70,322.80,323.04
2023-06-09 22:11:12.914000,L9,,,,,,,,,,,,,289.10,294.35,295.62,300.27,298.20,302.09,,,,,,,276.41,282.51,276.25,,
2023-06-17 22:11:17.056000,L8,,336.47,334.65,325.01,318.13,316.95,322.48,328.60,322.97,296.40,327.89,318.66,328.51,326.45,323.04,320.64,317.03,323.99,317.41,318.40,328.54,329.65,321.15,317.81,317.49,319.29,332.49,323.46,323.65
2023-06-25 22:11:08.216000,L9,,,,,,,,,,,,,,,,,,,,,,,,15.89,136.65,298.96,302.14,,
2023-07-11 22:11:24.365000,L9,,334.52,326.80,323.58,317.04,316.70,320.12,328.09,,295.74,323.13,316.79,327.16,325.49,320.96,318.04,317.73,323.10,312.58,320.35,327.95,329.11,319.35,318.61,317.08,320.80,330.55,324.51,321.58
2023-07-27 22:11:26.959000,L9,,337.46,340.06,325.45,322.13,318.14,324.05,330.50,324.42,294.49,325.91,326.92,326.30,323.63,318.42,318.02,317.32,324.27,313.45,319.34,330.77,328.04,320.40,319.50,316.79,319.51,331.92,326.62,324.29
2023-08-28 22:11:44.258000,L9,,335.32,334.74,323.81,315.37,315.05,319.38,326.14,322.28,292.93,323.70,316.58,324.21,323.69,317.19,317.77,316.34,320.61,313.66,317.42,327.89,329.77,320.34,319.18,315.66,318.58,331.48,322.39,324.06
2023-09-13 22:11:53.459000,L9,,,,,,,,,,289.86,322.60,311.98,319.04,317.47,310.17,311.79,314.90,318.02,309.94,315.86,320.58,322.82,312.82,312.28,311.53,315.75,326.29,,314.24
2023-10-07 22:11:57.146000,L8,,,,,,,,,,,315.01,305.68,313.92,310.52,307.01,313.31,315.13,320.15,310.10,312.55,318.31,319.57,307.59,295.23,,,,,313.42
2023-10-15 22:12:03.081000,L9,,,,,,,,,,,,,,,,,,,,,,,,20.06,295.96,306.24,312.46,,
2023-11-08 22:11:57.030000,L8,,,,,,,,,,,,,299.63,299.21,297.78,306.65,308.12,310.74,302.23,295.63,307.28,,304.82,303.39,300.92,305.74,316.49,,
2023-11-24 22:12:03.999000,L8,316.53,,,,,,,,,,,,,,309.34,314.05,313.53,315.92,307.54,308.59,314.83,316.71,308.44,307.95,305.38,199.36,320.48,,309.63
2024-01-11 22:11:56.446000,L8,,333.32,323.32,319.45,311.60,309.86,314.74,326.20,356.75,,,,370.04,340.44,320.80,319.79,320.21,325.18,309.54,339.62,322.89,321.89,316.20,314.96,315.96,187.11,223.25,317.99,317.40
2024-02-04 22:12:07.739000,L9,,342.63,341.86,325.93,318.33,317.46,321.57,329.03,321.59,329.11,332.63,333.07,330.22,331.88,328.66,327.28,329.47,328.57,320.90,321.63,328.35,328.91,327.77,320.01,317.75,322.90,333.14,325.29,331.13
2024-02-28 22:11:48.245000,L8,395.62,400.93,404.50,384.04,351.99,,,,,,370.90,405.81,389.78,395.15,374.08,357.04,363.98,378.64,384.13,362.86,377.83,383.42,357.02,366.89,375.87,357.95,359.81,,358.50
2024-03-07 22:12:00.069000,L9,,336.04,330.69,319.79,353.60,315.42,320.69,,,,,,,,,,,,,,,,315.75,350.07,285.75,281.52,372.33,395.15,
2024-03-15 22:11:37.973000,L8,,,,,,,,,,,,,304.31,305.40,303.76,308.88,311.02,313.14,305.48,311.13,317.59,315.89,,,,,,,309.91
2024-04-16 22:11:19.307000,L8,,,,,,,,,,,,,,,,,,,,,,,,303.86,304.05,305.60,316.11,,
2024-05-10 22:11:24.784000,L9,,334.54,320.20,321.72,311.75,313.16,314.64,323.20,,292.35,323.97,314.59,322.23,317.49,311.33,319.66,316.10,320.02,312.89,316.27,326.64,325.81,315.89,313.33,313.83,312.41,328.00,318.47,314.92
2024-05-26 22:11:12.218000,L9,,,,,,,,,,,,,,,,,,,,,,,,107.70,250.73,,,,
2024-06-11 22:11:06.286000,L9,,336.93,332.09,325.22,314.53,315.72,316.54,322.98,,293.46,326.33,317.24,327.08,324.91,320.32,320.59,321.44,320.68,311.65,320.07,322.08,321.45,314.30,310.93,318.34,316.75,242.80,320.16,315.75
2024-06-27 22:10:53.037000,L9,,333.33,324.14,321.91,312.58,313.17,315.57,321.64,,290.45,321.30,311.30,322.37,319.76,316.46,316.20,320.51,323.17,310.67,316.25,322.49,330.60,312.01,310.91,311.87,316.60,237.17,319.57,315.03
2024-08-22 22:11:34.534000,L8,,,,,,,,,,,,,,,294.45,304.50,308.04,311.33,301.18,302.63,,,,,298.96,282.08,,,
2024-09-23 22:11:42.698000,L8,,330.27,325.19,315.54,309.16,309.71,377.00,,,289.03,320.79,313.74,325.60,300.27,301.28,318.20,319.32,320.68,312.63,317.86,319.58,320.76,312.91,311.16,95.91,316.32,324.09,,315.33
2024-11-18 22:11:59.014000,L9,,325.27,323.35,321.26,314.01,309.76,313.18,320.78,,294.33,320.89,310.49,318.20,317.79,314.61,318.38,320.18,327.81,313.18,320.55,323.59,323.60,314.00,315.23,312.75,317.96,326.68,326.74,319.51
2024-12-04 22:12:00.480000,L9,,,,,,,,,,,,,,,,,,,,,,,,,302.59,293.85,284.85,,
2024-12-28 22:11:50.695000,L8,300.23,339.76,336.40,319.29,311.78,312.37,314.71,323.10,,301.10,326.43,325.41,325.37,328.02,323.10,321.54,323.11,322.90,314.31,319.70,324.44,322.65,318.57,314.87,313.34,190.55,329.42,319.72,318.77
2025-01-05 22:11:55.058000,L9,,346.57,345.02,326.11,319.75,319.41,322.18,331.35,327.33,332.20,335.93,336.52,332.91,332.69,327.88,325.53,327.84,325.70,317.69,323.28,321.48,324.58,318.99,309.09,316.06,177.30,333.85,326.83,324.54
2025-01-13 22:11:54.516000,L8,,339.84,336.09,322.98,317.28,316.91,320.79,,,,,,,,,397.29,324.48,325.79,317.44,320.48,327.77,329.63,319.46,317.06,314.86,322.00,332.98,312.86,321.13
2025-01-21 22:12:01.239000,L9,,,,,,,,,,,,,295.00,305.81,307.77,293.37,302.61,314.40,,,,,,308.49,305.89,274.12,,,
2025-01-29 22:11:52.495000,L8,,,,,,,,330.96,337.96,326.22,331.76,330.73,328.94,329.16,324.50,323.79,324.70,325.35,317.88,319.00,323.44,327.63,318.53,316.17,317.60,320.07,328.05,375.18,320.45
2025-02-06 22:11:55.429000,L9,399.61,341.74,337.81,322.88,316.45,316.02,318.71,325.73,,305.57,330.25,330.55,327.56,331.01,326.15,321.90,324.50,323.94,315.29,319.01,324.83,325.93,317.90,317.15,315.19,318.66,328.20,324.38,320.71
2025-03-02 22:11:40.284000,L8,,,,,385.40,332.73,343.22,346.40,351.70,352.85,360.07,364.44,366.83,358.98,354.93,339.76,345.42,337.40,337.74,335.22,336.27,341.44,343.80,341.37,338.92,335.69,345.28,348.07,344.55
2025-03-26 22:11:41.456000,L9,,352.62,348.77,327.73,321.50,320.46,327.31,335.71,337.83,335.00,329.92,288.66,,331.05,326.11,320.16,334.66,322.36,323.73,328.53,330.74,332.15,328.52,320.01,318.95,324.08,334.66,321.78,327.45
2025-04-11 22:11:41.675000,L9,312.93,318.56,314.31,301.03,304.82,,,,,,313.87,304.27,310.08,308.88,304.73,311.19,310.88,312.98,304.97,,,,,308.12,309.31,311.60,320.82,,
2025-04-27 22:11:32.816000,L9,,,,,,,,,,,,,309.46,308.24,306.36,309.89,307.92,306.08,,,,,,303.69,304.51,311.10,244.96,,
2025-05-21 22:11:16.046000,L8,,335.75,326.53,318.76,310.43,311.53,304.89,322.51,323.16,325.19,323.34,317.58,321.89,318.01,313.01,313.81,317.22,316.11,308.87,316.06,321.11,325.12,315.00,312.51,91.24,316.70,324.00,320.58,313.98
2025-06-06 22:11:18.842000,L8,,,,,,,,,,,,,291.39,300.17,301.17,304.74,304.48,306.49,299.11,303.35,306.51,,,,,,,,
2025-07-16 22:11:36.965000,L9,372.14,401.94,408.33,383.80,343.67,397.27,377.15,395.57,391.62,403.21,,,,404.84,397.44,400.95,393.77,389.27,399.54,369.21,402.71,412.13,,383.09,379.36,393.96,401.22,396.52,
2025-07-24 22:11:41.941000,L8,,337.24,342.71,321.45,313.37,313.33,313.03,325.39,324.45,325.99,328.91,326.26,325.66,323.74,320.76,320.49,325.04,323.55,312.47,319.84,327.56,331.66,327.04,318.06,316.74,321.34,330.48,323.01,320.02
2025-08-01 22:11:42.925000,L9,,330.84,321.47,318.17,310.62,313.00,313.43,322.87,,292.15,318.57,312.21,320.71,318.28,314.49,314.70,316.41,320.68,310.54,317.74,323.89,327.49,323.61,318.02,318.95,319.44,326.05,323.00,317.41
2025-08-09 22:11:49.526000,L8,379.63,413.51,374.44,376.14,340.56,333.21,339.80,391.46,372.94,358.78,376.22,368.35,367.87,366.64,372.23,366.85,361.77,367.40,352.86,395.34,356.41,356.96,343.89,417.47,376.87,358.17,371.30,383.85,367.58
2025-08-17 22:11:54.672000,L9,,334.35,331.65,320.25,316.18,316.84,323.18,324.02,,293.84,320.80,322.19,322.97,322.39,320.07,316.89,320.09,323.23,311.71,319.91,327.76,328.73,322.81,328.02,318.18,320.98,328.27,322.24,321.61
2025-10-04 22:12:06.102000,L9,,,,,,353.27,353.14,356.88,367.37,379.72,417.74,370.36,388.53,378.33,373.45,355.37,376.96,372.20,372.38,374.90,384.23,377.46,355.79,347.57,347.92,372.14,392.97,391.45,378.17
2025-11-05 22:12:10.440000,L9,,337.81,331.08,322.57,317.78,316.05,316.76,325.39,320.26,296.76,325.71,318.32,324.34,328.89,321.92,320.52,322.68,325.70,318.79,322.47,325.26,326.60,319.68,315.84,316.29,320.52,330.97,322.62,320.62
2025-11-13 22:12:04.594000,L8,,318.44,312.78,317.13,309.89,311.36,311.95,321.83,,291.38,318.74,311.92,319.15,318.86,315.37,314.77,316.97,322.96,312.79,318.01,322.45,322.13,315.15,311.92,312.13,316.37,326.06,320.32,316.41
