dates,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,nzd0097-0007,nzd0097-0023,satname
2024-11-18 22:11:59+00:00,,331.8433333333333,326.5266666666667,322.7966666666667,313.70666666666665,312.8833333333334,316.05499999999995,322.30999999999995,,291.9549999999999,323.815,314.27000000000004,324.725,322.335,318.39,318.395,320.97499999999997,323.8866666666667,311.8333333333333,318.95666666666665,322.71999999999997,325.2166666666667,313.43666666666667,310.9200000000001,315.105,316.67499999999995,,319.865,316.7633333333333,L9
2024-12-28 22:11:50+00:00,300.23,332.515,329.875,320.275,312.895,311.065,314.71,323.1,,301.1,326.43,325.41,325.37,328.02,323.1,321.54,323.11,325.355,313.745,320.125,324.015,323.125,316.28499999999997,314.87,313.34,,329.42,319.72,319.14,L8
2025-01-05 22:11:55+00:00,300.23,337.2,334.92333333333335,322.22,315.18,313.84666666666664,318.445,327.225,327.33,316.65,331.18,330.96500000000003,329.14,330.355,325.49,323.53499999999997,325.475,325.46999999999997,315.06,321.1766666666667,323.17,323.60999999999996,317.18666666666667,311.98,314.7,,331.635,323.275,320.94,L9
2025-03-26 22:11:41+00:00,300.23,337.2,334.92333333333335,322.22,316.76,315.5,321.40000000000003,330.05333333333334,332.58,322.76666666666665,330.76,316.86333333333334,329.14,330.355,325.49,322.41,328.5366666666667,324.6925,317.2275,323.015,325.0625,325.745,320.02,314.6566666666667,316.1166666666666,324.08,332.6433333333334,322.77666666666664,322.5675,L9
2025-05-21 22:11:16+00:00,300.23,340.6933333333333,335.9833333333333,321.3866666666667,315.865,315.9425,317.2725,328.1675,329.44,323.3725,328.905,317.0425,326.72333333333336,326.24,321.33,320.26,325.7075,321.76750000000004,316.15,321.8925,324.4425,326.125,320.27,314.12,316.1166666666666,320.39,330.4825,322.22749999999996,321.185,L8
2025-06-06 22:11:18+00:00,300.23,340.6933333333333,335.9833333333333,321.3866666666667,315.865,315.9425,317.2725,328.1675,329.44,323.3725,328.905,317.0425,317.89,319.72249999999997,316.29,317.156,321.462,318.712,312.742,318.184,320.85600000000005,326.125,320.27,314.12,316.1166666666666,320.39,330.4825,322.22749999999996,321.185,L8
2025-07-16 22:11:36+00:00,372.14,335.75,326.53,318.76,325.2,315.995,316.09999999999997,329.11,330.495,330.095,326.62999999999994,303.12,306.64,309.0899999999999,307.09000000000003,312.90333333333336,318.78666666666663,314.9866666666666,310.57,315.98,319.4533333333334,328.635,321.76,316.26,318.95,320.39,329.33000000000004,321.17999999999995,320.71500000000003,L9
2025-08-01 22:11:42+00:00,372.14,333.29499999999996,324.0,318.46500000000003,321.555,314.99666666666667,315.21,327.03,330.495,317.44666666666666,323.9433333333333,306.15,311.33,312.1533333333333,309.5566666666667,313.3525,318.1925,316.41,310.5625,316.42,320.5625,328.25333333333333,322.3766666666667,316.84666666666664,318.95,320.0733333333333,328.2366666666667,321.7866666666667,319.6133333333334,L9
2025-08-09 22:11:49+00:00,375.885,333.29499999999996,324.0,318.46500000000003,325.356,319.55,321.3575,327.03,330.495,317.44666666666666,323.9433333333333,306.15,311.33,312.1533333333333,309.5566666666667,313.3525,318.1925,316.41,310.5625,316.42,327.732,335.42999999999995,327.755,316.84666666666664,318.95,329.59749999999997,328.2366666666667,321.7866666666667,319.6133333333334,L8
2025-08-17 22:11:54+00:00,375.885,333.6466666666667,326.55,319.06,323.82666666666665,319.008,321.72200000000004,326.2775,330.495,311.545,323.1575,310.15999999999997,314.24,314.7125,312.185,314.06000000000006,318.572,317.774,310.79200000000003,317.11800000000005,327.7366666666667,334.09,326.76599999999996,319.64,318.6933333333333,327.87399999999997,328.245,321.9,320.1125,L9
2025-11-05 22:12:10+00:00,375.885,334.6875,327.6825,319.9375,323.20666666666665,318.126,319.61199999999997,323.6975,321.71000000000004,301.985,322.10499999999996,317.575,316.26,317.54799999999994,314.132,314.13199999999995,316.17600000000004,318.442,309.804,315.90600000000006,326.8233333333333,332.98,324.998,318.59749999999997,317.8066666666667,327.162,327.3225,322.11,318.40500000000003,L9
2025-11-13 22:12:04+00:00,375.885,331.438,324.702,319.37600000000003,321.30428571428575,316.99833333333333,318.335,323.32399999999996,321.71000000000004,299.864,321.43199999999996,316.444,316.7416666666667,317.76666666666665,314.3383333333333,314.2383333333333,316.30833333333334,319.195,310.3016666666667,316.25666666666666,326.1985714285714,331.1716666666667,323.3566666666667,317.262,316.3875,325.36333333333334,327.07,321.752,318.00600000000003,L8
