dates,satname,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,nzd0106-0012
2015-05-10 22:10:52.487000,L8,,,,295.87,306.17,310.25,311.93,315.70,300.71,307.39,306.40,316.41,312.65,311.63,312.57,316.26,320.23,321.71,319.73,315.12,315.11,313.79,310.15,310.60,307.28,316.24,315.54,314.77,314.34,314.98,315.72,314.23,314.50,318.31,314.41,311.57,313.63,308.90,312.97,309.13,311.94,308.51,315.45,314.85,315.44,292.12,301.56,314.65,310.71,311.60,308.52,308.32,306.42,306.67,306.87,304.71,304.78,305.22,301.15,301.92,301.72,299.02,302.38,305.46,309.05,312.34,308.93,303.73,304.78,306.34,304.97,307.62,308.32,304.71,305.12,302.66,297.61,291.39,291.10,297.20,294.97,292.17,294.89,297.17,301.79,299.94,301.43,297.89,295.77,293.05,,300.20,302.19,299.44,292.45,294.86,292.14,283.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:11:25.856000,L8,,,,265.63,313.18,375.90,375.67,353.42,362.92,368.68,360.19,379.21,378.11,373.41,373.21,353.03,380.24,379.51,375.43,374.76,369.38,370.73,368.72,370.75,368.66,366.12,374.26,372.65,355.29,377.22,351.86,373.17,380.21,352.73,377.46,378.19,373.41,355.09,370.83,374.54,370.50,375.00,378.98,369.84,351.81,371.40,304.79,316.11,312.91,312.58,311.73,310.79,309.46,307.36,308.36,306.57,306.70,308.58,302.59,303.62,304.89,303.48,307.20,305.89,309.86,312.01,310.88,304.49,309.87,307.40,306.32,309.34,311.65,306.25,304.20,304.91,297.74,291.81,290.09,298.03,297.96,294.39,296.88,300.86,304.02,305.25,302.57,300.35,297.91,294.47,,301.08,302.58,299.67,296.31,297.37,294.64,289.57,,,,,,,,,,,,,,,,,,,,,,,,,,,370.25
2015-08-14 22:11:31.426000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.02,280.92,297.34,317.77,311.83,313.07,312.00,307.54,308.88,309.25,302.84,306.35,304.90,310.08,308.17,305.81,304.78,304.71,307.08,307.33,312.43,312.33,313.96,309.33,309.08,308.41,307.75,309.35,309.48,307.13,306.10,306.16,297.98,296.60,294.92,302.04,305.60,320.61,367.27,305.75,306.25,351.95,301.88,307.08,304.74,303.22,284.59,306.65,309.65,307.40,305.34,283.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:11:57.501000,L8,,,330.66,336.38,346.88,375.29,387.64,336.77,337.56,341.31,312.41,349.26,346.11,345.06,347.73,351.16,352.24,347.44,345.92,342.30,341.22,339.93,342.30,342.69,385.46,391.05,392.63,392.59,391.32,397.68,394.49,394.31,397.33,396.32,394.44,386.33,395.36,391.65,392.03,385.01,388.57,390.47,385.49,385.41,387.27,390.01,384.44,387.42,388.07,389.10,386.65,383.37,384.28,382.59,382.08,369.00,376.92,300.19,301.62,305.25,302.59,303.71,309.10,304.86,317.28,311.10,323.68,307.38,306.64,305.50,304.50,305.29,304.99,378.01,379.80,372.71,372.87,367.66,329.66,363.03,363.57,365.18,365.36,371.36,374.82,348.44,373.84,338.69,371.37,374.94,366.24,347.99,295.65,302.08,392.07,368.98,295.23,293.29,,,,,,,,,,,,,,360.61,367.06,360.27,299.51,299.96,308.44,351.00,371.23,,388.70,384.87,404.17,351.88,341.77
2016-02-22 22:11:42.580000,L8,,,,,294.45,308.78,313.02,316.29,303.87,308.22,308.70,318.61,312.48,312.61,312.58,369.69,364.62,366.05,359.61,362.25,316.78,316.79,312.12,311.30,308.19,315.28,315.00,315.38,314.98,314.14,313.01,313.49,313.17,317.37,314.21,309.02,314.63,309.07,314.69,310.11,312.64,306.21,315.72,314.71,314.71,293.08,304.80,315.36,310.13,313.37,309.23,309.41,305.99,308.07,306.18,304.14,305.00,303.99,300.68,301.25,300.93,300.78,303.29,305.62,308.60,311.41,308.28,303.00,306.83,305.58,305.96,306.67,307.38,303.30,304.68,305.03,297.97,291.53,295.41,296.17,293.07,291.19,295.65,297.46,300.63,298.46,300.90,297.60,292.32,291.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.45,294.11,282.89,304.13
2016-03-09 22:11:40.902000,L8,,,,,291.46,309.16,312.42,315.94,299.74,309.30,308.33,373.04,361.81,368.78,312.85,315.74,317.62,323.36,319.45,319.21,314.82,315.49,311.81,309.28,309.40,315.95,313.23,313.98,313.99,313.11,314.67,313.39,310.38,316.44,312.09,312.51,311.46,307.93,312.86,310.44,312.65,303.32,313.49,314.37,,,301.78,314.40,309.64,313.28,308.07,310.40,306.14,309.06,305.13,306.05,304.38,306.29,301.40,300.78,300.76,298.76,302.49,303.47,308.89,310.13,308.43,303.04,306.82,305.08,303.81,309.66,306.23,302.33,303.93,304.79,296.43,291.17,290.09,295.40,292.74,290.47,294.79,295.50,300.92,297.99,301.45,295.91,292.83,290.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.97,293.64,281.59,352.27
2016-03-25 22:11:32.353000,L8,,,,189.84,,308.78,310.98,315.47,294.24,298.12,249.94,300.03,303.93,300.97,308.50,314.66,315.96,320.84,316.97,315.80,313.26,315.31,310.34,308.07,337.44,311.13,355.02,359.28,338.07,311.78,324.98,359.97,347.62,302.90,306.00,312.64,305.23,328.04,264.10,306.67,304.36,301.50,317.21,313.56,313.74,294.95,295.43,296.63,303.35,305.84,306.08,306.62,303.62,308.79,304.99,306.39,337.37,309.84,300.75,297.44,298.00,297.11,300.39,299.40,305.21,307.14,304.13,301.09,302.11,302.54,303.33,306.79,303.24,301.48,303.90,302.56,294.39,291.96,,,379.25,330.81,281.67,286.87,299.09,302.62,298.05,297.01,293.47,292.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.13,297.11,276.07,
2016-04-26 22:11:21.230000,L8,,,,,294.79,313.20,313.76,316.78,302.84,307.19,307.48,376.28,315.94,364.05,376.50,367.80,351.81,375.28,375.27,345.91,314.36,313.75,313.43,310.37,309.61,313.14,307.57,312.29,312.54,314.12,313.94,317.00,311.56,314.76,312.43,306.72,313.90,307.92,313.19,313.45,315.01,306.90,315.21,313.68,314.83,292.34,297.05,316.12,312.03,314.49,311.04,311.51,306.44,309.02,306.70,306.15,305.61,305.94,302.51,302.16,306.08,299.41,302.90,304.50,308.36,311.47,308.30,305.38,307.90,307.31,304.20,309.63,303.73,304.42,303.87,305.19,297.31,291.29,290.29,297.46,295.18,293.28,297.31,295.41,302.87,302.35,301.70,295.11,294.31,293.39,,298.47,301.58,299.28,284.87,299.39,291.30,,,,,,,,,,,,,,,,,,,,,,,,,295.74,294.66,278.78,369.85
2016-05-12 22:11:20.683000,L8,,,,270.11,275.49,314.90,315.69,316.81,302.20,308.91,305.11,316.37,313.46,312.24,313.66,315.83,317.45,317.34,318.00,312.98,313.37,313.79,310.66,311.89,308.43,310.03,309.74,312.12,313.40,313.94,316.66,314.99,313.30,316.06,314.82,306.14,313.13,308.86,312.09,313.51,313.46,306.45,313.53,313.52,313.41,290.36,302.33,359.13,364.36,365.12,311.70,309.13,305.76,307.83,306.58,306.07,304.61,306.43,300.80,303.31,303.36,300.84,302.06,304.56,308.25,310.91,308.58,303.13,310.63,306.81,303.87,306.54,303.41,305.36,302.59,304.43,297.75,290.79,289.75,297.32,294.39,292.73,296.57,298.20,301.00,298.75,300.49,295.48,291.68,292.10,,296.00,301.67,298.34,288.71,295.78,290.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.69
2016-06-13 22:11:30.674000,L8,,,,,,,,,,,,,,,,,,301.28,297.25,302.01,303.83,304.18,298.87,302.62,302.14,305.47,305.06,307.58,306.83,310.81,312.54,312.00,306.66,309.69,293.74,291.96,282.89,295.72,289.34,304.82,303.76,297.81,306.22,308.43,305.97,284.57,290.05,310.41,305.24,303.92,299.49,287.33,286.19,288.00,292.03,293.05,296.58,293.81,296.55,291.95,293.96,282.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.57,292.89,291.71,277.44,289.00,285.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15 22:11:46.335000,L8,,,,,292.31,313.58,316.58,317.00,372.21,371.96,367.34,365.81,373.16,361.54,375.35,378.28,379.85,317.64,319.19,315.69,313.54,313.05,312.00,311.02,309.61,310.61,312.58,368.98,375.22,370.96,372.98,360.62,313.08,316.23,313.69,313.01,312.61,309.40,312.28,313.73,313.61,309.46,315.24,315.43,312.65,298.08,306.59,316.32,308.48,309.32,309.09,310.08,304.62,307.46,307.39,305.29,306.36,307.88,306.58,304.68,304.20,302.29,304.98,306.15,309.65,312.93,311.12,308.07,307.71,308.11,306.92,306.39,307.17,,,372.69,308.66,268.41,,,,,,,,,,,,,278.43,303.32,305.33,295.92,284.69,297.11,291.00,283.55,,,,,,,,,,,,,,,,,,,,,,,,,,267.34,366.79
2016-08-16 22:11:53.694000,L8,,,,,291.59,309.76,309.67,313.85,296.57,308.82,303.92,309.07,311.21,310.04,310.51,313.28,313.32,314.15,310.11,306.90,305.29,309.24,308.61,306.89,306.24,307.63,305.11,306.05,307.57,309.50,309.21,312.92,308.31,313.08,308.58,289.10,306.61,305.03,305.88,307.10,310.31,296.78,310.71,310.19,,,295.05,311.41,303.93,310.24,306.11,306.95,300.28,305.45,301.84,300.29,299.65,301.50,301.14,298.82,299.28,296.66,300.50,301.53,305.44,308.10,304.65,301.92,302.47,302.82,299.83,303.88,299.10,282.24,,,,,287.63,293.17,291.21,290.02,294.16,294.31,300.39,291.21,299.33,292.04,285.49,289.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.06
2016-11-04 22:12:09.415000,L8,,,,371.80,383.92,381.77,,,,310.17,300.78,367.67,401.12,377.50,377.18,380.39,315.55,376.67,373.19,343.40,368.58,364.24,367.32,351.62,323.09,,,,,,,,,,,,,,,,,,405.08,362.88,338.75,300.88,309.82,317.31,314.00,314.80,310.69,311.77,309.63,309.57,307.53,307.22,306.34,308.71,306.30,304.63,304.74,297.42,302.18,306.21,310.39,311.75,311.30,302.54,311.56,307.06,308.30,309.76,309.82,289.37,308.19,321.58,,346.64,295.93,300.81,298.72,296.40,298.09,301.25,304.28,302.56,303.13,294.45,279.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.62,326.47
2016-11-20 22:12:09.409000,L8,,,,,290.18,309.50,358.73,351.27,370.71,370.35,368.25,315.73,315.37,313.13,312.44,315.21,315.21,319.07,318.59,314.39,314.44,313.09,311.58,309.86,307.12,310.47,308.72,368.37,373.47,371.81,373.90,369.78,310.16,375.39,374.83,373.94,369.40,362.50,310.70,309.21,312.30,305.65,312.28,313.67,314.11,292.98,296.83,314.98,309.55,311.34,307.20,307.93,305.83,306.90,304.71,304.63,303.88,304.15,301.16,301.35,300.08,296.97,301.55,303.83,307.58,310.26,307.38,302.43,303.94,305.14,302.26,305.93,303.14,302.26,303.75,303.34,297.16,289.75,291.07,295.53,293.73,290.89,294.78,295.62,299.30,296.70,299.09,294.87,291.38,292.50,,297.62,299.48,296.72,283.46,295.84,290.38,282.25,,,,,,,,,,,,,,,,,,,,,,,,,,,301.87
2016-12-22 22:12:03.110000,L8,,,,,,,350.81,350.11,347.90,350.42,351.56,353.10,353.92,379.86,380.51,387.89,389.29,377.61,372.32,320.16,374.35,370.05,377.14,373.00,377.64,375.99,376.04,384.38,371.44,381.38,345.86,370.49,309.91,313.09,309.10,298.17,306.90,303.52,306.54,307.16,307.10,293.22,,,,,,,,,,,,,,,,,365.04,305.09,305.12,303.75,309.92,307.91,312.01,312.30,310.56,306.18,309.76,307.61,307.32,310.04,309.68,307.96,308.62,310.02,290.31,373.93,295.77,310.40,298.97,362.71,361.30,311.24,301.04,287.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.24
2017-06-16 22:11:31.847000,L8,,,,,,254.94,305.36,311.38,292.77,298.99,252.58,303.42,305.51,301.49,301.91,304.58,304.73,310.26,310.71,307.15,306.40,307.34,302.32,303.20,300.74,301.14,299.19,298.66,289.89,,,,,,,,,,,,,,,,,,,,,,,,,,,281.41,285.84,291.71,291.97,288.92,287.92,282.10,290.69,274.55,285.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 22:11:40.412000,L8,,,381.29,261.86,297.82,318.81,322.98,326.31,316.19,320.20,316.71,321.85,322.35,321.78,320.18,325.72,323.41,327.02,323.91,320.80,318.71,315.92,315.39,313.11,317.36,319.03,317.20,319.73,318.08,321.91,320.26,319.30,320.18,322.98,321.69,318.52,316.66,312.08,316.42,317.44,316.88,311.47,322.39,319.86,317.18,300.23,306.97,318.24,315.02,315.90,313.19,313.37,310.46,309.85,308.80,307.69,307.98,309.32,309.53,304.66,306.31,303.68,307.10,306.18,310.21,312.13,311.18,309.28,311.11,310.25,310.61,312.83,312.27,311.23,310.53,309.09,305.30,296.55,293.25,302.36,301.07,296.06,299.26,299.96,306.03,304.66,302.58,301.95,299.27,296.78,,302.63,303.41,301.50,295.33,300.79,296.96,291.83,,,,,,,,,,,,,,,,,,,,,,,,,,273.89,312.65
2017-08-03 22:11:47.949000,L8,,,,,,,,303.10,301.16,307.96,278.19,304.70,316.29,321.19,316.02,319.26,317.47,320.36,286.55,306.88,309.02,,,,,,,,,310.15,317.94,316.01,304.83,303.43,314.05,,,,,,,,,,,,,,,,,312.37,309.23,308.69,303.90,303.37,305.20,293.89,298.92,299.04,284.30,299.87,299.99,,,,298.70,301.45,301.23,304.62,307.49,312.71,305.93,300.50,307.33,304.22,300.19,293.24,288.95,298.59,295.04,289.09,,,,,,,,,,297.55,301.00,297.94,295.00,298.43,286.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04 22:11:55.578000,L8,,,,369.32,371.82,378.67,380.90,352.48,344.11,351.57,354.77,379.45,375.97,378.22,378.31,379.60,382.39,353.74,375.52,371.09,368.75,367.80,345.53,362.91,368.35,369.17,366.64,355.51,311.88,377.65,373.36,371.14,370.69,376.34,373.27,374.97,369.03,365.59,354.61,309.63,311.48,302.61,370.29,367.38,364.83,367.66,353.23,314.10,310.01,311.03,308.86,309.49,307.52,308.87,306.78,307.30,305.47,309.37,308.19,305.19,305.36,304.77,307.76,309.38,312.54,312.29,312.19,306.82,312.50,308.75,310.48,309.00,309.47,307.32,307.36,305.20,297.35,290.92,289.24,297.91,296.29,292.76,295.85,297.68,303.78,304.21,302.83,300.35,297.40,293.21,,300.71,301.32,299.75,295.28,299.02,293.22,288.07,,,,,,,,,,,,,,,,,,,,,,,,,,,373.39
2018-01-10 22:11:54.118000,L8,,,242.96,353.55,299.50,311.49,320.71,320.04,307.72,312.07,314.06,317.58,320.18,317.47,316.10,320.68,318.07,324.65,322.13,318.81,315.42,313.47,314.53,311.12,313.47,317.79,312.56,317.05,314.69,314.80,316.14,317.06,314.09,319.99,315.91,315.99,314.69,308.78,313.23,314.33,314.68,307.51,321.22,315.91,316.68,302.25,306.74,317.55,314.15,315.59,312.06,314.05,310.94,312.05,308.30,307.92,306.31,306.10,304.26,303.44,306.05,302.25,308.18,306.75,310.15,311.22,309.93,306.32,311.13,308.49,307.35,310.76,310.11,308.60,308.86,307.22,299.57,292.12,292.43,299.30,298.14,294.90,299.00,299.36,304.78,305.37,304.36,298.62,299.21,,,355.82,340.78,314.96,336.28,299.31,302.04,299.34,,,,,,,,,,,,,,,,,,,,,,,,,,274.51,302.63
2018-01-26 22:11:45.215000,L8,,,,,99.38,46.18,,,,,,,315.38,316.57,313.11,321.14,314.85,322.42,320.79,315.87,313.20,313.83,311.09,310.73,309.00,313.80,312.25,313.63,312.10,312.50,313.71,312.83,312.39,316.05,313.65,306.36,310.17,308.28,310.41,310.72,310.92,305.67,316.06,313.29,313.50,298.92,303.83,314.48,311.06,312.07,310.97,308.21,307.03,307.62,306.49,301.58,302.43,300.28,295.13,292.97,292.57,294.39,296.38,302.03,306.53,309.72,295.73,,,,,,,,,,,,285.30,298.00,296.02,290.68,295.58,290.66,301.25,301.88,295.06,296.48,290.01,287.62,,295.33,298.62,297.61,278.27,296.65,292.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:06.667000,L8,,,,,104.21,385.61,376.17,373.89,366.06,371.34,365.90,319.53,323.42,320.46,323.05,322.34,323.79,323.50,321.33,316.89,314.97,315.50,313.91,312.58,311.96,315.47,314.80,316.09,315.73,318.81,319.31,315.76,317.46,319.55,315.64,313.63,312.58,310.55,314.31,316.99,315.38,307.41,317.52,315.56,315.23,294.13,296.15,316.84,313.64,313.74,311.79,311.27,309.53,309.26,307.18,306.43,305.85,308.18,305.93,304.75,305.11,301.52,303.47,305.02,309.68,309.95,311.98,309.45,311.98,307.91,306.93,308.58,307.30,306.31,306.28,306.83,298.42,292.32,288.55,299.45,297.51,293.89,296.68,297.73,303.02,298.99,300.88,296.53,292.94,285.36,,296.29,302.35,299.96,291.80,298.33,292.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.85
2018-05-02 22:10:57.873000,L8,,,,,376.18,373.78,368.50,325.85,310.88,321.10,313.52,377.89,376.89,371.07,367.65,375.02,325.51,327.85,325.29,321.48,317.87,316.37,317.37,315.00,316.89,318.83,319.41,317.74,317.48,323.10,320.13,319.51,321.77,323.07,317.50,319.25,316.12,312.37,316.28,318.74,319.56,310.77,323.01,318.20,316.00,301.25,306.16,318.95,316.26,316.92,314.20,314.61,312.31,311.80,310.59,307.97,308.25,309.85,310.56,306.88,308.93,306.54,311.01,308.84,311.67,313.37,312.56,311.74,312.95,310.94,310.67,311.60,310.49,308.70,309.30,308.08,300.64,296.79,296.02,301.18,300.37,295.30,299.10,299.68,305.63,305.14,303.44,298.45,296.62,296.08,,301.96,304.14,302.30,294.13,302.07,298.67,295.01,,,,,,,,,,,,,,,,,,,,,,,,,,274.97,353.73
2018-07-05 22:10:54.795000,L8,,,258.28,271.25,309.01,318.53,323.81,322.26,312.36,315.86,317.49,324.03,324.59,321.96,322.09,324.40,326.21,324.05,325.34,319.41,317.93,316.04,313.90,313.33,310.59,317.23,318.69,319.21,317.90,322.69,320.81,316.33,319.11,322.63,320.08,317.80,316.00,312.22,316.19,317.05,314.30,309.53,320.32,319.16,316.08,300.04,302.55,317.81,315.33,314.39,313.63,311.10,311.16,309.85,311.18,307.50,308.77,310.88,308.71,305.80,305.78,305.34,305.47,307.75,311.68,312.59,311.31,305.45,312.01,308.79,308.50,308.52,311.54,309.56,309.50,306.04,300.58,293.85,295.16,301.25,298.86,295.14,298.51,299.77,304.47,305.98,302.21,303.14,295.95,294.40,,301.22,303.51,300.87,297.16,298.37,296.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.06
2018-08-06 22:11:10.291000,L8,,,,,,313.52,319.57,319.90,308.22,311.82,290.84,322.89,322.17,315.15,317.12,321.97,321.14,323.08,323.57,318.49,318.25,313.74,313.68,311.61,309.69,314.12,316.87,316.97,315.52,316.55,316.95,314.80,315.15,319.70,316.46,312.47,313.94,310.72,313.41,311.83,313.24,306.92,316.23,317.03,314.63,297.33,299.84,315.91,311.67,312.10,310.50,309.55,308.40,307.96,308.32,305.43,306.13,308.20,305.27,303.36,304.19,302.72,302.03,305.72,308.83,310.95,309.17,304.43,308.96,306.49,306.60,306.89,307.70,304.14,304.78,303.94,296.87,292.00,288.41,297.09,294.05,291.66,295.03,296.69,302.01,302.97,300.45,298.06,292.31,291.58,,298.31,300.50,297.71,293.40,295.66,292.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:11:24.397000,L8,,,,,,,,,,,,384.61,383.67,382.19,381.48,384.99,382.37,383.77,378.71,375.05,375.13,373.15,373.10,370.78,370.69,369.01,376.05,374.40,382.94,382.03,380.22,377.93,375.62,385.61,380.75,381.16,376.76,376.37,374.55,376.89,373.02,368.90,382.19,373.82,374.60,373.73,372.67,373.12,372.79,372.47,366.17,369.31,357.11,365.26,356.82,364.58,357.19,366.10,359.44,357.36,361.79,356.26,357.01,326.17,327.76,336.55,367.44,362.72,366.10,359.88,361.73,363.38,356.45,360.74,359.24,362.90,346.76,349.44,352.13,357.37,355.40,343.82,344.68,346.41,354.56,354.73,360.99,357.06,355.03,353.06,358.21,353.33,357.81,353.16,353.75,355.20,356.13,351.17,347.59,339.82,343.98,344.52,341.86,349.19,353.54,352.97,345.65,345.16,340.91,344.39,337.87,349.00,345.50,346.35,345.19,343.50,342.77,343.39,339.46,339.12,337.82,335.66,319.25,323.17,388.98
2019-02-14 22:11:33.473000,L8,,,,,,,,,,,,,324.74,319.61,379.80,377.68,381.76,378.37,375.64,372.58,314.34,312.16,310.09,288.89,,,,,,,326.20,308.55,396.78,383.18,385.28,357.61,317.83,305.31,310.02,313.45,365.40,370.37,374.69,366.86,363.63,390.90,377.61,342.81,309.22,312.36,305.42,298.89,287.02,293.07,289.71,280.42,291.88,304.71,304.66,302.01,303.28,297.92,312.67,300.18,309.98,309.33,311.65,308.43,315.78,293.26,304.97,305.13,297.38,299.75,300.16,297.39,282.10,,,,,,,,,,,,,,,300.16,297.40,298.62,291.81,298.70,293.92,284.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:11:29.304000,L8,,,,382.30,103.29,366.94,361.01,355.64,350.30,380.02,374.06,378.71,376.42,353.02,375.81,380.13,372.45,377.27,351.74,346.73,368.49,365.85,367.09,363.80,366.03,362.65,361.73,359.19,375.06,355.71,373.22,373.49,372.18,316.14,311.29,304.34,309.81,307.77,312.02,310.95,310.77,302.12,315.17,313.30,313.12,297.24,296.28,313.80,309.12,311.50,307.97,308.24,303.91,306.30,302.24,302.30,299.14,302.53,299.95,299.73,301.12,297.48,300.62,301.74,305.52,306.71,306.95,300.89,310.66,304.46,302.75,306.43,303.59,298.81,,,,,285.35,295.25,290.60,288.56,293.25,293.11,298.87,287.44,297.43,291.55,284.80,285.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.65,377.55
2019-05-21 22:11:27.314000,L8,,,,,,,,,,,,,,,304.90,303.26,307.46,316.85,319.02,317.51,315.30,316.77,315.75,313.51,312.19,313.36,313.07,316.81,320.40,318.20,318.33,318.10,317.16,322.15,321.01,320.76,316.56,318.74,318.86,319.64,320.07,316.55,320.52,320.68,321.21,306.06,309.54,320.87,316.94,318.05,316.54,315.82,317.22,310.38,310.62,311.09,310.46,309.99,311.10,312.58,309.14,309.95,316.26,291.22,,,,,369.53,309.48,308.94,308.73,308.19,305.94,306.09,307.23,298.23,296.25,292.99,304.34,302.71,299.86,304.40,304.95,310.39,309.81,307.62,304.71,300.94,299.92,,305.22,361.12,361.83,359.25,340.99,301.53,294.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22 22:11:40.996000,L8,,,,299.51,309.64,323.05,329.11,332.52,323.14,323.32,313.78,323.62,326.49,326.50,327.71,328.30,327.84,328.77,328.28,322.67,322.17,317.55,318.65,316.89,319.16,319.67,319.91,319.69,318.20,323.24,320.38,319.47,322.60,323.60,321.24,319.44,315.43,315.19,317.16,320.44,317.38,313.01,323.84,323.70,318.35,302.34,307.30,319.23,316.47,316.44,314.09,313.72,311.56,311.14,310.31,307.59,308.44,310.27,311.82,306.29,308.28,308.81,309.93,310.26,313.58,312.74,313.44,311.31,314.23,310.84,310.12,311.17,311.40,309.60,309.72,307.00,300.25,297.54,293.82,302.51,301.32,295.16,299.52,299.59,306.54,305.21,303.02,300.07,295.94,294.14,,300.40,302.82,301.94,296.91,301.77,294.79,289.65,,,,,,,,,,,,,,,,,,,,,,,,,,274.07,308.96
2019-07-08 22:11:44.725000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.50,298.21,298.82,300.32,295.19,284.83,280.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24 22:11:48.987000,L8,,,,296.62,311.24,322.09,327.72,330.60,321.21,320.03,314.78,323.82,327.41,325.04,326.53,327.57,326.54,327.57,323.92,321.98,319.30,320.32,318.31,314.25,315.73,318.04,318.17,318.52,320.92,321.93,321.20,318.89,319.07,322.35,320.05,319.05,315.03,316.76,317.47,319.24,316.13,308.28,321.47,320.91,318.70,300.92,303.31,318.22,313.25,314.86,312.00,312.60,309.81,311.17,309.15,308.22,306.82,311.25,310.12,305.64,306.07,305.75,307.05,307.94,312.31,311.72,312.40,305.99,314.73,308.17,308.04,310.16,309.82,307.14,307.36,306.19,297.99,293.41,292.30,300.97,300.36,293.78,297.79,296.60,302.95,301.14,302.44,299.34,290.07,291.05,,300.77,300.07,298.33,292.36,294.96,290.57,282.47,,,,,,,,,,,,,,,,,,,,,,,,,,,309.12
