dates,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014
2024-05-08 22:26:34+00:00,302.44,305.46666666666664,298.72999999999996,300.99333333333334,297.74333333333334,282.2733333333333,274.45500000000004,252.9,,,,,,,
2024-06-16 22:32:20+00:00,306.82666666666665,312.27,296.03,297.825,298.7266666666667,287.43,303.685,252.9,,,,,,,
2024-09-13 22:26:48+00:00,305.8425,308.90999999999997,293.6166666666666,296.93,295.605,285.39250000000004,303.685,252.9,,,,,,,
2024-10-14 22:32:47+00:00,305.615,306.1325,291.17,294.15333333333336,294.6225,285.2325,321.2,,,,,,,,
2024-10-15 22:27:00+00:00,302.218,302.1,289.47749999999996,292.615,291.51599999999996,283.05,321.2,,,,,,,,
2024-11-16 22:27:05+00:00,305.596,306.04200000000003,289.0233333333333,293.19,293.505,284.8175,324.865,,,295.56,300.93,307.65,176.53,,275.22
2024-12-26 22:27:01+00:00,302.476,300.874,289.15999999999997,292.695,285.4925,278.85249999999996,278.325,,,295.56,300.93,307.65,176.53,,275.22
2025-01-11 22:27:03+00:00,302.58,300.57666666666665,290.386,294.868,288.11,280.49,265.29,,,295.56,300.93,307.65,176.53,,275.22
2025-02-03 22:32:49+00:00,303.14,300.7257142857143,290.96666666666664,296.06,289.9433333333333,282.2633333333333,261.87,,,295.56,300.93,307.65,176.53,,275.22
2025-02-27 22:32:47+00:00,303.14,303.205,291.0028571428571,294.4857142857143,288.9157142857143,281.9214285714286,259.798,,,295.56,300.93,307.65,176.53,,275.22
2025-03-31 22:32:58+00:00,303.8357142857143,304.16625,292.35714285714283,295.6657142857143,290.89,283.60285714285715,263.8983333333333,191.11,,295.56,300.93,307.65,176.53,,275.22
