dates,satname,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048,nzd0159-0004,nzd0159-0005,nzd0159-0006
2003-01-18 21:54:30.278000,L7,,,,,242.33,241.00,243.45,241.70,249.11,258.24,260.93,263.69,269.51,269.59,271.66,276.03,272.18,268.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:16.760000,L7,,,,,253.14,258.11,251.70,299.90,310.36,325.18,321.36,348.94,299.06,302.57,302.85,316.43,307.83,301.83,311.22,303.81,276.44,,,,,,,,,,,334.47,337.51,342.18,363.43,344.43,354.13,337.80,311.81,324.66,331.91,332.85,356.79,339.89,299.76,303.67,,,
2003-03-23 21:54:40.711000,L7,,,,,243.34,251.06,246.40,244.86,256.87,261.72,261.64,344.66,343.14,304.76,337.02,347.85,270.06,271.95,,340.30,371.11,378.66,,,,,383.53,366.47,362.41,381.35,365.06,327.39,306.81,328.45,341.35,340.71,341.31,,,,,,,,,,,,
2003-10-25 21:43:40.253000,L5,,,,,,,,,,252.02,257.03,263.39,264.52,271.47,274.10,281.64,278.97,272.27,275.23,,,,,,268.40,272.39,266.55,265.69,264.59,269.30,261.70,262.89,263.46,,,,,,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,,,,,,,,,,,,,262.86,270.87,271.64,280.89,277.24,270.83,273.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-14 21:44:33.705000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,266.94,266.67,264.79,266.88,259.56,259.67,,,,,,,,,,,,,,,,,
2004-04-18 21:45:25.586000,L5,,,,,,,,,243.72,254.87,263.33,264.96,269.30,275.35,272.78,289.49,278.02,281.12,274.79,276.66,274.75,273.55,275.40,272.24,271.77,269.12,272.22,271.92,268.93,266.77,263.41,264.05,263.21,,,,,,,,,,,,,,,,
2005-04-21 21:52:46.920000,L5,,,,,,,,,,,,,261.55,264.36,268.09,278.04,272.74,267.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-15 21:54:02.336000,L5,,,,,,,,,,253.14,269.06,266.00,267.61,282.20,273.81,278.04,276.11,274.45,279.99,275.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-15 21:54:26.309000,L5,,,,,,,,,,,,,264.34,271.30,269.91,276.95,273.63,272.90,277.43,272.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,,,,,,,,,,,,,263.55,263.72,267.52,279.05,272.82,270.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-12 21:56:13.982000,L5,,,,,,,,236.17,249.12,258.12,267.86,272.08,274.21,273.38,271.07,283.66,279.96,283.86,277.82,276.43,273.06,274.76,276.25,270.73,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,,,,,,,,,,250.78,257.74,264.18,266.81,270.49,269.81,274.42,273.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:07:51.092000,L8,,,,,,270.84,305.32,355.22,,284.44,315.41,345.65,340.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:07:36.163000,L8,,,,,245.96,236.74,238.94,241.63,253.25,260.76,267.22,268.79,272.14,270.23,273.75,278.23,279.19,275.73,273.06,273.92,274.13,276.44,271.86,272.69,270.32,270.11,270.52,267.47,271.05,266.28,262.53,267.43,265.12,,,,,,,,,,,,,,,,
2013-06-30 22:08:00.117000,L8,,,,,247.47,237.42,239.68,242.03,253.92,261.31,267.83,269.94,272.93,271.14,274.62,279.43,280.18,276.46,273.59,275.44,275.03,277.34,272.69,273.39,270.98,270.91,270.95,267.79,271.96,266.81,263.26,268.38,265.84,267.34,273.76,278.25,280.78,283.31,286.28,,,,,,,,,,
2013-07-16 22:07:36.609000,L8,,,,,,,,241.72,253.45,261.49,266.40,267.58,280.57,330.11,370.96,,,,,,,,,,271.07,270.77,273.23,268.30,263.58,267.32,264.04,265.51,269.83,267.17,273.93,278.64,,,,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,,,,,,,,239.01,250.12,257.03,262.03,266.15,268.07,266.89,269.25,274.98,276.31,273.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:07:40.639000,L8,,,,,,,,238.57,250.87,255.09,264.61,265.12,268.48,271.07,268.87,276.78,276.25,273.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,,,,,,,,238.07,250.56,254.57,264.28,265.03,267.94,270.96,268.63,276.42,276.12,272.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20 22:07:26.886000,L8,,,,,246.77,244.04,244.30,241.08,254.12,259.00,265.82,267.67,272.39,271.83,273.75,283.32,278.49,275.77,,,,,,272.91,271.48,272.40,270.90,267.93,267.69,268.36,265.73,265.01,265.74,,,,,,,,,,,,,,,,
2013-11-05 22:07:46.855000,L8,,,,,,,,236.08,248.02,255.77,260.76,264.03,266.17,263.65,267.85,276.20,277.35,275.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07 22:07:14.870000,L8,,,,,,,,,,,,,269.32,266.69,267.74,277.77,277.34,273.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:06:45.554000,L8,,,,,248.31,248.90,255.38,254.21,257.68,264.16,269.29,273.65,279.62,272.50,280.75,276.77,275.68,277.40,281.93,281.30,278.17,279.38,276.70,275.94,277.15,275.26,281.31,275.19,273.24,271.90,267.49,273.49,270.53,275.25,275.92,284.33,289.19,286.02,288.13,287.22,285.48,286.84,285.53,281.56,275.26,276.03,,,
2014-01-24 22:07:09.509000,L8,,,,,243.59,247.11,251.97,251.65,254.68,261.21,267.29,270.34,276.36,270.20,275.00,274.88,273.90,,,,271.16,276.54,274.01,273.05,273.88,272.18,273.65,271.36,269.43,268.83,265.01,270.32,266.53,268.90,273.63,281.44,,,,,,,,,,,,,
2014-02-09 22:06:33.299000,L8,,,,,241.90,246.35,252.34,249.01,254.01,262.90,266.95,271.57,277.03,271.17,276.62,282.08,279.12,279.81,273.98,279.34,271.82,277.80,273.25,273.01,272.48,272.10,277.59,270.88,270.79,270.02,265.64,271.48,266.59,271.89,274.89,280.80,282.51,283.32,287.18,284.48,283.79,283.94,283.44,282.60,273.66,270.56,,,
2014-02-09 22:06:57.254000,L8,,,,,240.73,245.57,250.42,247.51,252.76,260.54,266.28,269.19,275.16,270.15,274.81,279.79,276.88,277.72,,,,,,,270.61,270.56,273.16,268.93,269.32,268.41,264.25,270.17,265.34,269.91,273.47,279.11,280.76,281.82,285.49,,,,,,,,,,
2014-02-25 22:06:20.497000,L8,,,,,239.31,246.67,252.87,251.32,255.29,263.74,265.53,268.18,272.01,269.05,273.67,278.12,276.26,274.79,,,269.68,275.47,271.86,271.42,269.03,268.53,270.34,268.73,268.68,267.58,263.85,269.06,264.35,267.82,272.22,278.28,279.70,280.84,286.10,,,,,,,,,,
2014-02-25 22:06:44.447000,L8,,,,,238.66,246.52,252.73,251.38,254.99,263.25,265.09,267.32,271.37,268.59,272.70,277.11,275.77,274.27,,,,,,270.60,268.41,268.05,269.50,268.42,268.31,266.87,262.78,268.93,263.73,267.29,271.88,277.85,,,,,,,,,,,,,
2014-03-29 22:05:52.007000,L8,,,,,237.48,243.16,255.48,247.78,257.04,257.88,264.29,265.47,269.42,268.63,274.23,280.98,276.16,272.76,,,,,,273.25,270.62,270.38,270.69,266.85,270.91,266.64,264.24,266.89,264.16,267.20,271.30,278.45,,,,,,,,,,,,,
2014-03-29 22:06:15.961000,L8,,,,,238.84,248.22,261.34,251.37,259.62,259.86,316.69,297.17,320.29,309.03,277.14,285.47,277.45,274.10,273.41,275.60,272.39,277.04,273.99,276.03,273.13,273.65,272.74,268.31,273.83,269.03,266.48,270.68,266.53,270.39,273.29,280.94,281.74,282.29,285.12,,,,,,,,,,
2014-04-30 22:05:22.578000,L8,,,,,234.22,240.43,248.82,258.82,260.90,267.37,265.58,268.77,273.31,271.16,275.66,279.07,277.61,275.32,272.67,273.51,,,,272.28,271.42,270.66,273.43,270.04,269.72,268.69,263.04,269.52,265.11,268.99,273.25,278.89,277.97,281.57,286.16,,,,,,,,,,
2014-04-30 22:05:46.536000,L8,,,,,234.63,240.79,249.79,259.88,261.84,268.26,266.02,269.83,273.94,271.85,276.64,280.34,278.52,275.79,273.13,274.33,271.52,276.35,272.01,272.99,272.14,271.29,273.87,270.68,270.40,269.40,263.71,270.09,265.71,270.54,273.97,279.73,278.70,282.10,286.90,,281.49,284.00,283.19,276.61,273.86,268.25,,,
2014-05-16 22:05:09.831000,L8,263.69,273.46,262.27,232.55,235.67,245.48,251.89,263.73,270.96,270.12,269.58,274.03,279.40,272.82,283.19,287.22,278.95,284.73,276.24,279.56,275.97,277.81,277.51,274.71,277.18,275.12,272.34,276.76,274.21,272.14,271.59,270.05,276.83,275.16,273.71,284.20,282.02,286.02,290.83,287.41,288.58,285.73,287.21,280.35,274.33,276.79,,,
2014-08-04 22:05:38.545000,L8,,,,,236.66,242.24,247.41,250.39,256.90,262.55,267.96,269.56,273.00,273.48,278.15,289.15,277.08,281.44,274.26,270.86,,,,276.89,274.98,275.49,271.00,268.34,276.21,268.67,265.18,269.28,268.76,268.19,270.72,284.39,,,,,,,,,,,,,
2014-11-08 22:05:52.173000,L8,,,,,239.11,242.14,245.85,251.17,259.83,266.10,270.30,274.25,277.41,276.14,278.97,286.66,284.78,284.04,275.19,272.19,274.75,277.03,276.45,276.51,273.73,275.79,274.40,272.58,274.42,268.59,267.79,272.08,268.91,271.04,274.15,282.60,283.06,283.81,286.47,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,,,,,238.35,239.42,244.86,249.96,259.04,265.52,269.85,273.45,275.39,275.69,277.88,286.33,284.24,281.87,274.05,270.99,273.71,276.18,274.70,275.81,272.70,275.10,273.24,270.86,273.62,267.62,266.89,271.55,267.68,268.69,273.65,281.38,,,,,,,,,,,,,
2015-02-28 22:05:24.487000,L8,,,,,237.08,245.50,253.80,260.43,268.46,271.62,273.82,279.85,279.94,278.47,278.48,287.61,280.52,284.48,277.65,274.00,273.54,274.01,274.97,275.28,275.56,275.33,271.90,270.52,270.62,272.29,267.86,267.47,271.40,271.00,272.10,284.05,,,,,283.38,283.16,285.41,279.65,271.10,266.67,,,
2015-02-28 22:05:48.437000,L8,,,,,235.41,244.04,252.50,258.64,266.80,268.65,272.13,278.50,278.41,276.71,276.57,286.11,278.40,282.57,273.82,271.71,,,,273.80,272.41,273.81,270.43,268.09,268.35,269.51,266.52,264.46,268.16,268.79,269.92,282.07,,,,,,,,,,,,,
2015-06-20 22:04:57.007000,L8,,,,,,232.01,235.33,245.29,254.36,256.72,261.37,266.00,266.75,269.70,271.88,271.54,275.44,271.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06 22:05:30.173000,L8,,,,,,,,238.44,251.08,260.06,264.80,265.82,270.80,270.17,273.10,278.16,273.94,272.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:05:13.606000,L8,,,,,245.73,249.72,253.24,255.91,259.43,269.11,272.15,278.64,282.68,278.58,281.88,286.26,287.26,285.53,275.86,280.27,279.54,280.92,277.60,275.28,276.80,275.51,280.78,272.99,271.29,271.77,268.45,271.09,269.41,273.45,275.17,284.75,281.39,285.78,287.48,285.24,285.07,285.88,285.01,280.77,276.67,271.36,,,
2015-08-23 22:05:24.610000,L8,,,,,239.64,245.59,249.66,249.47,257.01,262.17,268.31,272.96,276.65,274.23,278.14,283.36,277.38,278.34,273.35,274.05,273.64,270.37,273.48,272.83,272.43,272.42,267.52,266.88,269.32,268.16,262.46,263.14,264.82,267.72,268.75,280.58,,,,,,,,,,,,,
2015-08-23 22:05:48.569000,L8,,,,,239.96,245.75,249.90,249.76,257.20,262.55,268.51,273.08,276.91,274.40,278.33,283.68,277.51,278.74,273.52,274.56,274.18,271.04,273.51,272.68,272.41,272.45,267.61,266.95,269.45,268.27,262.57,263.33,264.90,267.95,268.93,280.87,,,,,,,,,,,,,
2015-10-26 22:05:43.801000,L8,,,,,237.80,243.34,243.58,247.15,258.82,247.28,269.43,269.03,274.91,278.52,269.01,278.46,276.09,284.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:06:07.756000,L8,,,,,239.89,246.70,245.29,249.93,260.39,262.05,277.16,271.18,276.90,289.48,271.63,281.14,277.96,288.43,268.79,274.27,272.93,273.44,285.07,281.87,,,,324.43,357.51,266.54,272.14,260.58,266.46,265.77,270.87,276.55,278.66,353.02,330.78,389.36,,,,277.24,320.59,300.83,,,
2015-12-29 22:05:45.209000,L8,,,,,247.68,248.56,254.21,251.51,262.61,268.39,273.23,278.66,280.28,282.22,282.92,287.50,286.27,292.44,281.13,284.73,279.10,278.60,279.80,278.39,277.39,275.74,271.13,267.60,269.92,266.54,263.23,269.79,268.28,270.16,311.90,288.03,,368.63,292.11,,,,,281.62,273.65,269.59,,,
2015-12-29 22:06:09.164000,L8,,,,,239.73,242.22,248.63,246.99,257.50,263.05,268.05,272.45,275.45,275.60,278.16,282.14,279.82,284.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:05:31.567000,L8,226.37,258.42,267.48,258.50,242.53,246.65,246.52,249.88,258.06,268.78,271.36,278.31,281.33,274.12,275.85,281.45,280.75,365.68,393.64,395.75,,,,,271.99,271.67,277.25,271.61,270.03,269.97,264.73,269.37,267.16,267.63,272.79,278.30,290.05,279.79,,,,,,,,,262.37,268.81,
2016-03-02 22:05:55.525000,L8,,,,,239.72,244.77,244.12,247.20,256.20,265.36,269.23,275.26,279.25,272.70,272.66,278.53,276.12,357.86,388.65,373.93,,,,,,269.57,272.28,267.40,266.99,267.51,262.84,265.94,264.39,,,,,,,,,,,,,,,,
2016-04-19 22:05:11.034000,L8,251.85,258.58,262.72,252.53,240.23,245.92,244.98,245.48,256.71,265.28,269.20,274.22,277.68,274.02,276.69,282.91,281.93,279.66,,,,,,273.19,273.79,272.16,273.34,270.65,269.48,268.64,263.44,269.08,264.55,266.85,272.99,276.47,,,,,,,,,,,247.04,238.00,
2016-04-19 22:05:34.992000,L8,251.57,258.36,262.48,252.36,240.17,245.73,244.99,245.30,256.67,265.24,269.07,274.12,277.44,273.91,276.58,282.74,281.81,279.62,273.62,273.35,275.09,276.76,272.33,272.93,273.60,271.84,273.10,270.39,269.27,268.29,263.22,268.54,264.45,266.80,272.83,276.30,,,,,,,,,,,246.61,,
2016-05-21 22:05:14.459000,L8,,,,,240.06,246.82,246.46,249.11,258.85,264.35,269.79,273.60,277.49,278.92,279.56,285.64,282.82,283.69,278.73,273.28,278.07,277.54,277.15,278.10,274.65,273.88,273.47,274.34,276.54,270.09,265.42,271.98,269.45,269.33,273.90,282.96,287.43,285.33,287.75,285.79,285.06,285.89,282.18,281.00,276.24,271.29,,,
2016-05-21 22:05:38.418000,L8,,,,,258.58,248.88,249.11,252.42,260.37,265.89,271.65,275.61,279.85,282.56,282.03,287.69,284.88,286.44,282.33,277.46,281.57,279.57,279.97,280.83,276.89,276.00,279.43,279.88,280.35,272.22,267.60,274.91,274.60,275.00,275.84,285.14,292.75,288.02,290.75,288.92,289.04,288.88,286.68,286.07,279.18,276.43,,,
2016-09-10 22:05:51.530000,L8,,,,,240.07,244.54,244.44,241.67,251.95,261.31,268.14,272.65,278.04,276.62,276.77,284.72,278.20,282.00,274.19,274.32,272.64,270.93,272.31,274.10,273.94,274.06,269.16,267.47,269.13,268.18,265.23,263.14,265.38,268.48,270.21,281.33,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,,,,,240.43,244.76,244.74,241.86,252.18,261.88,268.39,273.05,278.22,276.94,277.02,284.97,278.96,282.22,274.56,275.16,273.24,271.57,272.79,274.26,274.49,274.31,269.45,267.70,269.42,268.95,265.46,263.64,265.76,269.01,270.65,281.81,,,,,,,,,,,,,
2016-10-12 22:05:57.250000,L8,,,,,,,,241.56,251.45,259.29,266.52,270.34,275.99,272.00,273.83,279.77,275.46,274.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,,,,,,,,241.26,250.67,258.24,266.06,269.63,275.00,271.76,273.31,279.36,274.88,273.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28 22:05:59.220000,L8,,,,,246.30,243.38,246.02,241.87,255.10,261.80,268.89,273.30,275.93,277.54,275.73,283.86,280.02,277.22,274.28,271.92,274.28,275.30,272.83,276.76,272.85,270.49,272.15,268.37,270.87,267.86,264.69,268.88,266.57,267.02,274.36,279.46,,,,,,,,,,,,,
2016-10-28 22:06:23.178000,L8,,,,,,,,240.01,252.82,259.72,266.70,270.56,273.10,275.14,272.61,281.41,277.16,274.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:06:18.115000,L8,,,,,,,,237.55,251.80,257.88,265.18,268.67,273.13,273.41,273.39,281.29,277.09,274.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:05:47.126000,L8,,,,293.50,291.06,283.55,261.58,275.46,271.79,287.33,297.71,309.09,312.53,317.00,324.70,327.66,326.29,325.24,324.53,322.80,323.32,319.70,317.36,313.66,299.55,328.16,298.89,309.11,304.55,297.48,301.74,300.35,299.97,304.81,307.94,312.75,315.28,316.87,316.34,317.40,318.18,319.60,314.81,319.80,313.89,312.69,292.77,302.01,297.70
2017-01-16 22:06:11.085000,L8,,,,266.42,287.69,283.16,260.77,274.98,264.67,286.61,295.12,306.75,310.58,315.05,323.16,326.09,323.66,324.02,322.08,320.66,321.97,318.19,316.47,313.43,298.92,327.28,297.63,308.46,300.72,296.36,299.60,297.28,297.18,303.42,305.53,309.73,313.34,314.81,315.26,316.34,316.04,315.64,313.84,318.43,312.16,311.04,289.86,298.68,295.81
2017-02-01 22:05:40.248000,L8,,,,,259.39,249.60,253.30,248.61,257.02,265.79,271.88,279.77,282.32,286.60,289.19,288.98,289.99,286.82,289.36,279.01,282.56,280.58,278.97,277.88,281.85,279.80,282.52,277.01,274.18,277.95,270.99,274.68,270.90,278.69,276.59,284.42,290.30,287.68,289.35,288.05,285.91,286.26,285.08,288.14,279.51,277.41,,,247.35
2017-03-05 22:05:27.019000,L8,,,,,268.20,266.91,256.94,252.47,259.09,266.64,272.54,278.89,281.78,284.33,284.74,288.04,287.16,285.63,294.57,285.73,285.68,281.37,279.59,283.53,285.07,293.84,287.18,290.52,281.40,284.38,286.88,279.79,285.76,282.25,280.90,288.03,291.77,294.17,290.86,290.20,287.92,287.46,290.21,292.84,289.22,287.38,227.36,249.11,268.02
2017-03-05 22:05:50.977000,L8,,,,,267.25,264.55,256.37,251.66,258.57,266.21,272.00,278.30,281.24,283.79,283.54,287.54,286.69,285.17,293.82,284.66,284.80,280.89,278.95,282.36,284.18,289.35,286.10,289.57,279.69,283.37,286.15,278.11,284.41,281.40,279.67,287.09,290.92,291.69,290.02,288.92,286.59,286.84,289.37,291.94,288.36,286.27,225.30,247.13,266.35
2017-04-06 22:05:33.966000,L8,,,,,238.01,241.21,245.72,243.03,254.24,261.20,266.95,269.45,274.16,271.79,274.93,282.21,281.04,,,,,,,270.36,273.05,274.15,271.00,270.05,268.63,268.47,266.47,262.81,262.63,270.77,273.28,288.50,312.56,322.16,287.94,286.84,,,,,,,,,
2017-05-08 22:04:59.325000,L8,,,,,260.56,270.05,251.02,249.96,256.18,268.60,270.09,274.16,278.81,278.38,280.02,285.88,282.03,282.00,274.81,277.36,276.20,277.27,273.18,273.22,276.55,274.41,273.61,271.03,268.21,271.96,266.02,266.72,267.96,268.54,272.94,282.63,282.67,286.44,286.64,283.91,,,,280.84,273.70,273.94,,,
2017-05-08 22:05:23.284000,L8,,,,,260.56,270.43,252.05,250.52,256.90,270.16,271.24,275.39,279.39,278.82,280.78,286.45,283.17,282.61,275.88,277.96,277.22,278.34,274.25,274.28,277.24,275.08,275.30,272.53,269.70,272.61,266.49,268.41,269.37,269.26,273.85,283.49,286.48,287.43,287.40,285.59,283.92,283.74,284.61,281.75,274.63,274.35,,,
2017-05-24 22:05:34.407000,L8,,,,,268.56,250.74,257.59,253.25,260.01,265.94,271.05,275.96,280.28,281.19,280.18,286.80,283.11,283.25,280.00,279.12,281.73,279.42,277.71,278.60,278.48,276.74,273.47,274.23,276.27,273.10,267.27,272.16,272.81,275.44,274.94,283.68,287.04,288.22,289.00,288.05,288.19,288.65,285.54,286.84,277.46,275.64,,,278.61
2017-06-25 22:05:23.687000,L8,,,,,256.03,256.70,258.71,247.95,258.46,265.52,272.59,277.82,279.66,279.61,279.01,287.07,283.96,283.96,282.84,279.57,286.33,285.51,276.12,277.42,276.48,278.31,290.16,275.10,273.84,270.93,266.85,274.77,268.65,274.46,278.06,286.11,292.66,285.65,292.96,286.06,283.89,288.56,287.16,279.17,276.04,272.65,,243.15,260.94
2017-07-11 22:05:50.423000,L8,218.90,234.97,261.26,244.95,304.82,314.54,303.08,286.96,292.07,287.96,288.61,298.57,297.73,310.62,310.48,308.56,312.65,302.23,305.93,297.19,306.41,300.55,303.27,305.56,301.12,309.37,300.84,298.95,298.55,296.63,301.18,299.28,301.71,302.61,304.79,310.02,311.44,310.15,312.65,315.04,313.58,327.12,304.32,307.93,302.25,297.68,247.02,272.89,307.44
2017-08-28 22:06:08.010000,L8,,,,,240.03,244.21,245.06,242.79,258.05,256.63,266.27,270.57,271.92,272.43,272.78,277.07,275.84,273.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:05:46.939000,L8,,,,,251.58,258.37,254.14,250.59,257.39,267.31,271.63,277.50,281.33,277.53,280.42,285.06,284.80,283.06,275.88,280.36,278.10,278.44,274.23,275.71,276.80,273.74,281.09,274.11,272.89,271.70,267.43,271.07,269.02,273.83,275.67,280.94,288.90,284.93,288.11,284.73,282.39,284.24,285.69,279.98,274.81,271.13,,,
2017-12-02 22:06:10.894000,L8,,,,,253.97,262.64,254.36,251.01,257.79,267.71,271.84,279.20,283.09,277.56,281.61,286.15,286.83,284.65,276.27,282.02,279.16,279.74,275.34,277.06,276.94,274.14,283.16,275.03,274.36,271.53,267.83,272.42,269.70,276.10,275.77,282.16,291.15,285.65,289.30,286.13,282.89,286.03,287.79,279.18,275.42,272.43,,,
