dates,satname,nzd0495-0000,nzd0495-0001,nzd0495-0002,nzd0495-0003,nzd0495-0004,nzd0495-0005,nzd0495-0006,nzd0495-0007,nzd0495-0008,nzd0495-0009,nzd0495-0010,nzd0495-0011,nzd0495-0012,nzd0495-0013,nzd0495-0014,nzd0495-0015,nzd0495-0016,nzd0495-0017,nzd0495-0018,nzd0495-0019,nzd0495-0020,nzd0495-0021,nzd0495-0022,nzd0495-0023,nzd0495-0024,nzd0495-0025,nzd0495-0026,nzd0495-0027,nzd0495-0028,nzd0495-0029,nzd0495-0030,nzd0495-0031,nzd0495-0032,nzd0495-0033,nzd0495-0034,nzd0495-0035,nzd0495-0036,nzd0495-0037,nzd0495-0038,nzd0495-0039,nzd0495-0040,nzd0495-0041,nzd0495-0042,nzd0495-0043,nzd0495-0044,nzd0495-0045,nzd0495-0046,nzd0495-0047,nzd0495-0048,nzd0495-0049,nzd0495-0050,nzd0495-0051,nzd0495-0052,nzd0495-0053,nzd0495-0054,nzd0495-0055,nzd0495-0056,nzd0495-0057,nzd0495-0058,nzd0495-0059,nzd0495-0060,nzd0495-0061
2001-01-03 22:05:00.181000,L7,332.14,310.01,314.11,310.67,305.59,311.44,305.24,,,293.27,306.36,310.27,312.55,320.54,326.80,322.99,316.02,313.40,307.53,,,,,,304.42,315.41,317.91,318.79,320.84,321.92,313.13,309.15,306.17,304.15,304.09,304.16,304.90,304.47,301.89,304.79,305.69,18.76,82.55,104.30,105.12,118.02,161.02,135.75,307.42,306.94,304.96,298.54,297.75,298.12,295.27,292.10,298.15,295.07,301.86,303.61,303.42,309.93
2001-02-20 22:05:00.525000,L7,,,355.75,352.15,343.82,343.51,339.27,342.29,350.63,357.83,358.14,357.38,357.75,361.34,367.85,361.82,356.19,356.28,354.09,355.85,361.99,335.03,368.62,364.28,361.69,363.08,363.33,364.74,365.37,334.19,363.28,357.66,354.19,354.25,352.98,319.10,341.13,340.16,347.08,352.34,352.40,355.16,354.77,353.15,352.52,361.40,366.69,359.37,356.86,354.82,352.30,350.37,344.95,343.61,338.92,336.06,150.94,180.95,203.09,212.64,211.67,216.52
2001-02-27 22:11:06.137000,L7,,362.04,373.42,340.91,365.26,362.93,362.89,359.82,299.53,376.76,377.51,389.89,379.01,390.57,394.01,383.18,369.69,394.20,374.32,391.08,372.86,382.88,408.33,371.58,407.04,333.75,381.33,334.76,331.15,385.37,377.04,370.79,369.29,391.42,385.34,372.18,389.25,,350.17,351.31,360.61,364.07,360.78,365.03,320.90,381.88,380.12,369.19,360.30,373.95,362.12,350.82,350.11,308.40,341.17,335.43,343.73,339.42,350.10,337.09,223.66,237.60
2001-04-09 22:04:41.882000,L7,374.51,387.26,393.68,388.73,385.20,374.89,,,,,356.11,389.14,392.22,,,,,344.39,348.92,344.77,354.46,330.84,362.00,362.07,324.88,357.01,354.10,355.52,357.16,361.44,354.92,345.65,347.53,349.30,347.03,353.57,346.37,390.32,385.54,387.18,387.23,387.52,395.23,385.61,392.62,393.27,392.26,392.07,392.35,394.23,390.49,408.63,388.50,391.58,383.65,387.94,386.92,379.19,336.04,337.55,338.17,344.97
2001-06-28 22:03:56.771000,L7,,,,,,,,,250.75,339.19,307.33,295.80,287.39,295.53,,,,,,,,,,,,,,,295.10,328.59,319.74,320.80,330.99,333.07,315.83,314.79,317.87,320.46,315.76,294.90,,,,,,,,,,,,,304.96,307.99,308.24,305.26,,,,,,
2001-07-05 22:10:09.496000,L7,,,,,,,,,,273.75,316.80,297.74,289.34,304.92,290.83,,,297.30,326.36,291.46,329.23,321.64,285.21,326.10,294.26,297.67,306.57,325.84,327.42,331.47,321.18,319.99,320.88,319.73,314.94,316.34,310.50,318.09,311.14,290.29,,,,303.87,309.41,313.72,307.79,172.58,145.80,313.58,310.21,309.60,298.16,301.62,302.20,294.74,300.78,290.02,267.63,305.40,302.15,305.35
2001-07-14 22:03:57.537000,L7,,,,,,,,,270.05,351.44,312.77,295.89,297.28,305.22,286.68,,,,,,,,,,,329.32,303.40,322.62,326.91,327.92,321.95,316.70,318.86,331.88,320.57,311.79,316.37,315.03,312.31,306.41,,,,,301.02,317.22,321.44,323.72,319.49,309.55,309.47,308.59,297.29,207.41,295.41,301.51,296.82,274.64,296.53,290.72,297.45,
2001-08-15 22:03:26.328000,L7,338.52,311.88,312.45,320.43,316.96,322.55,310.66,233.48,259.77,321.74,317.67,297.50,324.32,330.82,336.43,331.03,334.88,329.06,324.33,330.33,324.84,325.73,334.14,335.13,329.82,326.26,326.38,329.76,334.95,326.35,320.99,323.29,319.76,331.84,321.29,319.94,313.40,320.61,317.48,313.59,310.96,316.67,310.28,91.19,96.52,119.59,138.75,128.15,111.21,155.98,307.97,308.25,296.75,303.09,295.85,293.35,297.43,296.69,299.05,300.55,299.02,303.99
2001-10-02 22:02:52.358000,L7,366.81,328.30,331.06,328.58,318.85,316.66,312.21,256.03,312.13,327.74,324.25,324.27,324.35,325.38,335.19,333.44,332.49,327.11,325.22,339.53,330.17,330.18,325.67,331.45,324.56,326.78,326.12,330.22,329.82,325.12,322.23,318.93,320.80,319.92,307.39,317.66,317.75,318.88,313.63,307.52,307.43,309.02,308.62,297.42,,201.95,,205.25,92.91,86.77,228.93,,,216.56,290.48,291.80,272.95,,,,,
2001-11-03 22:02:58.699000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.99,403.16,379.22,321.74,395.42,399.92,351.84,402.42,395.71,379.91,326.64,359.15,147.71,182.97,207.29,223.82,233.87,219.02,432.67,403.38
2001-12-12 22:09:26.650000,L7,,,,,,,,,,,,390.01,389.47,393.77,396.03,394.43,390.19,342.15,347.18,342.22,336.69,341.88,342.52,342.22,386.56,384.24,384.24,381.01,385.23,389.22,385.72,379.93,374.33,340.98,391.15,388.06,379.71,376.85,377.32,370.23,372.36,345.68,334.50,335.79,340.70,400.36,386.72,389.65,379.17,379.42,383.09,372.05,361.31,,,,,,,,,
2002-01-29 22:09:33.112000,L7,,,366.92,364.84,356.16,351.37,359.25,350.54,291.84,360.68,333.36,355.74,355.58,364.42,367.34,362.77,359.57,353.07,352.27,352.53,355.44,353.28,351.75,352.31,354.95,358.73,352.81,355.09,359.19,354.76,350.89,348.89,343.22,348.59,388.57,378.90,377.35,386.61,381.60,384.46,383.01,384.19,381.68,402.65,397.78,390.97,395.70,409.82,387.31,403.52,348.58,62.05,336.79,301.61,140.35,163.09,191.70,200.35,214.86,222.26,228.83,396.89
2002-02-23 22:03:31.354000,L7,332.21,335.95,298.33,,,,,,307.57,332.66,295.19,321.56,326.32,328.41,335.59,338.51,334.05,329.40,323.89,324.92,328.87,326.69,324.45,326.68,327.81,329.06,327.43,328.06,330.14,328.81,322.08,319.51,316.23,314.93,308.88,305.76,311.95,315.77,309.77,315.12,311.02,313.22,306.20,111.72,69.00,103.34,155.44,127.15,312.67,312.64,305.09,305.37,298.04,298.15,294.32,210.39,232.05,249.88,304.53,305.49,302.67,308.64
2002-03-11 22:03:31.366000,L7,395.91,388.92,391.58,392.91,385.14,382.14,,,,,,387.73,389.79,393.98,404.57,394.83,395.65,388.71,399.79,,,338.31,336.58,354.16,350.26,352.78,352.42,352.67,347.77,352.34,346.43,347.23,346.50,350.33,343.73,330.68,337.48,394.42,387.52,381.10,381.99,378.97,383.68,392.07,351.53,355.41,358.82,355.66,402.07,384.11,379.20,382.02,375.16,402.39,366.78,371.67,370.53,368.93,361.48,365.77,370.17,378.67
2002-04-12 22:03:25.302000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.56,323.10,315.68,310.26,302.19,304.30,300.07,300.85,307.74,301.36,292.83,302.43,303.63,305.43,292.42,,,,,,,,,293.12,295.37,295.94,291.72,288.39,285.20,259.00,297.36,292.18,296.66,303.60
2002-05-14 22:03:19.418000,L7,,,,,,,,,264.88,346.29,307.86,295.23,296.66,337.92,324.41,342.76,336.59,360.95,364.30,362.79,360.07,312.45,293.99,329.81,318.95,324.99,311.64,323.69,327.73,330.61,325.02,316.59,316.58,324.10,314.90,315.07,314.08,313.34,309.29,304.48,312.18,319.57,308.48,310.03,313.79,80.47,135.41,97.69,54.22,103.10,309.09,308.43,300.35,299.40,358.89,369.88,360.50,291.93,299.56,296.68,301.23,305.53
2002-05-30 22:03:13.672000,L7,,,,,,,,,303.37,343.28,307.69,292.87,292.06,313.65,336.21,332.79,337.64,344.29,338.11,346.05,333.73,303.18,294.80,323.03,282.59,324.05,320.35,353.19,328.14,338.49,353.28,355.09,338.94,341.95,335.78,355.76,317.29,316.68,318.14,321.77,326.49,322.44,315.89,309.86,58.49,99.89,160.02,119.43,104.89,315.09,310.54,308.52,297.02,298.99,297.53,293.65,307.52,,,,,
2002-06-15 22:03:07.576000,L7,,,,,,,,,285.31,334.94,305.86,290.21,284.96,296.66,283.06,,,,,,,,,,,,,,,,326.64,324.08,315.20,331.97,318.10,313.71,315.24,330.06,317.09,290.06,306.53,326.98,309.26,,310.40,305.81,318.73,330.23,320.73,313.90,309.49,282.41,297.69,298.64,296.83,292.91,296.72,293.19,302.26,293.04,298.49,307.91
2002-06-22 22:09:15.051000,L7,,,,,,,,,354.64,354.72,317.82,308.31,310.28,355.09,326.71,368.70,394.23,356.25,380.48,383.72,379.02,368.44,300.32,333.34,321.63,355.54,390.11,374.38,,,,361.82,371.86,371.90,364.69,377.55,375.30,337.48,344.43,353.40,342.02,354.01,356.50,345.37,343.65,341.37,344.47,350.18,33.75,148.65,84.28,105.67,102.13,137.75,296.18,297.30,214.72,331.81,239.28,359.90,364.38,371.90
2002-09-10 22:08:43.416000,L7,362.97,339.57,336.98,339.00,326.37,347.89,317.25,246.32,363.01,368.08,329.09,318.35,361.74,375.35,372.35,375.65,364.62,369.07,347.22,337.87,376.55,372.27,373.61,332.34,325.43,325.49,320.24,329.96,328.70,328.15,320.80,314.73,365.69,341.93,311.69,313.75,315.53,379.46,395.95,375.97,308.44,313.45,309.62,305.60,311.18,311.68,318.73,322.41,312.02,313.35,309.19,305.12,296.48,297.14,294.89,294.14,298.71,293.16,300.81,301.86,299.78,302.55
2002-12-24 22:02:57.022000,L7,336.61,342.18,353.93,324.17,318.75,344.46,307.45,254.01,,296.78,323.42,312.46,363.89,343.92,367.80,366.88,363.46,359.03,361.78,366.65,368.80,392.48,370.51,376.43,372.03,369.01,371.68,367.99,372.35,374.93,368.02,367.19,364.65,359.70,357.18,356.59,364.61,372.21,386.16,374.31,362.94,357.21,358.77,372.30,377.16,376.60,374.95,379.57,367.76,365.71,356.03,352.17,345.28,346.78,330.29,339.26,335.75,340.12,340.28,343.50,347.95,354.17
2002-12-31 22:09:08.026000,L7,,,,,,,,,,,,,,,,,,,331.78,335.32,346.92,344.90,348.94,349.24,352.83,350.51,318.47,355.01,358.90,360.48,354.08,348.99,347.97,346.78,306.19,350.21,352.07,344.27,352.87,350.86,349.03,342.90,341.34,347.94,349.86,347.94,352.67,324.06,353.57,346.86,346.89,344.54,306.42,342.00,304.62,334.03,310.45,307.16,332.95,315.90,330.38,346.07
2003-02-01 22:09:21.746000,L7,,,,361.23,356.37,350.52,350.10,361.19,365.49,366.18,361.86,363.97,364.19,365.28,402.73,314.27,313.89,314.24,309.11,308.51,312.63,318.40,322.17,376.08,375.82,367.37,372.57,372.64,368.30,367.98,364.84,364.93,357.98,362.11,360.75,373.03,372.53,364.73,365.60,361.05,362.77,359.51,353.90,358.30,360.33,369.05,411.14,403.47,403.78,400.95,310.28,301.37,299.74,389.98,382.28,336.32,336.40,330.93,333.24,335.41,340.38,352.67
2003-08-13 21:51:32.649000,L5,,,,,,,,,,,,,,,,,,,,297.55,319.02,318.94,320.27,323.70,315.22,319.35,312.67,330.02,317.00,321.64,313.77,313.12,309.72,316.52,313.13,314.97,315.38,310.99,304.93,288.31,,,,,,,,,,,,,,,,,,,,,,
2003-10-07 21:58:35.519000,L5,353.90,343.54,344.90,347.60,338.18,335.13,328.46,270.42,308.08,349.32,344.40,344.20,343.79,348.12,348.95,346.50,343.01,345.71,332.63,339.33,341.82,336.16,343.27,343.52,334.84,339.07,335.17,348.14,349.52,353.77,343.97,341.44,338.16,341.35,330.61,327.50,327.87,327.88,321.42,325.10,318.34,324.44,326.14,334.35,327.27,333.26,335.88,341.32,337.40,323.07,323.52,311.39,302.46,296.21,307.40,182.36,218.67,317.22,314.69,243.28,314.80,323.99
2003-11-17 21:52:57.120000,L5,373.85,364.22,371.72,369.89,363.45,357.25,353.91,341.34,358.57,374.78,367.55,367.02,369.07,361.40,358.15,350.50,348.62,348.33,345.43,349.76,356.05,356.83,366.48,373.01,365.14,366.63,366.26,369.86,378.74,374.93,369.69,347.91,350.78,348.05,349.19,346.56,355.35,344.89,369.54,369.21,369.24,358.61,372.16,361.16,367.59,353.49,349.28,352.61,348.45,348.02,346.00,334.30,341.08,345.02,340.94,342.63,343.79,338.12,340.42,342.10,328.23,338.88
2003-12-26 21:59:30.091000,L5,,,,,,,,,,,,,,,,,392.88,370.93,367.60,367.75,375.09,379.00,372.44,373.32,366.43,378.89,385.19,390.79,390.14,396.91,392.00,391.93,392.39,383.99,379.19,377.03,379.63,377.94,383.54,378.62,389.99,391.15,384.33,390.82,395.59,391.37,397.32,391.18,367.26,367.88,364.19,359.75,65.81,99.57,139.14,160.64,198.89,215.07,227.21,223.69,225.39,232.33
2004-03-31 21:59:59.745000,L5,353.44,348.64,349.67,348.79,342.07,341.14,332.14,268.24,331.48,358.06,350.37,347.89,348.85,358.87,344.75,344.20,344.78,343.87,339.55,347.64,350.14,349.75,359.89,363.42,357.75,369.80,362.48,351.06,365.16,369.26,350.09,343.03,319.42,334.42,333.74,336.04,341.45,338.19,338.09,343.12,344.06,346.24,342.93,340.26,341.04,340.10,329.64,326.31,319.14,325.43,325.36,314.59,316.01,316.47,295.32,296.31,294.35,,,,305.70,315.66
2004-05-18 22:01:26.569000,L5,,,,,,,,,258.32,323.54,313.93,290.62,296.68,308.13,294.44,310.83,300.07,305.75,276.17,297.41,322.69,312.74,308.21,321.75,298.25,318.47,310.54,310.99,316.37,316.79,317.74,312.67,308.76,316.81,311.31,312.53,311.71,313.07,306.73,294.27,,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:55:59.429000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.27,315.29,302.43,316.69,311.85,297.94,309.89,306.64,304.23,291.29,,,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:57:15.668000,L5,351.75,345.55,348.01,345.87,340.82,339.24,338.70,295.36,337.87,365.43,353.49,346.43,350.95,361.32,360.36,357.21,347.74,352.14,345.83,364.68,377.71,362.78,371.50,373.76,361.52,359.45,357.62,364.91,358.90,368.62,356.80,354.15,354.72,355.91,354.25,360.23,355.15,363.66,352.58,364.83,347.40,363.82,354.69,351.55,346.12,356.08,355.36,371.81,364.05,360.92,352.71,355.36,331.97,348.12,338.20,346.50,337.97,205.42,343.84,346.54,342.72,342.60
2004-10-18 21:59:11.702000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.59,383.83,374.55,376.83,389.63,397.74,400.04,402.98,395.16,398.45,391.90,399.45,382.45,99.87,119.44,141.76,172.04,194.51,205.54,200.70,212.77,225.14
2005-02-14 22:07:21.106000,L5,349.73,341.81,343.02,341.66,332.04,329.15,323.41,268.10,302.27,342.07,336.23,337.13,333.83,343.60,356.52,356.13,366.19,,,,,,,385.81,397.61,340.24,343.40,345.82,348.17,347.50,339.65,344.74,341.55,339.93,338.25,342.33,341.12,344.00,342.38,327.93,329.42,332.05,322.51,331.16,327.14,331.70,342.43,350.81,338.75,337.56,338.72,330.17,332.90,130.24,307.71,309.06,311.96,311.82,316.62,316.55,322.49,332.03
2005-03-11 22:01:31.683000,L5,303.21,315.48,315.05,318.91,304.92,282.33,298.26,233.66,255.77,311.70,307.89,295.41,307.29,314.92,319.87,314.15,312.31,312.75,299.97,306.08,313.13,317.33,321.93,320.07,318.74,314.52,314.04,310.85,316.07,317.84,310.22,309.35,307.37,306.92,306.41,307.39,310.65,310.38,304.53,301.65,299.80,302.68,292.23,289.49,,283.11,287.29,303.73,300.84,290.52,300.06,285.13,280.66,277.06,280.81,276.90,245.86,,,,,
2005-04-12 22:01:42.862000,L5,298.51,302.76,310.56,308.44,302.53,278.44,292.95,230.72,259.53,314.35,308.08,298.97,301.77,310.56,311.85,311.78,312.71,310.61,302.37,,315.90,318.64,315.35,320.16,317.76,313.40,310.52,280.71,295.78,314.78,301.37,306.49,305.66,301.38,308.06,304.18,314.13,309.23,308.39,300.90,299.85,305.60,303.38,291.80,,,,114.10,123.32,134.76,190.67,291.07,277.75,279.83,287.30,280.30,285.19,,,,,
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.49,306.95,305.82,306.29,305.22,302.83,307.66,303.60,,,,,,,,,,,,,,,,,,,,,,,
2005-06-22 22:08:22.866000,L5,,,,,,,,,261.07,323.77,309.45,300.44,295.75,298.63,288.99,310.76,303.30,316.75,306.94,326.19,329.99,310.80,290.21,323.90,308.78,318.36,310.08,324.44,311.91,317.67,321.81,321.16,312.90,320.41,319.00,317.59,321.00,322.36,316.60,315.52,297.80,313.83,311.21,305.35,290.99,308.76,309.31,324.86,322.78,302.97,318.94,,290.23,291.61,293.75,294.48,293.14,271.90,,,,
2005-08-09 22:08:46.932000,L5,379.07,359.82,359.60,363.54,355.73,358.11,346.97,312.89,357.48,367.44,371.02,369.16,359.58,365.01,371.36,363.59,366.68,368.03,373.14,377.58,373.35,378.58,383.89,382.55,376.34,376.81,358.89,363.62,367.84,365.27,363.46,353.49,350.37,346.37,361.56,380.63,373.88,380.27,375.23,376.17,371.18,357.02,346.63,356.60,352.29,372.52,373.38,366.68,366.38,367.79,365.38,61.30,90.79,122.93,135.16,162.56,182.98,201.90,212.77,215.01,217.86,226.76
2005-08-25 22:08:52.862000,L5,356.17,352.43,353.49,353.14,342.78,347.47,343.33,296.87,342.68,362.42,358.79,354.70,357.34,365.98,366.22,365.96,361.62,365.42,363.07,366.53,367.12,363.91,368.90,361.78,355.18,359.46,362.23,360.78,359.93,361.60,358.28,362.42,359.12,363.58,362.43,361.47,360.32,365.42,358.10,356.77,352.72,357.35,349.90,355.82,349.85,361.50,367.63,368.23,370.04,365.47,362.93,350.10,345.73,339.71,331.36,335.44,331.13,325.90,332.54,337.46,342.11,347.33
2005-09-19 22:02:44.739000,L5,379.63,370.44,363.70,356.68,342.73,342.53,332.21,281.13,323.65,352.54,352.26,342.14,348.59,349.71,353.38,344.05,341.45,341.77,333.98,347.01,350.04,357.59,354.63,354.79,347.97,350.26,348.72,357.29,351.21,348.75,338.98,337.19,338.10,339.71,334.38,333.03,342.45,342.25,341.41,344.46,344.75,345.00,339.86,340.59,330.81,333.99,338.38,337.92,338.96,338.09,341.21,329.24,319.71,323.68,326.53,332.24,337.03,333.02,337.49,225.33,325.06,326.45
2005-10-05 22:02:41.026000,L5,353.16,344.43,346.54,346.84,339.34,337.69,330.20,268.25,316.50,350.88,347.09,347.14,348.38,350.48,351.68,345.96,342.69,343.66,341.42,347.30,347.50,348.44,347.35,352.77,349.00,344.43,345.69,351.98,352.99,356.78,344.44,344.25,338.60,339.54,333.20,334.49,340.61,337.15,337.44,336.80,340.48,336.36,336.42,333.65,337.80,337.77,343.31,342.24,331.39,334.67,329.98,326.07,317.44,317.84,319.48,318.62,327.05,323.32,327.48,330.18,323.79,329.47
2005-11-13 22:09:08.414000,L5,360.84,358.18,362.30,359.77,348.71,356.51,382.05,316.99,332.44,335.06,333.63,332.79,332.84,342.93,346.53,384.65,,,,,,,,,,397.45,383.29,367.02,354.25,352.63,340.98,344.73,341.96,339.56,328.22,343.77,363.99,355.28,362.12,356.54,358.62,360.76,351.62,331.34,337.71,341.82,342.85,349.32,335.54,338.97,354.95,348.87,343.70,344.90,336.20,341.29,342.07,324.96,327.75,329.57,327.65,335.31
2006-02-17 22:11:22.491000,L5,343.44,344.22,342.52,343.62,335.86,326.87,323.99,256.79,312.41,347.42,340.13,341.48,337.93,340.12,343.31,337.51,340.23,339.07,334.93,342.89,346.73,348.95,355.22,350.02,348.00,343.58,346.63,346.31,350.21,353.07,342.97,344.43,343.36,344.13,340.10,345.64,345.41,346.25,345.05,343.10,337.61,342.94,334.16,337.75,336.25,338.81,345.17,348.01,343.98,339.89,341.16,328.63,328.54,323.47,316.33,318.55,325.18,322.12,318.62,228.75,324.26,328.98
2006-02-26 22:05:22.928000,L5,,,,403.92,364.97,333.73,330.95,261.91,364.63,,,,,,,,348.68,341.20,335.72,338.51,349.63,353.80,354.72,356.91,349.33,349.38,347.70,352.53,345.10,347.14,339.16,338.30,336.58,336.68,328.51,340.62,344.83,346.21,345.39,346.53,343.51,345.28,338.45,325.76,331.55,332.26,336.59,339.29,331.98,337.48,341.54,66.81,87.39,324.36,321.26,326.43,325.14,311.72,222.78,314.55,316.05,324.96
2006-03-14 22:05:42.635000,L5,,,,,,,,,,,,,383.80,389.46,352.17,347.67,344.42,343.23,335.92,340.56,349.74,355.43,361.88,360.87,350.50,348.70,345.46,349.97,351.01,342.09,353.48,358.71,335.23,339.51,342.21,332.98,348.07,358.75,357.54,359.22,355.13,356.64,348.80,349.27,339.88,344.15,347.06,352.40,354.63,350.89,357.89,336.42,332.14,333.53,323.71,344.35,331.15,319.00,304.20,313.06,321.61,319.25
2006-07-27 22:13:58.731000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.23,298.79,300.01,286.55,293.91,293.13,295.52,290.68,267.18,,,,,,,,,,,,,,,,,,,,,,
