dates,nzd0379-0000,nzd0379-0002,nzd0379-0003,nzd0379-0004,nzd0379-0005,nzd0379-0006,nzd0379-0007,nzd0379-0008,nzd0379-0009,nzd0379-0010,nzd0379-0011,nzd0379-0012,nzd0379-0013,nzd0379-0014,nzd0379-0015,nzd0379-0016,nzd0379-0017,nzd0379-0018,nzd0379-0019,nzd0379-0020,nzd0379-0021,nzd0379-0022,nzd0379-0023,nzd0379-0024,nzd0379-0025,nzd0379-0026,nzd0379-0027,nzd0379-0028,nzd0379-0029,nzd0379-0030,nzd0379-0031,nzd0379-0032,nzd0379-0033,nzd0379-0034,nzd0379-0035,nzd0379-0036,nzd0379-0037,nzd0379-0038,nzd0379-0039,nzd0379-0040,nzd0379-0001
2001-10-02 22:01:40+00:00,,,,,,287.095,300.565,287.765,296.755,297.0,266.71000000000004,279.3,279.055,274.375,280.775,284.675,234.07,261.13,276.555,276.78999999999996,264.67999999999995,272.0,272.78999999999996,279.29999999999995,,289.78499999999997,288.065,277.305,284.03499999999997,294.16999999999996,276.92999999999995,259.355,254.89,262.495,269.315,289.315,274.8,298.4,285.305,215.58,
2001-11-03 22:01:46+00:00,,,,,,287.095,300.565,287.765,296.755,297.0,266.71000000000004,274.5733333333333,279.055,274.375,280.775,284.675,234.07,249.27666666666664,276.555,276.78999999999996,264.67999999999995,262.6033333333333,270.32,276.6333333333333,244.3,289.78499999999997,278.1566666666667,277.305,284.03499999999997,294.16999999999996,276.92999999999995,259.355,256.9633333333333,259.29,267.52,278.81333333333333,274.8,298.4,285.305,215.58,
2001-12-21 22:02:05+00:00,,,,,,287.095,300.565,287.765,296.755,297.0,266.71000000000004,274.5733333333333,279.055,274.375,280.775,284.675,234.07,249.27666666666664,276.555,276.78999999999996,264.67999999999995,262.6033333333333,270.32,276.6333333333333,244.3,289.78499999999997,278.1566666666667,277.305,284.03499999999997,299.16,276.92999999999995,259.355,256.9633333333333,259.29,269.35,287.8675,274.8,308.9633333333333,296.37666666666667,215.58,
2002-02-14 22:08:29+00:00,,191.72,220.61,253.04,263.37,287.095,303.48,293.8533333333333,301.9166666666667,300.6566666666667,278.94,279.2025,284.56,278.75666666666666,286.21666666666664,288.86333333333334,234.07,249.27666666666664,278.1166666666667,278.6933333333333,270.00333333333333,269.125,274.0675,281.0475,244.3,297.35999999999996,288.32,281.8066666666667,294.4766666666667,304.03999999999996,279.84999999999997,263.54,265.5125,264.1825,270.722,294.244,274.8,310.73249999999996,302.655,215.58,
2002-10-05 22:01:07+00:00,,,,,,285.0,,281.77,,305.94,255.54,275.53,279.81,280.1,269.05,294.28,206.6,231.38,237.64,247.87,244.65,260.19,248.76,248.72,,280.77,282.81,280.59,280.32,,254.44,265.03,278.09,,,,,,,,
2002-11-29 22:07:49+00:00,,,,,,268.53,,281.77,,305.94,256.875,275.53,279.81,280.1,269.05,294.28,218.24,244.10999999999999,249.92499999999998,259.96000000000004,251.99,253.765,248.76,248.72,226.96,280.77,275.255,280.59,280.32,,254.44,257.46,272.015,256.02,265.11,,,,,,
2003-03-05 22:08:19+00:00,,181.62,210.09,241.07,260.81,275.0833333333333,294.29,290.235,292.77,299.005,268.7133333333333,278.345,286.255,284.38,278.885,284.655,211.54333333333332,237.75333333333333,243.36999999999998,253.66666666666666,245.41333333333333,245.36333333333334,241.95999999999998,245.475,245.04500000000002,274.5,285.26666666666665,285.485,282.475,303.45,273.34000000000003,263.25333333333333,276.26666666666665,269.23,269.78,304.55,238.55,304.04,300.39,,
2003-07-28 21:50:04+00:00,,181.62,229.265,250.125,260.81,285.91499999999996,291.745,298.7,287.1,286.57,283.27,281.16,268.90999999999997,269.945,274.635,259.48,198.15,225.04,230.26,241.08,232.26,228.56,235.16,242.23,263.13,268.23,288.68,286.90999999999997,284.63,294.305,282.305,278.385,286.29999999999995,284.68,274.45,304.55,238.55,304.04,300.39,,
2003-08-29 21:50:38+00:00,,181.62,232.00333333333333,251.78666666666666,266.65,279.0933333333333,288.03000000000003,298.7,282.19,281.6466666666667,276.53666666666663,281.16,260.26,255.16666666666666,264.1366666666667,254.20666666666668,230.49,245.835,230.26,241.08,232.26,228.56,235.16,242.23,263.13,257.035,281.75333333333333,276.82,277.28999999999996,278.26666666666665,277.71,278.385,288.46666666666664,284.68,274.45,304.55,238.55,304.04,300.39,214.15,
2003-09-14 21:50:54+00:00,,,242.93999999999997,257.00666666666666,271.33000000000004,273.37999999999994,283.42,262.72,275.08,273.9766666666667,268.92,251.67,246.96333333333334,237.45666666666668,254.51666666666665,246.45000000000002,267.115,267.885,239.81,,222.82,,239.87,216.7,231.33,254.305,269.67333333333335,268.4866666666667,274.08500000000004,269.39666666666665,269.88,280.64,288.3233333333333,283.21000000000004,,,213.71,,,216.66500000000002,
2003-11-17 21:51:45+00:00,,,242.93999999999997,257.00666666666666,271.33000000000004,273.37999999999994,283.42,262.72,275.08,273.9766666666667,268.92,251.67,246.96333333333334,237.45666666666668,254.51666666666665,246.45000000000002,267.115,267.885,239.81,,222.82,,239.87,216.7,231.33,254.305,269.67333333333335,268.4866666666667,274.08500000000004,269.39666666666665,269.88,280.64,288.3233333333333,283.21000000000004,,,213.71,342.37,337.32,216.66500000000002,332.54
2003-12-10 21:58:05+00:00,,,242.93999999999997,257.00666666666666,271.33000000000004,273.37999999999994,283.42,262.72,275.08,273.9766666666667,268.92,251.67,246.96333333333334,237.45666666666668,254.51666666666665,246.45000000000002,267.115,267.885,239.81,,222.82,,239.87,216.7,231.33,254.305,269.67333333333335,268.4866666666667,274.08500000000004,269.39666666666665,269.88,280.64,288.3233333333333,283.21000000000004,,,213.71,349.895,337.32,216.66500000000002,337.71000000000004
2004-02-05 21:52:16+00:00,,,237.92,257.74333333333334,270.51,269.0133333333334,278.4066666666667,260.185,267.5,267.7033333333333,262.74333333333334,251.67,246.6966666666667,222.24,250.25666666666666,248.78333333333333,265.6333333333333,267.885,239.81,,222.82,,239.87,216.7,231.33,254.305,268.0566666666667,267.57,276.44,269.5833333333333,269.52,279.315,288.57000000000005,279.5,,,213.20499999999998,349.895,337.32,220.28666666666666,337.71000000000004
2004-04-25 21:53:23+00:00,,,233.38,263.265,269.26,275.21000000000004,279.06,263.77,266.735,269.73,263.06999999999994,,249.92000000000002,231.34000000000003,253.34000000000003,249.32999999999998,265.215,269.18,,,,,,,203.29,241.69,266.33500000000004,274.53999999999996,277.205,279.44000000000005,270.255,271.52,,,,,212.7,349.895,337.32,218.07999999999998,337.71000000000004
2004-10-02 21:57:38+00:00,,,225.38,265.075,272.33,278.44,283.88,274.4,272.69,277.155,271.06499999999994,253.44,257.98,254.15,258.91,247.73,267.76,269.18,,,,,,,203.29,241.69,265.45,268.39,238.055,265.12,272.44000000000005,273.16999999999996,,,,,246.81,,242.66,222.655,
2004-11-10 22:04:35+00:00,,,225.38,265.01,275.01,277.0,283.8,278.91,270.6,277.1,271.61,253.44,260.44,251.2,,,,,,,,,,,,,,,202.85,257.08,275.66,282.58,,,,,246.81,362.53,242.66,236.68,351.01
2005-02-23 22:00:07+00:00,,268.08,236.85,267.375,275.23,280.88,286.08000000000004,281.615,273.25,276.595,273.28999999999996,258.53499999999997,266.805,258.64,274.21,262.26,277.51,273.81,267.87,263.54,256.01,252.66,265.03,260.45,,274.0,283.05,285.12,219.95999999999998,268.39,276.395,281.115,,,,,234.775,288.53499999999997,240.095,243.715,351.01
2005-03-02 22:06:24+00:00,,268.08,236.85,261.46666666666664,266.56666666666666,278.1766666666667,284.1566666666667,275.25666666666666,269.18666666666667,273.06,269.71999999999997,237.71,259.86,239.97333333333333,261.355,250.24,269.495,273.81,267.87,263.54,256.01,252.66,265.03,260.45,194.9,261.005,283.05,272.58000000000004,232.24333333333334,269.24333333333334,276.395,281.115,,,,,234.775,288.53499999999997,240.095,243.715,351.01
2005-03-18 22:06:34+00:00,,265.945,240.54999999999998,262.6725,268.47249999999997,278.605,281.7125,268.52250000000004,266.61,269.4,267.3725,227.9225,256.285,234.21499999999997,257.9633333333333,252.21,270.33666666666664,272.61,267.87,263.54,256.01,252.66,265.03,260.45,194.9,261.005,264.49,271.06,244.73250000000002,270.0025,273.15333333333336,281.32,,,,,225.6966666666667,258.2966666666667,228.97333333333333,237.03333333333333,351.01
2005-04-12 22:00:30+00:00,,263.87,246.68999999999997,263.66,264.765,278.515,280.2075,265.28,264.905,264.75,264.3775,212.4775,253.4825,223.53999999999996,257.9633333333333,252.21,270.33666666666664,272.61,267.87,263.54,256.01,252.66,265.03,260.45,194.9,261.005,264.49,271.06,258.6933333333333,274.31,271.9,280.69000000000005,,,,,215.14000000000001,258.2966666666667,222.13,237.21,351.01
2005-05-05 22:06:49+00:00,,266.405,246.68999999999997,262.98,266.154,277.198,281.598,267.494,267.464,266.684,265.642,212.998,254.426,222.38599999999997,257.9633333333333,250.225,268.565,267.94666666666666,267.87,263.54,256.01,252.66,265.03,260.45,202.8,256.31666666666666,264.12666666666667,272.4175,260.865,273.7375,265.16333333333336,280.69000000000005,,,,,213.26666666666665,243.765,219.26666666666665,228.04999999999998,351.01
2005-06-15 22:00:58+00:00,,266.405,246.68999999999997,261.59166666666664,266.7816666666667,275.1166666666666,280.0933333333333,267.494,268.70666666666665,267.855,266.43333333333334,208.26166666666666,252.26833333333332,224.69499999999996,257.9633333333333,250.225,268.565,267.94666666666666,267.87,263.54,256.01,252.66,265.03,260.45,202.8,256.31666666666666,264.12666666666667,272.4175,260.865,273.7375,265.16333333333336,280.69000000000005,,,,,213.26666666666665,204.17666666666665,213.4025,221.1075,
2005-09-10 22:07:43+00:00,,266.055,246.96666666666667,262.614,270.28599999999994,273.36199999999997,279.328,269.315,269.82599999999996,268.55,266.72799999999995,197.47,251.51999999999998,220.294,251.18,250.20999999999998,267.635,265.015,,,252.44,245.67,253.43,225.86,225.565,260.375,259.73333333333335,268.36999999999995,275.26,273.2466666666666,262.42,284.495,293.82,,,,208.52999999999997,202.67999999999998,209.60999999999999,212.6975,
2005-09-19 22:01:32+00:00,304.37,278.285,246.475,261.695,269.30999999999995,271.73,280.56499999999994,276.31333333333333,272.5625,280.17600000000004,276.916,197.10666666666665,253.00999999999996,221.1325,,244.27,263.25,258.62,324.89,318.47,281.41999999999996,276.79,283.57500000000005,276.195,225.565,260.375,266.635,268.54499999999996,271.78999999999996,273.73,260.29499999999996,287.26,293.82,332.97,333.78,333.49,209.52,205.10999999999996,210.57000000000002,209.04,310.13
2006-01-25 22:03:29+00:00,307.765,298.76666666666665,249.15,262.91,275.43,273.64,284.75,286.65,273.85,304.1066666666666,298.77666666666664,,263.13,222.02,,,,,327.68,321.71000000000004,293.57666666666665,292.03,298.0266666666667,293.52,240.43,273.81,269.87,260.6,276.2,275.44,268.9,287.26,293.82,336.69500000000005,340.16499999999996,336.485,,210.05,222.36,217.11,314.16499999999996
2006-06-25 22:12:20+00:00,311.16,316.89,235.13,248.62,,,281.75,,269.2,318.07,312.47,,,,,,,,330.47,324.95,317.89,322.51,326.93,328.17,,,253.71,277.02,260.26,,,,,340.42,346.55,339.48,,,,,318.2
2006-08-21 22:06:55+00:00,,278.22,250.585,261.12,274.36,274.12,279.735,262.28,268.015,,,251.38,254.88,268.39,265.62,259.32,273.12,274.69,,,,,,,,250.53,269.86,278.195,267.605,279.08,279.0,281.23,283.36,,,,222.91,193.65,213.53,216.45,
2006-10-24 22:07:38+00:00,,298.57000000000005,270.54333333333335,279.12666666666667,295.65999999999997,299.41499999999996,296.40333333333336,262.28,285.63666666666666,318.63,319.33,284.15999999999997,284.92499999999995,296.725,291.36,290.45500000000004,299.74,301.41999999999996,328.63,324.26,313.56,315.63,319.59,331.62,349.41,290.645,289.73333333333335,297.45666666666665,292.29,305.375,299.03,312.065,312.84000000000003,346.84,347.35,344.94,283.17,264.235,276.195,272.9,319.79
2007-02-04 22:14:33+00:00,289.37,298.57000000000005,292.85999999999996,300.48,302.48,307.00666666666666,311.78333333333336,262.28,293.855,318.63,311.465,289.7366666666667,290.9966666666666,298.9866666666667,299.02,298.56,306.74,309.4633333333333,327.195,320.515,313.56,315.63,319.59,331.62,339.125,298.1266666666666,309.7266666666667,314.71333333333337,318.1033333333333,313.9866666666667,307.26,320.00333333333333,322.41,346.565,342.42,335.58500000000004,299.68,281.1666666666667,291.49,287.29,319.79
2007-09-09 22:06:33+00:00,304.24,316.49,306.65,310.64,315.21,315.94,324.44,,317.61,319.07,306.9,320.75,307.19,318.08,307.84,306.25,315.34,315.78,317.83,310.45,306.19,306.89,318.61,327.2,334.39,322.84,322.02,331.63,330.55,323.44,315.87,330.03,331.53,334.45,339.96,337.15,337.01,323.43,328.87,316.01,316.92
2007-10-02 22:12:30+00:00,305.495,319.365,309.88,313.09000000000003,318.22,319.07,327.15,,328.595,330.59000000000003,322.15999999999997,326.875,325.71000000000004,330.775,315.39,312.72,320.78999999999996,321.66499999999996,323.585,315.705,315.14,321.21,330.77,336.4,346.26,332.72,333.77,332.525,332.695,325.78,321.61,331.67499999999995,335.23,337.345,351.19,344.48,345.105,333.5,337.905,330.27,315.38
2009-01-24 22:04:54+00:00,,,,,,,,248.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-09 22:05:19+00:00,,,,,,,,230.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-03 22:03:55+00:00,,320.25,322.24,317.46,342.52,338.43,343.69,341.52,338.46,340.69,330.71,331.65,333.54,333.65,338.39,326.43,335.44,335.66,338.19,336.27,332.79,342.74,353.55,354.4,365.6,349.89,347.43,350.64,360.8,354.73,349.59,,,363.45,361.01,361.33,360.17,354.72,352.19,339.14,324.76
2011-01-07 22:03:20+00:00,,,317.61,316.07,326.23,332.28,338.32,336.1,330.46,325.73,320.42,323.7,330.53,329.08,320.98,324.37,333.19,336.57,334.91,328.48,324.91,326.96,333.56,337.33,347.45,335.71,329.04,336.49,342.1,337.21,329.91,337.59,345.26,351.8,359.54,345.48,350.81,339.49,348.67,345.05,322.29
2011-03-12 22:03:19+00:00,284.93,309.81,311.42,306.845,317.92,323.46,321.44,321.19500000000005,315.79999999999995,318.905,312.63,311.315,315.47,318.51,314.175,308.905,320.70500000000004,324.94,326.875,320.295,316.775,317.245,323.90999999999997,329.30499999999995,339.615,323.54499999999996,318.355,333.21500000000003,334.06,330.245,321.095,329.74,337.16999999999996,343.47,349.245,336.58500000000004,343.27,330.66499999999996,333.40999999999997,330.155,314.845
2013-05-11 22:21:31+00:00,,,,,,,,280.47,277.25,281.58,276.54,264.8,267.83,,,,257.3,257.77,,,,,,,,,276.72,,,,,,,299.56,321.41,302.43,,,,,
2013-05-27 22:21:38+00:00,,322.23,320.99,308.79,313.77,318.96,317.26,298.175,296.195,298.705,292.725,264.8,281.705,293.74,301.93,,257.3,257.77,311.63,306.8,300.93,301.06,307.32,312.47,331.96,356.57,293.96000000000004,334.68,321.1,327.15,308.0,312.03,324.38,318.695,336.85,314.775,,335.43,338.46,350.91,
2013-06-05 22:15:27+00:00,,322.23,320.99,293.275,313.77,300.41499999999996,302.19,298.175,289.7233333333333,292.93333333333334,287.7966666666667,264.53,276.3666666666666,293.74,301.93,,246.685,258.28999999999996,311.63,306.8,300.93,301.06,307.32,312.47,331.96,356.57,293.96000000000004,334.68,321.1,327.15,308.0,312.03,324.38,318.695,336.85,314.775,,253.57,338.46,350.91,
2013-07-14 22:21:34+00:00,,322.23,320.99,287.87,313.77,295.7633333333333,297.15000000000003,298.175,287.40749999999997,290.28249999999997,285.57500000000005,264.7366666666667,273.975,293.74,301.93,,253.66,259.86999999999995,311.63,306.8,300.93,301.06,307.32,312.47,331.96,356.57,287.68,334.68,321.1,327.15,308.0,312.03,324.38,318.695,336.85,314.775,,227.94000000000003,338.46,350.91,
2013-11-12 22:15:08+00:00,,322.23,330.995,301.1725,332.12,295.7633333333333,297.15000000000003,315.88,290.7933333333333,293.18333333333334,288.58666666666676,264.70500000000004,276.02333333333337,293.74,301.93,,251.84,260.91999999999996,311.63,306.8,300.93,301.06,307.32,312.47,331.96,356.57,293.15999999999997,334.68,321.1,327.15,308.0,312.03,324.38,337.83,352.29,327.12,,227.94000000000003,338.46,350.91,341.51
2014-03-20 22:13:49+00:00,,319.67,327.20500000000004,323.885,333.45500000000004,324.84,321.83,320.27,318.98,321.68,317.71,,305.21,306.72,313.33,316.27,,,318.12,314.76,312.35,317.24,320.35,321.2,340.19,324.13,,330.54,326.53,329.83,314.39,320.23,332.39,342.45,346.6,,,,333.37,324.25,326.105
2014-05-14 22:19:08+00:00,,319.67,313.41,287.08000000000004,316.44,302.965,302.28,320.27,295.31,297.345,296.395,256.51,283.355,265.745,313.33,277.51,258.35,223.45,318.12,314.76,312.35,317.24,320.35,321.2,340.19,324.13,267.23,330.54,326.53,329.83,301.855,320.23,332.39,342.45,346.6,,,190.02,333.37,324.25,310.7
2014-07-26 22:13:18+00:00,,319.67,313.41,282.8533333333333,316.44,293.97999999999996,298.06333333333333,320.27,288.68,290.63,289.05333333333334,257.0,276.2733333333333,253.36666666666667,313.33,264.99333333333334,273.88,245.25,318.12,314.76,312.35,317.24,320.35,321.2,340.19,324.13,269.265,330.54,326.53,329.83,301.855,320.23,332.39,342.45,346.6,,,190.02,333.37,324.25,310.7
2014-08-27 22:13:29+00:00,,319.67,313.41,281.15999999999997,299.685,291.575,295.525,300.42499999999995,289.46000000000004,291.0875,288.755,259.84666666666664,272.52,255.2825,313.33,263.865,272.12000000000006,245.25,318.12,314.76,312.35,317.24,320.35,321.2,340.19,324.13,269.265,330.54,326.53,329.83,301.855,320.23,332.39,342.45,346.6,,,216.34,333.37,324.25,310.7
2014-09-28 22:13:32+00:00,293.21,314.23,307.68,280.3875,298.71000000000004,290.45500000000004,294.65500000000003,298.96500000000003,289.1075,290.62,287.72749999999996,272.8525,272.03249999999997,238.13666666666666,311.5,263.2825,285.2975,271.19,316.89,324.06,323.19,342.63,342.64,324.77,340.46,322.15,286.81333333333333,329.23,324.31,347.92,289.32,319.14,333.66,349.25,375.67,334.4,353.08,252.26,331.74,320.48,304.99
2014-11-06 22:19:49+00:00,293.21,301.595,307.68,280.354,295.71,290.344,293.398,296.1033333333333,287.476,290.212,286.846,273.122,272.556,236.73749999999998,293.005,265.938,286.62800000000004,274.55,297.65,305.78499999999997,303.91999999999996,307.65,308.195,305.255,340.46,306.145,286.9325,329.23,312.22,324.85,288.14,307.46,333.66,331.515,375.67,320.465,353.08,263.3475,331.74,300.885,304.99
2014-11-15 22:13:37+00:00,293.21,305.81,309.77,287.65999999999997,299.5825,297.51200000000006,300.286,300.78,297.052,299.02799999999996,293.902,282.28200000000004,280.58,240.72666666666666,297.7033333333333,280.32800000000003,299.36199999999997,298.09,305.52666666666664,308.62333333333333,310.1233333333333,308.26666666666665,310.01666666666665,309.7033333333333,337.67999999999995,311.2633333333333,300.27,326.42,315.80333333333334,323.40000000000003,297.75,324.68333333333334,350.20500000000004,331.515,375.29,320.465,353.08,297.4775,331.265,300.885,307.595
2014-12-01 22:13:36+00:00,293.21,310.71000000000004,312.34999999999997,291.52166666666665,304.26,304.16,304.81166666666667,300.78,305.9666666666667,306.33,302.0683333333333,282.28200000000004,280.58,240.72666666666666,297.7033333333333,280.32800000000003,305.3983333333333,308.944,305.52666666666664,308.62333333333333,310.1233333333333,316.0825,318.2175,322.755,345.42,323.4375,311.952,326.42,315.80333333333334,330.94,297.75,333.65,354.12000000000006,341.65000000000003,375.29,320.465,353.08,297.4775,331.265,300.885,310.91
2015-01-25 22:19:32+00:00,293.21,313.384,312.2275,296.9016666666667,305.9866666666667,311.70166666666665,309.79333333333335,303.786,312.89500000000004,313.395,308.67,293.004,289.366,246.78499999999997,301.4575,296.11199999999997,311.6666666666667,320.162,309.585,310.4375,310.33,315.802,319.128,323.658,343.88,323.858,322.732,326.35333333333335,319.1175,330.104,303.99,331.74,348.7425,341.5175,365.1666666666667,324.1233333333333,352.92499999999995,303.648,331.94666666666666,300.885,311.5775
2015-02-19 22:13:13+00:00,293.21,316.04833333333335,316.982,301.56,312.31857142857143,311.70166666666665,309.79333333333335,312.05333333333334,318.13428571428574,319.57,308.67,293.004,289.366,246.78499999999997,311.036,305.395,317.0285714285714,325.49333333333334,318.726,317.84000000000003,310.33,315.802,324.6383333333333,330.32166666666666,347.988,323.858,322.732,326.35333333333335,319.1175,330.104,315.33500000000004,337.005,348.7425,347.15,365.1666666666667,324.1233333333333,352.92499999999995,303.648,331.94666666666666,300.885,315.818
2015-02-26 22:19:22+00:00,293.21,316.04833333333335,316.982,301.7628571428572,312.28428571428566,312.12666666666667,309.7,312.9016666666667,316.69,318.5371428571429,306.9866666666667,293.73400000000004,291.332,230.28,311.036,307.71666666666664,319.86571428571426,325.49333333333334,318.726,317.84000000000003,310.33,315.802,324.6383333333333,330.32166666666666,347.988,323.858,322.732,326.35333333333335,319.1175,323.33166666666665,308.384,330.19571428571425,348.7425,347.15,365.1666666666667,324.1233333333333,352.92499999999995,318.895,331.94666666666666,290.50333333333333,315.818
2015-03-14 22:19:11+00:00,292.26,315.7714285714286,315.77333333333337,302.2275,312.27,313.1271428571428,311.11,313.19428571428574,316.29125,318.22625,307.28285714285715,295.39000000000004,293.085,230.28,310.61833333333334,308.56857142857143,320.02875,324.6028571428571,318.46999999999997,317.3966666666667,309.952,315.16333333333336,324.1028571428571,330.32166666666666,345.97499999999997,323.4216666666667,322.28333333333336,324.6175,319.924,322.7728571428571,308.8533333333333,328.68125,344.37800000000004,345.90333333333336,359.66,325.7175,353.44666666666666,320.188,331.725,290.50333333333333,314.39
2015-04-15 22:18:58+00:00,291.31,313.03285714285715,317.392,299.2375,308.76875,308.90714285714284,307.15714285714284,308.87,312.2375,314.27375,302.86,288.945,288.3016666666667,231.53666666666666,304.34,307.67333333333335,315.59875,318.6842857142857,318.78599999999994,316.064,297.37,302.6483333333333,313.5385714285714,331.432,347.078,316.67333333333335,317.32666666666665,313.07000000000005,312.17400000000004,315.04857142857145,305.40142857142854,325.445,335.096,338.7683333333334,345.65,318.275,346.49666666666667,313.91,331.72,275.515,316.27
2015-05-26 22:12:28+00:00,291.31,314.55333333333334,318.77500000000003,298.9971428571429,308.2814285714286,307.165,305.92,306.94,311.0228571428571,313.38571428571424,301.115,284.40999999999997,284.846,232.8166666666667,303.08799999999997,314.695,313.0585714285714,318.06,331.41333333333336,326.17,293.22333333333336,308.43,321.472,350.94000000000005,350.1225,322.1,314.942,301.34000000000003,299.72999999999996,311.5366666666667,304.42333333333335,324.775,327.1825,343.766,335.89666666666665,322.19,346.49666666666667,315.4666666666667,332.18500000000006,269.74,317.78749999999997
