dates,satname,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0155,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0075,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0010,nzd0459-0011,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0128,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0173,nzd0459-0174,nzd0459-0175
2008-11-14 21:57:28.308000,L5,,,,350.72,350.20,364.38,350.12,349.20,349.85,352.78,350.91,355.91,358.80,361.85,362.14,362.12,374.11,386.47,387.93,380.61,369.92,374.14,377.48,370.93,383.60,390.39,380.14,378.98,370.86,359.01,372.91,358.99,358.22,369.02,359.05,381.82,381.06,378.97,376.17,375.25,373.18,370.40,375.56,368.99,366.61,367.63,370.11,372.42,377.10,381.22,352.73,370.63,375.40,369.07,360.90,368.83,368.94,371.26,369.00,364.77,357.77,306.20,316.75,328.66,318.78,342.05,251.27,,,313.83,329.31,320.40,322.84,330.18,331.41,365.36,381.59,387.01,385.30,380.54,379.93,377.12,370.40,344.69,335.89,336.16,336.82,368.02,382.74,375.54,368.39,356.25,347.68,351.67,351.71,369.47,340.75,360.62,362.20,362.97,364.00,365.87,367.25,372.25,371.31,362.93,361.38,368.88,371.26,359.40,357.58,358.83,347.50,359.56,371.28,363.88,366.39,353.82,346.76,329.28,354.27,357.11,379.01,383.10,365.31,352.88,374.13,370.72,372.06,372.88,371.37,372.99,376.30,378.69,381.99,385.48,379.54,357.51,363.14,360.01,339.06,335.75,336.09,326.20,330.25,333.79,369.26,369.79,369.88,363.43,363.60,362.84,363.26,361.82,357.64,347.26,349.80,345.14,345.93,351.96,372.22,368.51,357.34,359.39,349.62,344.68,338.83,336.79,330.33,316.54,326.25,330.16,329.16,374.04,402.50,401.36
2009-01-01 21:58:55.309000,L5,,,,340.03,342.52,358.65,343.74,337.98,344.85,345.23,354.16,359.61,364.09,367.39,361.25,361.67,377.25,380.65,379.74,374.76,363.52,370.55,382.58,372.39,392.14,387.29,382.26,381.41,368.22,357.04,370.14,367.73,364.04,365.79,360.85,371.00,373.76,374.70,370.63,372.76,376.11,374.33,377.18,377.05,378.22,377.69,379.03,378.36,376.83,376.69,357.60,365.14,372.60,370.37,369.24,370.70,373.80,365.68,366.05,365.11,352.48,310.86,323.01,324.47,333.40,336.89,333.71,288.42,308.07,322.77,334.65,333.83,334.97,341.33,340.67,361.55,377.72,378.92,384.35,385.07,381.19,382.07,378.64,347.05,335.56,342.45,333.68,366.13,379.34,381.55,373.21,357.66,354.43,358.55,360.93,375.56,345.36,359.47,352.99,355.81,353.16,359.09,360.04,367.77,368.68,351.95,357.98,359.62,365.84,355.30,353.83,351.31,347.86,356.30,359.16,365.89,366.25,349.28,342.67,336.94,344.27,350.90,383.98,387.11,374.67,368.67,391.54,377.89,379.18,367.07,370.56,370.00,373.10,372.87,370.94,371.42,367.22,361.89,368.07,363.19,350.13,347.74,346.52,344.61,346.93,341.13,367.52,368.06,368.51,366.34,364.94,367.73,364.01,355.03,353.21,352.58,351.71,340.87,348.12,346.56,359.66,358.30,346.25,350.98,334.00,363.21,344.88,344.36,344.67,323.60,339.43,337.99,328.63,375.13,388.78,390.48
2010-12-22 22:04:05.307000,L5,,,,332.32,340.19,352.54,347.66,337.28,343.58,343.38,361.23,366.85,367.41,372.90,365.88,373.22,377.81,376.11,376.64,367.64,361.98,364.99,373.40,357.85,390.01,394.01,383.92,380.50,369.12,354.13,360.96,372.38,371.77,376.49,369.95,369.93,366.27,370.02,369.84,371.55,370.79,368.94,370.94,380.99,380.52,383.69,380.02,383.81,386.75,384.85,363.54,367.97,369.76,370.76,368.13,373.39,373.35,375.27,372.50,375.58,350.37,308.15,324.23,325.46,241.27,342.54,314.66,296.20,304.04,310.98,346.29,350.08,348.20,353.04,351.50,361.02,376.91,375.70,380.26,378.43,374.01,382.02,382.87,361.21,352.03,354.43,345.70,360.65,367.88,364.41,357.90,357.91,355.65,362.15,361.91,377.27,366.18,371.11,360.15,356.00,356.82,359.72,366.85,363.56,361.17,354.25,355.90,360.83,361.97,368.87,363.00,354.45,347.28,355.56,358.12,357.78,358.91,364.02,358.41,344.09,347.58,360.97,374.45,385.51,375.34,370.43,388.80,384.24,383.77,378.57,382.76,380.35,373.41,373.09,373.09,373.04,365.38,361.28,360.17,358.96,356.17,351.65,355.22,347.39,355.65,355.16,360.14,359.09,368.60,367.98,368.82,369.16,370.54,365.22,354.86,355.07,355.31,347.27,358.09,359.35,356.41,356.50,348.49,351.53,337.74,344.37,339.02,344.21,342.68,326.72,329.77,328.57,315.51,385.03,403.99,396.65
2011-01-07 22:04:08.243000,L5,,,,335.82,347.37,362.76,353.46,345.14,355.03,355.29,362.00,364.71,368.83,375.75,366.77,367.23,374.27,383.79,383.42,377.97,371.97,370.87,384.04,372.74,393.26,389.06,381.17,381.93,375.27,357.65,368.22,376.63,378.20,373.92,366.09,374.02,376.81,380.49,376.35,377.30,382.43,382.95,386.57,384.34,385.21,384.90,385.15,387.48,379.91,383.70,369.87,378.60,377.37,375.59,377.99,378.23,380.87,374.53,373.80,368.01,356.23,305.57,325.76,245.33,327.71,346.81,324.72,302.16,309.17,324.23,347.62,351.34,341.79,353.22,353.24,369.33,384.72,382.38,384.49,388.87,390.02,386.30,389.23,359.08,350.15,367.38,357.66,369.75,373.82,377.91,370.97,364.90,358.49,366.23,365.19,383.44,360.65,368.92,365.28,363.03,361.86,365.63,366.29,373.42,368.93,360.59,366.54,363.69,367.18,363.97,362.71,360.12,357.88,365.95,368.14,374.32,372.12,370.90,362.62,349.33,356.55,361.04,385.10,391.75,378.43,372.73,387.96,382.70,385.93,382.26,377.02,375.22,378.64,382.06,380.73,379.67,375.23,373.27,375.37,373.89,359.43,358.65,356.61,351.16,357.17,355.65,369.76,371.29,372.75,369.55,370.80,371.78,369.73,368.00,362.64,355.68,361.44,351.78,354.26,353.54,362.11,364.34,356.76,361.69,350.27,373.44,366.63,358.36,356.08,343.35,337.12,333.04,325.55,394.08,407.78,400.54
2011-01-23 22:04:08.795000,L5,,,,328.45,331.70,334.46,337.09,324.65,346.72,348.50,353.90,356.54,359.95,362.85,353.92,357.23,359.55,369.27,371.14,370.86,355.01,354.79,370.53,353.60,379.84,377.80,370.01,365.27,358.38,350.92,356.42,360.46,349.33,346.36,340.75,364.94,361.66,371.50,364.58,369.47,372.53,374.32,375.06,373.85,374.04,372.74,369.10,374.44,370.04,368.63,349.38,363.91,335.97,295.21,296.39,296.89,288.07,307.77,351.85,340.76,293.64,276.56,,,,,,,,,,,330.61,347.46,340.10,344.61,362.26,364.11,372.10,370.60,374.25,370.54,372.48,347.96,339.48,347.35,345.96,354.95,356.55,359.37,357.86,350.81,351.85,354.88,354.42,368.07,304.62,299.19,308.05,307.69,330.86,315.56,336.15,352.61,351.37,295.18,292.12,286.98,345.97,333.09,286.63,279.76,280.63,277.04,,,,,,316.55,350.82,351.68,369.53,379.59,365.72,355.78,379.47,372.17,367.53,362.04,359.11,353.84,360.10,355.21,359.92,343.70,337.53,349.57,357.36,351.49,303.91,307.84,332.73,308.64,319.20,306.39,346.08,342.50,352.13,349.19,324.31,336.14,356.85,350.74,329.56,332.52,273.26,335.33,331.68,327.63,338.30,350.00,344.17,342.48,331.00,342.58,336.82,336.38,329.53,310.10,307.77,312.11,299.45,387.00,397.48,391.99
2011-03-28 22:04:02.070000,L5,,,,343.42,334.97,340.37,344.21,334.07,342.61,344.71,361.42,363.34,364.17,367.15,364.52,367.92,373.71,376.52,375.22,372.39,351.96,360.50,368.01,359.03,376.75,383.35,378.33,371.75,366.71,355.85,359.36,358.25,357.83,362.21,357.88,374.78,365.45,368.08,364.28,366.60,366.72,365.03,364.99,366.55,373.40,377.33,375.03,374.53,379.09,372.76,357.95,366.26,364.74,368.86,363.59,369.34,367.21,367.94,365.77,362.44,353.65,280.26,,,,,,,,,330.07,275.60,269.12,344.51,345.76,351.56,366.28,370.85,370.17,369.21,364.13,367.04,371.10,354.23,343.20,351.19,347.41,359.12,362.74,359.38,360.13,349.30,351.52,354.72,354.13,368.57,342.53,361.57,356.82,357.15,355.93,356.19,364.20,363.56,365.72,351.84,351.14,358.69,360.73,356.02,352.66,353.78,338.80,349.90,329.33,341.33,350.48,273.79,317.34,332.53,346.96,348.66,368.70,374.72,367.48,354.47,366.14,372.10,370.31,364.22,364.90,369.55,370.97,366.62,368.49,352.70,348.12,352.17,359.79,354.79,339.17,337.81,345.27,335.63,339.07,337.69,362.93,358.17,361.71,359.24,361.60,358.64,364.51,360.71,346.52,348.60,331.58,343.82,339.06,342.76,364.73,358.53,348.24,346.24,337.01,337.80,327.60,330.93,324.85,307.75,313.16,314.75,303.00,382.81,405.96,396.39
2013-06-05 22:16:15.001000,L8,,,,314.73,326.49,326.02,328.20,312.62,326.72,333.39,334.00,339.39,340.88,342.79,336.37,340.42,342.36,354.48,357.11,355.89,341.03,339.18,352.77,337.67,344.42,348.20,352.63,344.84,338.69,334.03,338.51,320.52,326.25,334.00,322.33,352.51,351.58,356.65,346.60,348.70,351.81,350.45,349.75,350.22,351.93,350.24,352.84,349.85,359.35,351.34,334.63,347.29,339.24,337.86,335.67,331.69,341.42,340.84,343.61,332.33,320.15,,,,,,,,,,,,306.96,317.11,313.64,333.34,351.50,364.26,357.80,358.23,353.58,351.92,353.38,311.53,302.81,,,334.95,341.58,335.32,333.62,331.50,332.16,326.60,326.15,355.53,334.20,341.16,327.24,334.96,332.06,334.84,333.99,334.30,338.90,326.45,330.00,336.29,333.86,326.20,327.45,323.21,309.06,291.83,,,,,,,331.88,336.10,354.35,360.27,348.58,331.07,335.51,351.57,353.64,345.11,351.52,349.26,348.69,349.03,352.13,318.87,312.77,335.11,340.45,338.82,319.54,325.32,291.94,312.61,313.85,323.44,332.92,332.86,332.38,334.81,332.54,337.33,335.11,332.18,313.55,,,313.42,296.87,288.49,278.21,336.18,329.54,334.03,320.96,326.61,289.76,310.38,280.40,277.16,275.95,268.01,,,,
2013-07-07 22:16:11.966000,L8,,,,324.48,330.03,333.59,334.02,328.50,337.09,341.33,341.62,345.64,348.88,347.35,346.45,346.90,345.83,350.84,370.46,355.74,345.38,347.47,351.28,347.42,329.07,320.76,350.49,351.16,345.05,338.85,345.28,331.23,324.81,333.86,327.07,351.76,357.20,351.54,350.68,351.70,353.23,354.89,350.96,352.29,353.17,352.58,351.47,351.79,359.34,354.09,341.28,351.46,293.35,291.31,,,,,,,282.71,266.13,,,,,,,,,273.99,325.53,319.35,332.46,323.18,342.70,354.16,357.82,362.46,356.33,355.04,353.82,357.32,329.72,314.98,,,340.28,346.80,341.39,339.31,338.46,338.98,337.47,334.12,354.70,293.97,293.13,297.06,307.65,336.11,340.13,340.28,313.20,338.43,320.99,279.57,287.73,282.34,281.47,,,,,,,,,,,340.10,343.35,362.34,360.66,354.89,341.70,333.63,351.54,343.81,338.14,344.71,348.05,338.80,335.55,338.40,318.57,316.68,326.26,331.27,327.63,282.10,293.26,285.45,297.49,295.76,304.17,329.33,285.32,326.58,334.14,285.31,327.84,334.16,331.12,,,,,,,272.36,336.10,328.20,336.48,322.23,308.67,280.62,315.60,276.26,271.66,277.40,269.83,265.19,,,
2013-07-23 22:16:10.674000,L8,,,,325.60,323.75,331.74,333.64,326.73,335.85,335.08,340.22,340.92,345.97,344.69,342.45,345.75,342.00,345.24,354.46,351.49,341.44,341.94,349.60,336.36,325.98,324.61,342.31,341.03,347.17,338.62,338.58,328.87,323.92,324.48,323.87,347.18,346.98,354.40,343.15,349.39,347.31,361.90,344.70,347.77,351.43,353.10,350.43,346.24,359.45,343.14,338.36,349.88,341.56,,,,,,,,,,,,,,,,,,,,307.66,325.38,267.51,332.94,350.20,359.92,361.51,357.22,353.23,349.94,347.87,314.05,305.90,,,337.46,341.27,338.61,333.57,336.54,335.79,334.21,330.07,352.73,292.94,284.50,294.80,290.07,324.01,325.42,320.17,330.27,325.38,,,,,,,,,,,,,,,,339.03,338.45,355.69,358.47,350.65,344.07,335.77,343.62,344.88,329.86,346.98,344.83,334.85,333.36,333.85,307.57,292.74,327.95,327.37,320.97,288.98,282.66,291.44,288.20,299.69,284.60,283.87,285.19,314.86,329.80,283.25,326.94,330.29,328.02,,,,307.86,292.48,287.43,275.04,325.93,319.51,325.30,313.00,289.13,278.72,293.59,277.40,,,,,,,
2013-09-25 22:16:04.975000,L8,,,,318.90,326.52,329.73,330.96,318.52,328.64,332.83,341.01,345.33,343.11,347.40,343.93,354.65,352.28,358.08,356.98,369.66,340.35,343.73,352.64,337.22,326.78,319.22,331.46,318.08,340.53,336.55,334.52,323.27,324.77,322.73,323.09,356.16,336.98,349.13,335.59,337.79,340.32,339.91,337.04,340.08,340.66,339.42,337.93,336.43,344.78,340.16,322.99,340.60,328.07,,290.18,285.74,284.68,299.53,332.08,315.73,296.33,,,,,,,,,,,,,,,325.35,335.13,347.31,346.81,344.02,343.20,337.83,338.15,,,,,336.65,338.77,333.86,332.53,331.22,333.59,332.07,330.11,340.59,291.51,291.98,294.60,300.59,319.23,322.11,320.75,326.67,330.27,314.21,308.49,296.01,321.89,280.55,,,,,,,,,,,337.00,345.07,349.26,360.38,351.95,332.08,334.36,332.65,331.70,330.45,326.07,334.08,327.83,327.57,323.28,301.41,288.14,313.01,313.49,311.68,291.57,291.27,286.97,293.06,293.32,298.89,325.75,320.74,319.75,325.07,311.10,322.34,323.26,320.45,,,,304.91,288.90,282.98,274.12,308.70,314.97,306.86,293.51,282.96,277.54,274.81,270.65,,,,,,,
2013-10-11 22:16:05.328000,L8,,,,322.94,328.88,335.24,333.18,326.23,335.56,338.73,345.46,344.16,349.49,345.83,349.28,350.06,350.76,354.33,353.39,355.90,342.45,347.88,352.71,344.47,329.42,324.19,348.59,336.33,347.42,343.65,340.53,332.99,332.19,332.51,326.65,350.34,345.44,351.21,341.70,346.31,345.67,342.75,344.05,343.36,346.58,345.26,344.48,345.80,352.10,277.64,332.66,346.12,337.52,303.02,332.70,306.90,288.59,329.07,340.49,321.78,317.47,,,,,,,,,,,,,310.44,311.27,334.24,345.44,353.65,353.79,350.73,345.30,346.07,343.70,307.13,270.50,,,343.48,345.34,341.43,336.93,336.82,332.52,337.82,332.63,346.32,299.69,307.75,302.00,308.92,326.87,335.10,329.83,335.14,339.17,318.24,323.73,328.70,329.82,319.98,317.34,319.84,305.95,280.74,301.18,308.78,310.19,,,,341.20,341.51,352.19,358.47,356.25,342.66,337.20,341.45,338.64,335.54,338.24,343.49,335.25,331.87,332.17,310.32,298.70,323.72,320.16,317.28,300.41,298.33,296.17,297.22,299.73,305.68,332.87,325.56,325.11,328.99,321.78,326.25,329.82,325.20,312.97,,,314.55,297.48,288.90,276.68,322.95,321.97,318.04,304.10,297.77,281.54,286.28,272.90,266.91,266.00,,,,,
2013-10-27 22:15:55.590000,L8,,,,317.14,322.59,327.92,325.17,314.52,327.50,329.44,342.23,333.62,338.44,337.78,339.63,340.03,340.36,348.26,350.76,349.55,334.18,336.42,347.36,336.91,326.04,319.77,339.36,320.37,338.65,333.96,329.87,323.41,325.23,326.81,325.87,340.70,340.03,337.75,337.36,346.15,410.33,,,,,,,,329.64,314.50,343.50,379.84,,,,335.56,336.91,336.08,337.74,314.34,307.42,,,,,,,,,,,,,,,,382.40,371.29,349.08,348.36,386.13,287.86,356.81,,,,,337.57,336.77,333.82,330.51,331.19,329.14,330.82,329.50,349.73,,,,,,,,,,321.96,329.05,310.13,,,,,,,,,,,,,334.05,330.29,346.17,348.14,345.74,328.26,329.99,342.59,334.89,333.53,333.01,336.02,328.18,333.46,326.09,321.31,314.38,310.04,310.93,311.84,293.81,305.59,352.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:15:55.951000,L8,,,,,311.04,318.58,316.03,300.85,309.92,,,,,,,,,,,,,,,,,,,,,320.29,322.16,315.06,322.95,326.06,322.33,337.06,335.89,336.11,334.27,336.69,339.25,338.31,335.67,339.14,338.30,347.02,345.79,,,,,,330.90,331.91,324.63,311.62,290.71,328.52,323.25,319.31,310.11,,,,,,,,,,,,,,,,,,,,,,,,,,,323.93,326.26,324.97,325.40,324.34,312.21,307.37,310.96,,295.64,294.74,312.17,305.23,323.54,326.98,324.14,331.43,328.85,318.07,327.47,329.88,329.30,,,,,,,,,,,,,,,,,,,,324.49,322.91,318.34,327.92,330.33,325.75,333.58,305.74,279.66,314.04,320.20,314.19,288.86,294.34,285.26,292.95,293.11,296.24,327.75,327.31,325.45,329.99,299.41,331.93,282.82,,,,,,,,266.89,301.70,302.11,286.35,281.73,282.11,274.84,271.93,274.26,,,,,332.99,369.81,350.37
2013-12-30 22:15:37.096000,L8,,,,305.61,316.81,318.86,318.13,306.22,317.35,323.81,328.00,330.58,331.76,336.71,337.42,336.30,340.52,357.10,357.75,366.68,335.38,333.81,347.84,335.52,329.89,316.93,346.47,338.58,336.32,325.91,327.31,316.48,316.57,325.70,320.25,337.61,334.46,338.46,335.52,339.05,339.12,340.37,340.30,340.41,339.06,339.40,337.07,336.39,340.23,335.91,317.31,338.62,334.85,337.24,336.45,336.72,337.51,338.12,334.98,325.19,321.54,,,,,,,,,,,,,315.54,310.08,328.63,342.46,344.32,348.14,347.09,343.85,337.63,339.38,311.00,300.01,,313.07,336.34,330.74,328.86,326.42,322.19,322.42,321.54,320.95,338.75,320.16,311.93,318.32,326.08,326.26,325.46,329.17,331.51,332.46,326.86,330.03,331.56,330.62,324.69,326.64,326.46,312.27,314.02,312.61,324.71,326.71,304.76,302.39,296.25,325.76,328.80,343.67,350.16,342.81,330.56,326.81,335.10,334.60,334.57,333.23,336.39,340.25,338.28,332.60,312.73,305.10,317.08,326.64,324.95,317.27,310.28,302.82,307.82,314.13,315.42,330.95,330.45,330.01,329.85,329.27,330.43,327.81,325.60,314.36,302.94,,305.58,292.32,285.18,278.03,322.23,316.32,310.79,297.62,283.47,275.42,293.34,291.26,,,,,351.15,369.43,401.35
2014-03-20 22:14:37.534000,L8,,,,310.30,319.10,309.27,313.07,302.23,322.48,325.31,319.87,332.99,326.43,330.41,335.22,336.38,339.23,338.19,347.65,346.51,332.64,333.74,343.38,335.29,338.25,339.46,337.35,324.73,336.34,321.20,321.39,359.49,401.09,,324.46,342.28,331.04,304.22,341.05,340.14,341.83,340.98,340.61,393.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.34,308.75,330.09,338.04,318.27,322.49,340.66,333.28,,,309.37,299.41,,,329.42,326.30,328.31,325.48,326.09,323.13,344.66,373.61,,,,,,,,,,,,,,,,,,,,,,,,,,327.19,325.33,335.45,344.83,346.16,344.19,355.43,,,,313.89,344.03,293.73,320.04,328.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.31,397.69,377.98
2014-05-23 22:13:42.455000,L8,,,,323.65,331.52,332.74,332.22,320.86,332.98,336.74,336.74,340.32,339.15,343.61,343.49,347.40,345.75,352.01,351.56,356.05,340.44,340.77,346.76,335.45,324.14,312.40,339.26,329.55,349.27,336.89,334.81,325.00,328.86,324.57,324.91,354.57,358.16,358.40,352.13,353.81,353.52,352.55,355.89,354.18,358.91,353.88,361.23,351.31,358.76,353.80,337.07,350.44,341.28,337.73,338.21,332.24,342.74,336.98,329.96,319.31,311.80,,,,,,,,,,,,,262.26,317.77,339.25,354.87,360.28,364.85,360.32,365.41,354.95,356.09,249.51,302.68,,312.70,341.67,348.55,338.93,337.09,335.87,334.71,332.01,332.67,353.24,295.12,314.15,314.72,327.83,333.58,341.29,336.76,338.55,339.07,314.83,323.09,330.11,333.48,319.23,318.15,322.50,306.59,306.34,309.73,317.61,322.19,301.57,300.61,297.98,336.52,338.69,346.38,349.79,345.12,329.51,334.00,351.36,352.47,353.12,347.81,356.55,345.47,336.16,335.35,308.99,300.30,322.46,326.16,320.29,289.74,295.82,289.35,297.01,291.20,303.92,336.09,327.70,326.83,332.78,323.03,327.04,337.26,332.01,310.37,311.34,,312.65,298.13,292.43,282.29,342.36,325.95,319.57,305.03,295.36,282.62,294.88,274.78,,,,,360.43,394.16,380.97
2014-08-11 22:14:15.733000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.01,296.07,308.29,308.52,292.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.98,292.31,304.16,309.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28 22:14:20.662000,L8,,,,307.61,323.63,327.45,329.03,319.08,327.71,331.68,341.14,338.50,339.28,337.41,339.41,344.37,339.48,347.66,360.99,359.17,335.32,337.15,348.42,335.89,326.38,318.40,330.80,319.24,337.31,331.82,329.17,322.90,324.28,327.34,324.41,345.93,343.75,342.77,335.69,338.14,339.15,335.38,336.02,338.22,339.97,338.57,341.41,338.53,345.74,338.84,322.55,336.89,336.16,332.18,334.93,318.08,339.21,330.37,329.71,314.36,312.48,,,,,,,,,,,,,,,327.79,338.68,348.41,345.24,341.27,341.34,336.80,339.35,,,,278.25,338.03,335.09,332.38,332.54,330.70,326.54,325.61,329.26,339.59,301.92,308.76,310.58,310.40,327.45,328.52,328.53,331.61,334.23,319.74,325.89,329.93,330.32,321.78,317.56,319.27,304.49,297.33,301.35,304.08,308.76,,,,335.16,336.67,346.02,347.54,346.66,329.14,333.86,336.00,337.80,335.58,334.22,340.05,337.65,333.30,327.55,302.98,301.00,317.89,319.59,310.84,295.61,298.95,294.35,296.12,295.04,305.72,330.85,329.50,326.81,329.51,324.73,329.08,330.71,327.73,307.39,,,303.39,288.49,282.36,274.09,317.80,314.95,303.07,291.97,280.77,277.91,273.40,,,,,,349.91,380.04,368.57
2014-11-15 22:14:25.347000,L8,,,,308.57,324.86,326.75,330.10,314.90,327.68,330.13,336.07,340.46,338.55,341.58,340.23,344.20,342.17,349.00,354.98,352.22,336.16,337.60,348.84,339.51,330.10,316.77,340.81,335.52,340.26,330.95,331.74,325.72,331.40,329.66,327.45,341.24,346.26,343.60,340.81,341.86,342.45,339.66,340.37,343.12,341.62,340.89,339.72,340.45,346.11,338.22,328.90,341.64,336.60,337.86,331.47,330.43,330.77,335.30,329.05,316.75,316.64,,,,,,,,,,,,,320.01,317.06,333.21,346.87,349.78,348.65,346.24,345.18,337.15,341.50,318.32,307.73,312.92,322.26,338.94,338.88,333.11,332.46,330.94,329.90,325.02,328.78,339.90,310.44,306.27,316.99,306.40,324.99,323.56,329.62,331.55,336.26,326.32,328.64,332.21,332.39,325.19,325.63,325.38,311.89,312.35,,,,,,,333.13,334.65,347.73,349.11,349.56,331.44,328.81,336.35,337.14,336.40,333.04,339.36,339.20,334.96,329.94,304.55,307.25,319.26,324.69,317.56,294.98,304.26,299.01,303.82,303.34,313.07,332.12,331.63,330.11,333.03,329.77,331.96,330.74,329.87,312.55,,309.18,307.44,294.92,286.27,276.22,321.77,315.29,303.27,293.89,283.04,278.84,279.38,274.99,,,,,364.52,413.06,400.51
2014-12-01 22:14:24.062000,L8,,,,311.42,323.82,331.15,332.37,313.23,326.49,333.84,342.96,344.50,344.24,343.74,343.30,345.00,344.35,350.07,357.76,352.60,337.81,338.07,349.15,340.64,329.24,324.20,341.91,330.34,341.51,326.84,328.87,320.70,328.35,329.75,326.50,341.00,345.43,344.72,342.44,343.19,343.51,340.46,342.67,343.62,342.88,340.99,338.60,339.86,344.41,337.50,329.25,341.58,336.89,336.52,333.49,333.68,335.13,337.45,331.40,317.40,318.49,,,,,,,,,,,,,324.80,318.58,335.09,346.81,348.46,349.01,346.06,345.28,338.42,340.28,322.63,308.97,318.66,320.57,337.72,335.89,330.74,330.76,330.86,327.33,325.53,326.85,337.84,322.87,301.00,317.54,327.28,327.36,323.55,329.06,331.98,336.77,325.75,328.52,332.95,332.30,325.30,325.17,326.20,311.91,309.73,282.43,,,,,,334.50,339.92,346.48,350.38,351.72,332.47,328.09,335.65,337.04,336.96,334.30,339.29,335.93,334.25,329.47,304.86,309.39,319.92,326.73,321.44,306.71,314.07,309.91,312.52,308.61,323.66,333.50,331.18,331.41,330.30,329.68,331.84,330.19,328.42,312.07,,,309.13,295.76,287.97,278.73,325.62,315.20,304.90,296.87,287.24,281.36,278.63,280.45,272.64,,,,376.84,,
2015-01-02 22:14:14.716000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.62,358.49,369.62,373.85,376.74,367.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.82,389.25,392.17,385.80,384.27,376.43,374.37,372.77,380.25,383.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.18,379.01,381.69,378.72,379.43,375.40,373.00,380.86,376.57,376.48,376.25,380.31,388.46,386.47,387.08,,,,,,,
