dates,satname,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0034,nzd0541-0032,nzd0541-0033
2002-11-22 22:02:45.529000,L7,,389.30,346.97,343.78,350.03,347.26,390.59,386.03,385.66,381.14,383.55,385.26,377.30,376.23,377.41,373.58,335.94,342.67,343.41,344.39,338.80,331.61,330.22,326.96,323.77,328.20,325.83,320.24,317.35,315.80,311.16,326.90,349.52,341.53,347.04
2003-02-01 22:09:21.746000,L7,345.43,352.77,352.56,352.62,361.72,380.49,342.39,268.25,,,,,,398.06,352.55,343.80,340.63,348.12,353.59,353.42,348.50,341.14,339.64,340.23,339.44,338.73,335.20,336.16,334.74,327.19,321.83,337.51,356.48,352.03,356.49
2003-03-21 22:09:27.545000,L7,390.32,372.20,371.23,369.48,375.50,371.42,367.87,371.91,370.70,365.74,362.16,361.43,361.03,362.09,356.18,348.83,347.31,356.98,361.47,364.46,356.54,351.57,346.08,344.46,343.64,347.16,340.57,343.54,341.90,336.29,336.09,398.75,410.24,413.50,405.62
2003-08-13 21:51:32.649000,L5,356.69,362.40,361.46,365.91,370.87,364.49,364.33,376.17,377.77,378.76,376.00,379.48,378.36,374.50,379.09,373.00,373.33,377.91,378.77,380.50,373.44,365.06,366.83,362.55,356.43,355.46,354.45,360.99,359.58,353.08,345.42,362.21,380.18,376.32,383.77
2003-10-07 21:58:35.519000,L5,351.24,360.47,361.43,366.75,368.05,365.79,370.78,375.20,373.88,378.40,381.12,378.11,376.02,372.85,376.30,369.61,371.13,377.72,379.41,376.79,371.42,366.52,366.62,362.17,364.17,361.45,367.12,351.36,354.24,353.49,342.10,359.18,380.13,373.98,375.50
2003-12-26 21:59:30.091000,L5,,,,,346.67,354.68,356.35,359.61,358.74,361.51,369.92,369.00,368.75,362.89,363.41,361.40,363.07,365.53,364.97,360.65,359.64,360.00,356.00,354.77,343.23,345.93,346.07,353.80,333.68,333.52,328.82,345.75,361.24,354.56,361.55
2004-03-31 21:59:59.745000,L5,390.22,385.14,386.64,393.10,391.62,391.15,,,,,,,,,,,,,,,396.69,389.37,387.77,384.13,378.97,372.06,373.78,378.91,,,374.47,395.61,409.58,400.36,407.90
2004-05-02 22:00:57.398000,L5,,,,,,,334.61,340.77,341.02,340.87,345.90,346.19,328.64,329.52,333.27,338.32,339.69,346.05,341.48,,,264.26,322.58,333.77,321.12,318.68,286.70,321.63,322.84,323.86,317.21,327.02,345.07,335.17,344.29
2004-05-18 22:01:26.569000,L5,350.76,357.97,358.52,363.56,362.62,367.33,369.54,370.61,368.13,372.25,377.29,374.80,369.90,368.63,363.05,362.57,370.15,368.99,367.12,363.48,363.37,356.59,355.69,356.69,352.40,347.59,343.14,346.90,352.30,351.52,344.88,357.00,373.61,370.77,374.66
2004-07-30 21:57:15.668000,L5,,,,,,,315.71,333.77,272.63,318.54,327.50,270.72,330.98,333.27,329.23,327.22,335.26,342.17,343.93,340.34,337.27,333.25,330.11,333.33,333.13,321.04,311.58,325.22,329.51,324.62,321.04,329.64,353.03,346.22,354.36
2005-01-13 22:06:52.927000,L5,363.76,369.66,368.23,369.22,370.97,368.91,371.78,375.33,369.95,375.55,375.82,372.47,372.83,369.97,369.78,365.42,374.22,381.37,380.60,377.96,378.17,369.43,370.17,365.65,366.18,359.98,357.51,358.57,356.34,352.76,347.46,360.28,382.77,369.26,384.45
2005-02-14 22:07:21.106000,L5,359.40,365.26,363.77,366.98,368.39,365.45,370.14,374.45,369.27,373.58,376.87,373.40,375.53,372.05,370.05,364.68,363.91,370.92,372.89,370.35,372.90,367.02,367.45,364.32,363.79,357.57,355.54,354.88,354.26,352.96,347.23,359.61,373.10,369.70,375.39
2005-06-15 22:02:10.206000,L5,,,,,,,322.46,323.49,270.02,309.91,315.45,314.47,329.24,327.22,317.93,305.85,322.26,328.06,332.07,325.51,317.28,315.32,311.54,320.12,325.28,315.87,301.94,314.81,319.78,317.65,312.13,321.04,,,
2005-08-09 22:08:46.932000,L5,358.26,355.77,358.61,355.77,367.39,370.01,365.39,376.13,372.77,376.68,376.08,373.70,370.22,367.28,373.18,364.42,361.67,369.48,375.26,366.21,373.58,361.88,354.97,362.53,357.58,347.38,338.87,350.72,355.44,354.39,352.50,360.09,377.37,378.59,375.07
2005-09-10 22:08:55.708000,L5,352.47,359.26,358.58,356.95,360.32,361.22,360.87,369.13,368.64,364.46,371.49,369.86,365.64,364.19,363.66,360.73,358.67,364.86,368.54,366.33,362.66,359.05,354.13,355.23,352.76,350.08,347.92,347.01,347.98,350.32,338.84,354.95,370.27,367.10,369.57
2005-11-13 22:09:08.414000,L5,340.12,349.70,346.72,351.77,347.64,361.28,363.58,368.44,366.08,384.19,390.75,375.66,375.38,369.28,370.26,363.92,367.01,365.88,368.82,364.19,363.68,357.18,351.42,353.95,345.71,347.65,344.44,344.70,346.14,343.44,332.59,350.39,,330.20,
2006-02-17 22:11:22.491000,L5,,,,,,,,348.80,347.39,349.18,353.52,354.37,352.26,353.66,347.22,345.97,337.24,350.54,353.88,354.54,349.81,344.41,340.77,342.92,337.98,333.55,331.43,334.39,333.87,329.28,305.18,305.76,349.41,346.94,349.43
2006-03-14 22:05:42.635000,L5,356.08,362.23,363.24,362.68,370.87,367.56,373.30,373.67,371.95,376.17,379.91,378.64,377.30,376.07,376.15,370.83,372.50,373.68,378.10,373.61,376.12,368.96,358.79,359.66,353.21,341.54,338.64,347.91,349.72,348.94,341.17,358.73,371.52,367.08,371.98
2006-04-15 22:06:18.610000,L5,,,,,,,326.35,339.27,334.16,336.65,333.76,346.11,343.55,341.67,338.59,336.09,333.45,341.32,344.56,342.56,340.57,333.09,331.38,331.47,326.24,321.10,318.57,324.81,322.95,319.10,314.18,320.90,,,
2006-04-22 22:12:36.093000,L5,347.15,360.23,357.35,362.24,366.47,363.67,368.60,370.69,373.02,371.56,379.62,377.01,373.21,370.57,369.82,363.78,367.18,373.88,373.39,368.08,369.67,363.87,362.42,361.10,355.60,344.86,343.18,346.05,346.81,347.36,341.89,350.55,370.66,366.47,369.18
2006-06-25 22:13:31.961000,L5,,,,,,,333.30,339.60,276.97,338.97,310.31,271.62,339.97,332.93,318.66,313.25,318.02,327.54,335.24,323.63,312.99,321.47,312.75,323.36,321.76,307.99,291.31,298.08,300.79,305.99,306.88,306.78,,,
2006-07-27 22:13:58.731000,L5,361.05,361.17,361.50,361.45,364.36,365.05,366.19,370.97,378.16,369.95,386.03,373.58,379.24,369.08,366.48,371.58,366.79,371.56,377.49,365.95,373.50,363.94,360.85,368.83,351.75,346.04,349.10,343.11,352.85,355.54,348.08,357.15,380.63,376.02,384.51
2006-08-05 22:07:55.109000,L5,,,,,,,,337.92,272.27,325.75,327.70,329.44,323.31,335.24,323.89,319.86,323.48,336.44,337.49,328.78,316.50,329.81,322.64,329.42,326.01,307.98,288.36,295.23,304.73,301.95,,,,,
2006-08-28 22:14:23.601000,L5,361.26,372.73,365.99,366.14,369.48,377.90,381.29,384.19,385.50,369.39,382.04,377.39,375.73,366.65,368.17,371.25,371.47,375.30,375.88,370.14,368.58,364.68,361.38,360.26,359.46,349.77,344.18,356.81,359.50,360.49,351.60,361.86,376.13,379.08,378.53
2006-09-13 22:14:35.259000,L5,356.05,364.16,365.61,364.93,363.34,374.37,371.34,377.20,375.83,378.95,382.30,378.83,379.07,373.82,374.83,371.68,372.49,375.84,380.03,371.14,376.16,371.90,374.96,372.86,373.46,358.03,357.93,358.07,360.42,360.76,355.18,367.04,379.58,381.95,380.35
2006-10-08 22:08:40.914000,L5,341.11,346.32,348.18,347.63,351.49,356.60,356.32,365.97,366.27,369.28,371.39,371.72,372.12,351.72,329.98,346.53,297.31,365.34,365.32,366.74,361.10,360.10,355.37,354.83,352.75,345.64,343.21,343.31,343.45,341.58,330.19,345.43,,367.08,369.05
2006-11-25 22:09:07.763000,L5,301.25,299.03,329.91,317.46,,,,,332.40,350.64,360.01,359.48,358.28,348.81,343.23,349.99,359.10,359.16,360.67,355.65,,,,341.16,342.47,343.32,340.20,341.84,341.32,326.86,319.23,327.52,,336.97,327.38
2007-01-03 22:15:37.058000,L5,357.82,362.96,358.78,368.18,365.04,367.88,373.56,382.27,385.39,376.23,381.24,384.21,371.16,364.85,373.16,383.57,379.10,385.69,381.53,385.24,379.78,372.09,373.02,367.55,364.59,354.77,354.66,358.16,356.45,357.68,350.68,360.50,,352.02,
2007-09-09 22:07:45.163000,L5,360.55,368.18,363.36,363.99,370.23,372.61,373.60,384.00,385.63,385.59,386.21,385.22,382.31,379.35,380.04,376.18,374.80,375.57,380.17,376.81,372.37,368.34,364.92,364.40,362.29,358.82,353.80,352.45,352.60,353.88,346.34,364.97,377.30,380.26,380.54
2008-11-14 21:57:52.281000,L5,362.23,373.13,368.03,372.35,373.44,373.70,374.14,376.17,380.73,375.35,383.85,390.97,385.95,383.74,383.15,376.90,380.83,382.87,382.30,377.10,378.11,372.15,365.07,368.90,364.81,364.14,360.53,362.67,356.79,353.12,344.68,361.34,375.49,370.79,376.97
2008-12-23 22:05:16.170000,L5,375.31,377.81,379.09,383.63,384.48,389.98,388.91,394.60,,,,,,,,,388.43,392.28,391.16,382.17,382.51,374.34,375.49,374.37,373.15,369.53,368.06,368.62,364.15,362.02,358.27,370.70,391.16,383.24,388.45
2009-01-17 21:59:44.398000,L5,,,,,,,,,348.12,355.09,353.70,361.27,360.74,361.76,359.86,355.39,354.34,359.06,364.82,358.09,354.84,343.55,341.55,342.04,337.53,339.89,335.42,334.55,334.58,329.81,323.55,332.39,358.05,348.90,353.47
2010-02-05 22:05:29.575000,L5,354.27,361.81,362.34,365.70,371.08,371.38,370.52,375.38,371.33,373.75,378.81,377.36,377.01,373.61,375.48,368.28,372.97,376.48,377.27,371.87,368.51,362.09,356.51,357.90,355.10,352.00,349.94,351.70,349.82,347.25,339.94,355.27,373.16,364.68,370.50
2010-10-26 22:10:38.745000,L5,329.35,338.05,342.47,340.70,343.29,341.99,344.91,350.08,343.57,348.00,351.46,358.65,354.46,350.82,351.81,348.08,349.59,356.36,351.36,348.67,347.27,341.22,341.38,339.01,339.77,336.37,332.35,337.04,341.36,319.94,310.37,328.36,346.86,339.26,343.17
2010-12-22 22:04:29.137000,L5,355.83,367.42,365.28,370.03,373.98,370.89,375.37,376.92,382.22,377.80,383.60,383.26,380.93,381.09,379.21,377.89,377.86,381.62,382.95,375.10,375.58,366.14,364.64,363.45,365.13,359.61,358.49,359.18,355.27,352.78,347.17,361.90,380.09,375.01,374.94
2011-03-12 22:04:31.079000,L5,357.88,368.80,364.26,369.43,370.94,369.75,370.83,374.66,375.22,371.11,379.84,377.48,376.54,376.19,374.29,370.50,370.22,377.49,377.54,369.27,368.45,362.95,361.50,361.18,366.36,355.68,354.39,356.01,355.57,352.43,342.51,359.01,373.82,366.53,377.06
2013-05-11 22:22:42.945000,L8,357.57,369.43,369.65,372.13,373.39,373.53,372.03,372.74,365.08,361.22,362.21,364.32,360.11,356.44,353.93,352.97,355.24,358.60,359.80,353.36,352.59,344.94,340.44,339.23,338.64,335.64,334.10,337.44,338.46,336.87,331.77,338.39,362.55,356.49,364.32
2013-07-07 22:16:35.929000,L8,,,,,,,,,,263.57,288.96,329.48,329.91,329.95,320.41,316.23,320.05,328.69,335.27,323.62,,308.39,282.94,311.13,308.45,296.23,288.99,271.91,290.48,291.54,282.50,,,,
2013-09-25 22:16:28.938000,L8,353.30,361.55,359.70,360.83,364.03,363.00,363.08,365.76,362.16,358.12,364.73,364.08,362.02,357.59,359.71,358.88,359.84,361.98,362.35,357.55,353.54,346.53,342.01,340.37,338.49,337.02,335.27,336.95,340.96,335.38,327.65,335.24,349.03,345.21,349.94
2013-10-02 22:22:40.460000,L8,348.35,356.41,353.71,356.44,359.52,360.20,359.80,362.45,359.01,354.33,358.75,357.28,355.26,351.71,352.43,353.29,352.36,356.71,355.51,352.96,348.69,341.78,336.59,333.19,332.90,333.67,331.52,334.04,335.75,331.56,322.69,330.79,343.48,337.39,346.60
2013-10-18 22:22:37.411000,L8,,,,,,,,318.13,330.08,330.27,332.35,330.37,327.58,312.11,311.98,312.61,305.06,307.83,296.22,301.74,,,,,270.67,309.52,309.54,312.50,312.06,299.79,289.28,291.31,,,
2013-10-27 22:16:19.549000,L8,,,,,,,,,,,,,,,,,,,,,,283.74,329.34,328.72,329.83,330.54,329.28,330.09,328.70,324.89,315.82,325.37,337.67,332.58,336.53
2013-11-03 22:22:32.045000,L8,347.63,355.89,352.13,356.16,357.85,358.29,356.47,361.44,358.94,355.61,358.45,357.36,354.65,351.54,350.94,351.75,351.65,357.24,355.85,353.32,350.38,342.79,337.70,333.45,332.53,334.69,335.25,336.72,342.04,334.96,326.03,331.78,345.84,342.27,347.98
2013-11-12 22:16:19.914000,L8,349.08,358.16,355.00,355.73,359.07,360.30,360.58,362.49,360.49,357.33,362.21,360.21,357.20,354.34,356.99,355.79,355.80,358.79,360.28,358.41,353.53,346.26,341.97,339.72,335.69,339.62,337.05,337.49,339.08,333.60,323.81,333.10,343.53,340.76,346.60
2013-11-19 22:22:25.407000,L8,352.49,360.95,357.69,361.42,361.39,364.05,362.98,369.71,362.77,360.30,369.71,370.87,365.05,362.35,367.64,361.32,359.25,363.84,364.84,364.27,361.48,355.07,350.00,344.83,340.99,345.98,343.98,359.63,357.79,350.71,337.03,340.69,348.85,346.32,351.91
2013-12-30 22:16:01.055000,L8,366.70,371.56,370.47,375.85,377.54,390.08,392.17,,,,,,,,,,,,,,,,,,,,,,,380.29,362.42,348.23,373.91,359.20,371.09
2013-12-30 22:16:25.018000,L8,,,,,,,,,293.06,288.90,312.87,324.19,328.91,323.13,321.08,318.67,318.41,314.48,330.05,328.02,325.54,300.86,267.76,305.05,308.64,314.20,315.12,314.81,311.46,308.54,294.25,287.21,,,
2014-02-23 22:21:32.043000,L8,348.02,356.19,355.99,355.13,362.09,359.29,359.29,361.12,358.01,353.49,354.55,356.10,354.10,351.52,350.60,351.07,352.07,357.05,357.15,352.04,351.03,345.23,341.49,338.22,335.87,335.24,333.38,335.50,336.74,332.02,322.76,329.14,346.56,338.13,347.03
2014-03-11 22:21:19.920000,L8,349.21,359.13,355.94,358.88,359.49,360.68,360.07,361.37,359.85,355.86,357.11,358.55,355.20,355.18,350.86,348.92,351.21,356.01,359.09,353.30,352.33,343.71,339.92,339.42,335.55,336.05,333.20,335.60,337.96,331.97,323.40,331.13,346.81,342.47,345.17
2014-03-20 22:15:01.497000,L8,353.05,360.36,360.20,361.06,365.07,363.06,361.19,364.77,360.47,357.35,361.65,358.88,358.02,354.99,351.97,350.58,353.90,357.32,359.05,352.60,353.33,345.65,340.83,339.25,336.73,335.27,335.05,335.85,338.37,333.33,324.30,331.85,349.62,343.35,350.77
2014-03-20 22:15:25.455000,L8,352.77,360.06,359.47,360.24,364.14,362.26,360.46,363.33,359.79,356.61,359.51,357.91,356.17,353.54,351.00,349.34,351.52,355.80,356.62,352.07,352.45,344.21,339.28,337.89,335.13,334.48,333.55,334.97,336.67,332.27,322.88,331.24,348.03,341.15,349.96
2014-04-21 22:14:29.865000,L8,,,,,,305.42,325.70,324.13,324.95,332.97,335.70,335.55,333.83,332.51,327.29,326.73,332.28,336.05,338.79,333.52,328.83,323.95,321.25,320.51,316.46,318.25,316.49,322.22,319.20,311.89,303.86,305.57,,,
2014-04-21 22:14:53.828000,L8,,,,,,,324.25,321.05,319.95,331.68,334.09,333.88,332.91,331.28,326.15,325.17,329.79,335.43,338.34,332.07,328.05,323.44,320.82,320.06,315.79,317.47,316.01,320.06,318.59,311.22,302.86,302.63,,,
2014-08-02 22:20:46.799000,L8,,,,,,,,,,329.31,328.89,329.03,327.77,328.86,325.01,317.42,322.30,326.25,326.82,304.97,293.77,307.04,301.40,312.82,314.46,303.05,292.24,286.80,312.22,295.72,283.31,,,,
2014-08-18 22:20:51.886000,L8,,,,,,309.81,325.84,320.18,324.94,328.21,332.30,328.92,328.25,327.38,324.31,321.81,323.63,330.44,330.73,323.38,319.07,323.12,319.04,320.32,317.01,309.53,299.41,308.90,310.90,298.33,288.06,291.11,,,
2014-09-19 22:20:54.477000,L8,348.38,357.86,357.00,358.32,362.45,361.09,361.46,362.88,360.19,355.98,361.75,360.41,356.09,353.81,355.48,356.77,354.63,359.83,354.72,350.81,349.71,344.21,339.81,338.31,337.60,335.40,332.13,335.61,338.42,331.76,321.65,326.90,339.85,332.93,340.83
2014-09-28 22:14:44.621000,L8,354.37,361.39,360.10,361.67,365.42,364.01,363.26,369.43,362.44,361.31,367.00,364.76,360.13,356.80,360.56,360.56,357.79,360.52,360.08,352.48,351.53,346.76,342.50,341.49,338.62,335.97,336.16,336.07,338.96,333.94,324.59,329.78,343.51,337.29,344.01
2014-09-28 22:15:08.593000,L8,311.63,327.31,317.36,317.65,322.88,324.56,340.63,347.18,343.95,339.82,344.07,342.40,339.57,335.94,336.69,337.25,337.06,340.72,340.83,339.62,332.49,328.49,324.60,324.34,321.01,321.89,319.86,320.02,318.89,314.19,304.92,312.73,329.39,321.94,326.55
2014-10-30 22:15:10.547000,L8,369.93,381.38,376.56,380.23,387.81,389.05,388.00,386.74,383.65,382.44,388.95,,,,,,,,,391.09,383.99,376.86,373.63,370.40,364.03,362.86,357.84,361.17,366.20,368.17,361.46,367.49,364.37,370.92,369.30
2014-11-15 22:14:49.314000,L8,368.93,372.72,365.39,371.67,376.45,384.58,392.29,399.69,,,,,,,,,,,,388.99,377.12,372.16,369.24,365.84,361.00,358.28,361.26,371.75,372.98,368.61,353.93,365.32,354.08,368.37,360.60
2014-11-15 22:15:13.278000,L8,367.93,371.21,364.03,370.91,375.70,383.96,392.24,399.44,,,,,,,,,,,,389.19,377.29,372.14,369.85,366.06,362.29,358.84,362.35,372.56,374.73,369.19,354.62,365.59,353.24,368.47,360.63
2015-02-03 22:14:56.755000,L8,349.75,359.00,355.48,358.53,358.61,358.36,356.43,359.01,353.87,350.68,354.17,358.65,356.45,359.49,354.63,353.82,353.56,356.70,359.05,356.33,352.94,346.22,341.72,340.84,339.61,338.14,336.05,328.36,325.66,319.02,307.30,311.45,353.36,327.45,342.02
2015-03-14 22:20:23.206000,L8,346.55,356.59,354.21,357.40,358.70,357.53,355.03,359.70,354.61,351.03,354.59,354.65,352.77,350.16,349.25,346.88,347.60,352.55,353.34,350.86,349.97,338.99,334.56,333.91,332.75,332.40,331.29,333.98,333.36,325.74,315.81,323.32,337.17,331.39,335.99
2015-05-01 22:20:00.344000,L8,353.02,363.89,363.14,363.40,367.39,364.34,362.36,367.09,359.54,354.77,355.10,355.55,352.88,349.39,347.25,348.12,348.12,352.62,351.60,351.09,348.60,341.30,333.90,335.62,335.26,332.74,330.10,335.94,336.22,329.07,322.19,328.50,343.56,334.25,344.19
2015-06-27 22:13:58.027000,L8,,,,,,,,,,263.90,290.59,282.49,324.28,326.28,316.22,312.57,311.25,322.94,324.34,313.66,309.18,309.99,307.66,318.51,314.42,306.72,289.49,272.28,292.82,291.60,283.62,,,,
2015-06-27 22:14:21.998000,L8,,,,,,,,,,255.69,284.55,275.27,313.65,321.62,309.71,308.15,302.55,318.13,310.62,305.44,298.58,303.72,303.04,312.77,308.21,293.01,284.93,261.03,250.41,,,,,,
2015-07-04 22:20:14.053000,L8,,,,,,,,,,,,,313.88,322.88,313.23,303.93,307.04,315.00,323.65,306.44,297.93,308.49,304.87,315.39,308.22,302.87,279.03,266.50,237.89,,,,,,
2015-08-21 22:20:33.210000,L8,307.06,319.37,310.29,300.45,317.61,315.96,331.02,323.12,297.88,329.37,330.24,329.46,330.44,332.33,329.28,322.01,329.06,330.37,335.11,326.81,325.30,323.32,320.58,322.80,320.25,310.91,301.76,307.91,303.59,302.54,290.72,291.98,,,
2015-11-18 22:14:44.822000,L8,371.87,379.16,379.15,381.56,382.78,373.30,374.16,377.06,375.46,379.18,392.65,,,,383.73,369.33,370.94,380.24,380.57,370.52,367.56,361.40,363.56,365.67,361.84,361.59,362.59,354.75,350.43,351.82,354.15,376.11,383.59,387.03,384.32
2015-11-18 22:15:08.789000,L8,371.83,379.12,379.02,381.59,382.99,373.45,374.20,377.16,375.89,379.77,393.16,,,,384.27,369.59,371.24,380.65,380.84,370.67,367.51,361.56,363.76,365.92,362.40,362.04,363.13,355.22,350.70,352.33,354.66,376.83,384.78,387.43,385.20
2015-12-20 22:14:45.217000,L8,343.63,351.01,346.53,345.67,348.46,343.95,343.08,343.92,344.41,340.87,347.74,345.58,342.68,335.48,333.19,332.59,336.32,345.25,346.21,345.98,344.55,338.65,336.53,329.23,323.13,324.03,323.14,325.90,323.63,321.87,313.07,317.80,321.37,324.59,322.91
2015-12-20 22:15:09.184000,L8,343.80,351.26,346.70,345.83,348.37,343.88,342.80,343.80,344.32,340.49,347.36,344.59,341.87,334.91,332.83,332.11,335.16,345.11,346.20,345.22,344.14,338.14,336.47,328.76,322.33,323.23,322.56,325.42,323.06,321.46,312.60,317.71,320.99,323.49,322.57
2016-01-05 22:14:40.992000,L8,346.08,352.78,349.39,351.25,350.95,347.87,345.66,345.96,343.49,341.97,349.97,350.13,345.88,338.21,336.39,335.22,344.97,349.44,350.68,347.06,347.97,336.94,337.65,330.88,327.15,325.81,326.53,328.63,333.17,321.99,313.36,320.72,323.89,325.64,326.69
2016-02-06 22:15:01.599000,L8,349.59,357.09,354.70,353.03,355.23,349.26,348.99,347.73,346.29,342.22,349.50,349.28,347.74,339.14,335.77,334.45,344.42,349.34,353.75,349.74,348.68,339.89,341.66,332.17,325.68,327.45,324.78,329.45,327.97,319.93,312.77,318.80,326.50,326.22,327.01
2016-02-22 22:14:30.292000,L8,353.10,362.27,362.36,355.38,359.95,363.86,364.52,405.45,,391.91,354.22,347.06,342.59,337.72,333.86,384.07,367.73,348.96,378.95,383.33,382.30,357.36,373.54,340.09,331.14,333.27,335.17,367.38,330.99,322.38,317.45,322.73,322.96,322.16,324.74
2016-03-09 22:14:52.573000,L8,355.30,365.94,363.88,361.43,363.50,359.76,358.34,358.73,356.28,351.22,352.03,352.74,350.70,345.55,346.92,344.44,349.26,355.69,361.68,355.20,352.91,343.80,344.15,338.68,331.84,333.86,326.72,334.84,332.54,324.25,320.03,326.77,333.48,331.15,332.77
2016-03-16 22:20:36.438000,L8,347.45,355.44,355.22,354.46,354.96,349.30,347.81,351.07,346.21,341.71,345.31,342.14,338.63,335.94,334.08,332.04,337.58,344.02,349.47,345.88,345.37,334.98,333.42,330.21,324.13,321.90,321.73,322.46,320.30,317.04,310.08,318.26,324.75,320.80,323.41
2016-03-25 22:14:20.047000,L8,,276.36,321.35,341.98,352.09,343.10,347.93,349.37,341.45,342.02,346.57,343.57,337.08,335.38,334.27,332.69,332.18,341.77,346.91,346.91,339.22,331.75,332.33,331.25,326.94,321.02,321.16,325.34,288.92,,,,,,
2016-04-26 22:14:08.933000,L8,,,,,,,,,,274.99,291.16,318.15,313.10,308.80,303.87,277.83,291.38,304.87,306.23,309.86,295.30,282.52,,,,,,,,,,,,,
2016-05-03 22:20:25.006000,L8,349.42,360.21,362.33,364.47,362.86,358.75,357.02,357.34,349.20,347.99,350.13,349.33,345.03,338.37,334.63,333.59,333.73,342.64,348.46,347.15,339.62,333.37,333.69,333.16,331.80,329.67,325.78,328.11,324.68,321.94,315.57,326.25,330.33,329.09,329.56
2016-06-04 22:20:28.125000,L8,355.67,365.53,367.05,365.82,368.83,365.32,360.92,360.34,352.34,345.92,346.24,346.91,342.53,339.02,333.13,331.88,331.75,341.22,347.25,347.99,341.84,335.82,332.31,333.99,335.96,332.18,324.72,329.29,325.21,322.45,315.15,329.44,335.04,330.39,332.96
2016-06-29 22:14:26.819000,L8,,,,,,,,,,,,,,,,,,,,,,283.92,267.47,300.76,293.14,295.78,286.81,263.27,274.48,,,,,,
