dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,nzd0239-0103
2023-08-30 21:59:47.581000,L9,283.91,283.40,299.31,319.28,333.42,358.66,363.16,334.99,355.88,358.09,345.69,347.93,348.24,345.32,344.86,329.33,332.06,335.74,335.48,333.06,321.65,313.63,316.81,321.52,312.75,314.70,316.26,312.27,314.33,321.72,311.21,309.33,317.08,354.63,311.14,312.98,320.43,318.21,319.22,318.16,312.94,314.46,315.75,296.82,265.15,280.52,286.31,295.62,301.96,307.97,309.25,314.76,314.02,309.49,310.62,315.77,317.44,317.16,320.29,322.03,331.11,326.87,332.18,334.42,333.08,332.99,329.63,328.03,326.74,326.12,326.47,325.71,321.76,320.64,308.36,310.11,309.04,311.69,318.28,317.74,317.66,318.92,320.18,321.07,319.66,317.94,316.49,316.25,318.25,320.28,19.66,34.56,32.68,36.42,31.24,27.93,20.43,11.02,14.54,5.31,324.56,11.16,328.18,339.61,338.03,337.79,340.79,334.83,334.44,333.27,,,,,,,,,324.94,331.59,333.10,341.32,339.64,339.86,338.99,337.87,335.49,337.45,335.40,338.17,330.51,327.60,319.71,312.36,,,,,,,332.86
2023-09-07 21:59:49.917000,L8,277.20,280.42,276.09,291.66,324.75,321.47,330.97,326.94,322.02,320.40,355.26,353.28,346.08,349.65,347.82,302.76,306.39,314.02,309.88,305.60,286.69,288.18,312.52,315.02,314.92,317.70,317.86,311.34,311.93,316.69,313.56,303.01,301.72,283.55,309.13,322.26,320.48,318.00,326.22,315.12,303.10,309.77,304.80,292.09,247.24,255.06,284.95,294.27,305.15,314.11,315.13,313.71,310.26,308.18,320.74,317.94,318.90,319.47,316.38,328.59,330.39,329.72,338.38,338.86,335.30,338.17,337.96,331.36,331.67,331.26,327.40,329.85,328.31,325.55,323.10,329.51,320.89,319.93,323.60,322.14,321.59,321.77,325.50,321.96,324.31,323.66,327.16,322.06,323.17,326.28,24.21,31.43,38.01,35.76,29.42,27.98,17.27,13.42,15.03,1.13,328.12,9.11,329.30,335.96,339.05,339.86,343.30,339.80,338.66,327.28,309.34,,,,,,,,325.06,329.27,335.46,343.30,345.38,343.62,343.62,347.06,343.02,340.02,335.64,340.78,334.19,328.38,315.77,310.10,300.14,,,,,,334.37
2023-09-15 21:59:56.151000,L9,280.10,269.98,271.91,287.50,320.78,320.91,333.15,323.49,317.99,318.87,341.40,334.20,346.09,339.10,325.28,313.68,298.32,307.68,305.19,301.09,292.18,278.54,311.08,313.81,315.03,305.59,297.72,305.57,305.59,313.83,301.07,289.13,274.48,276.58,302.68,308.24,304.03,313.64,315.94,309.17,308.07,305.27,306.23,283.04,238.30,249.73,283.24,292.35,299.71,302.86,308.31,309.83,309.00,306.66,306.94,314.87,314.00,313.99,316.31,321.43,329.74,325.52,328.00,335.03,333.56,331.07,334.26,327.85,328.33,329.60,324.23,326.45,325.20,321.13,319.68,321.70,314.82,316.38,318.23,315.84,318.97,314.41,316.14,317.19,316.53,316.49,317.95,317.83,318.77,318.28,325.84,324.75,324.99,320.90,325.02,316.46,323.24,320.55,325.71,321.89,319.82,322.22,322.87,328.35,333.64,325.99,333.56,330.43,327.45,321.36,304.00,,,,,,,,,323.01,332.08,337.78,335.77,339.13,338.99,333.19,333.97,337.05,335.35,338.43,332.15,325.40,315.43,305.38,,,,,,,322.84
2023-10-01 21:59:55.343000,L9,,,216.76,247.91,276.65,280.51,305.07,282.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.59,260.09,265.25,274.30,281.22,282.29,282.11,278.55,283.28,285.23,288.07,288.45,286.22,290.78,297.57,297.63,306.63,304.86,298.23,303.75,308.40,303.60,300.15,301.73,298.36,291.41,293.64,293.87,288.83,292.74,,,,,,,,283.58,286.84,294.27,295.22,296.11,292.25,295.32,291.10,302.03,299.91,292.86,284.16,290.99,287.53,299.62,293.56,302.81,298.82,294.75,297.76,299.37,303.58,303.62,290.18,,,,,,,,,,,,,,,,317.52,318.55,318.22,318.41,311.78,314.07,310.92,308.99,310.21,300.46,,,,,,,,,,298.75
2023-11-10 21:59:59.383000,L8,279.24,281.25,277.98,297.64,310.03,327.15,334.14,329.29,326.68,329.95,332.16,350.82,346.69,336.64,346.65,291.65,293.56,330.30,311.14,325.43,305.79,278.26,302.01,308.57,306.90,305.22,307.06,303.58,306.95,309.50,289.23,304.07,290.06,289.62,306.75,307.37,313.40,315.04,320.29,312.65,308.05,306.37,301.57,292.66,273.74,243.09,286.59,292.13,299.95,303.11,302.15,307.99,306.70,304.52,307.81,310.61,313.45,312.30,310.83,319.18,324.11,324.27,325.98,328.10,332.32,329.26,329.49,329.94,324.21,320.72,321.74,317.66,315.00,314.23,313.98,315.54,311.92,309.29,317.48,311.02,309.20,312.54,310.75,311.85,315.62,314.23,316.91,313.63,314.39,316.32,12.62,24.16,30.31,32.78,21.56,19.52,9.14,3.11,3.11,322.06,321.47,2.50,320.78,327.08,330.67,328.85,331.04,329.43,329.50,321.52,308.08,,,,,,,,,326.48,330.25,338.74,339.41,341.54,342.92,339.44,340.24,342.23,335.93,340.43,337.83,327.58,317.96,310.15,302.02,,,,,,325.57
2023-11-26 22:00:05.887000,L8,268.02,271.84,265.47,285.22,302.61,329.67,336.70,330.16,326.11,329.78,340.09,334.95,330.28,328.78,329.38,290.02,291.07,314.83,305.37,304.14,287.56,283.92,298.84,296.73,303.00,297.12,296.53,296.19,294.54,301.78,292.69,290.64,265.97,270.13,301.14,297.61,313.93,311.49,309.40,295.29,307.14,306.43,301.01,277.05,242.31,243.24,280.07,288.87,297.24,302.21,304.40,304.79,304.04,301.66,307.63,309.90,305.22,312.23,311.42,312.48,323.54,322.52,326.03,328.79,330.49,329.38,330.25,327.64,325.66,321.80,319.18,316.50,317.75,315.91,317.29,314.77,312.91,313.58,317.37,311.45,312.52,314.14,314.63,315.87,315.36,316.31,317.66,316.18,317.80,316.08,19.02,32.37,30.61,36.26,27.13,24.58,16.08,7.74,3.88,323.63,317.92,322.21,323.56,325.16,330.55,323.33,330.24,329.27,332.63,317.57,,,,,,,,,,324.77,329.97,337.85,338.54,337.97,338.15,337.60,338.96,339.35,336.99,343.01,339.14,332.36,315.90,312.12,303.75,,,,,,322.36
2023-12-20 22:00:11.701000,L9,276.65,274.54,275.78,289.11,305.72,328.87,345.80,347.18,330.47,338.69,322.91,332.77,331.55,335.65,330.65,295.36,298.20,303.43,303.83,295.44,294.59,290.64,289.33,293.23,291.64,291.02,291.40,291.06,289.41,291.15,290.13,287.98,269.75,279.65,289.66,296.33,294.20,296.46,298.02,293.16,294.37,293.86,292.38,274.93,245.11,245.37,273.52,286.07,293.03,297.24,297.01,299.19,298.98,302.20,302.35,302.11,302.27,303.41,309.24,310.80,319.67,320.01,321.51,323.64,327.50,324.74,322.36,320.52,320.39,318.33,312.55,314.53,308.66,311.94,311.53,309.89,308.84,305.81,311.57,303.93,308.11,308.38,308.07,307.32,312.65,309.79,310.27,311.25,312.96,313.09,11.45,25.35,21.21,27.30,19.79,8.74,1.91,2.17,319.41,320.67,319.20,6.14,320.74,324.93,330.09,326.12,329.89,330.28,330.08,325.60,313.75,,,,,,,,326.12,328.64,336.96,343.03,342.80,344.74,347.29,348.15,350.28,352.02,358.09,364.15,356.33,348.40,337.70,335.63,327.73,299.84,,,,,321.07
2024-01-05 22:00:04.390000,L9,276.98,278.16,302.68,290.77,308.85,328.07,321.80,331.91,309.17,330.39,330.81,333.31,,,,,,,,,,287.06,317.52,311.96,303.22,302.76,298.54,296.02,301.80,300.68,296.33,294.87,264.66,282.15,295.10,304.05,305.56,302.40,315.16,295.38,301.97,304.09,300.26,290.49,254.38,245.67,281.70,288.47,298.22,299.78,298.36,305.42,306.83,305.55,309.21,311.34,309.17,309.01,312.02,313.61,321.36,323.22,325.01,327.04,331.61,326.43,324.65,323.10,321.41,318.52,318.58,315.55,315.77,313.75,312.59,311.84,311.29,308.41,314.69,308.71,308.38,312.24,307.79,310.43,311.71,309.72,314.18,312.49,316.54,315.00,319.61,316.80,317.22,319.72,318.15,317.03,317.45,321.35,323.68,319.48,312.05,301.04,300.49,310.99,321.51,324.19,331.75,329.73,328.79,324.80,316.23,,,,,,,,318.17,330.62,335.08,338.33,342.73,345.48,342.36,343.23,343.72,345.10,337.41,338.97,333.92,329.03,318.94,313.33,303.88,,,,,,300.47
2024-01-13 21:59:59.046000,L8,,,,,,,,,,,,,,,,,367.42,365.73,370.52,366.05,350.88,344.75,335.44,328.63,335.17,334.18,340.34,354.80,333.60,337.51,329.62,332.36,329.00,326.82,333.53,343.00,347.99,348.77,341.10,336.51,336.00,323.63,324.22,327.91,321.84,309.02,319.07,323.49,323.18,330.63,328.92,324.00,331.31,347.02,332.51,331.04,346.95,339.69,341.98,339.08,360.92,354.67,353.85,361.21,362.13,381.26,349.80,359.49,350.66,347.24,346.78,356.61,343.70,341.26,337.35,333.89,336.96,341.21,341.46,346.86,343.49,348.47,342.15,357.96,334.27,334.11,337.65,339.57,342.75,342.08,12.99,28.18,20.94,29.62,21.06,9.96,13.42,4.59,362.46,365.73,360.07,370.40,366.15,352.55,361.75,370.77,358.22,359.09,376.90,370.59,359.44,354.78,359.61,408.78,408.62,455.60,422.48,368.59,369.72,365.79,372.91,373.57,372.14,387.53,390.96,400.21,411.05,424.93,,,,431.52,419.30,392.38,418.21,391.33,388.82,358.41,,,363.70
2024-02-14 21:59:55.364000,L8,305.52,303.93,311.50,325.01,,,,,,,,,370.94,370.30,374.99,361.09,366.66,370.77,359.00,350.87,340.68,340.95,333.24,332.27,331.38,331.01,330.91,326.74,321.96,322.83,320.57,323.35,324.09,323.76,329.38,337.43,338.09,338.15,338.92,346.92,330.42,327.85,318.73,316.66,304.24,297.02,309.49,312.45,321.58,322.09,326.97,318.82,319.25,336.64,331.69,328.31,326.16,323.63,327.30,333.80,353.07,357.94,350.32,346.33,351.41,345.17,343.99,351.57,349.55,347.19,346.38,341.24,340.69,333.68,339.46,344.55,340.69,335.77,332.01,369.96,359.06,358.84,339.22,337.74,332.80,337.50,335.75,335.44,333.95,341.23,337.66,338.02,338.93,335.25,336.81,339.20,345.10,343.57,344.43,345.79,348.56,341.22,358.17,352.36,352.68,353.71,354.63,348.86,358.70,360.44,357.39,366.79,373.33,369.55,348.87,339.37,373.68,357.68,365.83,363.01,363.37,372.74,379.43,373.46,381.09,389.73,413.38,432.69,426.67,434.30,,415.23,386.71,362.05,342.17,322.52,302.63,274.65,,,351.16
2024-03-01 21:59:48.785000,L8,273.92,267.46,252.53,277.93,301.37,321.63,319.75,312.39,312.88,309.68,311.13,306.08,327.40,308.88,282.05,293.88,300.96,282.14,298.87,293.79,313.13,277.99,319.41,282.51,278.11,284.72,287.29,316.93,273.84,322.62,305.18,316.17,257.29,269.62,283.23,297.24,300.60,299.05,290.50,284.08,284.99,288.41,283.36,259.78,216.59,235.79,281.12,280.75,288.15,296.21,291.85,271.44,299.90,285.87,292.88,,,,308.14,299.82,310.71,314.81,312.69,329.59,317.02,326.18,319.05,316.56,313.33,309.24,296.50,297.15,308.20,307.96,306.63,306.72,304.57,303.83,307.39,301.05,303.77,304.99,301.05,305.78,309.80,307.31,310.09,309.16,312.69,311.82,32.16,43.90,46.48,45.28,39.77,36.19,24.69,18.09,15.35,0.81,316.18,10.96,320.38,321.47,324.30,320.70,325.09,326.44,322.03,316.38,308.12,,,,,,,,,321.63,327.04,330.34,331.46,331.81,334.15,330.36,332.87,333.30,330.50,333.41,322.08,320.53,308.00,300.07,,,,,,,318.16
2024-03-09 22:00:02.127000,L9,287.00,288.34,298.95,311.75,323.52,356.02,339.47,360.85,355.73,361.09,351.80,352.84,351.06,341.64,353.47,292.92,302.58,312.12,310.87,324.43,318.70,283.22,302.71,318.07,316.22,325.59,317.62,313.51,298.21,306.90,320.50,313.02,293.96,285.39,300.88,323.26,317.97,312.55,319.27,298.60,307.16,313.64,302.39,320.83,247.05,241.72,280.44,290.95,304.97,309.87,317.39,315.35,310.48,309.35,318.44,319.94,318.53,318.71,316.67,328.06,328.92,337.68,339.92,335.39,340.92,345.90,343.91,334.66,329.58,335.01,325.53,320.99,332.22,326.33,332.52,326.84,319.93,328.12,321.86,314.82,325.33,326.22,312.37,325.96,325.68,328.12,324.98,324.34,328.52,326.35,22.34,32.45,34.19,35.14,30.06,21.48,18.12,10.40,3.45,330.89,322.93,3.31,322.21,343.03,342.21,326.90,337.00,329.49,329.92,326.16,315.21,,,,,,,,,326.89,332.08,340.76,339.66,340.23,341.44,336.02,351.22,349.21,348.66,355.71,348.21,339.33,324.65,309.72,305.98,,,,,,327.53
2024-03-17 21:59:38.997000,L8,273.43,273.63,256.73,283.81,301.68,321.28,330.99,339.00,305.11,302.93,311.18,341.32,326.38,,,,,,,,,,,,,,,,,,,,316.68,290.14,323.67,298.44,326.62,299.43,290.62,289.81,,,,,,241.60,273.00,270.61,280.00,287.71,291.02,297.30,302.03,299.31,323.92,301.26,310.62,297.15,307.64,309.84,317.63,321.36,322.97,321.19,326.62,334.54,330.55,324.21,322.34,313.78,310.81,314.50,310.84,311.01,309.43,309.57,307.24,306.50,311.03,307.36,307.84,308.46,306.15,309.33,314.58,313.12,310.45,310.59,307.91,295.98,33.18,51.54,69.66,46.01,30.83,26.42,17.91,9.93,7.39,316.45,317.46,11.65,319.41,323.89,329.10,324.24,328.42,327.78,325.27,316.31,382.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.90
2024-04-18 21:59:19.043000,L8,235.38,,,255.44,271.93,287.22,302.57,297.85,297.97,295.39,294.61,304.63,308.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.64,257.96,263.03,275.90,282.04,282.46,282.31,283.04,283.04,285.18,287.97,287.25,287.88,290.72,298.44,301.89,307.99,304.31,305.52,,,,301.24,304.91,297.57,,,,,,,,,,,,,,,295.57,295.91,295.54,292.56,295.56,295.34,304.06,299.98,297.73,300.54,298.62,289.43,301.09,292.41,295.37,299.67,295.82,298.15,297.01,304.93,,,,,,,,,,,,,,,,,,320.13,320.63,320.55,319.52,314.34,314.34,313.03,309.30,306.17,301.03,,,,,,,,,,297.48
2024-04-26 21:59:28.878000,L9,280.36,282.43,280.35,295.91,310.18,329.47,330.50,336.14,320.89,317.78,334.91,341.67,346.76,346.68,338.20,293.52,301.56,306.11,307.72,303.00,321.29,285.53,303.27,314.55,302.00,314.43,297.43,298.03,296.64,301.40,296.77,291.80,287.51,282.11,296.12,302.67,309.19,310.90,308.36,299.86,302.03,300.25,295.55,281.72,250.44,244.20,282.14,288.54,295.44,305.69,303.10,302.71,302.09,302.90,307.67,309.58,309.76,311.02,313.09,317.37,323.93,325.77,331.59,329.82,329.05,330.01,328.74,325.23,325.30,324.48,319.17,320.32,319.84,321.32,316.34,318.42,314.70,314.33,315.84,313.05,314.02,316.99,313.19,315.58,317.32,316.07,318.09,314.63,317.01,319.07,37.65,44.33,48.05,48.17,47.29,36.23,26.64,19.99,19.82,10.24,323.13,10.40,22.52,328.27,334.04,329.71,334.01,329.91,330.32,323.28,315.10,,,,,,,,322.99,326.58,331.66,340.60,341.62,341.11,342.75,339.54,335.29,336.68,336.06,335.90,329.58,333.32,318.93,308.33,,,,,,,324.54
2024-05-04 21:59:10.225000,L8,286.64,292.42,296.98,317.16,312.32,354.34,345.29,353.83,350.52,364.22,339.58,341.77,358.47,359.59,340.24,294.74,304.03,307.24,307.74,303.98,324.66,285.83,303.92,328.96,321.09,317.72,299.48,307.24,326.42,317.82,306.52,292.36,305.34,281.49,299.98,326.08,324.99,310.64,325.50,300.98,307.65,314.34,299.90,286.63,263.65,244.05,284.30,291.07,305.83,316.84,316.90,315.91,310.15,312.32,319.34,317.19,321.25,317.81,315.99,327.08,329.83,336.08,339.34,337.65,340.96,343.35,337.65,334.45,334.15,337.13,330.13,325.03,331.71,326.96,326.30,328.39,322.72,330.81,324.94,323.71,326.70,325.99,327.87,329.70,327.77,328.11,328.31,326.13,330.48,327.83,330.77,330.28,330.56,327.27,336.00,331.39,331.41,333.95,333.02,331.14,328.61,331.55,336.78,336.02,339.95,338.06,341.48,341.96,331.18,325.90,316.56,,,,,,,,324.95,327.41,337.53,343.17,340.84,344.26,347.80,339.15,348.81,345.10,351.86,357.60,338.91,337.41,326.95,309.33,,,,,,,336.55
2024-05-28 21:59:12.654000,L9,279.10,254.66,245.96,301.41,287.90,300.60,387.55,323.04,311.62,308.47,311.88,321.85,267.61,,281.24,295.39,292.23,301.89,356.19,311.39,324.62,295.61,302.74,311.17,315.48,316.70,297.65,298.94,317.39,316.51,302.40,283.42,275.99,281.24,296.90,300.66,320.47,311.21,316.09,310.61,317.54,312.56,312.57,286.74,256.42,245.36,283.77,291.95,300.85,308.10,308.64,308.77,311.01,307.53,314.31,318.71,315.90,318.04,320.17,326.97,328.92,330.15,335.98,339.20,337.20,336.72,337.40,330.38,333.46,330.81,325.43,328.54,326.17,324.46,326.18,322.90,322.06,321.20,321.52,322.73,321.48,322.87,324.93,322.10,323.21,319.92,318.23,313.14,317.07,315.03,43.39,47.73,49.49,47.75,52.14,44.17,32.43,28.07,22.90,10.13,322.53,20.46,323.59,333.23,337.38,333.41,338.07,338.40,331.35,323.56,311.03,,,,,,,,,326.80,333.84,341.12,342.23,344.52,345.73,335.60,347.26,345.91,338.70,337.90,333.71,332.46,317.26,307.16,,,,,,,328.65
2024-06-21 21:59:05.258000,L8,,,234.75,259.53,276.90,294.96,308.87,304.17,305.40,299.46,300.50,311.42,312.16,,,,,,,,,,,,,,,,261.21,283.39,278.28,269.37,,,,,,,,,,,,,,224.32,261.98,267.70,281.22,287.83,287.92,283.60,288.80,286.96,292.72,295.62,298.53,294.09,295.88,304.64,312.25,259.08,277.45,284.68,278.12,276.81,274.61,274.11,276.42,274.18,278.00,273.13,248.86,305.92,305.33,307.18,304.49,295.80,303.49,300.51,303.66,303.17,299.88,306.37,305.53,303.00,303.83,302.54,304.14,297.97,311.81,304.30,300.16,300.01,,,,,,,,,,,,,,,,,,,,,,,,,,,323.45,331.69,331.11,330.38,330.47,325.24,327.09,326.95,324.49,323.91,316.73,315.44,298.30,,,,,,,,
2024-06-29 21:58:59.377000,L9,286.68,289.72,278.28,305.72,315.20,335.24,342.40,341.87,338.26,341.62,344.28,348.90,358.48,342.80,342.92,296.20,313.27,324.49,321.16,320.56,309.19,309.00,321.99,327.79,323.53,321.83,325.35,318.61,323.73,320.70,323.72,316.74,286.06,288.65,320.56,324.80,326.94,322.23,328.71,307.35,309.29,316.39,311.96,288.18,245.98,260.15,284.75,297.35,310.07,317.95,316.88,316.86,316.91,312.58,319.56,321.80,324.47,322.50,323.85,331.49,332.77,335.84,341.65,342.15,346.45,342.68,340.82,338.30,338.79,338.28,332.60,332.97,333.77,332.33,330.44,330.66,328.86,329.23,328.15,329.74,329.57,328.51,328.46,331.56,331.07,326.28,329.84,331.95,329.47,329.81,34.90,41.83,45.11,40.89,50.92,39.02,27.90,24.30,18.86,3.90,0.09,20.34,337.03,337.84,340.70,341.67,340.46,342.55,342.18,327.78,319.87,,,,,,,,325.53,332.89,337.06,343.82,345.55,345.28,347.11,339.39,344.30,347.64,336.75,352.00,340.15,340.88,332.93,312.82,,,,,,,335.40
2024-07-07 21:59:13.270000,L8,284.89,282.74,290.93,312.81,317.80,341.67,347.48,348.63,349.86,345.49,350.48,351.41,366.22,345.71,344.95,302.37,314.59,340.32,322.66,348.83,312.75,305.48,330.91,325.87,328.29,321.49,327.87,326.00,324.94,325.66,320.85,323.63,282.62,291.29,325.28,324.32,330.35,329.22,326.01,324.65,317.89,320.58,318.51,301.93,244.09,268.94,291.72,298.33,311.26,317.94,319.27,318.64,320.29,318.91,326.68,323.63,323.46,326.49,329.76,337.82,339.81,339.33,346.57,343.54,341.67,346.05,341.07,338.82,339.06,337.40,336.47,335.44,332.95,333.31,333.15,331.96,328.90,330.66,329.89,329.45,328.65,329.42,329.23,328.14,329.69,328.39,328.68,332.20,330.61,330.82,42.50,46.79,49.75,53.12,54.63,39.80,30.00,24.01,22.92,12.22,0.51,13.48,336.14,340.29,343.61,343.37,343.08,339.39,344.89,330.54,321.28,317.88,,,,,,323.82,327.65,331.38,341.31,346.26,349.95,348.10,354.70,349.14,357.93,354.01,360.98,363.63,359.86,351.04,336.23,322.37,,,,,,,339.02
2024-07-08 21:53:01.737000,L9,297.24,290.75,314.19,327.32,328.75,357.32,360.04,357.74,374.22,371.46,370.31,361.69,370.14,371.74,370.87,316.58,348.77,352.12,349.27,350.98,328.74,318.89,343.28,338.67,330.11,332.56,330.10,331.81,327.30,329.39,325.30,325.39,294.52,322.38,327.24,331.99,332.88,334.91,335.19,330.55,329.38,324.64,324.40,313.92,261.72,274.78,297.26,309.60,320.00,325.84,330.61,322.11,326.30,326.49,335.84,332.04,333.89,342.61,338.22,343.75,350.00,348.34,349.87,354.99,354.33,353.78,348.98,346.04,345.83,345.62,347.53,349.90,352.28,342.72,343.07,342.28,336.33,335.46,335.23,338.36,335.71,337.77,337.63,338.54,337.91,337.44,339.00,338.65,340.02,342.14,343.77,340.75,342.51,342.69,345.60,344.20,345.44,345.03,345.62,346.74,344.82,344.98,345.05,347.30,348.69,347.96,350.44,347.59,346.29,339.40,329.27,328.15,322.48,327.45,331.98,330.14,334.47,333.76,340.65,342.96,343.74,355.94,358.80,362.15,369.93,371.99,377.54,366.81,375.59,375.77,369.87,358.63,346.60,328.74,309.24,,,,,,345.50
2024-07-23 21:59:27.877000,L8,284.95,275.80,273.61,298.60,308.96,333.72,341.64,343.35,338.86,339.29,339.79,344.31,346.92,339.29,340.94,303.93,312.69,325.38,317.48,313.13,298.92,295.20,309.09,316.93,312.95,313.87,307.95,309.73,302.84,315.16,306.09,295.04,265.63,289.44,299.89,312.69,313.62,318.95,312.88,304.80,305.32,300.41,306.01,282.77,249.31,248.05,284.18,292.31,303.18,312.13,312.64,307.37,308.32,310.52,321.51,320.10,316.79,314.88,327.40,325.79,331.16,336.95,339.95,341.36,337.60,335.21,344.10,330.68,336.83,334.78,324.98,339.89,330.52,323.26,334.56,325.39,317.34,328.32,321.96,325.31,324.69,318.74,330.84,325.05,319.55,322.12,321.59,322.14,323.26,323.67,42.40,44.97,48.87,49.24,54.00,39.62,28.05,23.88,24.30,12.16,0.19,15.31,22.69,335.18,338.37,333.35,338.23,335.03,333.77,323.96,312.04,,,,,,,,,327.23,336.23,341.55,342.99,345.15,348.64,339.57,349.09,349.18,336.86,351.76,340.32,339.18,329.96,310.43,,,,,,,325.23
2024-08-08 21:59:24.800000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.70,263.10,277.56,284.26,285.23,282.06,277.61,284.73,285.95,287.97,293.14,291.48,291.74,299.52,306.88,308.88,311.66,297.63,313.51,309.29,301.92,307.08,,,,,,,,,,,,,,,,,297.42,296.68,299.62,296.61,299.89,297.10,306.54,305.45,300.19,302.17,303.27,294.91,303.66,301.30,307.24,305.18,301.95,305.78,304.40,308.49,313.96,,,,,,,,,,,,,,,,,322.73,323.71,321.46,322.21,318.71,318.58,314.00,312.66,310.14,304.49,,,,,,,,,,297.89
2024-08-24 21:59:36.826000,L8,209.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.13,253.25,270.45,279.92,281.12,277.28,271.25,282.20,280.87,283.99,286.89,269.23,287.76,294.55,298.73,305.56,304.84,,293.16,305.05,296.60,293.08,,,,,,,,,,,,,,,,,,,,,,293.61,302.78,300.23,290.54,293.90,300.19,288.70,297.90,285.86,304.94,295.00,296.13,,,,,,,,,,,,,,,,,,,,,320.26,321.95,318.09,320.52,314.71,316.38,311.56,310.80,306.78,303.38,,,,,,,,,,
2024-08-25 21:53:26.860000,L9,,,,,,,,342.79,336.43,341.06,341.82,342.69,345.46,343.35,334.43,310.89,313.45,320.11,313.85,309.77,306.04,295.31,312.00,319.57,312.61,312.54,302.95,312.28,309.32,312.68,297.80,293.01,267.94,282.25,300.10,309.50,310.68,307.98,314.25,297.62,305.36,299.00,300.22,272.84,242.87,253.12,285.78,292.05,301.76,307.40,312.02,309.65,308.48,303.93,323.05,319.46,314.50,313.86,314.38,326.70,326.26,329.87,336.03,329.45,333.36,328.65,333.96,328.50,326.64,326.71,321.05,320.13,323.16,322.29,334.05,322.95,314.04,315.85,320.78,314.18,319.79,316.22,316.55,323.81,318.22,318.04,322.66,318.57,320.35,319.39,24.99,34.51,36.75,36.97,34.87,28.33,16.96,15.21,10.21,1.96,320.80,13.81,14.88,325.72,330.82,324.24,334.40,331.54,328.49,313.30,304.01,,,,,,,,,325.53,329.69,338.77,341.32,344.16,346.14,338.48,341.80,341.33,338.08,342.64,335.10,330.27,317.55,306.02,,,,,,,321.05
