dates,nzd0101-0000,nzd0101-0001,nzd0101-0002,nzd0101-0003,nzd0101-0004,nzd0101-0005,nzd0101-0006,nzd0101-0007,nzd0101-0011,nzd0101-0012,nzd0101-0013,nzd0101-0061,nzd0101-0062,nzd0101-0077,nzd0101-0078,nzd0101-0079,nzd0101-0080,nzd0101-0082,nzd0101-0083,nzd0101-0084,nzd0101-0091,nzd0101-0092,nzd0101-0093,nzd0101-0094,nzd0101-0100,nzd0101-0101,nzd0101-0102,nzd0101-0103,nzd0101-0104,nzd0101-0105,nzd0101-0106,nzd0101-0107,nzd0101-0121,nzd0101-0122,nzd0101-0123,nzd0101-0124,nzd0101-0125,nzd0101-0126,nzd0101-0127,nzd0101-0128,nzd0101-0133,nzd0101-0134,nzd0101-0135,nzd0101-0136,nzd0101-0137,nzd0101-0138,nzd0101-0139,nzd0101-0140,nzd0101-0141,nzd0101-0142,nzd0101-0143,nzd0101-0178,nzd0101-0179,nzd0101-0015,nzd0101-0016,nzd0101-0017,nzd0101-0018,nzd0101-0019,nzd0101-0020,nzd0101-0021,nzd0101-0022,nzd0101-0023,nzd0101-0024,nzd0101-0025,nzd0101-0026,nzd0101-0027,nzd0101-0028,nzd0101-0029,nzd0101-0030,nzd0101-0031,nzd0101-0032,nzd0101-0033,nzd0101-0034,nzd0101-0035,nzd0101-0039,nzd0101-0040,nzd0101-0041,nzd0101-0042,nzd0101-0043,nzd0101-0044,nzd0101-0045,nzd0101-0046,nzd0101-0047,nzd0101-0048,nzd0101-0049,nzd0101-0050,nzd0101-0051,nzd0101-0052,nzd0101-0055,nzd0101-0056,nzd0101-0057,nzd0101-0063,nzd0101-0064,nzd0101-0081,nzd0101-0085,nzd0101-0086,nzd0101-0087,nzd0101-0088,nzd0101-0089,nzd0101-0090,nzd0101-0108,nzd0101-0109,nzd0101-0110,nzd0101-0111,nzd0101-0112,nzd0101-0113,nzd0101-0114,nzd0101-0115,nzd0101-0116,nzd0101-0117,nzd0101-0118,nzd0101-0119,nzd0101-0120,nzd0101-0129,nzd0101-0130,nzd0101-0131,nzd0101-0132,nzd0101-0144,nzd0101-0145,nzd0101-0146,nzd0101-0147,nzd0101-0148,nzd0101-0174,nzd0101-0175,nzd0101-0176,nzd0101-0177,nzd0101-0053,nzd0101-0054,nzd0101-0008,nzd0101-0009,nzd0101-0010,nzd0101-0014,nzd0101-0071,nzd0101-0072,nzd0101-0073,nzd0101-0162,nzd0101-0163,nzd0101-0149,nzd0101-0150,nzd0101-0037,nzd0101-0038,nzd0101-0058,nzd0101-0059,nzd0101-0065,nzd0101-0095,nzd0101-0096,nzd0101-0097,nzd0101-0098,nzd0101-0099,nzd0101-0165,nzd0101-0166,nzd0101-0167,nzd0101-0168,nzd0101-0169,nzd0101-0170,nzd0101-0171,nzd0101-0172,nzd0101-0173,nzd0101-0036,nzd0101-0066,nzd0101-0067,nzd0101-0068,nzd0101-0070,nzd0101-0074,nzd0101-0075,nzd0101-0076,nzd0101-0151,nzd0101-0152,nzd0101-0153,nzd0101-0154,nzd0101-0155,nzd0101-0159,nzd0101-0160,nzd0101-0161,nzd0101-0164,nzd0101-0069,nzd0101-0156,nzd0101-0157,nzd0101-0158,nzd0101-0060,satname
2002-05-21 22:06:41+00:00,,,,,,,,,,,,,,331.03,278.125,278.675,250.42,303.11,291.03,279.75,328.99,298.63,300.22,316.99,,338.645,,356.07,,,,335.3,311.5,,,,269.49,306.04,297.53,,249.18,245.45,257.24,268.71,270.82,277.38,297.6,296.66499999999996,308.14,294.11,,,,,,357.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.24,319.98,,,,304.62,,295.59,272.81,256.89,260.98,284.77,,,,,,,288.70000000000005,302.925,,350.22,317.55,293.48,,,,342.405,244.01,,,314.16,,,,325.28,281.7,,,329.11,,,,,319.08000000000004,301.38,328.315,,,,,,,,,353.64,330.99,316.62,315.65,306.22,311.0,,,,,,,,,,,,,291.32,,309.13,,322.53999999999996,,340.6,,350.74,,256.82,,,,277.56,,,342.5,,L7
2002-12-24 22:00:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,299.42,,341.57,333.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.32,300.88,274.37,,320.06,296.22,256.66,,,,,,,,306.7,,,,,,,,,,,,,,,,,,,,,,,,277.89,,,283.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.26,290.63,,L7
2002-12-31 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,299.42,,341.57,333.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.32,300.88,274.37,,305.385,296.22,256.66,,,,,,,,306.7,,,,,,,,,,,,,,,228.19,,,,,,,,,277.89,,,283.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.26,290.63,,L7
2004-07-14 21:54:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.87,,,,,267.76,261.75,279.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-10-18 21:56:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.48,244.54,254.25,252.35,251.27,267.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.87,,,,,267.76,261.75,279.47,,,,,,,,,236.93,283.97,293.52,304.26,316.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.65,335.06,343.57,,,,,,,335.49,274.26,,L5
2004-11-19 21:56:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.48,244.54,254.25,252.35,251.27,267.82,,283.85,291.62,290.57,299.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.87,,,,,267.76,261.75,279.47,,,,,,,,,236.93,293.15,297.41999999999996,306.34000000000003,319.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,334.325,334.88,343.57,,,,,,,335.49,282.395,,L5
2005-02-23 21:58:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.84,253.24,,,249.68,257.39,255.62,267.74,274.285,251.27,267.82,,283.85,315.58500000000004,311.055,317.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.51,254.72,252.36,252.095,293.15,306.7366666666667,313.1066666666666,326.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.55,334.325,334.88,343.57,,,,,,,335.49,282.395,,L5
2005-11-22 22:00:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.14,254.5,269.93,268.75,271.76,281.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.04,293.59,304.44,322.0,329.89,,,,,,,,,,,,,,,,,328.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.34,315.95,,L5
2006-04-15 22:03:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.14,254.5,269.93,274.41999999999996,272.555,284.95500000000004,,303.54,308.14,306.02,311.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.04,293.59,304.44,322.0,329.89,,,,,,,,,,,,,,,,,328.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.16999999999996,315.95,,L5
2006-10-24 22:06:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.44,261.39,267.57,269.88,276.09,292.45,285.45,292.06,296.51,290.82,294.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.63,300.63,,,,,,,,,,,,,,,,,,,,,346.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.27,,,,,,,,,L5
2008-10-29 21:55:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.33,277.1,268.13,273.84,274.39,280.95,288.77,301.29,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.2,269.96,273.22,283.4,314.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2009-02-02 21:57:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.33,277.1,268.13,273.84,274.39,280.95,288.77,301.29,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.2,269.96,273.22,283.4,304.22,291.77,298.53,317.69,317.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.38,,,,,,,,,,,287.34,,L5
2011-09-04 22:00:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.79,295.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.16,299.25,,,L5
2013-05-20 22:13:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.73,,,,L8
2013-10-27 22:13:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.13,248.61,256.62,255.76,265.26,275.12,,,,,359.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.92,301.35,293.28,306.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.29,,,,,307.73,,,,L8
2013-11-12 22:13:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.13,248.61,256.62,255.76,265.26,275.12,,,,,359.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.565,299.625,295.45,306.1,315.76,,,,,,,,,,,,,,,,320.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.9,,,334.09,,247.29,,,,,307.73,,,,L8
2013-11-28 22:13:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.13,248.61,256.62,255.76,265.26,275.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.69666666666666,298.4166666666667,296.43666666666667,306.2033333333333,315.765,,,,,,,,,,,,,,,,320.78999999999996,324.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.53999999999996,330.02,,333.815,,247.29,,,,,,,332.16,,L8
2013-12-14 22:13:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.13,248.61,256.62,255.76,265.26,275.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.31,298.02,296.8175,305.95,315.88666666666666,,,,,,,,,,,,,,,,320.75333333333333,324.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.30333333333334,330.825,334.06,333.3666666666667,,247.29,,,,,,,331.655,,L8
2014-01-06 22:19:18+00:00,,,,,352.8,347.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.13,248.61,256.62,255.76,265.26,275.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.31,298.02,296.8175,305.95,315.88666666666666,,,,,,,,,,,,,,,,320.75333333333333,324.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.30333333333334,330.825,334.06,333.3666666666667,,247.29,,,,,,,331.655,,L8
2014-01-31 22:12:52+00:00,,,,,352.8,347.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5,267.39,256.43,259.825,261.58500000000004,275.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.044,297.76,297.032,307.408,323.935,,,,,,,,,,,,,,,,327.55,324.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.30333333333334,330.825,334.06,333.3666666666667,,247.29,,,,,,,333.0,,L8
2014-04-05 22:11:58+00:00,,,,,352.8,347.31,,,,,,,,,,,,,,,,,,,,,342.28,,,,,,,,,,,,,,,258.5,270.55333333333334,277.91,281.89,264.34,274.48333333333335,,294.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.044,298.93666666666667,297.56,307.408,323.935,,,,,,,,,,,,,,,,327.55,324.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.30333333333334,330.825,334.06,333.3666666666667,,247.29,,,,,,,333.0,,L8
2014-07-26 22:11:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,342.28,,,,,,,,301.18,,,,287.76,,264.65,274.87,279.83,288.555,309.61999999999995,280.27000000000004,274.165,,301.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.98,311.38000000000005,299.04499999999996,313.24,348.08,,,,,,,,,,,,,,,,347.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.69,,L8
2014-10-14 22:12:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.18,,263.43,292.82,287.76,,264.65,304.12,289.89,307.32,338.95,313.05,,,309.13,,313.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.52,294.94,320.24,328.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-01-09 22:18:02+00:00,,,,,,,,358.48,247.14,,,,,,,,,,341.39,,322.32,316.02,313.43,339.04,,,324.97,366.56,,326.42,,,328.04,,293.93,263.89,257.195,293.49,282.19,306.11,264.65,301.49,284.9433333333333,307.32,338.95,313.05,,309.69,309.13,,313.64,,,,,,,,,,,,,,,,,,,,,,,,370.12,372.68,365.13,,,,,,,,,,,,,,,,,257.55,,,,,,351.66,269.4,,328.93,352.7,325.97,,,,,,,,261.55,,,290.52,294.94,320.24,315.76,330.58,,,,,,,307.88,368.05,,319.65,317.07,,,,,303.87,271.72,,,,364.95,,,347.02,,,,356.41,,,,,,,,357.92,,,,343.54,308.68,,,,,,,294.33,276.69,,361.37,,,,322.52,371.75,,333.49,,,L8
2015-02-26 22:17:46+00:00,,,,,,,,358.48,247.14,,,,,,,,,,341.39,,322.32,316.02,313.43,339.04,,,324.97,366.56,,326.42,,,328.04,,286.68,263.89,257.195,293.49,276.62,306.11,,301.49,289.19499999999994,307.32,,,,309.69,,,313.64,,,,,,,,,,,,,,,,,,,,,,,,370.12,372.68,365.13,,,,,,,,,,,,,,,,,257.55,,,,,,351.66,269.4,,328.93,352.7,325.97,,,,,,,,261.55,,,290.52,294.94,320.24,307.34,330.58,,,,,,,307.88,368.05,,319.65,317.07,,,,,303.87,271.72,,,,364.95,,,347.02,,,,356.41,,,,322.79,303.09,,,357.92,,,,343.54,308.68,,,,,,,294.33,276.69,,361.37,,,,322.52,371.75,,333.49,,,L8
2015-04-24 22:11:08+00:00,,,,,,,,358.48,247.14,,,,,,,,,,341.39,,322.32,316.02,313.43,339.04,,,324.97,366.56,,326.42,,,328.04,,286.68,263.89,250.96,294.16,276.62,306.11,,298.86,275.05,,,,,309.69,,,,,,,,,,,,,,,,,,,,,,,,,,,370.12,372.68,365.13,,,,,,,,,,,,,,,,,257.55,,,,,,351.66,269.4,,328.93,352.7,325.97,,,,,,,,261.55,,,,,,291.03,314.42999999999995,302.56,305.61,,,,,307.88,368.05,,319.65,317.07,,,,,303.87,271.72,,,,364.95,,,347.02,,,,356.41,,,,322.79,303.09,,,357.92,,,,343.54,308.68,,,,,,,294.33,290.47,307.34,361.37,,,,322.52,371.75,347.11,333.49,339.05,,L8
2015-05-10 22:10:52+00:00,,,,,,,,358.48,247.14,,,,,,,,276.28,,341.39,,322.32,316.02,313.43,339.04,,,324.97,366.56,,326.42,,,328.04,,286.68,263.89,250.96,294.16,276.62,306.11,,298.86,275.05,,,,,309.69,,,,,,,,,,,,,,,,,,,,,,,,,,,370.12,372.68,365.13,,,,,,,,,,,,,,,,,257.55,,,,,,351.66,269.4,,328.93,352.7,325.97,,,,,,,,261.55,,,,,,291.03,314.42999999999995,302.56,305.61,,,,,307.88,368.05,,319.65,317.07,,,,,303.87,271.72,,,,364.95,,,347.02,,,,356.41,,,,322.79,303.09,,,357.92,,,,343.54,308.68,,,,,,,294.33,287.03,290.745,361.37,,,,322.52,371.75,347.11,333.49,339.05,,L8
2015-07-20 22:17:34+00:00,,,,,,,,,,,,,,,,,276.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.28,302.56,305.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.79,311.03499999999997,,,,,,,,,,,,,,,,292.19999999999993,290.745,,,,,,,347.11,,339.05,,L8
2016-01-12 22:18:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
