dates,nzd0556-0000,nzd0556-0001,nzd0556-0002,nzd0556-0003,nzd0556-0004,nzd0556-0005,nzd0556-0006,nzd0556-0007,nzd0556-0008,nzd0556-0009,nzd0556-0010,nzd0556-0011,nzd0556-0012,nzd0556-0013
2014-09-19 22:20:54+00:00,,,145.93,219.59,230.53,232.6,207.74,224.12,172.11,210.86666666666667,214.1575,223.315,243.8725,247.9725
2014-11-06 22:21:01+00:00,,,146.95499999999998,217.2,232.315,233.57999999999998,213.45333333333335,225.23000000000002,181.9325,215.3,219.57600000000002,229.32600000000002,250.442,254.13400000000001
2015-03-14 22:20:23+00:00,,,147.71666666666667,217.95666666666668,232.88666666666666,233.08666666666667,221.87333333333333,225.59666666666666,209.2733333333333,233.17,242.5633333333333,255.25666666666666,277.12000000000006,278.80333333333334
2015-08-21 22:20:33+00:00,,,149.24,219.47,219.72,219.305,213.945,226.33,197.925,225.225,235.265,247.47500000000002,262.395,269.36
2016-03-16 22:20:36+00:00,,,151.69,222.38,233.44,233.62,224.98,228.72,211.33,,247.06,263.21,275.77,280.18
2016-09-08 22:21:00+00:00,,,151.69,222.38,233.44,217.04500000000002,210.075,228.72,192.79500000000002,203.95,232.26999999999998,263.21,257.29499999999996,265.40999999999997
2016-11-27 22:21:07+00:00,,,,230.6,242.97,221.495,195.17,,174.26,203.95,217.48,,238.82,250.64
2017-01-30 22:20:50+00:00,,,149.63,229.715,242.555,227.76999999999998,214.7,237.02,174.26,203.95,217.48,283.57,238.82,250.64
2017-04-04 22:20:20+00:00,,,149.63,229.715,242.555,241.41999999999996,234.23,237.02,166.25,203.92,215.78,257.635,246.98,232.96
2017-04-20 22:20:11+00:00,,,149.63,229.715,242.555,241.41999999999996,234.23,237.02,166.25,198.37,215.44,244.58666666666667,242.64499999999998,229.79000000000002
2017-06-23 22:20:32+00:00,,,149.63,228.83,242.14,240.32,234.23,237.02,166.25,198.37,204.58666666666667,235.1,237.97333333333333,227.78333333333333
2017-10-29 22:21:05+00:00,,,147.82,220.39,230.26,232.24,221.07,226.62,206.1,229.43,182.88,206.64,248.24,223.77
2018-07-12 22:19:56+00:00,,,,,,,,,,195.85,190.61,212.49,227.44,234.25
2019-05-28 22:20:29+00:00,,,,,,,,,,198.45,207.18,218.22,238.86,234.15
2020-05-30 22:20:16+00:00,,,,,,,,,,,187.46,210.76,225.22,219.65
2020-08-02 22:20:44+00:00,,,,,,,,,,189.66,191.375,209.99,225.43,223.47
2021-09-22 22:21:05+00:00,,,,,,,,,148.38,198.91,215.76,220.89,238.43,250.41
2021-12-11 22:21:08+00:00,,,,,209.7,210.15,202.69,210.2,165.87,198.715,209.32,223.945,242.44,248.405
2021-12-19 22:21:04+00:00,,,162.98,224.6,223.185,223.2,215.34,220.91,183.5666666666667,212.03333333333333,221.9433333333333,236.14666666666668,253.92,259.07
2022-02-13 22:20:52+00:00,,,157.625,223.70999999999998,227.34666666666666,227.23666666666668,218.42333333333332,223.90666666666667,190.82,219.055,227.86,242.85750000000002,258.0475,264.2925
2022-03-01 22:20:48+00:00,,,158.5533333333333,223.9,229.32999999999998,228.925,218.83,225.01,195.47,222.8,231.064,247.144,261.076,266.752
2022-03-09 22:20:49+00:00,,,158.5533333333333,223.9,225.542,222.63000000000002,215.23000000000002,221.83200000000002,193.57000000000002,219.54,229.09166666666667,243.41,258.18666666666667,264.5983333333333
2022-04-10 22:20:41+00:00,,,159.91,225.0125,228.01333333333332,224.71333333333334,216.46166666666667,222.98666666666668,204.75333333333333,225.10833333333332,233.28,248.95333333333338,262.98499999999996,268.6366666666666
2022-05-04 22:20:37+00:00,,,159.95,226.63600000000002,230.1585714285714,226.6885714285714,218.0457142857143,224.61142857142858,206.55285714285714,226.87571428571428,234.41571428571427,250.30571428571434,264.13,269.5628571428571
2022-08-08 22:21:16+00:00,,,158.012,226.07,234.155,229.4383333333333,219.83166666666668,226.23833333333334,209.31833333333336,229.9466666666667,238.50166666666667,253.14666666666668,265.615,272.1383333333333
2022-09-09 22:21:23+00:00,,,159.12666666666667,227.75,241.1966666666667,236.62666666666667,224.50666666666666,230.03,215.06333333333336,224.82,234.75,247.055,261.4475,268.0425
2022-12-06 22:21:13+00:00,,,161.08499999999998,225.39,239.86,238.03,226.225,234.94,215.53500000000003,214.74,237.97333333333336,237.825,253.78499999999997,269.38
2022-12-30 22:21:12+00:00,,,161.08499999999998,225.39,239.86,238.03,226.225,226.73333333333335,204.96,212.64333333333335,232.935,234.85,250.60333333333335,263.5225
2023-01-07 22:21:14+00:00,,,157.40333333333334,225.56333333333336,239.64,237.61333333333334,226.17999999999998,227.28,207.2575,218.82,235.352,240.53750000000002,255.9125,265.864
2023-01-15 22:21:05+00:00,,,160.33749999999998,225.44,238.9525,237.3375,225.26999999999998,228.308,208.58,221.498,237.20666666666668,243.808,259.306,268.0083333333333
2023-02-24 22:21:03+00:00,,,161.8125,226.73250000000002,238.42749999999998,237.42249999999999,225.52499999999998,228.88999999999996,208.71800000000002,223.488,237.89,245.622,259.50600000000003,268.22499999999997
2023-03-12 22:20:56+00:00,,,161.8125,226.73250000000002,232.67399999999998,227.852,219.756,225.04666666666665,202.29333333333332,223.794,237.8366666666667,246.32600000000002,259.748,267.58
2023-04-13 22:20:38+00:00,,,161.8125,226.73250000000002,232.67399999999998,227.852,219.756,225.04666666666665,202.29333333333332,223.794,237.8366666666667,238.415,255.48666666666668,263.2442857142857
2023-04-29 22:20:31+00:00,,,161.8125,226.73250000000002,232.67399999999998,227.852,219.756,225.04666666666665,202.29333333333332,213.04,233.07428571428574,234.70285714285714,251.34857142857143,259.25624999999997
2023-10-22 22:21:02+00:00,,,,,,,,,158.83,178.515,209.765,217.04000000000002,232.78,239.60000000000002
2024-03-22 22:20:30+00:00,,,,,207.42,186.32,197.99,185.42,165.065,197.825,215.54000000000002,222.05,238.79500000000002,246.16000000000003
2024-06-18 22:19:55+00:00,,,,,207.42,186.32,197.99,185.42,171.3,196.90499999999997,207.21,217.385,232.985,233.635
2024-07-12 22:20:12+00:00,,,,,207.42,186.32,197.99,185.42,171.3,194.42666666666665,199.96333333333334,214.38666666666666,229.81000000000003,233.13
2024-08-05 22:20:18+00:00,,,,,212.99,201.48,203.52,198.01999999999998,178.755,200.5775,206.7125,221.26749999999998,235.7,240.03
2024-08-13 22:20:26+00:00,,,,,212.99,201.48,203.52,198.01999999999998,178.755,199.14600000000002,207.64600000000002,219.81199999999998,234.51399999999998,239.33200000000002
2024-09-22 22:20:32+00:00,,,160.98,235.04,232.255,230.445,220.98000000000002,221.82999999999998,201.125,208.22199999999998,213.542,228.238,241.962,246.37399999999997
2024-10-16 22:20:51+00:00,,,163.82999999999998,230.14999999999998,234.13666666666666,232.74,223.88,224.16,204.18666666666664,213.16166666666666,219.42500000000004,233.29666666666665,248.66833333333332,251.79833333333332
2024-10-24 22:20:57+00:00,,,162.84333333333333,228.12,234.4725,233.785,224.64,224.875,205.4425,217.08285714285714,224.42000000000002,237.76142857142855,252.48285714285717,255.8657142857143
2024-11-17 22:20:50+00:00,,,162.20499999999998,227.385,235.09,234.618,225.052,225.336,206.794,220.2525,227.41500000000002,240.70499999999998,255.5325,258.88125
2025-01-12 22:20:57+00:00,,,163.638,228.704,236.755,236.03333333333333,226.6966666666667,226.83333333333334,208.96833333333333,232.45000000000002,241.68285714285713,254.62285714285713,268.06,273.05571428571426
2025-01-28 22:20:54+00:00,,,163.58166666666668,228.32000000000002,237.37285714285716,236.57857142857142,227.63285714285715,227.41857142857143,209.81571428571428,232.85500000000002,242.58124999999998,255.3825,268.65125,274.025
2025-03-01 22:20:51+00:00,,,163.58166666666668,228.32000000000002,240.50833333333335,239.90166666666664,225.17857142857142,230.21833333333333,213.75,235.3542857142857,245.17142857142858,257.84714285714284,271.9457142857143,277.0142857142857
2025-04-10 22:20:22+00:00,,,163.36666666666667,228.24166666666667,239.895,238.755,223.4542857142857,229.17,213.13,233.28571428571428,244.16714285714286,256.1442857142857,270.43285714285713,275.8442857142857
