dates,satname,nzd0462-0000,nzd0462-0001,nzd0462-0002,nzd0462-0003,nzd0462-0004,nzd0462-0005,nzd0462-0006,nzd0462-0007,nzd0462-0008,nzd0462-0009,nzd0462-0010,nzd0462-0035,nzd0462-0036,nzd0462-0037,nzd0462-0038,nzd0462-0039,nzd0462-0040,nzd0462-0041,nzd0462-0042,nzd0462-0043,nzd0462-0044,nzd0462-0045,nzd0462-0046,nzd0462-0047,nzd0462-0048,nzd0462-0049,nzd0462-0050,nzd0462-0051,nzd0462-0052,nzd0462-0028,nzd0462-0029,nzd0462-0030,nzd0462-0031,nzd0462-0032,nzd0462-0033,nzd0462-0034,nzd0462-0053,nzd0462-0054,nzd0462-0055,nzd0462-0056,nzd0462-0057,nzd0462-0058,nzd0462-0059,nzd0462-0060,nzd0462-0061,nzd0462-0062,nzd0462-0063,nzd0462-0064,nzd0462-0065,nzd0462-0066,nzd0462-0067,nzd0462-0068,nzd0462-0069,nzd0462-0070,nzd0462-0071,nzd0462-0072,nzd0462-0073,nzd0462-0074,nzd0462-0075,nzd0462-0076,nzd0462-0077,nzd0462-0078,nzd0462-0079,nzd0462-0080,nzd0462-0081,nzd0462-0082,nzd0462-0083,nzd0462-0084,nzd0462-0085,nzd0462-0086,nzd0462-0087,nzd0462-0088,nzd0462-0089,nzd0462-0090,nzd0462-0091,nzd0462-0092,nzd0462-0093,nzd0462-0094,nzd0462-0095,nzd0462-0096,nzd0462-0011,nzd0462-0012,nzd0462-0019,nzd0462-0020,nzd0462-0021,nzd0462-0022,nzd0462-0023,nzd0462-0024,nzd0462-0025,nzd0462-0026,nzd0462-0027,nzd0462-0013,nzd0462-0014,nzd0462-0015,nzd0462-0016,nzd0462-0017,nzd0462-0018
2002-04-12 22:03:01.345000,L7,,,,,,,,,,,,308.42,327.06,325.53,293.82,321.78,318.06,316.69,334.50,307.61,305.26,335.99,296.69,331.58,334.00,,,,309.07,295.98,298.83,283.52,298.31,309.09,304.85,312.06,329.47,331.72,347.74,336.22,369.77,346.40,348.13,346.75,343.15,335.52,342.35,323.25,308.94,315.04,328.41,332.84,344.89,358.80,359.53,359.15,366.32,331.93,365.23,318.21,313.76,316.26,315.05,320.24,346.81,351.06,366.05,351.30,358.42,365.02,,,,320.01,329.42,317.65,306.95,,,,,,,,,,,,,278.57,299.74,,,,,,
2002-12-24 22:02:33.044000,L7,,,,,,343.00,354.68,315.56,353.64,349.11,346.62,350.52,347.46,344.41,331.59,347.26,356.27,351.51,354.38,318.04,311.34,307.25,315.35,283.77,312.52,283.85,353.21,348.67,372.65,351.28,337.26,340.09,377.46,388.96,398.42,382.08,354.64,377.06,365.55,356.19,359.37,368.40,367.63,364.84,367.45,373.13,409.41,375.21,360.52,381.66,378.52,401.50,365.45,374.03,385.02,365.76,375.06,372.67,377.08,325.30,320.98,371.02,376.30,393.34,381.65,380.98,379.27,382.15,382.92,383.43,389.68,394.44,380.88,379.37,370.74,373.59,365.30,369.19,362.59,361.92,348.64,336.34,325.57,321.00,336.55,335.05,339.45,321.76,329.73,306.86,368.10,358.12,327.41,336.90,334.55,338.93,337.22
2003-08-29 21:51:26.098000,L5,,,,,,,,,,,,327.88,336.03,331.47,317.44,329.84,351.66,359.39,368.31,357.99,351.04,347.43,341.10,341.20,340.47,283.09,,326.25,338.34,315.80,308.43,311.37,316.03,324.71,324.16,327.43,346.40,338.60,342.06,340.89,351.59,350.48,353.61,351.52,357.70,346.33,352.70,343.07,330.82,332.96,344.35,337.65,339.25,345.71,348.56,350.61,360.27,371.45,370.85,,346.39,355.24,325.62,,,,,,,,,,,,332.97,345.27,342.89,344.95,347.70,286.42,,,,,,,,,274.70,307.77,309.61,,,,,,
2003-11-17 21:52:33.290000,L5,,,,,,,,,,,,323.88,340.31,345.47,322.83,328.70,347.82,352.10,364.46,355.79,343.15,347.78,320.63,317.63,326.44,284.94,,311.83,330.64,,,,,303.57,314.98,323.33,337.06,350.37,348.63,358.73,347.46,367.71,364.67,359.36,347.55,341.04,346.78,345.39,333.96,333.95,346.69,358.87,356.77,363.74,358.46,362.08,366.55,376.07,377.21,354.71,345.72,350.60,348.45,361.01,368.06,358.22,360.20,363.85,370.85,373.71,377.80,381.67,373.75,367.76,359.46,350.73,354.05,354.51,347.81,312.46,,,,,,,,,,,,,,,,,
2003-12-03 21:52:43.369000,L5,,,,,,,,,,,,322.44,340.67,337.02,311.78,329.07,345.25,344.07,350.99,339.97,347.25,350.72,343.66,342.75,345.94,298.37,275.27,320.95,333.24,,,,,,,,339.44,338.75,340.25,347.33,341.82,364.81,369.34,368.76,370.92,366.12,368.23,363.39,348.57,338.12,346.01,348.45,344.31,354.19,347.83,355.93,371.31,373.08,379.84,359.18,356.99,374.04,374.56,384.99,391.72,374.82,368.26,369.06,358.32,355.80,360.41,364.74,368.22,367.16,363.07,370.63,372.64,373.60,359.74,365.67,,,,,,,,,,,,,,,,,
2004-02-05 21:53:05.047000,L5,,,,,,,,,,,,318.10,328.47,323.02,304.45,332.57,341.91,339.63,353.40,351.13,345.75,347.62,338.84,335.95,340.32,285.27,,307.19,317.39,,,,,,302.43,312.58,329.23,335.68,335.50,338.10,340.88,350.52,348.36,349.05,343.96,353.87,347.93,326.13,307.80,319.69,322.73,324.58,325.55,344.84,341.39,352.59,354.71,363.18,356.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-27 21:55:06.972000,L5,,,,,,,,,,,,341.16,348.37,338.94,334.27,341.41,360.11,364.72,370.78,357.32,344.51,343.28,339.94,338.48,341.29,330.44,319.96,331.72,341.57,,,,,,321.94,337.06,342.74,352.52,351.15,356.49,361.14,362.63,364.19,359.97,368.47,358.07,364.48,354.59,339.02,350.44,349.55,349.37,347.49,364.86,357.31,362.23,367.56,373.43,364.51,350.47,355.02,367.89,361.37,,,,344.82,366.40,318.28,352.69,,,,,,,352.96,361.53,349.19,,,,,,,,,,,,,,,,,,
2004-07-14 21:56:31.050000,L5,,,,,,,,,,,,352.84,356.50,355.34,337.92,350.79,374.77,376.31,376.57,364.63,356.21,359.15,358.55,353.26,351.89,277.74,,336.51,352.76,,,,,,331.33,351.21,358.25,355.00,361.26,365.66,352.68,374.19,373.75,367.24,363.22,368.93,358.98,365.52,345.25,362.69,371.59,372.86,381.00,369.84,372.41,381.22,384.07,385.51,389.21,374.98,383.89,398.17,391.96,396.95,397.99,375.32,384.95,387.13,376.19,378.79,379.95,377.07,355.13,363.62,370.78,377.02,383.66,393.95,377.07,386.23,,,326.63,333.40,306.09,317.61,324.31,304.77,307.69,311.58,,,,,,313.72,327.73
2004-07-30 21:56:51.838000,L5,,,,,,326.77,316.43,83.48,67.28,52.03,,346.67,350.42,351.80,342.87,356.31,373.14,375.89,379.14,366.44,355.24,357.51,349.88,352.43,355.56,286.81,,338.69,353.41,,,,,339.15,347.68,349.34,350.29,347.78,356.96,381.34,369.13,357.84,367.31,381.70,368.66,363.33,372.72,384.96,362.58,353.88,364.47,361.27,361.32,370.97,370.86,379.12,390.30,386.15,384.25,371.11,370.89,402.00,387.35,385.20,394.73,382.51,390.66,390.06,380.43,382.35,373.60,375.84,364.90,349.30,367.43,371.43,380.57,386.15,373.23,381.87,,,337.62,327.51,319.20,327.22,312.12,304.15,305.41,316.95,,,,,,310.31,334.54
2004-08-15 21:57:13.549000,L5,,,,,,,,,,,,337.47,341.17,341.92,324.23,339.41,356.57,359.47,366.24,354.38,345.23,343.53,336.73,337.55,339.43,266.18,,314.76,336.58,,,,,,309.55,335.32,337.13,338.41,331.83,348.97,336.60,356.15,349.88,357.51,353.99,355.00,354.82,345.85,336.43,349.68,336.09,343.80,345.41,354.30,352.50,360.70,371.45,374.20,373.11,350.47,354.43,371.07,360.98,365.42,,,,,,,,,,,346.28,350.84,359.16,365.62,360.76,365.04,,,319.58,274.95,306.16,,,,,,,,,,,,319.32
2004-10-18 21:58:47.729000,L5,,,,,,,,,,,,346.77,350.81,349.28,325.56,332.81,344.65,352.73,360.90,352.63,342.98,338.29,334.18,339.61,351.87,304.67,272.13,338.22,351.88,,,,,,331.36,345.13,355.77,357.28,347.01,352.59,350.42,357.68,361.15,358.01,361.98,372.36,369.62,360.20,359.37,360.27,357.94,357.56,346.66,352.55,350.47,356.92,361.22,369.93,370.31,356.51,350.94,366.03,373.38,379.09,387.46,376.78,384.65,384.11,371.50,362.87,366.46,370.52,361.82,352.01,353.74,358.80,367.93,371.27,361.06,362.80,,,334.06,326.97,326.26,326.33,311.38,292.17,,,,,,,,,334.42
2005-03-11 22:01:07.710000,L5,,,,,,,,,,,,353.54,358.43,355.82,338.60,353.81,364.45,368.36,374.11,366.85,357.54,357.36,352.21,352.93,355.38,304.49,280.54,341.10,364.21,338.89,330.13,332.85,335.88,,343.04,354.56,357.23,362.51,362.42,366.48,369.04,370.25,372.63,372.54,369.88,370.30,370.24,360.82,359.47,364.60,367.68,366.51,354.39,364.13,366.17,369.37,379.45,379.41,375.15,360.78,357.81,,,,,375.29,382.06,393.83,374.69,372.08,375.43,377.16,372.48,364.96,365.90,368.52,369.02,378.90,371.61,446.37,,,336.29,328.23,329.36,333.66,330.03,320.64,309.58,317.99,324.30,,,,,,334.47
2005-03-27 22:01:15.171000,L5,,,,,,,,,,,,342.19,342.34,334.17,322.37,338.93,354.27,355.51,364.00,354.83,346.03,358.30,360.43,346.98,355.98,309.99,276.53,329.40,347.66,,,,,,326.54,339.79,339.14,345.53,343.83,347.05,340.88,343.35,340.48,354.20,358.02,359.62,355.57,339.94,334.83,319.70,339.15,339.72,332.06,341.08,334.63,338.78,357.15,373.62,378.61,349.11,357.09,381.18,368.84,371.89,384.98,366.43,374.20,368.28,348.35,355.38,,,,320.26,353.81,353.88,361.74,369.60,361.94,367.45,,,331.98,323.77,315.13,318.26,312.68,,,,,,,,,,327.97
2005-05-30 22:01:39.338000,L5,,,,,,,,,,,,338.54,344.83,345.61,339.18,348.19,373.47,373.97,370.83,361.93,350.24,348.24,336.31,342.10,341.10,279.21,,334.85,342.98,,,,,,327.67,337.20,349.38,347.37,350.92,359.82,351.87,369.58,356.43,367.51,359.17,361.91,357.37,350.62,349.86,353.66,351.70,359.93,362.46,369.72,379.23,381.11,384.64,387.91,386.64,373.02,368.16,372.41,372.30,380.20,375.51,369.15,381.90,376.61,366.18,358.61,355.00,369.33,355.35,353.09,355.26,365.66,373.31,379.68,371.94,355.29,,,330.82,330.67,274.23,326.17,,,,,,,,,,309.35,327.58
2005-07-01 22:01:50.102000,L5,,,,,,,,,,,,339.52,328.44,328.25,335.98,350.07,364.47,369.41,369.90,361.27,346.48,347.72,341.67,345.31,338.72,271.72,,331.53,348.38,,,,,,315.11,336.64,348.03,360.61,352.08,365.67,363.47,362.13,359.29,362.16,365.46,359.58,362.62,350.16,349.30,347.51,345.84,354.82,355.83,366.11,362.98,367.63,376.99,384.55,386.97,360.32,373.23,375.03,373.94,379.43,365.32,364.96,374.31,377.41,363.65,366.18,359.32,363.17,356.11,344.86,352.76,368.35,371.47,380.13,366.84,365.95,,,318.72,331.43,312.14,326.21,,,,,,,,,,307.27,337.29
2005-10-05 22:02:17.195000,L5,,,,,,,,,,,,337.93,339.39,340.38,326.48,339.16,349.60,356.87,366.23,357.99,349.59,346.30,342.72,337.39,335.62,294.28,,330.17,343.61,,333.27,333.11,332.89,322.49,318.90,331.55,345.83,347.90,349.17,359.15,363.17,360.18,370.12,362.77,372.73,361.52,360.18,355.47,351.26,348.92,346.54,353.53,353.09,362.01,357.45,363.44,367.37,369.92,373.90,353.35,351.88,366.49,364.45,363.64,373.05,360.50,366.21,370.81,363.14,360.68,370.07,373.46,364.35,358.38,359.74,362.52,358.70,356.91,347.64,350.98,,,328.21,323.63,323.19,327.02,,,,,,,,,,,324.74
2005-11-06 22:02:22.875000,L5,,,,,,,,,,,,330.85,335.80,336.25,315.24,334.23,346.15,340.04,351.05,338.79,335.20,350.71,343.32,345.25,350.81,307.10,284.23,337.68,334.42,,333.46,325.20,337.91,349.50,327.51,344.33,338.71,341.66,340.83,346.63,344.75,349.04,370.24,369.49,374.24,368.40,370.43,364.81,362.37,336.69,341.09,346.92,344.16,350.00,344.72,351.47,356.15,376.42,383.43,359.10,355.60,373.31,378.90,387.98,394.35,384.21,377.88,367.42,359.79,360.34,359.15,363.19,353.53,363.72,366.85,373.28,373.49,373.25,362.10,362.64,,,284.00,324.32,275.30,308.74,,,,,,,,,,,323.98
2006-02-10 22:04:39.000000,L5,,,,,,,,,,,,319.13,326.62,330.42,297.16,317.57,341.44,335.07,347.13,332.41,322.61,319.19,312.79,316.71,321.31,278.74,,312.48,319.36,,,,,,304.10,319.65,327.58,330.45,339.19,341.81,337.93,337.67,340.73,337.90,339.73,331.99,341.49,337.14,325.68,322.59,331.81,335.42,340.30,343.78,335.16,339.08,333.91,351.84,352.17,,,,,,,,,,,,,,,,336.02,332.08,338.65,341.38,333.17,,,,,,,,,,,,,,,,,,
2006-02-26 22:04:59.098000,L5,,,,,,,,,,,,331.46,339.04,336.55,314.64,322.16,346.10,342.98,351.44,333.68,328.84,325.01,315.96,317.69,328.75,293.69,,325.62,333.42,,,,,,316.99,328.82,342.19,345.85,351.56,336.90,339.31,344.59,341.55,344.89,339.54,340.28,353.66,348.40,338.71,337.97,345.34,348.05,346.11,341.54,337.16,347.29,343.68,353.56,359.28,333.32,332.80,342.15,336.18,,287.10,335.38,356.33,368.01,340.79,340.60,309.10,336.81,329.85,319.00,340.44,339.58,343.99,354.06,346.84,345.86,,,,,,,,,,,,,,,,,
2006-05-17 22:06:21.807000,L5,,,,,,,,,,,,348.19,347.98,355.01,335.64,342.14,361.11,365.17,363.84,357.69,344.89,342.68,333.73,339.51,332.51,274.36,,317.39,329.81,341.84,335.75,334.52,330.44,340.06,330.77,343.30,337.55,340.07,347.75,351.83,347.35,353.42,353.27,349.81,350.30,355.46,360.68,340.79,333.42,342.53,344.25,350.82,354.53,363.66,362.03,366.69,372.75,375.48,376.00,362.16,360.59,375.68,368.28,371.30,377.32,370.86,376.70,373.24,365.29,362.20,358.98,367.14,357.28,347.80,354.10,365.70,372.83,373.60,362.90,361.33,,,300.74,322.73,312.97,326.55,,,,,316.21,,,,,,
2006-08-21 22:07:43.467000,L5,,,,,,,,,,,,339.22,343.71,347.20,323.74,337.19,354.37,361.37,377.06,362.70,353.51,353.40,345.67,343.94,341.67,272.92,,318.52,321.98,341.32,335.82,337.65,326.51,327.18,332.03,338.08,340.46,338.71,333.89,350.88,345.25,348.84,353.47,353.00,355.34,349.23,344.33,335.41,341.13,342.30,344.43,349.88,354.13,376.53,378.59,374.11,378.98,378.78,382.45,365.83,356.23,371.30,363.27,360.74,,,,,,,,,,,357.40,355.97,362.70,369.99,357.71,352.71,,,304.25,310.96,311.65,310.83,,,,,,,,,,,
2006-10-08 22:08:17.083000,L5,,,,,,,,,,,,358.64,358.60,354.60,326.70,344.25,356.77,352.42,362.61,348.86,340.65,341.10,335.77,345.51,346.14,304.84,,342.12,349.56,337.60,332.00,332.15,346.46,348.56,352.29,355.85,360.30,353.98,347.93,352.80,349.28,350.23,351.43,348.66,353.58,371.04,365.56,361.97,364.64,362.81,365.39,363.99,350.55,356.03,351.29,357.55,362.93,369.42,371.50,352.25,352.93,,375.91,379.79,390.14,375.46,380.87,386.58,373.57,363.28,364.03,366.56,355.11,351.52,350.69,355.84,367.94,369.23,358.06,366.92,,,319.67,327.29,336.59,333.01,,320.04,274.61,314.26,325.13,,,,,,319.14
2007-02-13 22:09:11.063000,L5,,,,,,300.93,313.01,67.15,54.19,51.06,,350.11,354.12,352.22,333.07,342.98,353.76,355.81,362.41,358.60,355.43,357.18,347.83,351.91,351.15,307.62,287.48,336.84,339.90,279.02,287.29,271.19,290.79,289.38,357.49,350.01,352.94,350.42,358.32,358.77,363.36,360.93,371.80,364.40,363.44,361.41,371.82,365.64,356.09,353.90,359.41,358.18,355.43,358.89,356.90,366.51,374.44,378.63,378.81,358.32,359.67,372.01,367.57,372.28,377.43,361.32,363.02,372.34,360.70,365.08,353.90,364.74,360.67,353.69,361.32,367.03,368.71,373.50,359.60,368.12,,,337.22,328.90,338.28,336.57,330.70,339.65,332.00,263.92,284.88,,,,,,322.58
2008-02-16 22:04:45.714000,L5,,,,,,,,,,,,346.00,350.80,346.71,325.81,336.14,345.95,351.22,362.20,355.22,343.12,336.16,332.39,332.83,332.41,282.51,,324.95,337.61,324.84,321.51,328.28,328.18,336.44,319.68,340.47,349.58,345.03,352.01,346.22,352.02,348.14,338.89,340.81,340.87,343.92,351.92,337.32,335.09,346.48,348.49,348.02,346.33,354.68,353.03,355.59,359.57,363.53,362.56,342.03,339.65,350.15,348.95,354.09,359.36,345.07,354.13,349.33,353.70,348.22,346.34,347.34,344.08,301.93,343.89,346.19,346.14,354.05,346.30,335.86,,,318.61,317.89,330.11,330.36,,,,,322.62,,,,,,
2008-10-29 21:57:48.288000,L5,,,,,,,,,,,,337.09,343.62,341.78,315.52,340.73,348.20,347.26,360.40,343.81,339.30,348.87,340.10,343.59,343.32,299.37,281.13,334.61,326.58,332.24,297.36,332.24,336.11,339.00,330.11,344.11,338.80,340.91,339.59,343.64,332.14,332.24,346.59,347.24,353.73,349.31,359.37,343.82,345.40,338.73,338.77,340.29,339.66,348.72,346.25,354.36,356.79,378.40,375.85,356.89,351.67,378.03,372.87,379.43,396.21,376.38,369.95,369.26,360.64,358.90,359.24,363.38,354.40,358.25,361.08,368.04,367.89,368.95,357.86,360.63,,,326.66,276.53,323.30,316.70,,,309.45,310.93,312.65,,,,,,
2008-11-14 21:57:28.308000,L5,,,,,,,,,,,,351.19,354.79,347.86,321.31,342.84,350.73,349.33,363.49,350.39,342.65,337.85,339.34,338.65,344.44,303.53,277.69,332.25,345.08,333.58,327.08,334.03,337.93,346.78,332.56,343.37,347.19,346.19,344.24,353.04,344.19,347.53,344.95,343.02,350.41,348.61,350.14,344.73,338.08,350.83,348.23,346.66,347.36,356.73,351.20,358.29,365.11,371.55,374.02,353.21,351.11,,,,,,,,363.94,363.13,363.65,365.31,358.09,353.07,353.71,366.57,369.75,372.59,361.99,363.91,,,331.25,325.28,335.44,327.92,,319.21,317.35,315.32,321.03,,,,,,
2009-01-01 21:58:55.309000,L5,,,,,,,,,,,,336.31,341.53,336.95,310.55,311.86,341.32,342.95,358.05,335.73,323.29,308.61,310.19,312.85,322.02,280.53,,320.00,320.93,,,,,,292.96,330.21,332.26,336.53,331.11,337.17,328.66,321.08,322.37,324.32,326.18,323.65,322.59,315.94,315.04,330.29,336.11,334.92,329.69,346.50,340.26,336.96,338.76,345.74,352.62,,,,,,,,,,,,,,,303.29,334.90,347.66,351.17,356.18,345.51,313.74,,,,,,,,,,,,,,,,,
2009-12-03 22:04:43.760000,L5,,,,,,,,,,,,366.30,373.15,363.68,341.65,352.79,,,384.80,372.45,356.63,362.15,356.62,351.18,343.22,314.80,320.22,330.64,364.13,344.67,344.22,341.23,346.22,354.92,355.00,358.44,381.96,390.68,391.50,405.73,389.46,399.45,391.01,376.59,427.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.68,325.28,346.86,349.19,,,,,,
2010-12-22 22:04:05.307000,L5,,,,,,295.63,314.08,60.72,55.73,42.44,,356.74,361.66,367.00,342.02,350.35,363.41,367.02,376.71,364.82,360.84,358.85,344.92,340.89,347.72,324.85,310.44,328.81,340.70,359.76,342.58,339.51,345.36,352.66,354.33,351.77,351.23,360.33,360.94,363.37,364.10,366.79,367.41,361.47,357.18,354.55,355.99,354.03,350.81,350.85,358.95,363.86,365.28,371.54,369.41,369.56,374.98,376.55,379.96,355.38,357.31,,365.86,371.84,379.84,368.33,370.82,390.05,376.60,374.50,377.41,379.13,371.73,363.48,359.50,358.28,362.18,368.89,364.02,370.29,,,340.36,337.15,341.31,343.88,351.71,348.56,343.98,346.07,348.60,,,,,279.05,333.82
