dates,satname,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0056,nzd0418-0057,nzd0418-0079,nzd0418-0080
2005-02-14 22:06:33.160000,L5,348.74,344.70,342.03,1661.71,1662.79,1662.59,1661.85,300.26,301.60,302.30,291.92,296.48,291.18,292.05,293.25,294.14,283.26,292.22,287.41,285.83,286.06,256.86,,,,,,,,,,,,,,,,,,,,242.69,240.18,261.30,260.46,255.83,260.66,256.85,,,,,,,,,,,,,227.23,236.11,263.74,268.38,268.66,201.43,286.72,,,,,,,,,,,,
2005-03-02 22:06:47.890000,L5,345.00,343.09,339.44,1662.87,1664.15,1665.10,1665.34,324.53,323.59,322.62,321.30,305.05,304.45,298.68,296.99,297.32,293.97,294.10,292.61,299.33,299.18,299.29,297.50,289.19,284.59,280.44,262.72,255.93,257.40,250.24,252.35,245.90,232.90,244.53,251.08,255.67,257.35,247.53,260.28,271.08,278.45,264.96,265.78,266.81,258.39,257.53,254.86,253.31,,,,,,,,,219.47,219.95,239.45,258.41,249.82,259.66,269.89,266.39,271.72,280.24,283.33,,,,,,,,,,,,
2005-08-25 22:08:04.916000,L5,,,,,,,,,,,284.74,288.60,288.94,283.80,283.80,280.03,275.79,276.92,272.58,269.61,263.79,264.68,258.28,,,,,,,,,,,,,,,,219.60,224.66,233.22,242.46,240.60,243.02,234.72,186.74,227.65,221.49,,,,,,,,,,178.27,190.17,213.80,226.39,234.74,245.31,242.60,237.84,252.36,251.36,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,350.78,348.23,344.22,1662.20,1663.31,1664.02,1664.75,323.43,323.21,323.10,323.21,317.28,318.35,317.42,308.12,301.72,301.60,301.51,294.72,294.80,291.72,293.39,296.34,292.65,281.99,282.31,271.14,269.36,266.94,261.21,255.55,252.18,239.27,249.42,246.09,249.43,254.54,247.76,260.79,272.57,267.78,277.20,276.38,275.06,270.94,260.91,257.65,251.42,,,,,,,,,216.63,220.46,239.42,247.76,262.02,270.60,277.99,279.32,275.21,282.99,282.01,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,359.76,370.64,356.12,1664.38,1665.43,1667.06,1666.87,333.61,333.99,320.23,321.07,316.09,315.11,307.69,308.59,306.21,310.09,316.18,314.29,311.70,308.57,306.04,310.18,304.72,285.31,284.14,275.93,272.45,269.09,271.87,266.81,266.55,259.34,275.22,271.14,276.54,275.02,271.42,302.07,271.75,272.94,280.97,288.51,281.34,283.63,276.12,172.11,278.96,,,,,,,,,239.65,261.92,242.59,254.45,265.97,281.28,284.24,291.54,289.89,308.84,308.24,,,,,,,,,,,,
2006-02-17 22:10:34.688000,L5,351.40,344.86,337.65,1661.64,1662.51,1663.41,1663.87,313.33,313.78,314.45,312.03,305.77,304.22,298.36,297.90,297.75,294.33,293.15,291.99,291.87,286.98,288.32,287.26,281.39,276.93,272.31,261.30,256.86,257.92,254.78,257.40,246.91,234.16,247.19,249.78,250.65,250.37,243.33,256.12,262.34,268.17,264.11,266.65,266.00,262.33,258.84,258.51,253.68,,,,,,,,,212.39,215.77,230.92,248.04,248.74,260.84,268.88,270.30,273.00,283.30,283.23,,,,,,,,,,,,
2006-09-13 22:13:47.312000,L5,,,,,,,,270.56,265.74,272.28,265.01,273.90,274.86,270.98,268.53,265.08,263.64,260.29,261.61,243.75,241.28,236.36,236.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-31 22:14:17.081000,L5,353.85,346.66,342.86,1662.37,1662.80,1664.29,1664.68,319.59,324.14,325.65,321.90,319.18,318.30,310.15,311.88,308.97,298.73,296.04,295.46,295.24,291.39,293.47,289.73,290.97,289.80,281.73,275.79,272.69,270.91,269.05,267.74,251.81,240.42,252.56,255.26,254.51,254.61,248.82,268.08,273.39,274.83,280.53,277.12,281.50,274.48,265.10,261.95,255.60,,,,,,,,,216.31,227.86,242.09,255.15,265.73,271.07,284.50,282.34,279.87,286.97,285.25,,,,,,,,,,,,
2007-02-04 22:14:57.320000,L5,361.01,355.66,352.99,1663.80,1662.88,1663.58,1664.36,314.66,314.85,312.51,311.15,307.89,313.45,310.48,308.57,309.16,306.30,306.34,301.73,302.99,287.93,289.33,288.32,283.91,273.95,273.11,264.44,267.36,269.08,264.95,269.61,259.75,248.94,259.41,262.85,250.19,255.19,247.98,258.00,261.81,263.94,268.61,279.79,277.56,270.68,270.23,268.96,264.46,,,,,,,,,215.14,217.67,230.74,244.19,253.93,272.98,280.61,278.45,284.31,293.78,195.97,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,,,,,,1660.90,1661.53,294.87,296.56,296.85,295.98,294.79,288.94,277.98,273.46,271.06,267.71,249.60,242.98,242.64,249.66,263.22,260.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:04:28.225000,L5,368.42,369.93,355.08,1663.80,1664.70,1666.44,1666.93,333.76,331.33,330.62,337.22,334.10,330.10,331.44,330.62,334.39,349.02,329.09,315.47,325.48,315.44,318.52,326.70,310.55,299.25,304.96,306.72,302.15,307.28,302.33,304.24,304.00,301.46,278.45,279.13,283.05,285.15,269.22,280.78,282.74,294.18,308.98,300.47,309.98,305.39,309.47,302.69,290.34,290.82,,,,,,,,236.71,240.78,251.56,274.17,294.49,294.96,313.09,313.76,323.91,328.13,320.22,317.68,,,,,,,,,,,
2010-01-27 22:10:50.221000,L5,352.65,351.60,341.87,1662.79,1663.02,1664.56,1664.32,316.57,313.64,316.57,310.71,311.76,306.80,306.15,307.96,302.35,305.71,300.64,300.63,297.76,297.35,289.08,290.18,284.22,278.70,273.00,269.46,266.24,268.46,268.47,267.13,265.98,259.28,267.99,267.28,268.58,266.67,253.51,266.14,269.73,268.69,273.33,271.51,277.04,270.11,269.21,270.02,266.66,,,,,,,,,215.91,225.88,237.23,248.83,258.84,265.81,280.03,278.02,283.04,295.10,296.27,,,,,,,,,,,,
2011-02-15 22:09:58.365000,L5,347.15,346.23,344.53,1661.34,1660.60,1662.18,1663.23,309.44,307.09,309.92,303.59,312.63,313.64,313.21,311.94,308.91,307.55,307.25,303.84,290.15,287.03,288.62,285.03,279.82,272.74,271.78,268.89,276.12,271.79,272.32,271.73,269.88,260.22,266.94,255.54,255.31,261.30,252.07,255.75,259.99,262.06,277.88,277.10,278.13,272.42,270.42,271.08,265.69,,,,,,,,,212.76,215.44,229.00,242.80,262.57,271.45,281.16,280.31,284.28,296.26,295.20,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,261.20,249.03,254.35,245.92,248.87,248.78,243.76,252.37,264.50,276.54,242.73,227.16,245.56,224.29,239.38,221.23,212.54,261.90,264.21,260.86,251.29,258.33,254.51,255.59,264.04,,262.99,265.28,264.96,269.74,271.38,272.10,268.97,263.49,,,,,,,,,,,,222.71,234.13,244.38,255.01,264.64,275.09,276.86,277.88,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,,,,,,,,,,,,,259.59,247.06,250.30,233.56,247.84,244.03,243.45,248.99,254.96,274.84,243.68,246.40,243.56,242.61,234.58,219.49,208.35,264.65,267.78,264.84,258.22,262.28,257.45,259.06,268.29,,264.79,270.34,268.43,273.88,273.81,276.61,269.47,267.15,259.54,266.24,,,,,,,,,,224.56,240.47,248.79,195.63,267.18,279.62,206.28,281.11,285.68,296.14,,,,,,,,,,,,
2013-06-12 22:21:59.086000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.40,265.74,261.37,243.44,,,,,,,,,,,,,,,,252.55,268.47,269.05,260.22,,,,,,,,,,,,,,
2013-06-28 22:21:56.988000,L8,,,,,,,,,,,,,240.48,230.74,227.26,221.21,228.25,213.01,233.19,235.36,238.16,264.99,,,,,265.47,263.17,261.79,259.59,259.34,256.99,245.19,254.86,247.04,252.16,,,258.25,263.52,259.56,266.97,266.56,269.76,262.75,260.23,,,,,,,,,,,,217.91,231.97,239.37,252.37,259.75,272.25,270.46,274.56,,,,,,,,,,,,,,
2013-07-14 22:21:58.456000,L8,,,,,,,,,,,,,,,,,,223.62,237.76,242.30,240.26,266.08,269.73,276.41,277.16,268.54,233.20,266.26,261.45,261.94,260.95,259.24,247.19,256.91,,,,,259.70,265.56,217.49,267.89,266.21,271.55,264.90,263.00,258.19,259.50,,,,,,,,,,219.38,193.61,240.72,253.26,260.25,211.22,272.48,276.48,284.02,289.94,,,,,,,,,,,,
2013-07-30 22:21:59.508000,L8,,,,,,,,,,,,,243.91,230.04,224.48,220.77,232.34,211.76,238.36,235.49,246.27,266.01,272.88,277.53,275.09,266.40,267.19,262.80,261.93,260.49,260.45,256.55,216.68,,,,,,262.45,264.88,261.66,267.71,269.77,270.84,266.08,261.93,,,,,,,,,,,,222.17,232.63,241.09,252.86,263.02,207.29,273.87,276.46,,,,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,316.32,332.99,315.53,1659.69,1661.68,1661.03,1663.27,311.71,309.28,319.10,327.13,323.48,315.64,327.48,314.45,310.86,314.74,315.92,320.72,330.11,308.77,303.12,302.76,299.62,299.89,305.74,297.34,312.91,288.95,316.81,284.95,291.76,278.66,289.14,283.80,284.57,281.16,277.85,284.91,287.38,286.38,291.87,288.43,289.04,284.64,284.36,284.42,284.02,,,,,,,,,241.84,244.76,257.65,266.75,276.85,283.39,292.10,292.52,298.54,309.63,313.75,,,,,,,,,,,,
2013-10-18 22:21:49.490000,L8,,,,,,1658.97,1660.82,302.75,282.99,292.72,300.22,297.24,297.42,300.23,275.99,282.98,289.80,293.58,290.37,267.12,265.45,262.40,276.10,,,,262.51,257.32,257.45,253.33,254.65,248.27,218.43,,,,,,254.51,264.27,259.54,255.49,257.06,258.53,193.79,,,,,,,,,,,,,214.15,234.91,238.46,239.09,249.68,261.07,263.62,,,,,,,,,,,,,,,
2013-12-21 22:21:27.090000,L8,316.80,320.40,328.13,1661.36,1661.99,1664.02,1665.16,337.72,344.15,347.31,340.96,347.76,349.12,350.74,325.97,324.79,334.53,352.50,321.92,342.35,350.51,366.80,347.25,337.25,340.41,337.14,339.98,337.18,301.53,302.17,302.01,301.50,300.00,293.97,321.06,330.52,337.26,295.71,295.13,297.88,294.97,302.85,300.56,302.68,298.82,317.61,303.21,311.71,,,,,,,,,259.06,255.16,268.12,275.74,288.21,295.02,305.73,306.58,331.51,329.52,341.29,,,,,,,,,,,,
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,,278.74,287.63,291.05,285.32,277.52,249.29,,269.78,286.30,275.36,277.57,281.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01 22:19:46.174000,L8,,,,,,1658.35,1660.58,303.98,308.66,314.95,322.97,325.25,332.56,334.51,324.31,330.20,330.92,324.20,317.96,322.76,318.65,335.96,312.78,308.61,304.95,305.24,302.80,298.94,295.40,306.86,315.22,292.97,312.49,288.95,312.18,313.99,290.29,289.86,292.59,294.39,290.11,323.50,322.49,321.76,165.86,290.68,317.97,285.10,,,,,,,,,252.56,252.74,263.67,270.21,309.26,317.40,321.29,332.70,304.34,344.32,315.87,,,,,,,,,,,,
2014-07-17 22:19:52.017000,L8,,,,,,,,269.52,279.83,277.25,280.08,272.12,276.62,277.92,276.28,276.64,273.55,279.80,274.75,276.29,264.91,271.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03 22:20:06.649000,L8,,,,,,,,277.95,282.63,277.31,274.08,268.87,269.81,272.11,271.78,273.27,269.40,274.95,276.18,279.71,282.57,279.62,284.96,277.88,269.72,271.02,265.58,261.76,257.57,252.25,255.90,248.38,243.23,,,,,,259.94,258.08,251.04,256.72,259.79,214.80,254.48,,,,,,,,,,,,194.75,219.67,224.69,232.67,238.94,253.65,266.73,262.65,,,,,,,,,,,,,,,
2014-10-21 22:20:13.482000,L8,,,,,,,1659.09,286.73,289.08,282.03,279.88,274.05,276.26,274.98,282.41,258.57,272.20,271.83,275.61,283.06,285.23,276.34,,,,,,,,,,,,,,,267.00,263.23,272.17,277.79,266.70,284.85,272.98,186.15,271.18,270.13,266.98,265.86,,,,,,,,,228.10,232.11,247.91,246.81,270.16,199.89,282.66,279.02,283.75,291.84,245.12,,,,,,,,,,,,
2014-11-06 22:20:13.200000,L8,,,,,,,,271.83,271.02,272.12,260.41,265.30,261.46,260.42,261.75,258.26,261.84,262.47,268.33,265.28,273.70,274.90,220.38,265.27,270.08,256.42,265.77,262.40,261.11,259.96,258.67,252.80,244.87,,253.14,252.69,244.11,,260.18,263.99,262.25,260.68,264.79,260.58,260.57,,,,,,,,,,,,194.61,219.91,192.28,194.38,245.67,257.61,219.15,268.38,,,,,,,,,,,,,,,
2014-12-24 22:20:05.791000,L8,,,,,,1657.94,1660.12,308.66,304.43,290.90,284.56,289.83,284.62,280.10,284.61,283.86,287.71,301.81,290.84,295.70,296.31,308.93,306.75,309.72,302.17,306.02,309.35,311.78,292.16,296.16,290.87,289.72,284.46,284.69,283.01,286.31,289.21,289.39,302.14,301.62,299.03,296.05,293.78,294.13,293.80,287.76,286.92,281.60,,,,,,,,,252.75,262.02,269.58,280.58,281.30,288.48,297.19,301.62,301.74,312.20,311.78,,,,,,,,,,,,
2015-01-25 22:19:56.553000,L8,,,,,,,,,,,,261.58,258.67,250.36,258.32,248.63,257.64,249.89,264.35,258.57,273.43,274.54,281.19,270.07,231.53,,264.76,258.13,260.81,257.09,259.95,253.29,246.46,,,,,,258.97,264.96,210.81,271.42,270.01,269.74,263.82,,,,,,,,,,,,,218.68,234.19,242.31,256.20,263.43,272.80,271.68,,,,,,,,,,,,,,,
2015-02-10 22:19:50.748000,L8,,,,,,1657.71,1659.24,303.19,292.85,294.17,285.41,288.78,286.74,284.71,287.25,282.20,286.17,279.55,288.08,294.77,303.51,305.41,307.06,308.05,305.44,300.43,303.13,303.58,308.25,297.87,321.24,292.35,289.54,287.89,293.23,290.71,293.22,288.53,292.37,296.00,292.51,297.28,296.70,295.33,290.99,289.90,285.06,281.33,,,,,,,,,251.93,252.67,265.85,273.08,282.58,291.26,298.40,298.95,304.20,310.28,310.17,,,,,,,,,,,,
2015-02-26 22:19:46.745000,L8,,,,,,,,,,,,262.47,259.29,252.99,257.50,249.69,252.62,239.55,256.64,258.89,271.78,275.25,279.67,273.32,268.93,264.57,264.64,259.95,260.84,258.67,259.90,253.40,212.87,249.01,248.08,249.84,248.96,,258.35,260.69,263.41,266.20,268.03,266.00,261.76,,,,,,,,,,,,192.37,218.07,192.74,242.73,251.64,261.81,268.77,269.53,,,,,,,,,,,,,,,
2015-03-14 22:19:35.284000,L8,,,,,,,,,,,,263.68,265.11,256.95,261.61,254.55,258.70,244.61,262.99,264.32,274.57,272.50,277.60,274.27,269.75,267.63,265.80,264.91,262.96,260.48,259.87,255.72,246.51,256.00,250.85,253.84,251.35,,258.58,265.07,263.14,271.47,270.51,272.05,263.53,,,,,,,,,,,,207.11,218.27,191.38,242.85,256.40,264.88,274.75,197.98,271.24,,,,,,,,,,,,,,
2015-04-15 22:19:22.587000,L8,,,,,,,,,,,,265.22,263.20,254.17,256.14,249.84,257.52,241.41,261.43,260.04,273.35,271.19,278.57,,,217.65,267.25,258.08,262.96,260.06,261.81,256.25,247.70,,254.17,253.41,255.52,,262.05,263.88,265.17,269.13,269.33,267.71,262.34,,,,,,,,,,,,,221.75,231.78,197.86,254.67,263.05,270.89,270.11,,,,,,,,,,,,,,,
2015-08-05 22:19:36.851000,L8,,,,,,,,,,,,,253.77,243.62,251.20,249.01,255.14,232.67,250.18,249.16,265.74,251.51,,,,,263.96,260.64,257.31,250.34,207.92,256.97,250.29,255.27,253.68,254.04,262.45,,264.98,262.81,209.62,269.60,272.75,274.19,184.78,262.46,260.83,256.29,,,,,,,,,187.97,224.74,231.25,188.67,254.48,266.74,277.36,279.04,277.18,286.43,286.17,,,,,,,,,,,,
2015-09-06 22:19:50.737000,L8,,,,,,,,,,,,254.15,254.42,242.09,245.01,245.23,243.00,231.39,245.39,247.23,261.93,259.90,229.91,257.98,,,,255.37,255.17,251.99,252.03,249.14,244.81,244.68,247.93,245.26,,,258.43,254.12,254.54,261.77,262.47,264.86,258.91,,,,,,,,,,,,184.90,218.12,190.09,235.02,245.36,256.98,267.56,266.78,,,,,,,,,,,,,,,
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,,247.72,237.49,240.18,241.18,236.84,231.36,241.48,242.03,252.25,253.18,,,,,241.32,254.78,257.42,259.52,258.60,256.02,246.92,255.26,252.01,254.18,,,257.05,262.21,263.88,271.18,271.38,271.15,261.19,254.52,248.42,,,,,,,,,,,216.79,229.96,243.61,256.00,210.10,274.08,269.26,269.73,275.46,,,,,,,,,,,,,
2016-02-13 22:19:56.477000,L8,,,,,,,,275.66,269.44,268.85,267.30,278.92,274.23,268.81,264.92,267.63,264.78,263.56,286.82,275.93,292.83,278.04,286.27,279.93,284.35,278.86,288.66,288.08,290.73,287.03,283.15,279.95,276.69,277.75,278.78,277.48,275.42,273.53,282.04,282.94,290.05,296.21,298.66,293.73,284.92,279.12,274.98,270.40,,,,,,,,,237.77,241.91,253.15,269.61,281.52,292.72,296.78,292.81,293.51,230.94,299.38,,,,,,,,,,,,
2016-02-29 22:19:53.146000,L8,,,,,,,,,,,,,249.81,240.12,241.25,242.67,239.57,233.11,244.16,242.63,250.97,251.84,,,,,,249.51,253.78,255.48,253.79,251.43,244.58,,,,,,,257.52,261.44,266.96,268.42,266.61,260.61,,,,,,,,,,,,,,223.79,240.60,252.69,262.22,269.42,268.54,,,,,,,,,,,,,,,
2016-03-16 22:19:48.512000,L8,,,,,,,,271.16,274.10,271.52,272.00,276.59,271.66,270.44,268.45,269.04,267.64,269.24,290.52,275.42,294.62,285.92,301.05,280.33,280.61,279.27,294.72,281.71,294.18,289.94,295.39,285.93,302.16,280.01,281.13,280.32,311.76,273.79,285.54,285.34,305.97,296.16,306.14,295.21,291.85,278.84,274.78,263.71,,,,,,,,,246.41,245.50,255.16,286.48,281.09,300.50,298.28,299.71,293.06,300.24,293.50,,,,,,,,,,,,
2016-04-17 22:19:33.425000,L8,,,,,,,,,,,,249.87,255.44,238.83,242.64,241.55,242.60,234.71,245.64,247.95,251.01,254.03,,,,,,250.73,254.86,259.67,257.99,258.06,245.49,254.88,248.20,256.65,,,247.28,258.63,216.65,275.02,268.99,269.97,197.43,249.97,,,,,,,,,,,,207.22,223.13,197.26,260.71,263.20,272.60,266.49,268.91,,,,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,,,,,,,,269.29,268.06,265.41,262.36,323.26,323.44,341.91,347.73,349.52,262.54,255.28,257.86,256.36,256.12,,,,,,,245.65,255.02,242.15,249.90,251.57,255.32,249.64,259.35,292.62,281.77,284.60,298.94,311.82,292.42,285.55,284.40,289.36,286.88,280.91,277.88,273.52,,,,,,,,,246.95,258.47,282.53,270.01,270.63,278.63,292.47,294.75,295.29,303.09,302.87,,,,,,,,,,,,
