dates,nzd0411-0000,nzd0411-0001,nzd0411-0002,nzd0411-0003,nzd0411-0004,nzd0411-0005,nzd0411-0006,nzd0411-0007,nzd0411-0008,nzd0411-0013,nzd0411-0014,nzd0411-0015,nzd0411-0016,nzd0411-0017,nzd0411-0018,nzd0411-0019,nzd0411-0020,nzd0411-0021,nzd0411-0022,nzd0411-0023,nzd0411-0024,nzd0411-0025,nzd0411-0026,nzd0411-0027,nzd0411-0009,nzd0411-0010,nzd0411-0011,nzd0411-0012,nzd0411-0028,satname
2005-01-15 21:53:45+00:00,322.39,345.89,323.115,325.175,350.33,355.655,330.385,332.11,,291.57,294.13,279.83,280.03,302.41,283.31,282.72,268.62,264.75,248.33,245.71,,,,,,,,,,L5
2005-03-04 21:54:27+00:00,322.39,345.89,328.3066666666667,329.67,352.7833333333333,361.7833333333333,336.23333333333335,331.555,,290.905,295.18,280.015,280.17499999999995,304.415,282.28499999999997,278.51,264.13,261.325,249.155,241.625,,,,,,,,,,L5
2005-04-05 21:54:42+00:00,,358.5,330.9266666666667,330.86,355.06666666666666,366.27666666666664,340.28333333333336,331.555,,290.905,295.18,280.015,280.17499999999995,304.415,282.28499999999997,278.51,264.13,261.325,249.155,241.625,,,,,,,,,,L5
2005-04-21 21:54:46+00:00,,358.5,330.9266666666667,334.70000000000005,355.06666666666666,366.27666666666664,341.4875,329.53333333333336,,292.06,299.4266666666667,280.8333333333333,281.82,306.47,283.43,281.41333333333336,264.2366666666667,258.24,248.15333333333334,241.98000000000002,,,,,,,,,,L5
2005-09-28 21:55:44+00:00,,,314.135,324.5333333333333,336.865,347.86,327.9466666666667,325.49,,294.37,307.92,282.47,285.11,310.58,285.72,287.22,264.45,252.07,246.15,242.69,,,,,,,,,,L5
2006-02-19 21:58:15+00:00,,,312.71,313.7,335.87,,332.75,322.89,,293.93,298.27,287.28,283.07,312.92,275.34,270.99,257.49,252.15,243.81,,,,,,,,,,,L5
2006-11-02 22:01:56+00:00,339.48,339.98,319.21,316.8,340.13,348.7,317.39,,,,,,,,,,,,,,,,,,,,,,,L5
2007-01-05 22:02:28+00:00,339.48,339.98,326.57,328.01,346.52,348.7,334.735,332.82,,291.52,291.83,,,299.42,276.01,268.74,258.01,262.5,249.42,245.05,,,,,,,,,,L5
2007-01-21 22:02:33+00:00,339.48,339.98,331.25666666666666,331.0933333333333,348.3566666666666,348.7,339.3933333333333,331.755,,292.225,300.95,,292.4,299.9,275.865,267.09000000000003,259.5,255.57999999999998,249.42,245.05,,,,,,,,,,L5
2008-02-25 21:58:00+00:00,,,,,,,344.36,323.6,,293.99,308.51,289.13,284.65,301.1,283.48,270.91,259.61,252.08,,,,,,,,,,,,L5
2008-12-25 21:52:09+00:00,,,,,,,,339.11,,294.57,305.05,281.82,275.17,290.2,266.08,260.68,247.62,,,,,,,,,,,,,L5
2010-01-13 21:58:24+00:00,,,343.14,344.53,,,352.3,329.52,,,,,,,,,,,,,,,,,,,,,,L5
2010-01-29 21:58:29+00:00,,,341.01,342.72,,,349.32500000000005,327.595,,288.0,,,274.81,295.56,278.37,265.06,255.65,,,,,,,,,,,,,L5
2011-09-13 21:56:09+00:00,,,333.71,338.0,355.59,370.04,338.57,321.71,,303.3,308.36,291.41,286.6,300.29,275.53,274.21,260.35,247.44,,,,,,,,,,,,L5
2014-04-30 22:07:22+00:00,,,306.63,314.59,349.4,,318.14,,,,,,,,,,,,,,,,,,,,,,,L8
2014-10-23 22:07:51+00:00,,,317.885,323.48,346.945,,325.43,328.01,,,,,,,,,,,,,,,,,,,,,,L8
2014-11-08 22:07:51+00:00,,,327.82,329.095,343.43,,331.51,326.315,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-26 22:07:42+00:00,,,328.06666666666666,329.16,342.55333333333334,,331.5,324.95,,283.19,305.06,279.36,283.64,289.93,276.06,261.9,252.8,,,,,,,,,,,,,L8
2015-02-12 22:07:27+00:00,,,328.47749999999996,328.8575,345.0775,352.56,331.14,323.2125,,283.19,305.06,279.36,283.64,289.93,276.06,261.9,252.8,,,,,,,,,,,,,L8
2015-02-28 22:07:24+00:00,,,327.668,327.87399999999997,346.24,355.71000000000004,328.874,321.53200000000004,,284.83500000000004,306.46500000000003,281.14,284.325,288.83500000000004,276.43,261.08,250.60500000000002,,,,,,,,,,,,,L8
2015-10-10 22:07:38+00:00,,,321.16,,,,,,,283.83,293.45,284.05,278.58,284.63,266.41,256.4,246.76,,,,,,,,,,,,,L8
2015-11-27 22:07:47+00:00,,348.11,324.47,331.3,343.21,347.44,327.36,,,284.04499999999996,294.865,282.73,278.65999999999997,285.88,266.41,260.5,248.685,,,,,,,,,,,,,L8
2016-02-15 22:07:33+00:00,,348.11,324.49666666666667,334.065,342.705,348.175,327.065,,,287.1033333333333,299.0233333333333,284.08,281.68666666666667,286.21999999999997,271.78,262.19666666666666,250.45000000000002,,,,,,,,,,,,,L8
2016-10-12 22:07:57+00:00,,,321.12,327.57,345.04,350.07,317.84,,,302.3,301.84,292.44,284.65,286.38,275.36,265.34,250.03,,,,,,,,,,,,,L8
2016-12-15 22:07:53+00:00,,345.6,321.875,325.99,340.20500000000004,348.755,321.03499999999997,,,302.3,301.84,292.44,284.65,286.38,275.36,265.34,250.03,,,,,,,,,,,,,L8
2017-01-16 22:07:46+00:00,355.23,348.545,323.62333333333333,327.3866666666667,341.78000000000003,349.6033333333333,324.1466666666667,,,302.3,302.0,294.385,285.48,290.55,275.46000000000004,266.12,250.115,,,,,,,,,,,,,L8
2017-10-31 22:07:55+00:00,,,332.65,335.58,352.28,359.8,331.69,,,297.45,307.65,290.58,,295.23,281.54,275.89,254.71,273.45,245.51,,,,,,,,,,,L8
2018-08-31 22:07:11+00:00,,,321.43,331.88,349.22,350.08,317.79,,,286.78,295.79,278.68,281.47,289.5,266.28,266.59,,,,,,,,,,,,,,L8
2018-10-18 22:07:29+00:00,,,326.03,334.66499999999996,348.025,354.64,323.305,,,289.825,302.505,284.16499999999996,282.245,292.675,272.55999999999995,266.73,250.21,,,,,,,,,,,,,L8
2019-01-22 22:07:26+00:00,,,326.03,335.82,348.2266666666667,354.64,328.2633333333333,319.2,,288.40000000000003,303.92333333333335,284.75,282.56333333333333,293.6333333333334,273.87999999999994,266.05333333333334,253.92000000000002,257.6,,,,,,,,,,,,L8
2019-02-07 22:07:23+00:00,,,326.03,335.82,349.365,354.64,330.955,320.26,,287.7675,304.6625,283.925,282.805,294.6025,274.5075,264.97749999999996,253.38000000000002,257.6,,,,,,,,,,,,L8
2019-03-11 22:07:14+00:00,,,327.77,336.6566666666667,346.7175,359.405,333.435,319.1333333333333,,288.09666666666664,307.62000000000006,285.67333333333335,283.25,296.30333333333334,277.25,264.44,253.38000000000002,257.6,,,,,,,,,,,,L8
2019-10-05 22:08:00+00:00,,,330.94,348.36,369.26,381.54,339.01,325.12,,,,,,,,,,,,,,,,,,,,,,L8
2019-12-08 22:07:56+00:00,,353.21,330.33000000000004,344.755,362.67499999999995,371.055,337.21500000000003,325.12,,,,,,,,,,,,,,,,,,,,,,L8
2020-03-13 22:07:30+00:00,,351.065,328.3533333333333,342.4633333333333,359.94666666666666,362.92333333333335,330.67,325.12,,287.95,304.0,284.29,283.43,294.57,272.08,263.57,251.04,,,,,,271.13,272.83,,,,,269.6,L8
2020-09-21 22:07:54+00:00,,,319.83,329.84,,,314.03,,,,,,,,,,,,,,,,,,,,,,,L8
2021-12-21 22:07:55+00:00,,,,343.65,353.27,352.29,340.75,327.53,,,,,,,,,,,,,,,,,,,,,,L9
2021-12-29 22:07:53+00:00,,,,339.2,347.525,352.90999999999997,339.52,322.02,,,,,,,,,,,,,,,,,,,,,,L8
2022-01-30 22:07:46+00:00,,,,339.2,347.525,352.90999999999997,339.52,322.02,,283.07,297.12,281.03,280.83,291.19,269.02,,,,,,,,,,,,,,,L8
2022-08-02 22:07:43+00:00,,345.8,304.76,336.99,356.93,370.2,322.53,,,,,,,,,,,,,,,,,,,,,,,L9
2022-10-21 22:08:05+00:00,348.7,344.82,315.08,333.015,344.95500000000004,362.705,326.025,,,282.3,299.75,279.93,284.07,293.12,276.15,263.41,253.49,,,,,,,,,,,,,L9
2022-11-22 22:08:05+00:00,348.7,344.82,319.18666666666667,330.9766666666667,344.49666666666667,358.52,328.17,,,282.3,299.75,279.93,284.07,293.12,276.15,263.41,253.49,,,,,,,,,,,,,L9
2022-12-24 22:08:01+00:00,348.7,344.82,321.1425,330.1025,342.4975,358.0775,329.59499999999997,,,282.435,299.75,277.155,279.07,293.12,276.15,263.41,253.49,,,,,,,,,,,,,L9
2023-01-25 22:08:01+00:00,348.7,344.82,321.1425,330.1025,342.4975,358.0775,336.214,,,285.8966666666667,298.05,281.2966666666667,280.75666666666666,296.3,277.03999999999996,266.53,254.68,,,,,,,,,,,,,L9
2023-02-18 22:07:49+00:00,348.7,343.84,326.375,327.1625,338.635,354.03666666666663,337.722,,,285.8966666666667,298.05,281.2966666666667,280.75666666666666,296.3,277.03999999999996,266.53,254.68,,,,,,,,,,,,,L8
2023-03-14 22:07:47+00:00,348.7,343.84,326.375,329.59000000000003,338.635,354.03666666666663,337.3833333333333,320.96,333.96,286.74,297.86333333333334,280.2175,278.885,291.78000000000003,272.42,262.7,254.68,,,,,,,,,,,,,L9
2023-03-22 22:07:28+00:00,348.7,343.84,324.998,329.1366666666667,340.942,354.03666666666663,335.94428571428574,320.96,333.96,286.74,297.86333333333334,280.2175,278.885,291.78000000000003,272.42,262.7,254.68,,,,,,,,,,,,,L8
2023-10-08 22:07:46+00:00,,,,,,,,,,291.31,295.07,275.71,279.9,280.33,260.47,257.19,249.35,,,,,,,,,,,,,L9
2023-10-24 22:07:51+00:00,,353.93,329.71,326.08,342.75,,,,,291.31,295.07,275.71,279.9,280.33,260.47,257.19,249.35,,,,,,,,,,,,,L9
2023-11-17 22:07:51+00:00,,353.93,335.72,333.88,348.13,,,333.12,319.11,295.525,300.375,279.835,282.74,286.455,267.93,260.325,252.44,,,,,,308.03,317.62,,,,,312.86,L8
2023-11-25 22:07:56+00:00,,353.93,333.19666666666666,330.1566666666667,350.70666666666665,360.25,340.96,333.12,319.11,292.2966666666667,301.15333333333336,282.13666666666666,283.66,289.1666666666667,268.1466666666667,260.6666666666667,251.57333333333335,,,,,,308.03,317.62,,,,,312.86,L9
2024-01-12 22:07:54+00:00,,353.93,332.71,330.1566666666667,351.15999999999997,362.33500000000004,337.78,333.12,319.11,297.3625,302.9625,284.3875,284.15749999999997,289.835,270.0175,261.08,250.9475,,,,,,294.335,310.3,,,,,306.655,L9
2024-02-13 22:07:53+00:00,350.78,353.93,331.87600000000003,332.195,351.96799999999996,361.2733333333333,332.0833333333333,333.12,319.11,294.934,302.006,285.214,283.706,290.164,269.82399999999996,260.288,250.9475,,,,,,294.335,310.3,,,,,306.655,L9
2024-02-21 22:07:41+00:00,350.78,353.93,333.34,334.158,352.56333333333333,361.2733333333333,338.02750000000003,328.34000000000003,330.275,293.96,304.6033333333333,286.96166666666664,284.72166666666664,291.75,271.22166666666664,261.0216666666667,251.206,,,,,,294.335,310.3,,,,,306.655,L8
2024-02-29 22:07:47+00:00,350.78,353.93,332.3142857142857,334.185,351.4557142857143,361.5625,334.576,328.34000000000003,330.275,292.3228571428571,305.2371428571428,286.91714285714284,284.74285714285713,292.53285714285715,271.5571428571429,260.25142857142856,250.3033333333333,,,,,,294.335,310.3,,,,,306.655,L9
2024-08-31 22:07:27+00:00,,,330.2,332.01,347.95,,324.06,322.04,,,,,,,,,,,,,,,,,,,,,,L8
2024-10-10 22:07:34+00:00,,,333.705,333.485,354.40999999999997,354.26,324.06,323.105,,,,,,,,,,,,,,,,,,,,,,L9
2024-11-03 22:07:36+00:00,,343.9,332.01,330.0933333333333,351.74,354.15999999999997,327.29499999999996,320.6366666666667,,,,,,,,,,,,,,,,,,,,,,L8
2024-11-11 22:07:39+00:00,,345.69,331.73,329.1675,349.91499999999996,354.15999999999997,329.52,319.7875,,,,,,,,,,,,,,,,310.03,,,,,305.32,L9
2025-02-07 22:07:41+00:00,,345.69,330.2,326.688,349.91499999999996,354.15999999999997,329.52,319.7875,,283.61,294.87,282.19,282.04,286.88,273.26,262.93,249.79,,,,,,,310.03,,,,,305.32,L8
2025-02-23 22:07:31+00:00,,345.69,330.44,328.35499999999996,352.23,354.15999999999997,332.7475,319.786,,287.135,296.71500000000003,285.3,282.99,286.51,272.95,264.18,250.88,,,,,,,310.03,,,,,305.32,L8
2025-09-19 22:07:51+00:00,,,319.67,323.95,338.13,,,319.28,,,,,,,,,,,,,,,,,,,,,,L8
2025-10-05 22:07:52+00:00,,,324.685,328.28999999999996,338.13,,336.79,318.72,,,,,,,,,,,,,,,,,,,,,,L8
2025-10-21 22:07:51+00:00,,,322.72333333333336,325.23,339.47,356.94,329.975,318.72,,,,,,,,,,,,,,,,,,,,,,L8
2025-10-29 22:07:53+00:00,,,323.02250000000004,324.4475,340.67333333333335,357.79499999999996,329.7033333333334,318.72,,,,,,,,,,,,,,,,,,,,,,L9
