dates,satname,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072
2001-04-04 21:43:43.008000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.53,408.24,397.89,388.28,382.78,383.01,378.41,379.23,384.25,384.99,394.80
2001-04-20 21:43:46.702000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.18,352.46,354.90,353.44,358.54,362.23,357.24,363.52,362.54,367.59,382.65,393.20,406.11,412.00,,,,,,,,375.75,378.36,384.12,382.92,400.75,405.31,414.37,417.40,403.97,386.76,383.09,378.36,379.80,372.14,378.53,384.28,386.13,398.40
2001-05-22 21:43:30.869000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.97,401.16,394.89,387.50,386.59,389.36,380.77,387.10,389.63,396.52,402.25
2001-07-25 21:42:54.824000,L7,429.28,398.19,389.27,385.71,373.58,356.85,369.45,376.07,366.08,376.19,372.76,,,,,,,,,,,,,,370.73,391.68,403.99,393.76,389.73,383.03,371.00,355.98,360.99,350.64,340.84,337.12,346.22,345.38,350.54,358.09,353.32,344.15,351.38,360.71,363.82,385.58,392.86,393.55,400.17,398.85,387.93,372.50,361.86,363.23,351.04,359.82,363.65,371.52,371.43,380.86,391.09,398.08,395.04,380.41,375.33,377.86,369.78,380.97,366.29,395.94,420.10,378.89,385.90
2001-08-10 21:42:36.562000,L7,,403.16,390.80,384.89,373.24,362.16,369.77,376.76,363.75,375.17,376.44,,,,,,,,,364.07,375.61,360.64,282.22,340.25,368.95,388.43,395.32,389.52,384.92,378.37,368.91,358.38,357.74,349.30,340.40,331.50,338.80,337.54,336.12,344.67,350.49,348.03,349.35,354.72,363.59,374.94,390.59,394.79,401.52,400.31,388.38,369.89,364.23,363.95,354.19,357.94,364.45,363.17,369.82,376.86,385.94,397.53,392.32,383.81,376.75,381.98,,,,,,,
2001-08-26 21:42:25.671000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.30,385.49,367.80,366.90,361.60,347.99,361.46,367.69,368.74,377.12,364.67,368.87,369.87,375.98,403.83,411.07,423.88,,,,,,,,382.80,375.41,387.30,388.72,392.98,397.89,402.57,410.43,389.05,401.08,391.90,384.75,384.27,381.17,380.11,384.91,389.71,399.59
2001-09-11 21:42:14.303000,L7,413.43,385.81,378.17,367.35,353.12,342.28,351.94,362.32,352.21,359.03,360.59,359.53,335.61,335.75,325.36,311.30,324.74,331.49,335.35,340.96,344.00,338.59,262.67,332.61,365.69,380.37,387.49,382.50,381.21,376.71,372.27,359.66,358.65,353.52,340.47,326.13,326.11,339.73,338.78,344.31,347.22,344.57,349.06,356.10,363.64,363.91,387.81,397.91,404.90,,,,,,,364.19,363.52,377.04,371.51,380.04,382.81,387.98,382.18,370.42,362.64,359.80,355.37,360.19,351.44,358.48,361.21,365.15,371.11
2001-09-27 21:42:05.338000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.19,389.67,410.57,429.52,445.38
2001-10-13 21:41:51.963000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.24,380.14,366.10,358.96,359.19,352.80,365.45,362.51,,,,370.55,378.87,388.31,400.21,407.92,404.94,416.65,,,,,,,,,,,,,,407.62,400.61,392.87,388.64,381.96,381.57,374.59,383.03,384.95,389.53,397.09
2001-10-29 21:41:57.341000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,402.53,409.93,402.73,397.42,388.37,382.89,366.03,372.41,365.12,357.10,351.39,359.61,352.61,354.19,362.19,364.15,358.47,363.44,364.02,372.11,390.38,403.42,402.89,410.63,,,,,,,369.89,373.76,374.63,379.53,391.67,399.56,,406.24,395.82,387.39,383.85,379.35,383.22,374.70,380.10,382.21,384.88,392.18
2002-02-18 21:42:30.251000,L7,,,,,,,,,,,,,,,,,,,,,,,,,377.25,391.66,406.33,404.99,394.51,385.69,381.79,363.47,364.95,354.92,348.56,347.46,348.13,348.50,351.77,356.02,355.28,347.86,344.15,362.34,371.73,380.37,393.35,397.81,405.82,408.21,392.37,383.45,378.24,,,369.87,371.33,375.62,378.93,384.81,392.97,401.79,397.49,389.90,377.11,373.87,374.17,374.63,366.37,368.98,372.85,373.53,389.95
2002-03-22 21:42:28.269000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.79,331.89,333.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-07 21:42:28.931000,L7,,,,,,,,,,,,,,,,375.74,371.24,350.59,351.68,352.42,360.78,366.23,,,,,,,,,,,,354.42,339.91,349.52,341.57,345.51,339.68,337.01,337.81,347.85,338.18,343.52,362.35,369.29,396.11,395.45,,,,,,,,361.31,364.04,373.22,375.82,371.21,383.48,391.96,390.65,380.58,367.81,371.65,378.52,378.10,371.59,358.31,367.94,364.40,388.74
2002-08-29 21:41:39.340000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.37,373.98,374.29,360.03,355.40,350.69,360.44,355.60,373.49,370.99,,,,,,,,,,,,,,,,376.73,382.86,388.86,396.06,393.81,401.57,405.23,405.71,398.98,391.97,385.48,377.07,375.09,375.72,377.66,383.03,383.10,392.74
2002-09-14 21:41:31.043000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.59,370.42,385.62,401.39,408.72,412.69,419.40,,,,,,,,,380.28,389.71,394.75,401.47,404.97,414.60,413.50,407.98,394.16,394.58,378.21,381.06,381.70,389.66,389.42,389.22,400.30
2002-10-16 21:41:24.730000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.80,366.06,361.55,370.20,359.30,357.34,365.30,,,,,,,,,,,,,374.90,376.17,381.83,379.59,397.98,408.91,415.70,414.00,407.99,391.80,389.58,387.58,383.32,385.30,390.10,392.12,392.11,399.11
2002-11-01 21:41:30.201000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.86,388.83,389.44,389.57,390.70,398.47,393.99,399.56
2003-01-20 21:42:09.421000,L7,,,,,,,,,,,,,349.28,350.48,351.32,343.57,347.44,343.95,342.36,343.23,355.39,345.17,271.50,,363.85,372.05,389.13,380.15,378.24,369.39,362.44,351.60,338.00,333.78,329.34,328.99,325.57,330.32,316.92,324.41,331.65,321.42,330.65,338.74,344.93,358.20,369.37,383.38,392.70,396.93,377.28,383.14,357.60,350.26,352.55,348.90,352.80,352.95,354.12,365.89,370.59,382.28,380.14,369.54,362.47,364.25,357.10,370.91,352.04,351.94,358.17,357.57,380.16
2003-02-21 21:42:20.469000,L7,,,357.81,353.49,363.16,350.66,348.69,361.65,353.66,,,,,349.11,349.78,355.60,364.21,338.19,343.85,355.05,359.20,338.17,233.51,337.11,355.81,365.63,386.81,373.62,379.32,365.64,354.07,346.83,335.69,331.13,335.35,325.68,335.11,330.58,315.00,331.29,330.99,349.27,330.45,337.35,359.86,367.95,367.07,410.60,,,,,,,,,368.33,393.72,369.46,367.41,369.81,382.26,385.52,402.57,387.74,,,,,,,427.33,439.59
2003-04-10 21:42:26.045000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.11,384.42,371.57,368.61,356.59,349.51,348.19,346.31,352.75,350.93,353.77,349.46,347.35,340.45,361.57,365.84,389.05,395.17,402.59,412.48,,,,,,,378.20,377.75,383.17,387.24,394.63,410.77,399.99,406.85,397.37,387.80,383.69,385.65,381.51,377.06,379.42,389.04,390.26,398.84
2003-04-26 21:42:25.606000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.47,380.36,369.40,360.08,354.13,352.68,360.59,352.46,359.81,369.64,371.30,371.44,380.66,389.20,392.95,404.74,410.48,414.10,,,,,,,,,,,,411.55,414.62,410.06,405.46,393.61,387.64,373.90,380.63,377.24,383.97,390.79,395.52,400.45
2003-05-28 21:42:22.600000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.71,365.40,362.67,381.37,386.41,398.90,408.21,418.15,410.59,406.94,401.41,378.93,379.30,,,,,,,,,414.40,409.44,401.25,394.19,382.36,379.71,379.76,378.62,385.18,385.65,387.90,396.50
2003-09-25 21:31:19.142000,L5,,397.57,392.41,385.22,369.66,355.71,363.86,371.16,363.50,369.37,367.46,,,366.66,367.97,354.99,347.76,352.34,350.58,357.34,357.84,349.45,293.50,,377.39,392.01,397.40,393.31,383.04,373.72,375.20,364.40,366.91,357.03,346.56,342.77,342.84,347.47,342.06,343.41,345.14,339.83,351.16,355.86,359.66,367.29,383.96,397.05,405.58,408.79,385.84,369.26,358.76,360.79,354.33,370.25,372.07,377.50,383.18,391.56,396.69,403.37,405.99,390.96,386.47,382.01,376.80,374.37,369.34,369.69,374.19,370.27,381.08
2003-12-14 21:32:14.677000,L5,394.33,381.19,370.37,358.01,347.29,337.81,347.97,335.55,341.66,332.87,345.85,350.38,329.60,335.40,328.43,322.08,324.85,323.08,317.34,323.45,334.58,326.49,233.92,317.85,352.86,358.32,377.91,373.59,357.02,359.99,351.24,337.62,320.54,311.91,308.97,307.70,304.96,307.61,291.39,304.59,310.75,313.02,314.56,317.99,326.09,339.56,350.92,371.31,383.45,388.94,374.26,356.90,352.73,344.37,347.88,348.64,345.71,349.37,342.43,347.19,356.07,363.74,363.42,349.95,342.50,355.13,349.06,360.20,341.28,337.64,343.74,342.72,350.57
2003-12-30 21:32:24.694000,L5,,398.49,391.27,378.46,369.61,356.57,365.61,382.52,379.23,,,,,371.18,369.77,361.28,362.91,352.22,352.81,356.12,358.41,347.00,296.39,,375.60,382.31,394.06,389.39,383.89,381.24,373.92,366.91,364.34,358.28,345.63,344.08,347.48,345.01,342.73,339.69,347.89,339.34,346.15,351.46,357.60,365.42,378.00,394.18,402.20,408.00,391.26,374.77,368.52,363.03,364.61,371.74,373.98,377.33,387.35,387.05,396.67,405.75,398.33,390.20,381.99,381.92,384.00,382.63,376.53,372.89,373.23,368.55,375.62
2004-01-15 21:32:26.348000,L5,,,,,,,,,,,,376.24,360.94,360.90,355.18,350.00,347.21,345.18,339.82,354.93,379.08,358.12,301.44,,,,,,,,393.28,361.73,366.00,361.34,352.19,347.93,345.14,342.13,354.12,333.15,335.07,334.21,341.05,346.52,356.85,365.97,382.13,394.61,402.21,405.70,390.98,385.94,378.19,,,373.34,367.84,378.88,380.13,388.12,398.35,405.36,399.55,390.58,380.40,386.10,377.01,381.65,392.69,375.03,373.69,369.72,373.84
2004-04-04 21:33:01.582000,L5,,,,,,,,,,,,,298.58,292.29,314.09,340.71,,,,,,,,,,381.81,383.04,391.99,401.85,368.41,366.26,351.69,347.66,340.34,324.07,323.45,320.92,325.53,318.03,321.79,327.58,324.43,331.86,338.72,347.39,355.96,365.21,378.29,392.94,395.63,377.88,362.28,358.53,352.43,344.77,347.72,354.65,359.15,358.21,370.11,370.73,380.41,376.25,367.37,358.28,362.48,353.48,355.72,346.25,352.14,350.54,353.78,366.18
2004-05-06 21:33:58.336000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.90,386.50,374.90,373.23,367.86,351.68,356.99,354.17,355.56,350.75,355.53,362.82,354.22,368.41,375.65,382.52,394.79,402.56,412.57,416.71,,,,,,,380.37,381.33,384.82,388.93,400.58,403.15,414.07,410.88,394.41,389.18,389.31,390.59,385.14,386.62,378.70,381.47,374.15,383.29
2004-05-22 21:34:26.036000,L5,,,,335.25,321.27,309.23,327.21,340.42,,332.85,339.82,348.17,323.72,311.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.22,356.36,344.81,345.60,337.55,334.72,333.50,341.48,340.56,351.32,349.42,355.60,364.02,362.47,350.55,341.73,342.89,342.29,340.39,332.28,327.65,328.86,325.81,327.63
2004-06-07 21:34:54.755000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.82,377.21,382.93,369.48,367.72,355.31,367.30,365.05,362.32,364.40,368.71,368.94,369.37,,,,,,,,,,,,,,,,,,,,409.66,402.66,389.93,388.63,386.88,384.62,382.46,379.91,382.26,375.70,385.96
2004-06-23 21:35:22.995000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.49,388.14,383.48,384.54,385.48,380.58,390.67
2004-07-25 21:36:14.167000,L5,,403.80,397.75,384.63,380.10,359.73,371.23,379.25,370.54,373.58,372.90,,,,,,,,,,,,,,,403.04,402.63,403.74,400.57,388.23,372.22,358.95,365.21,353.09,341.21,343.16,341.47,355.95,348.31,341.87,344.95,333.98,346.08,360.14,359.39,371.82,375.36,390.01,403.44,397.39,380.96,365.54,357.69,367.80,353.85,362.99,364.66,371.43,375.13,384.14,390.28,403.42,401.04,385.08,379.67,380.70,382.64,383.75,375.17,369.99,372.13,370.90,377.78
2004-08-10 21:36:32.804000,L5,419.79,386.30,376.06,361.28,336.84,288.87,256.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.82,286.31,293.99,314.11,315.18,323.36,325.28,328.09,324.55,344.46,,324.90,358.72,358.59,348.03,335.10,333.76,330.70,337.81,346.95,343.13,331.11,322.50,,,,,,,,,,,,,
2004-08-26 21:36:59.731000,L5,,411.32,396.56,383.91,378.79,359.25,367.33,376.26,366.62,366.14,369.38,,,369.44,367.07,355.52,354.84,358.10,352.62,360.90,367.04,353.80,288.46,,,389.83,402.53,399.48,390.03,379.69,367.47,363.46,358.17,350.59,339.13,335.23,337.63,337.71,334.02,332.83,339.32,339.44,350.74,357.79,361.09,371.93,373.86,394.67,402.70,401.70,390.91,374.21,366.33,363.41,360.26,362.18,371.40,366.76,376.27,390.03,395.46,399.90,399.47,383.89,386.14,381.85,380.22,375.89,372.52,375.85,376.18,374.01,382.90
2004-12-16 21:39:23.215000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,408.08,402.57,396.22,389.70,380.73,369.11,366.33,360.57,358.34,354.03,357.02,366.30,369.79,377.21,,,,,,,,,,,,,,,,372.80,376.18,379.91,383.92,395.59,402.50,,406.48,395.90,388.86,391.12,386.72,387.87,381.53,377.20,378.43,377.60,387.23
2005-02-18 21:40:18.476000,L5,,,,,,,,,,,,,,371.99,365.01,356.13,356.22,351.59,349.76,359.60,361.46,350.80,290.95,,376.62,387.99,399.17,393.96,389.00,386.92,377.84,364.13,364.90,354.54,348.25,344.48,343.20,349.01,336.12,334.54,339.53,340.18,347.77,350.52,358.16,364.73,383.80,388.50,404.31,404.52,391.70,373.20,370.09,,,371.01,373.55,378.72,380.92,387.82,390.17,406.01,400.12,390.17,379.38,383.69,379.68,381.62,374.15,373.65,372.91,372.44,381.69
2005-03-22 21:40:41.327000,L5,,400.41,393.44,380.87,371.56,361.35,372.22,379.35,374.02,375.51,379.45,,,366.04,365.22,362.86,358.21,357.38,359.09,364.17,371.03,352.36,289.83,,378.34,387.60,403.12,399.49,388.49,386.29,375.33,366.12,362.21,354.76,347.64,343.19,342.42,341.43,338.66,338.49,343.10,343.39,349.85,360.02,363.76,371.41,379.71,393.73,409.00,408.97,389.45,373.51,377.41,,,367.37,369.54,374.31,378.45,387.58,394.12,404.26,400.43,389.10,379.37,382.71,382.58,382.78,378.04,371.64,372.99,372.99,384.75
2005-05-09 21:40:56.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.74,387.59,372.48,368.97,365.82,363.36,366.30,363.60,375.85,,,,,,,,,,,,,,,,,,,,,,,,,,399.71,392.28,388.48,384.59,385.23,381.40,381.40,393.81
2005-06-10 21:41:12.271000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.31,382.93,380.70,382.16,384.33,375.73,392.03
2005-06-26 21:41:16.724000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.81,387.65,373.90,373.33,366.62,362.89,363.86,368.15,367.87,362.93,366.23,371.29,370.74,372.58,384.23,385.80,404.27,411.89,420.79,,,,,,,,,,,,,,,413.92,403.61,392.34,391.46,386.69,383.21,377.71,379.43,382.15,382.42,390.43
2005-07-12 21:41:23.560000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.46,379.40,374.49,383.70,388.92,392.80,407.34,413.83,,,,,,,,,,,,,,,,,,396.07,384.24,385.86,381.35,382.15,384.84,379.32,386.92
2005-07-28 21:41:34.002000,L5,,,,,,,,,,,,,,,,,,,,,,,,,377.26,393.14,406.49,407.03,394.23,386.32,382.52,367.84,370.71,361.07,348.73,347.96,355.45,347.92,339.64,347.53,352.04,344.26,357.17,366.89,368.20,381.26,394.29,401.46,410.51,409.92,390.96,382.19,374.34,,,375.56,380.18,383.86,388.20,394.86,401.13,409.16,401.80,388.58,384.37,382.07,383.86,376.41,376.56,371.94,377.03,374.64,384.28
2005-08-29 21:41:46.875000,L5,,,,,,,,,,,,,,364.00,360.42,354.56,348.25,351.30,351.66,358.64,362.11,344.94,285.13,341.19,373.70,391.56,406.44,394.42,385.29,380.26,372.21,365.61,362.45,358.03,343.10,334.94,336.56,339.15,328.27,337.71,338.76,340.90,349.28,357.79,358.65,370.88,379.35,389.84,403.59,407.67,394.09,372.85,372.72,360.75,361.14,362.10,371.80,373.57,378.67,386.60,390.92,402.72,400.29,386.31,378.56,382.47,376.77,371.37,366.04,371.41,373.46,374.82,376.31
2005-11-01 21:41:44.104000,L5,,,,,,,,,,,,371.62,355.47,362.74,355.26,349.76,347.78,347.47,344.85,352.37,363.62,357.52,285.83,,,392.64,409.17,404.45,392.68,387.18,378.95,367.53,363.13,347.27,338.71,331.34,333.68,339.79,328.18,336.29,337.40,335.07,342.66,353.17,355.76,369.55,381.07,394.73,411.76,,,,,,,367.60,372.01,379.57,381.01,385.44,386.66,403.83,397.56,388.59,377.24,383.32,370.85,376.10,364.89,367.22,370.82,370.55,383.97
2006-01-20 21:43:37.291000,L5,,398.99,393.38,380.41,369.63,356.84,366.78,376.71,375.12,374.48,372.80,,,370.24,365.44,357.09,357.74,353.93,347.76,356.04,359.15,349.15,281.83,,369.00,378.80,391.14,391.25,383.50,379.36,373.76,359.57,359.96,349.45,341.20,337.89,342.97,343.61,334.11,332.69,340.49,340.95,342.58,348.09,357.06,366.00,377.73,390.16,406.36,405.14,390.38,375.50,369.04,361.02,362.03,363.92,363.99,375.06,375.40,380.15,386.72,403.25,392.89,386.59,370.30,377.08,371.92,375.32,362.11,364.53,365.69,361.17,370.71
2006-04-10 21:45:17.175000,L5,,,,,,,,,,,,,,372.96,369.82,364.62,362.72,359.85,355.73,361.98,365.44,358.59,289.90,,,391.30,400.05,397.37,391.86,380.90,374.76,362.74,363.45,358.29,348.48,344.12,343.90,348.25,336.18,345.02,348.16,343.13,354.02,358.35,362.47,369.19,382.54,392.38,407.17,406.50,391.56,378.15,370.32,366.34,362.75,364.48,364.24,375.77,379.01,383.87,391.99,403.46,399.67,388.62,378.60,379.79,375.99,377.81,367.83,365.60,371.58,368.85,379.54
2006-06-13 21:46:13.914000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.03,381.83,371.78,374.28,370.17,358.68,357.43,369.39,359.08,362.52,360.56,378.80,352.52,369.59,370.37,387.41,387.55,406.09,415.44,418.20,,,,,,,,,,,,,415.31,411.11,396.24,391.91,384.94,383.92,380.51,375.38,375.79,383.85,374.65,387.37
2006-06-29 21:46:28.892000,L5,399.62,362.42,366.00,357.71,340.33,326.38,341.84,347.31,334.31,326.11,320.05,266.99,314.37,312.33,315.44,314.34,308.48,312.61,313.96,313.04,322.67,310.72,,,,,,,,,,,,,305.13,310.22,308.83,316.60,295.82,300.66,308.47,309.54,319.87,322.37,318.70,341.74,348.05,354.66,377.58,378.21,363.24,347.52,344.02,338.63,336.98,324.94,332.19,332.12,337.75,355.98,357.82,367.09,365.58,359.00,345.37,351.59,345.12,334.69,331.03,333.25,338.52,330.38,342.80
2006-09-01 21:47:19.401000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,398.38,409.05,399.89,385.37,384.27,383.04,362.50,364.33,353.83,345.10,341.54,345.35,349.89,337.75,344.32,340.97,341.19,355.46,361.13,371.91,369.34,389.95,398.22,412.40,407.01,395.87,377.50,371.93,,,379.77,368.23,378.96,380.34,388.12,391.23,401.11,405.46,390.78,384.21,381.20,375.60,375.36,367.34,369.92,373.86,368.92,385.33
2006-09-17 21:47:31.164000,L5,,,,389.86,378.97,364.51,366.12,375.34,362.56,367.02,368.06,373.96,360.55,362.66,360.52,356.49,358.27,357.99,355.64,361.74,367.40,356.12,286.22,,,392.49,405.95,397.69,384.48,375.66,369.04,359.29,359.63,350.53,339.20,331.39,338.07,339.30,332.40,333.95,341.58,342.76,353.87,360.99,364.50,371.66,380.94,390.70,407.40,,390.41,374.79,369.41,362.38,359.69,360.87,364.11,369.28,375.72,382.09,389.95,397.87,397.77,381.77,378.60,376.95,375.70,374.07,368.15,367.57,367.99,370.03,381.33
