dates,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
2020-07-26 22:11:44+00:00,345.03,329.3,195.12666666666667,168.37,,362.0,,,,,257.92,235.17,292.94,309.135,306.36333333333334,283.28999999999996,308.83,302.02000000000004,311.36999999999995,309.3433333333333,293.02,309.16,315.49666666666667,313.9633333333333,311.9433333333333,308.70666666666665,297.1033333333333,294.50333333333333,289.52666666666664,318.44,310.97,298.42,278.80333333333334,299.52666666666664,309.75333333333333,304.7633333333333,303.3233333333333,302.27,308.2966666666667,299.1433333333334,304.77666666666664,210.21666666666667,228.19333333333336,202.43666666666664,222.75,295.25333333333333,193.42666666666665,227.80333333333337,252.63,307.8433333333333,292.33,302.8433333333333,284.0,284.87666666666667,276.54,279.3433333333333,267.42333333333335,286.65333333333336,288.4066666666667,285.01,304.86999999999995,332.3,368.20666666666665,328.06,309.19666666666666,297.25666666666666,299.99,297.18666666666667,290.10999999999996,270.21999999999997,186.015,,225.26,294.27
2020-08-27 22:11:56+00:00,345.03,329.3,195.12666666666667,168.37,,362.0,,,,,259.22333333333336,248.71499999999997,294.79333333333335,310.79333333333335,309.3525,287.98749999999995,310.555,303.6175,313.0,309.88,293.275,310.245,315.695,314.1725,311.935,308.97,297.6475,294.6025,290.1775,318.65999999999997,312.34000000000003,299.1425,279.975,300.0275,309.9625,304.71,303.0175,301.73,308.1575,298.2925,305.15999999999997,209.60500000000002,228.1225,202.4125,238.88,295.25333333333333,193.255,227.55,252.63,307.355,292.3375,302.4625,284.15,285.3175,276.8125,279.3475,266.935,285.8425,287.7475,283.7625,304.09499999999997,333.255,368.615,328.975,308.22,296.5475,297.7975,296.33750000000003,288.68,269.95,186.015,,222.39,294.27
2021-02-19 22:11:51+00:00,348.21,335.78,,168.63,,,,,,376.55,258.07,249.36,297.155,309.64,311.17499999999995,293.42999999999995,310.595,299.255,311.15,308.70500000000004,289.83000000000004,310.435,306.525,311.05,307.6,307.29999999999995,295.375,292.855,285.34000000000003,317.33,310.435,297.755,281.095,297.53,308.9,303.925,297.255,294.525,307.74,295.74,306.31,207.77,227.91,202.34,287.27,,192.74,226.79,248.82,306.315,288.83500000000004,300.755,283.485,287.735,279.07,278.58500000000004,261.44000000000005,285.14,284.97,277.52,298.98,334.175,367.18499999999995,329.46000000000004,306.55,287.09000000000003,289.77,289.83500000000004,283.47,272.29499999999996,188.71,,219.52,310.71
2021-05-26 22:11:31+00:00,348.21,335.78,,169.065,,,,323.95,321.59,376.55,254.31,236.46,295.81,305.17,332.6,284.78,305.46,290.1,334.86,327.43,307.20500000000004,331.355,317.12,325.795,328.82000000000005,304.84,291.47,309.95500000000004,278.55,331.80999999999995,326.95000000000005,314.075,278.7,311.33,314.885,324.66499999999996,305.255,288.94,,,,220.75,269.1,,303.28,308.88,,,288.16499999999996,313.82,300.525,306.345,293.08000000000004,297.575,291.33500000000004,290.96500000000003,282.605,291.695,288.25,283.685,307.89,332.23,364.53,342.49,310.83500000000004,279.76,300.105,297.35,294.83500000000004,285.7,188.71,,251.2,305.32
2021-06-11 22:11:38+00:00,348.21,335.78,190.3,167.81333333333333,,,,323.95,321.59,376.55,263.01,244.765,301.875,311.345,329.7033333333333,296.30499999999995,312.435,301.08500000000004,331.9266666666667,323.4166666666667,304.15333333333336,326.5333333333333,318.80333333333334,322.52333333333337,324.13000000000005,310.395,296.33000000000004,306.74666666666667,289.69,328.39666666666665,323.69,310.4633333333333,284.27,309.99333333333334,314.3233333333333,319.02,306.08,296.90999999999997,315.08,304.28,312.53,214.01,253.21500000000003,204.88,298.71,305.18,196.27,234.35,296.7033333333333,313.00333333333333,299.8333333333333,305.75,291.3766666666667,293.4866666666667,286.59666666666664,287.73333333333335,278.31666666666666,289.57,288.5933333333333,283.50333333333333,307.1433333333333,332.33500000000004,368.695,337.00333333333333,309.95,290.135,299.54,297.1466666666667,292.9066666666667,282.01,188.71,,227.885,300.98
2021-07-13 22:11:43+00:00,348.96500000000003,333.765,191.505,167.4025,,,,323.95,321.59,376.55,264.8833333333333,244.12,300.84999999999997,312.65000000000003,326.7625,297.96,312.08,303.59999999999997,329.14250000000004,320.61,301.8775,322.5425,318.2025,320.435,321.475,310.92333333333335,297.0366666666667,304.08500000000004,289.56333333333333,326.31,321.1175,307.7475,283.18,307.41999999999996,313.7425,315.11,305.2275,297.92,313.80499999999995,302.74,311.575,212.6966666666667,246.58333333333334,204.135,296.39666666666665,304.0833333333333,194.625,232.10500000000002,300.93,312.02750000000003,297.5575,304.2975,289.12,290.695,282.71000000000004,285.72749999999996,274.6825,283.9275,288.14,282.65,305.7475,331.79333333333335,370.45666666666665,334.635,309.2425,287.74,297.21500000000003,296.7425,290.7225,273.305,188.71,,227.885,300.98
2021-10-17 22:12:14+00:00,349.72,331.75,191.505,166.99333333333334,,,,323.95,321.59,,268.93,257.15333333333336,305.47,316.97666666666663,330.885,305.63666666666666,316.59,310.56333333333333,333.6,322.655,307.2966666666667,327.6,323.595,322.52500000000003,323.52000000000004,313.9533333333334,300.0933333333333,305.94500000000005,300.3233333333333,329.9666666666667,326.68333333333334,312.2633333333333,289.9933333333333,312.04999999999995,315.92,316.66,307.825,301.8566666666666,313.2933333333333,302.0933333333333,310.6033333333333,212.85500000000002,244.72750000000002,204.01,294.3075,301.65999999999997,195.67,230.67666666666665,316.62,312.81,298.4375,303.905,288.8125,289.0525,280.07,284.1275,274.985,278.2175,285.45,282.385,306.78499999999997,331.0733333333333,372.1433333333334,334.41999999999996,308.70750000000004,291.32,296.795,298.0575,291.40250000000003,272.875,,,219.67333333333332,294.49333333333334
2021-11-06 22:12:48+00:00,352.70000000000005,332.695,207.15,167.035,,,,323.95,321.59,,267.99749999999995,258.31,305.1825,316.73249999999996,328.218,301.755,316.405,310.055,330.87600000000003,320.846,304.6975,324.3825,322.43600000000004,321.004,321.16200000000003,313.365,300.22,304.428,301.2575,327.8275,323.0725,308.66999999999996,289.085,310.04499999999996,314.5475,315.12,306.812,300.79999999999995,312.755,302.35749999999996,309.78499999999997,213.36599999999999,243.092,204.4975,292.698,300.344,196.375,230.55,315.76,312.09000000000003,296.226,302.418,286.72,287.942,277.694,281.53200000000004,272.256,275.298,281.492,280.296,305.24399999999997,330.975,371.26,332.70799999999997,307.976,289.985,295.028,296.73199999999997,290.504,272.5,,,219.67333333333332,294.49333333333334
2021-11-18 22:12:08+00:00,350.0366666666667,331.59,218.5825,167.182,,,,323.95,321.59,,266.704,259.57399999999996,305.148,315.95799999999997,325.6383333333333,299.158,315.02799999999996,308.654,327.74833333333333,319.1716666666667,302.23,321.842,321.3933333333334,319.7383333333334,319.1,312.15600000000006,299.694,303.1233333333334,301.132,325.908,320.084,305.908,288.77599999999995,308.488,313.356,313.56166666666667,305.73,299.82,312.28,301.772,309.136,213.41333333333333,241.6816666666667,204.394,291.44666666666666,299.44166666666666,196.304,230.142,315.76,311.9766666666667,294.565,301.5,285.61333333333334,286.97,276.1933333333333,279.52833333333336,269.6716666666667,272.9783333333333,278.84,279.56666666666666,304.76,330.916,370.51,331.52166666666665,307.82166666666666,289.904,294.2033333333333,295.91,290.04833333333335,272.60499999999996,,,219.67333333333332,294.49333333333334
2022-01-13 22:12:02+00:00,354.51666666666665,332.94666666666666,240.16,167.46666666666667,,,,,,,262.4175,261.52,303.79,314.21,315.76750000000004,294.135,313.6075,306.0875,316.775,311.9475,293.2133333333333,311.2866666666667,316.20000000000005,313.20500000000004,309.6275,310.27250000000004,299.18,297.015,303.8875,319.08666666666664,308.6566666666667,295.23,288.01,301.69,308.2933333333333,305.6925,299.8675,297.8325,307.4325,300.615,305.36,212.20999999999998,234.0275,203.7775,284.7275,292.6975,197.14,227.9975,311.10999999999996,308.72,286.56,295.955,277.125,281.9525,267.98,269.8925,258.3925,262.13,266.2525,272.09250000000003,299.73499999999996,330.6825,368.105,326.04499999999996,306.1225,286.5475,287.88,290.46500000000003,285.4375,272.11,,,203.25,291.25
2022-01-29 22:12:05+00:00,354.51666666666665,334.47,240.16,167.46666666666667,213.53,,,,,,262.68199999999996,255.848,302.478,313.118,313.882,291.622,312.236,304.08799999999997,315.11,311.008,291.6875,310.27750000000003,316.20000000000005,313.20500000000004,309.6275,311.20799999999997,298.56399999999996,296.644,301.032,319.1325,307.4475,294.6375,285.754,300.61249999999995,307.6425,304.962,298.38,295.524,306.968,300.018,304.504,211.708,232.72400000000002,203.704,284.7275,291.168,196.712,227.37599999999998,311.51,308.16999999999996,286.364,296.35,275.238,282.504,268.204,269.23199999999997,258.25,262.106,266.85,271.72400000000005,300.168,330.344,367.61199999999997,326.40199999999993,306.6,286.368,288.09399999999994,290.336,285.878,273.29200000000003,,,203.25,291.25
2022-02-14 22:12:01+00:00,359.1325,334.498,230.9925,167.3275,213.53,,,,,,262.68199999999996,252.755,300.55333333333334,312.21,312.62166666666667,290.0916666666667,311.195,302.61499999999995,313.71999999999997,310.33,291.008,309.61800000000005,315.428,312.55,309.026,310.05833333333334,297.70166666666665,296.14500000000004,299.83666666666664,318.268,306.62,293.942,284.5266666666667,299.748,307.438,304.9,297.49833333333333,294.14000000000004,306.7366666666667,298.61833333333334,304.1383333333333,210.98166666666665,231.76666666666665,203.51666666666665,284.7275,291.168,196.21666666666667,227.29166666666666,311.15999999999997,307.69,285.81333333333333,296.1666666666667,275.785,282.27666666666664,267.87166666666667,269.24,257.9633333333333,261.78000000000003,264.4266666666667,271.60833333333335,299.7883333333333,330.21666666666664,366.97499999999997,326.215,306.38166666666666,285.7416666666666,287.32,290.1616666666667,285.54833333333335,272.91833333333335,,,203.755,291.79499999999996
2022-02-22 22:11:50+00:00,360.776,334.6033333333333,225.266,167.10999999999999,213.53,,,,,,257.8983333333333,251.25428571428571,299.7914285714286,312.17999999999995,312.28000000000003,289.7257142857143,310.9271428571428,302.2985714285714,313.4414285714286,310.09000000000003,291.21,309.3016666666667,315.3883333333333,312.57,309.2,309.9542857142857,297.6857142857143,295.9614285714286,299.6142857142857,318.3533333333333,306.73333333333335,293.94666666666666,283.84285714285716,299.72666666666663,307.75666666666666,305.17285714285714,297.73857142857145,294.4957142857143,306.86571428571426,298.8128571428571,304.19571428571425,211.03142857142856,231.20714285714286,203.51571428571427,284.008,291.3666666666667,196.19285714285712,227.37142857142857,311.2483333333333,308.2,285.9757142857143,296.46714285714285,276.4757142857143,282.69714285714286,268.2885714285714,269.9614285714286,258.2342857142857,262.03285714285715,266.6614285714286,272.70285714285717,300.2185714285714,330.5728571428572,366.63142857142856,326.0957142857143,306.7371428571428,286.2657142857143,287.9814285714286,290.7914285714286,285.82428571428574,273.7914285714286,,,203.755,291.79499999999996
2022-05-05 22:11:31+00:00,359.42333333333335,334.94571428571425,225.266,167.10999999999999,213.53,,,,,,256.188,247.20333333333335,298.145,311.185,310.9066666666667,286.71166666666664,309.5833333333333,300.84999999999997,311.975,309.4216666666667,291.21,309.3016666666667,314.8,311.952,308.746,309.29166666666663,297.61,295.5957142857143,298.04714285714283,318.6657142857143,307.34000000000003,294.2471428571429,281.66285714285715,300.6014285714286,308.1542857142857,304.59285714285716,297.9857142857143,294.61428571428576,306.9214285714285,298.7142857142857,304.0028571428571,211.02142857142857,230.28857142857143,203.54,283.154,290.9266666666667,196.15,227.69714285714286,311.175,307.8085714285715,285.96,296.57714285714286,274.95428571428573,282.97285714285715,268.4428571428571,270.19714285714286,258.4557142857143,262.7842857142857,267.23857142857145,273.59714285714284,300.8542857142857,330.4742857142857,366.81,326.1257142857143,307.1228571428572,285.96,288.8357142857143,291.35571428571427,286.5757142857143,273.1871428571429,,,204.26,292.34
2022-06-14 22:11:59+00:00,360.80000000000007,335.07,211.66999999999996,166.745,213.53,,,,,,255.5225,242.47599999999997,297.14000000000004,310.818,311.634,288.588,310.06399999999996,301.46,312.228,308.98199999999997,290.96799999999996,308.15999999999997,315.9825,311.825,309.4175,310.44800000000004,297.45666666666665,295.0266666666667,296.8533333333333,318.5783333333333,307.6,293.925,280.48333333333335,300.9116666666667,308.135,304.2033333333333,298.2033333333333,295.5216666666667,306.855,298.61833333333334,303.56333333333333,210.395,232.29,203.22333333333333,283.92,290.456,195.83166666666668,227.29166666666666,311.63666666666666,307.0466666666667,288.05833333333334,297.65166666666664,275.34499999999997,284.1166666666666,269.23,272.11333333333334,260.1616666666667,267.17833333333334,271.325,275.52000000000004,302.43,331.0083333333333,367.03999999999996,326.6433333333333,308.00500000000005,287.05833333333334,292.08166666666665,292.80833333333334,288.50666666666666,274.07666666666665,,,212.305,293.445
2022-06-30 22:12:03+00:00,358.97166666666675,334.1042857142857,208.97,166.745,213.53,,,,,,250.956,242.85666666666665,298.47833333333335,311.57,313.465,290.9733333333333,311.7133333333333,303.445,313.675,309.7716666666667,291.9433333333333,309.625,316.804,312.462,310.722,311.5016666666667,298.25857142857143,295.5857142857143,298.05,319.44714285714286,309.38428571428574,295.5314285714286,282.9842857142857,302.56,308.8342857142857,304.92,299.8528571428572,297.52714285714285,308.3142857142857,299.8957142857143,304.6928571428572,210.4757142857143,237.89714285714288,203.53142857142856,283.47200000000004,292.3616666666667,196.14000000000001,228.30285714285714,312.28999999999996,307.77,290.53142857142853,298.81,277.46999999999997,285.27428571428567,271.80428571428575,273.7357142857143,263.1771428571429,271.26000000000005,274.8071428571428,279.0757142857143,304.9414285714285,332.3085714285714,367.94428571428574,327.61,308.7714285714286,289.06,294.83714285714285,294.57,290.34142857142854,275.14714285714285,,,217.37666666666667,295.93333333333334
2022-07-16 22:12:03+00:00,356.39000000000004,333.25428571428574,202.24,166.6525,213.53,,,,,,245.238,245.72333333333336,300.58666666666664,312.68666666666667,315.24499999999995,293.49499999999995,312.9483333333333,305.425,314.935,310.6816666666667,293.1333333333334,310.9433333333333,318.652,313.976,312.186,312.59999999999997,298.7142857142857,295.87,298.28142857142853,319.9271428571428,310.91285714285715,296.5242857142857,284.5514285714286,303.7885714285714,309.5014285714286,306.24285714285713,301.7785714285714,298.2885714285714,311.0014285714286,300.26000000000005,306.1171428571429,211.27428571428572,239.54714285714286,204.07142857142858,284.992,294.48333333333335,195.91714285714286,229.3842857142857,313.2285714285714,308.6642857142857,292.5385714285714,300.5228571428571,280.16142857142853,286.68,273.15999999999997,275.71999999999997,265.50714285714287,275.3357142857143,279.1771428571429,282.0728571428571,307.0057142857143,332.4971428571429,368.5371428571429,327.8085714285714,309.3385714285714,291.5928571428571,298.0842857142857,295.9857142857142,292.80428571428575,275.97999999999996,,,217.37666666666667,295.93333333333334
2023-02-09 22:12:09+00:00,,332.26,204.83,167.55,,,,,,,,241.35,295.75,313.2,314.63,288.58,312.91,305.04,313.22,311.18,293.69,311.17,318.33,313.23,311.63,310.62,298.81,294.84,300.02,319.72,307.15,295.11,281.91,301.88,309.67,309.65,299.82,297.5,308.66,298.17,305.51,217.36,229.77,205.23,279.4,288.79,196.07,230.44,309.72,304.41,285.93,294.01,273.47,278.25,269.93,273.54,261.66,265.95,281.51,277.08,302.37,329.43,367.24,327.81,307.04,286.67,292.66,293.31,288.47,275.32,,,,
2023-03-13 22:11:47+00:00,355.79,332.1,206.66500000000002,166.19,,,,,,,,241.865,294.75,312.27,314.63,288.58,312.91,305.29,313.17,310.88,292.77,310.46000000000004,317.21,311.32500000000005,311.56,310.945,298.925,295.29999999999995,299.55499999999995,318.15,307.90999999999997,295.15999999999997,282.235,301.9,309.08500000000004,307.82,300.4,298.325,308.82000000000005,297.57000000000005,305.68,215.385,228.59,205.19,279.895,288.71500000000003,195.665,229.60500000000002,309.81500000000005,305.285,286.38,294.31,274.625,277.405,271.07500000000005,273.83000000000004,262.475,271.78,280.63,276.84000000000003,301.815,328.83000000000004,368.58500000000004,328.435,307.39,288.045,292.73,292.8,287.78,259.94,,,,
2023-03-21 22:11:55+00:00,355.79,335.63,210.4466666666667,166.25333333333333,,,,,,,,241.90666666666667,296.43,312.84999999999997,316.385,289.53,314.64,305.68,313.78000000000003,310.9766666666667,292.6166666666667,310.51666666666665,317.3633333333333,311.6333333333334,311.8,311.4533333333333,299.34666666666664,295.4633333333333,300.1233333333333,317.99,308.5566666666667,295.49666666666667,282.6066666666667,302.5466666666667,308.79333333333335,306.9866666666667,301.00666666666666,298.94666666666666,309.06666666666666,297.47333333333336,305.81666666666666,215.73666666666668,228.35,205.01666666666665,280.28999999999996,288.7133333333333,196.27999999999997,229.33333333333334,309.81500000000005,306.2033333333334,286.7033333333333,295.63,275.19,277.8233333333333,271.1666666666667,273.48333333333335,261.74,273.57666666666665,280.0466666666667,276.44,301.70666666666665,329.31,369.5,327.7966666666667,307.37,288.80333333333334,292.53000000000003,293.24333333333334,287.6566666666667,254.57333333333335,,,,
2023-03-29 22:11:37+00:00,355.79,340.87,216.95499999999998,165.88,,,,,,,,239.4025,297.515,312.61,316.2266666666667,288.72333333333336,313.99666666666667,305.3175,313.6375,310.71500000000003,292.3025,310.1575,317.34749999999997,310.875,311.265,311.42,299.4075,295.28499999999997,299.745,317.6625,308.71500000000003,295.575,283.39250000000004,302.365,308.78499999999997,306.6125,300.64,298.86,308.96000000000004,297.21500000000003,305.3225,215.2025,228.21,204.89,279.805,288.6225,196.3825,229.135,309.92,306.2975,286.8925,296.0825,274.96500000000003,277.8725,271.45500000000004,273.63,262.395,274.065,280.0925,276.4875,302.25,330.2025,370.1575,327.815,307.4525,289.2625,293.095,293.39750000000004,287.99,252.9475,,,,
2023-05-16 22:11:04+00:00,354.045,339.07599999999996,215.224,165.88,,,,,,,,236.64600000000002,296.594,312.67999999999995,315.76,287.955,313.0125,303.806,313.464,310.202,291.85,309.348,317.332,309.778,311.326,311.506,299.154,295.28499999999997,299.745,317.6625,308.71500000000003,295.575,283.39250000000004,302.365,308.78499999999997,306.6125,300.64,298.86,308.96000000000004,297.21500000000003,305.3225,215.2025,228.21,204.576,280.55,288.47799999999995,196.126,228.602,309.46500000000003,306.12800000000004,287.23199999999997,296.40999999999997,271.702,277.258,270.95,273.62,262.216,272.934,279.696,276.358,301.102,329.348,370.95,327.552,306.744,289.42600000000004,292.422,293.784,288.13800000000003,249.44400000000002,,,210.84,288.16
2023-05-24 22:11:17+00:00,354.7,338.6483333333333,213.76,165.542,,,,,,,270.13,236.6966666666667,298.5783333333333,313.38166666666666,317.084,290.72799999999995,314.31,304.6766666666667,314.34166666666664,310.85833333333335,291.99666666666667,309.84,317.87333333333333,310.57666666666665,311.87833333333333,312.2,299.66,296.12,300.45,318.476,310.062,296.636,283.796,302.88,308.864,306.754,301.704,299.768,309.88800000000003,297.964,306.11,214.452,229.87399999999997,204.96,282.3016666666667,290.60833333333335,196.43166666666664,229.49833333333333,301.488,306.9633333333333,288.15166666666664,297.21166666666664,272.55833333333334,277.4583333333333,272.16,274.7966666666667,263.66833333333335,274.05,280.34166666666664,277.10999999999996,301.65166666666664,329.89166666666665,371.48333333333335,328.0933333333333,307.095,290.66833333333335,294.73833333333334,294.6066666666667,290.1716666666667,250.27166666666668,,,213.03,289.765
2023-06-09 22:11:12+00:00,355.59000000000003,339.1671428571429,213.20857142857145,165.97666666666666,,,,,,,271.3,237.8657142857143,300.02,314.4085714285714,318.57666666666665,293.48833333333334,315.755,305.75,315.65000000000003,311.34714285714284,292.7814285714286,310.60571428571427,318.5,311.1657142857143,312.4557142857143,312.95428571428573,300.1614285714286,296.12,300.45,318.476,310.062,297.74,283.8516666666667,303.75333333333333,309.16,307.11833333333334,302.33166666666665,300.9733333333333,310.7366666666667,298.93666666666667,306.6333333333333,214.87166666666667,231.285,204.98571428571427,282.6142857142857,291.3342857142857,196.62857142857143,230.2642857142857,303.5183333333334,307.42,288.8985714285714,297.62,273.2457142857143,278.0128571428571,272.84857142857146,275.63714285714286,264.83714285714285,275.0657142857143,280.5257142857143,277.16285714285715,302.09285714285716,330.61428571428576,374.75857142857143,328.1671428571429,307.5314285714286,291.4685714285714,296.61857142857144,295.61857142857144,291.8457142857143,251.05857142857144,,,214.5233333333333,290.14000000000004
2023-07-27 22:11:26+00:00,354.29,339.1671428571429,212.31,165.97666666666666,,,,,,,270.4766666666667,241.515,301.0825,314.91875,319.78428571428566,294.8,315.755,305.75,315.65000000000003,311.34714285714284,292.7814285714286,311.085,318.86375,311.73625,312.93,313.60875,300.545,296.50666666666666,300.92333333333335,319.09666666666664,311.0316666666667,298.3228571428572,284.96857142857147,304.3614285714285,309.4371428571429,307.1642857142857,302.74000000000007,301.69,311.13142857142856,299.40000000000003,306.9757142857143,214.74571428571429,230.83285714285714,204.98375,283.84875,291.8725,196.79125,230.10875,304.6857142857143,307.81875,289.545,298.30875000000003,274.29375,278.3775,273.4475,276.46375,265.59625,276.35625,280.68625,277.6775,302.09285714285716,330.61428571428576,374.75857142857143,328.3225,307.805,292.57,298.08875,296.505,293.315,253.67374999999998,,,214.3975,290.955
2023-08-28 22:11:44+00:00,354.29,340.3183333333333,212.82500000000002,165.66199999999998,,,,,,,267.0875,241.9975,301.8442857142857,315.1642857142857,320.64333333333326,295.83666666666664,316.32399999999996,305.6271428571428,315.7042857142857,311.1114285714285,292.46,310.8625,318.725,311.5325,312.99875,313.64875,300.59250000000003,296.46,300.8016666666667,318.72499999999997,311.25333333333333,298.4757142857143,285.5128571428572,304.6028571428571,309.2342857142857,306.1885714285714,302.98857142857145,302.2342857142857,311.39,299.1457142857143,306.8542857142857,214.01857142857145,230.49571428571429,204.6825,284.73875,291.95875,196.69,229.70624999999998,304.69714285714286,308.18875,290.01625,298.87874999999997,274.80375,278.29625,273.9025,276.7375,266.15625,277.8025,280.5225,278.1125,302.0828571428571,330.28285714285715,375.17857142857144,328.12,307.81875,293.9325,298.90125,296.865,294.15375000000006,251.55,,,214.3975,290.955
2023-11-08 22:11:57+00:00,357.14,336.60999999999996,205.51,166.17000000000002,,,,,,,267.0875,246.73333333333335,301.948,315.962,320.12199999999996,296.566,315.2375,304.392,315.824,310.776,291.646,311.02166666666665,319.08666666666664,311.88166666666666,312.8233333333333,313.435,300.325,296.615,301.2975,322.185,311.78499999999997,299.004,286.08000000000004,304.538,309.428,306.33399999999995,302.07599999999996,302.02,311.85600000000005,299.71799999999996,307.008,212.844,231.702,204.63833333333332,286.0416666666667,293.0516666666667,197.04333333333332,230.04833333333332,302.79833333333335,307.30833333333334,290.215,298.06333333333333,271.5833333333333,277.2916666666667,273.62,276.795,266.48499999999996,276.21,280.32,278.34,301.21,329.89,376.79200000000003,328.6816666666667,307.8,295.0216666666667,299.615,297.80333333333334,296.3433333333333,255.28166666666667,,,214.3975,290.955
2024-02-04 22:12:07+00:00,357.365,333.20500000000004,201.34333333333333,,,,,,,,256.92,252.945,291.14,310.9,310.8,285.4,308.285,301.12,311.99666666666667,308.5133333333333,288.59666666666664,308.34,314.78333333333336,308.9066666666667,308.7333333333333,307.9266666666667,297.28,294.31666666666666,299.17,321.42333333333335,306.99666666666667,293.5833333333333,283.25,300.1033333333333,307.60333333333335,303.42333333333335,294.6433333333334,292.79333333333335,308.1366666666667,296.3433333333333,300.7033333333333,210.90499999999997,227.76,200.84,282.34000000000003,288.90999999999997,197.46666666666667,226.83333333333334,307.42,303.81666666666666,286.25,293.12,263.6433333333334,272.3833333333334,269.1066666666666,270.86333333333334,260.26666666666665,269.26,277.2,276.3433333333333,299.4533333333333,328.79,370.6400000000001,327.98333333333335,307.3066666666667,292.3933333333334,291.0266666666667,293.21333333333337,290.1366666666667,261.38666666666666,,,209.9,292.64
2024-03-15 22:11:37+00:00,366.3733333333333,346.3533333333333,197.54,,,,,373.27,,,,250.265,290.635,311.645,311.87,286.04499999999996,309.68666666666667,300.31,312.28666666666663,308.52666666666664,288.6233333333333,308.3066666666667,314.1466666666667,307.9766666666667,308.3233333333333,307.60333333333335,296.96,294.5733333333333,299.04333333333335,321.77666666666664,306.1333333333334,292.67,282.00333333333333,299.0,308.1266666666666,304.84,293.88000000000005,292.16,307.6133333333333,296.6433333333333,300.72,211.43,227.8,201.46333333333334,279.385,290.01,198.0666666666667,227.95333333333335,307.18333333333334,303.96666666666664,287.51,290.795,263.06,272.06666666666666,268.88000000000005,271.0,259.63,269.06,277.2666666666667,276.90333333333336,299.63666666666666,330.59,370.44500000000005,328.8533333333333,307.88,292.37000000000006,291.75,294.60999999999996,289.92,270.82,,,209.9,292.64
2024-04-16 22:11:19+00:00,362.21000000000004,346.3533333333333,195.98000000000002,,,,,373.27,,,,243.6833333333333,290.635,311.645,311.87,286.04499999999996,309.68666666666667,300.31,312.28666666666663,308.52666666666664,288.6233333333333,308.3066666666667,314.1466666666667,307.9766666666667,308.3233333333333,307.60333333333335,296.96,294.5733333333333,299.04333333333335,320.3075,306.0725,292.67499999999995,281.9325,298.76750000000004,308.10249999999996,304.76,294.565,293.52250000000004,307.9375,296.245,301.6675,211.5,227.51666666666665,202.35,282.06333333333333,290.04333333333335,197.2325,228.33499999999998,307.765,304.615,288.8333333333333,292.19,263.06,272.06666666666666,268.88000000000005,271.0,259.63,269.06,277.2666666666667,277.635,300.0725,330.145,370.8333333333333,328.8375,307.3975,293.5,291.95000000000005,294.7075,290.3175,271.515,,,209.9,293.67499999999995
2024-05-10 22:11:24+00:00,358.82000000000005,346.83,201.41,167.31,,,,373.27,,,266.45,234.79666666666665,293.77,314.745,314.57,286.78999999999996,311.2966666666667,303.0466666666667,315.1133333333333,309.65333333333336,291.43,308.115,313.33000000000004,307.315,310.52,309.99666666666667,298.2733333333333,295.07,299.37,318.35,306.82,293.28000000000003,281.5675,299.1825,308.635,305.705,296.685,296.31,308.8575,296.9075,302.3125,214.26999999999998,229.0,202.3975,282.82,291.28,197.32250000000002,229.755,299.34,307.635,291.52000000000004,295.84000000000003,264.7766666666667,275.60999999999996,271.75666666666666,274.92333333333335,262.26666666666665,274.5833333333333,279.6433333333334,279.435,301.55,330.0625,371.6433333333334,328.26750000000004,307.3175,296.4975,296.21000000000004,296.90999999999997,291.71750000000003,275.365,,,209.9,293.25666666666666
