dates,satname,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
2024-02-12 22:11:54.234000,L8,,,,,,,,,,,,,,,421.23,358.98,329.68,306.28,317.48,310.00,291.81,312.30,316.40,306.42,309.20,310.56,300.12,294.01,301.73,320.35,306.85,293.43,316.42,303.34,323.68,299.18,384.21,345.42,308.61,296.95,302.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28 22:11:48.245000,L8,407.12,399.81,,,,,,,,,,,,307.06,305.77,281.43,306.19,296.60,309.77,305.29,286.21,307.06,315.09,306.83,307.87,304.24,293.69,413.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-07 22:12:00.069000,L9,,,,,,,,,,,,,,304.17,300.01,275.94,302.24,293.41,307.10,302.89,284.65,303.55,307.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15 22:11:37.973000,L8,377.86,368.98,365.74,373.29,375.92,376.52,379.83,370.34,369.21,382.10,405.50,,290.32,309.76,308.68,284.61,311.58,299.01,313.43,305.89,400.30,423.52,421.07,376.45,308.66,307.55,296.00,,,409.26,390.09,384.75,363.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 22:11:55.610000,L9,368.28,332.33,305.81,262.08,,,,,,,,,,311.65,300.60,288.39,316.45,292.61,309.31,303.38,277.73,304.65,309.27,300.64,306.21,307.15,293.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16 22:11:19.307000,L8,428.55,,,,,,,,,,,,,308.13,305.32,282.32,307.60,299.70,,,,388.18,418.46,396.73,382.15,357.55,295.53,,,374.02,362.52,354.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02 22:11:08.519000,L8,376.86,381.89,,,,,,,,,,,,,,,298.98,292.51,307.91,301.65,284.16,301.26,309.36,299.38,305.14,302.04,290.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 22:11:24.784000,L9,366.57,342.67,219.51,,,,,,,,,,296.71,312.93,310.25,284.78,310.63,304.86,316.38,308.53,291.44,309.89,315.45,306.63,310.85,312.45,297.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18 22:10:55.940000,L8,,,,,,,,,,,,,,,,,303.21,294.98,309.07,301.92,283.69,301.94,308.39,299.06,305.31,305.50,292.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.28,323.93,300.04,,,,,,,,,
2024-05-26 22:11:12.218000,L9,431.77,401.77,374.02,,,267.32,336.48,306.22,345.22,386.91,386.84,389.21,388.76,399.75,392.66,382.99,392.73,384.43,395.24,381.89,370.32,381.60,391.70,384.12,388.29,379.02,374.20,365.88,382.75,387.14,368.88,352.34,365.25,376.59,375.83,383.57,381.31,379.00,379.46,364.44,376.50,377.77,382.25,371.67,365.39,368.62,375.99,382.67,377.26,331.24,320.84,314.17,359.89,360.08,354.81,354.86,353.05,353.03,350.07,352.16,365.56,375.94,418.68,383.52,371.83,383.91,316.95,324.27,320.19,318.69,334.42,333.34,337.49,361.84
2024-06-11 22:11:06.286000,L9,361.83,334.49,,,,,,,,,,,,311.83,307.53,286.21,311.04,304.07,317.23,308.29,291.83,309.74,316.56,309.47,311.32,310.69,296.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 22:10:53.037000,L9,367.58,336.87,,,,,,,,,,,,311.73,311.16,285.79,309.60,303.96,315.48,307.82,290.64,307.30,314.73,306.23,310.49,310.62,296.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06 22:11:21.454000,L8,367.16,341.42,,,,,,,,,,,284.93,308.40,308.86,289.22,309.74,300.22,314.17,305.09,287.72,305.33,315.10,302.17,306.88,308.15,295.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22 22:11:34.534000,L8,402.61,339.93,,,,,,379.75,383.96,389.73,,,,309.32,302.81,286.44,307.67,298.68,312.11,304.55,286.94,304.72,313.49,304.43,308.71,307.09,295.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.29,365.63,355.17,,,,,,396.36,325.47,302.99,,,,,,,,,
2024-09-23 22:11:42.698000,L8,385.30,377.38,376.36,,,,,358.47,375.29,387.30,384.65,384.74,289.03,307.57,386.61,384.70,379.59,375.54,312.43,305.12,287.76,307.71,313.69,304.09,307.61,307.62,296.12,,295.71,315.12,305.91,291.56,282.65,297.41,305.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.90,387.24,417.85,348.60
2024-11-18 22:11:59.014000,L9,360.60,340.38,325.41,,,,,,,,,,294.62,313.29,310.65,286.43,313.43,304.35,315.83,308.86,291.17,312.42,318.76,307.54,309.91,308.65,297.23,,299.33,321.26,307.18,293.21,286.15,300.32,308.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04 22:12:00.480000,L9,,,,,,,,,,,,,,,,,303.62,298.87,312.30,306.18,287.38,306.27,314.28,304.86,307.28,304.62,296.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28 22:11:50.695000,L8,418.34,395.87,256.68,,,,,,,,,,,300.86,296.69,276.99,303.74,295.31,308.12,301.54,281.90,302.77,304.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 22:11:55.058000,L9,374.10,364.63,363.33,362.08,378.61,,,,,,,,,306.77,302.69,279.97,306.29,297.79,391.46,396.81,364.02,306.55,313.26,302.38,304.43,304.12,294.56,,,,,,,,378.40,385.90,385.46,383.08,383.16,,,,,,,,378.12,384.19,384.28,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13 22:11:54.516000,L8,,,,,,,,,,,,,,,,275.57,304.45,294.89,309.10,303.58,283.53,302.98,309.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21 22:12:01.239000,L9,429.25,390.51,294.22,281.66,288.21,,,,,,,,,309.77,302.09,282.59,308.08,301.09,307.47,,291.94,308.73,311.91,304.43,305.42,304.95,294.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.41,334.72,367.59,338.40,304.21,,,,,,,,,
2025-01-29 22:11:52.495000,L8,335.60,363.83,271.47,,,,,,,,,,,,,,302.45,300.17,376.45,302.84,279.24,,,,,,,,297.24,364.34,357.92,301.99,279.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06 22:11:55.429000,L9,,,,,,,,378.28,386.04,385.84,387.21,384.31,389.62,377.31,384.22,,303.51,293.96,307.77,303.20,282.54,303.49,309.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.32,325.90,301.68,,,,,,,,,
2025-03-02 22:11:40.284000,L8,,,,,,,,,,,,,,,,,,289.79,311.86,307.93,288.27,307.25,315.12,306.01,309.09,307.17,297.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26 22:11:41.456000,L9,429.01,334.34,,,,,,382.35,387.69,394.18,393.06,391.91,405.18,402.07,403.46,390.57,402.40,387.33,392.53,302.85,283.07,303.50,312.77,298.24,305.00,304.69,293.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 22:11:41.675000,L9,357.25,333.58,,,,,,,,,,,,305.79,294.40,281.82,305.58,300.96,310.57,304.43,284.79,303.54,304.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 22:11:22.590000,L9,,,,,,,,309.13,252.83,285.82,,,,311.40,298.71,283.37,306.62,300.97,313.77,306.18,287.34,306.13,312.02,300.14,308.30,308.30,295.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21 22:11:16.046000,L8,,,,,,,,,,,,,,306.71,300.27,281.57,306.53,301.16,313.54,305.55,286.12,304.74,311.34,301.38,309.09,308.43,294.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.58,325.03,302.37,,,,,,,,,
2025-05-29 22:11:15.744000,L9,365.52,343.69,,,,,,,,,,,291.91,319.33,322.85,305.75,328.32,311.45,324.58,313.31,296.58,314.14,325.58,311.44,318.29,319.73,302.19,298.08,303.45,320.64,316.21,302.13,286.26,306.63,310.36,308.53,303.32,304.38,310.83,299.54,305.64,,,,,,,,,,,,,,,,,,,,303.17,340.30,396.46,336.74,307.24,298.56,,,,,,,,
2025-06-06 22:11:18.842000,L8,,,,,,,,,,,,,,,,,297.18,296.46,305.71,294.65,284.70,300.56,310.37,296.82,311.36,313.80,292.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 22:11:31.747000,L9,,,,,,328.76,311.02,305.61,306.40,309.92,343.88,336.39,367.92,374.64,339.45,318.43,376.11,334.65,347.69,397.83,,350.00,359.47,346.17,349.13,353.58,351.42,400.46,396.12,349.45,346.40,334.52,337.74,348.67,353.09,353.58,349.85,348.08,354.58,345.02,313.10,355.42,346.01,338.90,399.18,389.64,390.65,349.24,356.19,328.07,326.96,308.04,299.66,331.45,351.72,326.03,315.88,328.50,325.82,330.43,349.45,361.73,403.89,361.29,354.76,360.34,360.66,360.87,365.39,400.48,,,,327.80
2025-07-16 22:11:36.965000,L9,374.75,337.32,,,,,,,,,,,294.01,319.37,321.98,301.91,319.84,312.41,320.77,311.29,296.04,314.67,321.21,314.60,316.03,315.34,301.82,297.28,303.24,320.51,313.93,294.69,286.45,305.67,309.24,306.68,304.87,309.44,313.52,301.66,306.63,,,,382.94,384.82,368.78,394.25,417.90,412.19,395.38,405.22,405.15,,,,,,,,,,,,,,,,376.70,390.98,424.19,,,
2025-07-24 22:11:41.941000,L8,352.71,335.39,,,,,,,,,,,,306.85,303.00,279.14,304.06,297.09,309.83,304.93,286.05,303.86,312.07,302.37,308.10,304.82,293.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.03,360.77,317.87,336.32,,,,,,,,
2025-08-01 22:11:42.925000,L9,371.56,342.59,,,,,,,,,,,,310.53,306.85,287.05,307.36,303.60,312.76,305.79,288.92,305.66,314.52,305.56,309.49,308.21,297.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-09 22:11:49.526000,L8,375.70,347.18,265.42,,,,,,,,,,284.19,310.40,305.83,286.77,306.08,304.05,312.61,307.62,287.14,306.28,316.38,304.35,309.52,310.07,298.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.28
2025-08-17 22:11:54.672000,L9,371.94,346.63,248.40,,,,,,,,,,,309.15,302.74,286.74,306.19,303.75,310.69,305.77,287.31,305.32,314.51,304.55,309.55,308.62,298.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 22:12:06.102000,L9,,,,,,,,,,260.90,285.09,307.11,303.12,316.91,317.85,298.02,316.00,309.27,318.87,310.20,292.99,312.02,318.14,311.64,313.54,311.35,299.77,294.00,302.16,319.86,310.51,293.94,287.56,301.51,307.91,305.45,296.01,300.17,307.47,295.69,303.44,,,,,,,,,,,,,,,,,,,,,334.91,423.92,339.56,307.59,301.68,,,,,,,,
2025-11-05 22:12:10.440000,L9,,,,,,,,,,,,,290.50,310.96,308.43,284.09,310.44,302.69,310.94,310.64,289.17,307.40,315.70,308.39,310.02,308.01,297.27,,297.52,317.53,305.46,291.39,284.41,297.93,306.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-13 22:12:04.594000,L8,,,,,,,,,,,305.06,307.75,379.85,388.39,375.40,292.47,316.94,304.34,315.14,309.13,291.20,309.22,315.66,307.01,312.71,305.46,297.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
