dates,satname,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0022,nzd0490-0023,nzd0490-0034,nzd0490-0012,nzd0490-0013
2007-09-16 22:13:28.554000,L5,,,303.70,287.94,295.79,297.89,312.35,322.41,325.06,321.87,316.80,331.53,342.71,344.61,353.02,355.46,351.98,371.10,358.58,357.63,355.27,355.09,346.75,352.33,347.54,340.68,348.74,363.17,367.42,359.83,358.33,354.54,310.95,319.20,322.21,347.69,362.43,350.66,323.87,320.85
2008-11-14 21:57:52.281000,L5,,316.47,231.83,299.60,305.38,310.89,324.42,334.71,335.55,334.21,336.12,342.46,346.70,346.86,354.64,357.63,351.47,361.64,369.08,367.65,368.49,359.36,358.05,356.79,358.33,358.09,353.51,360.44,366.70,359.96,354.52,357.60,328.47,332.61,337.21,352.84,359.79,350.49,335.43,337.99
2009-01-17 21:59:44.398000,L5,,,,,244.38,260.94,274.94,287.14,286.58,304.95,299.31,302.24,299.00,295.04,306.60,309.99,308.73,323.71,332.05,338.47,337.87,,,,,,303.30,315.83,325.42,316.87,307.96,303.67,282.85,304.67,304.59,309.13,314.37,308.33,303.09,302.23
2010-02-12 22:11:17.920000,L5,,,,,,,,,,,,,,,,,,375.32,380.75,382.86,383.73,377.50,372.07,302.20,,,,,,,,,,,,,369.35,,,
2010-12-22 22:04:29.137000,L5,,,297.57,282.99,282.66,293.22,304.86,319.08,315.35,330.07,334.89,335.85,333.40,331.52,332.25,334.78,334.96,350.06,364.80,363.46,366.88,346.52,355.15,347.29,356.21,347.73,331.47,338.18,344.80,340.27,334.09,336.84,328.87,337.12,342.28,334.18,337.04,333.75,341.30,334.43
2011-01-30 22:10:20.732000,L5,,,,,,,,,,,,,,,,,,,,,351.83,347.61,343.79,343.40,348.44,345.74,337.89,283.09,268.11,258.12,258.09,276.17,,,,,,337.96,,
2011-03-12 22:04:31.079000,L5,,,,333.36,329.98,340.32,350.81,363.04,360.80,363.76,362.28,358.06,367.67,366.28,367.71,371.98,371.83,386.32,,,,,,,,,,380.72,383.39,374.73,375.95,375.13,369.36,366.49,366.85,370.73,378.55,,362.63,363.87
2013-05-11 22:22:18.973000,L8,,,,,264.96,271.78,285.05,295.52,304.16,293.65,293.16,293.07,291.42,293.91,284.18,313.51,303.50,332.75,337.70,334.91,326.53,332.57,322.57,332.33,326.15,324.09,314.54,320.96,328.18,323.25,327.73,312.28,302.92,291.22,302.86,283.55,322.84,311.45,297.52,291.08
2013-05-11 22:22:42.945000,L8,,,,,264.62,271.30,284.87,295.30,303.92,293.40,292.75,292.52,290.93,293.24,284.27,313.03,303.00,332.34,337.33,334.52,326.21,331.67,322.33,331.33,325.46,323.80,314.04,320.77,327.83,322.76,327.39,311.98,302.48,290.86,302.69,283.20,322.70,310.95,297.19,290.84
2013-06-05 22:16:38.960000,L8,,297.21,303.62,282.91,286.61,292.40,302.35,317.11,333.05,312.06,304.10,303.94,292.60,299.79,296.41,318.63,306.39,338.34,339.27,337.70,333.35,338.71,332.80,342.56,335.78,332.20,323.03,343.44,329.56,324.48,326.47,318.30,355.27,304.37,339.97,295.05,343.35,317.70,335.79,333.37
2013-06-28 22:22:20.943000,L8,,341.03,319.09,291.27,286.62,292.83,303.03,325.33,341.43,313.71,315.69,312.77,293.25,305.83,291.83,326.88,309.60,338.27,344.54,347.23,334.78,339.89,336.68,341.28,335.15,331.48,327.76,334.66,384.00,379.00,324.30,368.73,328.00,309.04,322.04,291.10,337.54,321.28,321.49,318.85
2013-06-28 22:22:44.910000,L8,,340.97,319.88,291.20,287.32,292.99,302.91,328.45,341.43,314.02,315.88,313.48,293.51,305.84,292.37,327.69,310.37,338.86,344.37,347.65,334.75,339.97,336.71,341.53,335.41,331.25,327.83,335.18,382.92,378.81,362.29,368.06,328.00,309.25,322.09,291.16,337.90,321.25,321.68,319.19
2013-07-07 22:16:35.929000,L8,,,,,,,,,,,,,,,267.80,348.06,327.78,364.02,358.11,344.55,333.56,339.12,329.92,339.36,333.69,329.79,326.75,335.33,331.38,325.97,331.39,316.21,,,,355.94,359.03,315.78,,
2013-07-14 22:22:22.423000,L8,,,,,,,,,292.46,288.22,287.51,283.34,279.20,282.41,,,,,,,,,,,,,,,,,,,296.46,290.43,294.50,,,,293.12,286.08
2013-07-23 22:16:34.633000,L8,,,273.79,256.79,260.80,269.70,283.94,294.89,310.63,298.90,296.07,295.79,289.42,296.60,289.23,318.15,301.64,333.26,334.00,334.81,328.97,332.84,324.67,331.56,323.93,321.58,313.84,325.05,326.71,318.98,320.75,311.25,312.24,303.25,311.33,291.70,329.91,308.13,306.78,297.62
2013-08-08 22:16:37.441000,L8,,,,,,,,,,311.62,295.42,303.85,,320.24,308.70,312.23,308.56,369.27,341.11,343.57,378.71,344.71,315.39,335.18,334.06,325.68,355.25,,,,,,,304.17,339.83,300.69,349.65,364.89,301.14,297.46
2013-08-31 22:22:26.282000,L8,,,274.53,261.46,264.94,271.24,283.17,295.68,303.50,303.76,302.72,305.07,296.66,301.11,296.44,326.22,305.74,341.10,339.40,340.28,331.20,337.42,323.27,334.69,330.96,325.41,317.19,324.30,328.74,323.97,323.73,311.51,308.99,304.78,310.60,295.72,335.96,309.89,305.43,301.26
2013-08-31 22:22:50.245000,L8,,,241.45,260.31,264.13,270.25,282.56,295.14,302.89,303.07,302.04,304.09,295.52,300.36,295.80,324.79,304.67,340.43,338.55,339.69,330.19,336.60,322.52,334.05,330.20,324.91,316.55,323.63,327.98,322.86,322.78,311.19,308.38,303.66,310.02,295.07,335.98,308.79,304.71,300.45
2013-09-25 22:16:28.938000,L8,,,273.42,257.47,261.44,268.21,279.50,292.86,301.51,302.48,304.47,298.16,295.37,298.94,298.57,314.89,306.68,332.07,339.93,338.59,330.76,331.43,321.21,343.53,323.75,323.50,313.53,321.57,326.20,318.92,314.81,314.76,305.90,304.87,306.50,302.06,326.88,307.87,305.76,307.64
2013-10-02 22:22:16.506000,L8,,,277.60,263.85,268.78,274.05,285.23,299.04,314.69,307.04,310.30,316.11,305.52,307.97,317.63,337.87,322.78,337.44,342.71,342.11,338.33,345.19,324.01,330.23,326.39,323.99,316.70,355.01,353.00,335.85,335.47,317.36,356.07,354.95,355.75,310.96,339.82,315.63,355.01,320.91
2013-10-02 22:22:40.460000,L8,,,277.58,263.86,268.68,273.91,285.04,298.78,314.49,307.12,310.29,316.95,305.91,307.94,317.59,338.05,322.95,337.58,342.98,342.40,338.49,345.59,323.97,330.30,326.50,324.01,316.84,354.85,353.17,335.93,335.63,317.43,356.08,355.05,355.70,311.04,340.04,315.54,355.00,320.97
2013-10-11 22:16:29.291000,L8,,,274.05,264.54,269.50,272.25,283.07,297.75,306.70,301.58,300.74,304.25,299.69,302.94,303.58,320.80,310.96,330.30,337.45,338.23,335.57,333.72,323.47,337.20,328.10,322.64,315.00,322.64,326.44,321.11,320.51,312.09,309.82,308.64,313.91,304.23,335.03,309.78,305.20,305.01
2013-10-18 22:22:13.444000,L8,,,,,,,,,,273.28,268.85,261.60,264.53,266.76,267.74,282.72,284.61,,,,,,,,,,,,,,,,,,284.72,,,,279.70,277.36
2013-10-18 22:22:37.411000,L8,,,,,,,,,,274.58,271.06,263.39,266.53,268.82,270.05,283.88,285.97,,,,,,,,,,,,,,,,,,285.81,,,,280.88,278.55
2013-10-27 22:16:19.549000,L8,,,264.51,259.60,265.12,268.71,279.91,294.02,300.91,298.21,307.46,288.56,293.09,298.59,297.82,304.68,304.34,328.44,339.82,333.84,328.59,324.22,318.64,323.34,322.17,316.21,307.55,313.91,319.15,315.04,309.73,308.26,300.16,297.38,303.19,299.86,311.27,303.58,307.42,295.32
2013-11-03 22:22:32.045000,L8,,,273.98,263.13,266.64,271.42,283.28,296.34,303.84,304.87,308.46,295.23,298.85,302.43,302.75,312.21,310.35,337.23,342.39,337.52,330.70,328.92,321.58,327.32,323.71,321.15,313.76,322.17,328.70,321.57,317.15,312.29,306.24,300.64,314.60,304.39,321.03,310.22,313.71,305.70
2013-11-12 22:16:19.914000,L8,,,,263.73,266.18,270.65,283.25,287.08,294.88,346.05,316.66,289.28,290.05,298.26,294.22,303.10,311.62,363.44,362.26,339.42,339.66,327.58,320.22,337.88,344.32,322.46,307.35,349.23,338.86,330.11,324.96,313.26,,,,324.05,,308.67,,303.21
2013-11-19 22:22:01.448000,L8,,,272.14,262.09,267.81,273.15,284.35,296.77,302.27,296.30,298.03,288.74,295.66,300.42,296.84,305.66,304.09,328.74,334.39,331.04,328.33,325.36,316.88,324.48,320.54,314.55,308.43,316.52,324.50,317.90,313.23,308.89,304.49,300.56,309.49,300.62,312.25,306.07,302.68,295.69
2013-11-19 22:22:25.407000,L8,,,271.14,260.16,266.56,271.01,283.29,295.43,301.17,294.92,295.36,287.27,293.01,298.70,295.68,304.14,302.28,326.97,332.41,329.90,327.20,322.75,315.53,322.85,319.23,313.67,306.32,315.26,322.56,316.13,311.57,307.51,301.89,299.41,308.58,299.33,310.70,305.14,301.52,294.40
2013-12-21 22:21:51.057000,L8,,,271.72,256.41,266.27,273.63,285.97,300.07,302.97,294.78,293.42,287.72,292.14,297.37,297.92,304.00,303.67,328.49,335.22,330.38,328.24,323.60,318.89,322.83,322.69,315.45,309.79,316.64,325.85,318.65,315.66,310.76,305.16,301.87,305.03,300.13,311.22,306.75,300.36,292.85
2013-12-30 22:16:01.055000,L8,,,,,,,,,,294.67,292.70,291.61,296.27,302.54,303.05,305.80,306.65,326.85,331.72,331.55,330.03,325.53,321.04,322.51,322.72,314.84,311.29,316.77,319.62,318.38,310.91,311.10,,,308.23,301.76,309.72,307.35,302.00,300.39
2014-02-07 22:21:21.056000,L8,,,,256.18,263.41,276.44,280.32,270.86,303.06,265.19,,,292.03,329.23,319.20,319.53,342.04,,,,,,,,,,,343.31,322.41,335.97,294.18,,305.44,311.30,309.68,301.92,294.73,,300.38,313.40
2014-02-23 22:21:08.076000,L8,,,243.18,263.29,266.28,271.28,284.17,297.43,302.12,293.17,290.96,286.32,290.05,297.06,296.15,304.67,302.22,327.18,332.69,331.08,328.88,325.00,318.04,323.23,322.26,316.38,311.88,318.30,324.41,316.34,313.06,309.24,304.08,301.20,304.38,295.92,309.70,304.93,305.51,291.11
2014-02-23 22:21:32.043000,L8,,,242.96,264.09,267.06,271.84,284.76,298.12,302.82,293.85,291.55,287.22,290.76,298.11,296.93,305.35,302.72,328.49,333.82,331.92,329.48,325.63,318.72,323.88,322.71,316.94,313.00,320.48,324.93,316.98,314.30,309.85,304.86,302.08,305.75,296.55,310.13,305.61,307.05,291.79
2014-03-11 22:20:55.957000,L8,,,280.37,265.08,268.74,272.68,284.70,299.66,305.30,295.13,293.57,288.76,291.51,296.07,294.44,306.43,302.70,330.33,333.63,332.40,327.80,327.30,318.33,327.21,322.20,316.75,312.37,317.40,326.89,321.21,314.19,308.87,303.55,301.21,306.72,298.30,310.73,306.33,301.90,293.63
2014-03-11 22:21:19.920000,L8,,,280.49,265.38,269.29,273.05,285.11,300.06,305.75,295.32,294.60,289.33,291.97,296.51,294.61,306.89,303.13,330.59,334.03,332.83,327.84,327.48,318.06,327.62,322.25,316.96,312.53,317.54,326.93,321.60,314.09,308.80,303.96,301.16,307.35,298.62,310.89,306.46,302.68,293.88
2014-03-20 22:15:01.497000,L8,,,278.08,261.54,263.72,269.66,281.01,294.98,302.54,294.37,291.55,290.64,289.99,297.95,292.50,306.28,300.51,327.86,333.73,333.75,328.01,325.34,318.18,322.03,321.93,314.98,310.99,317.15,321.40,319.71,310.63,309.00,302.93,300.89,305.93,294.78,312.94,304.87,303.59,295.95
2014-04-21 22:14:29.865000,L8,,,282.94,268.15,272.00,277.79,286.60,295.94,302.63,306.71,304.07,297.36,293.94,299.56,295.02,318.97,303.17,334.83,343.28,337.07,328.80,332.10,325.02,331.73,327.27,324.70,315.82,339.46,330.77,319.58,319.20,316.80,309.87,307.54,315.64,293.57,338.08,315.93,312.10,303.32
2014-05-30 22:19:58.900000,L8,,,,,,,,,,282.42,280.38,275.94,281.71,277.37,,,,,,,,,314.71,325.05,317.44,317.96,310.08,311.21,317.10,314.25,315.63,295.37,,,288.91,,,299.45,287.38,281.46
2014-05-30 22:20:22.872000,L8,,,,,,,,,,,,,,,,,,,,,318.62,330.93,315.57,325.81,318.26,318.53,311.29,311.69,317.76,315.07,316.54,295.80,,,,,,300.58,,
2014-07-01 22:20:10.138000,L8,,,288.47,272.17,279.49,282.84,288.22,297.48,316.78,310.77,340.09,337.42,292.41,300.86,291.92,344.84,307.36,337.85,338.94,338.83,332.52,340.67,333.10,340.24,333.07,332.30,325.70,349.24,337.09,326.53,335.97,314.42,336.39,310.08,350.38,289.04,375.34,315.73,310.59,315.24
2014-08-11 22:14:39.696000,L8,,,260.43,258.44,261.52,269.41,276.18,290.17,299.69,305.45,302.61,304.48,293.19,299.52,292.83,320.35,306.42,332.47,338.09,335.98,329.63,331.69,322.98,333.38,322.86,323.17,313.33,326.01,326.52,318.09,320.46,313.12,305.03,302.60,308.73,291.82,361.57,308.46,316.72,305.09
2014-08-18 22:20:51.886000,L8,,,278.40,266.74,272.51,275.73,280.68,293.94,303.39,307.86,302.71,305.58,296.56,303.37,299.85,323.62,304.56,332.06,338.65,339.16,329.11,334.93,324.14,334.92,323.71,324.84,315.31,330.54,332.86,328.23,330.26,312.55,371.86,353.76,353.02,291.44,330.88,307.43,313.89,337.99
2014-09-03 22:20:30.612000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.93,246.23,304.93,,,,,,,,
2014-09-03 22:20:54.579000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.04,307.92,308.57,,,,,,,,
