dates,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0022,nzd0490-0023,nzd0490-0034,nzd0490-0012,nzd0490-0013,satname
2020-05-30 22:20:16+00:00,,,270.315,261.395,266.515,277.9525,288.28749999999997,298.1925,307.075,294.69,292.375,291.485,290.66999999999996,295.56,286.2475,305.7825,302.02500000000003,324.3566666666666,332.56333333333333,330.8,329.2125,324.6275,320.3775,323.5325,322.96000000000004,314.15000000000003,312.1625,318.4975,325.06333333333333,321.83666666666664,320.57666666666665,307.795,314.63,300.84749999999997,290.3775,289.0775,315.41,305.75,293.40250000000003,290.185,L8
2020-06-08 22:14:11+00:00,,,272.18600000000004,261.998,267.008,277.95799999999997,288.61199999999997,298.604,308.428,295.26800000000003,293.51,292.386,290.02799999999996,294.206,285.858,306.758,301.98400000000004,324.3566666666666,333.15000000000003,330.8,329.46,324.6275,322.086,326.366,323.53000000000003,314.15000000000003,312.1625,318.4975,325.53249999999997,321.83666666666664,322.32,306.45799999999997,315.198,300.94,289.38800000000003,288.262,315.41,306.554,294.55600000000004,291.41,L8
2020-07-01 22:20:10+00:00,,,272.18600000000004,261.998,267.008,277.95799999999997,288.61199999999997,298.604,308.428,295.26800000000003,293.51,292.386,290.02799999999996,294.206,285.858,306.1433333333334,300.4916666666667,324.3566666666666,331.91400000000004,330.8,329.46,324.6275,321.2916666666667,326.5366666666667,323.13,314.15000000000003,312.1625,318.544,324.828,321.83666666666664,322.32,305.44,315.198,300.94,289.38800000000003,286.305,315.384,306.554,294.55600000000004,291.41,L8
2020-07-17 22:20:40+00:00,,,272.18600000000004,261.998,266.44166666666666,277.0833333333333,287.52833333333336,297.73333333333335,307.7733333333333,295.40500000000003,293.995,292.175,289.7516666666666,293.93666666666667,284.62833333333333,306.92,300.6914285714286,324.3566666666666,332.9566666666667,330.8,329.65333333333336,324.6275,321.6842857142857,327.9685714285714,323.13,314.15000000000003,312.1625,319.3566666666667,324.828,321.83666666666664,322.32,305.1985714285714,314.0466666666667,300.395,288.75,285.9342857142857,315.384,306.554,294.78833333333336,291.635,L8
2020-07-26 22:14:32+00:00,,,272.81,262.216,265.635,275.975,286.48833333333334,296.7866666666667,307.81,296.13166666666666,294.8666666666666,293.74833333333333,288.6166666666666,293.52,282.74666666666667,308.44714285714286,300.4871428571428,326.11999999999995,334.5083333333334,332.235,330.0133333333333,326.55333333333334,322.80571428571426,329.2057142857143,323.9483333333333,314.83500000000004,315.02,320.30600000000004,324.828,321.83666666666664,322.546,304.46571428571434,314.865,300.02833333333336,288.215,284.9528571428571,319.06,306.65199999999993,295.92,293.0116666666667,L8
2020-08-27 22:14:44+00:00,,,270.246,262.3916666666667,265.8314285714286,275.75,286.32714285714286,296.98999999999995,307.88428571428574,296.8914285714286,297.59285714285716,296.1457142857143,289.2757142857143,294.34000000000003,284.0557142857143,308.79375,301.72125,326.11999999999995,334.5083333333334,332.235,330.0133333333333,326.55333333333334,322.8725,328.80375,323.7728571428571,314.83500000000004,315.02,320.30600000000004,324.828,321.83666666666664,322.546,304.46571428571434,314.8228571428572,301.1414285714286,290.4271428571429,285.74,319.06,307.78499999999997,298.2085714285714,296.11428571428576,L8
2020-09-19 22:20:39+00:00,,,270.4075,263.156,265.9116666666667,275.2783333333333,285.96000000000004,297.3833333333333,309.185,298.314,300.29400000000004,298.45799999999997,288.57599999999996,293.30000000000007,282.48400000000004,310.215,301.67333333333335,342.37,335.554,341.28,329.938,327.995,323.08,330.7357142857143,324.3066666666667,,317.1033333333333,321.9466666666667,324.77666666666664,321.61,322.47749999999996,304.2683333333334,315.995,301.7183333333333,291.12,284.1516666666667,325.255,309.13599999999997,300.36199999999997,299.17400000000004,L8
2020-10-14 22:14:56+00:00,,,269.20799999999997,262.18,265.55857142857144,274.8528571428571,285.44428571428574,296.8442857142857,308.02571428571434,297.84499999999997,300.5116666666667,297.9066666666667,289.41333333333336,293.98,283.9266666666667,309.9614285714286,302.2842857142858,334.8,334.8233333333333,335.73,329.42,325.18333333333334,322.26250000000005,329.1725,323.7057142857143,314.25,315.745,320.4375,324.77666666666664,320.095,320.082,305.22857142857146,314.7642857142857,302.3728571428572,292.34714285714284,285.51714285714286,322.044,308.63166666666666,300.58666666666664,298.62833333333333,L8
2020-10-21 22:20:43+00:00,,,266.71,261.24285714285713,265.32375,274.5175,285.07250000000005,296.32875,306.795,297.1842857142857,300.5342857142858,296.75857142857143,289.7371428571428,293.92857142857144,284.59714285714284,309.13125,302.47875,333.8,334.89428571428573,334.04333333333335,329.07714285714286,323.985,321.7033333333333,328.0288888888889,323.70375,314.85,315.076,320.084,324.9,320.26,319.15166666666664,305.67625000000004,313.46375,302.30875000000003,292.83625,286.21375,321.18333333333334,308.2857142857143,300.24571428571426,298.2685714285714,L8
2020-11-22 22:21:06+00:00,,,265.54,260.5875,265.15222222222224,274.5777777777778,285.0444444444445,296.1666666666667,306.1933333333334,296.21500000000003,301.725,295.4075,290.56624999999997,294.26875,285.29375,308.07444444444445,302.4566666666667,332.18,334.38375,333.71,329.04875000000004,323.18600000000004,321.29,327.385,324.0311111111111,318.79,314.0416666666667,319.9583333333333,324.452,320.26,319.15166666666664,305.67625000000004,312.8566666666667,302.11777777777775,292.8233333333333,286.91555555555556,319.52,308.19,299.22125,297.17875,L8
2021-03-30 22:20:10+00:00,,,263.06,258.3675,264.9875,274.9475,285.2075,294.77,301.4525,292.5625,301.36,290.2225,293.4875,296.01,290.2425,303.7933333333333,304.02333333333337,328.065,331.6125,330.07,327.34250000000003,321.0525,317.4475,319.5625,322.83750000000003,317.3725,310.1175,316.8325,323.96500000000003,319.585,312.15333333333336,309.26,307.435,301.445,295.09,292.4433333333333,311.3225,305.4625,295.36,293.0475,L8
2021-08-05 22:20:52+00:00,,,275.09,260.33500000000004,268.17,281.23,290.695,299.41999999999996,315.925,292.1,293.11,289.92,292.3,307.645,305.29,,314.92,325.91,329.15,326.72,326.67,324.27,318.45,319.55,320.91,313.12,307.53,313.42,,,313.44,312.28499999999997,314.75,297.03,291.67,308.06,309.67,302.01,289.48,290.63,L8
2021-09-06 22:20:38+00:00,,,275.09,259.81,267.36,278.89,288.51666666666665,297.69666666666666,311.1466666666667,293.165,299.61,289.82500000000005,290.995,302.7966666666667,299.1266666666667,311.36,310.275,328.645,332.35,328.735,326.93,326.385,319.59000000000003,322.565,321.21000000000004,314.345,309.67999999999995,315.20000000000005,,,313.44,311.17,312.27666666666664,298.99,293.92,297.425,311.44,303.71000000000004,292.565,292.59000000000003,L8
2021-09-22 22:20:41+00:00,,,275.09,258.6225,266.02250000000004,277.1775,286.8875,296.21,308.5125,292.0166666666667,301.5133333333333,287.99,290.66333333333336,300.9075,296.015,307.46000000000004,306.98333333333335,329.11333333333334,332.46999999999997,329.55,327.29333333333335,325.7966666666667,318.54333333333335,322.6133333333333,320.87,313.98333333333335,309.3066666666667,315.8433333333333,,319.09,314.43333333333334,310.5675,310.9,298.7,292.68333333333334,294.0466666666667,311.46999999999997,304.38000000000005,293.0366666666667,292.0833333333333,L8
2021-10-24 22:20:49+00:00,,,,256.6466666666667,263.7025,274.085,282.61249999999995,294.92,308.0625,293.56333333333333,305.715,290.58666666666664,292.98,302.5925,297.71000000000004,310.07,309.2325,331.81666666666666,334.13,333.49666666666667,329.2066666666667,330.37,318.59000000000003,334.07,324.33,314.415,312.1133333333333,317.05499999999995,,319.09,315.91999999999996,311.43,311.36,302.6666666666667,295.16,296.4225,314.79,305.56500000000005,297.28,295.22333333333336,L8
2021-11-18 22:14:56+00:00,,,256.16,255.865,263.52200000000005,274.378,283.178,294.89,306.502,293.445,301.5366666666667,290.0475,293.02,301.47799999999995,295.37,307.29,307.51800000000003,329.45500000000004,332.25,332.7175,328.86,327.53,318.04333333333335,329.95,323.065,313.7966666666667,310.7475,315.41333333333336,318.21,317.37,313.07666666666665,310.5175,310.646,302.79,295.4225,295.29200000000003,312.645,304.67,296.83,295.14,L8
2021-12-12 22:14:55+00:00,,,256.16,255.74,263.915,275.055,283.91166666666663,295.165,305.43333333333334,293.696,299.19,289.156,293.41,301.13,294.43833333333333,305.764,306.66833333333335,328.796,331.7,332.36199999999997,328.988,326.084,318.05,328.142,322.588,313.885,309.904,315.2025,321.245,316.3566666666666,312.1325,309.99399999999997,310.34,302.306,295.63599999999997,294.67,311.68,304.4225,296.558,294.848,L9
2021-12-20 22:14:55+00:00,,,255.49,254.97500000000002,263.47285714285715,274.91857142857145,283.96714285714285,295.0,304.32428571428574,293.1933333333333,297.46999999999997,288.1533333333333,293.04333333333335,300.3085714285714,293.2214285714286,304.53333333333336,305.78000000000003,327.51500000000004,330.836,331.795,328.5933333333333,324.87,317.4,326.56666666666666,321.7,313.6,309.03,314.2,320.9,315.4475,311.22799999999995,309.12666666666667,309.55285714285714,302.03833333333336,295.27833333333336,294.05428571428575,310.29333333333335,303.894,296.29333333333335,294.6333333333333,L8
2022-01-04 22:20:39+00:00,,,252.16,255.08428571428573,264.015,275.6275,284.7625,295.4775,304.1525,293.2371428571428,296.5183333333333,287.8614285714286,293.17428571428576,300.29,292.8025,304.0314285714286,305.265,327.4771428571429,330.665,331.6485714285714,328.5414285714286,324.45285714285717,317.5166666666667,326.03428571428566,321.55285714285714,313.9816666666666,309.6271428571428,314.805,320.9,316.244,311.72499999999997,309.3514285714286,309.6275,301.9271428571428,295.36857142857144,293.65250000000003,310.1014285714286,304.37833333333333,296.24000000000007,294.89428571428573,L9
2022-01-13 22:14:50+00:00,,,255.6225,254.9425,264.2055555555555,276.0211111111111,285.21,295.6933333333333,303.9555555555555,293.04625,295.59714285714284,287.9025,293.2925,300.2311111111111,292.1311111111111,303.595,304.73777777777775,326.78875,330.0885714285714,331.325,328.2925,323.87875,317.4171428571429,325.1425,321.31125000000003,313.8071428571429,309.26125,314.5057142857143,320.395,315.8983333333333,310.90999999999997,308.8975,309.44444444444446,301.7475,295.41875,293.26666666666665,309.5925,304.1242857142857,295.87875,294.91125,L9
2022-02-06 22:14:44+00:00,,,256.246,255.04,264.3233333333334,275.9455555555556,285.4266666666667,295.5777777777778,301.3311111111111,293.45222222222225,295.03499999999997,287.9288888888889,293.4577777777778,298.26666666666665,289.1488888888889,303.5711111111111,303.36333333333334,326.1566666666667,330.035,331.1633333333333,328.38,323.48777777777775,317.54875000000004,324.5411111111111,321.2711111111111,313.87874999999997,308.93555555555554,314.4575,320.48199999999997,315.83714285714285,310.0871428571428,307.8925,308.21444444444444,301.7055555555555,295.4844444444445,291.53444444444443,309.53666666666663,304.27625,295.8077777777778,294.77,L8
2022-03-02 22:14:37+00:00,,,256.246,254.91555555555553,264.21000000000004,276.18600000000004,285.774,295.656,301.26099999999997,293.533,294.36888888888893,287.972,293.18899999999996,298.462,289.048,303.461,303.09299999999996,325.91400000000004,329.9344444444444,330.869,328.183,323.09000000000003,317.53,323.91700000000003,321.124,313.8511111111111,308.743,314.44,320.20166666666665,315.6875,309.8225,307.8877777777777,307.996,301.558,295.457,291.149,309.47799999999995,304.1477777777778,295.49,294.739,L9
2022-05-05 22:14:18+00:00,,,263.58166666666665,257.0325,267.09125,280.79875000000004,289.47875,298.33375,303.47375,294.49125,291.8775,287.73125,292.82124999999996,298.79,288.245,302.08375,301.72625000000005,323.3842857142858,329.69124999999997,330.23999999999995,328.07125,320.85625,317.99750000000006,319.965,320.1475,314.63625,308.15625,315.335,321.4,315.85249999999996,310.27875,307.78375,309.1475,301.0828571428571,295.88625,290.29375,309.90375,304.1675,295.82124999999996,295.16375,L9
2022-05-21 22:14:07+00:00,332.96,303.93,268.25333333333333,258.5125,269.78625,283.85375,292.31375,301.84875,303.9328571428572,295.90999999999997,295.18,289.90875,293.57125,301.4475,291.04999999999995,302.5314285714286,303.23,323.55333333333334,329.86285714285714,330.90125,329.11625000000004,321.12,318.1471428571429,322.28249999999997,320.2728571428571,314.9328571428572,310.89375,317.16625,321.9316666666666,315.88142857142856,310.6914285714286,309.12125,311.975,303.97285714285715,298.52,291.02625,312.1775,306.55999999999995,297.13625,297.15625,L9
2022-06-30 22:14:51+00:00,332.96,303.93,270.94,260.3514285714286,271.1857142857143,285.2085714285714,293.86999999999995,303.2057142857143,306.565,297.5142857142857,296.3614285714286,292.10285714285715,292.6771428571428,300.8857142857143,290.6485714285714,304.855,303.6685714285714,324.842,330.885,332.09142857142854,329.52285714285716,321.748,320.08500000000004,324.88428571428574,321.7616666666667,317.26,312.66,320.82,321.775,316.82399999999996,311.58600000000007,310.0466666666667,314.03285714285715,304.75666666666666,297.6942857142857,290.0057142857143,318.1028571428571,308.0228571428571,298.4571428571429,298.32142857142856,L8
2022-08-09 22:14:46+00:00,332.96,303.93,282.29,264.524,275.15,287.712,295.48999999999995,304.918,310.645,302.014,301.246,297.322,291.448,302.206,290.722,311.95,305.40999999999997,328.2466666666667,334.0825,334.89,330.86800000000005,323.28499999999997,324.075,329.58000000000004,323.11000000000007,320.1766666666667,317.88750000000005,325.27,323.69499999999994,317.5249999999999,314.0200000000001,311.77,318.70200000000006,308.8175,299.552,289.614,327.702,311.242,301.98999999999995,301.12,L9
2022-08-25 22:14:50+00:00,332.96,303.93,282.29,263.0183333333334,273.4816666666666,285.58166666666665,293.9816666666666,302.99333333333334,309.35,301.56666666666666,300.45666666666665,296.61833333333334,291.10166666666663,301.7166666666667,290.085,311.584,304.56666666666666,328.75250000000005,333.812,334.91,330.7683333333334,326.42,324.05,329.705,323.77250000000004,320.865,317.206,325.488,323.69499999999994,317.5249999999999,317.31333333333333,311.65999999999997,317.01000000000005,307.062,298.09999999999997,289.54833333333335,327.765,310.3433333333333,300.71,300.34666666666664,L9
2022-09-10 22:14:51+00:00,332.96,303.93,282.29,262.9916666666666,273.2183333333333,284.5166666666667,292.90500000000003,302.2033333333333,309.21999999999997,301.8833333333334,301.0,297.01666666666665,290.90000000000003,301.2616666666667,290.13,313.264,304.6816666666667,330.3025,334.57399999999996,335.52166666666665,331.07166666666666,329.5733333333333,324.86,330.94166666666666,324.6925,322.005,318.76200000000006,325.96799999999996,327.4,319.935,320.20666666666665,312.11,316.62500000000006,306.746,297.375,289.185,328.00166666666667,311.4433333333333,300.4266666666667,299.995,L9
2022-10-28 22:15:03+00:00,332.96,303.93,282.29,262.6142857142857,272.15,282.20714285714286,291.59285714285716,301.05,308.415,301.02,299.7057142857143,296.1271428571428,291.95285714285717,301.37857142857143,290.7285714285714,312.4866666666667,305.35857142857145,330.3025,334.57399999999996,334.67999999999995,331.1228571428572,327.22749999999996,324.61833333333334,329.2742857142857,324.9,321.82800000000003,318.29,325.96799999999996,327.4,319.935,320.20666666666665,312.11,315.27857142857147,306.61833333333334,297.92285714285714,290.6614285714286,326.4428571428571,311.4871428571429,300.5785714285715,299.11,L9
2023-01-08 22:15:00+00:00,,,259.67,257.87199999999996,267.06,275.598,286.68199999999996,295.06,303.91600000000005,298.1,294.062,292.73,291.692,299.95,288.586,309.98400000000004,303.284,327.5825,331.01,332.556,329.836,325.5375,322.86,325.83000000000004,323.255,318.3375,314.148,317.23333333333335,320.62,314.0,314.49333333333334,308.2966666666667,309.136,302.714,295.436,291.046,319.348,307.75,296.648,294.566,L8
2023-02-17 22:15:01+00:00,,,255.625,255.452,265.052,273.65250000000003,288.038,297.502,304.562,295.412,291.614,291.23400000000004,292.162,298.892,288.332,305.8,302.29200000000003,325.215,328.8325,330.448,329.148,324.61199999999997,320.552,322.402,322.71400000000006,317.538,311.11,316.6225,320.0433333333333,314.8566666666666,313.35,309.3,305.96000000000004,301.882,294.566,291.02,314.21799999999996,305.258,294.44,292.16400000000004,L9
2023-02-24 22:20:39+00:00,,,257.17,255.68400000000003,271.604,280.08,288.4375,301.12,307.246,294.23,290.456,291.3,293.134,299.322,289.51800000000003,307.96400000000006,302.294,324.725,328.58000000000004,329.99,329.106,322.77799999999996,319.608,320.678,321.844,315.68,309.544,313.815,320.8825,315.1175,312.03,309.675,309.65749999999997,302.22799999999995,295.736,291.896,312.066,304.692,293.642,290.674,L9
2023-02-25 22:14:39+00:00,,,257.17,256.34499999999997,271.52,282.12600000000003,290.902,302.0333333333333,308.6366666666667,294.23,290.715,292.815,293.24333333333334,300.4166666666667,289.71,306.87500000000006,301.88666666666666,324.91999999999996,331.916,330.00333333333333,329.2133333333333,322.895,319.63166666666666,320.495,321.7866666666667,315.37833333333333,308.92,313.258,320.446,314.96999999999997,311.152,309.748,309.65749999999997,302.22799999999995,295.736,292.06,311.7,304.01666666666665,293.642,290.674,L8
2023-03-05 22:14:49+00:00,,,257.17,255.8085714285714,270.42571428571426,282.2283333333333,291.65333333333336,302.35714285714283,309.1771428571429,294.22499999999997,290.88142857142856,292.7,293.11,300.36428571428576,289.6714285714286,306.1485714285714,301.79714285714283,324.7383333333333,331.64833333333337,330.2557142857143,329.21,323.2214285714286,319.6985714285714,320.5885714285714,321.8742857142857,315.46714285714285,308.56,313.2916666666667,319.93666666666667,314.46,310.75666666666666,310.0366666666667,309.65749999999997,302.4083333333333,295.69166666666666,292.31857142857143,311.89142857142855,303.68857142857144,293.70166666666665,290.44,L9
2023-04-05 22:20:04+00:00,,,257.17,256.15,271.89500000000004,284.282,293.496,304.1466666666667,310.71000000000004,293.838,290.64500000000004,293.02500000000003,293.70166666666665,300.8433333333333,289.88166666666666,305.3616666666666,301.87166666666667,323.69999999999993,331.39,329.98333333333335,329.3733333333333,322.2633333333334,319.40999999999997,319.7333333333333,321.6066666666666,315.0133333333333,307.52166666666665,312.61,318.68199999999996,312.08666666666664,309.7766666666667,309.1016666666667,311.6366666666666,303.15999999999997,296.658,293.455,312.1449999999999,302.68333333333334,294.25600000000003,290.058,L8
2023-04-06 22:14:33+00:00,,,257.17,256.15,271.89500000000004,284.282,293.496,304.1466666666667,310.71000000000004,293.838,290.64500000000004,294.1985714285714,294.0785714285715,302.5228571428571,289.6114285714286,305.7871428571429,302.3114285714286,325.08666666666664,332.065,330.6828571428572,329.34857142857146,323.37857142857143,319.48999999999995,320.55,322.3457142857143,315.0133333333333,309.74285714285713,312.61,318.68199999999996,312.08666666666664,309.7766666666667,309.3242857142858,311.6366666666666,303.15999999999997,296.658,293.5142857142857,313.7257142857143,302.68333333333334,294.25600000000003,290.058,L9
2023-04-14 22:14:09+00:00,,,257.17,257.1257142857143,271.04714285714283,283.3833333333333,292.9533333333333,303.38142857142856,310.2685714285714,294.41833333333335,291.2742857142857,293.9575,293.41875,301.77,289.585,306.5775,302.27,325.91285714285715,332.6485714285714,330.77625,329.35249999999996,324.13625,320.005,321.63125,322.555,315.76000000000005,310.45624999999995,314.13666666666666,320.08166666666665,313.78999999999996,311.3285714285715,309.57375,310.85499999999996,302.855,296.28833333333336,293.18625,315.53,303.17428571428576,294.96166666666664,290.65833333333336,L8
2023-04-21 22:20:18+00:00,,,257.17,257.82,270.67625,282.29571428571427,291.9342857142857,303.19875,309.94625,294.96999999999997,291.89750000000004,293.56111111111113,293.2366666666667,300.8877777777777,289.4122222222222,307.18,302.54555555555555,326.5025,332.83625,331.03555555555556,329.19555555555553,325.14444444444445,320.24555555555554,322.74555555555554,322.6333333333333,316.17375,311.08666666666664,315.22428571428566,321.4857142857142,315.32375,312.57375,309.5233333333333,310.27599999999995,302.6385714285714,296.25714285714287,292.74333333333334,316.2511111111111,303.4975,295.8885714285715,291.26714285714286,L8
2023-05-15 22:20:23+00:00,,,257.17,260.12875,271.9875,284.5242857142857,293.30333333333334,304.65749999999997,310.7425,297.59000000000003,295.09625,293.9075,292.76222222222225,300.60999999999996,289.09777777777776,307.4144444444444,302.7111111111111,326.5025,333.68,332.35555555555555,329.4188888888889,327.15666666666664,321.0877777777778,325.6677777777778,323.0566666666667,317.45125,311.8588888888889,317.0925,321.4857142857142,315.32375,312.57375,309.5233333333333,312.44999999999993,302.56,295.92857142857144,292.1255555555556,318.0888888888889,304.33375,296.17142857142863,292.63142857142856,L9
2023-05-24 22:14:04+00:00,,335.73,257.17,260.12875,271.9875,285.33,296.14,304.65749999999997,310.7425,297.59000000000003,297.26444444444445,296.86333333333334,292.807,300.42199999999997,289.275,308.564,303.492,326.5025,333.68,333.128,329.99,328.33599999999996,322.25,327.366,323.703,318.8233333333334,313.35,317.0925,321.4857142857142,315.32375,314.76666666666665,309.89700000000005,315.68666666666667,303.6425,296.74375,292.321,318.0888888888889,306.0177777777778,296.17142857142863,292.63142857142856,L9
2023-06-01 22:13:55+00:00,,335.73,257.17,260.12875,271.9875,285.33,296.14,304.65749999999997,310.7425,297.59000000000003,297.26444444444445,296.86333333333334,293.01454545454544,300.2709090909091,289.33181818181816,308.564,304.1818181818182,326.5025,333.68,333.8190909090909,330.89181818181817,329.6963636363636,323.5618181818182,329.6781818181818,324.4890909090909,320.269,314.6890909090909,317.0925,321.4857142857142,315.32375,314.76666666666665,309.89700000000005,315.68666666666667,303.6425,296.74375,292.3036363636364,318.0888888888889,307.579,296.17142857142863,292.63142857142856,L8
2023-06-08 22:19:48+00:00,,335.73,257.17,260.12875,271.9875,285.33,296.14,304.65749999999997,310.7425,297.59000000000003,297.26444444444445,296.86333333333334,293.01454545454544,300.2709090909091,289.33181818181816,308.564,304.1818181818182,326.5025,333.68,333.8190909090909,331.2,330.4533333333333,324.06750000000005,330.4166666666667,324.87166666666667,320.7336363636364,315.3175,318.28222222222223,323.17499999999995,315.32375,314.866,308.83090909090913,315.68666666666667,303.6425,296.74375,292.3036363636364,318.0888888888889,308.37454545454545,296.17142857142863,292.63142857142856,L8
2023-06-09 22:14:00+00:00,,335.73,261.3875,260.42,270.93,284.23777777777775,295.76375,306.23555555555555,310.7425,297.59000000000003,297.26444444444445,296.86333333333334,293.0841666666667,300.19,289.685,309.63454545454545,304.67833333333334,326.5025,333.68,334.44416666666666,331.63461538461536,331.4230769230769,324.95076923076925,331.6446153846154,325.48692307692306,321.6675,316.34923076923076,318.28222222222223,325.35777777777776,315.32375,314.866,308.83090909090913,315.68666666666667,304.82222222222225,296.74375,292.19416666666666,318.0888888888889,309.14,296.17142857142863,292.63142857142856,L9
2023-07-11 22:14:12+00:00,,335.73,266.6425,261.8022222222222,271.7155555555555,284.1333333333334,295.605,306.3488888888889,310.51125,298.8342857142857,298.84888888888895,298.0211111111111,293.3883333333333,299.91,290.445,310.926,304.7083333333333,327.5342857142858,335.23375,335.1445454545455,331.99923076923073,332.35,326.03692307692313,332.96,326.2376923076923,323.00416666666666,317.9907692307692,320.84222222222223,327.0811111111111,316.29285714285714,316.1922222222222,309.5681818181818,316.1166666666666,304.89,296.5425,292.2775,320.3888888888889,310.89500000000004,298.2,293.83714285714285,L9
2023-07-27 22:14:14+00:00,,335.73,266.6425,261.8022222222222,271.7155555555555,284.1333333333334,295.605,306.3488888888889,310.51125,296.69,296.55600000000004,294.72300000000007,291.97615384615386,297.94461538461536,289.21153846153845,309.3354545454545,303.88307692307694,325.82875,333.8044444444444,333.74333333333334,331.12,331.39076923076925,324.8985714285714,331.75142857142856,324.9871428571428,321.88153846153847,317.00428571428574,319.31800000000004,325.909,315.61375,314.799,307.06416666666667,316.1166666666666,302.716,294.15222222222224,290.6230769230769,318.21999999999997,309.66076923076923,296.045,292.03625,L9
2023-08-12 22:14:23+00:00,,335.73,268.98400000000004,262.376,270.88599999999997,283.438,295.3277777777778,306.3488888888889,310.51125,296.69,296.55600000000004,295.4054545454546,291.87142857142857,298.0192857142857,289.17357142857145,309.3354545454545,303.88307692307694,325.82875,333.8044444444444,333.97538461538466,331.1053333333333,331.50357142857143,324.87466666666666,332.08799999999997,324.96066666666667,322.1121428571428,317.15133333333335,320.13000000000005,326.53363636363633,316.75333333333333,315.4218181818182,307.4030769230769,316.1166666666666,302.716,294.481,290.8192857142857,318.21999999999997,309.76000000000005,296.045,292.03625,L9
2023-08-27 22:20:47+00:00,,335.73,276.7766666666667,264.6871428571429,267.22285714285715,280.42875,294.1114285714286,304.76,307.22200000000004,297.35999999999996,298.63428571428574,294.84875,291.31545454545454,296.75272727272727,288.89090909090913,309.70375,304.91299999999995,326.248,333.14166666666665,334.992,331.55583333333334,333.9218181818182,325.50615384615384,333.8507692307693,325.2923076923077,323.3916666666667,318.68461538461537,320.88222222222225,327.48333333333335,316.86428571428576,315.3711111111111,305.4463636363636,314.67199999999997,302.4625,293.86,290.3272727272727,320.68571428571425,310.79333333333335,297.30333333333334,292.79833333333335,L8
2023-09-29 22:14:38+00:00,,335.73,276.7766666666667,265.9071428571429,267.3357142857143,278.23625000000004,291.66857142857145,302.86833333333334,303.95799999999997,297.81333333333333,299.76000000000005,294.68125,291.35090909090906,296.10181818181815,289.1827272727273,310.22625,304.93899999999996,327.54799999999994,334.07666666666665,334.977,331.6625,333.9118181818182,325.58076923076925,334.1284615384615,325.2146153846154,323.5991666666667,319.1053846153846,320.9977777777778,328.0111111111111,317.59999999999997,315.7111111111111,305.2481818181818,312.16333333333336,302.46875,294.29375,290.3627272727272,320.7657142857143,311.1958333333334,299.27333333333337,293.865,L9
2023-11-15 22:20:35+00:00,,335.73,273.34000000000003,263.626,264.86199999999997,275.50666666666666,290.475,300.185,296.9433333333333,292.40250000000003,295.605,293.23833333333334,290.4475,292.98875000000004,289.015,307.334,303.6242857142857,324.1933333333333,329.40000000000003,334.03999999999996,331.96222222222224,332.76375,325.312,333.10699999999997,324.50899999999996,322.62,317.69,318.2857142857143,326.67999999999995,315.808,314.05285714285714,303.81875,308.33000000000004,301.53833333333336,293.3833333333333,290.14,311.735,310.604,296.5475,290.795,L8
2023-11-24 22:14:51+00:00,,,271.392,262.6933333333333,264.03000000000003,270.91166666666663,283.68666666666667,296.96799999999996,294.5875,292.29200000000003,289.62,287.35,289.90250000000003,291.75625,288.55125,303.11,301.89285714285717,323.5625,329.20000000000005,332.3457142857143,330.9866666666667,330.16625,323.538,330.71500000000003,323.477,320.948,315.45500000000004,317.1225,325.39888888888885,314.4166666666667,310.1671428571429,303.09,297.9325,299.02833333333336,292.28166666666664,290.82625,310.824,308.60600000000005,295.726,290.72,L8
2023-12-10 22:14:45+00:00,,,269.058,261.50333333333333,262.99,268.92,280.27500000000003,290.512,293.836,291.865,288.7,286.9042857142857,288.34285714285716,289.1014285714286,287.2185714285714,298.12399999999997,298.14000000000004,323.002,328.19800000000004,328.305,327.52857142857147,322.285,318.69,323.3675,320.00625,316.3975,309.80375000000004,314.575,320.63875,313.2085714285714,307.7728571428571,303.74375,296.416,295.7233333333333,292.42999999999995,291.0257142857143,309.99833333333333,303.15000000000003,294.93666666666667,290.57666666666665,L8
2023-12-17 22:20:36+00:00,,,267.22833333333335,260.9757142857143,262.1657142857143,268.44142857142856,279.64428571428573,289.87833333333333,292.65000000000003,292.15857142857146,288.7083333333333,286.935,287.62125,286.84875,287.2185714285714,298.12399999999997,298.14000000000004,320.60833333333335,326.8666666666667,327.17285714285714,327.1575,321.7314285714286,318.5833333333333,322.7477777777778,319.87666666666667,315.9711111111111,308.9211111111111,313.8077777777778,320.16555555555556,312.44625,307.89625,304.1588888888889,295.3283333333333,295.68571428571425,293.0175,288.88,308.8742857142857,302.60111111111115,294.98,290.6842857142857,L8
