dates,satname,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0039,nzd0575-0040,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,nzd0575-0036,nzd0575-0037,nzd0575-0041,nzd0575-0042,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0038,nzd0575-0046,nzd0575-0047,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0065
2001-12-30 21:55:49.115000,L7,168.53,165.45,,,,,,179.32,171.49,167.99,177.79,175.32,164.68,163.27,151.16,178.52,181.36,170.51,159.29,93.97,96.79,73.80,90.52,154.54,156.64,58.14,166.77,159.85,162.54,151.79,169.15,176.49,168.02,134.49,,,,,,,,83.25,117.12,89.54,,,,,,,,,,,,,164.25,150.76,,,,155.65,169.60,153.37,161.06,168.32,146.69,104.86,,
2002-01-22 22:02:16.754000,L7,152.89,170.43,,173.44,188.30,187.82,174.46,176.89,171.74,166.42,173.12,165.84,159.81,113.58,,,,,,,,,,,,,,158.36,160.43,176.63,180.98,165.08,157.82,122.12,,,,,,,,,,150.93,49.66,99.44,83.20,,,174.79,181.28,,,,,,,,,,,,,,,,,,,
2002-02-07 22:02:17.936000,L7,181.88,177.67,175.24,183.12,193.13,191.39,193.05,,,,,177.17,176.75,184.01,187.89,178.34,186.07,180.04,190.08,183.81,122.33,178.34,178.22,175.61,176.08,182.31,170.45,175.55,176.93,177.42,178.71,182.05,190.99,151.89,33.15,32.61,,144.55,194.05,166.04,167.65,71.23,174.63,170.15,127.48,101.72,114.42,,,,132.04,,,191.93,,,153.15,175.14,,127.62,,162.31,164.53,151.15,186.63,172.19,150.64,153.99,139.19,
2002-03-04 21:56:09.860000,L7,185.95,185.39,159.53,191.35,195.96,191.21,185.91,178.06,170.73,173.97,183.18,174.00,169.76,121.32,141.12,153.33,157.56,158.95,170.32,114.95,108.35,134.90,,,155.96,156.73,176.71,156.82,156.98,168.87,180.23,178.27,155.01,111.83,33.00,34.34,,,,,,45.89,120.67,91.73,128.24,136.68,128.56,,,,,,,,,,,,,,,,,44.44,34.20,150.90,130.51,98.83,,111.97
2002-03-11 22:02:19.622000,L7,141.63,168.83,,184.94,189.64,148.76,180.96,178.46,171.54,168.82,180.38,168.10,160.68,82.52,,,,,,,,,,,,,171.44,152.49,152.35,162.04,175.19,171.33,153.30,104.72,,,,,,,,,99.12,116.30,157.71,110.41,100.39,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,376.71,360.04,353.21,362.47,326.24,341.18,385.52,382.54,386.10,373.45,366.81,358.80,361.36,319.10,358.25,358.50,349.42,340.54,215.09,208.00,209.04,208.71,207.05,208.76,207.23,210.00,209.24,205.32,198.71,209.45,209.31,215.29,213.69,225.64,216.92,221.64,220.63,219.37,223.69,230.36,224.64,214.24,209.78,202.81,204.56,210.98,208.87,209.88,215.00,205.46,223.41,221.84,220.64,221.91,224.04,229.11,223.75,221.73,217.58,224.11,225.68,223.92,219.81,222.87,223.64,221.37,220.36,214.60,208.66,211.13
2002-10-30 21:55:01.471000,L7,174.23,173.05,,175.93,186.34,187.63,182.45,175.57,170.47,165.17,165.56,157.72,164.75,109.94,,,,,,,,,,,,,,163.48,142.66,170.52,176.60,165.07,158.20,111.83,16.83,,121.25,123.06,,,,,163.53,114.06,115.62,114.47,100.14,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,146.35,114.26,,,,140.67,174.35,174.88,161.40,160.18,161.05,111.57,159.42,90.85,,,,,,,,,,,,,,,,150.45,172.41,165.51,140.50,33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19 21:55:54.479000,L7,190.20,190.20,120.02,89.44,112.93,200.79,188.27,186.15,175.28,182.38,187.56,182.78,181.84,186.16,189.57,189.00,195.06,187.35,186.83,161.24,167.55,182.64,181.09,180.27,173.53,160.93,179.24,165.47,170.35,168.37,182.51,188.70,173.63,178.09,50.22,41.91,,,,,,167.80,159.08,49.06,109.16,51.36,139.81,122.15,125.57,146.62,139.64,8.31,,,,,,,,,,147.48,163.89,158.04,167.35,162.22,147.62,169.76,161.12,
2003-03-14 22:02:08.508000,L7,132.07,172.53,,180.63,191.89,172.24,173.49,169.32,165.28,153.12,157.14,132.94,160.59,168.13,158.48,84.04,,,,,,,,,,,171.54,152.77,144.35,149.12,169.64,159.64,149.40,107.22,29.00,,,,,,,,160.35,155.02,133.66,107.83,91.86,,,,137.34,,,,,,,,,,,,,,,,,,,
2003-04-15 22:02:09.929000,L7,162.00,177.51,152.93,188.50,191.52,191.55,173.40,181.54,166.58,171.53,184.07,175.82,175.55,177.12,149.14,61.35,,175.33,158.39,172.79,183.96,125.26,117.11,,108.72,159.67,179.71,164.09,166.33,181.20,179.42,167.06,151.78,108.58,,,,,,,,136.47,152.26,160.57,153.44,114.42,120.68,117.13,151.65,148.90,132.54,,,,,,,,,,,,,,28.06,147.34,129.65,152.74,151.09,135.39
2003-07-21 21:43:45.776000,L5,176.66,171.19,170.41,183.98,186.71,185.43,179.34,171.73,160.12,163.68,166.12,162.87,164.18,153.74,151.81,,,157.01,154.62,123.58,129.44,139.91,,,,109.92,158.06,97.69,160.64,160.61,150.54,156.32,162.69,87.22,,,,,,,,156.87,158.87,157.31,156.34,157.80,155.33,163.40,141.37,,,,,,,,,,,,,,75.79,68.35,66.02,88.06,85.09,149.60,140.06,
2003-08-13 21:50:20.872000,L5,181.92,182.39,177.90,194.09,191.12,192.95,184.47,181.08,169.52,172.77,176.08,170.87,173.91,174.32,167.29,166.43,165.12,178.80,170.29,166.68,164.91,168.24,164.49,165.01,167.25,163.09,169.10,162.21,168.40,164.35,165.37,171.12,157.43,152.31,19.24,45.84,132.74,176.17,,,,164.75,170.70,158.72,163.21,170.49,172.65,157.36,166.82,149.75,149.09,,,,,145.20,178.31,147.22,,,,78.38,98.84,87.16,95.83,162.78,136.46,168.42,157.59,162.56
2003-08-29 21:50:38.152000,L5,285.67,284.65,283.54,281.94,285.15,280.80,278.42,272.52,270.99,270.70,264.56,258.54,254.57,253.68,253.42,255.38,253.29,255.80,248.70,250.98,246.05,247.35,240.59,242.34,244.36,243.58,241.86,241.58,240.60,241.99,242.04,244.44,248.53,256.27,253.90,255.90,256.83,260.51,255.85,259.20,257.29,264.54,264.49,255.86,257.83,255.07,257.02,258.03,261.57,262.74,269.23,254.42,260.31,258.19,258.11,257.39,257.59,254.73,257.00,256.42,255.28,256.81,255.74,258.79,253.57,256.37,255.98,259.11,264.57,264.88
2003-09-14 21:50:54.515000,L5,269.25,265.95,267.34,258.42,265.88,260.19,252.03,254.01,245.43,255.57,242.07,250.73,240.16,241.44,240.17,249.77,243.11,240.80,240.18,236.34,239.49,233.91,230.00,226.02,232.22,226.69,231.76,228.62,230.19,235.68,231.00,233.68,240.59,248.86,247.59,252.67,254.06,251.58,254.63,248.60,256.26,239.87,240.26,243.50,239.16,243.46,243.82,241.04,238.48,236.74,223.42,249.21,255.88,254.87,248.64,248.54,250.90,251.98,250.02,247.33,249.01,248.56,250.86,247.57,250.06,246.23,249.48,243.94,245.48,250.42
2003-10-16 21:51:19.969000,L5,214.01,215.93,216.59,218.37,217.64,216.04,220.36,208.48,211.89,208.13,210.53,204.11,206.26,204.12,207.83,210.27,210.33,212.09,202.23,206.28,201.64,206.75,198.07,202.89,198.35,202.81,199.39,201.87,201.88,200.89,204.24,208.40,214.09,218.44,217.84,216.26,214.18,219.52,222.91,225.76,227.98,195.44,197.66,195.26,191.54,198.79,207.08,203.71,201.15,206.05,205.06,218.24,223.20,222.60,221.76,214.84,215.76,213.83,220.58,219.87,221.23,212.45,212.66,208.80,210.70,204.86,206.61,199.74,194.70,201.23
2003-11-17 21:51:45.201000,L5,217.90,216.58,217.74,217.61,219.29,216.49,216.03,209.67,211.50,205.29,211.74,208.94,204.43,211.01,209.96,212.38,215.67,211.19,211.64,206.75,210.17,205.12,205.18,206.45,205.50,207.19,205.94,206.19,205.73,203.47,206.65,210.08,221.22,219.46,223.91,221.92,218.51,226.27,221.54,225.24,221.36,200.88,199.92,196.15,196.49,196.59,200.27,202.73,199.82,209.68,211.12,225.48,224.54,218.80,225.22,214.09,212.44,213.41,226.42,216.81,213.54,208.44,210.94,208.14,209.13,206.03,205.02,200.62,200.46,200.06
2003-12-03 21:51:55.424000,L5,216.55,219.16,219.50,226.47,223.67,223.79,220.42,214.61,214.56,213.90,212.30,213.10,207.60,209.52,208.75,212.64,210.04,212.36,206.92,208.15,204.89,203.58,201.82,204.41,201.12,203.59,204.08,203.04,203.29,202.27,202.13,208.35,212.49,217.13,214.11,215.89,217.15,214.00,224.10,217.98,225.18,210.15,203.83,196.60,202.09,202.92,205.97,209.27,210.97,212.01,214.44,214.35,220.34,212.03,215.79,210.08,213.04,210.05,213.62,216.14,215.18,212.78,210.07,209.11,210.59,206.23,203.24,201.54,211.80,206.63
2003-12-28 21:45:57.554000,L5,223.69,224.20,223.64,226.68,225.27,227.52,219.98,217.06,212.67,215.93,218.05,214.07,212.61,212.57,213.69,214.05,211.20,217.17,210.71,211.92,208.86,209.21,206.88,205.08,207.18,205.78,208.41,206.55,212.13,207.76,221.13,226.67,214.32,221.29,216.95,218.70,214.85,219.35,221.97,227.00,225.72,206.89,202.82,201.70,202.15,203.72,208.44,209.05,210.67,213.20,214.61,217.99,218.57,215.33,222.29,215.06,216.40,214.71,214.61,220.49,221.05,215.47,215.83,214.30,213.16,213.79,208.08,207.76,201.70,208.17
2004-01-04 21:52:10.021000,L5,217.96,218.11,219.25,212.60,212.53,210.64,206.43,201.16,201.98,201.44,204.66,199.13,197.94,197.84,204.38,201.50,202.46,204.22,199.50,196.74,196.35,199.48,191.48,198.61,191.22,204.87,203.72,193.89,175.54,121.73,61.08,202.32,207.26,214.15,214.51,214.21,188.56,200.60,199.11,156.99,198.04,192.95,190.93,190.51,190.79,190.35,195.17,199.39,196.54,199.28,200.39,212.92,204.92,199.12,202.20,193.21,181.58,182.07,135.46,196.01,196.64,193.03,208.39,207.00,202.15,201.84,197.81,200.46,196.74,193.36
2004-02-05 21:52:16.959000,L5,206.23,206.44,207.93,210.44,207.52,207.43,197.55,150.14,158.78,189.60,148.63,46.01,15.92,,,41.80,110.38,164.28,185.54,184.66,172.28,173.11,47.83,25.93,35.75,,153.02,155.25,149.94,152.03,141.41,107.50,81.63,107.81,142.64,187.47,197.95,195.37,171.41,180.33,159.21,,135.55,126.11,96.08,,,,,,,192.86,192.80,179.59,190.73,,,,181.85,,,,,,,,,,,
2004-04-09 21:52:55.698000,L5,233.20,228.19,233.67,233.84,233.91,230.71,226.94,220.66,220.26,221.61,221.70,221.57,215.23,217.17,215.11,220.61,217.73,223.44,215.38,219.20,214.58,218.00,211.32,212.31,211.18,210.41,212.78,209.38,213.43,211.20,214.26,220.05,222.03,228.58,227.33,223.76,230.36,232.73,234.16,234.02,230.49,212.52,213.87,214.17,211.20,213.39,213.23,215.05,219.19,218.99,224.46,224.60,225.30,231.15,234.37,230.28,222.06,226.83,227.15,229.15,227.00,218.74,227.43,218.62,226.34,216.76,221.91,215.32,210.78,217.56
2004-04-18 21:47:01.335000,L5,179.49,174.87,172.79,186.01,186.85,184.36,181.53,171.93,167.72,173.27,173.38,172.66,170.91,162.06,159.23,145.41,160.18,176.88,151.59,100.66,121.84,162.45,,156.60,159.72,153.48,160.46,154.23,161.98,158.38,163.15,163.18,145.35,138.30,14.19,37.71,,,,,,169.82,166.84,162.37,162.48,163.64,170.17,168.30,165.11,157.31,165.06,,,,,,,29.11,,,,167.35,163.82,170.91,175.10,156.07,147.07,168.88,165.73,167.25
2004-04-25 21:53:23.341000,L5,34.61,75.90,78.97,82.74,74.83,187.14,175.84,176.81,163.15,170.29,171.87,170.55,173.72,161.77,160.98,155.33,131.08,175.38,131.50,99.69,72.98,153.36,47.24,153.71,163.82,157.07,160.48,161.72,160.22,160.53,158.76,167.59,139.26,107.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:47:56.357000,L5,186.89,188.46,188.34,203.08,202.94,201.27,186.50,178.33,174.40,183.43,183.18,179.03,179.88,110.54,,,,,,,,,,177.18,183.28,89.18,30.47,43.31,27.64,163.28,176.49,184.92,183.24,82.09,,178.60,159.48,192.63,132.12,123.13,195.71,184.89,183.31,183.26,181.56,182.74,186.02,185.61,183.35,177.10,170.44,199.50,189.95,196.95,147.57,173.58,186.50,186.79,181.54,,,190.98,189.99,195.28,130.77,118.65,134.71,179.45,180.43,182.99
2004-06-05 21:48:24.950000,L5,188.17,187.03,181.14,196.39,197.60,195.32,187.80,186.55,175.75,181.47,184.23,184.09,183.13,174.17,168.09,139.97,136.88,182.09,173.29,170.21,178.96,160.37,167.74,170.74,174.66,168.13,179.61,167.45,178.90,173.08,177.49,177.94,176.46,112.61,,,148.95,186.29,195.60,193.81,194.73,176.46,173.83,165.52,163.02,170.45,168.18,169.46,169.93,171.46,164.93,,,,,,,50.73,,,,71.92,69.66,82.63,69.04,118.39,120.51,175.33,168.29,174.95
2004-07-07 21:49:21.098000,L5,187.68,190.01,181.04,196.20,197.25,197.23,190.83,189.02,177.07,186.15,186.20,178.42,183.68,169.77,157.56,155.21,182.23,97.64,175.14,19.10,171.53,167.82,168.11,165.56,177.99,167.85,172.80,166.51,177.17,171.16,178.47,175.88,172.24,176.22,,,145.96,151.83,,,,178.45,168.82,167.84,165.66,174.01,175.04,167.96,177.88,163.12,160.79,,,,,,,,,,,30.08,70.23,80.77,66.69,91.75,23.39,172.20,160.98,165.74
2004-07-14 21:55:43.104000,L5,249.39,247.93,247.61,248.50,246.49,248.94,245.78,243.31,242.44,237.85,236.25,235.01,230.96,236.50,227.47,233.56,230.55,237.31,235.09,233.81,230.43,236.90,227.48,238.66,230.78,224.92,223.71,220.51,225.43,220.76,250.03,228.30,237.57,246.74,242.89,237.05,256.56,251.86,241.82,236.22,235.97,238.99,211.14,258.31,316.66,237.85,248.17,212.08,212.34,190.39,198.88,243.01,245.29,248.70,245.16,260.66,243.79,264.58,243.88,236.23,273.57,272.92,267.71,240.60,229.11,227.63,227.66,237.93,249.47,230.86
