dates,satname,nzd0260-0000,nzd0260-0001,nzd0260-0002,nzd0260-0003,nzd0260-0004,nzd0260-0005,nzd0260-0006,nzd0260-0007,nzd0260-0008,nzd0260-0009,nzd0260-0010,nzd0260-0011,nzd0260-0012,nzd0260-0013,nzd0260-0014,nzd0260-0015,nzd0260-0016,nzd0260-0018,nzd0260-0019,nzd0260-0020,nzd0260-0021,nzd0260-0022,nzd0260-0017
2015-09-24 22:06:25.709000,L8,,,,,,,,,,,,,,,,,,272.94,269.68,266.81,264.33,267.16,277.46
2015-12-13 22:06:33.519000,L8,298.94,282.94,285.78,290.31,321.26,360.24,346.78,351.72,355.22,356.14,347.70,349.49,336.00,361.42,349.19,373.42,372.91,375.75,376.19,366.21,363.50,334.57,372.42
2015-12-29 22:06:33.122000,L8,,,,,,,,,,276.80,275.14,289.77,298.58,302.22,292.45,280.84,301.72,286.84,286.02,281.60,283.06,287.70,294.02
2016-01-30 22:06:29.534000,L8,314.94,293.92,281.47,287.81,288.67,304.70,295.73,298.09,282.53,292.25,294.79,313.95,314.74,313.78,325.82,312.11,323.57,316.18,323.36,319.16,324.54,336.16,329.94
2016-06-06 22:06:07.051000,L8,302.18,278.91,268.41,275.91,312.57,275.27,,,,,262.42,273.20,284.38,324.48,337.05,281.09,320.27,292.77,287.08,283.34,284.21,286.82,301.00
2016-07-08 22:06:20.711000,L8,,,,,,,,,,,,,,,,,279.80,273.23,270.13,269.55,269.06,274.02,280.25
2016-08-09 22:06:27.877000,L8,324.83,287.75,258.53,280.12,284.82,287.02,,,,,262.37,279.43,290.54,280.41,398.74,392.40,393.28,356.81,291.59,299.75,298.50,300.55,366.29
2016-09-10 22:06:39.443000,L8,316.70,357.81,303.55,352.87,397.83,303.50,296.94,296.93,283.59,,289.06,290.34,304.16,312.56,328.38,305.75,319.17,308.16,322.22,344.58,346.37,306.40,316.56
2016-10-12 22:06:45.172000,L8,,,,,,,,,,,,,,,,,,286.30,270.14,272.13,269.33,268.12,272.19
2017-01-16 22:06:35.035000,L8,,,,,,,,,,261.46,262.97,276.62,282.27,279.89,263.99,271.10,289.26,274.12,276.83,275.74,273.02,275.05,282.44
2017-04-06 22:05:57.916000,L8,291.77,282.79,283.57,,,,,,,,257.77,269.82,286.86,298.59,307.59,281.82,302.22,291.83,287.77,289.34,281.51,287.17,297.09
2017-04-22 22:05:48.327000,L8,307.47,291.30,293.03,316.95,347.44,334.59,361.58,361.37,,,267.22,282.58,303.65,306.74,321.32,300.89,319.25,307.10,309.61,303.62,301.71,302.63,311.47
2017-05-08 22:05:47.247000,L8,297.37,283.19,287.79,300.13,319.50,342.01,340.57,344.09,345.47,320.24,320.80,276.30,372.36,336.13,354.38,298.71,323.41,331.73,333.82,307.75,301.97,306.64,334.21
2017-06-25 22:06:11.601000,L8,,,,,,,,,,,,,,,,,280.38,274.90,269.81,266.58,263.67,263.15,278.72
2017-08-12 22:06:28.266000,L8,363.23,343.69,348.25,338.54,362.96,362.37,338.95,285.27,293.88,300.38,354.96,374.10,373.74,361.89,325.10,302.23,316.95,303.11,297.82,303.19,299.40,301.87,311.02
2017-11-16 22:06:40.336000,L8,303.17,289.72,280.15,300.66,282.44,288.02,292.22,295.36,280.97,303.43,285.72,304.51,305.07,309.11,331.89,301.84,314.20,304.93,302.52,314.94,307.54,307.00,314.95
2017-12-02 22:06:34.857000,L8,294.37,277.26,274.01,281.98,280.34,,,,,290.54,282.15,279.38,300.08,333.13,319.89,280.84,319.15,313.82,291.50,284.87,292.27,295.28,299.36
2018-03-08 22:06:03.851000,L8,,,,,,,,,,,256.15,259.65,275.86,287.41,293.79,277.16,294.93,284.73,280.28,277.22,278.78,284.21,291.01
2018-03-24 22:05:56.183000,L8,307.06,287.44,264.02,275.10,283.01,282.20,,,,279.86,288.81,295.06,301.74,309.21,327.52,311.19,320.00,308.12,309.48,307.19,308.15,307.47,318.25
2018-05-27 22:05:16.737000,L8,,,,,,,,,,,,,,,,259.55,293.53,296.90,295.16,285.44,270.34,277.11,303.99
2018-10-18 22:06:17.672000,L8,,,,,,,,,,266.03,265.91,288.52,292.80,302.46,310.12,281.76,301.49,288.73,282.46,282.44,283.04,285.71,296.40
2018-11-19 22:06:22.186000,L8,,,,,,,,,,274.80,268.08,283.80,289.71,296.97,272.29,275.25,292.25,280.94,276.58,273.26,271.21,274.66,287.05
2018-12-21 22:06:18.644000,L8,287.57,281.62,279.69,296.49,279.97,327.32,274.25,284.90,272.72,283.79,271.57,303.45,298.37,304.73,317.37,283.81,300.30,312.05,320.35,315.22,307.22,305.03,320.59
2019-02-07 22:06:11.622000,L8,299.00,285.72,279.65,294.66,291.39,288.78,296.69,349.63,351.29,352.90,296.93,322.88,314.22,317.14,334.06,316.39,374.98,361.59,320.18,313.66,321.12,320.87,379.93
2019-02-23 22:06:08.536000,L8,295.62,278.59,288.27,304.72,,,,,,,,,,,,276.08,295.31,275.02,278.09,275.16,275.83,277.19,288.27
2019-04-12 22:05:54.693000,L8,,,,,,,,,,,,,,,,271.01,280.28,273.47,272.39,268.50,268.16,270.22,282.44
2019-07-01 22:06:20.459000,L8,298.37,277.60,265.11,277.83,292.17,286.94,,,327.44,321.42,265.49,267.93,282.45,281.93,310.48,284.12,304.01,293.05,284.94,282.79,284.73,296.54,316.46
2019-08-18 22:06:35.194000,L8,328.26,307.52,297.44,299.03,342.88,358.06,349.47,351.92,357.14,,265.66,271.50,345.85,351.79,344.51,343.34,336.30,329.44,321.49,343.99,329.35,318.72,332.39
2019-10-05 22:06:48.280000,L8,298.01,284.85,265.19,272.41,277.23,,,,,270.10,272.35,291.01,293.97,302.22,315.21,288.48,304.37,270.08,286.75,,,,284.23
2019-10-21 22:06:49.847000,L8,333.79,322.07,286.54,356.29,376.01,284.84,,,,281.94,298.49,288.65,293.55,378.24,309.80,314.85,,307.67,310.90,315.39,298.20,304.27,327.52
2019-11-06 22:06:48.641000,L8,322.42,307.28,317.54,342.91,377.28,389.00,348.46,365.65,318.22,306.69,331.38,307.13,288.63,320.22,376.01,358.82,335.69,357.67,296.87,278.30,304.91,277.47,356.38
2019-12-08 22:06:44.689000,L8,,,,,,,,,,267.70,269.79,277.57,287.78,299.94,273.54,271.00,291.02,275.67,275.34,272.88,270.24,274.47,282.65
2020-02-10 22:06:28.847000,L8,281.37,229.88,259.71,282.75,,,,,,,255.79,276.93,282.20,271.38,265.21,,,,,,,,
2020-03-13 22:06:18.160000,L8,293.51,280.09,284.47,296.56,,,,,,,,,,,,272.28,285.97,275.44,277.36,273.42,269.17,280.63,282.11
2020-07-19 22:06:19.856000,L8,302.14,278.09,289.65,,,,,,,,263.51,270.93,285.45,281.86,308.64,277.33,300.10,291.27,336.28,,,,296.47
2020-10-07 22:06:45.752000,L8,,,,,,,,,,260.07,265.72,269.76,277.81,281.88,268.18,,279.19,276.07,274.61,271.77,265.80,271.15,277.83
2020-12-10 22:06:47.213000,L8,305.93,316.27,334.41,335.54,392.70,396.58,289.12,298.12,280.97,292.98,288.39,312.70,307.61,314.60,,,,,,,,,
2021-02-12 22:06:31.303000,L8,,,,,,,,,,,,277.35,278.02,291.70,265.22,,,,,,,,
2021-03-16 22:06:15.871000,L8,292.61,278.52,285.05,300.43,,,,,,,256.93,278.77,290.34,291.65,311.32,282.15,300.48,285.20,296.00,290.23,285.14,289.27,292.04
2021-04-01 22:06:12.311000,L8,,,,,,,,,,,256.38,249.67,276.94,288.09,268.14,272.50,290.44,281.66,279.36,275.72,273.05,280.72,284.80
2021-05-03 22:05:56.714000,L8,316.27,296.78,305.16,329.62,297.69,286.93,308.58,280.19,363.44,326.77,339.01,306.96,336.20,353.70,342.22,386.10,341.07,288.87,335.39,324.05,329.18,300.82,339.01
2022-01-14 22:06:39.395000,L8,,,,311.61,301.64,283.85,288.86,286.87,269.03,281.26,283.69,295.40,350.02,374.64,,,,,,,,,
2022-01-22 22:06:42.172000,L9,,,,,,,,,,264.56,275.91,276.78,294.76,280.53,266.24,,,,,,,,
2022-01-30 22:06:34.320000,L8,298.50,283.53,276.75,286.26,284.81,275.18,287.41,283.65,278.59,270.47,283.93,298.71,333.32,354.06,360.64,336.81,347.12,299.28,303.54,293.18,295.88,296.08,304.63
2022-02-23 22:06:32.050000,L9,,,,,,,,,,,267.87,286.08,290.34,302.00,310.99,283.53,306.41,290.79,290.20,284.98,291.74,290.61,298.26
2022-03-27 22:06:22.460000,L9,,,,,,,,,,,,,,,,269.97,285.96,271.64,273.90,272.24,267.10,277.92,272.90
2022-04-28 22:06:11.016000,L9,287.19,275.98,272.97,274.33,296.83,,,,,,255.68,256.40,271.67,273.78,308.24,278.35,296.99,285.55,281.98,277.78,277.09,286.10,288.21
2022-05-06 22:06:17.651000,L8,,,,,,,,,,,256.71,256.15,270.68,272.98,300.08,278.46,299.73,287.68,282.85,276.48,288.72,288.86,292.79
2022-07-01 22:06:18.392000,L9,305.78,285.43,292.37,290.39,313.14,287.27,,,,,319.64,339.94,347.87,337.00,364.21,355.62,361.29,351.32,337.57,321.46,329.41,322.27,356.27
2022-08-10 22:06:56.211000,L8,316.44,289.01,291.72,294.38,320.13,312.36,326.04,348.51,395.47,363.58,348.72,,380.27,348.59,352.96,380.02,,,324.44,319.34,320.51,312.16,
2022-08-26 22:06:58.286000,L8,293.69,275.05,278.92,279.58,282.13,276.14,,,,,263.59,349.06,345.03,337.10,335.25,300.40,341.74,329.73,314.15,325.86,311.64,304.67,343.07
2022-09-03 22:06:40.023000,L9,309.54,289.57,273.28,283.66,287.36,276.74,404.92,313.37,298.12,294.15,294.74,309.72,322.16,313.95,324.79,302.60,317.37,308.09,304.50,304.88,306.25,308.02,312.62
2022-10-21 22:06:53.495000,L9,,,,,,,,,,265.83,270.82,278.89,287.54,296.51,274.50,273.46,297.12,285.46,282.14,278.86,278.70,283.58,291.75
2022-11-14 22:06:59.140000,L8,,,,,,,,,,,,,,,,256.08,290.07,277.55,275.30,271.04,270.21,275.01,284.28
2022-12-24 22:06:50.044000,L9,,,,,,,,,,264.59,268.52,274.52,283.84,299.22,265.33,274.40,296.36,282.73,278.78,276.50,273.57,276.60,288.64
2023-02-18 22:06:37.945000,L8,,,,,,,,,,,,,,,,274.24,287.94,279.60,277.34,274.03,272.69,277.22,282.12
2023-03-06 22:06:26.184000,L8,,,,,,,,,,,255.29,273.68,277.65,290.71,273.86,274.07,287.24,275.87,275.38,271.93,271.41,271.00,283.36
2023-03-14 22:06:35.185000,L9,,,,,,,,,,,,,,,,271.91,286.90,275.15,274.70,272.56,270.17,271.78,278.78
2023-03-22 22:06:16.808000,L8,286.16,273.02,273.88,273.98,296.77,309.66,311.41,,,,259.07,267.51,282.14,292.80,294.54,282.54,304.14,292.71,285.33,280.22,292.67,291.56,297.20
2023-04-07 22:06:04.212000,L8,304.38,284.14,281.47,297.98,312.73,323.32,325.02,324.39,318.49,324.06,327.29,338.53,340.04,337.25,341.20,347.97,348.52,346.99,356.26,350.06,335.35,334.51,352.18
2023-04-15 22:06:16.894000,L9,309.52,290.29,272.52,276.07,281.49,278.25,,,,279.65,284.81,303.08,326.18,324.39,333.74,318.14,316.78,302.67,301.34,303.82,302.22,312.40,311.38
2023-04-23 22:05:57.137000,L8,307.67,299.02,295.36,294.21,305.14,318.23,312.35,310.30,318.54,289.65,350.06,352.33,346.62,366.72,345.84,340.95,336.58,342.24,327.89,291.44,299.32,298.12,337.58
2023-05-25 22:05:44.594000,L8,,317.69,274.72,278.46,286.40,290.92,332.72,338.74,361.14,273.14,292.01,292.91,303.04,299.23,320.90,292.70,313.69,301.32,302.57,298.58,295.75,300.39,309.13
2023-07-28 22:06:14.924000,L8,340.54,320.79,247.75,259.69,267.65,,,,,,260.58,263.11,278.94,275.89,301.97,273.88,292.25,283.23,285.04,278.86,285.44,287.95,286.41
2023-08-21 22:06:16.088000,L9,295.50,272.29,244.70,243.83,261.00,,,,,,,,,,,258.53,292.18,279.91,280.40,279.13,278.86,281.55,285.72
2023-08-29 22:06:26.093000,L8,306.04,293.10,291.29,302.30,254.60,,,,,,259.20,265.05,284.43,303.90,301.45,273.64,294.36,276.58,305.36,314.83,272.81,276.27,283.36
2023-10-08 22:06:34.267000,L9,,,,,,,,,,,,,,,,,285.87,278.34,275.58,271.86,272.98,273.52,283.44
2023-11-01 22:06:38.922000,L8,,,,,360.74,278.01,299.11,283.23,300.98,319.53,288.36,365.20,315.18,380.89,388.36,290.34,373.69,343.17,349.50,313.53,324.35,362.32,355.39
2023-11-09 22:06:36.795000,L9,320.67,304.03,311.39,340.07,359.19,375.99,365.96,369.06,391.92,,,,,,,,,358.55,355.10,350.15,,,
2023-11-25 22:06:44.562000,L9,314.62,291.05,295.20,321.57,351.14,364.85,365.02,356.45,363.61,370.09,,,,,,379.10,374.61,375.81,383.62,389.20,,,374.01
2024-01-12 22:06:42.879000,L9,306.84,284.12,280.80,291.52,326.71,279.70,303.89,301.05,281.99,304.16,346.78,350.62,347.74,366.72,329.78,315.62,328.31,316.00,315.71,316.36,308.83,310.78,320.37
2024-01-28 22:06:42.172000,L9,286.94,272.30,262.63,276.53,271.87,,,,,,256.95,280.51,281.41,290.02,284.23,275.67,296.24,280.99,280.28,279.79,274.83,278.58,290.12
2024-02-13 22:06:41.897000,L9,,,,,,,,,,,,,,,,261.70,282.76,277.41,276.42,272.25,273.71,277.80,280.61
2024-03-16 22:06:35.486000,L9,,,,,,,,,,,,,,,,262.06,287.07,276.30,276.35,272.55,273.51,279.30,282.43
2024-03-24 22:06:06.022000,L8,284.15,268.89,267.02,267.85,292.82,,,,,,,,,,,,,,,,,,
2024-04-17 22:06:15.767000,L9,,,,,,,,,,,,,,,,272.40,293.02,283.14,278.54,276.85,272.72,279.46,284.56
2024-05-03 22:06:01.963000,L9,292.99,279.14,285.36,242.03,260.23,,,,,,249.68,255.12,265.35,267.26,294.27,273.32,292.55,281.50,277.82,276.65,271.92,274.79,285.37
2024-06-20 22:05:30.931000,L9,341.47,359.95,,,,,,,,,295.51,327.74,367.40,351.11,345.22,294.85,312.48,298.63,303.17,300.60,295.64,294.85,319.82
2024-07-22 22:05:52.386000,L9,,,,,,,,,,,,,,,,,289.63,279.81,276.00,274.94,270.29,272.46,285.16
2024-09-08 22:06:11.989000,L9,343.32,329.07,335.35,349.91,341.93,291.86,293.77,296.38,280.22,281.39,303.16,299.04,316.14,334.82,367.33,335.64,331.73,311.14,340.27,332.54,340.55,305.74,338.61
2024-09-24 22:06:13.437000,L9,298.73,293.45,257.89,243.22,277.14,,,,,266.31,267.15,283.44,287.05,303.03,308.60,275.03,297.90,287.81,287.33,286.08,282.50,287.09,293.32
2024-10-10 22:06:22.341000,L9,338.70,326.39,337.16,364.24,388.04,400.66,399.50,378.00,406.54,365.21,356.14,371.16,383.11,384.68,329.76,313.93,318.22,310.15,306.92,309.84,308.92,307.54,315.23
2024-12-05 22:06:33.321000,L8,,,,,,,276.16,278.86,271.28,273.72,278.67,293.32,300.17,305.48,311.45,279.23,304.33,291.41,291.92,290.65,289.35,290.07,296.48
2025-01-06 22:06:30.529000,L8,322.22,305.93,308.86,330.65,286.01,278.25,382.62,383.56,282.12,383.88,380.65,356.40,350.68,376.23,369.17,370.13,374.45,313.57,313.82,302.73,304.89,306.52,379.91
2025-01-14 22:06:37.191000,L9,296.71,284.52,277.16,293.70,287.05,277.03,296.15,334.30,329.56,338.54,289.36,342.52,352.57,311.36,331.56,303.96,357.58,306.91,310.53,302.56,306.01,304.09,316.10
2025-02-07 22:06:29.219000,L8,,,,,,,,,,263.30,267.79,284.57,286.33,300.86,271.59,277.17,292.61,284.64,281.82,280.53,274.64,287.98,282.16
2025-02-23 22:06:19.447000,L8,,,,,,,,,,,263.94,282.89,282.12,302.65,310.36,281.68,296.83,285.06,284.25,283.90,278.66,293.78,286.11
2025-04-12 22:06:00.386000,L8,,,,,,,,,,,,,,,,263.79,288.08,282.37,280.92,276.61,273.86,282.24,279.98
2025-04-28 22:05:51.078000,L8,,,,,,,,,,,,,,,,,284.32,276.79,277.07,270.78,268.97,271.44,281.35
2025-05-06 22:06:06.538000,L9,,,,,,,,,,,,,,,,,,269.30,268.20,267.70,264.40,263.13,276.17
2025-05-14 22:05:50.556000,L8,302.64,279.40,287.04,294.02,313.26,280.41,275.60,280.73,282.16,321.99,269.18,289.70,306.45,353.83,346.96,293.45,307.77,292.47,293.82,290.80,281.29,288.60,301.50
2025-06-07 22:05:53.033000,L9,304.09,290.57,289.26,317.17,312.45,337.95,314.54,328.52,334.07,339.20,263.28,273.26,281.48,363.03,372.46,370.33,377.98,333.50,372.43,365.52,367.19,301.33,353.99
2025-06-15 22:06:04.647000,L8,300.92,273.58,235.54,263.88,269.66,278.98,,,,,258.33,256.32,267.39,269.49,309.14,282.84,299.99,293.79,291.04,287.43,283.39,289.96,297.77
2025-07-25 22:06:18.368000,L9,326.52,296.93,321.26,343.59,304.78,345.52,336.66,325.28,301.27,367.86,380.64,377.79,,395.60,376.88,346.04,329.23,345.83,356.46,363.87,,,339.40
2025-08-10 22:06:28.221000,L9,,,,,,,,,,,,,,,,,277.04,275.77,272.05,269.56,267.73,271.54,280.10
2025-08-26 22:06:33.318000,L9,292.88,277.63,277.13,299.06,300.19,,,,,,260.97,272.05,287.04,286.90,310.41,278.33,306.45,289.56,285.66,288.40,284.17,286.01,298.69
2025-09-19 22:06:39.287000,L8,263.04,274.97,267.96,284.56,,,,,,,,,,,,,288.18,278.50,280.25,278.69,279.97,282.74,282.17
2025-10-21 22:06:39.309000,L8,,,,,,,,,,,,,,,,257.90,294.71,282.94,277.54,277.33,273.62,277.54,285.49
2025-11-06 22:06:43.857000,L8,315.39,297.18,286.04,292.84,303.72,344.62,328.51,344.34,365.13,362.20,330.92,324.99,333.15,380.21,384.24,354.82,352.38,340.08,326.53,331.62,395.68,,347.06
2025-11-14 22:06:48.423000,L9,340.93,306.80,285.87,346.86,296.42,329.62,309.50,318.07,299.81,317.45,343.29,351.75,355.55,319.20,346.78,319.16,345.97,321.80,316.02,319.32,312.86,313.76,335.61
