dates,satname,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058,nzd0276-0010,nzd0276-0011,nzd0276-0052,nzd0276-0053
2000-11-25 21:56:47.006000,L7,,,,,253.73,298.31,297.88,299.70,289.68,292.56,257.60,274.49,275.03,282.03,302.58,301.20,304.41,292.58,291.63,281.57,286.13,280.17,304.02,295.68,289.45,272.74,,296.84,298.09,307.53,315.08,326.39,315.19,301.81,,,,,,,,,,,,,,,,,,,,,,279.16,,,
2001-09-25 21:54:52.649000,L7,262.05,243.51,241.42,241.99,266.66,286.58,299.06,304.60,289.96,283.08,267.50,280.61,290.54,295.04,305.41,291.23,311.11,333.86,336.98,337.83,336.34,328.59,321.82,325.41,330.93,355.43,279.40,368.82,376.68,350.31,370.23,351.35,344.81,340.91,362.40,359.34,343.57,324.93,304.71,319.32,318.62,307.37,303.05,303.65,299.92,319.02,296.27,307.14,367.12,374.68,291.97,302.74,303.18,310.34,332.49,281.31,267.93,310.80,286.55
2002-02-16 21:55:18.119000,L7,281.02,256.30,295.39,351.37,347.46,354.25,299.68,293.26,319.37,306.33,277.93,277.31,261.66,260.04,284.68,267.80,266.26,284.76,268.27,273.81,261.50,268.37,260.54,264.69,276.64,283.79,305.04,289.73,307.19,313.18,316.65,305.01,311.32,326.30,317.49,306.34,307.97,293.90,300.05,294.74,293.52,267.68,279.77,274.38,290.88,303.45,280.33,287.91,,,295.71,312.96,362.83,344.88,333.30,312.93,302.31,,
2002-05-07 21:55:15.811000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.19,301.95,305.97,321.02,309.88,293.16,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:54:24.198000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.83,279.77,323.98,315.69,,,,
2002-10-14 21:54:07.948000,L7,,,,,,,,,,,,,,,264.49,261.30,263.81,286.29,255.63,255.48,,,,,,,,,,,,,,,,,,,,289.53,277.51,274.89,276.64,265.05,266.10,271.25,260.75,,,,,,,,,,,,
2003-04-24 21:55:10.390000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04,279.55,283.46,328.19,314.95,,,,
2003-05-26 21:55:07.877000,L7,313.50,274.69,282.48,295.14,276.68,298.90,300.79,306.36,290.16,310.37,270.71,274.55,305.85,301.83,316.81,311.67,329.54,320.50,324.15,332.81,318.12,316.48,289.55,291.84,288.84,288.68,281.44,306.68,312.26,333.69,343.87,344.09,325.52,317.07,326.78,330.23,323.16,314.75,305.72,312.32,304.19,314.25,304.69,288.21,319.82,296.95,314.12,295.64,,,316.97,313.42,317.47,285.66,316.99,309.68,276.72,,282.38
2013-05-13 22:08:23.242000,L8,,,,,,,,,,,,,256.89,265.33,261.66,268.44,281.91,270.48,258.93,256.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17 22:08:27.088000,L8,,,,,,,,,,,,253.04,255.94,275.22,266.29,266.27,275.48,281.24,287.97,284.30,,,,,,,,,279.21,299.83,290.75,283.52,297.20,291.11,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:07:08.406000,L8,,,,,,,,,,,,251.82,265.17,272.01,285.68,288.54,304.54,279.47,285.79,284.59,290.43,294.93,306.68,271.92,289.53,333.23,315.30,270.28,278.24,299.73,317.76,349.25,297.01,,,,,,,269.85,287.11,288.65,279.89,300.30,272.65,276.75,285.78,,,,,,,,,,,,
2016-10-12 22:06:45.172000,L8,,,,,,,,,,,,,,,,,,,,,287.94,268.42,292.58,300.62,304.47,311.62,332.59,374.52,372.46,300.67,283.31,284.47,281.28,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:05:48.327000,L8,,,,,,,,,,,,,,255.46,263.44,266.41,287.53,273.13,269.82,263.86,267.99,274.68,272.56,295.16,303.25,268.89,294.75,297.54,369.28,365.73,349.12,344.43,317.50,317.74,306.39,347.88,329.99,298.86,,271.43,288.74,299.80,292.59,302.94,261.69,262.67,,,,,,,,,,,,,
2019-04-12 22:05:54.693000,L8,,,,,,,,,,,,,,,,,,277.40,299.49,290.11,287.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:48.641000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.52,279.29,286.90,299.06,287.34,293.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:06:39.395000,L8,,,,,342.40,396.37,350.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:35.185000,L9,,,,,,,,,,,263.65,259.58,269.63,275.46,282.97,293.06,286.98,289.81,285.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24 22:06:13.437000,L9,,,,,,,,,,,,250.83,246.15,272.35,277.10,278.67,288.95,313.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:06:30.529000,L8,,228.20,313.72,269.16,364.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
