dates,satname,nzd0206-0000,nzd0206-0001,nzd0206-0002,nzd0206-0003,nzd0206-0004,nzd0206-0005,nzd0206-0006,nzd0206-0007,nzd0206-0008,nzd0206-0009,nzd0206-0010,nzd0206-0011,nzd0206-0012,nzd0206-0013,nzd0206-0014,nzd0206-0015,nzd0206-0016,nzd0206-0017,nzd0206-0018,nzd0206-0019,nzd0206-0020,nzd0206-0021,nzd0206-0022,nzd0206-0023,nzd0206-0026,nzd0206-0027,nzd0206-0028,nzd0206-0029,nzd0206-0030,nzd0206-0031,nzd0206-0032,nzd0206-0033,nzd0206-0034,nzd0206-0035,nzd0206-0036,nzd0206-0037,nzd0206-0038,nzd0206-0039,nzd0206-0040,nzd0206-0041,nzd0206-0042,nzd0206-0024,nzd0206-0025
2001-09-09 21:54:36.880000,L7,,,,,,,,327.95,319.53,327.21,327.24,318.07,305.47,321.50,332.69,328.42,368.34,,,,,,,364.63,219.16,244.92,261.79,285.94,298.98,325.68,327.07,307.70,306.63,312.96,391.63,,425.87,370.00,360.16,384.53,366.31,318.02,268.49
2001-09-25 21:54:28.694000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.01,287.84,297.13,326.09,322.20,332.74,318.72,,
2001-10-02 22:00:28.615000,L7,,,,,,,,,,,,369.40,354.13,312.87,328.22,314.78,293.66,300.96,302.66,299.88,296.31,290.43,261.15,241.18,,,,,,346.01,336.70,346.95,,,,,,,,,,,
2001-12-30 21:54:37.254000,L7,316.86,310.55,320.88,320.88,337.18,320.29,319.07,313.60,307.40,301.49,299.48,288.18,297.56,310.62,326.62,319.74,305.10,296.86,354.33,326.24,266.49,345.63,,,186.23,192.69,213.70,239.04,254.89,276.99,279.64,283.67,281.78,287.05,296.84,347.71,356.76,357.31,355.52,361.46,375.17,,
2002-01-06 22:00:55.947000,L7,,,,,,,,,,,,,,,,,,,,,,,,,202.95,220.42,249.37,260.54,260.78,262.66,260.94,252.88,263.08,275.21,305.91,335.13,349.72,406.24,378.97,,421.94,,
2002-02-16 21:54:54.191000,L7,349.66,343.50,345.59,342.61,353.01,345.25,343.08,342.24,338.03,334.36,332.38,327.93,327.90,335.97,338.30,335.85,332.83,326.45,332.73,342.10,344.77,338.21,332.68,310.54,225.24,232.16,261.98,294.60,301.13,321.15,324.08,310.40,314.61,330.70,331.41,352.47,390.50,380.91,373.38,383.15,,305.58,269.54
2002-03-20 21:54:48.224000,L7,347.36,334.26,347.26,333.48,340.50,331.53,330.75,331.49,328.74,322.56,326.22,306.37,311.54,327.76,333.85,332.27,333.66,328.41,331.45,333.51,338.91,330.20,327.22,305.66,221.89,224.39,250.71,283.52,286.30,305.59,308.94,297.16,303.78,299.83,309.48,337.35,377.46,374.12,369.44,381.33,409.76,294.86,266.26
2002-05-30 22:00:49.912000,L7,,272.13,289.86,301.20,303.25,306.88,287.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:00:43.616000,L7,319.90,289.77,284.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-01 22:00:39.142000,L7,368.86,340.23,323.18,326.87,331.33,333.88,330.06,287.20,298.97,271.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-17 22:00:32.598000,L7,,291.34,305.98,307.66,319.75,330.05,315.02,293.66,309.39,304.12,281.08,,,,,296.39,308.34,317.20,325.58,311.55,310.13,306.05,297.73,272.81,187.39,167.18,199.06,202.77,,,,,,,,,,,,,,250.53,243.87
2002-08-02 22:00:25.276000,L7,,281.54,291.59,317.65,314.38,320.05,302.29,263.47,304.60,299.91,279.90,,277.85,336.30,327.08,325.98,322.83,322.08,324.71,313.93,310.39,305.59,289.89,282.73,272.87,164.43,205.40,196.33,,,,,366.70,319.18,300.47,292.95,308.26,297.07,365.39,349.20,379.84,286.66,328.13
2002-08-27 21:54:00.253000,L7,293.98,293.19,,,,,,,,,,,,,326.81,320.30,296.53,303.19,313.87,322.36,323.57,310.65,309.10,290.77,213.40,197.72,242.79,261.29,273.43,278.14,269.26,258.67,268.01,285.28,370.92,385.54,339.68,364.36,358.35,370.11,345.41,277.55,234.24
2002-10-14 21:53:43.769000,L7,318.76,316.54,322.70,319.95,329.64,321.12,320.25,315.91,313.94,305.26,307.32,298.79,308.14,311.68,324.16,325.04,315.17,308.26,314.77,320.62,320.17,318.36,309.40,284.31,199.84,201.83,236.89,267.49,274.68,293.25,290.17,289.82,286.86,293.69,303.62,322.01,364.94,355.34,353.26,369.77,378.41,269.14,231.41
2002-12-01 21:54:16.937000,L7,,,,,,,,,,,,,,,,,,,,,,323.64,322.13,304.42,213.61,215.82,254.57,334.39,,,,376.49,363.53,348.51,335.40,345.72,413.22,420.23,388.87,,,286.00,255.24
2003-01-18 21:54:30.278000,L7,373.54,368.25,,,359.54,334.25,331.76,319.29,339.33,312.26,313.35,300.31,306.38,308.16,320.87,317.87,312.00,302.76,,367.52,318.41,318.79,307.96,285.10,200.80,203.60,235.27,270.82,274.30,288.03,293.48,297.11,297.37,304.54,345.15,362.08,371.01,,,,,266.22,225.62
2003-01-25 22:00:42.755000,L7,,,,,,,391.07,382.59,378.04,366.28,366.57,350.94,351.07,356.01,353.88,339.30,329.54,328.76,326.49,325.60,319.98,315.04,287.50,267.71,183.47,202.23,232.77,242.73,246.29,247.58,255.84,,,,,,,,,397.17,414.68,251.47,
2003-03-23 21:54:40.711000,L7,350.35,338.18,343.98,343.71,346.22,330.65,328.41,327.61,318.75,318.68,320.91,314.91,315.47,328.52,337.49,332.30,328.55,331.25,333.72,331.16,331.60,335.38,325.70,304.32,235.48,221.94,255.06,292.55,290.65,314.56,305.98,296.12,296.13,311.54,315.22,343.20,,,,,,300.04,277.54
2003-04-24 21:54:46.433000,L7,286.77,281.32,,,,,,,,,,,,,,273.14,288.53,292.82,303.26,312.20,309.38,259.88,303.00,277.63,201.86,184.42,215.07,242.17,243.59,253.83,,,,,287.71,309.71,331.81,348.55,343.07,354.45,325.58,260.57,228.27
2003-07-21 21:42:33.857000,L5,,,,,,,,,,,,,,,,296.51,302.24,307.82,323.64,324.27,327.80,300.04,317.45,296.97,215.12,191.05,232.57,251.92,263.12,233.07,,262.06,278.58,281.23,297.42,325.44,323.51,358.49,356.96,362.48,348.88,305.59,261.70
2003-08-06 21:42:51.203000,L5,,,,,,,,,,,,,,,,297.46,309.29,313.20,323.82,318.60,313.94,313.82,321.07,310.33,213.39,204.34,232.95,259.42,258.31,296.89,249.74,261.46,274.30,281.03,297.98,317.92,329.43,356.37,362.55,368.94,357.80,286.55,251.98
2003-10-25 21:44:04.226000,L5,335.02,331.28,329.63,325.81,325.59,319.09,315.96,322.62,329.10,328.02,326.88,325.20,327.62,328.65,335.73,322.02,318.15,313.29,317.30,318.79,319.29,321.75,325.01,313.06,235.97,228.46,260.62,296.89,298.96,308.28,313.66,308.97,313.93,319.85,323.93,347.66,365.43,359.51,361.17,368.56,379.13,304.34,277.21
2003-11-17 21:50:33.425000,L5,,,,,,,,,,,,,,,,,,,,327.49,332.70,330.70,315.17,292.58,,,,,,,,,,,,,,,,,,267.23,
2004-01-04 21:50:58.245000,L5,,,,,,,,,,372.49,374.65,370.30,370.82,371.71,368.57,363.72,327.09,321.65,324.92,315.77,310.62,311.03,310.21,295.79,233.63,225.83,259.42,262.31,264.14,271.81,250.31,,,,,,,,,,,291.01,275.06
2004-02-14 21:44:57.678000,L5,330.08,325.29,323.98,323.56,332.70,312.66,311.93,307.36,305.87,297.21,297.02,296.44,310.83,315.64,323.99,322.04,316.66,311.75,317.71,322.85,313.44,312.51,302.28,277.09,200.86,206.38,248.64,281.10,283.58,295.75,300.16,301.93,299.03,304.33,306.80,323.38,353.63,344.87,346.01,358.97,372.54,257.99,217.65
2004-02-21 21:51:11.055000,L5,371.45,374.15,366.34,375.09,361.68,348.09,338.53,327.15,314.01,303.26,279.67,292.56,,306.38,301.83,265.50,243.10,262.79,271.57,266.69,258.45,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.25,327.55,332.66,346.54,344.46,,
2004-03-17 21:45:08.368000,L5,,,,,303.25,290.88,287.95,290.60,279.93,269.14,265.87,,,,291.44,267.71,279.13,278.97,294.50,300.63,302.75,297.32,290.45,249.14,,171.26,207.23,239.20,245.88,252.56,257.59,272.04,256.96,,282.42,304.11,310.32,320.44,316.55,326.78,329.30,229.82,
2004-04-02 21:45:18.969000,L5,,,,,,,,,,,,,,277.04,290.31,274.72,273.25,278.10,283.39,279.02,269.20,,,,181.11,181.46,215.86,247.91,254.98,260.50,247.24,251.14,,,,,,291.47,317.29,335.16,336.75,,
2004-05-20 21:46:44.438000,L5,307.49,293.20,308.18,310.19,316.20,297.21,303.90,300.17,289.03,288.92,297.60,299.23,295.05,298.96,309.93,314.36,317.62,315.04,318.56,318.92,318.99,317.24,320.57,300.96,221.49,220.77,243.71,276.77,288.83,307.30,307.26,302.40,307.01,319.65,324.85,341.72,354.26,354.61,355.38,363.81,367.41,293.91,267.60
2004-07-07 21:48:09.180000,L5,301.98,298.02,275.50,287.48,301.39,283.26,272.54,288.24,290.48,284.67,320.69,255.79,,,,,,,,349.97,327.79,330.18,317.05,301.62,219.28,207.34,239.35,271.77,270.98,260.88,255.71,278.74,287.04,300.18,307.08,325.07,334.46,357.50,366.06,361.13,349.09,285.58,260.47
2004-08-08 21:48:50.888000,L5,,,,,,,,,,,,,,,,,,,240.19,275.76,302.67,290.91,296.39,266.31,190.68,169.44,216.82,249.80,253.45,263.54,242.44,259.45,265.35,275.84,288.05,310.33,323.84,332.07,329.07,332.49,341.25,254.46,212.23
2004-08-15 21:55:13.826000,L5,,,273.92,301.93,360.08,348.02,317.11,305.11,298.78,277.26,271.26,289.63,304.16,322.67,316.10,298.25,287.66,296.70,296.44,290.68,288.40,279.49,264.78,244.56,,,,,,,,,,,,,,,,,,,
2004-08-24 21:49:18.016000,L5,,,,,,,,,,,,,,,,,280.99,282.40,295.11,294.70,300.54,286.30,286.70,246.96,170.55,170.14,207.53,234.77,246.99,265.58,246.48,266.81,264.48,,280.04,296.38,305.85,334.45,332.50,341.64,335.66,243.79,197.94
2004-09-16 21:56:05.694000,L5,,,,,,,,347.97,349.82,333.92,330.15,320.80,322.16,328.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,289.39,280.29,285.58,287.10,299.81,287.54,289.52,278.35,281.13,263.06,,,,,,,265.41,259.31,279.78,286.40,282.93,286.34,266.73,243.88,,152.35,194.72,238.66,250.72,251.84,250.42,262.87,263.39,,281.22,289.74,320.49,330.33,325.34,333.07,330.48,239.09,
2004-10-02 21:56:26.934000,L5,,,,,,,,379.11,379.78,379.21,365.59,341.76,335.79,343.21,340.70,335.07,327.48,330.20,333.42,321.67,349.46,328.44,296.63,279.22,174.97,194.60,226.10,237.17,241.93,239.24,245.00,,,,,,,,,,,241.69,
2004-10-18 21:56:47.864000,L5,,,,,,,,,,,,,,,342.09,335.60,325.12,330.93,334.55,328.82,321.27,320.71,294.25,280.57,172.72,196.18,225.72,237.43,241.58,241.40,254.68,,,,,,,,,,,243.44,
2004-10-27 21:50:47.740000,L5,301.56,287.51,286.10,286.16,294.01,285.60,281.23,281.25,279.91,272.37,,,,276.06,294.39,289.62,269.68,264.09,274.90,285.02,280.39,283.46,265.08,246.75,,,,,,,,,,,,,,,,,,242.31,
2004-11-03 21:57:06.950000,L5,,,,,,,,,,,,,,,,345.95,334.51,331.55,329.25,324.19,322.69,316.55,276.95,261.14,171.95,189.80,218.49,237.97,248.18,252.10,254.48,,,,,,,,,,,221.38,
2005-01-22 21:58:26.454000,L5,390.50,379.17,365.88,373.28,361.61,351.39,342.83,336.84,348.06,324.37,321.65,314.17,302.82,320.10,321.17,282.94,265.94,277.81,267.70,250.74,,,,,,,,,,,,,,,,,,,,,,,
2005-02-07 21:58:39.182000,L5,,,,288.55,355.56,341.83,337.21,322.52,318.03,304.15,313.68,296.49,,,,259.46,252.96,275.28,273.44,265.29,266.89,259.26,,,,,,,,,,,,,,,,,,,,,
2005-02-16 21:52:37.927000,L5,327.65,320.40,316.26,328.81,338.50,331.60,329.65,329.07,323.99,337.40,311.80,305.28,298.67,286.19,304.78,,,,,,,,,,172.32,168.31,223.36,266.85,280.57,290.64,296.52,309.22,314.42,326.64,333.11,345.32,370.78,364.18,361.68,381.69,399.67,,
2005-03-04 21:52:52.217000,L5,340.30,334.55,331.94,336.34,337.12,328.04,322.32,318.42,317.00,313.54,315.61,306.25,315.52,318.99,332.82,328.78,330.63,321.04,326.70,330.10,327.67,327.22,326.10,300.13,217.34,211.77,253.19,292.73,296.04,312.16,315.14,309.15,310.04,328.84,322.11,339.09,362.64,354.76,359.46,375.28,395.38,296.18,257.10
2005-03-11 21:59:07.988000,L5,,,,374.12,363.49,306.16,333.41,318.71,305.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12 21:59:19.166000,L5,296.34,277.20,273.55,341.55,352.13,285.74,316.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03 22:00:20.258000,L5,,,268.54,293.22,340.78,317.59,334.24,307.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 22:00:20.901000,L5,,,,,,,,,,,,,,,,,304.87,305.37,305.53,297.92,306.75,292.25,,,,,,,,,,,,320.64,364.78,336.97,347.51,402.75,,,,,
2005-10-30 21:54:03.531000,L5,369.21,345.98,335.50,336.47,331.22,325.46,322.53,320.21,321.24,338.61,339.62,337.22,337.94,338.33,345.19,348.85,324.83,320.08,319.57,325.34,324.39,326.35,322.64,318.36,282.85,247.72,276.95,316.35,328.31,316.54,321.34,308.72,317.17,322.99,324.44,341.65,373.56,373.72,371.75,382.86,390.21,323.26,300.90
2005-11-15 21:54:26.309000,L5,350.35,346.62,341.76,324.77,325.28,315.61,317.25,313.88,312.76,311.79,327.04,326.58,328.08,333.57,332.06,338.08,327.80,320.69,314.46,317.97,325.91,327.30,322.55,307.20,262.41,233.26,273.62,298.50,314.99,321.89,315.65,319.66,321.25,324.98,331.27,344.38,358.60,355.00,363.75,373.87,380.94,306.00,296.60
2005-11-22 22:00:47.086000,L5,,,,,,,,,,,362.60,344.41,348.34,341.76,342.86,334.81,331.15,332.27,346.88,344.71,354.10,330.98,316.39,300.75,184.52,202.43,231.33,246.82,243.25,250.10,252.95,266.82,268.95,,,,,,,,,271.52,
2006-02-03 21:56:19.035000,L5,296.44,292.03,286.62,290.96,304.65,289.47,288.52,288.41,281.07,273.13,273.27,267.27,280.46,286.07,298.28,292.82,274.65,272.86,292.80,299.39,297.54,,,,,143.10,200.59,246.10,251.85,262.26,269.02,281.32,287.57,294.08,298.64,312.98,346.85,331.36,317.82,333.04,342.10,,
2006-02-19 21:56:39.909000,L5,,263.93,268.51,285.72,298.51,277.18,271.97,273.38,271.05,261.31,270.63,,,282.31,296.93,293.94,257.43,265.51,280.53,285.33,287.89,283.23,274.91,,,,,,,,242.37,275.06,278.39,278.20,287.39,305.07,332.33,308.30,299.39,328.86,,,
2006-03-14 22:03:19.226000,L5,370.82,375.47,358.13,371.54,359.35,323.11,347.54,335.63,315.32,294.04,274.08,273.64,,,,262.32,264.11,274.77,282.89,277.52,273.74,274.54,,,,,,,,,,,,,,,,,,,,,
2006-04-15 22:03:54.771000,L5,363.63,326.94,286.10,300.66,301.59,299.16,292.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,,,,,,,,,,,,,,,,304.97,310.18,309.14,317.38,318.09,316.46,309.39,319.45,301.36,218.30,199.88,232.46,250.14,257.90,,237.49,261.81,287.57,282.63,299.99,320.04,328.94,356.28,356.56,364.28,353.11,287.32,258.96
2007-09-25 22:05:12.918000,L5,,,,,380.99,370.63,367.49,364.41,359.73,348.77,343.77,346.14,343.01,346.93,343.59,339.70,336.56,333.46,315.07,304.20,299.58,296.56,277.30,272.69,192.03,203.29,230.33,246.63,243.94,246.83,245.66,,,,,,,,,,,251.09,209.82
2008-02-25 21:56:25.254000,L5,,,,,,,,,,,,,,276.36,290.01,284.78,279.46,280.28,292.90,299.19,293.38,276.58,283.90,265.06,181.28,173.86,215.13,252.16,267.99,271.60,281.61,286.51,286.63,288.28,291.22,315.51,332.55,327.17,327.83,345.10,349.04,245.91,
2008-10-29 21:55:48.424000,L5,355.91,374.03,355.47,279.91,278.90,275.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-14 21:55:28.444000,L5,,,,,379.25,370.46,366.94,360.08,352.02,341.70,331.94,327.43,320.64,320.28,320.24,310.83,297.50,297.78,303.52,300.96,299.09,298.12,273.37,260.47,,,,,,,,,,,,,,,,,,235.17,
2008-12-25 21:50:34.359000,L5,330.24,319.64,319.64,317.35,314.16,,,,,,261.29,275.51,291.07,299.59,312.78,319.10,305.26,303.43,310.62,318.89,317.18,311.86,304.95,286.92,205.44,204.74,245.42,278.07,293.56,298.64,304.35,302.90,312.95,316.77,314.37,328.28,349.70,337.47,339.10,353.73,369.34,275.37,236.71
2009-11-26 21:56:28.873000,L5,346.44,348.45,332.92,341.07,325.47,333.11,317.27,314.76,314.12,319.42,308.63,306.01,286.23,,,,259.78,295.41,300.22,314.61,316.99,316.93,311.63,288.74,278.94,258.59,279.81,304.40,304.98,323.44,336.99,333.97,341.12,358.60,336.99,341.79,363.52,358.64,361.55,371.00,384.07,281.58,277.46
2009-12-12 21:56:37.955000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,147.47,193.49,231.56,245.48,238.11,251.33,268.83,260.54,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,290.78,284.21,281.60,291.76,296.93,288.96,275.89,280.26,285.15,271.96,281.73,268.44,277.83,,,,263.78,267.03,283.12,291.76,286.28,288.05,276.43,240.48,,167.93,213.56,249.92,258.92,268.32,269.63,282.61,290.36,299.92,303.01,315.76,332.83,318.08,310.51,331.16,344.41,235.89,
2010-01-29 21:56:53.427000,L5,292.65,287.95,281.83,294.44,294.24,279.49,267.76,277.66,274.94,268.17,271.61,,,,289.08,291.17,266.37,270.31,280.58,292.46,285.60,277.16,277.20,245.53,179.14,171.45,215.28,252.77,261.81,272.10,272.01,280.75,288.62,290.86,297.95,309.53,327.26,317.05,309.02,331.51,337.91,236.88,201.74
2010-10-28 21:55:51.312000,L5,332.00,326.03,328.70,327.67,330.98,328.10,327.27,316.56,317.00,316.22,323.01,313.03,313.62,310.43,324.29,323.62,323.38,314.13,320.41,325.42,322.31,325.19,319.12,297.96,222.20,211.22,250.91,282.69,301.10,307.71,315.23,313.58,324.21,331.02,334.81,354.22,370.64,365.76,362.56,369.74,391.86,291.55,263.65
2010-11-20 22:02:01.191000,L5,,,,,,,375.49,367.26,364.86,356.90,351.52,346.05,344.13,343.20,341.80,337.77,335.80,330.87,325.97,315.37,313.80,311.09,289.48,277.55,190.92,208.44,242.55,251.25,259.33,254.08,253.67,,,,,,,,,,,262.76,227.50
2010-12-22 22:02:05.586000,L5,371.64,369.49,355.79,361.78,368.37,341.44,343.33,338.73,331.46,311.34,314.68,297.94,285.23,282.64,,,257.76,270.62,285.22,275.55,276.80,265.46,,,,,,,,,,,,,,,,,,,,,
2010-12-31 21:55:56.533000,L5,320.92,317.06,315.54,317.30,318.76,311.10,311.14,313.36,311.38,307.18,315.38,306.39,308.65,302.96,306.62,309.23,306.71,302.04,307.19,313.54,310.27,318.56,312.03,287.51,,,,,,,,,,,,,,,,,,276.53,228.80
2011-01-07 22:02:08.379000,L5,,,,,,,,,376.45,369.39,362.70,360.28,359.86,353.49,347.70,347.80,333.25,326.29,331.69,328.61,320.26,318.44,306.22,286.88,258.20,237.48,244.90,257.91,259.36,260.60,243.49,,,,,,,,,,,277.10,263.08
2011-01-16 21:55:58.174000,L5,373.08,364.85,363.32,360.64,367.07,375.13,349.36,360.53,355.05,344.98,343.81,340.20,336.48,338.33,343.61,334.49,333.89,335.63,354.58,352.17,364.08,360.79,355.83,339.21,288.49,,,330.51,317.81,320.73,335.43,336.08,343.17,350.81,354.04,371.08,379.84,370.73,381.16,386.41,410.47,332.63,332.12
2011-02-17 21:56:00.979000,L5,310.97,305.07,294.95,301.91,307.61,278.10,293.98,292.14,283.13,277.75,283.41,271.54,,,,267.86,257.67,280.01,300.95,304.59,300.60,288.47,276.27,,184.86,171.27,221.18,263.28,260.26,269.44,258.77,284.17,270.99,281.11,299.45,321.68,328.78,334.04,344.73,341.91,363.22,,
2011-03-12 22:02:07.527000,L5,,,,360.77,362.32,309.75,332.28,317.31,306.50,269.91,262.30,282.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-28 22:02:02.349000,L5,,,267.42,297.75,342.95,299.70,320.17,310.24,299.00,287.74,272.29,265.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-04 22:00:51.576000,L5,350.57,331.67,274.18,287.83,291.44,294.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:08:15.067000,L8,306.56,268.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.58,310.27,332.00,354.32,357.09,,
