dates,nzd0092-0000,nzd0092-0001,nzd0092-0002,nzd0092-0003,nzd0092-0004,nzd0092-0005,nzd0092-0006,nzd0092-0007,nzd0092-0008,nzd0092-0009,nzd0092-0010,nzd0092-0011,nzd0092-0012,nzd0092-0013,nzd0092-0014,nzd0092-0016,nzd0092-0017,nzd0092-0018,nzd0092-0019,nzd0092-0020,nzd0092-0021,nzd0092-0022,nzd0092-0023,nzd0092-0024,nzd0092-0025,nzd0092-0026,nzd0092-0027,nzd0092-0028,nzd0092-0029,nzd0092-0030,nzd0092-0031,nzd0092-0032,nzd0092-0033,nzd0092-0015
2024-09-23 22:11:42+00:00,230.60666666666665,241.70000000000002,221.34333333333333,224.50666666666666,236.645,232.14499999999998,244.12,236.99666666666667,240.82,238.31333333333336,261.925,252.10666666666665,229.4,243.98,205.2733333333333,213.89,236.29,255.9425,238.20999999999998,286.3533333333333,287.0466666666667,289.538,307.99,302.298,310.104,295.1225,286.71000000000004,308.118,240.70499999999996,293.5233333333333,329.20000000000005,297.265,309.0933333333333,
2024-11-18 22:11:59+00:00,236.79499999999996,254.18,224.95999999999998,224.1,224.555,225.92,236.4466666666667,245.24666666666667,240.82999999999998,231.75666666666666,232.42000000000002,243.14333333333335,254.08499999999998,256.5433333333333,224.42999999999998,213.89,253.87,280.335,251.87499999999997,321.28499999999997,291.75,303.80000000000007,319.735,317.33000000000004,319.21,318.475,315.91,348.51666666666665,,346.04499999999996,333.91,,304.81,
2024-12-04 22:12:00+00:00,236.79499999999996,254.18,224.95999999999998,224.1,224.555,225.92,236.4466666666667,245.24666666666667,240.82999999999998,231.75666666666666,232.42000000000002,243.14333333333335,254.08499999999998,256.5433333333333,224.42999999999998,213.89,236.31000000000003,265.66,243.01999999999998,321.28499999999997,287.51666666666665,302.54,317.36999999999995,317.8466666666667,321.33,320.61000000000007,319.7233333333333,342.4575,,338.0833333333333,332.03,,304.81,
2024-12-19 22:18:01+00:00,252.42999999999998,263.49,242.99666666666667,224.1,224.555,225.92,236.4466666666667,256.2525,240.82999999999998,231.75666666666666,232.42000000000002,243.14333333333335,254.08499999999998,255.36249999999998,224.42999999999998,213.89,236.31000000000003,265.66,243.01999999999998,321.28499999999997,287.51666666666665,302.54,317.36999999999995,317.8466666666667,321.33,320.61000000000007,319.7233333333333,342.4575,,338.0833333333333,332.03,,304.81,
2025-01-05 22:11:55+00:00,252.42999999999998,263.49,242.99666666666667,224.1,224.555,225.92,236.4466666666667,256.2525,240.82999999999998,231.75666666666666,232.42000000000002,243.14333333333335,254.08499999999998,255.36249999999998,224.42999999999998,213.89,228.9225,258.79,239.325,317.29333333333335,285.6725,303.02500000000003,317.2,317.8725,322.78,322.785,321.15,338.552,,334.3875,331.3933333333334,346.06,315.86,
2025-01-12 22:18:09+00:00,243.5325,251.035,234.72,223.17,224.79,224.925,233.09750000000003,247.67,228.82000000000002,222.79,217.97333333333336,229.3175,254.08499999999998,255.36249999999998,224.42999999999998,213.89,223.044,252.59,236.138,317.29333333333335,279.82,295.854,309.56,310.024,322.78,322.785,321.15,338.552,257.14,334.3875,331.3933333333334,346.06,315.86,
2025-01-13 22:11:54+00:00,243.5325,251.035,234.72,223.17,224.79,224.925,233.09750000000003,247.67,228.82000000000002,222.79,217.97333333333336,229.3175,254.08499999999998,255.36249999999998,224.42999999999998,213.89,220.16666666666666,250.59166666666667,234.64166666666665,316.6175,280.50333333333333,296.13500000000005,310.9583333333333,311.295,323.048,323.60600000000005,321.774,335.765,286.75,331.23,331.075,342.64,319.8833333333334,
2025-01-29 22:11:52+00:00,243.5325,251.035,234.72,223.17,224.79,224.925,233.09750000000003,247.67,228.82000000000002,222.79,217.97333333333336,229.3175,254.08499999999998,255.36249999999998,224.42999999999998,213.89,216.56714285714287,247.69571428571427,232.70714285714286,292.628,279.9585714285714,295.65142857142854,310.75,311.9114285714286,322.185,322.7683333333334,321.3,333.3,294.8533333333333,328.8333333333333,329.904,340.9166666666667,319.435,
2025-02-22 22:11:57+00:00,248.32000000000002,250.17999999999998,243.91,230.44666666666663,224.815,223.93,225.89666666666668,250.20499999999998,228.82000000000002,216.89666666666665,217.97333333333336,219.85,254.08499999999998,254.33,234.08499999999998,213.89,214.4175,246.8625,231.80125,277.1816666666667,280.07375,296.24,311.24625,312.96125,322.8385714285714,323.3542857142857,322.12,326.00857142857143,300.5525,327.51714285714286,329.985,340.76750000000004,320.802,
2025-03-01 22:18:03+00:00,239.20333333333335,236.48333333333335,232.97666666666666,220.42666666666665,225.41333333333333,223.88,218.08,242.4725,217.55000000000004,210.83333333333334,204.47333333333336,212.29666666666665,263.14,244.75499999999997,237.38,233.27,209.2675,242.8125,225.59,257.82,275.02000000000004,291.97625,306.7375,309.63125,324.90166666666664,326.26166666666666,318.17999999999995,322.78833333333336,300.5525,327.505,329.2,340.76750000000004,324.8,
2025-03-09 22:17:50+00:00,233.4975,236.48333333333335,232.97666666666666,220.42666666666665,225.875,224.65,219.45999999999998,237.344,215.78,209.6925,200.215,212.29666666666665,263.14,244.75499999999997,237.38,233.27,208.39666666666668,241.10444444444445,225.27,248.49285714285716,273.0077777777778,289.2688888888889,303.80333333333334,306.4811111111111,324.90166666666664,326.26166666666666,312.85375,315.1042857142857,292.23400000000004,327.505,329.2,340.76750000000004,324.8,
2025-03-10 22:11:52+00:00,233.4975,236.48333333333335,232.97666666666666,220.42666666666665,225.875,224.65,219.45999999999998,237.344,215.78,209.6925,200.215,212.29666666666665,263.14,244.75499999999997,237.38,233.27,208.342,241.392,225.612,253.76875,274.354,290.588,304.863,307.838,325.09000000000003,326.7757142857143,312.85375,315.1042857142857,292.23400000000004,326.61,329.40166666666664,341.6,325.28000000000003,
2025-04-27 22:11:32+00:00,233.4975,236.48333333333335,232.97666666666666,220.42666666666665,225.875,224.65,219.45999999999998,229.82333333333335,214.55,210.24200000000002,199.762,208.7475,245.505,244.75499999999997,237.38,,201.75666666666666,234.46800000000002,224.727,255.73666666666668,277.248,293.707,307.14500000000004,309.95799999999997,329.0257142857143,324.94,310.83124999999995,312.49142857142857,292.23400000000004,326.61,328.56142857142856,341.6,325.8966666666667,
