dates,satname,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060
2005-11-13 22:08:20.468000,L5,303.62,277.21,243.89,213.97,187.89,175.95,169.10,,,164.96,172.39,181.95,214.26,241.25,243.00,247.07,244.04,249.59,256.98,263.93,270.47,265.97,265.38,264.45,269.28,264.58,261.62,261.85,265.99,269.92,275.59,285.10,289.21,288.41,281.17,273.49,273.11,272.71,274.26,265.24,267.75,271.56,272.26,277.06,278.04,279.74,280.71,284.73,284.34,283.23,288.46,285.44,293.13,289.61,290.16,278.11,279.43,274.02,271.73,268.41,266.86
2006-10-31 22:14:17.081000,L5,311.70,276.45,243.73,207.16,182.26,176.00,170.22,,,167.20,174.58,189.14,221.03,243.74,233.65,238.93,237.03,242.37,249.63,255.36,260.20,255.71,266.31,271.35,275.73,271.85,268.43,266.33,272.27,276.17,281.80,275.48,278.68,276.94,270.07,262.37,259.54,259.55,260.11,270.62,270.08,273.06,273.04,281.07,281.23,284.15,282.19,272.85,274.08,275.80,279.40,275.09,280.42,278.16,286.80,285.45,281.52,280.01,274.11,279.07,271.24
2007-02-04 22:14:57.320000,L5,304.61,273.50,238.01,204.45,179.08,164.39,,,,163.29,170.48,183.36,219.05,239.61,239.75,243.92,242.08,238.87,244.22,254.95,256.43,254.33,257.47,264.56,270.05,272.92,269.52,268.65,271.11,276.87,279.57,284.31,285.74,285.12,266.46,259.83,259.44,257.25,260.62,259.39,263.44,266.58,278.19,281.03,280.27,284.73,282.58,287.53,283.00,283.43,273.49,273.08,277.61,276.63,279.22,276.91,272.83,276.90,273.81,274.00,269.94
2007-10-02 22:12:54.699000,L5,,,,,,,,,,,,,182.49,203.57,205.09,205.57,208.42,214.47,232.30,236.53,235.23,234.27,237.46,238.64,249.78,245.99,238.17,232.65,239.86,243.24,248.97,248.96,251.88,242.81,234.26,232.89,235.56,229.33,227.99,231.80,238.85,240.78,237.86,230.29,225.77,240.43,232.82,232.44,230.58,237.54,243.01,243.37,253.25,250.35,245.55,244.84,247.86,243.03,235.83,236.73,238.58
2008-12-23 22:04:28.225000,L5,,,,,,,,,,,,,,,,,,,,,,,,204.63,212.25,219.64,223.90,225.21,229.35,235.78,240.32,242.12,238.63,236.67,222.28,219.12,218.43,218.00,221.97,224.50,223.33,230.45,237.24,244.08,240.68,244.80,243.06,247.53,245.83,245.20,239.25,232.93,239.02,232.01,237.51,232.60,229.59,227.74,231.38,231.47,224.26
2010-01-27 22:10:50.221000,L5,302.00,273.96,234.66,203.35,174.95,172.83,158.36,,,,169.58,183.93,216.15,241.56,238.22,240.43,246.77,253.27,257.54,265.84,264.88,260.71,268.01,279.85,280.86,282.26,279.60,278.73,282.70,288.95,285.87,293.40,294.03,292.12,283.21,275.99,272.39,263.63,266.48,274.91,268.61,273.09,275.00,275.71,278.18,282.77,281.96,281.45,281.30,283.68,284.33,279.53,280.64,277.10,283.60,276.27,274.36,271.82,267.35,270.33,267.95
2011-02-15 22:09:58.365000,L5,307.55,275.60,245.19,210.47,182.94,165.88,,,,164.56,175.04,190.26,221.26,246.63,242.32,244.62,251.47,251.90,249.31,258.52,259.94,259.97,263.03,270.92,275.97,275.90,282.53,282.01,283.65,287.79,290.72,295.90,294.94,296.81,276.95,270.13,263.25,262.25,265.72,267.70,265.93,266.39,275.34,285.04,280.77,283.23,281.35,284.06,283.10,284.00,273.38,266.75,271.43,272.92,278.06,274.80,269.72,268.91,273.15,275.45,269.84
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,189.87,212.79,217.36,213.53,220.81,230.32,235.96,234.61,233.89,235.57,244.72,237.71,242.42,248.38,249.12,249.32,256.12,258.96,263.70,272.92,269.42,266.91,257.31,242.28,233.11,244.11,239.23,239.77,232.65,239.70,240.16,249.21,246.20,251.80,242.91,232.25,242.03,249.73,245.70,210.19,246.21,253.05,245.75,260.50,256.58,241.78,243.84,248.37,247.41
2013-05-27 22:22:02.838000,L8,349.74,350.15,352.19,242.07,203.83,186.09,268.98,269.95,279.59,176.50,186.64,310.23,338.24,376.18,376.90,256.66,262.66,268.29,271.38,282.22,294.34,289.01,294.08,338.03,337.96,344.90,334.97,334.76,347.04,344.74,300.44,333.47,330.67,336.06,327.32,321.03,324.10,321.50,324.64,308.42,313.48,323.21,309.67,295.10,288.37,294.28,286.45,289.20,294.14,291.24,293.18,289.87,292.43,294.14,302.34,295.15,292.42,289.17,302.56,301.53,301.45
2013-06-28 22:21:56.988000,L8,300.53,269.89,227.56,195.03,166.52,,,,,,,167.19,194.77,218.59,221.90,219.71,225.08,233.27,239.38,238.13,236.61,243.93,250.57,250.01,252.95,255.76,253.52,253.03,262.07,269.44,269.05,275.11,271.68,270.55,261.30,240.08,,,,,,,,,,,,,,,,,235.87,250.71,238.82,260.85,255.94,253.07,246.61,253.35,251.23
2013-07-14 22:21:58.456000,L8,343.88,326.95,317.18,327.65,196.25,334.56,302.29,307.81,277.50,294.34,331.19,353.02,375.60,357.19,370.18,365.03,366.11,379.34,274.89,283.27,287.09,290.29,294.20,296.91,299.48,298.98,295.22,294.90,296.33,298.44,299.36,302.23,302.48,300.95,293.92,290.35,284.40,281.48,284.09,283.49,282.50,285.48,285.72,287.91,286.05,289.29,281.08,284.83,285.78,282.84,290.44,283.02,284.48,291.38,293.33,290.87,285.24,281.10,277.19,276.42,275.10
2013-09-16 22:21:57.385000,L8,,,,,,,,,,,,165.62,195.53,216.87,221.21,225.07,223.97,232.43,239.41,244.64,244.82,245.54,249.72,245.47,250.40,251.23,250.08,251.35,256.15,264.23,267.04,272.20,270.11,268.47,259.16,246.85,243.66,237.53,232.94,236.44,235.35,246.78,,,,182.95,179.08,209.05,217.14,250.67,250.64,180.87,248.27,248.62,,244.44,257.96,255.18,252.86,254.71,249.81
2013-10-18 22:21:49.490000,L8,317.20,282.78,257.80,241.39,228.73,230.32,234.17,246.50,262.37,264.39,284.19,305.47,314.28,326.81,340.31,339.94,335.52,344.59,358.20,358.13,357.87,346.70,336.85,353.26,341.23,354.75,343.09,319.36,352.42,369.38,364.20,347.31,345.76,341.81,328.72,311.81,292.91,298.32,304.36,302.50,300.29,297.40,306.45,307.65,305.35,301.36,314.77,306.47,324.66,326.51,321.24,317.92,302.66,301.75,314.40,309.16,301.78,301.82,306.65,299.30,295.87
2013-12-21 22:21:27.090000,L8,302.92,271.28,231.98,201.71,178.79,171.13,164.89,,,165.02,176.62,196.92,228.26,253.44,246.21,254.84,258.17,261.46,270.47,278.13,278.48,285.07,287.94,291.55,294.46,293.76,291.35,291.17,294.12,297.50,297.01,300.47,377.56,376.88,375.63,286.79,286.00,280.88,284.94,285.13,281.82,285.49,286.06,288.89,286.98,289.30,288.35,286.36,291.10,288.26,290.82,288.35,291.91,299.45,297.29,295.77,286.64,284.75,281.53,283.17,274.22
2014-05-30 22:19:34.937000,L8,301.52,272.69,230.32,193.19,,,,,,,,,185.80,215.58,220.16,216.28,224.05,231.15,235.86,237.69,246.07,248.45,254.54,253.29,251.10,251.43,253.09,253.24,259.27,263.57,269.44,274.00,273.67,270.92,262.28,255.86,234.19,,,,,,,,,,,,,,,,,,,,250.76,249.54,247.71,253.30,254.70
2014-07-01 22:19:46.174000,L8,303.78,273.18,241.43,202.20,178.25,,,,,,163.76,175.05,202.34,227.14,230.09,228.12,233.86,241.12,246.98,249.96,258.50,256.00,262.90,261.72,266.64,267.66,262.71,263.85,268.80,274.56,277.43,281.82,279.82,279.89,272.23,267.04,262.20,252.29,252.28,251.76,247.30,254.77,248.62,250.31,238.74,249.53,225.76,190.56,228.48,260.68,253.52,187.18,239.52,255.53,248.93,244.68,261.60,197.47,254.81,260.47,260.24
2014-07-17 22:19:52.017000,L8,299.69,268.98,231.91,196.67,168.61,,,,,,,171.31,197.49,220.31,226.22,227.68,228.81,236.38,243.47,247.79,255.35,253.71,259.42,260.65,266.16,266.79,263.56,260.42,270.04,272.16,276.00,279.54,277.40,278.16,269.07,263.85,257.36,250.07,251.40,252.12,242.90,248.83,187.29,233.10,223.14,240.12,173.41,,,,,,,,,,256.93,253.21,251.87,256.78,255.24
2014-09-03 22:20:06.649000,L8,315.65,282.07,248.03,206.13,182.50,177.03,166.08,,,165.34,176.40,194.93,226.32,249.67,246.29,249.73,254.91,259.29,261.85,271.08,276.88,280.87,284.09,288.37,289.20,291.13,286.83,287.11,289.50,293.73,292.00,295.15,294.34,293.38,286.68,283.43,280.33,274.64,279.86,279.70,274.57,280.63,278.35,282.74,277.50,282.55,275.26,278.56,280.06,277.60,284.72,275.51,281.90,285.07,286.56,283.23,279.77,281.90,273.86,277.62,271.49
2014-10-21 22:20:13.482000,L8,,,,,,,,,,,,,191.95,217.20,221.31,228.26,232.90,241.29,244.10,251.99,253.35,251.12,255.69,257.54,254.58,254.84,257.01,246.44,265.67,269.35,270.43,275.46,271.33,272.34,263.00,259.40,253.71,251.36,257.19,261.31,251.34,255.01,248.33,259.59,257.68,261.70,258.58,258.66,258.30,257.37,263.57,257.14,264.23,262.47,264.98,263.75,259.93,256.76,254.28,254.77,251.95
2014-11-06 22:20:13.200000,L8,302.70,275.72,237.84,200.68,173.14,167.45,,,,,172.21,189.21,225.34,248.41,245.30,252.75,254.94,261.32,267.72,273.47,276.58,279.20,282.67,289.27,289.77,289.33,287.67,288.09,290.00,294.52,291.49,296.73,294.25,294.99,286.37,285.55,283.43,278.15,284.14,282.94,280.21,283.07,284.47,286.85,285.58,285.02,283.89,283.74,286.94,285.31,288.18,287.92,287.68,290.92,292.15,292.94,284.21,283.72,275.47,280.68,272.97
2014-12-24 22:20:05.791000,L8,309.45,282.43,232.30,197.63,171.71,,,,,,172.49,191.11,227.22,250.53,245.31,252.09,256.64,262.54,267.67,274.79,278.33,280.06,283.01,289.81,292.82,293.29,288.37,290.93,291.14,297.32,295.41,296.68,296.84,295.62,288.98,286.51,284.16,280.51,286.22,284.74,283.84,283.54,287.05,289.92,288.49,291.04,284.66,289.76,287.13,287.74,289.09,289.97,291.49,294.76,294.24,293.34,289.04,283.76,278.40,278.74,271.83
2015-01-25 22:19:56.553000,L8,305.55,283.88,237.62,200.82,174.21,166.57,,,,,175.32,194.56,225.84,250.09,247.06,254.46,256.76,262.15,267.01,275.42,278.77,280.68,283.49,290.24,289.83,291.71,290.08,289.86,294.42,297.06,295.30,299.07,298.27,295.62,291.49,285.77,284.59,281.88,286.44,284.23,281.97,283.84,284.97,287.66,286.16,285.96,285.69,286.22,289.54,287.71,289.03,286.28,289.37,293.88,292.86,294.23,286.49,283.70,275.76,279.35,270.97
2015-02-10 22:19:50.748000,L8,311.53,281.07,235.75,203.03,175.77,168.38,160.18,,,,173.17,190.15,223.91,248.26,245.33,251.48,254.85,261.51,266.74,272.56,278.56,278.71,283.97,290.58,290.36,292.78,289.32,289.95,291.20,294.67,294.51,297.83,295.93,294.73,289.55,285.49,284.16,280.58,284.68,283.48,282.24,283.78,284.97,288.43,284.33,289.22,284.57,287.41,288.01,287.25,291.09,283.41,290.23,290.13,295.17,289.61,288.05,281.59,278.20,280.58,274.52
2015-02-26 22:19:46.745000,L8,318.07,300.90,239.71,203.90,178.39,170.51,160.94,,,164.05,175.20,192.98,225.50,250.21,246.48,251.41,255.75,261.79,268.89,273.21,278.40,279.11,284.86,290.16,290.99,292.34,289.17,289.93,291.68,295.46,294.62,298.29,295.81,294.87,289.01,285.21,284.55,280.81,285.07,283.39,282.72,284.31,285.15,288.12,284.85,289.73,284.20,287.55,288.27,286.28,290.74,283.12,288.34,291.29,295.70,289.44,287.14,279.81,276.28,277.09,271.28
2015-03-14 22:19:35.284000,L8,318.12,293.68,244.10,206.11,178.32,173.44,165.18,,,165.55,176.53,193.62,228.08,247.90,242.65,247.25,253.44,261.09,265.48,275.83,280.24,281.37,284.55,289.04,289.36,284.30,283.12,284.72,295.81,298.10,298.41,301.03,299.84,299.24,292.71,288.43,285.43,281.92,286.19,283.58,284.07,284.72,288.94,288.99,284.75,283.95,284.36,288.68,287.61,293.85,291.21,291.67,294.59,294.38,297.10,293.88,286.36,281.87,283.35,281.94,279.94
2015-04-15 22:19:22.587000,L8,314.91,285.38,250.18,216.44,184.62,177.50,168.25,170.33,,170.14,181.19,200.39,229.31,252.63,250.54,253.13,258.66,264.25,270.87,275.40,282.73,283.58,287.40,291.38,294.87,295.18,291.91,292.37,295.74,297.96,298.45,300.70,300.26,298.12,292.47,288.76,284.87,283.29,288.60,285.23,284.53,286.48,285.66,289.57,286.63,290.34,284.13,286.35,286.62,285.81,289.30,284.05,287.68,291.09,293.45,290.42,286.95,281.48,279.69,278.66,278.47
2015-05-01 22:19:12.426000,L8,316.96,287.62,254.49,240.31,194.25,179.72,169.51,173.06,168.05,170.45,180.00,200.80,230.90,251.57,249.62,251.61,259.44,264.80,269.78,275.34,282.80,285.63,290.07,291.71,297.08,296.07,292.56,292.15,296.68,298.68,298.37,301.76,300.49,297.78,293.43,289.76,285.15,283.47,287.02,285.16,285.20,285.76,285.80,288.47,287.82,289.51,283.16,286.12,286.10,288.55,289.13,285.40,285.67,292.73,296.72,291.86,287.86,282.72,280.33,277.99,277.67
2015-08-05 22:19:36.851000,L8,331.04,302.24,269.70,214.37,188.95,181.36,170.56,173.64,171.05,172.72,183.50,204.48,236.51,257.20,256.99,259.16,262.92,267.15,270.19,278.90,290.83,290.73,296.57,296.99,301.72,300.33,301.34,299.60,303.28,304.76,305.59,305.88,304.31,302.61,295.93,292.94,286.88,289.73,291.54,290.47,288.48,287.80,290.18,290.57,290.25,291.71,286.09,287.46,288.00,291.91,291.78,288.71,289.49,296.78,294.37,292.00,290.22,284.97,282.10,280.91,280.99
2015-09-06 22:19:50.737000,L8,340.16,311.37,251.15,215.76,192.63,182.62,175.77,172.42,169.97,179.22,195.15,210.41,237.03,260.68,260.59,262.99,271.52,272.49,278.49,283.42,289.43,293.89,300.17,300.99,301.77,302.68,302.01,303.49,303.29,306.64,321.38,307.20,312.17,303.79,381.99,375.98,381.00,370.20,295.29,290.02,295.89,293.83,293.20,294.06,292.70,293.58,344.76,333.27,330.49,365.43,339.83,368.17,289.74,300.34,298.04,297.41,292.04,286.66,283.91,281.29,282.12
2015-10-08 22:20:00.596000,L8,352.95,273.32,231.77,193.36,169.17,,,,,,,,,220.49,236.28,240.76,250.28,255.40,260.33,268.58,272.65,265.99,279.55,275.41,,,,,,,220.76,290.71,283.45,292.60,283.67,268.33,279.33,273.95,273.65,273.28,274.37,277.78,256.23,279.78,275.68,277.07,274.38,277.30,278.70,277.99,280.32,270.39,280.20,283.65,283.63,279.47,276.25,274.01,269.55,271.37,268.75
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,,164.65,196.89,208.14,209.04,221.25,226.72,232.97,239.72,240.98,243.74,250.06,239.09,239.13,254.57,256.02,259.86,260.89,266.10,268.15,271.64,268.87,267.24,259.38,257.63,255.01,251.55,258.21,257.55,251.00,259.56,261.48,262.33,259.05,261.75,257.04,261.92,259.27,259.31,259.68,247.38,257.35,183.27,214.61,187.13,198.96,188.64,179.53,210.05,244.87
2016-02-13 22:19:56.477000,L8,308.74,277.03,242.80,204.26,175.92,166.46,,,,163.73,176.87,197.12,227.17,250.95,248.46,252.29,259.74,261.36,268.07,274.61,280.00,285.43,289.35,292.49,295.52,295.42,293.32,293.00,297.37,302.48,297.54,299.46,299.06,297.06,293.84,287.75,288.04,283.90,289.43,290.44,287.33,290.63,289.36,293.29,294.66,290.70,289.53,288.06,293.21,289.31,292.00,287.42,290.42,297.32,296.52,299.79,289.89,289.16,281.75,285.24,274.23
2016-02-29 22:19:53.146000,L8,305.87,289.33,241.89,206.60,178.18,172.85,164.81,,,168.05,181.61,201.00,231.45,252.49,249.02,252.44,261.54,263.34,272.81,279.09,283.73,286.96,293.42,295.25,297.97,297.36,293.68,295.82,299.89,300.72,302.28,301.79,302.02,300.56,292.96,291.58,287.37,285.02,293.69,287.85,290.58,292.35,290.17,293.59,290.07,290.89,286.04,289.42,290.96,346.51,344.11,349.10,341.22,294.91,296.57,294.42,292.52,283.83,280.93,279.70,279.28
2016-03-16 22:19:48.512000,L8,308.70,291.13,239.95,203.37,176.47,170.95,163.47,,,164.59,178.40,197.80,229.56,249.43,247.26,249.26,257.84,262.31,267.26,273.70,280.87,284.43,292.05,292.27,295.94,294.49,291.64,292.29,294.25,297.96,297.42,299.07,298.15,296.30,291.30,285.95,284.96,281.81,286.19,286.01,286.83,285.91,287.22,289.04,287.83,287.27,284.44,286.82,286.70,285.47,287.30,284.74,285.89,292.32,292.49,290.62,287.26,280.54,277.52,278.13,275.39
2016-04-17 22:19:33.425000,L8,319.17,287.60,255.47,220.73,192.68,181.09,183.77,170.97,169.22,174.57,186.02,204.08,231.19,253.14,252.72,250.42,262.65,265.14,271.62,280.23,286.32,289.89,293.91,295.30,298.84,297.93,297.58,326.50,299.05,303.24,304.07,304.17,302.72,301.50,297.13,295.32,289.94,287.60,290.93,289.39,289.01,288.69,290.25,292.52,291.02,294.20,290.71,290.60,290.36,289.33,293.58,297.06,304.67,300.05,320.41,320.30,290.15,287.61,282.92,281.99,280.72
2016-07-06 22:19:53.295000,L8,,,,,,,,,,,,,182.72,201.72,209.56,180.67,207.20,215.53,223.17,220.07,225.26,224.47,237.65,223.96,221.74,228.50,231.56,224.15,240.63,242.46,254.39,259.81,264.96,258.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,313.30,287.53,245.06,205.69,177.82,177.93,169.40,,,170.80,181.33,201.08,230.66,251.94,247.55,253.49,257.23,261.54,267.85,273.68,278.90,285.80,286.11,291.87,296.12,293.61,291.36,292.21,295.54,296.64,299.43,301.13,304.62,299.78,293.17,290.46,287.55,285.39,290.13,285.18,285.06,286.07,285.19,286.54,283.39,285.19,277.88,283.12,282.92,283.09,287.80,284.41,285.39,293.19,289.08,288.33,279.00,283.93,273.96,278.15,272.34
2017-01-14 22:20:09.164000,L8,324.68,283.34,278.34,269.97,269.00,228.42,230.49,216.18,218.88,231.14,234.18,262.71,286.89,263.97,298.01,301.83,297.17,300.84,308.37,315.08,304.93,324.25,327.82,327.24,336.09,341.97,349.00,303.19,305.87,307.17,307.71,308.59,312.25,309.48,304.01,306.03,299.63,299.31,298.06,298.36,299.36,296.03,295.47,353.17,346.16,331.31,313.28,296.56,298.50,296.50,296.49,295.46,299.18,303.77,306.11,304.55,296.73,292.39,290.63,291.81,285.28
2017-02-15 22:19:55.596000,L8,310.60,278.75,236.61,201.39,173.06,,,,,160.98,173.74,193.37,226.03,247.72,243.12,245.88,252.10,258.55,262.64,270.70,275.23,278.64,284.82,286.79,290.45,288.55,288.81,288.95,290.99,294.01,294.99,296.41,297.96,295.66,288.69,285.58,283.88,281.34,285.19,283.73,285.08,283.48,283.54,285.20,284.67,291.12,284.41,290.89,286.04,283.80,286.62,284.16,285.27,290.11,287.76,288.38,279.90,277.30,274.17,276.83,269.03
2017-04-20 22:19:23.200000,L8,320.46,296.15,250.22,211.19,188.18,178.72,175.82,168.70,,171.52,183.38,202.22,230.20,251.16,249.49,250.65,258.48,262.58,267.08,274.80,280.24,287.09,286.63,290.09,292.72,294.27,292.51,292.06,296.74,298.14,298.67,300.18,302.57,299.23,294.03,290.39,286.44,284.44,288.01,286.66,286.83,286.69,287.11,291.83,291.01,289.62,287.27,287.00,290.28,287.96,290.21,285.94,289.34,295.15,294.07,291.70,285.18,281.94,276.45,278.19,272.16
2017-06-07 22:19:38.989000,L8,298.00,267.59,224.14,191.29,,,,,,,,,183.16,202.66,209.11,188.51,211.34,215.85,222.69,222.30,226.78,225.35,231.95,223.96,230.09,231.92,232.52,228.55,238.73,250.13,255.79,261.90,266.39,212.91,247.07,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30 22:20:08.264000,L8,301.74,272.99,236.65,202.02,175.58,166.83,,,,163.37,175.13,197.03,226.04,251.18,248.92,252.41,259.31,261.44,267.43,275.94,277.89,284.35,286.14,289.83,294.22,295.73,294.50,296.45,299.12,301.11,302.19,302.39,304.32,301.06,296.12,293.91,291.92,287.30,292.95,291.49,290.44,288.62,293.97,295.29,294.08,293.29,289.54,290.76,292.36,292.70,292.69,293.33,293.46,299.44,299.53,298.77,289.51,287.61,281.27,286.54,276.84
2017-12-16 22:20:10.471000,L8,,,,,,,,,,,,,,,,,250.26,245.65,258.41,282.72,308.39,291.17,312.31,314.77,324.65,297.62,286.64,291.41,296.44,300.92,304.37,301.51,309.76,303.60,296.48,293.33,291.75,286.05,291.63,290.40,288.95,289.43,289.93,296.50,292.44,289.70,282.45,289.68,290.25,287.82,288.24,292.84,287.74,294.46,293.46,292.31,284.92,262.09,246.13,280.66,285.66
2018-02-02 22:19:51.630000,L8,,,,,,,,,,,200.49,226.50,256.45,293.63,291.82,246.65,252.77,252.21,259.45,268.89,266.20,271.92,275.67,278.79,279.36,283.31,278.85,280.60,286.77,287.41,291.74,293.47,293.55,293.84,286.59,284.78,283.69,279.71,285.28,281.98,283.36,282.80,282.84,285.51,280.76,281.72,276.79,281.06,278.86,279.01,282.60,279.83,286.64,287.84,285.94,281.65,282.50,278.57,272.53,273.28,263.97
