dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0005,nzd0468-0013
2006-10-08 22:08:17.083000,L5,389.81,423.09,432.19,403.07,409.40,412.14,410.79,424.55,432.58,416.81,417.57,415.62,426.54,420.82,408.55,400.86,421.96,419.54,424.20,415.35,411.70,423.20,433.12,423.38,427.82,421.28,433.05,437.58,430.25,419.81,422.06,415.21,408.84,405.35,405.69,421.51,422.04,424.54,422.95,429.70,415.39,426.68,419.25,403.02,411.13,405.04,400.02,397.90,413.52,422.44,425.00,425.19,418.14,415.40,409.96,414.98,427.64,424.92,432.48,427.44,418.17,426.24,411.33,432.65,407.25,403.45,413.52,414.93,410.87,429.10,429.60,436.17,412.02,411.83,405.03,400.72,407.56,411.41,413.81,400.33,417.84,413.25,415.14,427.56,411.23,412.75,415.39,400.02,399.01,407.16,403.65,401.89,409.81,400.48,409.41,421.75,413.05,408.41,408.41,414.01,408.42,389.70,388.04,438.60,424.03,416.53,408.48,428.51,424.90,440.01,425.44,424.33,412.14,408.93,405.31,407.94,425.55,421.38,419.09,424.02,417.82,406.61,413.32,418.31,420.73,419.31,443.09,401.78,400.41,407.97,418.15,405.63,422.42
2006-10-24 22:08:26.357000,L5,355.63,269.50,292.20,,,,,,,,,,,,,,,,,,,,,,276.43,251.21,313.69,155.45,178.51,341.63,341.73,338.68,243.36,266.54,322.27,326.48,332.20,328.84,334.57,351.77,345.77,349.79,340.26,339.73,345.16,342.46,334.70,328.45,329.82,331.42,322.43,320.00,357.62,343.82,339.38,340.12,339.87,346.49,342.61,350.97,346.97,350.71,352.01,338.74,333.27,332.41,333.26,331.30,344.39,356.47,349.49,357.56,362.59,230.40,205.63,339.14,329.64,235.67,238.73,225.23,291.19,334.49,337.00,338.36,336.53,336.30,350.85,355.41,348.96,354.71,337.52,332.46,337.75,342.09,344.72,339.51,338.91,332.42,346.29,347.34,351.87,344.32,344.48,299.87,149.44,,,,,,,,,248.62,324.05,283.53,330.86,334.69,350.90,357.67,354.78,356.79,358.67,348.16,352.44,328.43,344.20,,,,173.54,,
2006-12-11 22:08:52.184000,L5,336.77,271.21,287.21,287.19,340.00,343.26,341.02,318.65,320.55,320.11,323.08,322.03,329.36,341.40,341.91,341.09,340.59,323.76,334.81,330.10,328.19,322.30,313.42,314.67,311.99,317.21,325.29,325.67,343.40,350.22,350.89,339.77,243.23,291.18,330.98,322.15,324.68,326.34,337.18,341.41,336.19,338.83,351.17,339.35,347.55,343.77,343.62,342.15,345.07,330.61,333.67,336.17,359.86,356.57,356.34,336.79,332.93,336.87,335.04,335.70,334.79,334.04,342.87,346.64,343.77,343.26,334.94,325.52,322.82,323.22,324.71,326.14,325.01,332.16,338.85,339.81,341.21,342.32,342.92,343.97,338.58,332.87,332.90,331.22,326.24,333.47,336.27,344.47,346.06,346.40,344.42,337.99,337.10,340.11,334.89,323.76,320.25,317.00,321.65,322.59,326.08,332.20,336.42,295.06,273.24,336.05,298.47,328.30,325.09,328.31,330.36,325.75,338.39,337.17,335.54,322.14,335.89,335.47,336.42,341.21,355.38,359.79,360.51,359.76,347.98,329.25,347.13,340.46,343.38,343.77,345.66,,327.81
2007-02-13 22:09:11.063000,L5,346.48,273.57,291.81,289.33,338.84,346.83,347.11,336.82,343.82,344.03,336.27,332.87,340.96,341.63,341.20,338.53,337.71,311.81,336.17,342.84,342.39,347.37,341.65,340.96,328.78,335.95,339.04,343.88,349.52,352.81,349.69,357.07,311.96,294.34,341.97,348.00,347.16,348.19,346.11,349.60,346.97,351.00,350.30,334.96,345.37,352.02,348.79,354.99,357.53,359.23,360.77,360.88,362.52,368.73,368.47,363.83,359.82,362.15,349.14,350.06,349.61,347.92,349.29,352.06,346.94,346.57,346.37,343.08,347.62,329.23,336.84,334.69,337.85,332.38,337.46,340.89,347.48,353.02,352.05,350.34,350.98,350.84,350.46,338.39,336.47,343.54,346.25,348.42,346.24,347.22,354.53,356.32,349.98,355.10,354.17,356.41,354.86,338.85,344.07,341.76,342.80,340.12,343.13,299.67,261.90,351.85,349.46,349.57,345.64,341.39,346.74,342.05,340.59,347.21,341.86,343.24,349.79,348.87,352.00,360.01,360.26,358.02,369.69,369.70,349.57,329.37,351.70,342.74,344.88,347.28,351.68,,347.74
2007-09-09 22:07:21.190000,L5,346.82,272.31,288.25,257.93,328.54,321.02,323.83,311.42,299.19,318.49,331.43,331.47,339.49,345.73,341.53,336.49,322.07,158.77,292.62,307.58,319.56,323.97,323.88,331.54,326.09,332.28,347.63,335.95,343.95,355.28,344.29,318.54,202.06,280.05,325.72,328.67,331.61,337.11,354.17,353.97,348.28,352.70,352.08,345.32,358.20,350.53,353.10,336.70,333.32,334.42,333.51,335.20,324.54,275.59,255.27,263.90,281.49,296.91,329.92,333.77,331.00,324.85,332.26,338.70,336.81,335.42,335.90,333.09,,,,294.05,353.24,342.89,337.37,334.53,330.01,328.68,332.20,340.23,335.82,336.82,342.03,344.15,341.72,347.78,348.40,356.50,355.35,328.27,324.04,320.77,339.51,,,311.12,341.93,341.26,343.91,341.63,344.93,345.32,346.00,293.76,254.06,322.23,314.82,326.84,320.69,324.77,341.14,334.09,330.64,322.14,323.02,320.28,339.92,347.57,348.16,356.49,353.81,361.44,247.30,298.70,344.64,304.89,338.76,333.57,334.87,325.91,326.39,,314.22
2008-02-16 22:04:45.714000,L5,342.44,273.03,287.06,249.35,327.09,321.55,319.40,,,,,324.08,332.34,334.76,331.29,317.32,315.46,,,,301.83,306.86,308.91,313.72,237.95,,327.84,334.02,336.79,340.60,344.48,333.63,230.22,267.24,313.13,319.86,324.50,326.87,328.54,338.57,337.73,338.63,342.88,331.24,340.82,336.01,325.99,328.39,329.12,329.41,332.50,330.98,352.43,342.73,340.09,336.44,331.88,333.89,336.01,341.18,341.70,335.45,337.38,324.45,321.43,318.02,316.69,317.51,318.21,317.52,326.65,329.90,326.10,321.68,327.14,328.67,330.11,324.90,324.34,325.25,324.71,324.63,327.26,325.91,326.14,345.96,342.23,342.73,343.27,342.05,339.32,324.02,319.76,331.49,334.07,335.35,330.94,333.86,341.06,339.05,340.46,337.64,338.37,294.44,250.33,321.15,323.04,322.25,326.97,325.14,335.17,329.59,327.21,,,,330.38,335.55,339.97,347.28,343.90,353.40,355.29,340.91,343.78,309.22,331.96,327.82,326.62,332.16,319.73,,322.50
2008-10-29 21:57:48.288000,L5,336.45,265.70,286.10,264.95,326.88,338.12,335.82,338.81,339.13,332.42,326.23,322.45,330.04,336.30,335.28,332.17,330.22,299.39,327.00,330.99,333.84,328.55,329.52,334.11,317.21,312.93,327.13,331.29,337.92,340.78,334.93,338.26,240.86,278.09,323.70,333.31,338.20,336.67,327.24,332.97,330.43,338.30,336.63,319.00,333.53,336.70,334.69,338.63,338.03,342.63,343.13,346.74,340.38,354.28,351.24,350.98,348.14,354.98,336.59,335.70,337.70,337.44,341.38,348.69,344.41,341.23,340.89,339.90,339.84,322.79,322.57,323.14,323.98,322.77,324.33,328.82,340.70,343.30,341.02,344.30,341.33,341.78,344.07,336.44,326.98,338.59,337.29,339.11,329.93,328.42,341.24,345.93,344.53,344.96,347.98,347.47,341.79,336.27,336.53,335.19,335.33,333.27,333.21,288.63,254.90,342.04,345.72,341.63,330.43,327.53,331.10,324.23,327.14,339.75,337.92,340.20,333.95,338.48,336.80,343.19,337.82,342.77,355.64,357.47,337.36,301.82,348.19,329.91,330.52,333.45,346.23,,336.09
2008-11-14 21:57:28.308000,L5,402.08,426.23,415.29,407.36,412.35,417.54,415.14,422.78,423.88,426.17,419.86,415.93,403.96,409.37,417.66,414.15,424.02,418.28,423.15,420.88,425.40,432.85,416.73,413.85,419.33,417.89,415.41,421.39,424.07,437.10,424.18,422.42,421.75,422.99,417.68,419.23,417.17,426.55,421.00,426.09,416.00,410.04,413.89,425.01,410.82,411.68,409.84,414.35,421.81,420.82,418.08,428.97,423.61,417.20,411.10,412.61,408.82,415.86,409.87,422.66,407.62,411.71,409.97,409.78,400.72,404.41,403.07,410.11,412.93,406.67,398.74,399.15,402.49,391.02,398.07,404.53,401.79,389.11,405.72,402.53,404.83,402.94,406.00,401.83,405.03,391.24,393.55,393.64,398.56,401.54,395.09,400.54,415.79,405.71,399.20,394.39,402.13,409.30,401.31,399.38,384.37,393.29,390.83,420.54,409.59,420.07,416.96,416.46,416.61,418.19,408.74,405.20,405.37,413.56,415.97,421.65,412.43,423.03,422.90,412.86,409.16,417.32,418.56,402.62,412.42,411.36,406.60,406.80,407.19,407.93,412.03,420.22,423.68
2009-01-01 21:58:55.309000,L5,381.15,381.37,385.03,384.01,398.93,381.31,374.29,396.05,385.12,384.06,404.78,390.17,401.64,388.08,394.78,407.46,395.15,388.15,389.93,385.16,380.65,382.30,382.44,388.10,394.44,393.34,395.97,408.93,398.54,400.86,398.19,392.21,391.13,381.20,382.03,377.38,371.61,376.32,395.19,391.99,395.06,388.07,397.11,390.33,391.50,390.84,375.82,382.08,377.30,384.17,378.59,385.38,397.44,381.17,379.96,382.88,376.20,378.39,391.20,392.14,395.00,392.48,389.13,379.25,377.47,367.28,382.61,367.55,365.49,379.41,381.94,379.02,374.94,370.92,379.07,377.66,372.69,370.96,369.71,371.96,373.16,363.95,375.09,376.07,385.88,383.57,382.58,387.57,385.82,381.49,387.88,374.66,377.20,370.07,374.71,365.79,375.97,382.31,380.29,377.83,380.74,380.72,382.61,396.51,388.56,391.05,380.15,383.60,387.82,386.65,387.97,392.96,381.33,379.99,386.85,384.44,393.15,417.63,391.44,401.92,389.77,392.93,394.19,385.07,389.34,384.88,382.08,388.40,389.38,389.22,374.97,387.57,387.22
2009-01-17 21:59:20.568000,L5,355.12,335.76,308.71,319.73,348.07,352.00,346.63,340.36,342.02,340.87,341.99,339.84,356.75,354.31,354.97,350.25,352.84,329.26,336.63,336.46,339.02,339.95,333.16,336.66,332.94,333.65,356.08,354.78,361.29,369.68,362.59,354.14,253.83,275.34,338.51,336.41,341.37,340.01,343.52,344.24,352.44,357.77,359.34,349.28,356.05,352.08,350.94,344.47,344.99,348.26,348.31,355.58,368.54,359.31,355.67,347.14,348.03,355.66,352.71,348.81,356.33,355.79,362.35,351.02,341.41,339.96,338.75,336.92,338.78,336.89,335.61,344.35,343.30,341.71,349.58,348.23,343.30,351.13,340.08,341.51,340.13,342.58,343.34,338.17,339.86,355.26,353.04,352.39,353.58,350.33,350.28,346.33,335.92,344.23,347.55,346.28,345.28,345.66,345.01,347.42,350.19,345.62,353.41,336.16,278.12,343.64,338.66,343.85,341.20,343.80,350.70,355.33,350.85,352.30,339.79,342.05,349.60,349.32,361.10,368.26,364.11,369.80,365.27,371.65,363.27,341.79,350.32,353.88,350.77,352.29,354.04,213.42,342.35
2009-12-03 22:04:43.760000,L5,401.16,404.36,400.09,406.46,417.04,407.61,405.91,412.62,406.56,398.87,404.87,410.16,413.27,418.98,409.79,419.26,411.11,414.73,401.61,394.20,403.35,402.14,402.16,415.73,416.75,420.41,419.20,428.42,426.02,424.92,422.08,416.13,412.24,406.94,396.18,399.58,402.92,402.39,400.10,411.85,425.85,413.22,411.43,407.23,406.57,409.92,405.90,409.90,402.72,406.31,409.48,401.15,411.17,400.65,401.03,404.94,405.62,398.71,402.02,408.56,414.77,412.76,421.30,398.44,401.68,396.24,398.11,405.34,389.12,407.73,405.86,415.50,401.41,414.09,401.03,403.13,404.66,402.46,387.18,389.85,396.05,396.21,393.25,399.64,405.22,413.39,405.58,412.35,405.74,404.92,400.01,404.04,391.26,396.96,395.27,401.79,388.51,396.81,393.30,396.58,393.09,402.28,404.49,407.73,408.75,406.74,411.04,408.57,415.66,413.90,408.70,409.18,410.46,409.69,402.09,406.40,408.29,409.87,408.68,410.63,413.60,409.12,410.71,407.01,408.06,413.31,412.40,406.40,420.13,411.52,421.11,424.53,416.12
2010-12-22 22:04:05.307000,L5,343.80,272.89,287.17,255.38,330.79,341.11,328.24,,,,,322.55,341.44,342.29,338.48,336.41,334.72,327.05,344.40,317.44,322.00,333.00,320.27,324.02,317.78,322.57,342.29,343.90,348.47,354.04,358.22,344.19,239.87,281.42,325.73,325.91,330.35,338.32,340.96,345.15,355.11,355.37,355.66,346.35,350.40,342.88,336.81,330.36,335.64,333.05,336.20,335.16,359.21,341.77,341.31,333.64,333.22,335.53,334.44,332.31,346.27,344.13,346.48,336.56,327.54,324.63,322.65,321.35,324.62,319.53,320.30,331.81,331.89,327.06,335.71,337.47,334.05,336.95,324.90,325.65,325.51,326.80,328.78,328.41,317.45,347.99,348.12,346.77,346.24,339.18,346.72,337.73,326.09,338.27,338.80,338.61,337.41,336.45,340.19,346.10,343.62,338.11,343.04,290.79,257.29,325.42,327.82,329.99,329.33,328.96,334.17,342.42,339.18,,,,330.17,324.46,346.84,348.96,353.80,358.52,357.33,353.76,352.43,320.72,338.46,338.44,339.51,337.06,337.83,,331.39
2011-01-07 22:04:08.243000,L5,349.71,271.94,290.47,253.32,326.77,331.71,326.11,324.68,323.55,,330.11,332.51,341.10,341.88,338.50,343.46,338.01,314.05,289.40,284.96,,,,,,307.11,334.23,167.71,158.68,,,,,,,,,,,,,,,,152.45,171.81,205.49,245.91,290.36,292.88,219.60,,358.49,343.83,343.26,341.03,337.33,343.63,350.31,347.52,348.36,345.90,347.94,334.99,332.18,329.40,329.55,327.59,330.98,334.53,335.14,336.86,334.00,330.99,337.68,338.08,332.89,332.93,331.59,335.55,335.02,335.27,340.55,344.51,336.67,347.82,346.44,347.63,346.34,338.99,336.46,334.87,335.86,341.85,342.76,339.34,337.82,344.88,344.94,343.92,344.23,345.74,350.02,294.77,264.29,332.25,330.84,334.47,334.63,335.86,344.82,340.59,336.56,322.11,324.30,325.86,,170.66,159.76,152.05,171.94,325.36,353.95,348.25,349.94,328.42,336.15,336.93,339.99,334.05,327.32,,333.35
2011-02-08 22:04:11.186000,L5,386.42,407.43,411.22,391.99,392.63,393.07,396.35,415.95,411.26,411.47,409.02,404.45,408.36,405.69,394.65,392.25,398.76,396.25,400.71,390.40,389.87,414.12,406.01,407.32,412.07,409.60,413.52,414.39,403.25,404.04,396.96,392.33,395.80,390.53,385.90,399.15,401.18,405.55,404.51,402.77,410.52,410.98,397.15,392.65,391.84,388.15,389.72,383.55,385.69,402.84,408.49,407.40,397.58,391.92,389.92,406.53,401.31,403.88,401.08,403.24,404.58,403.65,394.52,387.14,377.11,379.82,399.41,401.94,399.10,396.93,396.47,397.44,387.85,384.14,383.32,383.38,379.46,383.88,386.89,386.13,401.66,402.61,400.31,396.94,405.24,401.65,393.86,394.00,384.23,387.15,388.56,392.27,380.57,390.86,401.32,395.50,400.06,401.23,397.34,396.58,388.76,384.34,385.29,410.82,415.60,392.95,397.51,412.54,410.46,404.53,403.20,403.06,401.86,397.98,396.29,394.07,406.90,404.76,403.31,411.29,395.59,397.02,392.18,398.33,394.61,390.17,384.67,389.11,395.21,393.77,393.27,392.97,407.17
2011-03-12 22:04:07.249000,L5,333.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.31,331.09,312.01,316.67,315.12,320.69,320.26,323.73,327.11,326.22,327.68,336.90,333.01,333.32,330.19,333.23,339.13,336.74,332.52,332.04,330.33,328.22,331.21,329.88,327.42,322.41,323.03,327.21,324.38,324.22,326.89,322.63,323.43,324.36,325.42,325.85,323.01,321.65,330.71,331.23,333.04,334.72,335.36,323.22,337.08,335.27,336.55,334.79,326.26,333.93,334.77,333.97,337.84,336.50,334.93,334.07,335.64,334.11,330.63,330.16,331.39,334.53,,,,,,,,,,,,,,329.88,328.82,330.88,334.69,337.39,342.01,337.96,335.26,335.23,292.74,328.89,,,,,,
2011-03-28 22:04:02.070000,L5,389.78,397.56,397.23,399.60,395.61,397.89,402.33,395.77,394.41,395.66,396.96,398.42,401.36,399.28,400.24,400.26,401.89,410.24,400.01,402.64,404.77,404.43,392.12,396.69,396.66,397.97,400.11,400.97,410.53,411.53,402.93,401.68,396.40,396.06,395.37,395.46,384.28,393.54,390.78,404.84,396.11,403.61,402.02,401.91,396.25,397.92,389.96,396.16,394.20,398.40,395.21,391.97,411.98,402.80,398.40,392.63,395.42,390.19,397.81,395.58,390.56,388.43,396.38,385.17,400.05,390.88,379.86,384.09,379.10,379.01,379.43,370.93,376.87,380.58,380.95,387.28,387.40,383.88,391.68,385.39,385.03,381.56,381.79,381.30,383.92,378.96,387.04,394.13,389.72,395.32,390.60,390.51,391.83,390.72,378.68,379.73,377.69,382.05,386.55,377.32,381.16,384.83,389.64,398.36,405.01,401.40,391.36,397.86,394.99,390.36,390.61,391.35,389.65,402.01,399.34,402.31,397.21,400.38,396.22,397.73,403.98,408.87,402.69,394.22,396.45,400.13,397.22,395.24,396.77,399.32,397.75,400.94,398.55
2013-06-05 22:16:15.001000,L8,340.74,272.34,290.40,309.12,321.99,322.10,320.79,329.94,325.74,322.16,321.72,300.27,317.90,317.34,,,,252.89,301.10,314.04,312.92,305.47,323.23,325.45,315.80,317.82,339.69,346.22,366.37,365.05,364.07,349.31,279.37,297.25,332.38,337.01,354.07,353.22,325.75,332.48,356.68,355.88,364.76,353.91,446.68,385.54,350.20,327.49,330.85,351.61,354.35,359.93,359.85,335.03,320.32,333.27,325.71,322.23,325.74,323.99,322.48,311.04,304.83,321.17,314.69,315.95,312.08,319.85,314.49,324.17,327.92,320.60,313.15,318.26,319.10,323.33,327.06,337.36,330.93,332.50,339.70,330.38,332.60,333.51,330.35,333.70,339.31,324.70,335.59,328.65,329.60,336.91,334.26,336.98,330.94,328.54,326.51,324.75,325.85,338.01,335.66,335.87,335.42,291.29,259.53,322.07,325.42,324.06,327.79,320.90,325.99,326.49,321.00,331.49,324.42,319.90,354.37,358.95,357.99,355.67,354.06,366.13,345.44,352.29,311.61,314.14,319.70,325.51,327.19,324.70,325.72,155.01,321.47
2013-07-07 22:16:11.966000,L8,343.88,273.90,292.64,314.76,321.50,321.03,318.38,319.27,317.01,316.69,315.57,265.18,267.65,262.55,258.78,227.66,215.98,232.38,308.31,311.23,312.03,300.18,305.71,315.78,312.27,311.90,321.14,325.94,329.66,334.37,327.18,324.43,252.59,293.51,317.60,317.35,316.65,318.49,323.60,326.60,325.31,327.41,325.80,320.62,328.13,322.26,325.01,323.92,321.92,326.22,328.13,329.43,338.12,337.62,337.81,333.06,333.10,339.21,330.44,335.20,331.91,330.15,336.09,327.64,324.90,320.54,320.45,318.83,319.53,317.49,316.74,313.66,312.98,312.89,313.33,315.08,319.84,323.92,326.26,328.99,322.36,324.36,324.83,320.35,322.12,322.61,321.05,328.45,334.67,343.01,337.32,336.94,343.50,341.20,340.74,338.61,337.79,343.66,335.84,341.83,335.23,334.70,340.48,289.19,260.68,321.24,323.89,323.19,326.72,321.61,241.19,232.37,174.53,319.46,321.63,317.28,330.34,332.62,334.60,336.22,335.79,338.53,340.20,340.59,319.74,323.52,329.10,320.03,324.62,323.76,323.55,147.06,319.96
2013-07-23 22:16:10.674000,L8,349.47,275.37,301.54,323.81,328.64,325.58,324.98,325.89,328.66,324.22,323.93,324.72,325.70,325.93,328.09,324.74,311.72,254.00,317.30,316.82,319.40,308.18,317.69,321.00,317.59,317.15,328.10,330.44,335.64,339.35,333.19,325.95,260.49,315.81,321.30,322.93,325.11,323.17,327.74,330.05,329.62,328.99,330.90,326.47,331.70,330.79,329.14,328.67,332.17,333.38,331.75,333.55,349.25,355.13,346.04,340.90,347.19,348.96,346.05,341.75,341.44,346.54,343.32,332.10,327.95,328.10,326.22,333.74,323.36,326.14,322.08,331.23,318.04,338.85,324.01,331.01,336.62,339.65,340.14,338.12,340.30,343.72,331.04,342.83,343.92,348.34,350.48,342.24,348.97,343.53,348.70,346.61,347.99,346.38,340.09,345.41,344.47,337.78,342.15,343.41,339.02,345.10,341.79,296.63,266.37,328.57,328.98,329.45,330.76,326.21,329.78,336.00,325.60,323.97,326.37,322.34,334.98,336.56,338.12,354.31,354.02,350.95,353.64,348.37,328.00,330.93,352.31,326.79,327.70,327.84,328.62,198.86,326.57
2013-08-08 22:16:13.474000,L8,340.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.26,325.49,367.25,,,,,,,,,245.80,251.14,310.05,315.19,352.46,343.85,146.42,252.92,176.45,207.45,318.57,300.35,,,,,,196.77,242.01,270.31,309.62,275.03,274.04,300.68,309.31,345.14,322.40,354.26,327.42,329.97,339.54,316.22,325.45,324.92,310.51,308.85,312.33,299.00,346.23,347.92,340.43,336.02,338.28,336.37,343.33,331.18,331.85,339.76,341.43,340.92,338.31,338.10,340.88,,,,,,,,,,,304.26,,,232.62,303.26,342.67,333.62,317.51,375.24,365.78,283.66,,,,,319.31,309.10,314.92,,
2013-09-25 22:16:04.975000,L8,333.67,276.59,294.01,305.56,335.86,327.56,344.08,337.88,325.70,326.92,331.94,342.45,358.90,351.58,328.81,327.92,318.95,266.26,316.09,316.20,322.66,310.42,321.72,320.69,316.06,356.46,356.67,358.07,351.40,368.04,335.64,328.53,277.34,324.17,343.80,339.60,331.30,332.30,335.86,330.52,325.99,331.68,329.61,323.13,348.52,353.55,336.58,321.64,347.91,343.00,356.50,334.73,343.23,344.94,346.40,332.44,344.62,339.77,349.29,345.95,333.46,335.67,329.11,331.41,338.06,338.24,325.61,320.91,329.07,333.28,338.10,337.56,326.16,327.32,322.47,326.91,319.10,332.93,336.08,337.72,337.84,325.26,330.20,329.61,334.16,330.47,331.92,337.76,340.59,334.53,338.68,337.23,333.34,337.52,330.44,324.52,327.66,332.55,339.76,325.97,326.48,325.28,329.95,293.48,268.08,338.25,339.64,330.06,356.84,326.58,346.71,343.53,338.35,326.10,340.10,347.65,335.35,350.71,342.14,362.24,347.22,344.66,343.18,350.55,337.01,333.65,338.03,335.55,333.71,344.47,350.21,230.16,348.08
2013-10-11 22:16:05.328000,L8,380.44,319.69,368.38,361.87,364.64,358.82,361.95,400.67,385.07,369.26,366.45,364.07,384.89,377.57,376.76,376.00,369.16,352.53,381.17,360.11,366.38,381.80,371.75,362.27,363.49,382.98,367.93,381.42,377.26,378.44,381.91,376.41,367.74,357.30,354.51,366.38,360.40,359.33,360.76,362.71,374.15,369.89,363.58,370.36,376.64,375.33,361.07,353.23,360.94,360.00,365.25,365.58,393.69,362.66,372.04,381.40,384.64,369.39,366.22,354.12,372.68,375.13,387.00,382.34,379.75,378.67,353.32,348.61,353.19,374.76,375.17,375.68,347.54,371.16,378.25,381.95,364.32,387.62,377.14,366.67,370.17,373.40,378.44,368.70,378.97,366.99,385.59,390.46,394.13,381.94,362.61,374.22,358.76,385.68,377.36,372.40,380.93,380.93,392.49,372.21,356.57,376.07,391.14,368.85,372.74,361.23,365.04,372.05,389.27,367.02,357.86,367.53,386.26,388.93,370.01,401.71,361.96,362.58,372.31,366.77,367.02,380.71,371.23,365.20,387.01,381.09,385.25,386.06,360.91,381.18,383.04,367.39,364.24
2013-10-27 22:15:55.590000,L8,364.99,373.45,377.30,358.25,363.66,360.50,360.91,360.79,363.30,358.99,358.45,359.16,360.16,363.74,363.32,364.56,380.57,366.63,377.09,373.13,369.57,364.40,360.40,369.64,374.27,361.01,375.22,370.45,376.25,378.45,367.99,368.19,361.78,357.40,350.09,351.60,355.19,355.99,356.93,359.33,357.95,362.27,362.35,398.52,370.55,360.19,355.10,359.66,362.37,364.93,359.03,368.29,364.16,362.22,362.56,355.96,356.71,356.61,355.20,352.19,359.64,357.58,358.17,359.54,353.40,355.75,354.46,348.38,357.52,357.86,355.80,365.27,345.68,351.26,349.89,354.66,366.31,363.43,360.89,370.65,354.39,366.12,369.18,357.91,352.62,354.27,353.58,353.28,357.42,371.60,378.50,364.30,369.30,359.12,361.15,354.75,362.60,362.72,363.73,368.06,361.46,355.95,364.94,374.76,371.27,361.71,359.32,379.61,369.71,361.40,360.25,357.42,352.43,359.32,361.40,366.56,369.88,360.18,370.22,369.38,368.88,365.06,366.39,368.06,349.63,357.49,361.20,358.94,355.53,356.84,362.77,367.08,362.26
2013-11-12 22:15:55.951000,L8,401.98,320.77,368.39,397.35,402.84,404.58,409.28,362.37,394.91,394.96,396.17,395.73,397.41,385.80,393.49,403.38,368.13,381.91,400.75,369.41,399.02,399.54,402.06,401.18,395.78,371.97,378.21,413.61,380.99,380.82,408.40,397.88,397.25,394.84,386.09,382.39,389.42,387.28,398.52,380.05,405.88,385.53,376.61,402.76,375.53,364.45,389.95,381.09,379.89,395.91,400.12,368.90,404.51,369.98,369.20,392.87,379.45,391.38,377.15,366.82,366.48,365.73,375.66,384.92,372.50,381.34,383.46,361.92,382.92,387.26,394.56,392.11,381.64,375.88,380.35,377.36,349.39,354.14,357.62,365.89,386.91,380.27,382.20,391.30,385.92,386.11,378.73,381.73,363.15,389.88,389.74,380.59,390.92,396.21,394.22,390.92,383.46,385.95,377.03,370.46,384.48,386.67,390.66,403.74,409.84,408.16,401.37,397.41,403.24,372.07,403.13,403.13,400.62,387.32,384.40,373.51,364.09,366.72,379.93,400.14,402.38,404.38,405.38,400.32,365.83,380.85,377.54,394.08,386.95,357.80,369.06,369.66,399.08
