dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0005,nzd0468-0013
2019-10-28 22:14:36.351000,L8,359.58,,,,421.86,371.66,367.94,376.13,379.90,372.31,378.62,485.11,472.53,520.61,490.78,497.71,458.82,477.43,469.09,480.68,507.85,377.84,372.86,371.45,370.18,367.40,375.91,369.39,381.67,382.92,378.26,373.45,363.44,362.50,364.07,364.91,364.64,364.23,361.70,358.71,367.22,368.16,367.37,364.36,359.86,356.58,361.60,356.34,357.38,366.90,359.32,366.94,364.54,367.55,359.22,356.39,363.20,362.13,362.19,359.91,360.47,366.67,368.08,364.97,363.82,424.73,,,,,,,,,395.75,452.51,376.81,381.60,372.41,362.05,386.70,517.84,413.43,397.52,454.56,410.58,359.56,368.17,372.95,353.44,362.98,360.12,357.87,379.28,357.93,354.42,355.28,358.35,432.98,355.77,376.13,334.21,359.71,,,371.02,368.50,370.29,371.32,370.88,364.16,367.40,364.96,376.39,377.46,379.77,359.56,361.19,369.54,370.12,362.80,369.01,365.75,362.47,366.51,362.63,356.56,366.97,368.11,369.39,376.83,,372.69
2019-11-13 22:14:33.870000,L8,389.82,392.33,396.81,407.37,396.79,386.76,385.53,393.56,406.59,409.02,404.31,399.41,414.10,392.19,388.83,409.97,403.95,406.74,410.13,415.67,397.64,402.55,396.09,392.37,384.29,386.93,394.03,391.07,394.98,411.93,398.49,399.48,393.70,391.44,377.77,383.11,377.92,390.19,376.42,379.17,400.21,395.38,408.41,379.17,406.26,404.20,402.97,402.33,404.00,388.23,405.80,403.24,399.22,405.25,406.49,406.18,402.56,403.75,380.28,378.68,367.56,377.10,378.95,378.74,376.32,381.94,361.25,363.74,368.35,387.97,375.41,381.13,359.09,377.78,371.74,378.32,364.06,365.89,358.47,384.20,388.65,378.94,361.28,364.01,388.13,372.94,385.98,372.24,383.63,383.48,395.09,383.93,371.02,377.28,389.41,394.21,371.41,368.26,385.53,387.05,385.44,389.37,383.72,391.70,400.34,400.89,399.30,397.66,379.33,378.11,397.89,393.88,379.09,410.47,408.07,402.58,398.86,398.39,400.74,383.06,405.76,408.72,404.84,403.42,380.66,376.77,380.46,378.05,396.16,393.62,384.36,398.53,381.51
2020-01-16 22:14:22.794000,L8,381.03,387.15,384.92,398.80,392.33,398.19,386.90,402.52,371.21,396.10,394.91,388.40,384.62,377.84,385.04,395.23,388.89,384.76,379.56,390.00,397.56,394.91,395.10,379.63,384.29,382.63,390.79,402.93,380.64,403.99,407.11,398.64,374.72,388.28,381.79,382.57,385.27,380.34,378.45,380.55,372.91,382.21,377.78,376.64,377.50,366.75,366.49,389.34,362.34,363.77,363.99,366.23,368.35,388.08,381.97,362.65,363.45,366.07,367.24,378.26,373.21,376.40,375.95,383.20,360.68,366.44,362.55,370.83,359.25,361.42,368.53,369.17,365.04,376.86,366.52,378.01,370.48,363.61,373.94,375.69,374.76,383.26,373.05,383.53,357.05,368.60,376.81,381.20,385.47,371.36,374.03,371.65,379.88,383.71,368.31,361.55,376.40,371.17,378.13,372.62,374.63,381.83,379.26,389.84,382.56,396.40,396.38,397.47,375.19,403.07,401.28,375.97,396.01,368.59,382.66,395.92,369.30,367.96,368.35,384.33,399.95,374.93,368.92,369.40,383.03,381.55,379.66,384.34,385.25,386.14,369.42,399.07,372.61
2020-03-04 22:14:08.808000,L8,385.13,396.41,398.93,400.50,377.89,389.02,385.32,377.36,392.74,387.02,386.84,383.48,392.90,383.51,394.43,406.32,378.31,386.36,386.26,397.51,394.27,382.55,384.68,396.06,389.49,400.50,387.50,392.68,399.86,388.22,402.08,398.79,399.70,389.52,370.17,375.34,383.90,381.47,375.49,390.22,379.60,384.38,382.61,383.65,375.03,382.82,372.74,364.96,363.52,369.12,377.88,383.95,385.83,394.38,381.46,385.61,368.04,369.93,378.29,373.09,373.74,379.63,378.96,371.04,375.60,375.48,360.12,361.36,378.43,373.18,361.61,359.33,367.68,367.64,353.87,368.62,375.02,374.56,363.89,377.72,367.06,373.11,370.62,371.36,371.12,361.70,367.83,374.76,374.75,367.31,374.74,374.74,374.52,368.68,367.40,367.27,371.29,364.01,369.63,369.52,375.27,381.39,367.81,407.25,390.26,397.48,400.57,399.25,389.37,401.11,407.98,392.52,385.92,388.13,398.68,386.18,387.60,398.21,375.47,378.86,373.17,374.49,378.66,374.47,379.45,363.92,360.83,389.76,398.81,397.62,398.07,398.36,395.00
2020-05-23 22:13:39.631000,L8,339.30,281.86,301.95,360.48,361.38,334.16,357.87,330.49,331.67,365.04,337.72,358.63,369.80,350.67,361.27,365.57,362.70,362.63,361.19,319.61,323.52,318.45,331.19,343.27,325.67,363.62,371.65,370.78,371.39,357.72,369.01,355.34,364.80,329.53,344.83,357.08,333.70,357.14,357.50,362.80,368.49,368.65,354.47,351.17,357.48,355.79,354.58,345.84,356.53,358.45,354.91,359.60,363.19,355.64,354.92,355.25,352.67,350.34,358.97,350.78,357.68,356.94,344.67,352.05,343.01,341.79,342.33,336.80,343.59,336.15,342.22,339.35,343.35,330.52,335.12,337.59,345.35,333.27,341.39,343.57,349.54,335.30,342.15,345.37,341.05,348.02,338.22,339.61,349.78,348.25,343.77,345.27,339.15,340.23,341.21,341.31,344.01,338.31,343.69,348.31,374.35,344.92,337.55,296.77,271.68,357.76,341.45,331.71,356.34,356.96,353.69,340.73,345.94,361.52,364.38,372.35,350.05,365.62,354.43,353.58,362.64,362.59,359.89,350.90,359.98,350.47,357.93,347.83,357.69,363.68,361.69,206.29,349.89
2020-06-08 22:13:47.789000,L8,302.91,,,,,,,,,,,,,,,,,,,,,,,244.53,256.09,228.79,259.70,264.71,278.85,268.08,164.79,,,,,,,,225.96,246.18,247.76,254.35,249.08,,,250.18,254.18,259.08,260.00,270.47,273.67,277.59,,,,,,,,,,,,,,272.82,277.08,278.15,279.16,278.09,278.01,279.07,280.25,270.23,279.40,286.84,291.15,285.17,298.87,300.21,300.66,300.33,301.76,299.99,286.61,296.12,298.01,307.69,306.96,304.00,304.13,307.89,307.00,306.39,301.86,299.12,231.09,202.92,210.44,283.85,301.14,298.46,303.65,,,,,,,,,,,,,,279.69,282.56,208.51,,,,,,,,,,,,,,
2020-07-10 22:14:03.489000,L8,333.32,252.05,265.08,198.67,287.71,298.09,245.55,321.25,321.83,321.10,319.49,322.92,323.33,322.49,323.56,318.45,285.44,211.19,287.95,301.63,308.52,298.33,312.20,315.95,314.04,310.70,326.52,330.92,337.80,338.66,329.28,314.98,320.63,322.46,314.25,316.19,315.26,317.70,322.38,323.31,322.52,326.46,322.75,319.28,320.86,316.47,317.04,316.81,318.22,322.07,325.02,328.09,335.93,338.29,332.18,331.91,333.89,336.37,333.16,323.93,325.28,325.29,329.85,326.90,327.49,322.42,317.64,320.44,320.47,319.31,322.52,314.99,317.06,312.73,318.28,318.08,317.15,315.10,324.47,322.60,325.12,323.70,326.19,322.31,324.73,334.01,330.51,334.43,336.66,332.53,333.36,331.86,333.20,333.59,337.00,332.66,330.07,330.21,332.24,326.08,331.68,329.90,336.35,271.53,239.85,300.83,320.32,302.10,300.33,193.02,316.51,300.69,298.87,321.79,321.19,321.59,329.16,327.26,332.26,330.73,333.35,331.88,335.18,332.58,321.40,325.73,328.98,305.24,306.47,325.34,314.99,,277.82
2020-07-26 22:14:08.414000,L8,350.20,355.22,308.09,348.95,354.42,358.35,345.75,353.17,350.80,353.05,350.11,352.95,353.74,355.28,349.47,350.74,356.86,266.13,333.95,331.95,355.98,323.50,349.13,347.80,350.01,353.73,359.03,355.79,361.92,365.91,359.38,356.80,352.71,346.79,344.47,338.03,347.63,345.09,349.15,352.62,351.00,361.81,350.94,353.42,349.55,344.82,343.71,346.18,346.88,353.55,350.63,349.57,354.96,356.32,355.00,349.75,350.90,351.66,350.02,352.81,349.40,349.74,348.11,345.96,346.31,342.86,344.64,342.11,340.67,339.52,343.18,342.30,341.46,337.84,341.65,344.59,343.30,345.33,348.63,345.53,350.35,349.99,349.07,347.51,348.80,354.63,354.34,355.03,351.30,351.55,351.62,352.62,350.17,354.62,348.39,348.35,351.99,346.99,346.20,348.07,347.77,352.82,351.77,302.22,269.90,362.46,347.75,364.80,350.45,355.58,356.32,350.87,354.95,350.97,346.96,357.74,350.01,348.07,356.51,352.53,355.84,359.77,360.21,361.43,342.51,346.66,349.78,344.67,358.67,351.01,356.04,198.45,355.59
2020-08-11 22:14:11.423000,L8,,,,,,,,,241.82,241.79,225.54,247.17,219.26,246.61,281.00,,187.37,204.86,274.22,243.70,,,,,,473.45,509.80,331.37,,,,195.52,294.54,202.14,317.18,298.36,262.73,357.22,352.40,353.54,326.80,324.37,319.65,311.91,311.11,306.52,311.98,310.12,313.70,319.12,326.66,333.28,,379.46,375.78,,,,,,,,,,,,,,508.43,343.23,334.54,335.90,421.62,397.78,381.95,402.40,391.12,341.90,360.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.59,336.84,339.84,357.49,383.81,376.65,368.64,372.97,,,,,,,,,
2020-08-27 22:14:20.137000,L8,390.81,394.31,393.36,382.99,397.20,383.70,399.47,410.27,401.49,396.84,396.06,383.21,390.39,385.27,384.83,404.63,382.30,375.47,379.82,400.35,392.88,390.24,383.32,376.86,368.91,382.07,380.40,376.18,398.82,390.56,404.53,398.95,391.36,368.95,387.29,381.64,380.37,380.60,393.60,390.70,385.66,379.91,379.54,378.85,372.54,369.76,395.86,373.69,372.96,373.33,364.73,373.68,395.24,394.02,366.88,369.81,358.92,362.99,367.51,374.56,383.21,383.15,373.04,369.33,359.64,360.76,374.84,362.20,365.29,351.89,363.01,369.91,376.51,372.14,374.33,357.18,369.57,357.26,370.67,369.47,373.77,372.36,383.21,382.05,375.32,374.83,368.52,378.98,365.85,372.99,378.74,376.26,379.32,369.20,382.49,372.23,371.36,377.01,382.66,361.26,365.98,361.51,389.97,393.48,384.39,393.69,396.29,402.81,404.86,397.09,377.66,391.64,385.23,393.50,405.73,415.66,372.88,371.06,369.25,373.24,374.85,387.70,380.94,381.88,358.81,387.18,381.12,384.87,397.36,392.30,396.14,372.42,404.50
2020-09-28 22:14:31.097000,L8,339.25,287.49,303.87,262.52,327.19,342.28,324.20,325.80,325.10,326.93,341.68,326.04,329.78,328.83,330.37,331.04,323.26,268.38,322.66,318.05,322.51,311.73,321.73,323.42,318.65,315.22,329.77,333.52,342.26,350.75,334.19,326.53,352.15,338.90,322.67,321.99,322.06,328.34,329.46,330.02,329.96,329.99,329.20,321.29,340.85,323.87,318.53,328.30,328.76,341.15,331.16,338.58,339.96,348.57,349.39,335.88,343.14,348.32,343.64,332.39,341.64,329.37,344.09,329.30,339.41,336.78,340.41,339.69,330.75,325.55,337.47,336.60,337.44,320.09,330.71,334.91,339.29,338.32,337.53,326.70,330.36,338.07,338.51,330.95,331.58,341.55,345.18,334.64,334.29,342.97,342.41,327.60,334.65,338.55,338.79,330.39,331.73,331.06,332.90,339.73,334.77,328.90,332.49,295.04,272.04,325.10,329.66,332.61,331.81,330.84,329.48,347.48,327.92,329.79,331.98,327.70,341.93,333.01,335.31,334.07,336.76,337.35,357.61,336.17,330.10,336.28,340.75,326.71,328.87,327.06,328.12,227.49,326.66
2020-10-14 22:14:32.849000,L8,344.01,282.64,298.67,266.26,324.95,328.38,322.76,324.13,324.69,325.48,324.78,323.18,329.14,327.40,329.57,327.61,318.57,247.04,298.37,310.76,321.29,305.99,314.59,319.83,318.51,313.68,332.02,332.47,337.89,341.66,338.62,331.82,324.43,321.41,322.38,315.17,321.42,325.93,326.46,329.50,331.20,342.04,358.63,336.28,328.97,350.21,353.28,359.84,337.57,352.98,340.52,343.29,358.92,351.89,338.85,336.84,343.94,337.05,332.26,328.00,342.94,344.66,339.48,332.95,332.12,326.24,326.24,326.96,328.53,326.89,330.68,325.65,319.54,319.81,333.22,331.35,338.26,327.44,340.06,332.45,334.09,342.50,338.58,338.14,336.43,342.43,340.70,344.15,340.34,337.43,338.83,336.99,344.59,339.41,338.92,333.93,331.49,337.98,332.31,336.04,335.30,334.58,341.67,294.12,272.90,322.56,328.66,325.55,324.45,325.24,330.27,323.25,322.35,325.85,327.42,326.50,353.65,354.63,434.19,453.39,464.52,356.66,353.80,353.52,329.79,329.26,339.89,326.24,327.74,328.06,328.51,228.37,324.92
2020-10-30 22:14:31.894000,L8,399.25,391.67,393.09,404.55,399.69,403.23,404.51,404.23,403.44,404.61,400.48,394.83,401.23,393.82,405.58,407.06,408.72,403.63,402.83,400.16,397.55,393.63,399.19,393.22,391.11,403.18,399.44,398.02,412.43,412.49,408.34,401.81,396.84,397.45,388.32,392.42,383.52,392.18,404.18,392.24,400.10,399.02,391.60,392.53,393.23,403.52,397.60,382.32,395.21,395.60,396.87,388.97,400.38,399.68,381.60,392.59,396.62,396.17,397.29,383.63,391.91,378.80,383.25,383.00,382.17,385.60,372.49,376.76,387.88,380.54,378.24,374.65,372.55,383.27,382.60,385.66,388.02,378.33,394.16,382.43,391.71,383.90,380.38,385.51,389.89,393.19,387.65,386.00,386.15,378.98,377.28,376.61,389.66,387.15,388.70,385.95,378.70,388.27,382.92,378.46,384.33,383.81,393.74,410.20,391.50,402.42,411.59,403.56,403.36,405.73,401.56,397.39,398.65,402.32,409.98,406.82,385.32,390.28,401.38,393.33,400.59,386.60,397.78,398.69,387.03,383.78,380.29,391.63,391.62,406.84,404.06,391.49,408.94
2021-02-19 22:14:15.689000,L8,,335.32,332.60,336.36,360.97,357.92,359.96,350.73,356.00,363.31,359.88,354.47,440.01,501.39,387.49,365.29,367.66,376.56,367.06,365.10,346.20,319.72,354.12,349.20,357.77,355.06,359.20,366.06,364.88,366.99,365.45,338.94,318.17,313.83,348.33,340.01,347.29,351.62,348.34,350.95,356.01,354.07,360.73,355.02,339.81,356.76,338.23,343.61,351.35,352.83,341.93,353.43,358.24,357.47,347.36,347.04,353.99,350.29,351.54,351.34,396.50,370.95,348.74,348.45,342.93,349.81,344.09,347.73,340.43,349.16,338.14,342.95,342.19,333.74,334.42,361.13,337.42,345.60,347.36,344.94,347.53,343.06,351.18,345.25,353.91,355.00,354.64,377.67,444.88,464.01,471.56,475.14,457.51,423.29,451.79,,,480.96,398.43,378.84,490.21,504.33,471.89,325.15,301.14,357.61,355.11,354.50,360.79,356.81,355.66,349.49,358.82,,,514.74,351.10,350.21,350.13,356.01,358.80,354.42,358.11,357.64,348.07,353.71,354.00,483.03,,,,248.06,362.31
2021-03-07 22:14:08.153000,L8,323.62,,,,353.22,239.38,293.11,316.94,316.57,320.12,319.77,313.22,320.30,319.65,320.45,317.27,297.86,228.32,299.29,305.78,304.81,306.14,302.96,311.55,311.64,308.06,316.83,327.64,334.15,332.80,327.64,315.52,251.24,284.07,315.78,310.62,315.23,319.98,323.89,328.76,348.60,218.05,424.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.88,314.00,307.61,305.73,309.28,311.69,346.98,292.52,296.21,333.61,320.22,330.21,318.43,319.52,332.65,317.28,312.26,319.47,331.59,328.82,324.86,323.69,326.05,324.16,321.16,325.60,321.06,321.18,326.83,,,301.12,305.08,272.76,319.04,309.49,312.61,307.77,306.61,317.99,320.76,319.15,,,,,,,,,,,,306.69,316.78,320.15,322.42,,346.50
2021-05-26 22:13:54.830000,L8,392.15,419.25,424.51,416.56,418.21,390.43,415.58,388.75,418.99,421.10,417.47,418.71,413.86,409.54,413.81,404.13,409.81,407.02,395.56,423.18,405.80,398.75,414.06,410.78,384.32,414.93,413.56,415.94,417.26,421.04,407.40,398.37,396.29,386.78,410.10,408.90,411.60,398.18,408.58,412.82,410.84,396.78,411.80,376.32,386.38,398.07,397.88,397.36,403.49,402.03,397.24,399.65,405.33,392.59,398.06,393.70,399.80,362.60,388.05,402.03,406.02,406.36,410.08,395.07,364.75,390.16,392.73,391.11,371.42,393.99,368.02,397.26,386.84,390.32,407.10,387.67,396.07,399.99,383.63,394.45,403.83,408.03,375.29,391.82,395.11,399.23,406.64,407.84,404.88,402.99,402.51,397.49,408.33,397.04,404.90,402.81,409.21,406.11,397.04,390.60,391.04,391.06,400.71,420.49,380.75,407.79,412.55,418.63,405.34,412.95,405.44,401.63,404.62,403.05,381.27,412.97,406.37,403.12,404.72,406.46,398.90,402.68,405.52,401.69,408.06,414.05,388.35,412.73,418.30,410.16,405.47,411.70,414.27
2021-08-30 22:14:25.984000,L8,336.08,276.59,295.34,292.91,321.11,322.27,320.36,326.68,324.46,323.64,324.45,320.98,331.01,326.99,327.40,323.83,315.75,222.81,292.97,313.86,320.77,307.64,314.68,323.09,325.12,325.00,332.60,331.56,341.19,344.33,331.39,346.05,325.24,323.05,330.84,331.80,333.16,331.44,326.98,330.94,331.66,329.96,324.27,320.82,324.95,321.63,317.21,320.34,321.96,329.16,342.92,339.82,343.42,341.09,334.31,333.04,342.16,338.80,330.08,341.15,325.90,334.10,336.85,339.88,331.39,333.88,328.40,321.23,330.79,328.90,319.14,326.23,321.61,324.32,326.74,324.27,328.20,329.26,330.36,328.70,328.45,332.74,337.09,324.84,332.57,339.93,341.65,336.90,335.73,331.34,326.02,329.25,329.61,334.59,332.81,326.34,325.98,333.71,327.91,319.75,326.38,329.87,328.35,294.50,269.78,319.49,321.09,327.06,326.11,325.39,329.69,324.04,337.04,324.98,327.46,325.30,330.20,332.78,343.02,335.41,338.31,337.26,335.11,338.26,328.60,335.23,334.05,323.80,327.06,328.34,349.94,212.20,325.06
2021-09-15 22:14:29.885000,L8,328.35,274.79,290.23,231.75,309.45,308.11,308.00,314.51,311.40,314.16,313.98,305.13,314.48,313.82,320.08,313.87,289.41,204.42,276.93,301.20,281.58,278.59,289.85,309.50,310.88,308.76,320.00,325.30,331.40,331.96,322.96,307.57,243.41,281.20,308.38,304.79,308.87,314.73,314.62,318.67,320.20,320.78,313.26,306.15,313.69,307.13,308.28,310.09,312.91,319.18,316.63,318.79,327.58,322.75,327.61,321.99,323.50,323.49,318.71,322.41,322.02,325.16,328.65,319.50,316.71,316.43,312.61,311.29,310.42,310.95,309.18,312.95,315.23,321.66,313.27,314.14,315.18,315.30,316.40,317.25,318.47,322.54,320.77,320.23,322.24,317.36,324.95,330.17,326.78,326.44,321.68,318.00,318.69,315.22,317.96,317.79,321.55,328.03,318.63,319.07,320.31,319.35,325.40,286.77,264.08,310.22,312.10,309.54,314.84,310.46,319.59,313.56,309.70,313.36,316.43,316.24,321.32,317.85,323.53,327.52,322.33,329.97,328.45,323.23,310.58,314.06,318.98,307.65,314.27,312.05,317.69,197.74,312.70
2021-11-06 22:15:11.708000,L9,352.30,371.83,367.72,353.93,361.14,347.18,363.22,368.47,366.38,366.47,429.08,431.84,425.93,421.66,424.50,377.75,384.10,369.03,379.40,373.47,374.77,368.18,404.57,397.96,416.61,375.62,419.85,417.43,381.35,418.23,410.48,404.03,402.60,371.36,373.04,361.94,369.02,371.15,366.77,372.88,375.25,371.14,410.13,408.59,403.70,408.10,399.28,361.99,362.87,359.53,361.23,401.62,363.66,361.18,354.28,353.27,359.55,365.38,403.53,405.30,402.48,356.64,361.57,358.96,379.68,345.15,348.84,346.90,344.15,348.75,348.33,357.05,346.39,344.87,353.92,345.26,346.80,355.05,351.70,357.99,356.50,375.42,358.71,344.55,353.27,349.11,351.72,358.18,390.97,351.87,356.21,354.77,357.24,340.16,349.20,348.39,355.33,352.58,343.01,347.12,353.35,349.37,344.79,364.90,351.54,385.46,373.71,373.86,370.57,374.75,373.30,410.82,365.46,369.74,364.80,358.54,406.42,404.36,401.59,365.57,363.02,365.80,363.78,365.18,356.22,357.66,357.91,370.45,367.50,368.62,367.48,370.20,373.48
2021-11-18 22:14:32.533000,L8,386.35,414.89,414.64,406.39,410.07,388.73,404.08,407.79,407.77,408.14,400.01,407.07,412.51,411.96,387.94,410.33,415.17,410.41,409.09,400.81,403.61,404.34,404.81,411.18,413.41,417.82,416.40,413.84,411.92,417.20,415.91,405.43,376.12,392.78,383.40,381.25,379.02,395.46,401.70,400.33,398.74,390.72,386.33,393.12,397.22,383.51,388.90,380.76,394.90,392.32,403.21,405.95,401.55,395.90,397.98,395.23,368.34,382.76,388.45,383.51,368.82,370.70,372.36,382.42,362.07,381.65,357.06,386.48,390.26,393.75,392.79,386.89,384.64,379.06,386.48,389.31,388.91,389.80,388.18,377.07,374.18,384.56,381.82,388.79,366.38,394.58,388.78,397.02,384.39,370.20,387.23,383.64,388.32,385.43,381.50,379.35,375.08,372.44,381.46,381.60,380.91,378.04,364.06,419.07,414.44,406.49,411.85,412.41,412.32,399.82,398.59,399.39,398.88,412.14,410.41,407.16,404.69,401.04,368.07,393.13,401.92,387.28,389.36,400.36,389.09,388.03,386.20,382.18,396.22,412.37,410.67,404.42,411.47
2021-12-20 22:14:31.987000,L8,347.18,283.33,304.50,261.03,325.72,322.27,320.92,321.13,318.87,319.33,321.01,317.15,330.77,352.20,324.68,319.73,334.77,234.17,298.41,319.94,312.84,309.58,322.06,352.57,352.78,349.83,350.33,366.72,365.50,362.38,362.61,353.30,351.18,345.86,349.02,340.73,350.07,345.30,346.99,348.07,349.71,348.54,359.17,347.33,352.25,345.12,339.93,348.12,337.87,340.50,349.53,352.61,356.59,349.97,346.85,347.02,342.52,350.84,343.54,347.21,347.18,347.83,348.78,343.74,337.99,338.39,336.00,345.68,335.80,342.66,337.73,338.45,337.67,337.16,332.68,339.90,337.51,344.63,345.57,346.64,339.24,345.96,342.48,344.65,346.77,342.43,345.25,341.98,348.87,394.01,390.66,389.06,394.20,385.06,344.79,346.09,343.33,336.26,344.55,339.61,376.41,368.99,345.21,295.67,273.31,354.21,332.92,329.52,319.53,318.12,324.45,317.37,313.46,317.80,320.23,328.68,351.77,346.69,347.06,355.74,355.16,354.73,353.83,353.16,344.62,341.52,342.92,318.14,320.27,320.80,323.63,231.92,322.56
2022-01-13 22:14:26.510000,L9,376.97,301.26,394.51,384.77,395.14,394.46,390.33,409.59,399.44,401.47,390.48,405.70,399.35,398.11,397.39,390.06,393.57,403.91,397.00,400.41,393.72,389.54,390.54,384.84,391.21,388.96,391.22,394.13,394.53,389.90,384.96,381.52,378.65,377.37,378.76,378.67,373.13,383.39,388.38,384.86,388.33,382.03,380.64,379.93,373.03,372.79,374.86,381.39,376.64,375.59,373.03,373.89,386.32,374.86,380.47,374.41,367.87,367.33,371.96,373.74,375.36,368.63,376.16,378.62,375.43,383.40,368.95,359.19,364.66,370.49,365.27,375.81,368.50,376.36,377.98,383.53,373.90,384.32,372.75,377.30,379.30,378.62,378.05,367.24,378.00,381.31,377.30,379.46,368.09,372.37,370.94,380.86,380.68,379.89,372.32,371.06,381.61,379.73,390.64,374.62,376.32,379.80,375.81,385.96,399.31,397.26,393.77,396.61,391.89,396.95,398.64,397.03,388.21,402.26,396.52,405.94,373.22,377.96,376.28,374.89,377.09,383.79,377.60,392.68,379.37,380.55,378.66,396.57,395.48,392.35,386.74,387.95,393.26
2022-03-02 22:14:13.766000,L9,417.53,416.29,413.20,411.09,413.92,407.26,410.86,422.41,403.36,401.61,418.24,418.83,416.78,417.34,400.24,412.63,420.79,422.48,411.93,420.44,422.89,419.70,405.47,412.92,412.86,417.21,416.93,417.23,420.32,422.70,415.13,403.53,404.39,410.42,392.09,396.42,406.83,391.03,409.90,405.57,408.73,412.96,408.37,410.02,407.27,401.97,403.25,399.27,386.71,398.65,401.04,397.18,404.89,402.97,407.56,385.95,396.21,402.36,395.58,403.13,399.84,390.12,386.02,383.55,389.68,376.66,387.13,389.60,385.84,392.79,376.03,384.63,377.32,374.47,381.30,385.54,392.81,393.17,375.96,387.87,392.20,391.22,398.41,400.68,394.84,402.20,397.83,398.73,392.73,403.39,397.48,390.05,400.30,394.94,396.91,401.86,395.71,398.08,404.20,399.87,391.99,393.70,423.08,414.30,420.30,405.90,417.67,420.39,418.76,413.41,413.26,408.05,404.16,421.82,418.03,416.74,406.24,397.43,408.05,402.96,407.57,397.35,403.71,404.07,382.38,385.11,387.42,405.89,395.37,411.62,423.94,416.36,418.12
2022-04-27 22:13:58.302000,L8,335.45,285.44,306.52,320.38,346.53,350.36,343.23,357.18,329.49,353.39,341.57,357.36,353.17,347.56,353.18,335.45,342.98,241.90,306.69,319.78,323.83,317.41,321.58,329.93,326.56,322.40,334.60,352.27,349.82,350.39,343.26,354.06,252.71,316.47,336.00,328.21,326.16,334.77,338.04,357.48,354.79,353.61,349.67,349.99,357.52,344.10,339.50,326.88,335.48,346.48,338.08,337.94,347.07,345.51,346.97,341.81,340.08,341.89,344.79,333.98,346.92,348.26,338.62,338.90,338.66,334.90,323.69,328.71,332.26,326.73,325.15,322.16,328.04,334.94,327.22,333.28,336.66,341.62,341.43,346.38,344.20,329.97,339.10,340.19,346.81,343.73,329.74,338.14,340.37,346.60,333.99,329.73,344.02,339.88,337.57,332.67,332.23,337.08,338.69,335.65,330.81,324.29,333.53,301.00,275.74,339.93,335.53,346.09,346.17,330.33,344.49,348.11,339.98,351.78,343.54,362.01,340.25,348.06,353.62,347.25,345.67,338.30,353.27,350.16,328.45,337.58,342.15,334.48,335.14,335.86,342.33,220.74,347.29
