dates,nzd0468-0000,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0013,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0077,nzd0468-0078,nzd0468-0079,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0071,nzd0468-0072,nzd0468-0006,nzd0468-0002,nzd0468-0003,nzd0468-0004,nzd0468-0005,nzd0468-0001,satname
2003-09-14 21:51:42+00:00,327.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.19,302.44,307.005,305.48,303.28,303.185,305.805,301.46000000000004,304.34000000000003,315.635,324.015,324.92499999999995,325.52,313.59000000000003,312.25,,,304.34,300.71,299.69,308.88,310.975,319.96000000000004,314.315,317.74,318.66499999999996,331.62,333.765,331.0,332.75,332.235,330.15,330.18,325.55,324.21000000000004,327.53,326.56,336.87,333.06,330.48,327.89,327.03,324.735,323.375,304.41999999999996,327.28499999999997,318.46,320.805,319.145,317.56,317.44,319.425,321.29,323.88,322.29,325.6,316.71,321.6,,318.46500000000003,317.54,319.65,317.54,321.45,322.46,,,312.205,323.29999999999995,324.94,316.765,309.195,316.03499999999997,320.945,313.48,313.04,318.85,,,,,,,,,,312.61,319.69,315.67999999999995,312.94,312.665,314.46000000000004,317.885,319.18,324.03499999999997,323.425,326.4,,,,,,,L5
2003-11-17 21:52:33+00:00,327.88,324.67,328.2,320.42,300.97,301.62,302.39,297.45,297.5,305.13,308.11,323.99,320.82,321.31,324.18,325.71,325.63,309.58,295.34,300.76,297.49,290.66,,,,,,,,324.98,297.99,314.405,302.82666666666665,301.91333333333336,301.98,300.16,302.7733333333333,299.86,302.50666666666666,319.5733333333333,326.02,328.4266666666667,330.10999999999996,320.40000000000003,317.84,,,302.205,299.59000000000003,300.12,307.57,310.9633333333333,319.0366666666667,318.9533333333333,323.4666666666667,323.76666666666665,330.17333333333335,335.51,333.73,332.79333333333335,333.74,333.45666666666665,334.0833333333333,322.015,322.36,323.04,322.93666666666667,329.245,325.935,325.7366666666667,329.2133333333333,330.3933333333334,329.11333333333334,327.56666666666666,305.3566666666666,329.16,325.64,316.17333333333335,314.11999999999995,312.40000000000003,312.76666666666665,313.93,310.97,312.845,322.76,323.95000000000005,317.88666666666666,322.015,329.26,320.49666666666667,321.605,312.115,312.755,314.65,315.125,310.1,,305.16333333333336,323.7633333333333,325.55333333333334,320.06333333333333,313.32666666666665,319.9433333333333,323.95666666666665,320.57000000000005,309.775,318.85,303.82,305.87,,304.14,299.35,323.14,327.04,324.08,323.14,316.48333333333335,323.57,318.52666666666664,316.39000000000004,309.5566666666667,311.8866666666667,314.11333333333334,313.635,318.78,318.6666666666667,320.72333333333336,,,,,,,L5
2003-12-03 21:52:43+00:00,321.17333333333335,319.94500000000005,327.615,322.42,313.275,312.825,313.055,309.76,307.135,306.855,309.545,315.8,312.935,314.48,317.78,320.31,325.83500000000004,311.54499999999996,305.04499999999996,309.205,306.115,280.62,,,,,300.58,304.28,300.01,318.95500000000004,303.99333333333334,318.38,303.7875,303.6075,306.3725,304.1375,305.7825,298.3,300.5675,316.5525,321.6975,325.23,328.175,319.6875,320.08,,312.07,308.39,306.1466666666667,306.7366666666667,311.875,311.9625,319.1775,318.08,322.415,322.14,325.7175,331.915,330.09000000000003,328.565,329.3825,333.935,334.0833333333333,322.015,322.36,323.04,322.93666666666667,329.245,324.01,323.7175,326.685,327.3,327.055,325.085,301.1975,329.2475,326.82666666666665,316.17333333333335,314.11999999999995,312.40000000000003,312.76666666666665,313.93,308.44666666666666,310.51666666666665,317.4266666666667,317.34,314.1175,318.41,319.90999999999997,321.005,323.34999999999997,312.115,312.755,314.65,315.125,310.1,308.96,303.03249999999997,319.145,320.495,316.2175,310.46999999999997,316.435,324.02750000000003,321.99333333333334,309.775,318.85,308.95,305.87,,305.145,297.59000000000003,311.02,313.155,312.685,314.855,314.15,321.5275,320.2025,317.9275,312.485,315.175,317.515,317.93666666666667,321.6525,317.165,318.545,,,,,,,L5
2004-06-28 21:56:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.58,313.69,313.6,315.35,313.5,313.37,,,299.39,314.9,312.96,307.24,,294.63,292.9,277.49,291.43,306.21,314.43,305.33,303.26,286.92,313.72,295.4,,290.67,294.45,291.61,278.61,269.08,,270.29,270.63,298.0,293.98,279.49,273.68,282.32,279.26,,279.75,291.59,290.44,280.39,286.06,292.56,293.32,,,,,,,302.12,300.92,286.86,299.72,291.36,297.68,305.26,299.03,,,,,,299.11,311.41,298.43,299.41,297.19,299.49,300.01,,,,,,,,,,,L5
2004-07-30 21:56:51+00:00,,315.79,305.97,316.01,309.26,315.79,318.71,317.58,314.08,318.11,322.14,318.25,308.45,316.95,309.07,314.52,313.37,316.26,308.5,311.68,310.64,318.27,305.23,316.57,323.75,324.6,326.0,330.69,319.01,321.24,302.53,322.19,308.47,314.82,321.2,319.58,316.09,314.07,319.59,324.81,328.24,336.27,335.96,330.29,319.76,,315.74,324.9,322.48,321.9,316.83,322.86,324.275,325.52,326.325,324.58000000000004,333.48,337.71,299.39,314.9,312.96,307.24,,294.63,292.9,308.4,291.43,306.21,314.43,305.33,318.94,308.73,321.115,295.4,321.67,290.67,311.54499999999996,309.22,278.61,296.74,324.97,298.915,296.635,298.0,309.29,300.925,273.68,282.32,279.26,,279.75,291.59,290.44,280.39,286.06,292.56,293.32,,,,,,,302.12,300.92,286.86,299.72,291.36,297.68,305.26,299.03,,,,,,313.545,322.665,313.95500000000004,311.92,311.945,313.52,313.875,335.02,335.25,327.22,328.51,309.1,,,,,,L5
2004-08-15 21:57:13+00:00,,319.65,308.725,314.01,312.23,313.06,316.765,313.74,317.655,315.39,324.47,319.84000000000003,314.605,316.185,316.42499999999995,315.27,318.755,317.595,314.395,310.625,308.53999999999996,309.855,304.04,317.315,327.6,326.725,330.855,329.195,320.54499999999996,318.485,302.53,313.245,312.95000000000005,315.47,306.515,314.97,319.455,316.745,323.01,325.025,331.07,336.4,337.125,331.155,321.17499999999995,,315.74,324.635,322.89,323.725,321.32666666666665,327.5333333333333,324.275,329.0233333333333,329.29,324.58000000000004,329.175,337.71,299.39,314.9,312.96,307.24,,294.63,292.9,308.4,291.43,306.21,314.43,305.33,318.94,308.73,321.115,295.4,311.45500000000004,290.67,311.54499999999996,309.22,278.61,296.74,324.97,298.915,296.635,298.0,309.29,300.925,273.68,282.32,279.26,,279.75,291.59,290.44,280.39,286.06,292.56,293.32,,,,,,,302.12,300.92,286.86,299.72,291.36,297.68,305.26,299.03,,,,,,316.95,326.9266666666667,319.59,311.92,317.0233333333333,313.52,313.875,330.96500000000003,333.925,326.125,332.865,307.28,,,,,,L5
2004-10-18 21:58:47+00:00,,320.26666666666665,311.4566666666667,315.40000000000003,315.21666666666664,317.45,319.98,316.57666666666665,318.7366666666667,318.24666666666667,327.52,322.30333333333334,316.32,318.13,319.1333333333333,317.75666666666666,320.37,316.99,315.42,316.1166666666667,313.23,314.75666666666666,312.4266666666667,321.6166666666667,328.5366666666667,329.32666666666665,329.9533333333333,328.52666666666664,321.39,319.49333333333334,307.075,315.16333333333336,311.84666666666664,317.81,313.46,317.29333333333335,319.1766666666667,317.22333333333336,323.31333333333333,326.09666666666664,328.8633333333333,333.81333333333333,335.8,330.3633333333333,321.19,,314.26,325.37666666666667,322.92333333333335,326.74,322.93,329.13,327.7633333333333,330.485,328.825,325.26666666666665,331.66333333333336,337.09000000000003,317.96500000000003,326.05499999999995,325.67999999999995,323.52,336.21,314.49,292.9,308.4,291.43,306.21,314.43,305.33,318.94,308.73,324.58666666666664,311.235,308.56666666666666,310.52,316.6566666666667,309.22,278.61,296.74,324.97,298.915,296.635,298.0,309.29,300.925,295.57500000000005,301.615,279.26,322.82,279.75,306.28499999999997,290.44,280.39,286.06,292.56,293.32,,,321.9,324.36,,,311.615,300.92,304.605,299.72,291.36,297.68,305.26,299.03,,,,,,316.8225,327.14750000000004,319.17,314.17,316.1875,318.90000000000003,320.66,331.75,334.94,329.49,335.05333333333334,304.80333333333334,,,,,,L5
2005-02-23 22:00:55+00:00,,315.13,315.395,312.155,316.41499999999996,319.33500000000004,322.45500000000004,319.45,317.825,319.065,327.78,321.915,316.84000000000003,316.345,319.65999999999997,318.725,319.15,309.29999999999995,312.345,317.355,316.83000000000004,317.865,319.705,321.83000000000004,320.57000000000005,326.855,324.585,319.4,313.78999999999996,315.51,296.96500000000003,309.515,303.945,307.56,317.4,312.395,311.225,311.42,313.40999999999997,322.57,322.23,324.82,329.475,323.13,313.67,,312.78,315.015,316.61,324.84000000000003,323.19,328.19,329.71000000000004,330.14,326.33000000000004,324.06,332.255,334.55,333.025,335.335,336.74,339.8,336.21,335.785,337.21,328.37,331.56,,330.94,329.31,326.98,326.09,326.725,322.75,304.47,324.28999999999996,320.175,312.8,309.58,315.67,315.69,316.41,314.41,314.15,314.32,315.2,312.665,316.605,312.41,317.36,,317.665,313.73,320.12,,,320.39,295.28,,321.9,324.36,,,321.11,,322.35,,,,,,,,,,,314.46000000000004,323.33000000000004,318.035,316.795,313.895,323.735,328.275,330.21000000000004,331.69500000000005,331.94000000000005,333.265,299.85,,,,,,L5
2005-03-11 22:01:07+00:00,,313.32,315.05,311.25333333333333,315.27666666666664,317.13000000000005,320.18,318.51666666666665,316.65333333333336,316.92,324.98333333333335,319.8,315.57666666666665,315.17,318.8066666666667,317.8766666666667,318.38,309.16333333333336,310.98333333333335,314.65000000000003,313.96000000000004,314.9433333333333,315.15000000000003,317.92,316.2966666666667,323.90333333333336,322.60999999999996,316.82666666666665,310.31,314.5933333333333,293.09999999999997,307.14,302.51,303.8933333333334,313.42,308.08666666666664,307.5133333333333,307.5733333333333,309.6166666666666,317.7866666666667,319.67,322.34999999999997,327.2,320.3533333333333,311.10333333333335,,312.78,310.26,313.20666666666665,320.50666666666666,320.97333333333336,325.95,328.50333333333333,328.61,325.73333333333335,322.56666666666666,328.71999999999997,333.27333333333337,331.0933333333333,334.30333333333334,335.58,336.07500000000005,336.21,335.785,337.21,326.28,326.45,,328.34000000000003,327.26,324.39,323.04999999999995,324.9633333333333,322.01666666666665,305.5466666666667,322.8066666666667,318.9433333333333,314.885,310.92499999999995,313.655,313.51,314.57000000000005,311.435,313.355,312.57,312.35,310.68333333333334,315.1433333333334,312.9,316.0833333333333,,317.15000000000003,313.94,318.885,318.02,318.64,318.99,292.43499999999995,,321.9,324.36,,,321.11,,322.35,,,,,,,,,,,312.73333333333335,321.5266666666667,317.1933333333333,314.7966666666667,313.37333333333333,320.71333333333337,324.59666666666664,326.71,327.8066666666667,328.23333333333335,329.55333333333334,299.85,,,,,,L5
2005-04-12 22:01:18+00:00,,310.7025,312.295,308.2375,313.015,313.475,316.135,315.15,314.7825,314.755,322.1775,318.4375,314.04,314.5725,318.03,314.97,316.83,307.645,308.89,312.65,311.0725,311.8575,313.265,316.5725,314.6575,322.0725,321.07,316.055,308.885,313.2725,290.105,305.73249999999996,301.63,302.1275,311.1925,304.865,303.97249999999997,304.6925,309.6166666666666,317.7866666666667,319.67,322.34999999999997,327.2,320.3533333333333,311.10333333333335,,312.78,308.5725,309.745,317.1475,319.95,325.3025,327.84000000000003,327.775,325.67,323.5825,327.55,332.8575,330.5875,334.355,334.975,333.01666666666665,331.89,333.50333333333333,331.14,324.1166666666667,324.48333333333335,328.76,328.99,326.60999999999996,325.1933333333333,322.66333333333336,325.11,322.7375,305.8825,320.7775,316.985,313.47333333333336,310.39666666666665,311.33,310.81333333333333,312.5733333333333,311.0566666666667,311.6933333333333,311.5,311.59999999999997,310.5375,314.89,312.1933333333333,314.405,312.68,315.665,313.3833333333333,316.76666666666665,317.085,317.205,318.40333333333336,290.99666666666667,,321.9,324.36,,,321.11,,322.35,,,,,,,,,,,313.335,322.0825,315.9225,313.8175,312.8,318.55,322.5525,324.34000000000003,325.4,327.05,327.9725,299.85,,,,,,L5
2005-10-05 22:02:17+00:00,,302.85,304.03,299.19,306.23,314.225,314.405,314.86,314.72,316.28499999999997,313.76,318.93,309.43,320.83,315.7,306.25,312.18,312.78499999999997,314.3,314.595,309.13,308.895,313.79,317.18499999999995,314.69,321.345,321.955,320.28999999999996,304.61,318.635,298.805,311.935,311.44,311.03999999999996,304.51,304.11,301.67,304.53,322.18,323.87,329.16,341.26,,,,,,303.51,299.36,307.07,316.88,323.36,325.85,325.27,325.48,326.63,324.04,331.61,329.07,334.51,333.16,326.9,327.57,328.94,325.07,319.79,320.55,328.76,330.29,325.31,326.8,321.89,325.55,324.9,306.89,314.69,311.11,310.65,309.34,306.68,305.42,308.58,310.3,308.37,309.36,310.1,310.1,314.13,310.78,309.37,312.68,311.21,312.27,312.53,316.15,315.77,317.23,288.12,,,,,,,,,,,,,,,,,,,315.14,323.75,312.11,310.88,311.08,312.06,316.42,317.23,318.18,323.5,323.23,299.14,,,,,,L5
2006-02-10 22:04:39+00:00,,,,,,325.94,324.81,325.105,322.42499999999995,321.905,,323.51,,328.88,,,,322.48,321.21000000000004,320.32000000000005,314.4,315.19,319.615,321.84,319.64,326.11,327.46,326.84,322.45,327.96,311.025,321.36,317.275,319.43,,313.02,310.70500000000004,312.40999999999997,319.355,323.87,327.625,341.26,,330.3,316.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.395,,,,,,L5
2006-07-04 22:07:05+00:00,,,333.34,330.25,329.51,328.45,330.18,323.97,327.46,322.78,,,,320.98,,324.97,,328.95,316.43,324.66,319.695,327.54,323.40999999999997,335.46,335.39,,,,322.45,302.43,305.56,320.36,310.66,313.61,,299.56,312.45000000000005,311.53499999999997,313.52,324.95,326.09,,,331.83000000000004,316.72,,,326.32,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.325,,,,,,L5
2006-08-21 22:07:43+00:00,,335.21,333.315,333.41499999999996,329.595,324.39,324.45000000000005,317.105,323.625,321.3,326.94,320.71,323.99,325.975,332.07,328.855,334.56,330.62,331.8,327.625,319.53999999999996,321.03499999999997,323.69,327.66999999999996,327.63,327.45,335.05,341.61,339.64,319.15999999999997,,313.45,328.28,323.11,307.75,306.08000000000004,312.78499999999997,307.17499999999995,312.22,322.27,324.2,337.16,344.96,337.26,332.02,,,325.77,316.23,317.35,322.61,328.21,328.06,327.77,332.7,343.38,328.66,339.8,349.38,350.97,,,,,,333.54,328.99,334.41,331.28,331.12,328.15,328.74,,,330.53,,,,,319.48,317.76,314.07,310.99,315.88,314.79,321.82,,,,331.0,,,,321.33,321.99,,325.7,322.24,,,,,,,,,,,,,,,,,,,331.81,,337.11,337.93,332.72,,325.75,322.33,327.91,324.62,330.2,317.01,,,,,,L5
2006-10-08 22:08:17+00:00,,329.71500000000003,330.23,330.56666666666666,326.4266666666667,324.17333333333335,327.78000000000003,322.0,324.8966666666667,324.5133333333333,332.65,328.6,324.345,323.68666666666667,328.275,327.2266666666667,334.56,326.44,324.57500000000005,326.22333333333336,321.6466666666667,323.65333333333336,325.48,330.39,328.97333333333336,327.45,335.05,333.555,333.15,319.65000000000003,291.7,311.26,315.51,316.995,313.23,310.59999999999997,313.58,310.3766666666666,314.33666666666664,323.8766666666666,323.375,328.785,337.7,332.83,324.085,,,323.71,322.36,324.125,325.96000000000004,331.335,328.06,329.2,333.78499999999997,334.46500000000003,328.66,339.8,349.38,350.97,,,,,,333.54,328.99,334.41,331.28,331.12,328.15,328.74,,,326.04999999999995,,,,,319.48,317.76,314.07,310.99,315.88,314.79,321.82,,,,331.0,,,,321.33,321.99,,325.7,322.24,,,,,,,,,,,,,,,,,,,321.08000000000004,326.67,329.24,329.645,324.35,,325.75,322.33,327.91,332.49,330.2,311.18666666666667,,,,,,L5
