dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0024,nzd0237-0021,nzd0237-0022,nzd0237-0023
2002-06-24 21:54:28.353000,L7,,,,,,,,,,,,353.31,332.61,369.99,377.17,372.71,356.21,371.29,364.74,368.09,352.15,338.71,345.27,353.10,347.19,337.78,348.30,356.69,363.14,375.72,363.40,366.45,368.91,347.13,338.51,340.58,352.21,357.74,,,,,,,,,,365.75,,,,,,,,
2002-08-27 21:54:00.253000,L7,291.50,303.28,317.04,321.22,327.51,303.38,306.27,310.76,293.34,266.03,253.08,284.85,316.23,341.49,329.33,339.42,340.22,343.69,337.10,339.23,343.15,338.79,336.04,335.91,331.04,323.75,322.80,323.91,,,,,,333.12,337.36,325.88,339.31,340.01,311.69,242.57,,,,,,,,,,,,,,,,
2002-10-14 21:53:43.769000,L7,315.62,331.80,346.98,334.78,344.24,353.29,342.56,323.33,315.71,304.36,299.62,310.07,338.14,360.67,355.52,373.65,360.16,366.61,362.50,360.39,355.11,361.32,360.62,353.12,350.02,350.56,331.92,336.75,327.55,346.99,346.14,329.87,326.28,349.52,353.96,340.01,366.67,360.91,359.11,283.75,282.33,287.12,281.77,266.94,252.62,267.11,272.62,288.32,,,,,251.48,,,
2002-12-01 21:54:16.937000,L7,369.10,324.24,401.32,326.17,323.10,309.84,311.45,308.89,290.63,272.55,272.51,,,,,,,,391.11,410.78,342.40,339.30,386.65,357.98,419.18,418.38,379.78,409.46,311.49,321.30,323.29,302.10,305.01,335.44,330.19,325.95,383.88,346.50,335.78,274.17,346.18,323.44,,,,,,,,,,,,,,
2003-01-18 21:54:30.278000,L7,289.38,323.39,333.81,330.29,312.78,302.53,309.24,297.39,286.25,263.59,254.79,275.88,312.95,347.27,333.68,346.90,361.84,349.64,361.03,354.42,351.70,336.31,335.18,335.10,347.44,347.33,314.97,315.54,309.45,323.00,322.24,306.52,304.76,333.18,346.52,320.96,367.47,351.60,335.11,239.33,,,,,,,,,,,,,,,,
2003-03-23 21:54:40.711000,L7,331.72,351.59,338.83,328.24,330.40,367.25,330.95,320.05,318.46,320.60,314.79,345.15,343.06,363.14,,,,,,,,,423.96,379.86,348.85,343.02,337.36,392.00,,,,,,,,,,,,301.83,286.72,302.50,340.44,317.27,309.31,268.20,269.82,294.21,324.60,293.67,302.40,303.30,,282.79,266.18,
2003-04-08 21:54:47.577000,L7,342.78,328.39,329.27,327.06,331.60,318.00,320.36,332.76,310.80,304.89,281.36,286.67,314.33,338.93,332.46,335.34,341.15,341.59,340.79,341.88,345.78,351.00,341.56,338.85,333.62,324.71,329.72,328.86,310.89,326.88,328.38,319.94,314.43,347.10,341.15,333.52,365.49,395.33,406.60,287.81,279.64,285.08,293.11,274.74,270.71,,,259.19,254.65,,,,,,,
2003-04-24 21:54:46.433000,L7,287.16,297.31,311.93,313.36,300.64,292.19,295.23,293.86,286.08,263.99,255.19,290.04,314.87,339.48,332.77,330.50,342.05,345.09,338.29,338.42,342.43,332.09,333.74,337.12,334.55,324.42,317.27,314.58,,,,,,328.16,329.97,318.02,342.16,343.07,,254.43,239.48,241.39,242.58,,,,,,,,,,,,,
2003-05-26 21:54:43.917000,L7,300.46,318.84,314.69,324.88,302.62,293.00,293.58,291.69,284.26,253.56,246.15,,,323.20,331.94,345.61,345.69,353.42,351.15,,,,,,,,,,,,,,,,,,,,,235.61,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,,305.23,307.04,314.64,298.90,293.05,301.73,290.36,282.96,279.01,281.07,,,,,322.60,338.35,341.87,327.70,335.60,335.95,342.53,323.87,325.63,335.99,322.86,319.44,,,,,,,,,,,,,265.73,255.78,242.01,246.47,250.08,231.21,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,,,276.42,290.95,274.34,272.91,271.86,270.93,253.24,234.49,,,,,,,,,,,315.41,321.77,316.88,321.21,316.89,306.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,319.71,334.29,327.09,319.30,311.29,311.48,305.07,297.93,286.02,290.84,291.68,317.85,325.74,335.07,326.03,340.14,342.82,337.05,338.52,351.80,352.82,354.98,346.49,342.11,346.46,344.09,320.71,317.22,318.57,320.13,316.27,305.72,312.98,335.50,343.85,333.17,356.95,357.61,353.96,281.49,280.01,284.44,273.97,276.89,251.50,269.17,273.57,296.60,,,,,251.90,,,
2004-02-14 21:44:57.678000,L5,288.35,313.28,314.27,313.83,307.83,300.09,297.96,280.83,260.89,238.81,,,,,,,301.79,308.80,319.28,324.57,329.05,326.86,325.76,324.77,332.92,328.48,318.26,317.14,304.61,316.61,321.15,295.20,299.88,320.68,323.18,316.13,335.42,338.36,344.03,,,,,,,,,,,,,,,,,
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,,,,310.21,309.72,314.03,313.66,310.56,308.99,299.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-17 21:45:08.368000,L5,,,,,,,,,,,,,289.86,307.51,300.70,313.38,315.32,321.23,315.95,313.12,316.41,311.23,311.89,310.18,306.13,304.66,293.68,,,,,,272.45,305.99,304.89,297.62,323.32,316.84,307.16,,,,,,,,,,,,,,,,,
2004-08-24 21:49:18.016000,L5,294.95,313.05,314.48,319.92,313.01,299.54,297.50,293.59,279.26,266.13,258.99,297.79,321.06,339.13,335.24,344.48,341.85,340.56,337.55,337.75,339.76,339.98,335.26,337.87,329.80,329.88,326.13,317.94,307.02,325.74,318.96,303.51,311.48,333.55,348.70,329.58,343.35,367.63,335.19,257.42,251.57,249.93,244.63,241.03,,,,263.16,,,,,,,,
2004-09-25 21:50:07.312000,L5,267.91,283.52,287.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.53,306.31,311.08,299.11,333.30,325.24,313.65,,,,,,,,,,,,,,,,,
2004-10-27 21:50:47.740000,L5,301.35,318.83,317.43,303.38,297.08,288.25,289.42,286.25,270.93,263.23,267.35,308.87,320.68,327.36,318.24,330.74,326.92,325.89,324.73,318.79,330.87,335.50,335.95,337.39,337.99,335.68,324.39,310.40,302.27,311.55,316.11,302.85,311.73,325.39,338.72,334.05,345.61,340.99,328.78,254.54,242.65,237.52,235.59,233.25,,257.36,264.09,281.31,,,,,,,,
2005-01-15 21:52:09.437000,L5,,,,,289.19,298.79,300.10,291.56,277.61,260.69,248.48,280.15,314.00,330.82,323.51,334.49,344.16,345.12,341.43,340.74,340.33,336.83,335.04,324.28,321.71,316.44,304.73,305.43,310.25,328.80,327.23,313.95,313.46,333.06,337.26,329.14,340.90,340.08,334.14,238.42,,,,,,,,,,,,,,,,
2005-02-16 21:52:37.927000,L5,281.14,300.65,300.85,297.45,291.62,299.24,304.22,300.05,284.80,271.17,260.10,282.58,314.12,329.29,330.19,345.92,348.62,348.29,344.92,341.99,342.88,331.49,328.45,323.54,306.85,,,,,,,,,,,,,,,248.75,,,,,,,,,,,,,,,,
2005-03-04 21:52:52.217000,L5,297.04,317.07,316.15,316.84,310.75,305.73,309.28,297.98,282.76,270.61,268.22,322.16,350.27,344.92,336.22,330.00,333.78,334.46,338.30,351.60,330.42,326.38,337.08,341.13,339.93,334.67,328.64,330.35,325.58,336.91,331.05,315.61,406.97,341.96,335.08,331.05,349.11,,,260.21,254.92,252.72,262.19,268.27,250.73,251.86,253.41,279.59,,,,,,,,
2005-10-30 21:54:03.531000,L5,332.47,341.03,322.89,318.76,314.76,310.48,307.41,302.69,289.99,303.39,308.36,336.36,339.96,332.50,334.56,340.66,342.54,352.15,343.35,354.37,355.02,353.64,351.47,354.05,356.60,359.35,333.60,324.86,319.38,328.27,324.03,306.74,321.07,351.24,354.30,347.98,371.93,368.73,366.41,300.75,295.80,291.45,287.74,294.47,272.87,301.55,294.46,320.16,262.43,,,,286.43,,,
2006-02-03 21:56:19.035000,L5,,,,,,,,,,,,,282.89,307.19,300.07,313.87,306.43,312.38,308.25,,,,,,,,,,,,,,275.44,304.45,308.29,304.82,318.37,313.91,309.22,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,295.06,313.79,311.94,313.99,310.73,301.05,296.28,291.20,273.03,257.59,250.60,302.39,325.13,341.13,338.81,344.53,336.27,337.77,333.28,335.45,335.53,328.84,333.71,340.15,340.48,333.83,329.50,324.51,315.70,323.78,318.55,300.34,307.36,329.96,324.63,323.38,346.45,352.18,347.23,247.42,245.61,238.62,248.76,247.49,235.63,250.31,255.71,276.21,,,,,,,,
2006-06-27 21:58:48.654000,L5,,284.95,293.86,298.10,285.03,285.40,288.42,285.93,266.37,253.96,238.67,,,305.42,315.53,325.50,320.58,322.09,328.95,325.35,329.43,322.13,318.52,323.29,320.87,316.56,314.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,292.56,310.84,289.40,,,,,,,,,290.30,318.81,336.89,330.03,336.81,337.72,346.63,339.36,324.32,316.47,328.90,324.33,287.65,322.04,338.31,322.44,313.86,319.00,324.24,327.03,314.24,307.27,321.60,324.07,322.34,338.59,339.10,333.39,,,,,,,,,267.42,,,,,,,,
2009-11-26 21:56:28.873000,L5,295.57,312.87,314.21,312.65,298.70,298.51,292.99,287.43,272.77,259.86,264.98,320.86,333.60,347.97,333.42,339.87,339.24,337.66,335.78,338.60,338.92,339.27,341.58,340.50,338.96,340.25,333.57,321.77,313.41,325.41,321.74,311.11,315.05,334.67,338.57,335.96,352.16,352.88,349.91,257.72,250.89,256.15,254.18,250.14,245.33,244.35,261.13,292.00,,,,,,,,
2009-12-12 21:56:37.955000,L5,290.48,312.46,313.82,307.59,298.40,296.39,297.16,288.50,279.12,264.11,263.57,369.34,412.72,393.40,402.17,346.27,356.31,346.46,342.93,344.36,339.54,336.17,332.84,333.68,336.29,333.28,332.41,317.34,308.37,327.33,323.96,311.00,309.93,331.07,335.94,332.70,345.31,350.01,344.19,259.46,247.28,252.77,253.25,252.72,254.73,242.70,259.15,329.31,,,,,304.06,,365.94,305.14
2010-01-13 21:56:49.389000,L5,306.49,316.35,321.70,318.06,317.70,310.09,310.80,309.10,302.81,294.20,281.71,316.99,327.13,344.06,343.82,349.56,346.81,349.01,354.82,348.24,347.55,348.71,350.81,347.45,339.15,328.38,329.45,326.30,320.33,327.61,329.21,321.64,335.80,342.95,345.01,338.20,359.39,357.03,352.56,279.93,285.85,280.53,271.04,273.70,283.96,274.39,278.53,293.86,269.71,253.91,239.18,,249.00,,,
2010-01-29 21:56:53.427000,L5,314.55,327.75,321.48,325.84,325.24,320.70,309.36,304.65,295.01,287.84,278.43,327.69,332.64,348.51,342.91,351.57,351.07,345.10,344.14,342.38,340.93,341.05,342.24,343.25,342.71,335.02,337.48,323.15,320.49,334.36,327.59,317.52,321.66,333.49,336.05,337.57,350.59,357.19,356.84,281.01,284.16,287.69,288.93,274.98,282.18,260.00,276.12,297.06,285.09,270.65,263.35,,,,,
2010-10-28 21:55:51.312000,L5,375.14,,313.91,312.74,303.01,299.05,303.57,301.28,283.84,275.96,267.17,308.52,319.84,335.11,332.92,344.06,342.62,345.48,340.39,343.44,341.44,336.86,340.48,337.10,339.03,339.62,328.08,321.45,314.27,322.35,327.95,320.03,314.64,341.70,348.36,339.38,358.67,351.15,345.38,262.67,253.43,245.38,244.98,243.85,,,254.07,282.43,,,,,,,,
2010-12-31 21:55:56.533000,L5,285.87,303.49,298.85,295.71,285.90,285.91,283.14,273.44,263.73,252.40,240.76,292.26,307.90,325.92,321.94,330.02,327.22,329.34,331.18,337.51,336.89,328.96,335.38,333.97,334.19,333.78,300.70,307.13,292.31,,,,,,,,317.58,347.12,352.54,231.99,,,,,,,248.84,272.65,,,,,,,,
2011-01-16 21:55:58.174000,L5,287.71,308.01,308.03,308.82,294.85,293.38,295.37,291.95,283.92,267.02,260.43,298.20,317.59,331.82,331.71,335.67,334.59,339.41,339.63,340.17,340.63,334.15,339.22,340.95,330.60,327.19,321.86,318.46,312.39,321.98,324.91,319.75,313.29,335.47,339.71,331.28,351.33,351.83,335.57,257.44,252.79,257.36,249.86,249.60,242.96,246.70,256.44,273.54,,,,,,,,
2011-02-17 21:56:00.979000,L5,344.85,348.78,348.93,342.42,331.85,327.49,331.49,317.56,316.21,318.21,307.81,339.36,357.09,364.33,366.92,361.31,358.28,361.87,359.50,359.39,351.37,360.50,367.09,365.34,362.80,358.18,352.52,342.10,347.71,346.96,342.70,327.24,351.67,352.68,349.56,366.02,373.83,372.85,381.23,295.22,291.03,288.44,298.96,294.14,299.69,296.07,309.60,326.82,288.05,277.74,255.81,270.97,271.90,264.65,,245.38
2013-09-02 22:08:04.598000,L8,,,,,,,,,,,,280.30,293.20,318.14,302.48,309.83,310.22,310.14,,,,313.88,313.77,317.71,311.33,315.34,302.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:46.855000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.77,307.23,308.93,312.94,333.45,339.39,321.66,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,296.80,320.25,321.99,322.77,315.18,310.29,312.17,308.30,296.71,288.66,288.96,320.30,340.11,357.16,362.99,353.54,340.53,354.95,339.22,345.43,352.96,354.34,340.96,342.43,344.99,348.01,335.27,326.66,319.23,342.87,328.41,315.97,317.75,336.12,327.65,333.59,348.29,354.22,345.52,281.24,281.28,271.98,272.89,280.11,285.32,249.64,256.99,296.06,279.38,249.63,256.81,,,,,
2014-01-24 22:07:09.509000,L8,290.70,316.76,317.40,313.23,306.97,303.32,300.45,298.03,296.86,291.26,284.59,,290.46,330.61,338.95,339.76,324.96,334.64,333.28,342.81,337.59,329.68,336.27,337.20,337.41,330.01,327.49,317.00,399.27,410.34,351.83,292.07,313.37,326.24,325.59,330.71,339.89,349.97,345.89,280.52,270.65,271.75,272.23,276.15,277.87,,,,277.92,261.01,255.81,,,,,
2014-02-09 22:06:57.254000,L8,308.43,320.10,322.71,322.40,312.68,311.22,309.38,313.42,313.54,304.18,301.16,322.35,330.24,341.80,340.98,347.69,339.29,336.32,340.22,346.31,342.82,337.07,338.26,343.00,342.18,329.49,333.98,327.58,317.57,336.89,330.32,315.11,314.44,333.53,327.59,336.83,344.53,352.98,347.94,287.26,285.67,285.13,293.27,283.34,293.01,251.55,254.98,293.42,292.10,270.50,259.63,,,,,
2014-02-25 22:06:44.447000,L8,,309.56,358.35,393.24,337.75,307.83,298.43,290.21,286.08,263.94,269.16,,308.98,329.76,332.67,341.69,326.24,327.13,323.44,324.46,308.34,407.28,323.00,,,,,,,,,,,,,,,,,267.45,261.70,266.95,270.03,265.42,273.11,,,,273.61,,,,,,,
2014-03-29 22:06:15.961000,L8,310.07,319.93,305.95,301.28,314.33,307.06,330.84,,,,,309.52,317.65,335.08,334.08,340.28,329.28,334.47,324.55,336.61,334.31,327.47,331.50,334.31,329.35,322.93,318.87,311.37,313.50,328.43,318.49,297.26,303.35,318.70,311.34,312.55,336.60,346.11,330.32,,251.52,264.74,226.58,262.18,,,250.44,266.37,,,,,,,,
2015-02-12 22:05:51.250000,L8,287.04,312.96,313.30,313.11,305.07,305.26,297.96,294.32,291.68,278.25,277.21,304.41,318.96,331.96,334.26,337.89,332.78,332.91,336.13,341.12,334.15,332.98,334.92,334.65,331.98,324.83,325.42,308.99,311.38,322.18,323.80,303.21,308.67,323.94,320.51,325.26,331.75,346.88,332.38,273.39,265.58,267.16,268.03,268.51,273.21,,250.62,286.13,266.02,248.35,245.86,,,,,
2015-02-28 22:05:48.437000,L8,291.26,311.98,316.32,312.38,307.09,308.64,299.66,300.52,292.79,287.21,286.70,312.12,319.70,332.68,339.15,341.86,342.01,333.86,338.91,343.51,339.32,332.32,337.80,337.89,333.46,327.60,328.05,317.14,312.56,326.19,325.61,309.13,314.43,324.85,325.24,328.12,336.43,348.09,339.01,283.65,278.93,276.67,279.83,282.86,280.04,245.03,251.10,290.71,280.61,255.98,252.60,,,,,
2015-07-22 22:05:37.569000,L8,,288.22,300.83,298.43,293.31,293.19,294.01,291.11,286.89,272.28,271.11,305.64,314.69,325.51,328.39,317.33,322.61,325.59,332.43,335.65,325.46,325.21,328.09,328.96,321.04,324.91,320.56,305.02,,,,,,,,,,,,239.63,,237.91,241.44,239.78,240.50,,,,,,,,,,,
2015-09-24 22:06:01.750000,L8,,,,,,,,,,,,286.04,298.72,315.18,306.09,315.74,314.66,,,,,,,,,,,,,,,,281.52,302.09,315.49,309.21,324.63,329.41,320.94,,,,,,,,,,,,,,,,,
2015-10-26 22:06:07.756000,L8,339.56,333.48,320.32,318.37,313.66,317.86,312.69,316.30,310.94,307.32,293.53,324.13,321.52,331.26,337.86,339.79,329.39,336.81,332.33,344.61,345.83,354.16,341.14,341.95,340.45,339.43,333.79,323.93,319.69,339.15,351.23,345.40,345.09,345.11,348.55,353.50,347.10,355.94,346.59,299.23,299.36,303.35,292.67,280.21,277.61,306.23,285.43,322.21,296.91,314.88,308.68,,270.02,,,246.45
2015-12-29 22:06:09.164000,L8,291.27,316.74,315.38,313.89,304.48,303.59,319.59,302.39,295.28,288.43,282.19,310.64,316.73,327.00,336.17,337.49,338.60,334.93,333.67,343.94,340.20,334.16,340.28,338.87,338.02,330.80,329.75,315.51,313.56,323.30,327.22,302.95,317.23,324.00,327.27,330.38,338.81,347.26,339.18,282.15,270.70,280.93,281.25,284.48,281.27,252.35,256.80,291.47,272.50,274.07,260.73,,,,,
2016-03-02 22:05:55.525000,L8,272.01,281.32,278.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:05:34.992000,L8,,284.59,284.07,289.43,274.92,281.59,279.48,278.15,259.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,,,,,,,,,,,,299.33,295.19,306.05,308.01,308.31,312.81,315.03,315.24,321.37,319.97,319.86,319.99,318.90,322.31,320.51,300.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:06:01.938000,L8,,297.71,304.69,304.93,302.23,296.78,292.93,290.50,285.91,275.19,271.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.58,258.94,264.82,262.98,268.96,244.15,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.64,307.97,305.04,315.05,315.71,312.66,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,293.85,327.56,322.20,351.58,339.10,339.20,356.51,360.23,358.36,340.41,333.27,330.60,338.41,330.46,337.22,366.59,380.81,382.08,373.23,352.28,353.13,337.46,375.26,403.71,395.77,386.70,376.42,310.91,373.99,366.95,373.12,384.38,397.10,410.01,408.97,406.78,412.85,352.99,357.52,295.42,297.63,298.38,296.49,269.64,262.32,259.64,262.19,299.65,256.08,224.56,,,,,,
2016-10-28 22:06:23.178000,L8,263.79,290.25,297.44,294.56,291.32,294.33,285.36,280.60,259.30,238.91,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:05:34.407000,L8,,291.43,312.78,309.18,295.30,295.56,294.71,289.15,288.40,279.14,276.81,302.13,312.48,319.38,333.36,314.02,321.09,328.44,318.65,313.46,315.77,307.83,309.23,341.23,321.47,322.29,318.84,312.46,,,,,,322.75,323.68,326.07,343.39,348.69,,274.81,255.52,270.68,256.73,273.10,266.50,,,270.71,260.89,,,,,,,
