dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0024,nzd0237-0021,nzd0237-0022,nzd0237-0023
2025-02-07 22:06:05.260000,L8,359.92,362.13,371.80,366.49,365.06,354.56,346.92,337.88,334.75,340.43,338.42,308.70,334.81,332.69,338.08,339.23,327.78,333.51,337.50,340.90,359.00,333.37,338.75,344.43,354.66,337.16,336.43,336.63,320.41,357.89,347.39,321.82,319.05,319.47,330.23,326.60,343.22,334.09,336.16,332.52,316.27,331.25,341.35,300.06,256.91,,,263.71,242.78,,,,,,,
2025-02-23 22:05:55.493000,L8,280.85,311.97,310.55,305.75,299.99,297.79,296.58,295.20,288.84,280.24,276.43,285.40,316.04,314.28,332.47,319.33,327.28,327.85,317.33,317.50,321.49,313.43,320.57,333.66,323.16,320.36,323.75,308.40,308.56,324.12,323.31,299.93,312.81,321.29,325.36,324.57,338.43,339.44,331.82,274.78,264.95,270.62,270.39,274.68,278.88,,,,284.54,273.34,242.31,,,,,
2025-03-19 22:05:54.855000,L9,284.78,317.74,321.29,321.61,311.19,306.97,302.71,301.32,296.98,289.12,289.84,290.52,316.04,321.57,335.40,327.96,335.79,335.54,331.81,330.50,328.66,323.32,325.92,332.70,332.91,330.52,330.97,321.72,331.87,326.04,329.26,316.47,315.02,331.23,349.31,392.37,407.43,421.68,,279.21,277.03,279.41,280.45,277.87,274.24,,,,263.72,278.50,258.01,,,,,
2025-04-12 22:05:36.436000,L8,310.65,312.84,330.91,350.50,357.15,347.63,337.92,330.14,330.36,285.16,295.19,360.58,359.37,359.87,365.76,365.20,328.19,361.28,320.67,333.31,398.06,384.13,363.40,353.14,341.37,342.69,359.52,312.60,373.51,351.25,329.86,303.16,344.58,353.81,360.88,367.79,370.32,377.74,340.40,313.00,313.77,313.20,327.31,329.81,344.20,,,,335.89,285.59,278.67,255.43,,,,
2025-04-28 22:05:27.119000,L8,,273.35,288.23,288.52,279.09,280.65,278.27,280.76,265.61,242.78,233.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:05:42.584000,L9,264.11,307.94,306.80,318.86,297.08,293.86,298.39,301.90,296.32,288.52,276.27,299.83,318.88,325.84,333.29,335.68,327.91,333.32,322.06,318.50,324.81,322.82,330.87,328.64,332.36,324.73,321.55,311.31,303.26,326.69,326.09,303.50,292.31,326.73,325.00,325.44,340.73,340.62,318.73,277.91,269.34,273.29,283.65,285.56,287.88,,,,293.20,292.46,289.91,239.55,,,,
2025-05-30 22:05:30.657000,L8,,,298.47,299.24,288.62,285.55,287.56,289.42,284.28,258.12,265.30,271.65,308.95,288.87,297.19,310.83,316.31,322.43,300.26,,,,,,,,,,,,,,,,,,,,,240.84,,,,,,,,,,,,,,,,
2025-06-07 22:05:29.079000,L9,,,296.16,298.79,286.79,286.74,289.24,288.04,281.27,261.67,264.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.48,,,,,,,,,,,,,,,,
2025-06-15 22:05:40.693000,L8,,,,296.80,277.40,278.04,282.45,282.37,274.17,247.19,237.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.23,,,,,,,,,,,,,,,,
2025-08-02 22:05:57.944000,L8,,308.10,308.34,314.90,301.21,294.08,295.34,299.97,295.96,286.16,284.01,286.39,317.07,327.01,335.12,334.93,328.25,331.19,326.17,318.04,324.40,314.97,322.12,324.36,331.02,325.06,319.92,308.94,,,,,274.96,324.52,325.44,322.47,341.23,339.77,,278.10,273.32,273.50,277.29,278.54,283.15,,,,290.23,281.42,284.03,238.93,,,,
2025-08-10 22:06:04.262000,L9,278.87,309.29,316.45,317.12,328.61,298.97,298.75,325.60,322.60,306.76,313.22,297.30,317.01,327.58,339.73,341.28,339.05,332.57,328.64,326.48,323.00,318.40,323.01,329.59,330.41,324.56,321.69,310.37,303.54,378.71,372.19,376.83,386.35,346.35,372.16,368.10,360.29,337.12,337.25,324.98,328.04,278.29,282.32,282.68,284.76,,,,288.61,279.24,276.77,235.40,,,,
2025-09-19 22:06:15.328000,L8,256.90,286.80,293.14,282.84,281.53,283.33,275.06,277.23,260.01,239.58,,,,,,,,,,,,,,,,,,,,,,,281.81,293.00,303.19,301.57,308.49,306.41,310.12,,,,,,,,,,,,,,,,,
2025-10-05 22:06:16.755000,L8,,,,,,273.68,282.03,287.58,285.41,298.45,,,,292.70,307.34,311.48,320.58,325.98,332.84,339.28,319.58,312.79,322.13,326.06,321.32,317.56,313.40,305.07,294.30,313.98,309.94,291.10,297.71,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:19.899000,L8,337.35,332.29,365.37,383.67,399.68,389.35,357.10,328.52,313.32,355.06,347.67,365.97,356.13,370.46,358.47,365.13,363.69,358.92,354.98,350.68,417.18,413.38,423.28,,,,426.19,415.57,386.34,381.95,363.89,365.01,381.87,375.28,,,,,,326.26,294.29,306.32,348.37,346.63,357.67,276.71,355.18,,361.04,,,,245.59,,,
