dates,satname,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0134,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0014,nzd0271-0015,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0030,nzd0271-0031,nzd0271-0149,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0162,nzd0271-0045,nzd0271-0117,nzd0271-0118,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0163,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0115,nzd0271-0116,nzd0271-0125,nzd0271-0126,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0110,nzd0271-0119,nzd0271-0103,nzd0271-0104,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0109,nzd0271-0101,nzd0271-0102,nzd0271-0098,nzd0271-0100,nzd0271-0099,nzd0271-0105
2015-12-15 21:54:12.402000,L8,253.22,256.05,258.87,238.84,241.48,247.93,236.21,215.14,,,,,192.31,192.21,290.47,290.98,292.43,281.14,278.94,273.08,265.89,264.60,310.15,308.33,311.17,321.73,327.57,336.34,338.07,354.19,340.26,341.31,344.61,345.21,334.33,338.58,354.16,360.95,373.86,,,,,,,,,,,,,344.22,,,,,205.46,215.35,262.87,273.29,282.57,267.71,269.69,,271.47,270.52,282.24,286.15,294.17,318.19,277.49,326.05,307.03,310.82,313.41,306.41,308.95,,308.42,,,,,,,,231.25,242.97,260.18,301.69,301.58,325.80,314.40,319.38,326.89,332.88,,,,,,,,,,143.78,211.87,282.33,,,,,,,,,,,,,339.22,338.62,335.59,333.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16 21:54:09.540000,L8,261.18,254.87,254.50,242.15,240.54,239.53,232.69,239.66,228.39,204.96,200.81,196.54,196.30,193.50,290.90,293.67,292.27,283.04,280.78,274.79,267.26,266.59,,273.13,291.12,299.60,308.13,316.93,318.72,348.78,331.13,332.54,344.36,345.01,329.00,333.49,344.91,348.80,367.46,404.89,,,,,,,,,,,,330.33,,,,,208.93,218.74,264.70,267.88,285.21,269.09,270.91,,272.10,271.75,281.92,290.42,297.54,320.10,309.67,328.31,310.93,312.30,316.00,309.82,312.41,,310.52,,,,,,,,235.82,244.50,263.08,304.30,300.43,314.51,317.40,323.12,328.40,336.75,,,,,,,,,,,,,,,,,,,,,,,,,339.74,340.13,337.84,334.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01 21:54:07.333000,L8,266.68,254.56,252.46,243.22,238.78,229.97,225.27,246.64,240.92,240.87,242.45,247.49,216.94,220.14,291.07,292.60,291.32,280.40,279.19,274.64,268.47,266.03,,,273.58,290.61,295.41,309.58,309.07,332.44,321.56,323.90,336.75,341.52,331.55,327.39,334.11,340.52,361.85,407.17,,,,,,,,,,,,317.02,,,,,216.75,241.90,264.26,268.81,283.53,269.03,270.65,,273.87,271.74,283.00,291.96,297.91,321.03,328.27,328.84,314.78,313.97,317.42,311.14,314.93,,313.73,,,,,,,,270.60,243.75,259.81,304.96,303.53,316.06,316.75,326.30,328.95,336.48,,,,,,,,,,137.91,249.84,,,,,,,,,,,,,,340.44,340.21,336.91,334.63,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,,,
2016-02-17 21:53:58.323000,L8,273.44,310.79,309.75,294.09,308.96,,,,303.88,262.03,263.92,279.94,266.49,194.34,324.47,341.79,338.52,280.17,277.93,276.10,269.45,269.87,,,275.59,289.16,291.95,304.70,301.07,320.63,310.55,313.58,330.47,331.17,320.30,318.64,325.24,333.11,353.92,414.74,,,425.29,377.63,396.41,373.82,396.68,435.70,,,,312.55,395.21,408.43,385.87,381.24,207.67,220.72,323.98,320.06,327.26,270.42,272.42,379.66,271.85,275.00,286.11,295.18,302.80,332.13,325.54,331.74,,,,,,,,,,,,,,,242.07,242.50,262.43,,,,,,,,279.38,287.55,312.10,,,,,,,,,,,,,353.02,348.87,331.18,319.55,292.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.50,277.65,266.24,253.76,257.73,277.20,293.06,,,,,,,
2016-03-04 21:53:57.602000,L8,272.46,259.32,281.29,276.00,273.42,253.54,248.64,248.73,242.45,219.69,228.27,214.81,234.87,233.26,315.62,324.66,318.73,283.43,306.98,276.68,295.69,293.43,,,275.22,290.20,293.76,305.69,304.11,325.09,314.19,318.09,332.06,336.52,328.70,321.75,331.82,336.05,358.43,386.80,,,427.04,389.65,399.99,,,,,,,313.08,399.64,411.75,402.37,383.61,249.83,241.43,290.05,295.56,302.89,300.62,305.72,384.14,275.97,276.06,284.47,294.18,300.36,325.25,331.60,331.48,320.54,316.32,322.66,318.99,319.10,,318.24,,,,,,,,271.92,263.81,277.24,312.39,307.02,321.92,319.62,326.63,334.97,339.86,,,,,,,,,,,,,,,,,,,,,,,,,341.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21 21:53:36.277000,L8,273.88,264.69,259.65,250.80,245.35,244.38,241.94,229.47,216.32,209.16,208.10,207.12,204.48,200.78,294.10,297.31,297.07,285.88,284.33,279.35,272.82,271.32,,269.80,285.63,301.97,304.47,316.60,317.17,339.35,325.31,325.99,334.09,337.20,329.57,326.46,333.78,342.12,359.51,403.58,,,424.88,387.70,398.30,,,,,,,326.33,400.94,407.45,395.89,385.07,208.19,221.96,273.03,281.25,288.17,273.55,277.31,388.57,278.55,279.91,290.01,297.51,302.56,323.17,323.32,331.59,321.72,318.94,321.53,318.44,319.73,,318.68,,,,,432.81,405.25,,238.01,250.15,262.58,312.84,317.87,323.57,322.93,330.22,338.06,342.50,,,,,,,,,,136.91,209.37,287.49,,,,,,,,,,,,,344.87,,,,83.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.87,,,,,,
2016-05-07 21:53:39.461000,L8,273.46,265.44,258.45,257.46,247.38,249.35,244.31,233.09,222.02,215.53,208.44,218.84,213.90,216.05,307.16,325.97,315.11,318.58,301.99,304.17,293.98,308.25,302.34,304.05,310.24,318.57,324.33,331.77,333.61,351.95,338.34,333.62,342.13,343.01,333.54,332.25,349.01,357.84,368.15,,,,432.93,398.47,403.68,,,,,,,341.95,409.73,416.55,398.48,389.46,232.15,244.64,272.78,301.45,296.76,300.86,,402.76,,,,,,,,,,,,,,,,,,,,,,,256.00,273.40,284.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23 21:53:41.571000,L8,256.14,246.49,242.91,233.53,234.37,235.31,227.93,213.24,,,,,186.61,187.29,284.37,279.34,290.38,277.46,270.43,265.53,260.33,258.09,325.68,331.72,331.89,340.51,337.92,350.28,356.03,364.43,351.66,351.65,354.73,350.95,343.54,348.65,362.14,378.06,,,,,,,,,,,,,,353.52,,,,,200.73,212.97,258.14,266.03,276.15,260.03,248.73,,264.19,250.49,259.28,257.03,267.18,271.71,273.47,293.15,279.06,285.58,291.86,294.61,297.26,,298.53,195.79,248.57,,,,,,225.67,236.57,250.72,292.05,294.02,302.10,295.28,297.22,298.69,307.41,297.29,282.63,272.78,297.45,305.10,313.51,325.39,330.03,334.26,,51.13,50.56,77.30,,,244.80,306.45,333.09,348.93,343.84,161.79,194.19,,299.55,305.37,289.42,,,,272.40,273.28,213.95,,,,,,,,,,,,,,,,,,,,332.69,,,316.81,309.23,308.23,303.52,,334.44,290.15,333.10,337.38,,
2016-06-08 21:53:45.728000,L8,261.69,253.54,249.21,241.08,238.04,237.82,232.73,220.11,210.76,205.36,199.09,193.48,196.44,194.79,292.11,287.39,292.89,282.57,281.02,274.47,271.79,268.78,317.97,321.09,324.25,334.14,331.70,345.92,346.82,360.54,343.60,346.17,349.19,346.72,339.30,344.54,357.80,367.27,379.28,,,,,,,,,,,,,348.53,,,,,207.94,216.74,262.66,273.91,280.67,269.36,271.03,,277.19,273.57,283.88,292.52,299.13,331.66,314.95,331.99,313.11,311.63,316.05,306.29,310.12,,314.17,,,,,,,,233.54,244.26,254.15,301.65,301.88,316.08,309.64,319.75,328.80,335.56,,,,,,,,,,107.40,201.45,238.01,,,,,,,,,,,,292.23,339.77,341.83,338.55,,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,,,,,,
2016-07-26 21:54:04.677000,L8,264.87,260.45,250.98,245.65,239.92,241.25,235.93,219.76,205.66,204.77,201.74,194.72,200.77,195.04,292.32,289.62,295.13,284.10,284.05,275.37,275.25,274.26,299.19,287.75,299.33,310.63,317.92,322.87,322.93,355.22,339.59,339.37,347.76,349.67,339.75,336.47,351.11,360.83,371.74,,,,439.72,407.87,412.67,,,,,,,337.55,413.35,420.44,399.83,393.30,207.11,221.26,268.03,278.99,282.84,273.16,278.96,404.18,281.57,278.91,289.00,293.37,300.67,331.89,319.54,334.67,324.95,317.87,328.71,316.25,317.80,,319.74,,,,,,,,238.83,247.19,261.44,304.46,309.31,324.33,315.42,321.51,335.05,343.47,,,,,,,,,,133.75,202.53,249.37,,,,,,,,,,,,,344.44,,,,75.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73,,,,,,
2016-08-11 21:54:06.433000,L8,270.93,266.75,257.97,255.01,246.75,242.04,239.73,225.54,220.42,217.18,209.89,212.41,211.04,207.42,300.74,302.60,304.33,291.64,290.28,284.22,281.22,280.65,,,277.63,300.40,294.89,308.18,313.16,332.49,318.31,319.32,336.82,346.10,335.55,327.06,332.63,339.58,359.76,413.26,,,426.62,387.44,401.57,373.65,399.64,439.45,430.62,,,316.91,400.90,407.29,387.80,383.96,223.37,232.10,278.27,287.10,292.41,279.16,281.59,386.93,286.18,287.49,296.06,305.36,310.52,329.82,335.63,349.16,327.70,333.50,335.86,336.55,,,,,,,,,,,247.51,259.59,270.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27 21:54:14.090000,L8,273.87,259.88,259.07,265.01,259.89,240.50,240.19,235.33,226.11,213.53,227.74,225.66,220.48,222.77,295.72,297.13,296.41,284.40,280.41,303.45,272.80,268.80,,,,296.06,289.68,306.30,307.54,317.91,315.84,312.00,335.07,349.61,330.25,324.10,328.86,331.93,359.51,403.02,,,432.28,409.25,401.59,,,,,,,311.14,398.20,414.55,385.01,383.26,233.99,251.61,302.99,276.24,287.14,270.34,270.21,381.18,289.01,320.71,284.49,294.09,300.35,,,,,,,,,,,269.70,291.06,284.40,,,,,264.16,283.43,296.87,,,,,,,,,,,,,,,,,167.16,228.69,,,,,,,,,,,,,,,,,,,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12 21:54:18.117000,L8,270.36,258.87,257.83,244.33,241.54,239.86,243.50,224.38,219.27,208.19,206.93,222.67,219.44,198.90,294.18,295.55,293.61,283.71,280.42,275.42,271.75,269.07,,,,291.79,289.76,307.56,305.99,321.24,315.51,312.53,323.71,342.28,325.05,314.08,324.44,330.82,354.99,410.47,,,429.88,400.00,399.42,,,,,,,310.52,393.34,414.70,384.86,375.71,208.84,222.36,268.92,276.67,285.66,270.03,272.35,375.80,276.86,274.92,287.72,295.69,302.12,323.54,334.95,331.20,323.73,319.20,342.54,342.28,322.43,,320.24,,,,,,,,235.05,246.57,259.61,314.82,315.49,323.35,328.78,330.64,336.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14 21:54:24.092000,L8,292.57,291.15,281.28,287.82,255.99,261.62,240.34,225.16,218.49,208.57,204.06,212.06,230.34,193.16,285.77,284.46,287.96,276.75,275.47,269.09,264.22,263.57,373.98,294.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.62,215.93,262.62,273.38,276.75,266.50,269.35,,275.16,265.08,280.15,290.20,310.07,336.64,334.04,338.48,327.59,329.98,,,,,,,,,,,,,230.15,240.45,255.73,,,,,,,,,,,,,,,,,145.05,83.91,84.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17 21:54:19.694000,L8,279.16,277.81,277.82,268.45,273.61,255.29,243.93,232.07,231.01,231.25,229.79,228.56,220.18,222.92,298.83,294.62,293.41,284.03,280.17,275.60,269.31,267.84,309.28,297.94,306.89,312.41,324.36,327.97,330.55,352.43,337.61,336.76,344.01,346.74,333.20,337.02,352.30,355.80,374.44,408.14,,,436.09,409.33,413.24,,,,,,,335.73,409.48,424.70,419.12,400.22,234.80,220.55,264.58,275.40,284.40,269.56,308.53,399.86,288.98,304.82,286.68,294.96,301.55,,334.43,328.90,316.03,314.93,317.31,314.06,312.94,,314.73,,,,,,,,234.64,245.90,261.04,313.11,305.18,316.97,320.28,323.67,333.14,338.27,,,,,,,,,,3.37,,,,,,,,,,,,,,,341.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03 21:54:05.431000,L8,271.91,259.52,256.61,248.93,243.09,238.15,232.13,223.16,216.83,213.19,209.29,206.52,204.72,203.71,297.64,300.13,297.37,287.38,286.10,281.11,274.85,274.64,,271.83,297.55,304.75,310.04,318.79,320.39,347.88,331.39,332.67,342.46,345.22,335.09,328.72,345.01,349.38,364.14,384.02,394.48,426.14,431.00,387.46,398.71,378.41,400.18,,,,,332.41,404.03,415.45,409.00,384.28,219.70,227.86,276.78,278.81,287.37,274.03,277.62,397.15,285.14,281.84,292.74,300.39,307.76,335.25,332.93,339.67,328.61,323.77,327.05,323.16,323.26,,325.02,,,,,,,,242.94,252.52,268.40,320.87,317.07,327.53,329.01,334.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11 21:53:45.526000,L8,266.34,266.06,252.53,246.94,243.19,242.51,238.96,219.20,212.47,207.70,202.65,198.72,206.24,200.73,296.84,294.79,299.57,288.58,285.17,279.89,277.37,278.50,307.19,310.41,320.36,323.01,332.57,338.49,340.90,355.67,343.06,339.85,346.03,345.02,337.69,336.73,354.05,363.77,369.09,404.91,,,436.96,411.83,413.83,,,,,,,345.62,413.82,421.25,413.71,397.90,216.99,224.41,273.30,279.72,285.68,275.65,279.81,407.80,286.62,279.85,295.00,298.88,306.19,330.95,326.08,338.01,325.43,326.73,319.25,318.20,320.92,,318.68,,,,,,,,240.35,247.83,262.89,311.43,315.39,321.21,317.81,324.44,337.32,341.66,,,,,,,,,,,,,,,,,,,,,,,,,344.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27 21:53:50.454000,L8,258.45,255.53,249.10,237.44,236.81,234.46,226.03,212.73,203.86,200.34,197.42,193.14,196.74,192.54,289.63,288.56,296.89,281.81,277.82,275.21,271.65,271.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.34,219.38,265.87,272.70,278.79,271.86,272.33,,272.88,270.24,283.24,289.27,300.64,323.97,311.52,332.89,311.48,315.21,309.68,305.36,306.14,,302.59,,,,,,,,233.26,242.97,258.53,285.94,299.22,303.77,297.71,305.05,314.99,322.05,,,,,,,,,,,,,,,,,,,289.75,326.44,,,,,335.27,339.19,336.30,334.55,,,273.32,238.43,,,,,,,,,,,,,,,336.66,321.07,318.21,259.16,242.83,286.73,241.31,258.30,249.95,222.27,,,,272.13,275.12,,,,
2017-08-14 21:54:07.255000,L8,266.56,262.18,253.60,248.93,241.38,238.61,233.58,220.61,213.86,212.51,207.70,203.60,205.55,203.82,,,,298.40,315.62,,,,297.44,288.82,308.02,316.79,326.01,326.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.72,231.18,,,,,,,,,,,,,,,,,,,,,,172.65,,,,,,,242.42,170.58,,,,,,,,,,306.05,246.41,294.77,258.85,285.11,294.79,280.26,253.30,24.45,29.02,53.81,,,,,,,,,37.93,151.89,,,,,,,,,277.11,204.87,,,,,,,,301.36,313.83,315.63,287.53,,,,,,,,,,,,,,,,,336.17,284.40,,298.86,281.23,
2017-10-01 21:54:18.775000,L8,271.08,273.25,259.26,259.75,260.69,252.89,242.04,222.94,219.14,218.01,208.53,211.00,209.36,206.47,300.63,300.19,299.12,289.14,286.38,281.89,277.17,276.01,,275.09,286.34,296.85,302.58,309.30,309.86,333.99,317.24,319.08,331.84,335.40,325.49,321.95,334.68,337.78,356.83,388.88,,,423.99,403.67,402.06,,,,,,,317.84,396.84,411.59,410.98,385.62,226.00,231.45,276.81,282.34,290.76,274.84,278.23,383.44,282.93,282.67,295.33,300.30,306.58,327.64,326.52,338.28,324.97,322.88,322.94,325.35,324.94,,322.38,,,,,,,,247.46,253.02,272.31,314.85,320.68,324.48,322.47,330.03,341.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04 21:54:13.271000,L8,295.86,284.15,280.58,278.77,272.71,266.48,264.01,248.09,247.39,216.57,217.09,219.00,210.90,213.42,325.67,340.46,342.58,333.18,328.78,318.56,316.04,321.19,298.13,293.14,303.30,311.10,317.36,327.31,328.92,350.44,333.65,333.71,343.26,341.98,323.26,332.53,344.88,350.82,363.53,374.75,390.18,408.73,422.69,382.00,400.07,376.76,398.44,442.35,,,,333.54,403.28,409.27,401.92,382.39,244.31,238.90,270.35,277.92,288.67,320.14,317.46,397.63,298.10,301.36,309.28,318.68,328.59,,,340.21,342.15,340.80,340.56,318.83,319.79,,321.35,,,398.37,399.76,390.82,395.02,,248.90,248.50,265.85,315.50,320.59,323.97,323.81,331.08,338.90,342.85,,,,,,,,,,,,,,,,,,,,,,,,,344.07,,,,,394.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26 21:53:33.717000,L8,267.89,259.27,254.16,243.35,243.02,236.92,230.34,218.51,210.78,203.34,200.08,198.64,196.59,194.25,295.45,297.08,293.78,284.93,282.30,277.53,269.79,269.07,,275.18,282.50,299.83,301.16,312.96,313.89,329.05,317.24,315.13,332.22,338.07,331.29,327.17,331.73,336.67,359.96,404.11,,,431.23,410.20,405.53,,,,,,,322.83,400.53,416.62,402.18,386.06,206.90,219.89,268.72,276.01,284.24,268.71,274.97,388.70,277.20,279.08,289.34,297.17,303.30,331.78,327.20,332.00,315.49,314.90,318.08,315.51,316.34,,317.76,,,,,,,,234.03,246.48,261.55,308.86,312.17,319.45,317.13,325.13,333.08,338.09,,,,,,,,,,,,,,,,,,,,,,,,,340.35,342.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11 21:53:25.350000,L8,274.22,269.59,271.38,258.61,255.03,242.97,242.67,222.61,217.42,208.83,206.06,210.49,207.24,202.66,,,264.38,311.47,280.85,276.23,271.23,269.97,,,280.26,332.17,293.81,318.01,310.53,344.12,358.06,,,345.64,328.02,335.66,337.34,342.53,358.30,396.15,,,425.74,384.59,398.07,369.95,443.56,,,,,319.58,400.64,410.77,394.62,384.37,218.26,228.82,272.18,266.31,,309.27,284.73,387.80,302.82,308.29,298.84,303.46,310.61,344.24,,,,,321.28,325.31,325.07,,325.36,,,,,,,,242.88,250.43,254.28,320.30,323.40,326.81,323.58,329.96,340.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30 21:53:07.704000,L8,263.51,262.45,252.20,242.50,240.19,240.81,235.46,222.41,208.09,204.49,197.56,192.83,193.08,191.79,290.00,285.08,292.19,283.07,280.85,278.52,268.55,270.27,296.49,298.00,312.66,319.39,330.26,328.71,338.96,360.99,340.87,340.20,356.62,,338.26,341.36,351.10,360.97,372.20,,,,,,,,,,,,,343.63,,,,,208.39,222.71,265.95,271.88,282.11,270.06,273.82,,282.64,275.87,283.85,297.21,301.39,336.00,323.85,346.81,315.69,313.33,313.27,312.00,317.43,,314.51,,,,,,,,231.73,241.42,257.97,305.08,308.03,315.77,313.69,323.36,329.08,336.43,,,,,,,,,,,,,,,,,,,,,,,,,338.95,343.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16 21:53:15.277000,L8,261.94,262.69,254.25,246.09,239.75,243.48,235.08,226.28,210.88,204.42,197.38,201.50,199.49,195.66,292.69,284.35,297.07,284.20,279.04,282.26,267.89,269.93,323.96,320.40,329.42,334.87,337.24,343.51,354.45,365.96,353.82,344.78,362.27,,,,,,,,,,,,,,,,,,,347.93,,,,,206.97,223.38,270.57,272.94,284.07,269.61,272.38,,280.63,273.50,285.71,291.78,300.01,332.26,316.07,331.39,316.23,314.05,312.82,312.25,317.51,,310.39,,,,,,,,234.28,244.28,258.60,304.79,307.16,315.73,312.84,319.87,329.32,336.95,,,,,,,,,,69.61,31.28,112.62,103.47,,,,,,,,,,,296.00,340.09,,,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.64,,,,,,
2018-08-01 21:53:22.789000,L8,271.27,270.44,266.83,248.83,229.28,229.11,226.10,,,,,,140.61,185.81,286.45,282.61,288.18,275.91,272.66,263.12,260.33,265.17,304.91,301.19,312.75,320.92,329.28,336.97,339.44,359.01,339.59,338.86,350.04,365.80,338.05,342.95,352.12,361.67,368.32,409.10,,,431.10,406.92,405.41,430.41,,,,,,341.92,413.51,417.68,401.49,395.17,203.56,221.05,266.05,270.30,281.01,266.83,259.38,409.78,254.24,257.98,277.46,263.27,284.40,313.40,274.00,306.82,268.02,280.76,272.02,288.87,304.08,,291.05,,,,,,,,235.29,246.92,260.17,284.57,308.29,310.35,305.73,313.56,320.95,325.71,,,300.34,307.65,309.97,317.28,311.99,328.81,337.47,45.71,146.79,103.81,,,,,,,,,,,,,336.42,338.45,337.65,336.07,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.42,,,
2018-08-17 21:53:31.689000,L8,268.74,263.22,245.62,231.63,238.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.16,,259.91,276.55,266.81,291.92,,,,300.57,318.48,284.92,303.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.72,115.44,112.63,107.97,,,,,,,,147.11,,,,,,,,81.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-02 21:53:38.308000,L8,,,,,,232.30,249.03,229.78,221.51,207.98,206.39,207.06,210.00,195.99,327.06,336.66,304.75,288.43,285.05,279.76,274.41,273.43,,285.99,308.46,312.35,324.94,328.39,333.97,356.33,338.70,337.16,345.69,,341.51,338.26,349.70,358.94,365.58,415.00,,,429.82,401.39,404.43,429.96,,,,,,341.67,409.66,416.00,403.21,390.71,229.43,266.29,276.64,279.99,311.07,273.54,277.74,404.21,280.24,281.85,291.15,298.90,306.65,342.86,327.71,333.07,320.62,317.99,318.04,323.68,319.50,,317.50,,,,,,,,265.72,268.18,292.97,312.04,314.21,320.87,320.89,326.47,334.89,340.00,,,,,,,,,,143.15,219.95,246.38,262.18,,,,,,,,,,,,343.76,,,,79.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.20,,,,,,
2018-10-04 21:53:50.552000,L8,266.55,259.56,256.13,243.19,250.52,245.76,249.02,221.31,216.08,205.04,202.76,201.11,197.01,194.95,293.05,294.86,293.93,285.70,281.90,277.01,269.56,270.23,,280.57,291.66,303.37,310.57,318.78,321.33,345.68,323.47,327.69,339.29,369.64,332.89,331.35,343.55,344.02,363.11,404.08,,,,413.39,406.61,,,,,,,322.14,406.26,417.50,417.49,392.12,209.43,220.56,272.26,274.75,284.92,269.97,272.57,393.56,276.74,274.13,285.25,295.11,301.03,326.13,327.82,331.09,313.76,314.05,317.93,318.02,313.17,,312.74,,,,,,,,235.33,246.72,262.92,309.27,307.17,315.99,317.72,323.03,329.86,337.50,,,,,,,,,,132.15,213.30,275.18,,,,,,,,,,,,,340.69,345.16,,,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20 21:53:56.677000,L8,268.48,271.56,275.17,266.12,265.02,266.88,260.07,240.04,216.54,206.41,203.83,202.24,231.06,194.66,299.11,298.38,300.24,288.62,284.70,280.19,272.82,274.07,,275.51,287.23,297.13,296.74,314.70,314.91,332.78,319.15,323.55,337.21,350.27,324.57,328.58,340.63,337.11,362.34,386.16,,431.85,424.73,392.98,402.95,419.22,,,,,,317.76,402.66,409.78,409.29,389.33,240.28,242.68,304.05,276.87,288.13,271.88,275.82,389.26,306.60,,,,,,351.89,331.84,318.36,317.90,321.12,321.40,317.44,,318.14,,,,,,,,275.40,286.41,300.81,313.52,315.91,319.96,321.23,326.56,333.69,340.15,,,,,,,,,,,,,,,,,,,,,,,,,343.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
