dates,satname,nzd0464-0000,nzd0464-0001,nzd0464-0002,nzd0464-0003,nzd0464-0004,nzd0464-0005,nzd0464-0006,nzd0464-0007,nzd0464-0008,nzd0464-0009,nzd0464-0010,nzd0464-0011,nzd0464-0012,nzd0464-0013,nzd0464-0014,nzd0464-0015,nzd0464-0016,nzd0464-0017,nzd0464-0018,nzd0464-0019,nzd0464-0020,nzd0464-0021,nzd0464-0022,nzd0464-0023,nzd0464-0024,nzd0464-0025,nzd0464-0026,nzd0464-0027,nzd0464-0028,nzd0464-0029,nzd0464-0030,nzd0464-0031,nzd0464-0032,nzd0464-0033,nzd0464-0034,nzd0464-0035,nzd0464-0036,nzd0464-0037,nzd0464-0038,nzd0464-0039,nzd0464-0040,nzd0464-0041,nzd0464-0042,nzd0464-0043,nzd0464-0044,nzd0464-0045,nzd0464-0046,nzd0464-0047,nzd0464-0048,nzd0464-0049,nzd0464-0050,nzd0464-0051,nzd0464-0052,nzd0464-0053,nzd0464-0054,nzd0464-0055,nzd0464-0056,nzd0464-0059,nzd0464-0060,nzd0464-0061,nzd0464-0062,nzd0464-0063,nzd0464-0064,nzd0464-0065,nzd0464-0066,nzd0464-0067,nzd0464-0068,nzd0464-0069,nzd0464-0070,nzd0464-0071,nzd0464-0072,nzd0464-0073,nzd0464-0074,nzd0464-0075,nzd0464-0076,nzd0464-0077,nzd0464-0078,nzd0464-0079,nzd0464-0080,nzd0464-0081,nzd0464-0082,nzd0464-0083,nzd0464-0084,nzd0464-0085,nzd0464-0086,nzd0464-0087,nzd0464-0088,nzd0464-0089,nzd0464-0090,nzd0464-0091,nzd0464-0092,nzd0464-0093,nzd0464-0094,nzd0464-0095,nzd0464-0096,nzd0464-0097,nzd0464-0098,nzd0464-0099,nzd0464-0100,nzd0464-0101,nzd0464-0102,nzd0464-0103,nzd0464-0104,nzd0464-0105,nzd0464-0106,nzd0464-0107,nzd0464-0108,nzd0464-0109,nzd0464-0110,nzd0464-0111,nzd0464-0112,nzd0464-0113,nzd0464-0114,nzd0464-0115,nzd0464-0116,nzd0464-0117,nzd0464-0118,nzd0464-0119,nzd0464-0120,nzd0464-0121,nzd0464-0122,nzd0464-0123,nzd0464-0124,nzd0464-0125,nzd0464-0126,nzd0464-0127,nzd0464-0128,nzd0464-0129,nzd0464-0130,nzd0464-0131,nzd0464-0132,nzd0464-0133,nzd0464-0057,nzd0464-0058
2000-12-18 22:04:37.758000,L7,327.80,336.49,325.39,325.93,333.44,346.35,336.23,340.90,323.37,318.80,331.97,348.72,303.36,307.42,317.52,333.17,315.45,331.13,336.05,306.82,334.70,347.06,341.94,329.68,330.75,306.01,299.91,306.36,302.11,301.12,305.89,328.00,318.72,328.67,330.04,341.09,336.26,344.42,350.21,353.46,349.41,347.51,349.29,354.13,347.81,352.93,351.91,350.07,348.40,347.79,335.94,337.81,368.32,293.79,298.44,311.21,301.96,315.59,347.07,344.81,344.92,346.85,338.85,340.72,367.57,342.27,330.60,307.78,291.95,322.68,333.27,326.22,335.92,337.71,342.95,340.28,337.89,313.18,325.96,320.23,317.77,312.41,402.76,378.63,340.65,345.81,310.98,301.75,295.29,297.96,298.48,288.79,303.31,293.73,313.86,317.67,344.59,372.73,349.83,396.17,356.06,298.38,310.12,312.77,317.03,363.37,310.34,297.76,312.63,365.14,382.18,357.50,363.14,355.10,328.06,369.96,394.99,383.70,354.94,369.34,376.47,353.73,332.75,360.85,343.28,328.26,333.23,339.57,306.19,324.09,,,,
2001-01-03 22:04:36.218000,L7,349.84,336.91,339.15,336.74,336.06,338.66,338.87,340.92,346.78,331.86,331.44,330.24,337.63,295.52,333.20,337.99,336.64,337.95,345.57,346.49,349.10,348.94,341.30,354.24,345.72,345.27,346.71,321.13,296.00,301.17,393.04,375.19,370.75,376.12,376.17,375.55,374.31,370.62,365.87,371.36,370.51,355.24,,,,,,,,,,343.81,371.03,364.35,318.47,367.31,357.27,336.03,391.49,396.46,392.24,373.06,356.89,339.24,351.39,364.45,384.66,388.97,386.47,389.72,340.76,344.14,330.07,327.11,321.78,324.95,337.51,348.94,383.66,378.06,350.30,347.25,345.90,386.05,383.52,379.35,378.20,376.51,398.81,393.07,301.01,300.41,302.31,303.99,308.06,314.19,314.50,321.11,319.55,318.01,315.75,321.59,314.05,318.62,314.66,314.69,309.85,305.42,307.56,315.48,313.20,368.32,360.28,337.42,322.31,331.89,313.90,324.90,332.01,324.72,336.85,335.96,323.54,317.16,328.84,350.51,320.54,306.17,304.79,310.09,264.86,,362.16,354.18
2001-02-20 22:04:36.568000,L7,352.98,344.27,357.65,361.09,356.66,356.86,358.96,361.22,361.34,352.09,348.61,346.00,356.80,349.41,336.29,354.91,352.06,357.54,359.89,354.02,360.88,358.93,357.49,319.54,351.98,354.91,355.25,340.70,342.59,346.46,370.28,359.37,356.89,357.39,361.81,359.09,360.06,355.16,359.23,351.20,363.89,367.02,368.15,377.75,360.28,362.75,300.96,306.89,341.17,360.77,305.45,304.45,298.78,300.98,352.89,348.57,350.12,343.90,343.78,355.95,350.61,361.88,352.50,343.94,374.69,363.53,356.77,345.97,343.66,349.51,372.51,366.71,341.70,353.08,353.09,353.49,358.70,347.70,362.85,369.24,379.46,379.79,364.19,374.67,340.77,338.08,365.09,364.03,362.08,339.82,371.32,390.36,347.09,334.41,311.79,342.00,342.30,333.03,333.34,370.26,333.91,373.95,411.89,401.55,380.61,370.94,367.04,368.47,361.97,358.47,400.27,329.30,338.37,377.52,383.79,384.80,382.08,372.27,378.41,375.83,389.96,377.70,388.42,365.47,366.15,362.87,362.02,327.09,322.60,356.62,353.85,372.09,343.00,345.67
2001-04-09 22:04:17.927000,L7,,,,,291.87,316.01,291.40,314.38,280.23,299.12,,,,,,,,348.09,364.17,308.34,302.17,317.16,352.33,323.04,300.62,300.94,312.14,307.87,295.73,298.68,304.09,302.01,299.50,306.40,301.12,305.13,,,,366.52,354.58,350.54,356.11,365.51,363.51,360.44,361.23,366.65,,,,,,,,,,,,,,,,,297.24,307.48,305.69,296.17,309.48,313.41,315.62,306.66,,,,314.19,315.61,314.88,321.09,314.05,322.43,311.01,317.03,312.28,310.09,307.66,304.21,297.56,293.58,297.85,297.99,297.34,297.56,297.77,300.49,304.22,301.06,302.80,297.83,300.08,297.52,297.49,297.79,303.37,305.88,300.91,302.16,294.30,298.03,297.89,296.25,297.70,300.98,316.25,305.68,322.31,315.71,319.10,323.46,318.96,318.83,301.62,308.85,302.84,298.88,310.66,300.92,275.03,,,,,,
2001-06-28 22:03:32.813000,L7,349.15,347.86,344.84,346.74,349.32,349.52,383.90,384.72,385.42,371.94,371.75,385.61,372.33,390.85,340.86,336.36,338.87,345.67,338.66,396.54,405.47,419.22,406.19,404.15,398.55,400.00,376.59,398.95,387.34,339.45,340.71,337.08,336.16,336.48,343.21,350.29,309.83,,396.64,405.31,410.06,414.08,381.43,349.66,334.76,345.19,351.97,351.29,341.01,346.76,332.97,300.83,388.53,374.41,370.96,378.38,401.78,391.06,394.59,399.23,394.85,402.66,367.90,369.28,375.36,371.50,367.68,399.02,391.21,386.49,392.58,383.99,367.09,363.48,323.25,324.40,333.53,329.48,347.02,324.99,333.09,324.54,339.70,331.49,333.11,318.82,321.13,313.75,311.01,309.30,299.32,303.46,302.89,294.72,309.59,305.16,312.46,306.51,309.04,307.07,314.27,315.87,302.92,318.00,332.42,317.26,342.51,316.20,310.49,303.82,306.87,293.41,341.45,331.64,339.76,334.55,333.98,346.45,339.84,343.31,325.65,330.82,346.81,307.67,300.64,326.23,281.58,293.50,367.57,362.68,373.65,372.19,394.29,393.08
2001-07-14 22:03:33.580000,L7,356.83,357.31,347.74,351.49,357.57,352.98,355.58,357.83,350.22,336.74,343.18,347.66,350.76,339.39,345.11,346.77,350.05,351.46,359.21,348.86,343.80,341.07,343.01,342.31,349.73,346.43,342.49,345.34,347.53,345.56,338.29,350.53,348.47,345.02,343.67,339.08,309.70,,,,,,,,,,,356.86,350.79,341.77,337.12,317.55,301.92,297.95,283.52,296.81,300.07,327.12,346.06,344.12,307.40,,,,,,,,,,,,,,312.06,329.29,325.10,335.02,326.77,325.67,331.00,322.50,343.66,333.67,344.24,336.50,330.44,327.59,322.00,318.56,310.67,314.29,313.41,315.16,319.76,323.71,310.00,317.35,327.47,320.22,324.71,319.38,324.33,318.24,319.04,326.86,322.87,327.74,315.21,318.48,311.05,307.79,321.04,343.79,335.80,331.87,321.57,330.87,324.52,331.19,322.99,314.10,328.95,321.69,311.74,322.12,314.75,296.48,305.89,297.31,,,283.54,287.91
2001-10-02 22:02:28.410000,L7,325.59,365.50,321.00,328.29,361.04,354.70,332.88,334.23,318.61,335.91,336.67,344.89,331.43,312.47,317.58,314.00,353.42,355.27,409.12,408.63,405.85,404.34,408.90,398.45,401.79,404.04,397.22,355.40,397.33,389.84,,,356.79,396.28,398.18,361.40,393.83,406.53,408.22,405.79,408.16,399.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.82,400.74,394.67,390.90,353.46,397.78,401.13,404.18,405.82,410.17,405.57,404.88,395.76,394.81,366.12,399.29,,,385.34,389.70,401.70,401.06,401.92,393.89,398.63,397.12,405.82,366.89,393.93,397.43,386.85,388.35,386.55,391.90,398.53,395.06,375.30,375.38,381.05,382.78,,
2001-10-18 22:02:30.135000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.20,360.34,355.72,388.26,375.33,391.24,386.33,396.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.65,394.63
2001-11-03 22:02:34.745000,L7,,,,,,,,,,,,,,,,314.38,295.01,286.46,299.97,305.87,,,,,,,298.16,332.85,379.23,,,,387.58,402.48,413.03,,,,,,,,,,,,,,,,,,,,369.60,373.21,373.14,375.95,372.02,382.06,371.43,322.02,317.21,322.77,300.92,305.10,282.40,344.35,376.10,379.35,374.11,,,359.38,383.13,380.59,385.77,,,,,,,,,,,,,,,,,,,385.07,388.78,327.50,397.30,,,,,,,,,,,,,,,,,,,,,,,,,,384.42,380.74,380.42,380.82,,,,,354.01,366.77
2002-03-11 22:03:07.402000,L7,315.06,352.55,358.39,356.94,358.18,359.87,373.89,327.93,314.17,321.32,349.17,354.41,302.96,311.70,311.71,306.40,312.22,315.36,309.37,330.09,315.83,309.61,335.21,350.18,308.88,337.08,341.94,307.16,,,,,295.18,346.14,355.91,351.02,348.61,360.31,,,,,,,,,,,,,,,,,,,,,,,,,400.06,383.81,384.07,384.64,288.00,343.04,336.55,321.55,318.83,316.29,,,,295.00,296.94,281.72,293.16,294.42,297.11,304.64,297.61,406.95,404.06,387.51,394.79,408.95,,,,,,,,297.52,297.69,289.60,291.23,300.37,307.38,299.33,298.77,302.82,300.76,404.25,395.95,293.31,291.14,296.29,300.51,298.08,282.48,298.73,301.66,300.48,303.39,304.86,299.72,293.15,295.95,303.15,295.50,300.30,295.72,294.95,288.19,283.89,279.10,297.24,383.51,379.00,,
2002-04-12 22:03:01.345000,L7,356.11,373.70,330.60,348.48,358.64,346.29,372.35,366.53,364.09,365.00,325.77,333.11,323.99,334.63,331.87,328.27,334.96,357.33,356.83,349.41,352.48,360.07,375.14,352.27,346.35,328.18,332.74,336.93,335.00,357.68,353.93,369.27,357.58,369.79,360.70,348.00,333.96,362.24,356.64,358.77,361.82,363.72,361.81,346.20,344.24,368.06,352.83,358.16,344.55,357.06,349.84,345.82,282.18,274.99,286.64,339.78,,309.68,348.26,354.11,352.85,356.98,353.33,351.90,342.51,346.92,356.51,344.86,329.05,324.08,317.67,320.04,316.54,342.26,340.24,380.77,,398.79,391.60,389.86,399.99,406.60,405.86,398.26,394.06,407.82,,,288.06,295.52,291.14,297.18,301.11,319.18,352.08,308.25,307.35,321.09,344.50,316.23,319.25,306.24,309.91,298.54,301.23,306.86,308.15,311.71,310.82,310.03,289.12,311.58,316.62,307.06,308.86,322.53,292.34,317.51,,,309.16,323.75,334.81,319.20,313.90,317.44,309.47,302.36,304.66,309.96,,,,284.85
2002-05-14 22:02:55.455000,L7,309.18,307.41,316.57,315.71,315.18,318.33,318.49,318.40,298.96,311.57,312.77,310.32,301.52,312.04,310.73,312.58,308.74,315.29,312.11,314.62,314.16,322.38,318.16,319.75,321.70,316.39,319.73,316.90,,,,,,,,,,,,,327.23,324.11,329.07,318.14,312.09,315.71,316.79,329.51,323.51,318.22,319.58,277.33,,,,,,,,,,,,,,,302.28,320.68,312.95,299.78,293.15,293.49,279.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-30 22:02:49.483000,L7,316.78,308.04,318.52,312.35,315.61,323.98,324.67,320.33,297.96,309.72,316.80,312.74,303.86,314.95,312.18,311.19,318.63,322.30,322.00,322.64,324.71,328.08,323.33,318.90,322.02,319.55,321.00,323.87,,,,,307.72,339.30,337.01,337.00,307.02,293.29,293.78,307.67,329.64,331.17,336.98,323.25,322.89,320.83,321.72,336.57,331.82,327.99,324.31,286.71,,,,,,,,,,,,,,,308.27,327.02,320.06,309.98,300.13,303.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:02:43.613000,L7,318.96,311.91,312.10,318.96,317.64,322.01,320.84,318.55,298.68,312.48,313.36,313.28,303.37,314.17,311.03,314.71,317.82,318.97,320.27,322.88,321.48,329.53,325.25,318.35,323.55,323.71,319.52,323.20,,,,,306.41,334.99,335.82,335.78,309.22,309.41,316.62,316.44,332.20,332.10,331.26,317.03,317.86,318.99,320.39,329.99,316.69,330.71,322.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-01 22:02:38.940000,L7,354.71,323.32,337.71,346.41,350.05,338.43,348.97,342.89,305.56,331.39,335.63,339.56,338.83,339.93,341.89,347.21,335.09,334.41,345.97,339.61,344.46,348.02,345.68,334.44,346.35,341.68,339.16,341.65,332.89,333.31,,,328.81,348.82,339.87,336.84,333.46,310.57,343.62,335.03,338.20,353.16,349.21,309.89,346.38,338.84,350.94,346.28,338.96,336.33,335.00,282.78,,,,,,,,,,,,,,,,327.02,315.24,288.58,298.55,291.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
