dates,satname,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059
2000-08-14 21:50:56.232000,L7,383.05,376.97,385.95,388.67,386.91,382.73,372.25,363.82,377.83,383.73,371.61,371.22,372.43,368.78,369.12,385.23,388.24,385.29,388.45,381.05,375.03,382.10,376.36,369.51,365.04,366.45,371.33,368.59,355.69,354.39,353.08,357.92,364.31,364.75,371.28,368.49,373.02,374.97,372.48,369.07,359.26,368.81,362.73,351.13,349.58,360.88,356.35,365.36,343.66,320.52,340.97,394.13,424.53,458.42,466.92,458.46,245.15,383.29,348.54,320.77
2000-12-04 21:50:10.162000,L7,327.02,314.32,317.57,320.07,315.66,314.63,305.05,303.93,305.64,307.48,314.27,318.40,323.69,318.57,318.85,320.38,318.56,329.88,326.14,323.46,321.30,326.94,336.39,312.84,331.38,338.55,369.75,348.29,525.65,544.18,362.76,345.98,328.93,316.42,333.97,349.05,331.78,339.28,326.45,315.16,321.18,310.35,311.95,305.64,301.65,321.00,518.51,528.92,379.55,,,,,327.49,443.28,414.68,,,,
2001-01-05 21:50:16.585000,L7,374.60,388.29,395.55,408.06,401.84,417.82,500.98,,,,,488.31,401.77,486.55,485.51,467.04,469.38,457.24,425.92,458.40,484.95,513.09,509.62,500.79,485.30,407.99,387.04,391.16,397.81,382.29,384.36,389.23,391.25,412.83,387.32,442.60,400.90,439.33,398.57,402.06,380.53,398.06,373.01,360.10,359.75,362.74,351.48,349.03,345.16,415.50,417.29,421.19,443.94,466.72,544.65,339.74,390.59,405.62,403.34,397.51
2001-03-03 21:44:00.567000,L7,,,,,,,,,,,,,,,,,,,241.53,233.85,239.14,224.38,210.93,216.87,213.96,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-10 21:50:10.732000,L7,,,,,,,,,,,,241.70,199.63,231.04,236.86,,227.84,259.92,244.00,244.19,249.64,249.89,239.50,236.69,232.24,194.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-04 21:43:43.008000,L7,,,,,,,,,,,253.87,255.67,203.67,,,,221.83,254.48,245.94,231.53,223.13,225.00,206.82,210.91,215.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-20 21:43:46.702000,L7,,,,,194.59,192.83,209.45,221.88,241.07,,263.88,254.44,257.03,,,,,,,226.03,217.20,214.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-07 21:43:18.779000,L7,387.87,436.62,472.83,429.91,396.28,374.67,372.51,494.27,400.36,423.62,456.03,473.81,379.29,550.86,545.81,476.54,504.23,459.00,,,,,,,551.84,413.83,484.69,491.61,549.80,470.08,357.80,386.64,379.84,368.07,379.91,393.40,378.82,399.31,373.79,363.40,360.87,342.00,347.59,338.91,336.79,347.52,335.37,346.73,330.50,502.37,509.06,,,,168.42,537.90,412.73,304.24,353.87,345.47
2001-06-30 21:49:12.248000,L7,348.95,336.06,343.08,335.70,329.05,327.32,323.41,318.50,320.20,322.00,327.58,324.26,418.07,425.43,376.80,332.97,487.24,469.92,337.01,330.21,327.67,322.46,313.71,317.68,311.70,316.14,324.53,337.99,488.84,481.39,438.44,391.69,355.60,319.47,359.06,347.50,317.33,307.54,301.65,285.30,290.02,278.85,274.87,274.69,272.68,225.63,258.31,285.49,261.65,277.58,257.64,301.79,311.28,276.54,268.16,214.80,,,,
2001-07-25 21:42:54.824000,L7,376.19,373.63,376.03,369.96,368.42,358.28,362.23,365.92,373.34,404.65,368.59,367.95,356.39,360.64,361.70,357.66,357.82,354.07,364.55,357.82,361.34,350.89,351.87,340.48,340.07,352.95,348.34,348.86,341.74,346.01,339.52,346.59,358.50,360.29,349.60,359.61,352.67,357.32,355.82,343.42,333.64,327.53,339.78,322.92,321.33,322.59,318.17,310.47,299.95,329.67,351.93,354.97,366.56,479.85,165.47,243.61,,359.65,340.22,322.49
2001-09-02 21:48:29.341000,L7,351.57,341.95,333.67,355.15,335.95,337.31,342.33,327.45,318.15,343.29,328.56,321.67,320.01,317.11,337.26,322.89,313.37,313.87,313.04,308.30,307.03,308.53,306.02,303.29,299.31,311.12,310.35,307.60,306.99,307.55,310.77,321.24,313.75,305.19,327.00,347.23,,535.85,548.42,299.59,294.07,270.87,285.38,285.32,284.57,266.64,295.13,297.62,292.64,323.78,331.22,321.63,314.15,270.32,175.61,,,,,
2001-09-18 21:48:17.356000,L7,377.30,373.08,379.79,379.26,373.16,364.44,361.56,359.63,356.33,357.82,368.08,366.77,366.39,364.40,368.01,361.45,358.92,366.94,366.54,364.73,361.51,367.00,374.43,362.04,346.59,352.79,351.51,348.80,347.81,346.52,350.84,359.24,353.02,354.28,363.47,366.11,374.24,366.19,358.26,350.16,335.82,336.54,325.09,321.33,323.78,327.36,322.38,326.95,329.45,347.73,346.62,358.70,461.33,462.52,169.51,369.57,,322.70,333.61,325.12
2001-09-27 21:42:05.338000,L7,395.78,428.48,437.10,434.75,436.80,430.43,442.10,447.81,434.11,471.31,441.75,456.80,449.03,465.15,456.44,439.46,435.01,435.87,459.11,465.61,461.17,462.75,477.74,483.46,490.45,456.75,452.29,436.69,430.08,417.20,410.45,435.13,432.07,443.02,413.27,424.52,413.82,427.32,439.66,423.33,396.66,358.95,348.28,357.56,348.21,351.86,347.51,342.78,334.74,357.19,377.18,418.99,487.52,492.35,526.07,507.32,338.48,343.07,351.29,338.67
2001-10-13 21:41:51.963000,L7,,,,,,,,,,,234.31,247.53,202.56,244.04,225.05,,178.66,216.24,252.35,244.19,250.98,246.53,227.89,214.17,207.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-09 21:48:45.674000,L7,334.56,314.12,318.33,317.67,318.89,388.31,339.90,340.24,370.38,339.15,485.68,,,,,,,,348.23,537.82,323.54,291.83,293.75,292.72,273.09,293.82,298.02,292.18,282.31,287.09,281.50,285.22,290.71,294.34,290.46,303.68,555.20,488.63,454.27,472.51,437.73,295.53,395.99,396.12,443.19,381.04,349.11,428.68,463.08,387.23,330.31,363.93,424.11,486.84,,,,,,
2002-02-18 21:42:30.251000,L7,390.55,430.70,393.09,380.15,382.33,378.51,367.20,367.67,393.84,393.26,418.79,395.01,400.39,364.15,370.94,388.20,399.89,407.30,417.31,388.62,404.42,400.37,371.16,360.99,372.84,366.83,409.48,365.41,365.16,371.72,363.90,367.04,369.09,395.66,419.72,399.75,424.15,364.60,370.96,352.97,367.50,356.28,327.38,336.12,324.40,310.06,346.77,348.86,371.01,406.50,429.97,453.10,461.83,439.16,403.99,434.45,,,,
2002-02-25 21:48:47.943000,L7,,243.39,229.03,239.88,217.41,255.72,244.50,250.37,248.50,205.82,237.37,266.37,201.79,,,,,,,228.36,231.53,215.18,201.93,201.78,193.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-22 21:42:28.269000,L7,381.53,391.88,400.06,384.33,380.38,374.34,360.65,358.13,367.71,373.19,368.85,379.55,393.69,394.70,386.97,379.25,375.23,367.59,370.44,386.12,379.80,396.42,405.18,397.65,381.16,379.53,371.45,366.78,365.53,369.44,378.98,401.70,377.58,372.06,372.00,380.55,377.93,375.25,372.40,356.07,349.69,341.09,348.66,331.57,323.36,338.43,322.88,347.52,371.70,398.70,418.21,433.32,440.20,423.21,400.19,423.41,347.14,354.91,336.44,287.11
2002-04-07 21:42:28.931000,L7,200.97,257.21,197.59,202.05,206.18,203.72,232.88,207.30,,,252.85,253.70,259.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-14 21:48:38.601000,L7,,248.79,186.57,212.55,207.17,246.31,253.45,249.62,247.30,,265.70,266.54,192.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-16 21:48:34.178000,L7,393.08,391.00,387.10,389.50,394.03,393.18,383.76,373.37,399.84,384.17,376.58,390.89,391.31,385.54,386.62,379.22,378.93,377.80,394.56,381.01,383.63,376.10,374.64,366.54,382.16,375.96,372.02,368.31,363.44,364.23,385.71,375.62,382.17,372.42,379.21,371.31,407.60,380.06,384.36,365.18,347.35,326.77,337.54,319.87,328.91,324.23,343.04,360.58,364.86,375.51,386.20,393.02,427.82,437.67,431.89,402.11,,437.02,408.17,372.10
2002-06-01 21:48:28.245000,L7,384.78,380.62,379.77,386.96,370.95,378.28,369.46,361.26,365.74,374.39,379.97,386.22,382.31,376.68,379.49,378.77,382.78,375.79,371.09,377.61,362.81,360.67,362.91,365.91,369.22,376.96,367.81,361.87,367.85,381.62,370.10,362.34,366.91,362.02,364.36,370.05,356.58,359.30,352.11,346.66,326.76,319.68,313.99,298.03,306.74,308.90,325.40,346.64,352.17,337.44,353.72,359.45,416.12,448.74,445.04,365.10,,412.67,388.01,363.59
2002-08-29 21:41:39.340000,L7,344.85,322.96,334.75,327.28,326.30,320.44,314.43,309.61,316.52,329.73,330.10,317.24,335.47,319.97,319.24,318.45,324.43,338.67,342.84,317.83,317.99,332.66,320.37,320.34,308.76,308.73,313.07,304.46,321.29,300.83,292.63,320.49,329.68,309.55,337.81,337.40,317.32,281.63,321.57,304.00,274.81,276.66,286.48,281.61,250.89,278.03,285.54,292.99,292.52,221.72,296.87,292.42,242.63,470.83,274.68,,,,,
2002-09-14 21:41:31.043000,L7,334.46,321.56,448.13,526.92,506.98,408.94,435.96,328.83,348.31,311.88,311.35,309.70,304.69,308.26,308.22,316.33,315.20,305.89,298.61,293.06,299.18,283.84,274.51,284.65,292.14,300.13,296.25,224.52,245.09,224.82,252.49,276.56,267.74,269.28,226.59,227.43,233.35,222.06,264.70,301.51,431.14,346.79,272.24,241.18,246.25,252.23,266.33,274.65,249.46,213.64,269.31,,,,,,,,,
2002-10-23 21:47:39.211000,L7,,201.14,186.09,289.78,208.50,229.10,,,,180.02,222.01,191.75,195.48,,,,,,,233.76,233.04,217.07,207.38,204.46,199.44,220.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-08 21:47:44.401000,L7,,,,,,,,,,,249.77,248.05,259.06,255.46,233.63,265.89,256.91,256.72,248.43,249.65,251.33,245.65,240.86,224.63,214.74,226.65,215.49,213.94,209.93,198.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:48:14.464000,L7,,,,,,,,,,177.80,229.80,244.75,200.11,,,,,,,227.82,225.12,216.89,200.49,201.82,197.16,207.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21 21:42:20.469000,L7,366.27,366.58,358.06,371.10,367.31,376.80,368.03,362.94,371.03,362.63,379.43,378.26,377.90,381.35,378.99,387.46,378.71,374.76,372.36,375.00,373.36,370.91,363.91,371.16,364.94,365.98,368.49,356.83,355.68,365.48,357.09,362.75,372.94,369.31,364.33,360.88,354.60,357.99,344.53,336.14,328.83,311.73,310.48,313.35,300.51,375.08,445.47,366.92,398.90,357.95,351.70,465.63,266.26,204.18,272.61,368.59,310.04,288.38,257.00,248.48
2003-03-16 21:48:34.204000,L7,,,,,,,,,,,248.22,252.39,204.19,219.29,,,,,228.93,231.53,228.84,227.66,207.01,212.24,208.10,203.18,187.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-10 21:42:26.045000,L7,,,,,,,,,,,214.05,226.42,196.42,,,,,,,223.02,221.30,215.86,206.65,207.21,218.10,216.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-26 21:42:25.606000,L7,349.61,337.38,332.39,322.27,324.05,319.40,315.14,314.80,312.92,313.17,324.42,324.36,324.48,324.23,328.38,324.68,324.87,326.20,325.52,323.69,318.47,321.07,328.02,324.13,313.49,321.74,320.86,307.76,303.06,299.45,317.78,301.11,319.44,306.88,329.62,319.44,316.82,312.18,292.00,287.88,281.08,266.62,253.90,224.70,236.32,261.46,281.78,296.99,287.97,219.31,,,405.07,396.01,351.33,,,,,
2003-05-28 21:42:22.600000,L7,360.16,344.44,341.05,334.85,335.93,332.27,326.72,320.57,327.48,315.60,330.56,334.70,339.00,337.05,337.11,335.20,336.00,329.79,325.72,324.52,326.65,327.39,323.78,322.36,312.78,319.92,319.99,321.10,312.26,304.56,313.18,314.35,318.47,316.69,318.56,310.03,318.68,271.83,285.13,264.43,264.54,265.52,248.59,256.05,241.83,243.61,272.05,292.61,282.42,224.18,288.94,298.05,274.36,,,,,,,
2003-07-23 21:30:14.355000,L5,332.22,313.34,309.66,307.61,311.33,303.73,293.01,293.31,288.47,284.33,298.97,301.27,303.48,306.07,301.52,300.02,302.41,304.55,295.97,289.46,285.07,289.77,283.85,271.25,271.31,271.83,282.62,259.70,258.43,245.97,261.45,253.81,259.13,241.97,214.93,226.61,214.47,205.77,189.16,,,,,,177.88,208.53,229.47,249.91,218.16,207.37,,,,,,,,,,
2003-07-30 21:36:33.470000,L5,346.93,338.60,343.47,338.52,335.81,345.50,334.01,330.44,339.26,326.89,338.13,343.86,342.81,342.69,339.21,336.87,334.08,339.99,341.81,333.80,329.01,327.16,329.41,332.16,331.72,330.12,329.59,331.56,319.17,311.04,314.17,315.46,328.44,324.74,324.06,322.33,315.09,312.10,299.31,283.86,272.74,263.42,257.08,284.95,312.23,334.45,373.14,402.84,365.92,355.80,223.65,306.24,264.51,391.34,350.93,,,334.36,300.72,275.17
2003-08-15 21:36:48.503000,L5,369.46,376.13,370.16,366.83,367.98,358.68,348.68,342.75,344.11,344.94,351.43,356.22,360.45,363.55,360.64,367.94,360.93,365.47,367.31,364.80,361.23,366.42,359.03,360.82,350.18,340.03,350.85,341.96,335.12,333.41,337.59,340.56,357.14,356.49,359.82,352.06,349.76,334.85,319.57,304.15,309.00,310.27,314.01,321.22,339.33,368.67,394.82,335.42,347.17,343.00,385.89,323.29,499.53,508.36,464.91,421.04,363.96,288.92,231.99,315.89
2003-08-24 21:30:48.871000,L5,338.77,332.46,326.47,329.30,325.03,325.10,319.01,319.85,319.89,317.41,319.11,329.12,322.19,326.98,325.31,323.85,324.45,321.22,322.82,318.69,319.71,314.65,315.68,315.70,311.90,315.37,317.88,315.87,309.50,307.39,302.51,305.15,315.12,311.35,317.64,315.45,309.77,308.68,295.80,283.75,259.68,247.58,221.59,246.62,264.01,215.43,337.76,363.80,352.44,292.70,353.01,284.45,258.11,240.95,,,,318.91,291.53,263.29
2003-10-18 21:37:48.406000,L5,328.45,306.51,293.39,268.79,263.17,264.14,188.95,245.26,250.74,250.36,264.96,276.29,,,,,,,,,,,,,,254.21,264.93,229.61,239.39,250.40,304.62,282.62,349.75,318.84,293.78,246.13,234.25,246.67,233.42,173.49,,,,184.89,207.93,280.81,276.40,272.99,216.83,177.03,,,,,,,,,,
2003-11-19 21:38:14.402000,L5,309.64,287.40,281.43,288.68,296.61,293.12,287.83,283.11,280.65,282.17,294.05,301.35,300.94,288.44,283.79,285.67,283.43,276.43,281.10,273.45,272.44,273.55,264.56,274.99,266.33,277.77,274.24,268.13,263.63,259.93,274.47,236.94,250.07,223.10,199.69,208.18,199.77,193.56,199.16,183.11,201.64,207.14,197.15,195.02,189.38,203.19,233.74,245.71,220.57,180.47,,,,,,,,,,
2003-11-28 21:32:10.197000,L5,319.82,310.54,311.60,304.12,306.59,299.97,295.40,306.68,297.12,300.56,308.33,309.33,313.81,308.50,310.61,307.73,304.99,298.33,303.49,303.58,295.74,298.04,292.53,287.07,296.29,293.63,301.62,292.84,291.84,287.63,295.24,292.49,294.44,300.53,285.34,286.68,282.64,279.86,267.17,265.89,261.84,266.30,251.86,271.01,268.44,233.51,263.57,275.58,264.93,169.87,,,,,,,,,,
2003-12-30 21:32:24.694000,L5,323.11,314.41,316.08,315.65,312.54,311.82,301.21,302.75,301.14,294.76,297.57,304.64,303.18,301.38,302.66,300.46,299.41,305.84,302.93,302.06,303.04,303.34,301.66,296.50,295.83,297.57,297.55,288.56,276.94,281.16,280.84,289.03,285.56,291.47,297.80,301.65,295.42,282.77,276.26,265.88,258.68,245.81,244.56,260.57,252.42,231.80,257.94,280.30,287.12,190.45,,,,,,,,,,
2004-01-15 21:32:26.348000,L5,316.63,295.29,296.67,291.60,287.62,295.58,288.60,290.18,285.91,285.09,297.48,298.27,297.09,292.78,287.77,291.03,287.89,288.15,288.19,278.74,277.85,284.14,279.97,274.08,267.91,270.44,287.64,267.76,264.69,255.67,267.43,246.12,259.75,232.45,214.74,217.93,299.12,221.47,196.58,,,,,,,,,,,,,,,,,,,,,
2004-01-22 21:38:40.402000,L5,354.04,354.19,352.12,341.48,336.65,347.47,347.52,336.03,340.47,336.61,342.56,346.38,326.92,326.32,330.80,343.21,348.20,367.52,364.26,368.51,362.50,357.64,343.75,331.88,336.96,336.84,322.65,313.16,324.20,325.87,325.64,324.13,332.83,329.37,332.98,330.39,328.24,328.04,312.31,300.17,270.09,265.82,272.05,281.02,266.78,278.70,291.97,369.73,435.19,335.23,412.88,451.57,407.09,386.87,459.11,391.75,,312.90,302.22,289.07
2004-04-04 21:33:01.582000,L5,324.04,302.84,298.39,299.44,301.67,297.92,289.29,285.55,282.91,287.29,298.05,302.75,302.99,300.21,293.63,289.97,286.52,292.70,280.08,272.37,271.89,275.47,268.02,265.69,266.94,258.66,259.97,253.62,255.19,254.66,264.40,267.51,270.34,246.00,214.50,220.53,213.43,213.14,196.57,,,,,173.45,190.15,208.51,231.74,254.04,219.26,189.94,,,,,,,,,,
2004-06-07 21:34:54.755000,L5,347.28,336.66,333.78,335.75,338.14,337.08,331.62,331.89,331.90,335.21,339.68,345.11,339.31,346.80,335.18,338.04,341.21,341.54,340.71,339.12,335.63,330.68,334.69,328.24,324.35,328.32,330.29,326.56,323.85,317.97,320.64,326.95,335.23,320.80,315.64,312.96,313.40,315.94,299.68,291.04,267.59,272.36,284.25,278.07,277.88,280.07,286.42,299.15,343.12,284.24,,,383.46,399.75,490.63,389.33,,326.32,300.98,268.39
2004-06-23 21:35:22.995000,L5,347.07,338.06,337.32,338.49,335.58,339.75,329.74,333.09,332.24,333.29,335.63,339.95,341.32,338.22,342.57,342.61,341.13,340.57,336.90,342.10,347.41,341.13,336.69,326.62,328.20,328.98,330.62,326.38,323.38,323.93,324.27,319.77,325.74,321.94,320.17,314.77,308.04,302.28,289.66,277.53,272.63,270.86,280.62,281.14,278.88,284.16,291.17,307.59,345.24,242.35,,496.00,520.17,513.61,505.10,443.76,,324.51,314.54,277.68
2004-06-30 21:41:46.478000,L5,329.15,309.76,309.60,305.50,308.39,308.62,295.85,293.45,292.00,291.30,291.23,304.78,303.28,304.87,298.82,290.02,290.51,295.71,288.78,278.55,281.37,291.35,275.79,277.35,271.34,273.28,272.48,267.43,254.79,260.62,258.91,265.53,263.90,249.30,237.83,228.28,223.28,224.73,206.40,178.00,,,,,,218.72,241.37,260.54,306.15,178.08,,,,,,,,,,
2004-07-25 21:36:14.167000,L5,328.20,306.76,302.77,297.81,304.18,300.75,290.86,286.76,280.82,278.40,291.41,300.22,302.49,298.61,289.04,287.34,288.72,291.46,283.44,279.23,274.70,278.56,264.78,265.08,263.20,265.16,265.57,247.47,247.83,239.10,254.06,246.28,256.22,231.39,211.42,212.45,209.52,210.62,186.13,,,,,,,,,,,,,,,,,,,,,
2004-08-26 21:36:59.731000,L5,326.07,302.46,301.10,297.42,301.48,293.00,281.78,282.34,274.10,276.39,287.64,296.34,298.39,292.31,283.85,281.77,283.53,283.77,280.37,275.90,270.06,278.37,264.74,263.75,262.94,257.36,261.95,240.61,240.18,237.36,253.26,245.75,259.83,238.14,212.75,222.03,208.07,206.78,188.41,,,,,,,,,,,,,,,,,,,,,
2004-09-02 21:43:21.489000,L5,316.84,292.22,296.26,293.21,294.06,286.44,274.09,265.04,269.57,264.59,275.18,281.87,281.55,287.60,286.47,280.60,284.08,285.12,286.42,277.34,273.70,281.87,279.03,248.63,244.47,,218.77,225.96,223.94,220.70,249.42,252.59,267.60,225.37,207.62,214.13,214.19,212.19,183.77,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:43:46.845000,L5,314.22,302.11,299.04,298.82,296.07,292.28,286.34,279.14,281.41,277.25,289.97,297.15,295.40,295.29,290.10,289.25,286.59,287.32,286.60,281.78,277.85,281.77,273.65,265.54,266.87,265.23,267.03,252.43,258.82,246.71,267.81,260.08,267.76,248.43,249.49,235.14,237.52,222.00,203.67,,,,,203.18,241.35,229.46,241.62,279.75,224.59,170.89,,,,,,,,,,
2004-10-20 21:44:28.706000,L5,315.48,295.86,293.57,286.37,287.16,281.45,276.12,273.42,269.23,269.61,280.49,287.59,292.30,290.17,287.00,287.49,283.82,283.22,283.11,279.83,274.89,275.03,264.09,256.86,254.82,254.61,253.96,229.15,234.86,228.93,255.41,250.84,264.37,239.02,213.87,225.53,220.50,196.44,180.84,,,,,,,,,,,,,,,,,,,,,
2004-12-07 21:45:24.093000,L5,317.70,293.63,294.61,291.86,296.34,293.23,267.99,268.12,264.06,259.70,273.96,277.69,281.99,278.04,273.55,278.23,284.91,286.82,282.39,279.58,276.45,274.21,264.23,263.79,262.56,245.92,242.41,218.76,225.54,214.78,239.95,234.15,264.35,245.50,217.88,225.75,220.89,211.30,194.10,,,,,,,,,,,,,,,,,,,,,
2004-12-23 21:45:40.703000,L5,338.08,327.35,343.22,355.74,356.06,352.85,326.19,332.09,324.43,327.36,344.51,338.79,338.01,354.07,338.95,349.61,333.76,359.31,362.12,351.93,350.20,345.67,353.86,350.87,352.05,333.94,340.89,306.01,314.42,302.94,322.13,324.56,310.88,346.31,335.86,314.13,317.80,303.25,305.07,310.45,263.49,261.57,270.49,280.75,273.70,314.11,363.44,377.83,378.89,373.35,,,378.06,372.95,,,317.19,305.09,278.06,273.62
