dates,satname,nzd0266-0000,nzd0266-0001,nzd0266-0002,nzd0266-0003,nzd0266-0004,nzd0266-0005,nzd0266-0006,nzd0266-0007,nzd0266-0008,nzd0266-0009,nzd0266-0010,nzd0266-0011,nzd0266-0012,nzd0266-0014,nzd0266-0015,nzd0266-0016,nzd0266-0017,nzd0266-0018,nzd0266-0019,nzd0266-0020,nzd0266-0021,nzd0266-0022,nzd0266-0023,nzd0266-0024,nzd0266-0025,nzd0266-0026,nzd0266-0027,nzd0266-0028,nzd0266-0029,nzd0266-0030,nzd0266-0013
2013-05-29 22:08:29.376000,L8,,,,,,,,,,,,,,,,,,305.86,319.91,310.47,320.49,323.42,323.81,311.15,,,,,,,
2013-08-17 22:08:27.088000,L8,,282.03,290.71,298.06,290.20,314.04,290.09,298.17,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:08:01.711000,L8,,348.27,347.00,347.78,348.00,358.03,359.76,365.61,371.50,382.57,390.84,391.18,386.00,376.91,389.79,384.66,388.27,390.13,421.71,374.23,365.76,370.73,353.36,358.74,357.45,361.11,355.37,354.84,355.43,358.88,387.78
2014-01-24 22:07:33.459000,L8,320.95,333.83,330.86,333.45,339.77,352.48,317.93,338.74,334.71,335.72,363.23,340.53,312.18,317.75,313.88,320.38,317.66,330.45,341.33,332.87,335.30,340.48,346.00,346.02,320.17,317.78,317.92,337.29,337.18,349.32,291.27
2014-02-25 22:07:08.406000,L8,,,,,,,,,,,,,,,,,,,309.82,297.66,312.94,309.28,312.47,314.88,300.27,,,,,,
2015-01-27 22:06:23.288000,L8,336.82,325.87,323.16,326.29,338.16,346.87,319.78,335.81,332.36,330.97,364.70,329.72,399.20,403.23,406.99,316.86,313.15,331.96,336.75,330.14,336.06,342.90,341.61,351.09,338.20,344.75,339.60,338.30,335.16,352.13,402.65
2015-02-12 22:06:15.200000,L8,333.35,325.96,319.43,330.99,331.59,341.59,339.60,334.56,331.66,331.21,370.28,333.91,312.06,402.07,406.45,417.31,413.86,415.57,336.33,331.81,335.95,343.55,343.97,353.73,342.42,341.14,341.50,331.67,334.77,343.31,389.12
2015-04-01 22:05:49.742000,L8,,,,,,,294.84,314.87,338.40,357.10,351.29,,,,,,,304.44,313.00,304.67,316.68,319.25,322.51,344.35,302.07,317.98,303.05,314.16,302.43,321.45,
2015-09-24 22:06:25.709000,L8,347.00,348.62,351.71,341.93,366.12,348.13,328.23,345.30,350.10,356.02,357.77,332.18,324.32,332.98,349.76,380.16,378.45,394.12,387.85,368.71,362.30,370.37,361.31,381.46,353.38,358.69,363.93,346.41,363.83,348.50,330.71
2015-11-11 22:06:32.057000,L8,,,,,,,,,,,,,,,,,,,,,,,,313.88,325.92,326.60,331.19,326.59,332.82,331.69,
2015-12-29 22:06:33.122000,L8,338.31,344.10,344.69,346.03,384.51,382.59,359.87,365.03,358.60,361.94,369.20,367.16,375.14,378.26,379.38,381.60,379.58,385.12,355.85,346.61,374.85,367.55,349.59,356.20,347.95,359.62,365.10,344.08,366.02,364.80,379.33
2016-01-30 22:06:29.534000,L8,,,,,,,,,,,,,,,,,,304.59,319.89,311.32,318.56,312.95,323.63,326.83,310.97,321.98,,,,,
2016-03-18 22:06:13.953000,L8,317.62,332.52,320.11,334.51,328.25,340.06,316.51,334.91,334.65,365.41,395.73,396.19,384.51,371.02,335.08,320.25,338.09,359.49,339.41,329.39,334.85,340.27,337.41,339.38,331.15,364.89,,,,,357.51
2016-10-12 22:06:45.172000,L8,353.43,343.33,356.92,350.37,370.86,368.74,377.80,383.68,357.39,350.20,354.67,352.35,337.37,376.17,331.65,344.68,342.16,371.78,374.26,377.75,349.83,374.94,364.64,383.08,360.52,350.96,380.98,350.02,377.68,364.68,376.44
2016-12-15 22:06:42.070000,L8,,304.84,298.88,310.89,308.41,320.92,290.78,305.15,304.20,,,,,,,,,,306.84,297.61,309.05,305.24,314.96,310.43,307.99,320.04,,,,,
2017-01-16 22:06:35.035000,L8,,,,291.25,280.75,312.95,289.90,302.69,304.45,297.99,,,,,,,,,312.06,302.53,315.42,312.12,317.32,312.79,305.80,315.87,299.32,306.58,301.62,316.98,
2017-04-06 22:05:57.916000,L8,,288.24,281.55,292.22,294.70,315.59,285.76,300.31,291.22,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:05:47.247000,L8,,,,,,,,,,,,,,,,,,,,,313.42,307.39,315.04,314.31,301.12,315.40,300.15,,,,
2017-05-24 22:05:58.366000,L8,,308.35,306.30,315.94,320.06,327.09,297.80,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:40.336000,L8,346.07,334.88,395.22,344.78,358.44,360.70,352.51,350.19,354.01,357.94,364.77,342.39,345.06,354.46,359.88,387.92,372.96,388.60,382.82,362.62,354.39,360.24,413.68,364.46,363.29,422.90,397.31,355.89,354.51,353.77,346.25
2017-12-02 22:06:34.857000,L8,346.05,343.33,341.94,348.38,352.55,360.19,349.23,360.29,357.35,359.85,369.75,340.89,328.22,329.51,344.69,345.38,344.41,344.27,361.63,352.54,353.85,357.15,409.02,357.92,356.59,361.08,350.91,347.60,349.39,362.04,333.55
2018-03-08 22:06:03.851000,L8,,,,,,,,,,,,,,,,,,303.78,312.55,303.25,313.10,306.64,316.01,314.88,305.21,314.97,298.88,301.05,303.54,316.95,
2018-04-25 22:05:38.857000,L8,328.89,328.29,324.78,333.46,334.17,347.08,317.48,340.98,336.18,332.71,366.49,340.82,314.69,317.81,314.78,319.01,315.30,325.05,333.74,331.04,333.07,339.90,341.72,342.04,333.11,341.47,337.46,327.52,333.39,338.21,296.12
2018-05-27 22:05:16.737000,L8,352.42,332.83,326.69,337.94,354.90,351.93,330.00,323.62,342.76,337.69,350.50,340.78,337.70,323.04,296.43,,,,,,,,335.17,347.04,336.35,338.63,347.03,345.43,346.42,338.00,296.97
2018-10-18 22:06:17.672000,L8,320.68,329.27,324.57,332.84,343.30,349.00,335.63,337.94,339.89,338.56,368.93,332.54,310.38,320.13,316.35,319.98,319.72,330.35,336.00,332.73,335.52,340.57,344.43,347.25,345.08,344.79,340.94,333.44,336.59,344.03,297.42
2018-11-19 22:06:22.186000,L8,349.39,342.92,335.72,333.03,351.93,365.98,372.10,381.15,367.36,388.25,371.01,377.15,369.24,376.15,390.57,394.57,399.50,397.59,374.11,377.51,378.09,374.07,362.55,369.37,354.18,361.93,373.02,340.24,365.97,358.45,380.48
2018-12-21 22:06:18.644000,L8,,,,,,,,,,,,,,,,,,,312.91,303.22,326.10,303.82,322.26,315.74,309.39,319.76,,,,,
2019-02-07 22:06:11.622000,L8,326.98,322.73,331.54,332.60,342.01,346.80,316.80,340.76,337.72,337.67,357.39,363.01,351.06,317.35,310.55,316.93,319.69,329.26,351.56,356.27,352.29,353.65,359.69,350.78,343.26,354.02,346.65,348.80,340.83,346.27,
2019-02-23 22:06:08.536000,L8,298.01,295.08,299.44,337.75,323.12,320.83,337.01,345.46,346.35,359.17,365.72,365.97,370.27,,,,,,,,,,,,,,,,,,371.54
2019-04-12 22:05:54.693000,L8,,,,,,,,,,,,,,,,,,,,,311.06,310.06,311.90,310.01,297.16,,,,,,
2019-08-18 22:06:35.194000,L8,328.50,324.26,325.12,336.03,337.10,346.32,337.86,348.22,352.52,314.67,351.85,322.03,307.65,307.82,298.41,303.04,304.26,307.87,324.74,314.17,326.48,335.40,350.27,343.47,314.69,331.23,340.85,336.97,338.25,337.40,
2019-09-19 22:06:44.224000,L8,,304.47,301.70,313.53,310.99,328.38,292.31,310.38,,,,,,,,,,303.48,313.80,304.51,316.71,315.60,317.46,318.06,309.34,321.74,307.15,284.20,,,
2019-10-05 22:06:48.280000,L8,,307.76,296.58,307.62,303.77,322.80,291.06,310.90,302.43,301.16,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:06:49.847000,L8,327.18,341.95,330.86,343.82,340.13,344.81,317.62,331.39,344.22,365.43,360.10,325.03,303.92,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:48.641000,L8,,301.14,293.42,299.80,298.63,320.37,284.19,304.85,304.80,298.63,,,,,,,,,,,304.12,307.69,315.22,313.35,310.41,312.17,,,,,
2019-11-22 22:06:45.051000,L8,367.24,364.11,357.42,353.07,355.10,371.98,363.03,392.67,393.54,397.51,371.42,370.06,342.60,390.12,410.06,416.34,408.88,421.98,428.24,402.91,369.42,397.33,368.11,380.69,360.00,361.47,380.66,359.78,375.64,361.26,390.15
2020-02-10 22:06:28.847000,L8,,,308.79,319.33,320.32,305.23,,,,,,,,,,,,,342.56,332.47,333.36,338.46,341.56,346.83,324.30,332.45,328.11,322.82,329.47,335.41,
2020-03-13 22:06:18.160000,L8,,,,,,,,,,,,,,,,,,305.29,318.16,311.30,317.64,312.88,324.70,325.85,312.96,324.05,302.95,317.00,316.69,324.57,
2020-03-29 22:06:09.106000,L8,,,,,,,,,,,,,,,,,,303.39,316.25,308.78,317.58,320.88,321.57,327.03,305.56,324.55,310.47,313.97,316.57,321.38,
2021-02-12 22:06:31.303000,L8,,,,,,,,,,,,,,,,,,,322.55,330.05,326.82,349.66,336.15,313.78,311.00,317.31,,321.48,330.07,333.66,
2021-05-03 22:05:56.714000,L8,,,,406.54,333.45,404.51,385.48,403.18,396.37,409.68,,,,,,,,,,376.78,338.07,411.15,,,,,,,,,
2022-01-14 22:06:39.395000,L8,303.94,346.47,326.85,330.08,333.80,330.23,342.01,331.71,327.20,331.89,352.52,320.74,302.56,309.76,305.13,309.05,307.62,319.56,333.62,322.12,331.65,332.00,341.00,337.80,327.53,336.45,331.49,328.45,336.48,342.26,
2022-01-22 22:06:42.172000,L9,344.18,339.04,331.62,340.21,349.97,350.09,351.14,349.82,355.50,360.29,366.84,371.41,353.97,369.56,369.08,325.89,328.93,342.29,360.26,361.56,361.30,363.60,354.76,366.26,365.98,358.63,352.25,347.32,342.37,351.46,354.82
2022-01-30 22:06:34.320000,L8,,,,,,,,,,,,,,,,,,,317.51,308.88,329.10,319.85,321.72,324.63,312.27,324.33,321.75,326.88,322.73,336.37,
2022-02-23 22:06:32.050000,L9,,,,,,,,,,,,,,,,,,,310.77,306.65,316.07,314.05,315.56,316.85,303.78,317.14,302.15,309.08,307.43,319.37,
2022-06-15 22:06:03.914000,L9,,,,,,329.79,304.74,326.44,321.71,,,,,,,,,,,,,,,,,329.76,326.99,319.08,327.03,326.93,
2022-10-05 22:06:46.770000,L9,,,,,,,,,,,,,,,,,,,312.52,300.58,315.38,316.07,313.73,313.90,301.90,316.26,303.73,304.16,304.67,306.13,
2022-10-21 22:06:53.495000,L9,356.84,358.72,362.84,345.06,364.40,356.04,369.66,391.26,388.60,391.45,366.91,367.76,373.19,380.03,374.06,374.87,322.55,364.61,368.03,356.10,356.18,381.29,368.36,383.90,356.41,359.67,377.48,349.96,371.54,366.04,341.22
2022-11-14 22:06:59.140000,L8,328.09,333.25,327.99,336.77,341.08,346.54,324.36,337.41,340.15,335.23,365.97,331.42,312.52,318.59,315.24,320.11,318.75,328.54,336.41,335.62,336.02,341.86,344.03,350.10,341.09,348.27,339.55,336.84,338.32,346.36,296.51
2022-12-24 22:06:50.044000,L9,,,,,,,290.93,313.49,310.36,306.55,328.86,304.35,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:42.340000,L8,312.68,327.18,321.33,326.38,327.98,352.99,318.86,331.32,330.41,330.84,357.21,324.60,310.12,397.86,387.91,404.17,305.02,314.45,319.90,326.69,334.04,332.13,336.18,326.12,320.55,385.18,337.08,406.75,,,398.97
2023-02-18 22:06:37.945000,L8,,,,,,,,,,,,,,,,,,,,297.87,306.13,309.71,304.76,330.62,304.75,,,,,,
2023-03-14 22:06:35.185000,L9,335.28,333.33,330.01,335.35,332.83,353.87,325.93,334.76,385.80,377.82,394.73,335.17,401.02,405.79,393.48,318.48,320.26,326.56,337.02,331.52,338.64,340.31,346.46,345.12,332.27,344.20,333.78,333.68,334.92,343.11,406.98
2023-03-22 22:06:16.808000,L8,,302.60,285.53,298.37,320.12,328.48,,,,,,,,,,,,,,,321.08,321.27,325.93,318.28,317.87,326.29,314.22,,,,
2023-03-30 22:06:23.236000,L9,,,,,,,,,,,,,,,,,,,,,307.96,308.80,311.04,309.16,303.06,314.38,298.40,,,,
2023-04-15 22:06:16.894000,L9,331.85,334.80,334.73,335.31,337.98,352.82,325.71,337.06,334.76,336.10,356.85,336.49,313.96,319.67,317.16,322.68,325.39,327.40,338.15,336.06,337.36,340.71,342.15,348.75,336.44,340.32,334.74,331.23,336.52,341.59,299.00
2023-10-08 22:06:34.267000,L9,335.92,354.71,352.83,354.76,371.28,365.64,369.92,363.74,370.43,382.47,371.05,350.30,318.43,380.23,399.97,398.64,389.72,403.49,411.25,410.34,398.00,403.05,352.11,358.25,345.94,351.57,402.49,362.47,374.96,364.55,395.47
2023-11-01 22:06:38.922000,L8,,,,,,,,364.91,359.28,369.98,367.20,360.93,365.31,371.17,381.67,393.45,400.97,398.88,396.42,397.49,400.82,357.05,359.51,368.29,357.72,363.85,365.49,353.42,361.73,356.38,365.25
2023-11-09 22:06:36.795000,L9,330.61,338.11,334.71,335.18,356.68,360.22,353.13,358.86,369.90,375.69,364.13,324.76,316.45,321.48,316.40,321.58,322.59,330.89,343.31,334.14,339.58,343.85,346.05,351.63,347.51,347.26,333.69,360.35,362.81,353.74,300.80
2023-11-25 22:06:44.562000,L9,,304.58,305.43,295.11,305.74,321.86,291.89,313.87,303.17,,,,,,,,,,316.42,303.02,319.14,313.78,321.15,320.03,311.71,320.26,303.86,316.83,322.44,323.44,
2024-01-28 22:06:42.172000,L9,,300.59,294.25,305.69,320.86,327.21,293.42,321.54,320.98,329.79,336.98,334.61,,,,,,,,,,,,,,,,,,,
2024-02-13 22:06:41.897000,L9,,,280.84,285.51,296.63,305.42,292.13,303.08,300.23,300.79,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:06:35.486000,L9,343.88,332.29,329.66,350.72,338.65,346.81,315.35,337.77,338.39,332.48,362.52,339.58,348.54,382.85,410.25,419.38,422.58,326.54,351.85,370.07,349.41,380.85,363.63,375.11,342.75,346.94,341.35,336.47,335.97,343.01,383.32
2024-10-10 22:06:22.341000,L9,314.70,325.13,328.65,327.83,344.16,325.78,301.22,332.50,318.38,316.61,,,,,,,,,,,,,,338.51,333.38,337.32,324.43,325.78,328.45,339.47,
2024-11-03 22:06:24.531000,L8,291.57,320.40,305.99,304.15,313.65,327.43,290.22,314.04,311.81,300.99,334.40,302.71,,,,,,305.77,321.49,301.13,331.06,313.99,335.12,338.03,309.86,322.62,300.81,308.43,302.38,325.04,
2024-11-11 22:06:27.642000,L9,335.25,337.82,334.64,347.83,350.81,355.83,327.92,337.85,347.44,396.13,397.11,393.49,316.20,319.84,316.94,320.94,321.97,328.61,345.55,333.76,341.28,346.56,347.24,358.43,343.03,351.72,333.79,345.67,338.98,348.43,295.09
2024-11-27 22:06:42.405000,L9,,,,365.90,365.11,371.70,365.01,377.79,372.75,375.24,369.31,335.28,312.93,318.07,311.86,327.81,384.81,384.54,394.53,343.30,361.34,375.01,349.49,345.32,351.71,348.68,363.07,338.99,347.69,362.80,294.99
2024-12-05 22:06:33.321000,L8,345.05,341.65,335.88,343.51,357.05,363.69,358.38,358.13,373.48,378.85,373.10,364.89,353.65,365.94,363.69,359.60,368.93,376.50,365.16,371.96,362.91,354.98,369.56,373.34,354.66,364.35,359.24,348.89,368.64,364.29,362.36
2025-01-06 22:06:30.529000,L8,,,,,,,,,,,,,,,,,,,,,316.02,308.76,311.63,312.71,302.22,314.41,,,,,
2025-01-14 22:06:37.191000,L9,,,,,,,,,,,,,,,,,,,309.31,297.86,309.26,310.28,308.85,312.84,,,,,,,
2025-01-30 22:06:32.148000,L9,313.16,308.59,310.26,309.71,322.59,328.88,338.68,332.80,333.28,316.22,347.00,315.09,297.32,,,,,,,,,,,,,,,,,,
2025-02-07 22:06:29.219000,L8,,284.60,296.74,291.92,301.23,314.65,300.62,310.11,305.82,302.00,319.70,309.68,291.60,,,,,,,,,,315.41,321.12,312.89,318.79,303.76,312.33,315.31,323.78,
2025-02-23 22:06:19.447000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,320.71,300.73,306.91,315.50,319.50,
2025-05-06 22:06:06.538000,L9,,,,,,,,,,,,,,,,,,,314.90,300.22,318.52,316.86,318.14,319.36,308.56,317.65,,,,,
2025-08-10 22:06:28.221000,L9,,285.40,321.00,293.68,302.80,345.00,284.67,327.11,321.93,330.74,,,,,,,,,,,336.08,327.52,340.38,347.00,336.53,,,,,,
2025-08-26 22:06:33.318000,L9,,281.42,293.38,296.17,304.61,324.71,290.63,309.37,299.70,,,,,,,,,,,,317.75,314.33,319.54,308.85,305.81,,,,,,
2025-09-19 22:06:39.287000,L8,,,,,,,,,,,,,,,,,,321.23,326.99,325.62,332.11,338.00,342.40,344.35,336.11,341.87,345.15,329.21,,,
2025-11-06 22:06:43.857000,L8,389.06,341.64,337.03,348.08,352.56,355.02,348.37,344.01,345.60,381.98,360.37,347.47,349.04,329.15,342.21,348.11,332.07,437.95,420.91,373.34,341.52,345.70,355.63,349.25,347.01,360.28,348.04,355.93,341.34,348.15,346.37
2025-11-14 22:06:48.423000,L9,,,280.30,318.66,312.20,327.50,293.84,310.93,309.86,308.26,328.93,305.56,,,,,,303.97,312.07,302.47,316.64,312.69,314.45,316.33,306.61,316.48,302.36,301.11,302.49,315.62,
