dates,satname,nzd0373-0000,nzd0373-0001,nzd0373-0002,nzd0373-0003,nzd0373-0004,nzd0373-0005,nzd0373-0006,nzd0373-0007,nzd0373-0008,nzd0373-0009,nzd0373-0010,nzd0373-0011,nzd0373-0012,nzd0373-0013,nzd0373-0014,nzd0373-0015,nzd0373-0016,nzd0373-0017,nzd0373-0018,nzd0373-0019,nzd0373-0020,nzd0373-0021,nzd0373-0022,nzd0373-0023,nzd0373-0024
2006-02-19 21:57:51.685000,L5,,,,,,,,,,400.30,386.26,392.08,408.53,405.02,391.43,403.92,382.18,363.25,377.82,351.43,352.37,333.93,289.29,292.85,285.82
2006-06-27 22:00:00.431000,L5,347.05,380.96,364.79,374.88,344.89,374.50,374.97,389.63,371.98,371.22,370.28,370.78,376.57,367.09,355.62,363.52,338.46,328.47,339.73,309.54,328.50,282.36,,,
2006-07-22 21:54:10.491000,L5,291.84,321.48,318.44,359.02,345.74,346.97,384.49,379.79,,,,,,,,,358.38,355.58,349.60,357.04,364.96,336.90,,,
2006-09-15 22:01:03.273000,L5,268.32,294.17,278.24,289.56,294.14,316.67,312.70,345.09,309.93,,,,,,,,,,,,,,,,
2006-10-10 21:55:08.811000,L5,,,,,,,,,,,,,,403.44,395.72,406.81,405.15,388.38,408.12,404.05,,,,,
2006-11-02 22:01:32.743000,L5,359.52,378.36,374.91,373.65,358.54,373.72,384.10,398.59,378.55,380.75,378.63,404.12,419.62,411.76,412.19,403.71,401.75,329.59,344.71,323.95,330.93,300.48,,,
2006-11-27 21:55:35.233000,L5,325.60,333.46,327.52,373.57,372.32,372.60,380.36,392.16,384.83,368.88,374.95,368.71,385.85,384.44,388.83,387.80,383.08,371.45,389.27,375.83,382.06,362.02,330.72,299.97,269.33
2006-12-29 21:55:50.726000,L5,,,,,,,,,,,,,,315.83,321.81,324.76,315.88,307.67,305.83,316.17,320.19,,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,395.68,384.97,393.72,402.05,408.57,401.16,389.75,397.47,377.37,359.26,366.35,345.32,348.55,312.47,278.90,,
2007-01-21 22:02:09.591000,L5,,,369.77,373.87,350.49,371.80,382.04,388.28,376.60,370.32,368.93,373.75,382.18,383.78,373.64,376.69,350.45,342.14,341.99,319.06,320.33,,,,
2007-01-30 21:56:00.553000,L5,313.78,319.85,318.83,353.91,350.95,342.25,361.29,368.65,365.78,355.91,350.76,359.03,360.66,372.87,370.60,381.50,360.36,358.07,358.28,362.26,368.13,318.24,310.77,,
2007-02-06 22:02:11.997000,L5,381.32,372.98,367.42,369.11,342.63,369.78,373.56,387.64,373.24,366.94,366.08,373.78,382.44,381.27,371.97,371.96,349.66,339.38,327.33,319.50,319.30,,,,
2008-02-25 21:57:37.029000,L5,,,,,,,,,386.69,375.51,369.71,371.80,377.64,380.14,368.00,368.81,351.82,341.74,337.64,329.80,325.96,279.58,,,
2008-12-09 21:51:18.382000,L5,381.87,381.65,372.63,354.98,342.67,370.68,373.74,387.38,374.80,371.25,372.78,370.42,381.28,378.55,373.34,372.42,342.62,337.62,338.73,326.07,322.81,,,,
2008-12-25 21:51:46.135000,L5,,,375.78,373.89,348.74,370.38,377.73,386.13,374.02,378.56,375.31,372.94,393.23,390.93,373.88,377.67,347.84,342.33,340.86,326.44,322.89,281.83,,,
2010-01-29 21:58:05.346000,L5,,267.70,273.29,288.80,312.78,372.04,378.03,386.99,378.43,370.85,370.49,,,,,,392.41,342.36,342.94,325.16,317.61,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,395.60,389.03,389.19,396.07,402.85,391.51,398.49,387.35,370.02,383.20,363.42,370.57,324.59,,,
2011-01-16 21:57:09.950000,L5,378.67,329.76,379.66,382.47,364.94,384.47,389.15,394.26,383.76,381.02,369.56,373.61,378.81,369.62,358.40,347.52,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,370.31,376.27,381.97,394.21,384.43,375.23,372.89,398.70,422.58,415.20,391.84,402.11,398.08,342.53,336.86,323.28,323.41,287.37,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,390.90,383.30,389.55,405.93,400.44,380.07,397.26,372.34,359.38,373.43,348.67,348.78,314.65,,,
2013-04-11 22:09:26.995000,L8,,,,,,,,,,,,,424.25,382.53,366.78,373.08,344.98,331.01,345.20,321.24,324.82,293.68,,,
2013-05-13 22:09:11.169000,L8,377.66,377.24,356.30,333.19,339.26,284.32,,,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,387.47,382.02,369.54,356.58,354.73,369.26,375.80,384.96,386.89,372.86,360.57,377.57,386.77,359.71,362.26,355.31,355.75,325.17,,,,,,,
2013-06-30 22:09:11.994000,L8,385.31,377.47,365.76,354.36,367.07,370.63,379.47,,377.96,375.69,384.91,369.01,367.74,357.68,348.16,356.55,334.41,326.55,,,,,,,
2013-09-02 22:09:16.475000,L8,395.16,,,,382.27,384.87,388.33,392.56,382.18,378.02,372.50,375.13,381.23,372.73,369.78,369.47,341.18,330.71,347.24,322.75,352.44,302.65,,,
2013-12-07 22:08:50.709000,L8,,,,,,,,,,,,,,,,,,,392.10,359.65,354.54,346.97,287.09,322.78,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,395.40,385.41,383.18,382.07,382.94,377.00,372.82,347.56,341.29,346.31,325.54,332.89,298.85,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,,,,,,,,391.34,341.09,351.50,333.13,343.58,307.51,,,
2014-04-30 22:06:58.400000,L8,,,,,,,,,,405.48,397.76,403.20,405.96,400.92,380.84,395.71,383.80,362.51,371.50,363.18,366.62,342.64,332.75,313.42,298.96
2014-05-16 22:06:45.666000,L8,398.39,,,,,,,,,388.17,383.47,392.62,387.87,389.78,371.43,379.06,355.65,335.39,351.26,325.74,336.38,305.38,,,
2014-07-03 22:07:01.995000,L8,382.58,369.09,335.00,344.81,343.37,363.83,343.73,376.94,350.31,367.76,361.80,357.69,345.06,351.63,343.07,335.53,315.37,318.01,,,,,,,
2014-08-04 22:07:14.381000,L8,387.06,384.46,368.46,355.09,369.69,373.98,380.13,386.38,368.57,375.44,368.22,374.75,369.57,365.87,352.46,361.77,332.34,324.44,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,392.25,386.12,402.20,402.69,394.61,381.00,396.97,383.44,365.29,387.25,340.99,368.07,334.03,324.18,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,384.17,384.05,389.59,391.12,385.35,377.75,379.76,350.07,340.07,350.75,329.43,334.56,303.91,,,
2015-01-11 22:07:16.745000,L8,,,,,,,,,,,,380.44,386.90,385.61,371.99,377.57,349.72,337.70,353.19,330.80,331.62,299.12,,,
2015-02-12 22:07:03.113000,L8,,,,,,,,,,387.65,377.38,384.22,391.47,386.26,376.64,379.53,351.47,338.35,347.60,329.78,330.37,293.29,,,
2015-02-28 22:07:00.305000,L8,,,,,,,,,,,,402.34,418.93,384.50,372.44,378.73,349.19,335.65,344.38,326.48,327.18,289.45,,,
2015-04-01 22:06:37.659000,L8,,,,,,,,,,,,,,,,394.86,392.98,334.66,343.81,323.91,324.45,,,,
2015-06-20 22:06:32.847000,L8,381.09,366.29,334.70,345.59,347.42,362.81,366.30,373.12,352.86,379.39,362.53,367.71,344.65,345.56,322.35,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,384.78,373.26,344.37,350.67,364.51,367.04,376.22,381.46,357.45,382.25,369.66,368.49,352.11,350.73,337.82,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,,,,,,,388.15,399.64,404.54,394.25,382.22,388.92,378.29,355.87,382.63,361.10,356.89,328.82,,,
2015-09-08 22:07:06.448000,L8,,,,,,,,,,395.53,383.01,404.94,404.57,412.33,380.25,389.82,384.93,361.10,376.74,371.51,368.24,332.94,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,388.99,380.83,374.48,374.14,373.05,351.67,366.15,341.03,333.90,343.43,321.58,324.36,295.01,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,392.48,376.97,387.58,387.03,383.74,417.98,400.78,345.78,332.96,345.24,325.35,326.01,294.66,,,
2015-12-13 22:07:21.432000,L8,,,,,381.09,383.25,384.66,389.05,382.09,373.22,371.31,369.05,374.54,373.43,355.43,364.20,339.14,328.58,339.76,323.13,321.87,,,,
2015-12-29 22:07:21.036000,L8,378.58,284.88,264.28,284.69,350.23,370.82,374.26,381.21,371.88,383.85,371.21,363.97,374.14,377.99,361.37,362.31,340.44,335.89,328.25,323.27,319.48,,,,
2016-02-15 22:07:09.441000,L8,,,,,,,,,,386.73,374.65,387.92,391.46,386.43,373.42,,390.30,341.95,352.80,328.83,334.00,305.46,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,386.40,386.32,367.64,382.78,378.04,374.08,354.31,393.59,339.38,342.29,342.18,319.93,320.51,,,,
2016-03-18 22:07:01.867000,L8,,,,,,,,,,,,,411.65,416.43,362.66,357.23,327.13,329.33,,,,,,,
2016-04-19 22:06:46.856000,L8,,,,,,,,,,,,,,,,,389.49,336.91,349.37,327.56,330.11,300.03,,,
2016-05-05 22:06:50.290000,L8,389.45,390.41,,363.76,372.07,375.95,382.42,382.31,373.75,372.02,362.23,368.72,379.77,367.09,352.60,362.31,332.59,326.82,,,,,,,
2016-06-06 22:06:54.973000,L8,386.66,376.70,372.36,356.58,363.99,368.29,384.51,388.29,380.09,380.97,360.74,363.44,351.97,360.92,350.16,351.07,322.42,321.36,,,,,,,
2016-07-24 22:07:13.819000,L8,388.17,391.00,,365.48,370.10,378.99,385.99,383.74,381.13,377.90,363.15,374.68,381.60,375.50,348.37,362.09,326.76,326.78,,,,,,,
2016-09-10 22:07:27.365000,L8,382.33,379.99,372.98,363.58,372.02,377.25,381.13,389.30,383.11,381.40,372.18,368.62,364.24,362.76,349.19,362.07,337.55,331.77,340.09,318.97,323.67,292.92,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,399.04,386.84,375.01,371.31,375.65,386.76,380.31,363.51,372.39,348.37,334.06,351.39,325.76,332.73,309.16,,,
2016-12-15 22:07:29.991000,L8,399.85,,,,,,389.32,391.11,382.15,368.86,369.79,374.30,381.78,378.36,358.99,371.89,342.66,331.23,343.84,323.42,325.31,294.41,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,399.51,388.32,378.82,377.10,405.72,391.01,387.70,388.95,379.41,350.26,342.05,351.38,327.29,331.42,301.39,,,
2017-03-05 22:07:02.841000,L8,,,,,,,,397.89,388.19,380.75,374.81,399.94,388.69,385.83,373.36,379.84,350.80,338.57,349.89,327.17,332.09,301.40,,,
2017-03-21 22:06:52.698000,L8,,,,,,,,,391.64,380.01,372.58,388.95,386.86,384.47,371.81,375.35,349.82,336.98,349.86,325.34,328.73,304.54,282.75,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,,,420.18,393.44,404.51,377.69,387.28,,,353.24,388.77,338.90,310.30,,,
2017-04-22 22:06:36.244000,L8,,,,,,,,396.48,386.95,379.58,374.53,382.73,384.76,388.39,363.68,377.54,350.25,333.49,351.93,323.64,331.87,306.53,,,
2017-05-08 22:06:35.164000,L8,,,,,378.73,382.93,383.15,388.02,378.57,369.40,364.64,373.50,377.68,374.76,355.51,366.47,336.50,324.25,341.62,315.88,321.27,292.90,,,
2017-05-24 22:06:46.292000,L8,343.76,351.99,284.76,292.87,260.55,342.99,264.95,365.74,286.50,359.59,356.92,,,,,,,,,,,,,,
2017-06-09 22:06:54.260000,L8,,,,,,,,,,,,416.20,392.24,384.74,388.70,385.05,351.14,338.48,354.07,322.40,335.58,309.38,279.72,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,394.31,376.79,387.78,388.79,391.47,371.49,383.55,355.90,338.20,352.31,326.04,334.51,309.13,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,417.76,433.43,395.67,394.03,385.15,350.58,342.42,352.83,327.98,335.52,310.04,,,
2017-11-16 22:07:28.249000,L8,,,,,,,,,386.27,377.54,378.39,395.07,385.50,383.46,380.29,380.39,349.25,339.94,347.27,325.95,331.43,301.50,,,
2017-12-02 22:07:22.770000,L8,404.65,,,,,,,399.47,388.77,377.84,378.41,390.94,385.68,398.72,374.18,375.72,347.16,341.15,344.43,327.37,330.33,300.99,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,391.14,381.78,384.49,394.72,387.13,388.95,386.03,381.53,351.27,345.24,347.45,327.70,333.36,303.39,,,
2018-03-24 22:06:44.096000,L8,408.61,,,,,,,,,387.62,383.86,392.69,393.17,399.09,375.49,381.81,357.06,344.48,353.93,329.23,336.04,307.77,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,394.60,397.34,374.23,383.81,358.97,345.45,358.19,328.85,343.56,310.16,281.45,,
2018-05-27 22:06:04.650000,L8,404.98,,,,,,,,,391.30,390.22,396.90,398.45,399.59,390.72,389.42,359.78,349.31,367.88,331.11,342.46,314.85,280.02,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,401.89,395.77,392.74,398.30,372.55,384.63,355.55,336.65,355.05,325.46,337.83,310.75,,,
2018-08-31 22:06:47.157000,L8,,,,,,,,,,405.04,384.54,388.66,388.86,396.34,373.38,383.77,355.16,352.05,353.22,330.66,335.76,311.92,280.59,278.78,
2018-10-02 22:06:59.122000,L8,,,,,,,,,390.66,383.67,378.14,390.21,387.84,389.83,367.71,382.56,350.13,339.87,355.17,329.72,336.11,311.80,276.84,,
2018-10-18 22:07:05.594000,L8,404.50,,,,,,,,,391.07,385.14,389.10,387.11,391.31,370.47,381.80,350.92,344.13,360.53,331.15,338.81,313.12,277.31,,
2018-11-03 22:07:09.298000,L8,393.82,385.67,370.31,378.33,375.99,383.35,377.39,388.07,370.02,360.95,359.89,356.85,351.10,354.49,348.88,357.13,331.26,326.62,333.76,318.35,319.32,292.07,,,
2018-12-21 22:07:06.566000,L8,,,,,,,389.28,394.72,381.82,373.69,367.91,377.89,408.43,387.56,387.17,373.51,348.46,344.60,346.43,327.36,324.66,296.78,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,,393.62,385.50,392.48,401.39,398.58,399.01,390.23,387.49,353.75,350.12,352.49,331.93,345.31,305.23,277.38,,
2019-02-07 22:06:59.544000,L8,,,,,,,,,,,393.02,405.67,416.21,404.33,391.01,390.06,366.09,359.89,372.55,337.59,346.20,310.09,280.94,282.15,
2019-04-12 22:06:42.607000,L8,383.50,383.16,369.83,353.97,369.44,376.55,376.48,370.45,314.68,364.32,365.11,366.48,370.55,369.57,350.96,360.91,332.20,327.08,328.57,318.09,318.30,290.42,,,
2019-05-14 22:06:48.150000,L8,,,,,,,,,,392.32,389.92,397.55,391.00,404.13,388.86,383.06,357.24,343.57,359.40,328.85,337.93,313.59,280.94,280.72,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,398.15,405.85,389.68,389.21,360.97,345.44,363.19,327.22,343.59,312.32,288.97,280.09,
2019-06-15 22:07:03.775000,L8,,,,,,,,,,,399.38,403.20,395.01,401.27,383.56,388.45,354.09,348.82,359.37,326.23,339.30,312.29,286.16,278.65,
2019-07-17 22:07:10.971000,L8,,,,,,,,,,402.93,383.72,396.38,394.42,389.05,388.53,384.45,351.68,338.04,352.81,323.87,333.73,307.88,278.46,,
2019-08-02 22:07:17.867000,L8,,,,,,,,,,,393.00,390.43,388.64,386.17,378.56,377.43,350.37,339.48,353.91,327.28,332.15,308.29,276.44,,
2019-08-18 22:07:23.116000,L8,,,,,,,,,,391.80,384.77,392.38,393.61,390.36,387.55,380.95,357.99,346.05,359.63,329.60,337.66,312.25,281.94,,
2019-10-05 22:07:36.198000,L8,400.90,,,,,,,,391.83,384.31,383.64,385.04,384.53,387.50,372.45,377.61,349.27,343.83,354.06,331.51,334.37,312.31,277.22,,
2019-10-21 22:07:37.761000,L8,,,,,,,,,390.79,384.13,380.89,386.83,385.19,382.25,376.11,376.02,348.46,341.80,356.89,331.72,335.12,311.43,283.69,,
2019-12-08 22:07:32.611000,L8,389.24,381.80,374.08,379.26,367.94,372.60,376.31,382.43,371.93,364.98,367.95,363.76,370.68,368.17,351.10,361.23,328.05,324.98,333.49,314.86,315.19,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,391.00,384.78,389.36,389.91,390.18,386.49,387.60,379.05,351.78,344.32,350.75,328.26,331.80,301.86,285.84,280.02,
2020-02-10 22:07:16.756000,L8,407.74,,,,,,,,,,400.53,395.24,392.20,400.16,392.39,435.66,401.12,373.41,353.34,332.63,336.66,303.30,289.91,292.57,
