dates,satname,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0013,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0010,nzd0439-0011,nzd0439-0012,nzd0439-0023,nzd0439-0024,nzd0439-0025,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009
2000-10-08 21:58:00.300000,L7,294.77,303.29,306.79,311.08,329.27,308.88,339.23,319.07,328.28,318.44,310.57,320.48,361.46,339.25,309.50,307.38,306.83,356.27,334.25,313.70,286.94,283.03,317.76,335.04,346.83,325.82
2000-11-09 21:57:57.236000,L7,,,,,,,345.30,339.12,335.83,325.13,332.69,331.85,366.22,353.59,326.22,328.52,287.30,372.56,324.83,318.51,301.13,295.32,,,,
2000-11-25 21:57:58.896000,L7,328.71,339.89,342.58,365.35,387.07,415.72,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:57:16.389000,L7,325.26,314.02,367.90,370.06,360.44,353.14,333.68,312.17,336.24,344.99,335.33,339.77,355.72,348.81,312.29,310.10,,,,303.06,279.02,286.47,355.95,354.87,364.03,370.96
2001-07-07 21:57:00.006000,L7,294.72,300.74,304.17,304.66,323.20,307.78,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:56:04.528000,L7,296.75,304.19,311.21,320.54,316.77,300.49,276.99,316.91,331.88,327.79,,,,,,,,,327.32,,279.87,271.24,,,,
2001-10-02 22:02:04.420000,L7,305.58,315.25,322.07,327.84,360.76,404.58,345.46,336.44,336.01,331.18,325.99,334.99,370.56,352.57,309.53,330.64,326.81,367.40,354.53,307.93,302.60,297.46,414.06,437.06,431.83,437.55
2001-12-14 21:56:17.682000,L7,291.82,297.77,303.62,306.66,317.31,,,,,,,322.84,360.05,338.14,310.72,291.55,,,,,,,,,,
2001-12-30 21:56:13.010000,L7,294.82,302.38,310.54,314.23,324.73,305.32,344.09,330.98,333.59,320.61,329.70,328.98,366.94,349.48,314.41,313.89,302.31,364.46,351.96,301.08,285.35,290.02,,,,
2002-02-16 21:56:30.006000,L7,,,,,,,369.30,362.09,352.85,338.18,331.03,359.03,399.94,,,,389.24,425.37,370.55,,,340.77,,445.82,448.31,435.49
2002-03-04 21:56:33.807000,L7,291.65,297.92,303.80,311.29,321.78,311.55,277.43,303.98,309.25,293.21,,318.99,351.66,324.53,294.83,293.75,,,321.11,290.86,,,,,,
2002-05-30 22:02:25.514000,L7,288.32,294.63,299.38,293.80,304.32,294.17,,,,,,,,,,,,,,,,,,,,
2002-08-02 22:02:01.110000,L7,310.64,321.08,347.62,345.57,361.83,387.03,339.30,320.48,334.68,324.83,322.31,333.98,360.22,342.04,311.88,308.07,296.63,279.07,342.63,307.01,282.47,288.66,385.38,398.25,397.08,347.06
2002-09-03 22:01:48.053000,L7,313.07,324.81,324.12,324.60,332.34,324.07,266.87,319.25,332.25,315.00,309.03,319.83,353.49,335.66,304.13,277.75,,,,309.72,295.47,283.66,324.80,,,
2002-10-14 21:55:19.836000,L7,298.01,315.98,340.02,325.12,335.12,309.05,347.45,331.37,341.12,325.77,324.15,331.99,361.68,342.19,316.40,278.82,,,,316.48,300.28,,315.65,322.30,,
2002-10-21 22:01:36.247000,L7,300.09,315.00,313.69,350.88,338.12,359.35,283.04,325.06,326.22,318.26,309.37,315.21,362.96,328.82,303.60,284.72,,,332.98,315.17,287.92,289.37,389.32,395.81,377.31,372.72
2002-10-30 21:55:25.430000,L7,294.43,306.81,310.45,310.77,322.31,303.51,283.49,316.39,336.00,314.38,323.77,334.66,365.09,349.68,315.97,283.21,,,,312.10,301.17,290.81,,,,
2002-11-22 22:01:57.598000,L7,292.58,307.39,311.80,307.24,319.26,304.76,311.75,329.73,331.24,319.14,320.21,328.65,359.45,348.48,307.52,281.37,,,256.26,291.68,289.18,288.42,,,,
2002-12-24 22:02:09.084000,L7,287.65,300.96,306.16,316.02,317.40,307.77,288.38,319.15,325.11,285.29,310.88,321.56,347.21,334.02,306.93,297.29,,,303.29,306.21,280.95,279.87,,,,
2003-01-18 21:56:06.129000,L7,295.14,304.08,310.88,318.51,320.72,302.31,,,,,322.08,331.66,362.63,342.37,314.71,284.38,,,,288.93,273.21,289.88,,,,
2003-02-19 21:56:18.422000,L7,298.10,308.63,314.85,322.36,325.36,308.39,336.43,315.24,325.61,299.72,311.52,324.17,363.23,341.64,311.08,315.04,274.94,358.94,333.30,316.14,286.11,288.84,315.40,,,
2003-05-10 21:56:22.313000,L7,,,,387.66,384.71,375.69,324.15,324.44,342.48,322.07,324.21,329.66,356.36,333.66,317.71,310.07,310.73,354.47,320.27,312.54,294.92,290.88,366.33,368.06,365.50,367.78
2003-07-21 21:44:09.463000,L5,299.43,310.72,315.23,323.20,311.79,324.07,,,,,,,,,,,,,,,,,311.03,,,
2003-10-16 21:51:43.799000,L5,283.16,295.16,299.94,301.63,299.81,299.76,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:48:20.187000,L5,293.51,293.60,300.40,304.79,310.87,307.06,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:48.638000,L5,300.83,301.85,308.03,314.96,316.94,325.05,,,,,,312.73,343.66,323.62,312.75,300.00,,,,,,,308.17,321.05,,
2004-07-07 21:49:44.929000,L5,294.50,297.90,303.60,307.93,320.18,323.54,,,,,,,,,,,,,,,,,308.27,324.47,,
2004-09-25 21:51:43.061000,L5,285.64,295.31,298.23,301.31,294.76,296.53,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:58:23.614000,L5,326.35,327.96,342.75,368.74,403.79,395.78,356.33,349.46,345.44,337.09,344.49,341.23,362.16,357.27,332.73,334.70,344.03,379.32,356.18,337.51,311.65,300.04,400.43,376.57,363.84,360.06
2004-10-27 21:52:23.346000,L5,284.09,289.58,293.04,296.39,291.68,294.86,,,,,,301.50,346.50,351.38,297.39,289.96,,,,249.77,289.52,,,,,
2005-03-27 22:00:51.055000,L5,277.89,288.72,293.84,289.22,286.75,292.31,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:42.889000,L5,,,,,,,,,,,,293.40,348.23,345.98,300.72,290.54,,,,,,,,,,
2005-06-24 21:55:13.674000,L5,297.82,299.02,302.97,312.74,311.33,322.78,,,,,,,,,,,,,,,,,307.42,319.29,,
2005-07-10 21:55:19.319000,L5,292.41,295.52,299.52,310.65,302.72,315.68,,,,,,,,,,,,,,,,,308.05,,,
2005-08-27 21:55:43.837000,L5,293.75,301.54,302.81,308.73,311.61,309.33,,,,,,,,,,,,,,,,,307.49,326.04,,
2005-11-06 22:01:58.902000,L5,281.36,287.81,288.21,293.73,299.26,288.67,,,,,,320.80,352.90,349.70,303.88,295.63,,,,271.49,235.65,,,,,
2005-11-22 22:02:22.550000,L5,283.34,291.89,297.12,298.71,302.24,303.74,,,,,,,,,,,,,,,,,,,,
2006-07-13 22:00:37.941000,L5,290.09,296.22,302.67,305.99,309.53,314.66,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:08:27.926000,L5,286.18,290.40,293.82,288.27,303.97,291.43,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:02:33.422000,L5,278.94,292.04,299.06,299.48,294.84,302.26,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:15:41.373000,L8,280.28,275.25,291.28,292.21,302.24,297.69,,317.19,323.68,308.87,,318.44,348.98,330.85,290.47,276.86,,,,,,,,,,
2014-07-03 22:07:25.958000,L8,278.72,268.86,288.67,289.82,299.09,304.40,,,,,,,,,,,,,,,,,,,,
2014-08-27 22:13:53.214000,L8,280.33,277.15,288.88,294.89,302.92,304.49,339.42,332.52,336.52,323.57,321.66,329.82,358.25,348.07,320.81,322.38,,371.06,338.93,325.59,300.83,284.50,,,,
2014-09-28 22:13:56.699000,L8,289.50,277.00,294.49,303.55,313.88,302.65,325.33,332.22,339.65,318.76,312.55,259.88,,267.80,323.62,329.13,,,,320.38,307.98,293.68,,,,
2015-02-28 22:07:24.273000,L8,272.47,268.46,276.32,289.53,293.99,291.81,,,,,,,,,,,,,,,,,,,,
2015-06-27 22:13:10.096000,L8,282.53,279.48,295.14,301.83,311.51,314.56,,,,,,,,,,,,,,,,,307.46,338.19,332.90,
2015-10-01 22:13:49.763000,L8,277.52,277.27,283.21,289.85,299.83,285.66,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:38.780000,L8,279.39,274.45,284.71,294.84,301.24,293.15,,,,,,317.75,350.88,347.68,,,,,,,,,,,,
2015-11-27 22:07:47.119000,L8,275.22,272.53,281.03,291.85,298.10,294.22,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:45.395000,L8,280.00,272.04,278.55,293.23,297.43,305.18,320.08,279.12,,,,,,358.44,317.25,344.86,,,330.16,334.01,275.32,270.66,309.54,342.18,343.24,
2015-12-29 22:07:44.999000,L8,279.17,273.77,285.63,294.36,301.77,306.30,,,,,301.43,319.41,300.96,336.97,323.87,310.35,,,,293.49,275.25,,,,,
2016-04-19 22:07:10.819000,L8,274.32,257.23,269.67,288.04,294.30,307.29,,,,303.00,314.67,317.45,347.78,353.02,,,,,,307.22,278.67,287.59,,,,
2016-04-26 22:13:21.011000,L8,,,,,,,325.85,328.35,330.11,305.45,317.62,292.85,318.68,287.04,314.50,310.63,,,,311.93,288.57,285.36,,,,
2016-10-12 22:07:57.049000,L8,,,,,,,,,351.22,303.58,,,347.46,351.61,287.43,279.68,,,,,,,,,,
2016-11-20 22:14:09.198000,L8,,,273.19,277.65,317.32,320.19,349.68,337.27,333.59,329.45,330.81,336.55,359.11,372.10,329.67,335.02,300.35,374.77,362.29,333.42,316.24,308.41,325.19,348.48,353.52,
2016-12-15 22:07:53.950000,L8,,,,,,,,,,,310.47,314.25,356.89,358.07,315.61,314.56,,,,337.00,277.16,304.58,,,,
2017-09-13 22:07:44.261000,L8,262.01,253.82,267.45,294.47,319.24,316.95,339.72,332.49,329.82,324.90,317.00,310.80,353.48,341.62,316.98,315.17,,370.47,339.85,312.79,303.20,285.20,313.29,336.15,335.41,
2017-12-09 22:13:57.340000,L8,,246.87,262.17,276.13,300.86,298.88,313.91,329.36,283.83,319.42,303.16,328.86,351.19,328.39,314.25,310.08,,,278.95,306.99,271.26,284.10,308.56,334.23,,
2018-01-19 22:07:38.489000,L8,292.21,297.80,297.79,306.92,316.15,322.29,345.93,354.71,345.47,344.58,337.70,345.89,378.34,365.19,348.38,340.32,,408.04,373.12,335.09,318.85,305.89,321.92,346.69,341.31,
2018-04-16 22:13:06.453000,L8,286.14,259.66,272.05,302.23,315.79,313.71,333.34,328.79,329.89,,,,,,,,,,,,,,311.51,335.39,,
2019-03-02 22:13:29.085000,L8,288.87,290.45,291.89,304.04,321.41,303.03,,372.61,360.38,324.23,330.91,335.50,377.97,367.12,334.20,341.94,,,,340.28,319.46,309.80,,,,
2019-10-21 22:08:01.720000,L8,281.06,289.14,292.04,298.38,307.60,300.41,337.21,337.22,334.57,326.88,315.85,329.81,357.51,348.21,313.36,315.11,,,339.84,331.99,308.90,289.44,,,,
2019-10-28 22:14:12.392000,L8,,,,,,,,321.33,330.76,311.07,309.52,,,,,,,,,,,,,,,
2020-02-10 22:07:40.719000,L8,295.53,299.23,305.69,309.86,331.47,317.49,360.24,355.76,348.72,348.63,349.55,350.23,378.05,359.83,347.11,343.99,303.10,405.97,371.74,342.61,321.40,309.97,,,,
2020-03-04 22:13:44.849000,L8,,,,,,,,326.22,328.39,312.67,313.10,321.33,281.17,,,,,,,,,,,,,
2020-04-21 22:13:21.609000,L8,284.37,289.90,300.02,300.09,291.06,307.48,,,,,,317.67,347.37,318.80,,,,,,,,,,,,
2020-06-08 22:13:23.822000,L8,294.27,298.13,302.87,306.68,318.92,312.43,,,,,307.78,320.65,344.27,336.50,,,,,,,,,,,,
2020-09-21 22:07:54.687000,L8,293.47,297.18,297.38,304.96,319.76,310.52,342.89,339.02,343.83,339.27,332.72,332.15,362.63,353.72,323.46,322.86,,375.11,314.45,322.13,297.54,291.59,,,,
2020-10-23 22:07:57.902000,L8,297.78,298.49,304.03,311.24,326.73,316.16,347.71,360.79,354.36,,349.62,356.62,370.87,354.70,329.89,335.54,287.19,379.38,379.22,322.20,318.51,306.63,309.09,347.90,345.62,
2021-02-19 22:13:51.730000,L8,,,,,,,,330.20,329.22,313.62,,,,,,,,,,,,,,,,
2021-03-16 22:07:27.743000,L8,297.25,308.23,313.54,315.95,324.64,319.69,,,,331.77,329.61,340.20,374.53,363.85,344.54,341.10,,,,335.99,318.37,306.47,321.57,350.68,352.79,315.50
2021-04-08 22:13:32.676000,L8,289.92,300.49,305.42,305.18,313.76,308.57,,326.42,325.81,312.12,318.19,322.29,346.30,343.28,315.75,319.89,,,,329.78,301.69,274.30,,,,
2021-04-17 22:07:18.077000,L8,301.27,312.77,338.40,333.89,327.97,333.56,348.49,343.37,339.76,333.58,334.73,338.47,380.58,359.76,335.08,354.21,289.96,374.88,357.54,336.32,316.67,302.62,341.29,358.39,358.73,319.09
2021-05-03 22:07:08.587000,L8,292.69,303.21,307.32,311.88,321.51,310.98,,,,,311.26,326.52,319.59,332.87,,,,,,,,,,,,
2021-05-19 22:07:16.079000,L8,296.69,308.02,309.42,315.88,326.53,315.37,332.22,331.81,330.03,313.93,316.47,327.48,350.71,340.25,318.93,320.22,,,333.50,308.00,291.11,283.13,,,,
2021-08-14 22:13:57.461000,L8,283.28,293.38,298.11,300.16,313.66,295.79,,,,,,,,,,,,,,,,,,,,
2021-12-21 22:07:55.088000,L9,,,,,,,,328.87,328.61,315.03,302.97,320.14,359.72,350.91,303.26,309.87,,,,328.25,266.25,281.20,,,,
2021-12-29 22:07:53.106000,L8,,,,,,,,328.13,328.11,274.99,312.06,322.59,352.50,344.45,305.43,311.48,,,,306.67,299.51,279.80,,,,
2022-01-30 22:07:46.196000,L8,,,,,,,,,,,,324.87,347.63,329.37,302.77,282.13,,,,,276.83,276.43,,,,
2022-03-02 22:13:49.799000,L9,290.65,299.52,303.45,304.82,315.66,299.82,,327.14,329.79,313.02,313.23,322.06,356.79,344.70,309.59,313.81,,,,320.63,306.39,285.48,,,,
2022-04-12 22:07:30.258000,L9,296.35,304.85,308.70,313.61,324.11,316.89,337.02,329.41,330.21,318.20,319.50,324.49,358.02,348.60,318.18,316.32,,366.84,331.29,326.49,298.38,291.19,,,,
2022-04-28 22:07:22.893000,L9,289.10,297.45,302.62,306.10,296.56,304.66,,,,,,,,,,,,,,,,,,,,
2022-06-30 22:14:03.422000,L8,289.82,297.57,304.95,309.42,295.34,303.99,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:08:10.171000,L8,288.04,294.88,303.28,307.88,317.97,298.01,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:07:51.912000,L9,296.03,305.34,309.90,316.82,329.97,319.83,346.09,332.39,338.37,339.22,323.79,329.56,360.47,338.68,321.59,322.63,,374.23,346.57,315.70,297.21,289.83,308.90,338.01,335.62,
2022-10-21 22:08:05.375000,L9,293.99,298.42,305.16,308.72,321.40,308.89,302.53,331.17,330.80,321.16,301.47,323.07,362.68,350.51,311.34,319.13,,365.92,339.70,329.65,307.35,289.51,,,,
2022-10-29 22:08:16.390000,L8,288.53,292.83,299.61,304.86,304.19,294.01,,,,,,,,,,,,,,,,,,,,
2022-11-22 22:08:05.589000,L9,293.11,296.67,302.38,306.76,305.48,299.39,,292.26,333.61,292.70,312.30,326.99,365.31,350.40,306.54,321.77,,,,329.24,304.96,283.04,,,,
2022-11-30 22:08:11.751000,L8,308.66,311.87,315.53,320.30,336.30,331.63,,,,,,375.97,382.29,365.33,349.54,349.84,303.16,415.00,387.92,345.29,323.77,311.28,370.09,343.57,371.65,325.17
2023-01-25 22:08:01.087000,L9,,,,,,,,,,,261.53,315.30,346.81,,,,,,,,,,,,,
2023-02-18 22:07:49.813000,L8,,,,,,,,,,,260.92,318.13,353.84,344.75,300.12,299.48,,,,329.09,282.79,275.34,,,,
2023-03-13 22:13:46.937000,L8,,,,,,,,325.38,321.43,309.99,310.60,267.49,348.89,,,,,,,,,,,,,
2023-03-14 22:07:47.070000,L9,285.87,297.19,305.54,311.35,298.80,311.89,,,,309.46,314.45,322.37,361.39,334.15,311.43,306.12,,,,313.16,290.44,278.19,,,,
2023-04-22 22:13:38.957000,L9,,,,,,,,,,,,,358.71,348.00,306.30,316.90,,,,308.34,302.44,284.00,,,,
2023-06-02 22:07:05.702000,L9,283.55,294.40,302.20,307.85,314.13,299.71,,,,,,,,,,,,,,,,,,,,
2023-07-04 22:07:09.507000,L9,290.89,300.92,307.36,317.10,319.57,314.53,,,,,,,,,,,,,,,,,,,,
2023-08-12 22:13:35.189000,L9,287.82,297.29,302.89,309.45,315.03,299.51,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:51.936000,L9,284.52,291.23,297.61,301.63,292.61,293.60,,,,,,,348.69,334.89,253.40,,,,,,,,,,,
2023-11-09 22:07:48.684000,L9,292.91,296.05,302.42,306.77,314.40,306.27,296.50,332.57,329.56,316.74,,308.13,356.64,343.04,316.65,315.17,,,,316.85,247.35,286.22,,,,
2023-11-17 22:07:51.092000,L8,285.91,281.91,301.32,302.46,322.35,305.68,336.23,331.94,332.79,319.44,315.46,324.01,367.24,356.53,335.17,335.06,,,276.86,,,,,,,
2023-11-25 22:07:56.439000,L9,291.56,295.98,303.30,305.62,314.00,302.52,,330.60,331.32,310.79,261.69,301.69,357.64,352.59,306.95,318.44,,,,328.71,,,,,,
2023-12-19 22:07:51.036000,L8,288.41,294.67,300.33,303.51,295.61,296.97,,,,,261.21,267.50,356.65,348.48,,,,,,,,,,,,
2024-01-12 22:07:54.756000,L9,,,,,,,,,,,,267.24,348.47,,,,,,,,,,,,,
2024-01-20 22:07:43.131000,L8,294.23,299.67,305.33,308.75,298.48,311.57,306.21,335.10,334.10,260.53,266.30,314.43,361.45,355.88,322.87,322.20,,,277.44,329.45,294.26,279.80,,,,
2024-02-04 22:14:07.520000,L9,292.08,296.80,303.48,306.22,292.75,295.50,,,,,264.76,273.14,351.44,305.39,309.18,,,,,,,,,,,
2024-02-12 22:13:54.015000,L8,294.04,299.04,304.76,309.21,303.26,298.71,,,,,,380.48,384.25,362.78,344.74,345.69,,,,331.88,304.16,289.66,,,,
2024-02-13 22:07:53.770000,L9,,,,,,,,,,,262.90,317.33,347.98,,,,,,,,,,,,,
2024-02-20 22:13:55.876000,L9,304.73,311.23,314.43,320.43,333.33,328.56,,,,,,384.22,385.61,366.94,346.73,346.46,,,,345.56,319.96,311.04,336.42,346.79,345.53,
2024-03-15 22:13:37.754000,L8,298.48,305.45,311.52,318.97,320.86,327.69,343.51,338.32,338.54,328.18,328.49,330.84,371.62,351.60,325.40,325.66,,348.13,353.37,331.14,304.99,298.79,337.01,345.30,350.05,
2024-04-17 22:07:27.643000,L9,287.22,295.93,300.75,304.66,290.57,309.00,,,,,,,,,,,,,,,,,,,,
2024-04-25 22:07:04.127000,L8,290.70,298.90,305.31,310.10,319.56,314.17,,,,,,320.78,350.57,343.59,311.39,312.18,,,,313.11,,,,,,
2024-06-03 22:12:53.454000,L8,292.38,301.68,308.42,317.10,323.79,319.56,310.70,326.79,324.11,295.54,293.11,319.54,349.00,337.52,316.22,,,,,306.79,287.94,282.50,307.54,334.47,332.25,
2024-08-06 22:13:21.243000,L8,291.93,301.46,308.70,312.69,325.55,318.96,283.41,325.09,315.96,302.70,302.35,319.52,349.81,338.79,317.32,307.88,,,,,,,309.60,332.58,,
2024-09-07 22:13:42.876000,L8,283.19,291.94,297.46,300.81,306.93,303.45,,,,,,,,,,,,,,,,,,,,
2024-09-08 22:07:23.874000,L9,286.66,292.44,298.71,301.81,315.26,301.75,,325.41,325.49,310.23,263.08,319.07,358.44,348.39,313.59,309.18,,,,307.90,285.04,,,,,
2024-09-24 22:07:25.318000,L9,297.44,305.15,309.87,315.61,329.86,321.76,343.09,325.94,327.85,313.71,308.96,323.29,367.45,351.68,319.89,313.97,,372.32,339.37,329.69,289.80,285.90,327.29,341.81,340.29,
2024-10-09 22:13:45.341000,L8,291.28,295.79,300.39,305.73,313.35,293.89,,,,,,312.64,347.29,329.02,,,,,,,277.56,272.46,,,,
2024-10-26 22:07:48.055000,L9,291.94,294.69,302.21,303.31,295.72,298.15,,,,,260.21,275.04,346.90,317.15,,,,,,,,,,,,
2024-11-03 22:07:36.412000,L8,288.48,293.91,301.04,303.53,294.58,297.88,,,,,,310.36,347.79,325.55,297.07,300.44,,,,302.46,,,,,,
2024-11-11 22:07:39.523000,L9,290.61,295.57,301.51,306.18,298.34,299.33,,,,,261.75,322.77,355.96,333.16,295.53,303.88,,,,303.80,283.63,268.78,,,,
2024-12-05 22:07:45.197000,L8,,,,,,,337.35,307.78,285.64,311.69,314.45,327.55,295.45,,,,,,278.25,,,,,,,
2024-12-21 22:07:40.724000,L8,,,,,,,,,,,266.47,312.80,358.90,339.81,324.87,317.29,,,,315.91,291.39,278.27,,,,
2025-01-21 22:14:01.037000,L9,289.73,291.37,302.77,302.58,296.37,302.65,,326.30,325.92,263.03,267.36,324.35,366.12,342.46,320.62,299.31,,,,,,,,,,
2025-03-27 22:07:16.784000,L8,287.20,290.33,296.10,302.52,295.18,297.51,,,,,,304.54,348.82,333.81,316.71,,,,,,,,,,,
2025-05-06 22:07:18.415000,L9,287.49,289.64,297.16,301.22,314.57,301.58,,,,,,,,,,,,,,,,,,,,
2025-05-14 22:07:02.437000,L8,288.33,293.45,300.72,305.38,319.31,307.54,,,,,,,,,,,,,,,,,,,,
2025-05-21 22:13:15.852000,L8,293.86,299.80,305.41,314.49,322.41,318.61,,,,,,,,,,,,,,,,,305.87,,,
2025-05-22 22:07:07.693000,L9,292.04,294.59,299.59,306.78,297.42,310.27,,,,,,,,,,,,,,,,,,,,
2025-05-29 22:13:15.546000,L9,291.63,295.35,300.54,308.55,317.40,311.20,,,,,,,,,,,,,,,,,,,,
2025-05-30 22:07:06.496000,L8,292.46,299.43,303.73,310.49,318.59,314.90,,,,,,,,,,,,,,,,,,,,
2025-06-14 22:13:23.039000,L9,285.93,282.83,287.34,299.63,292.56,290.80,,,,,,,,,,,,,,,,,,,,
2025-06-22 22:13:31.532000,L8,296.50,303.13,309.92,317.56,327.52,321.18,,,,,,,348.55,339.19,,,,,,,,,320.12,332.05,333.94,
2025-07-16 22:13:36.776000,L9,,,,,,,,,,,263.48,326.99,359.95,349.22,,,,,,,,,,,,
2025-07-24 22:13:41.747000,L8,292.28,299.67,304.16,311.49,322.94,313.88,,,,,,316.96,347.24,335.73,314.09,,,,,,,,,,,
2025-07-25 22:07:30.261000,L9,292.92,300.62,304.54,308.73,316.19,308.13,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:07:33.792000,L8,286.79,291.93,304.09,313.18,318.34,306.69,341.71,330.39,328.13,,,,367.49,346.65,321.44,317.71,,338.34,333.09,318.19,293.09,290.12,,,,
2025-08-26 22:07:45.199000,L9,302.18,310.28,314.31,323.34,339.25,354.80,346.65,335.27,339.44,324.92,319.45,332.36,371.46,363.63,328.11,325.54,303.14,404.78,351.51,324.96,302.93,295.47,341.51,343.24,347.70,
2025-09-02 22:13:59.297000,L9,288.25,293.86,299.44,303.62,317.22,302.11,,,,,,,,,,,,,,,,,,,,
2025-09-10 22:13:56.123000,L8,292.60,296.81,302.47,307.18,319.97,310.35,336.17,327.45,323.12,310.97,255.37,321.56,353.29,341.95,314.86,313.31,,,336.42,313.57,287.44,281.49,316.66,,,
2025-09-11 22:07:51.215000,L9,312.80,316.75,331.95,343.43,351.95,363.83,,,,,357.96,367.06,379.12,368.21,345.04,340.63,317.62,407.84,389.37,334.08,314.41,309.49,371.03,374.92,378.46,356.75
2025-09-19 22:07:51.167000,L8,285.38,286.90,292.28,296.62,289.97,292.28,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:07:52.590000,L8,291.75,293.61,298.40,304.34,297.85,299.44,,322.01,322.57,304.85,,307.98,355.20,340.33,311.14,281.08,,,,,,,302.25,,,
2025-10-21 22:07:51.194000,L8,291.22,295.12,302.65,307.67,302.59,303.26,330.94,323.08,322.69,309.36,,270.79,360.59,343.25,317.55,314.19,,,,318.01,290.45,284.02,,,,
2025-10-28 22:14:05.445000,L8,290.02,288.70,297.63,298.72,292.84,297.74,,,,,,,355.41,338.32,311.75,282.20,,,,,,,,,,
2025-10-29 22:07:53.149000,L9,290.58,293.02,299.38,303.80,292.86,295.17,,,,,,268.63,356.15,337.70,310.98,311.91,,,,309.55,288.85,,,,,
2025-11-06 22:07:55.742000,L8,292.88,298.81,305.12,313.28,317.61,313.32,,,,,,,,,,,,,,,,,315.06,335.52,,
