dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,nzd0224-0046,nzd0224-0053,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0047
2014-09-07 21:53:48+00:00,,,,,,,,,,,,,,,,290.99,,,316.5733333333333,,,,,,,,,,,,,,415.22,431.77,427.35,442.585,443.675,440.1,427.74,406.06,358.53499999999997,302.32500000000005,276.73,221.265,181.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.4925,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23 21:53:45+00:00,,,,,,,,,,,,,,,,292.9075,,,316.31,,,,,,,,,,,,,419.84,419.105,432.02666666666664,431.28,442.0466666666666,443.02666666666664,444.365,430.78999999999996,404.06666666666666,356.66333333333336,295.25333333333333,276.73,220.46333333333334,181.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.276,,289.67,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10 21:53:54+00:00,,,,,,,,,,,,,,,,298.944,,,313.69,,,,,,,,,,,,413.88,418.965,421.025,432.0533333333333,432.79499999999996,442.0733333333333,444.0833333333333,447.4066666666667,435.33666666666664,399.1266666666667,351.3333333333333,289.43333333333334,269.35,219.11,182.30999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2033333333333,,288.265,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 21:53:42+00:00,,,,,,,,,,,,,,,,300.03833333333336,,,314.82,,,,,,,,,,,,413.88,418.965,421.025,432.0533333333333,432.79499999999996,440.235,441.6225,449.2475,434.83,398.6975,352.005,294.3425,268.38,221.76500000000001,186.09499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.5216666666667,,288.265,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29 21:53:37+00:00,,,,,,,,,,,,,,,,303.615,,,315.03166666666664,,,,,,,,,,,,413.88,418.965,421.025,428.195,429.49666666666667,438.16400000000004,439.3,442.578,434.83,398.6975,348.288,290.178,256.43666666666667,220.57600000000002,184.87599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.4016666666667,,288.265,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03 21:53:02+00:00,,,,,,,,,,,,,,,,314.80249999999995,,,315.97249999999997,,,,,,,,,,,,413.88,414.005,419.06,420.815,426.64,433.82,434.7,441.3866666666666,438.87,398.93333333333334,349.1975,295.5975,256.90000000000003,224.60250000000002,190.08749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.5575,,286.86,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08 21:53:09+00:00,,,,,,,,,,,,,,,,312.03999999999996,,,314.025,,,,,,,,,,,,,409.92,,416.62,422.9,432.30000000000007,432.125,435.3349999999999,433.31,392.24333333333334,342.32,289.345,249.51500000000001,221.1725,187.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.46333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25 21:53:27+00:00,,,,,,,,,,,,,,,,313.12,,,311.1133333333334,,,,,,,,,,,,,409.92,,,,,,,428.67,389.4866666666667,338.70666666666665,286.18666666666667,242.36,214.31000000000003,182.1966666666667,,,324.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12 21:53:41+00:00,,,,,,,,,,,,,,,,314.7,317.57,,314.24666666666667,,,,,,,,,,,,,,,,,,,,428.67,391.01,337.91333333333336,290.42333333333335,242.35333333333332,213.03,181.2266666666667,,,324.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.12,,284.9,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16 21:53:45+00:00,,,,,,,,,,,,,,,,314.7,317.57,,321.73,,,,,,,,,,,,,,,,,,,,428.67,393.5799999999999,344.3166666666666,296.4533333333333,249.26999999999998,214.24,182.25333333333333,,,320.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.7,,284.9,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01 21:53:43+00:00,,,,,,,,,,,,,,,,314.7,317.57,,320.34749999999997,,,,,,,,,,,,,,,,,,,,428.67,392.9675,344.1325,293.2425,248.7025,214.2575,181.7225,,,315.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.43,,284.9,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04 21:53:33+00:00,,,,,,,,,,,,,,,,321.56,317.57,,324.2625,,,,,,,,,,,,,,,,,,,,,392.425,345.3325,295.005,254.64249999999998,218.35250000000002,184.8175,,,310.31333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5575,,284.9,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27 21:53:50+00:00,,,,,,,,,,,,,,,,288.84,,,321.82,,,,,,,,,,,,,,,,,,,,,389.01,337.64,287.56,244.445,213.95999999999998,180.905,,,307.61,350.8,,,,349.37,345.21,334.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.445,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12 21:53:54+00:00,,,,,,,,,,,,,,,,288.84,,346.41,317.15999999999997,,,,,,,,,,,,,,,,,,,,,393.485,338.395,289.645,244.70499999999998,213.055,180.73000000000002,,,307.83000000000004,349.375,,,,352.98,350.025,334.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17 21:53:55+00:00,,,,,,,,,,,,,,,,319.82,,346.055,317.7733333333333,,,,,,,,,,,,,,,,,,,,,393.485,340.4433333333333,294.01666666666665,249.90333333333334,217.45000000000002,184.3066666666667,,,299.40000000000003,343.75333333333333,,,,351.1666666666667,348.22666666666663,337.69000000000005,343.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.6,,283.96,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03 21:53:41+00:00,,,,,,,,,,,,,,,,319.82,,343.6333333333334,317.9625,,,,,,,,,,,,,,,,,,,,,393.485,345.7625,298.6025,255.05,221.1475,188.04500000000002,158.79,,297.38,344.685,343.24,351.01,352.98,351.2425,347.905,339.0833333333333,342.08,344.25,,351.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.6,,283.96,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11 21:53:21+00:00,,,,,,,,,,,,,,,,350.8,,342.245,318.765,,,,,,,,,,,,,,,,,,,,,,335.5733333333333,296.90000000000003,257.81333333333333,225.5,190.8133333333333,158.79,,286.67333333333335,339.995,343.24,351.01,352.98,349.505,345.78499999999997,341.39,342.08,344.25,,351.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.65,,283.96,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01 21:53:54+00:00,,,,,,,,,,,,,,,,,,,326.51,,,,,,,,,,,,,,,,,,,,,,313.99,277.41999999999996,242.805,214.405,178.485,,,279.32500000000005,325.96,,,,,,360.36,358.47,359.64,360.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17 21:53:58+00:00,,,,,,,,,,,,,,,,,,,327.57,,,,,,,,,,,,,,,,,,,,,,319.33666666666664,279.56666666666666,246.42666666666665,215.1966666666667,179.09666666666666,,,277.58,321.095,,,,,,354.75,352.93,353.725,354.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.77,,287.43,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04 21:53:49+00:00,,,,,,,,,,,,,,,,311.16,,,323.75,,,,,,,,,,,,,,,,,,,,,,319.9225,279.9525,245.815,213.1725,176.64499999999998,,,274.255,315.5,333.25,,,,,349.9866666666667,348.49333333333334,349.1933333333333,354.485,346.72,348.78,343.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.17,,284.73,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11 21:53:01+00:00,,,,,,,,,,,,,,,,311.16,,,321.7,,,,,,,,,,,,,,,,,,,,,,329.93,285.47333333333336,250.49333333333334,215.88,178.97333333333333,,,276.72666666666663,316.5833333333333,333.25,355.16,,,,344.8,343.505,343.96999999999997,348.41,346.72,348.78,343.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.64,,284.73,,,,,,,,,,,,,,,,,,,,,265.06,270.84,,,
2018-05-29 21:52:29+00:00,,,,,,,,,,,,,,,,311.16,,,318.235,,,,,,,,,,,,,,,,,,,,,,327.4633333333333,285.19,248.90500000000003,214.83666666666667,176.81000000000003,,,278.04499999999996,316.76,333.25,355.16,,,,340.46,339.62,340.13,,346.72,348.78,343.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.97,,282.03,,,,,,,,,,,,,,,,,,,,,265.06,270.84,,,
2018-08-17 21:53:07+00:00,,,,,,,,,,,,,,,,280.78,,,317.31,,,,,,,,,,,,,,,,,,,,,,330.35499999999996,279.7,243.505,213.55666666666664,177.4,,,291.81,329.21,,355.16,,,,,335.78,338.87,331.18,346.16,347.87,339.11,344.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.17,,,,,,,,,,,,,,,,,,,,,,,265.06,270.84,,,
2018-10-04 21:53:26+00:00,,,,,,,,,,,,,,,,283.45,,,317.27666666666664,,,,,,,,,,,,,,,,,,,,,,317.87666666666667,279.0775,243.77333333333334,211.9425,176.215,,,269.265,320.845,341.59,352.395,356.64,354.0,355.72,348.95,340.845,342.565,336.61,347.845,350.48,343.445,344.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.17,,285.34,,,,,,,,,,,,,,,,,,,,,265.06,270.84,,,
2018-10-20 21:53:32+00:00,,,,,,,,,,,,,,,,299.4433333333333,,,316.25,,,,,,,,,,,,,,,,,,,,,,322.83,279.48749999999995,245.34,211.4775,175.1825,,,252.75500000000002,320.515,349.845,358.895,360.205,362.525,370.175,349.575,343.24,344.45666666666665,339.68333333333334,348.3333333333333,351.00666666666666,344.99,344.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.71000000000004,,283.65,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05 21:53:36+00:00,,,,,,,,,,,,,,,,308.1475,,346.9,317.0175,,,,,,,,,,,,,,,,,,,,,,324.66499999999996,280.82399999999996,246.06,212.5,177.064,,,251.9,318.6766666666667,344.96000000000004,353.40000000000003,357.46999999999997,361.31333333333333,369.33,352.0133333333333,346.2525,347.43,343.4925,350.0075,352.675,347.8,344.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8825,,283.65,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07 21:53:34+00:00,,,,,,,,,,,,,,,,313.448,,346.225,318.96799999999996,,,,,,,,,,,,,,,,,,,,,,324.77500000000003,280.28599999999994,245.892,212.358,178.95800000000003,,,253.46750000000003,317.08500000000004,340.6775,348.76,355.83,359.7575,365.935,351.8125,346.678,348.132,344.508,350.772,353.38800000000003,348.714,350.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8825,,283.65,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25 21:53:22+00:00,,,,,,,,,,,,,,,,321.615,,346.225,320.145,,,,,,,,,,,,,,,,,,,,,,324.77500000000003,282.258,247.042,214.18400000000003,180.44400000000002,,,254.266,317.08500000000004,340.45799999999997,345.954,355.83,359.7575,365.935,351.8125,349.4025,350.4475,347.84,351.92499999999995,354.76750000000004,351.115,355.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.11999999999995,,283.65,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16 21:53:15+00:00,,,,,,,,,,,,,,,,334.65,,345.55,326.77,,,,,,,,,,,,,,,,,,,,,,331.505,280.21333333333337,243.33666666666667,214.16666666666666,181.66666666666666,,,257.81499999999994,312.31,333.705,334.78499999999997,350.91,355.09,355.75,351.21,348.38,350.94,348.57,353.83,358.625,354.58000000000004,355.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17 21:53:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.605,283.12666666666667,245.35666666666668,216.17,183.14,,,257.46,,339.58,334.73,,,,,,,,362.4,363.53999999999996,359.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04 21:53:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.605,285.235,247.4575,216.17,183.14,,,257.46,,339.58,334.73,,,,,,,,369.265,368.8566666666666,363.90333333333336,379.53,378.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11 21:53:51+00:00,,,,,,,,,,,,,,,,,,341.41,336.01,,,,,,,,,,,,,,,,,,,,,367.98,330.2,292.475,256.27,222.5,194.19,,,256.51,301.2,326.08,339.18,340.28,348.87,349.36,346.99,342.71,347.18,351.73,364.73,367.985,363.03,367.365,378.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
