dates,satname,nzd0306-0000,nzd0306-0001,nzd0306-0002,nzd0306-0003,nzd0306-0004,nzd0306-0005,nzd0306-0006,nzd0306-0007,nzd0306-0008,nzd0306-0009,nzd0306-0010,nzd0306-0011,nzd0306-0012,nzd0306-0013,nzd0306-0014,nzd0306-0015,nzd0306-0023,nzd0306-0024,nzd0306-0025,nzd0306-0026,nzd0306-0027,nzd0306-0028,nzd0306-0029,nzd0306-0030,nzd0306-0031,nzd0306-0032,nzd0306-0033,nzd0306-0034,nzd0306-0035,nzd0306-0036,nzd0306-0037,nzd0306-0038,nzd0306-0016,nzd0306-0017,nzd0306-0018,nzd0306-0019,nzd0306-0020,nzd0306-0021,nzd0306-0022
2003-12-30 21:33:12.497000,L5,352.58,335.26,335.66,336.72,337.08,350.51,351.47,341.91,337.46,351.51,337.19,338.28,336.35,322.01,316.13,292.75,280.10,305.96,317.88,318.55,315.61,317.66,324.88,323.92,312.69,322.10,337.70,348.23,338.12,336.03,337.29,344.34,291.98,273.60,258.37,236.83,225.86,222.64,228.37
2004-01-15 21:33:14.008000,L5,351.03,343.30,343.46,345.68,345.01,348.87,351.70,341.53,333.58,343.92,331.79,338.56,330.44,325.87,317.13,299.85,273.72,293.67,309.42,314.46,319.70,324.35,338.14,341.39,324.77,342.13,341.68,348.58,336.85,335.57,336.83,346.28,297.01,286.55,272.65,251.13,236.82,238.05,224.50
2004-03-19 21:33:35.101000,L5,351.76,342.13,340.54,340.80,338.35,343.51,348.76,338.06,334.36,344.18,334.97,330.27,334.45,322.26,324.37,300.24,277.27,302.76,318.22,316.96,322.73,328.19,329.71,337.06,321.31,329.85,335.22,339.29,338.59,328.45,334.36,344.70,295.44,278.87,262.97,243.90,211.01,219.35,220.50
2004-04-20 21:34:19.103000,L5,356.42,347.63,346.56,351.58,347.27,353.01,350.53,342.45,340.21,349.77,336.64,341.64,339.21,330.06,339.69,316.81,279.29,308.00,321.55,318.09,333.30,333.08,336.02,344.38,324.16,339.10,340.01,343.97,342.60,332.31,340.13,347.29,304.86,295.45,279.04,258.67,223.97,219.10,223.37
2004-06-07 21:35:42.701000,L5,304.77,312.00,301.91,295.13,304.28,315.93,325.62,308.36,306.89,319.53,297.85,296.19,311.85,292.05,298.85,264.18,,,,,288.23,290.43,292.77,297.63,294.72,307.93,314.80,326.49,316.68,314.79,312.15,319.38,247.80,246.08,236.95,217.26,,,
2004-06-23 21:36:10.798000,L5,300.73,310.97,307.09,298.03,294.62,301.11,303.17,,,,,,,,,,222.81,269.51,278.37,282.02,290.21,289.41,293.30,299.98,290.69,302.22,299.86,,,,,,,,,,163.32,191.74,201.93
2004-07-25 21:37:01.827000,L5,340.02,338.95,335.01,335.08,334.15,340.82,339.36,330.26,336.15,339.93,331.59,331.76,339.37,317.50,329.49,305.53,284.13,309.97,322.66,327.02,333.50,336.77,335.03,340.15,326.58,340.67,339.92,344.28,342.74,337.14,339.82,350.13,294.08,283.18,271.57,247.23,208.46,213.93,228.93
2004-09-18 21:44:34.791000,L5,366.06,350.85,352.72,354.31,350.19,349.09,351.38,343.11,340.08,352.57,355.08,345.88,346.06,339.86,336.62,328.15,310.79,326.17,332.83,332.97,332.37,339.24,345.28,345.22,336.72,345.21,353.08,361.21,349.98,347.18,349.85,357.32,312.65,304.48,301.21,299.38,,,283.67
2004-10-20 21:45:16.509000,L5,364.04,351.11,347.72,346.27,341.58,344.79,345.36,343.17,347.75,358.69,353.17,360.22,356.74,346.93,347.47,331.18,325.97,334.89,341.25,341.81,346.35,341.86,340.10,347.00,340.84,344.32,349.28,351.50,356.58,354.97,358.37,358.80,316.71,302.85,,,,228.14,266.46
2004-11-14 21:39:30.641000,L5,371.06,375.35,359.54,350.57,349.54,349.70,347.01,342.25,340.05,350.44,354.42,352.26,352.90,347.54,356.06,337.73,310.06,335.53,337.82,339.91,344.19,350.46,351.07,349.50,335.03,343.78,345.78,354.13,345.02,341.44,351.53,360.32,326.65,309.55,,,,,250.71
2005-01-17 21:40:37.592000,L5,347.48,331.82,330.63,334.81,332.10,341.58,349.16,333.99,334.05,346.67,334.40,335.61,334.76,317.89,311.92,293.96,282.19,300.59,315.90,312.05,313.84,317.95,322.35,327.46,308.56,325.31,338.68,344.00,339.47,335.14,337.51,344.30,291.48,272.23,258.50,241.10,227.89,226.36,236.29
2005-02-09 21:47:07.285000,L5,340.20,332.26,329.57,340.79,344.56,346.24,350.19,340.87,334.44,353.30,334.90,325.07,320.14,317.25,314.57,290.45,302.81,313.31,310.57,314.07,321.64,323.02,322.23,331.15,330.54,336.57,342.64,351.33,343.25,341.64,342.00,336.80,284.12,276.77,266.62,255.97,246.32,227.22,245.62
2005-02-18 21:41:06.279000,L5,340.03,340.46,339.29,341.39,338.91,343.43,348.15,338.71,331.95,342.05,329.01,326.48,329.77,316.64,318.28,290.97,279.27,293.15,309.65,311.71,321.32,320.31,326.05,338.96,322.82,332.58,339.29,348.58,340.50,331.75,331.44,342.59,291.38,278.37,271.90,250.74,252.57,233.50,236.49
2005-05-09 21:41:44.008000,L5,346.73,339.28,339.08,345.83,342.06,346.43,346.11,335.05,338.97,347.37,340.17,328.75,335.90,324.95,331.22,311.65,280.98,305.61,318.81,319.77,325.18,330.17,330.21,336.11,331.07,337.00,342.95,347.88,338.58,331.59,339.09,344.05,299.86,285.43,272.23,252.81,219.91,218.54,234.13
2005-05-25 21:41:52.011000,L5,315.08,317.52,309.28,305.42,303.11,312.38,312.70,302.93,297.09,312.67,279.90,,,,292.65,257.12,249.22,271.09,284.47,287.72,294.61,293.31,298.20,301.67,286.73,304.40,303.42,306.65,299.34,291.15,299.00,313.71,264.16,250.66,236.34,220.17,187.00,189.67,197.01
2005-06-01 21:48:06.521000,L5,318.72,311.02,310.20,305.87,305.35,313.28,313.32,301.52,300.44,310.53,286.70,,,,,,243.97,270.06,283.23,285.73,291.46,291.50,294.75,292.36,287.03,302.98,304.23,303.34,297.21,289.29,300.96,315.14,260.09,250.17,237.39,224.24,186.30,191.02,198.80
2005-06-10 21:42:00.075000,L5,315.06,314.61,307.83,300.37,300.33,300.91,305.93,298.49,306.93,317.19,,,,,,,235.28,266.53,277.86,276.38,290.05,290.06,290.53,289.55,288.33,300.96,303.67,308.65,294.46,282.55,292.30,308.86,256.10,245.09,233.30,219.88,180.27,189.82,200.06
2005-06-26 21:42:04.528000,L5,322.27,313.38,312.62,295.13,296.98,305.15,313.09,294.81,,,,,,,,,,,282.17,286.23,296.96,299.60,307.96,312.02,290.05,306.17,310.61,307.76,299.39,291.60,302.51,310.20,,,,,,,
2005-07-12 21:42:11.363000,L5,316.38,305.38,300.27,291.20,279.89,296.32,,,,,,,,,,,221.74,263.04,293.19,287.31,298.98,296.30,304.11,305.18,294.75,311.68,309.44,309.72,291.37,287.65,298.41,309.78,,,,,179.87,192.37,204.11
2005-07-28 21:42:21.805000,L5,313.77,297.50,296.89,289.33,291.74,296.40,,,,,,,,,,,252.39,277.21,296.10,292.38,293.33,302.76,300.31,308.61,294.88,310.39,318.76,319.06,301.89,301.87,307.29,319.71,,,,,182.36,198.64,206.87
2005-08-13 21:42:29.474000,L5,356.00,337.94,338.21,334.05,333.48,331.72,338.65,326.48,329.09,332.46,333.24,325.98,330.98,321.58,323.71,298.70,281.72,315.82,329.12,328.49,328.94,336.51,336.04,340.35,327.22,334.82,336.73,346.02,333.63,330.98,341.41,343.54,302.07,280.49,265.75,247.96,209.05,216.23,228.79
2005-08-20 21:48:42.854000,L5,356.61,339.68,338.29,335.93,333.58,336.25,342.75,322.71,320.06,334.37,324.18,320.18,320.26,317.89,323.04,297.15,273.42,297.87,321.79,317.88,328.98,339.02,341.50,340.08,327.37,343.38,338.20,344.06,332.70,327.61,333.94,336.49,296.98,286.17,271.03,250.79,219.09,204.94,220.12
2005-08-29 21:42:34.821000,L5,360.44,346.35,342.38,344.27,342.01,350.89,347.29,333.55,331.57,339.48,333.69,330.67,327.80,327.26,325.25,306.37,277.94,301.18,323.85,323.83,329.98,340.68,339.39,346.25,332.07,345.01,344.42,348.65,340.87,333.45,341.36,345.19,304.02,292.56,278.48,258.75,230.63,212.91,220.97
2005-11-08 21:48:52.559000,L5,376.22,372.26,368.89,371.15,364.53,365.17,364.49,352.56,346.04,352.66,350.86,345.17,347.00,338.68,338.62,340.54,307.44,317.95,323.80,332.87,338.56,345.00,357.63,360.76,358.04,364.52,365.54,367.21,342.50,343.76,342.54,347.44,334.24,,,,,,239.29
2006-01-20 21:44:25.094000,L5,315.97,304.24,311.54,321.09,316.63,312.77,321.82,307.38,298.68,312.57,298.22,308.74,298.27,297.33,294.63,275.03,229.05,258.47,272.37,282.86,302.24,300.90,290.30,282.05,274.88,299.93,308.25,303.76,305.83,300.05,309.59,318.86,268.25,238.01,188.51,217.24,203.71,192.72,182.75
