dates,satname,nzd0057-0000,nzd0057-0001
2020-02-01 22:11:29.826000,L8,303.19,294.20
2020-02-01 22:11:53.781000,L8,303.14,293.65
2020-04-21 22:10:57.868000,L8,283.37,268.92
2020-04-21 22:11:21.823000,L8,284.06,269.18
2020-05-07 22:11:12.613000,L8,298.58,280.41
2020-06-08 22:11:00.065000,L8,337.49,301.34
2020-06-08 22:11:24.028000,L8,309.74,288.18
2020-07-10 22:11:15.773000,L8,286.46,267.80
2020-07-10 22:11:39.723000,L8,287.39,268.04
2020-07-26 22:11:44.648000,L8,289.13,271.31
2020-09-28 22:11:43.377000,L8,288.14,272.33
2020-10-14 22:12:09.092000,L8,286.19,271.36
2020-12-01 22:12:09.987000,L8,299.92,282.45
2020-12-17 22:12:09.375000,L8,274.23,271.78
2021-01-18 22:11:57.463000,L8,310.77,302.63
2021-02-19 22:11:27.994000,L8,288.87,274.14
2021-02-19 22:11:51.945000,L8,289.78,274.96
2021-03-23 22:11:37.336000,L8,286.06,271.97
2021-04-24 22:11:25.382000,L8,289.28,274.35
2021-07-13 22:11:19.559000,L8,293.22,270.48
2021-07-13 22:11:43.513000,L8,295.32,271.80
2021-10-01 22:11:46.773000,L8,281.39,269.06
2021-10-01 22:12:10.732000,L8,283.00,269.22
2021-10-17 22:11:50.671000,L8,282.57,269.56
2021-11-18 22:11:44.821000,L8,284.93,272.78
2021-11-18 22:12:08.776000,L8,300.39,296.42
2022-01-21 22:11:35.958000,L8,309.27,288.13
2022-01-21 22:11:59.917000,L8,310.05,288.17
2022-02-14 22:11:37.090000,L9,286.28,270.21
2022-02-14 22:12:01.049000,L9,287.02,270.97
2022-03-26 22:11:11.888000,L8,284.54,268.82
2022-05-05 22:11:07.160000,L9,290.95,273.61
2022-05-05 22:11:31.114000,L9,293.55,275.92
2022-06-14 22:11:35.206000,L8,295.12,277.50
2022-06-22 22:11:14.747000,L9,329.98,322.60
2022-07-16 22:11:39.057000,L8,324.65,286.46
2022-07-16 22:12:03.012000,L8,328.39,286.93
2022-08-09 22:11:34.517000,L9,283.20,269.13
2022-09-02 22:11:56.436000,L8,293.43,270.60
2022-11-13 22:11:53.247000,L9,294.80,279.38
2022-11-13 22:12:17.201000,L9,287.68,271.41
2023-03-21 22:11:55.188000,L9,284.70,267.60
2023-03-29 22:11:37.049000,L8,306.50,294.57
2023-05-16 22:10:40.417000,L8,297.64,272.06
2023-05-16 22:11:04.371000,L8,299.78,273.13
2023-05-24 22:11:17.213000,L9,302.79,268.07
2023-06-09 22:10:48.959000,L9,300.44,277.09
2023-06-09 22:11:12.914000,L9,301.38,277.80
2023-07-11 22:11:00.406000,L9,297.10,273.31
2023-07-27 22:11:03.005000,L9,297.05,275.65
2023-07-27 22:11:26.959000,L9,298.86,275.71
2023-08-04 22:11:40.478000,L8,306.38,275.24
2023-08-20 22:11:23.591000,L8,288.71,265.88
2023-08-28 22:11:20.303000,L9,295.80,277.45
2023-08-28 22:11:44.258000,L9,283.76,267.36
2023-09-29 22:11:26.883000,L9,289.78,269.12
2023-10-15 22:11:39.127000,L9,292.04,275.07
2023-12-18 22:11:45.147000,L9,301.66,291.75
2024-02-04 22:11:43.788000,L9,294.39,276.54
2024-02-12 22:11:54.234000,L8,355.55,397.20
2024-04-08 22:11:23.266000,L9,306.10,288.15
2024-05-10 22:11:00.825000,L9,294.99,277.57
2024-05-10 22:11:24.784000,L9,292.40,273.45
2024-05-18 22:10:31.990000,L8,288.93,272.33
2024-05-18 22:10:55.940000,L8,293.39,275.16
2024-05-26 22:10:48.268000,L9,291.74,273.75
2024-05-26 22:11:12.218000,L9,295.93,277.32
2024-06-27 22:10:29.087000,L9,288.73,270.08
2024-06-27 22:10:53.037000,L9,295.41,273.65
2024-07-05 22:10:45.435000,L8,334.62,320.50
2024-08-06 22:10:57.495000,L8,319.60,297.12
2024-08-06 22:11:21.454000,L8,320.09,297.07
2024-08-22 22:11:10.580000,L8,283.62,271.47
2024-08-22 22:11:34.534000,L8,282.78,270.97
2024-09-23 22:11:18.739000,L8,291.87,275.30
2024-09-23 22:11:42.698000,L8,284.72,269.67
2024-12-04 22:11:36.525000,L9,285.46,271.41
2024-12-28 22:11:26.745000,L8,296.24,283.48
2024-12-28 22:11:50.695000,L8,285.21,269.04
2025-01-05 22:11:31.099000,L9,286.06,275.11
2025-01-05 22:11:55.058000,L9,285.97,275.73
2025-01-13 22:11:30.558000,L8,283.54,267.75
2025-01-13 22:11:54.516000,L8,302.19,286.66
2025-01-29 22:11:28.545000,L8,284.83,269.74
2025-01-29 22:11:52.495000,L8,284.84,269.51
2025-02-22 22:11:33.420000,L9,284.60,270.35
2025-02-22 22:11:57.370000,L9,296.64,283.39
2025-03-02 22:11:40.284000,L8,306.18,287.70
2025-03-10 22:11:28.326000,L9,285.41,270.21
2025-03-18 22:11:06.753000,L8,286.64,270.62
2025-03-26 22:11:41.456000,L9,283.90,267.65
2025-05-13 22:10:58.639000,L9,292.53,271.40
2025-05-21 22:10:52.095000,L8,290.19,268.86
2025-05-21 22:11:16.046000,L8,289.96,269.15
2025-06-06 22:11:18.842000,L8,307.42,272.98
2025-06-22 22:11:07.771000,L8,296.65,270.53
2025-06-30 22:11:07.788000,L9,330.79,295.40
2025-08-01 22:11:18.967000,L9,304.37,276.14
2025-08-01 22:11:42.925000,L9,307.34,278.53
2025-08-09 22:11:25.572000,L8,297.26,273.25
2025-08-09 22:11:49.526000,L8,298.23,274.20
2025-09-02 22:11:35.536000,L9,295.22,272.89
2025-09-18 22:11:37.859000,L9,286.40,269.14
