dates,nzd0523-0000,nzd0523-0001,nzd0523-0002,nzd0523-0003,nzd0523-0005,nzd0523-0006,nzd0523-0007,nzd0523-0015,nzd0523-0016,nzd0523-0017,nzd0523-0018,nzd0523-0019,nzd0523-0020,nzd0523-0026,nzd0523-0027,nzd0523-0028,nzd0523-0031,nzd0523-0032,nzd0523-0033,nzd0523-0034,nzd0523-0035,nzd0523-0036,nzd0523-0037,nzd0523-0038,nzd0523-0039,nzd0523-0040,nzd0523-0041,nzd0523-0042,nzd0523-0043,nzd0523-0044,nzd0523-0045,nzd0523-0046,nzd0523-0047,nzd0523-0048,nzd0523-0049,nzd0523-0050,nzd0523-0051,nzd0523-0052,nzd0523-0053,nzd0523-0004,nzd0523-0008,nzd0523-0009,nzd0523-0010,nzd0523-0011,nzd0523-0012,nzd0523-0013,nzd0523-0014,nzd0523-0021,nzd0523-0022,nzd0523-0023,nzd0523-0024,nzd0523-0025,nzd0523-0029,nzd0523-0030
2006-03-12 22:18:01+00:00,260.665,254.77500000000003,224.75,258.08000000000004,245.11,258.25,269.26,319.01,232.64,,263.4,277.39,278.675,287.42,289.96,286.64,316.77,304.8,302.01,319.36,323.12,313.175,322.105,327.155,324.89,283.63,320.4,235.27,187.35,285.185,,267.11,298.67,266.04,,,312.845,311.3,277.74,262.69,307.45000000000005,163.97,274.4,269.26,329.58000000000004,330.07,311.22333333333336,291.26,290.13,300.1666666666667,327.68,332.85,,315.99
2006-04-13 22:18:38+00:00,260.665,254.77500000000003,224.75,258.08000000000004,243.12,258.25,258.6666666666667,316.81,232.64,,263.4,277.39,278.675,287.42,289.96,286.64,316.77,304.8,302.01,319.36,323.12,313.175,322.105,327.155,324.89,283.63,320.4,235.27,187.35,285.185,,261.395,289.78000000000003,263.53499999999997,251.23,,311.83,303.17333333333335,278.445,262.69,307.45000000000005,163.97,274.4,269.26,329.87,327.4,305.17500000000007,291.26,290.13,286.74,331.04,327.54,,315.99
2006-09-27 22:27:06+00:00,249.34,226.24,232.77,253.05,237.64,247.77,244.405,,219.04,,243.31,258.29,258.92,266.93,255.19,,,278.64,285.13,,305.92,304.41,304.4,312.77,315.81,318.51,306.22,,212.27,288.73,,264.53999999999996,275.185,268.99,275.21999999999997,220.65,299.07,292.26,281.06,259.24,,158.09,258.03,241.34,,,,268.7,271.35,264.26,,,244.14,
2006-11-30 22:27:42+00:00,249.34,226.24,232.77,253.05,234.15,247.77,251.33,,228.28,,256.48,266.67,269.96000000000004,273.235,266.25,273.25,,288.205,289.58500000000004,304.53,310.315,310.06,311.435,319.28499999999997,321.78999999999996,323.78,314.07000000000005,,212.27,293.105,,288.65,293.28,292.36,312.205,235.465,302.32,306.395,299.82500000000005,259.24,,158.09,258.03,241.34,,,,276.815,279.39,270.26,,,259.255,
2006-12-09 22:21:36+00:00,249.34,226.24,232.77,253.05,234.15,247.77,251.33,332.33,228.28,320.79,256.48,266.67,269.96000000000004,273.235,266.25,273.25,,288.205,289.58500000000004,304.53,310.315,310.06,311.435,319.28499999999997,321.78999999999996,323.78,314.07000000000005,,212.27,293.105,,288.65,293.28,292.36,312.205,235.465,302.32,306.395,299.82500000000005,259.24,334.38,158.09,258.03,292.735,343.96,343.18,332.34,276.815,279.39,270.26,,,259.255,
2006-12-16 22:27:50+00:00,249.34,226.24,232.77,253.05,234.15,247.77,251.33,323.53,228.28,314.40999999999997,256.48,266.67,269.96000000000004,293.7366666666667,266.25,273.25,341.39,288.205,289.58500000000004,304.53,310.315,310.06,311.435,319.28499999999997,321.78999999999996,323.78,314.07000000000005,,212.27,293.105,,288.65,293.28,292.36,312.205,235.465,302.32,306.395,299.82500000000005,259.24,329.19,158.09,258.03,305.51666666666665,336.38,334.71500000000003,326.315,276.815,279.39,270.26,320.71,325.65,259.255,340.01
2007-01-26 22:21:54+00:00,249.34,226.24,232.77,253.05,234.15,247.77,251.33,323.53,228.28,314.40999999999997,256.48,266.67,269.96000000000004,293.7366666666667,266.25,273.25,341.39,288.205,289.58500000000004,304.53,310.315,310.06,311.435,319.28499999999997,321.78999999999996,323.78,314.07000000000005,,212.27,293.105,,288.65,293.28,292.36,312.205,235.465,302.32,306.395,299.82500000000005,259.24,335.53333333333336,158.09,258.03,317.98,340.46999999999997,339.10999999999996,330.27,276.815,279.39,270.26,320.71,325.65,259.255,340.01
2007-02-11 22:21:56+00:00,250.89,231.07999999999998,221.53,251.45,234.15,247.77,251.33,323.53,221.26333333333332,314.40999999999997,253.87333333333333,266.1766666666667,267.3933333333334,293.7366666666667,266.25,251.185,341.39,283.2033333333333,289.3866666666667,298.42999999999995,309.48,306.45666666666665,311.1466666666667,316.84666666666664,319.89,320.51,309.3733333333334,255.48,204.835,291.57,167.69,288.65,293.28,292.36,312.205,235.465,296.44,304.88000000000005,292.67333333333335,255.88,335.53333333333336,158.09,258.03,317.98,340.46999999999997,339.10999999999996,330.27,273.82666666666665,279.39,270.26,320.71,325.65,259.04,340.01
2007-02-27 22:21:56+00:00,252.14666666666668,235.5666666666667,226.24333333333334,251.51666666666665,234.15,247.77,251.33,323.53,221.26333333333332,314.40999999999997,253.87333333333333,266.1766666666667,267.3933333333334,293.7366666666667,266.25,251.185,341.39,282.03999999999996,288.0,298.42999999999995,308.4975,304.255,310.425,314.9875,317.28,317.7925,300.52,246.16,202.61333333333334,284.8525,167.69,282.5133333333333,289.26,286.9866666666667,307.93,235.465,299.15250000000003,302.265,289.3775,255.88,335.53333333333336,158.09,258.03,317.98,340.46999999999997,339.10999999999996,330.27,272.2575,276.69,271.1466666666667,320.71,325.65,259.04,340.01
2008-10-27 22:10:37+00:00,,,,,,,,,,,,238.44,262.48,,,,,274.72,291.37,296.8,314.96,306.08,312.24,321.11,326.96,324.49,,,,292.35,,281.6,290.52,283.8,311.33,219.44,303.47,302.2,294.72,,,,,,,,,268.87,273.07,266.1,,,231.27,
2009-01-31 22:12:28+00:00,254.45,238.84,214.93,243.9,244.13,218.09,,,,,,238.44,262.48,,,,,274.72,291.37,296.8,314.96,306.08,312.24,321.11,326.96,324.49,291.36,239.25,174.52,279.8,145.31,281.6,281.685,278.135,308.705,219.44,304.795,300.41499999999996,294.72,252.55,,,,,,,,268.87,273.07,266.1,,,231.27,
2010-12-20 22:16:50+00:00,,,,,,,,,,323.13,,,,333.07,,,340.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.62,334.45,,338.69
2011-01-21 22:16:54+00:00,,,,,,,,,,323.13,,,,337.68,,,340.1,,,,,,,,,,,,,,,,,,,,,,,,343.3,,,360.52,351.28,351.38,,,,,337.62,339.87,,338.69
2013-08-13 22:35:09+00:00,241.97,261.42,,253.81,230.2,240.85,253.19,257.97,,,,260.6,250.03,,,,,,,,,,,,,,238.14,215.71,159.7,,236.36,251.72,,245.39,,,296.76,287.51,276.49,270.1,265.73,,270.77,,,248.04,,268.66,273.36,267.88,,,,
2013-08-22 22:29:00+00:00,241.97,261.42,,253.81,228.03,225.32999999999998,249.01,257.97,,,,260.6,250.03,,,,,,,,,,,,,,242.625,222.79500000000002,159.7,,224.865,254.78500000000003,286.33,249.69,,,295.2,289.67499999999995,276.49,270.1,246.115,,270.77,,,248.04,,268.66,273.36,267.88,,,,
2013-08-29 22:35:12+00:00,241.97,261.42,,252.96,227.48666666666668,225.32999999999998,249.88333333333333,257.20500000000004,,,,260.26,244.385,,,,,,,,,,,,,,235.75666666666666,221.0666666666667,162.02499999999998,,231.58666666666667,254.63666666666668,279.66999999999996,249.80666666666664,263.23,,293.41333333333336,288.72666666666663,276.49,269.495,252.18999999999997,,264.745,,,247.105,,268.795,272.525,270.355,,,,
2013-09-07 22:28:59+00:00,241.97,261.42,,252.42,236.7,239.6833333333333,253.565,257.20500000000004,208.39,,265.85,262.00333333333333,252.12,,267.53,257.97,245.82,280.5,285.97,285.64,298.94,298.72,294.32,,,,235.75666666666666,221.0666666666667,162.02499999999998,,231.58666666666667,254.63666666666668,279.66999999999996,249.80666666666664,263.23,,293.41333333333336,288.72666666666663,276.49,269.0933333333333,256.6575,,264.745,,,247.105,,270.27333333333337,272.62333333333333,268.09666666666664,,,244.09,264.75
2013-09-23 22:28:51+00:00,247.805,256.115,224.47,252.7575,235.252,240.995,254.622,257.20500000000004,208.39,,265.85,261.065,250.5,237.5,260.085,248.35000000000002,238.11,270.45500000000004,281.635,258.69,296.53,299.21500000000003,295.185,302.91,311.14,308.25,252.415,229.625,190.46666666666667,272.97,243.8325,258.93,282.90000000000003,258.6875,275.435,200.05,293.22249999999997,292.78,276.49,269.4425,256.338,,264.745,,,247.105,,270.07,272.8525,270.12,,218.04,243.335,261.255
2013-11-26 22:28:34+00:00,247.54,258.8833333333334,222.32999999999998,248.346,231.85333333333332,237.38199999999998,252.26166666666666,257.20500000000004,208.39,,265.85,258.82800000000003,249.776,233.595,254.3733333333333,244.25333333333333,238.37,265.84,276.6433333333334,258.91333333333336,295.0133333333333,295.1433333333334,294.65000000000003,302.32000000000005,302.985,307.83000000000004,262.198,234.27200000000002,203.5275,272.0,251.04000000000002,259.41999999999996,283.73,261.826,282.28000000000003,221.275,293.22249999999997,292.298,290.98,269.4425,256.338,,264.745,,,247.105,,270.07,272.826,270.32,,218.14,241.74333333333334,258.42333333333335
2014-02-05 22:34:08+00:00,252.315,260.27,227.18999999999997,249.23166666666668,231.43,239.73333333333335,253.24857142857144,257.20500000000004,198.515,244.13,265.045,259.8433333333333,252.76,244.79,256.06,250.1025,241.0575,266.2925,277.59250000000003,263.4775,294.755,293.2625,294.90999999999997,302.11333333333334,302.94666666666666,307.98,269.065,239.80166666666665,211.344,258.73333333333335,255.90833333333333,260.54333333333335,284.428,264.5,285.995,215.82666666666668,293.22249999999997,292.3383333333333,296.18333333333334,269.4425,255.98000000000002,131.36,265.6666666666667,270.6,269.49,237.4433333333333,,270.04,272.77833333333336,271.39666666666665,,220.21666666666667,244.1525,260.6925
2014-10-12 22:27:11+00:00,,,214.95,231.38,222.25,224.47,249.48,,,,,246.75,244.28,231.5,266.99,239.57,232.3,260.81,272.75,247.47,292.76,294.2,295.77,303.12,303.06,308.25,302.01,249.69,247.57,,279.83,271.36,288.77,278.51,298.25,,290.79,298.67,308.12,268.64,249.99,,,,,,,,273.09,271.8,,217.9,240.29,252.7
2015-02-08 22:33:02+00:00,266.58,262.82,233.865,243.6,229.45499999999998,246.935,255.54000000000002,253.54,203.04,255.33,261.24,256.305,256.63,251.44,269.545,253.91,251.61,271.2,276.38,247.47,294.395,294.68,296.885,303.64,306.87,308.765,301.96000000000004,268.495,247.57,,280.685,266.40999999999997,288.77,278.51,298.25,,290.79,298.67,308.12,267.75,259.57,266.77,271.52,273.36,272.02,250.42,,272.84,273.91999999999996,274.43,213.86,226.765,254.36,264.35
2015-04-06 22:26:20+00:00,264.81,264.34000000000003,227.35,247.06333333333336,229.45499999999998,246.9,257.6233333333334,256.07,200.815,253.28500000000003,252.73000000000002,258.61,256.63,251.44,269.545,253.91,251.61,271.2,276.38,230.135,293.71666666666664,296.13,295.9533333333333,297.53333333333336,307.0833333333333,307.8533333333333,285.31666666666666,257.6166666666667,247.57,192.66,269.1566666666667,262.98,287.61,264.525,277.675,,291.67,292.145,298.05,267.75,261.34999999999997,270.5,273.34000000000003,272.435,271.455,249.26,268.46,271.53499999999997,273.82666666666665,274.95,213.86,226.765,254.36,264.35
2015-09-20 22:33:07+00:00,263.04,265.86,216.83499999999998,241.78,221.25,243.335,251.15500000000003,258.6,198.59,251.24,230.66500000000002,255.90000000000003,236.52,242.77,266.78,227.69,,,276.0,217.52,292.885,296.87,294.16499999999996,293.985,308.625,287.55999999999995,257.21000000000004,243.205,242.5,192.66,259.34,261.975,287.01,261.93,268.315,,292.345,292.345,297.355,269.89,261.745,274.23,275.16,271.51,270.89,248.1,268.46,269.74,272.945,272.195,,,240.74,252.94
2016-04-08 22:26:35+00:00,,,,235.58,219.65,,248.34,253.36,,,213.97,261.3,243.39,,,,,,,189.11,,,,,,244.63,254.6,235.84,242.81,192.57,262.1,253.93,287.17,279.74,282.23,,286.24,288.11,303.82,269.56,265.65,266.46,,,210.12,246.95,268.6,,,,,,,
2016-08-05 22:33:10+00:00,,267.59,183.09,235.58,227.59,242.41,255.55,260.54,,,213.97,261.3,243.39,,,,,,,192.39,,,,,,241.31,254.6,235.84,242.81,192.57,262.1,255.905,287.17,266.615,282.23,,286.24,290.375,303.82,269.56,268.32,272.195,275.86,277.65,222.56,250.28,271.745,270.96,273.9,258.76,,,,
2016-08-30 22:27:09+00:00,,267.59,183.09,243.94,229.45666666666668,243.0,257.28000000000003,259.85333333333335,,,225.16,260.025,242.385,,,,,,,192.46333333333334,292.08,299.83,294.26,,,242.98333333333335,244.065,236.69,241.86,197.035,258.66,257.30333333333334,288.03499999999997,268.18666666666667,279.37,,286.95000000000005,290.56333333333333,302.99,270.315,267.45,269.87333333333333,274.8,274.13,239.51999999999998,249.63333333333333,271.18,270.03,273.5,266.885,,,,
2016-12-04 22:27:17+00:00,,267.59,183.09,252.3,234.36,243.0,261.75,263.1,,,236.35,258.75,241.38,,,,,,276.48,194.14,291.58,295.06,294.685,302.46,303.8,242.16000000000003,233.53,237.54,243.035,201.5,267.505,261.7233333333333,287.965,268.96,288.115,244.52,276.605,291.34999999999997,304.05,271.07,268.34999999999997,271.58000000000004,274.8,274.13,254.21999999999997,250.975,272.46999999999997,270.03,273.5,266.885,,,,
2017-08-01 22:26:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3,267.69,,,,,,,,,,,,,,,
2017-08-17 22:27:01+00:00,,,,,220.34,240.75,252.54,,,,,,,,,,,,,198.81,,,,,,251.21,251.37,224.74,214.2,196.92,266.55,259.29,277.6,254.2,,,293.35,284.155,270.96500000000003,,264.0,,,,,,,,,,,,,
2017-09-02 22:27:04+00:00,,192.54,218.4,230.96,224.255,240.75,252.54,,,,,,,,,,,,,196.125,292.58,299.48,294.83,302.62,310.51,248.505,253.495,230.66000000000003,196.39999999999998,197.41,271.765,265.17,282.71500000000003,257.78499999999997,278.08,,284.85,285.99,276.8566666666666,271.69,264.0,,,,,,,267.82,273.36,275.56,,,,
2017-09-18 22:27:06+00:00,255.06,210.675,220.38,241.515,225.96333333333334,244.16,254.38,,201.0,224.52,227.43,259.69,240.47,,,,248.31,280.26,277.51,205.17,274.775,299.11,295.065,303.03499999999997,308.77,248.505,253.495,237.37333333333333,196.39999999999998,197.41,274.59,268.22,284.93333333333334,267.04,287.745,,282.0733333333333,289.2825,284.635,271.69,264.185,,,,,,,268.98,272.795,271.425,,,247.14,268.23
2017-10-27 22:33:27+00:00,259.695,224.6833333333333,222.23333333333335,244.83666666666667,226.54,247.25333333333333,257.18333333333334,,199.425,236.91000000000003,226.64,257.4,237.805,239.41,268.69,246.18,246.125,279.345,277.015,205.17,280.5233333333333,297.88000000000005,295.0233333333333,303.0733333333333,307.99,248.505,253.495,248.54250000000002,196.39999999999998,197.41,276.27250000000004,268.40250000000003,285.68,271.0,290.92333333333335,262.5,281.915,289.948,289.094,271.8,265.1566666666667,,,232.45,,,,269.17,272.54,271.3933333333334,210.95,225.96,246.06,262.175
2018-03-29 22:26:26+00:00,259.425,258.68,219.87,252.28,229.72,252.635,259.75,255.51,198.615,251.57,223.17000000000002,257.03,237.46499999999997,239.41,269.775,246.96,243.94,267.505,275.705,214.87,292.02,292.915,295.49,299.985,301.395,,256.66,261.50500000000005,,234.7,281.32,265.77,287.28,269.7,284.71,262.5,281.695,292.58000000000004,306.685,271.675,266.915,242.1,,242.045,270.46,247.55,267.8,238.65,271.245,270.885,196.06,225.96,244.475,256.15
2018-09-05 22:26:33+00:00,258.4,262.45500000000004,203.7,253.34500000000003,232.14999999999998,248.58,253.14999999999998,256.325,199.38,253.84,220.49,258.95,239.79,,270.86,247.74,,256.58,274.89,203.335,,290.41,296.04,296.82,296.36,236.04,242.37,227.41000000000003,165.49,234.7,,257.89,279.21,253.69,272.88,,281.36,288.495,287.09000000000003,271.59000000000003,266.275,256.19,271.29,261.305,270.28,246.945,265.81,207.75,270.46,270.44,181.17,,243.97,256.18
2018-09-21 22:26:37+00:00,258.1033333333333,262.89000000000004,208.73000000000002,253.31000000000003,235.5533333333333,249.32000000000002,255.34,254.64666666666665,199.38,253.84,216.835,258.075,241.345,,270.86,247.74,,256.58,268.935,202.92333333333332,290.35,291.87,294.775,298.41999999999996,298.275,236.04,242.37,227.08666666666667,196.085,254.73,279.58,258.4633333333333,279.1033333333333,255.40333333333334,273.01666666666665,,280.2966666666667,288.0366666666667,282.24,271.53000000000003,266.1433333333334,262.55,271.29,261.305,270.5466666666667,246.58333333333334,265.38,207.75,268.66499999999996,272.33500000000004,186.90499999999997,,243.97,256.18
2019-03-16 22:26:33+00:00,260.75,260.955,219.14,251.56,235.12,250.29500000000002,259.72,251.29,198.81,251.37,213.18,260.125,253.66500000000002,,267.43,240.13,235.0,257.35,269.64,211.745,290.89,294.2,294.68,301.75,300.78,,,234.35500000000002,233.60500000000002,268.71000000000004,279.48,261.32500000000005,283.6,262.39,276.04,,278.82000000000005,292.015,290.34000000000003,271.035,264.53,275.27,,,271.08,245.86,264.52,226.39,266.87,271.6,192.64,,240.37,267.44
2019-04-17 22:26:24+00:00,259.13000000000005,257.195,219.49,249.88,226.615,243.42000000000002,248.85,,198.81,251.37,,263.05,264.43,,267.43,240.13,235.0,257.35,276.3,221.39,291.43,295.07,295.85,303.48,301.37,241.95,217.01,227.45499999999998,240.53,262.66,279.38,256.87,288.31,265.95,278.79,,282.995,288.17,308.14,270.66,263.59000000000003,,,,,,,226.39,,268.97,,,240.37,267.44
2019-07-22 22:26:57+00:00,259.13000000000005,257.195,219.49,249.88,226.615,243.42000000000002,248.85,,198.81,251.37,,263.05,264.43,,267.43,240.13,235.0,257.35,276.3,221.39,291.43,295.07,295.85,303.48,301.37,241.95,217.01,227.45499999999998,240.53,262.66,279.38,256.87,288.31,265.95,278.79,,282.995,284.90000000000003,308.14,270.66,263.59000000000003,,,,,,,226.39,,268.97,,,240.37,267.44
2019-09-08 22:27:12+00:00,256.43666666666667,257.84666666666664,218.75,250.54,226.92999999999998,245.46,253.22500000000002,,198.81,251.37,221.76,261.46500000000003,253.56,,267.43,240.13,235.0,251.19,275.43,217.3,292.58000000000004,297.355,297.015,303.25,303.07,260.54499999999996,258.7,231.53333333333333,240.79000000000002,261.69000000000005,279.41999999999996,258.3,287.895,266.015,278.58500000000004,,281.76666666666665,286.7475,298.38,270.82000000000005,264.15333333333336,274.1,,,,,,215.40499999999997,272.01,270.865,191.61,,240.37,267.44
2019-10-17 22:33:32+00:00,251.05,259.15,218.01,251.2,231.845,249.1,258.915,,204.53,249.99,220.86,259.51,254.14999999999998,213.37,265.19,259.32,262.44,261.62,275.66499999999996,213.21,293.865,299.67499999999995,298.555,303.75,306.495,293.955,301.725,251.06,241.05,274.87,281.325,271.035,288.70500000000004,276.55499999999995,287.82,,270.725,291.18,299.23,270.98,265.855,274.1,260.14,231.56,,,,209.72,257.425,273.47,195.065,225.32,247.78,262.59
2019-11-02 22:33:32+00:00,269.70000000000005,272.12,218.01,266.525,231.845,249.1,268.43,278.88,204.53,258.875,238.72,267.69,265.08,213.37,278.8,274.54499999999996,278.64,274.10999999999996,283.08,213.21,299.86,303.8,304.8066666666667,311.14000000000004,311.7633333333333,304.38,307.3966666666667,251.06,241.05,284.12666666666667,288.54333333333335,280.9666666666667,295.08666666666664,289.24666666666667,299.9266666666667,,270.725,296.8175,299.23,281.925,273.5,281.925,277.28,231.56,295.86,,284.04,209.72,257.425,278.47,195.065,225.32,247.78,278.41499999999996
2019-11-11 22:27:19+00:00,266.0133333333334,268.92,226.855,261.69666666666666,231.08666666666667,246.71,265.305,278.88,205.15,256.06333333333333,239.20749999999998,253.26999999999998,265.08,220.845,278.8,274.54499999999996,278.64,274.10999999999996,283.08,213.21,299.86,303.8,301.955,308.8475,308.5125,305.1125,304.2,247.79333333333332,232.895,282.515,285.8725,277.94,293.0325,286.9125,299.84749999999997,,269.68666666666667,294.86400000000003,300.6766666666667,277.72333333333336,269.06,281.925,261.4066666666667,232.155,295.86,,284.04,205.73666666666668,252.9766666666667,274.195,193.62666666666667,225.745,241.505,278.41499999999996
2020-01-14 22:27:08+00:00,263.1625,265.46999999999997,226.25333333333333,251.94,231.08666666666667,246.71,265.305,278.88,196.11666666666667,249.89499999999998,233.72599999999997,252.27799999999996,265.01,220.25333333333333,278.8,274.54499999999996,278.64,275.095,280.695,213.21,297.5325,299.745,300.44,307.514,305.77799999999996,305.22200000000004,303.468,246.3025,213.87333333333333,260.87,285.8725,274.048,291.098,282.108,292.238,,269.68666666666667,293.325,300.9575,277.72333333333336,269.06,281.925,261.4066666666667,232.155,295.86,,284.04,205.09,255.12,271.95,193.05,225.41666666666666,240.18666666666664,278.41499999999996
2020-04-19 22:26:32+00:00,262.725,266.7075,220.54666666666665,251.92999999999998,228.595,244.97500000000002,266.8333333333333,278.88,191.91000000000003,249.86333333333332,242.30333333333328,250.385,272.0733333333333,223.695,292.41,289.77,294.84,288.57000000000005,285.725,177.23,297.9666666666667,297.92,300.1575,308.01250000000005,303.3175,295.5025,304.63000000000005,233.90666666666667,189.77,237.7425,279.59666666666664,271.52250000000004,287.83,277.3225,288.8675,,267.61,294.0,291.6766666666667,277.54333333333335,272.265,282.95,263.3333333333333,232.75,295.86,248.98,274.58500000000004,200.46,258.41,270.0875,191.03500000000003,225.465,236.39,294.24
2020-05-12 22:32:33+00:00,251.955,259.61,212.97,240.80999999999997,226.72500000000002,236.99,257.11,,178.05,231.39,211.8,253.73999999999998,264.64,219.07,,,,278.05,273.54,177.23,291.02500000000003,290.85499999999996,294.96000000000004,302.08000000000004,296.105,257.88000000000005,300.54,223.89333333333335,165.28333333333333,185.92,257.95,255.37,278.29999999999995,250.78333333333333,265.86,,306.48,287.60999999999996,272.62333333333333,272.04499999999996,267.11,276.775,265.92,,,248.98,265.13,203.15,265.57500000000005,265.255,191.32,224.76,237.55,
