dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015
2001-03-22 22:17:09.568000,L7,293.26,307.98,290.33,203.39,258.99,246.55,243.47,232.63,212.15,226.60,216.20,,225.81,309.21,333.50,333.54,320.17,339.24,327.64,321.08,318.56,322.99,311.46,309.95,298.79,297.41,305.74,299.68,301.20,391.30,373.60,390.49,366.04,305.74,279.85,301.37,302.05,285.13,287.34,291.15,281.28,283.34,281.06,266.85,258.31,370.23,393.01,359.32,384.10,432.51,434.81,292.61,290.37,270.71,278.91,281.97,279.93,266.39,276.81,288.44,248.69,242.30,243.45,250.20,246.98,255.24,254.85,257.81,251.83,266.35,261.84,224.66,227.17,262.35,274.50,266.00,243.84,234.54,247.48,248.70,249.35,243.07,241.83,232.36,227.80,428.92,478.33,396.17,469.18,247.19,204.49,215.00,267.32,304.55,313.70,278.35,251.63,240.86,259.20,303.69,277.69,297.05,317.67,321.23,315.19,315.07,274.13,277.68,286.36,278.44,343.04,272.06,274.17,264.67,266.14,261.57,278.21,273.16,268.59,261.58,277.13,285.23,266.12,258.72,254.89,255.82,256.60,253.67,252.57,265.19,259.19,253.34,270.65,260.65,344.58,339.47,352.30,350.43,363.38,285.93,280.03,288.61,281.18,260.05,273.42,295.20,280.00,292.61,285.85,297.11,282.77,284.65,289.05,282.41,297.72,306.05,303.16,300.94,249.38,291.70,278.70,290.28,276.28,266.75,274.04,264.52,261.38,259.13,251.65,256.46,258.18,355.86,410.57,449.51,453.22,,,,,478.30,215.91,222.28,241.58,,
2001-04-07 22:17:01.469000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.17,212.57,209.49,208.28,206.90,221.48,216.48,221.30,222.16,216.91,210.36,175.30,169.98,,,,,,,,,,,,,,,,,,,,,,,,,,,173.59,211.90,221.28,204.99,163.78,,,,,,231.30,223.19,216.73,217.56,,,198.80,218.50,235.62,191.95,233.05,228.10,239.06,230.31,208.41,261.09,255.05,199.32,252.23,258.66,,,,,,,,,,,,211.66,244.25,221.23,260.69,267.44,,,,,,,,,,,,,,,251.62,242.95,299.18,,,,,265.94,,,,,
2001-11-01 22:15:17.839000,L7,254.13,252.81,251.69,253.65,248.75,236.00,233.39,221.79,234.05,226.24,217.90,157.63,286.56,308.95,314.10,322.42,322.55,322.41,327.78,321.38,320.59,317.27,314.73,332.76,305.29,301.89,299.16,289.43,288.78,293.73,285.19,286.61,285.30,293.02,296.87,288.00,285.99,284.14,285.24,281.50,372.10,263.08,256.76,258.54,252.71,347.40,347.84,329.63,394.13,363.82,393.38,268.40,266.52,262.86,258.55,260.71,261.07,258.86,267.71,252.83,254.46,248.97,260.76,257.68,255.62,255.49,262.43,258.95,261.26,264.94,262.58,248.90,238.17,184.07,183.99,181.14,177.35,187.90,189.45,205.87,259.08,260.74,258.17,252.88,245.44,247.46,235.19,247.64,243.73,251.17,234.93,214.76,142.16,257.95,506.45,514.94,489.92,496.32,512.51,486.79,321.73,441.84,,,,,,469.80,350.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.64,241.63,252.01,146.21,,225.04,197.31,209.48,202.09,212.19
2001-12-19 22:15:37.819000,L7,262.31,270.14,271.21,254.97,236.46,241.95,,176.96,235.10,238.22,239.89,306.41,326.86,328.98,358.81,345.41,349.18,344.39,343.52,298.47,278.45,206.99,277.86,283.18,281.02,276.64,278.00,303.75,307.92,310.54,325.14,492.39,490.68,,,,,,,,,,,,,,411.07,291.49,286.57,292.01,289.23,287.18,299.65,291.80,305.47,297.37,316.48,313.39,318.83,303.59,318.83,306.33,300.13,307.85,313.31,316.10,323.78,339.53,341.23,343.32,354.96,356.82,362.89,374.39,373.05,367.65,369.44,363.66,361.89,371.03,353.99,352.50,320.40,329.81,257.27,234.01,231.63,242.95,231.09,277.87,311.95,240.56,236.18,286.35,385.56,392.77,387.51,383.76,369.47,381.25,364.65,370.03,338.53,336.35,346.32,346.53,396.45,394.99,411.39,422.78,422.66,415.63,418.35,415.04,412.96,409.24,411.56,414.86,418.31,412.98,411.75,402.21,398.12,401.32,408.32,417.59,424.35,415.09,410.81,414.55,413.02,416.85,413.41,412.52,413.33,404.35,401.43,405.25,401.53,395.47,395.74,467.07,,,496.93,193.03,519.64,473.86,,420.33,418.63,463.55,379.31,392.35,439.43,348.13,340.91,357.89,369.94,353.53,,,,,,,,,,,,,,,,255.55,272.41,278.25,235.50,,246.50,240.21,237.45,234.23,239.80
2002-07-31 22:15:11.713000,L7,389.35,272.20,228.73,336.86,315.19,340.10,399.23,350.30,383.07,379.46,374.18,,265.61,407.24,363.60,494.07,404.14,398.12,436.93,207.94,340.11,351.90,345.55,175.64,421.59,468.09,209.96,271.60,389.28,366.08,454.62,446.36,459.34,507.06,494.42,372.47,385.42,357.05,350.82,460.43,401.83,375.90,366.10,404.41,477.47,308.30,363.78,371.28,364.96,386.27,442.69,475.84,299.57,303.27,256.85,,,516.79,514.33,488.67,424.22,434.03,407.65,150.79,154.01,158.25,170.46,187.41,192.94,421.48,496.40,465.96,475.20,486.78,481.09,456.24,442.20,429.23,508.84,500.89,518.53,502.11,497.46,487.84,394.56,459.85,397.29,199.22,218.86,509.27,516.05,520.68,,281.31,282.79,245.31,521.50,496.67,485.08,497.17,501.08,483.40,492.54,474.73,445.80,513.97,487.22,441.89,519.01,506.42,501.41,248.72,256.80,506.42,504.99,460.94,465.17,257.68,255.73,471.83,472.98,508.65,521.18,524.06,243.64,245.62,238.48,220.45,232.47,247.45,477.86,511.89,506.51,507.96,519.46,254.48,273.49,279.89,282.40,279.29,272.57,287.15,285.04,517.76,517.96,502.31,499.85,280.47,283.93,507.32,511.15,492.39,279.68,276.61,296.55,286.30,297.46,290.57,281.79,292.95,278.49,284.93,261.64,267.97,265.64,259.53,253.40,242.06,234.25,239.09,245.62,254.21,284.11,323.18,319.52,,,,,460.90,381.14,398.28,,,
2002-10-03 22:14:41.164000,L7,,,,,,,,,,,,,,250.03,258.43,257.06,267.35,264.19,251.24,135.65,205.72,202.34,,,,255.78,207.17,160.35,248.40,251.15,242.87,252.35,253.00,256.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.63,205.85,177.23,213.60,219.05,222.32,213.18,228.57,221.81,221.52,209.09,211.44,205.79,212.59,185.43,211.66,195.20,186.35,,,,,,,,,,,,,,,,,,,,,,161.89,238.00,229.86,221.89,229.79,201.41,,,,177.14,240.45,229.81,225.18,228.12,,,186.83,231.06,236.82,196.97,163.22,239.10,242.06,238.63,227.55,208.42,180.89,155.80,,,,,,,,,,,,,,243.86,247.39,252.45,262.00,235.82,,,,,,,,,,,,,,,249.65,242.89,291.59,,,,,,,,,,
2003-02-24 22:15:37.262000,L7,350.33,356.19,362.05,284.31,295.81,309.38,,,,,,381.31,376.22,340.85,412.81,350.03,364.36,311.65,442.42,420.82,408.15,446.55,495.37,518.41,449.81,342.78,341.46,346.92,334.41,316.57,333.74,422.36,343.77,411.32,444.26,455.33,459.76,510.46,511.25,444.48,474.15,442.07,361.43,429.71,517.54,282.43,276.86,521.85,431.31,438.91,455.53,457.78,447.07,450.26,457.05,264.98,253.40,258.09,257.31,263.88,270.14,263.07,253.05,259.39,258.41,265.02,255.50,241.52,227.55,229.27,247.80,221.09,238.87,290.78,286.97,287.38,281.70,274.98,248.18,251.28,252.99,236.23,229.41,240.31,235.39,234.06,233.29,246.17,237.89,258.81,272.64,520.08,507.01,517.68,488.45,517.83,316.96,325.25,311.86,321.83,498.89,427.23,475.76,498.45,492.87,,463.67,292.76,239.51,195.21,440.76,261.80,,348.32,346.05,357.06,365.40,364.74,362.51,330.92,248.64,204.76,528.37,491.20,489.87,484.94,485.63,495.06,517.45,494.83,486.77,486.09,373.52,378.94,377.25,367.38,,516.87,414.34,457.68,486.46,513.93,417.93,502.57,297.50,296.88,289.52,298.27,295.23,296.56,296.77,293.32,299.48,293.23,306.52,312.42,306.06,310.66,329.49,304.04,291.61,301.51,294.54,292.52,285.09,292.35,369.58,349.81,356.60,349.85,355.72,369.91,422.23,472.07,473.22,333.70,347.93,360.94,367.69,,,,,,
2003-04-13 22:15:43.669000,L7,,,,,,,,,,,,,159.57,290.11,298.05,222.61,311.86,286.71,286.15,284.51,274.27,190.93,184.27,176.41,280.07,261.09,269.45,269.32,269.20,260.98,256.84,257.17,265.05,258.65,262.45,249.99,266.74,250.09,252.64,250.80,245.87,242.77,243.85,231.32,239.13,226.42,226.74,233.85,229.94,226.55,224.87,225.55,225.17,223.94,222.99,223.64,223.77,227.49,227.74,230.94,217.98,214.99,219.35,222.74,227.96,225.44,232.92,230.17,229.55,209.05,199.49,207.92,196.60,222.16,225.33,224.31,215.91,221.90,230.66,237.83,240.88,235.06,233.01,222.97,215.97,213.56,211.74,199.52,211.65,208.48,184.97,145.15,,216.85,259.71,243.12,220.88,218.23,223.64,220.79,241.55,239.54,233.62,232.58,227.97,235.50,242.11,261.72,263.08,251.65,243.14,240.13,252.57,244.08,245.36,240.84,248.37,252.92,251.85,215.42,232.09,247.05,264.21,242.87,235.48,239.16,230.95,208.79,226.62,247.07,255.35,232.94,255.63,254.79,256.68,265.88,232.43,282.54,283.44,272.75,267.08,274.48,259.54,237.48,248.44,254.55,241.96,260.38,260.31,270.74,257.84,260.76,263.49,256.49,273.58,282.65,287.23,283.33,212.41,266.84,252.22,267.69,246.00,236.50,253.25,242.37,235.01,224.38,210.78,218.22,216.53,244.89,276.56,315.23,317.16,,,,,332.26,,,,,
2003-08-11 22:03:51.447000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.46,149.07,153.35,159.99,161.50,164.46,174.25,174.24,,,175.16,196.45,201.45,202.18,200.60,219.18,221.28,199.17,221.46,225.86,217.43,199.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.21,241.36,229.80,232.33,216.75,207.26,252.93,224.72,,,158.59,240.71,237.00,223.55,223.64,198.19,170.01,213.12,230.66,239.08,206.40,246.16,237.02,234.79,229.34,197.11,187.33,160.29,,,,,,,,,,,264.07,246.87,252.71,240.92,246.71,249.89,246.61,273.58,275.34,170.68,,,,228.17,223.55,255.73,219.11,212.55,172.97,188.78,165.64,181.65,226.73,262.09,285.38,293.15,,,,,249.47,,,,,
2003-10-14 22:04:51.425000,L5,245.52,245.48,234.34,,,,233.91,223.44,225.11,231.16,,304.14,316.46,331.33,332.40,327.49,330.71,328.06,330.67,329.32,327.99,325.71,328.26,319.29,320.49,315.66,316.48,311.71,313.34,310.14,317.57,309.68,310.15,305.67,309.98,307.67,311.21,307.23,301.46,299.96,297.42,292.02,284.28,287.45,286.69,293.23,279.70,271.91,279.89,280.81,300.61,280.06,275.94,275.08,266.80,267.04,272.16,272.20,269.94,272.81,274.56,278.36,270.93,286.04,281.39,297.21,282.64,299.62,312.56,319.81,315.76,296.22,362.51,326.12,352.22,345.31,332.12,329.20,334.13,317.79,308.44,284.67,306.46,296.37,297.41,300.58,290.59,281.51,291.18,286.61,286.08,301.40,305.30,295.45,304.95,335.98,333.85,346.43,347.84,358.24,348.67,356.39,348.94,344.51,349.72,342.78,357.64,369.33,367.95,373.72,382.19,381.01,378.14,357.14,359.20,365.95,363.49,371.12,371.87,368.31,372.28,378.07,375.92,365.58,378.08,372.48,375.18,358.76,344.18,339.97,336.11,338.05,344.73,347.13,347.58,352.28,355.90,355.06,353.98,344.19,352.46,343.96,340.67,338.41,332.71,325.68,328.84,330.21,329.23,330.53,330.00,340.54,343.73,357.65,359.63,373.09,348.92,377.01,375.92,363.87,367.57,369.20,372.52,356.78,350.87,350.22,348.36,352.28,355.03,361.77,368.77,373.80,498.68,,,145.68,283.29,310.83,310.87,,,,,,
2004-04-23 22:06:53.682000,L5,,,,,,,,,,,,,172.69,274.30,279.76,260.97,280.74,192.58,205.63,205.25,198.77,190.64,,,,,,,,176.88,184.55,166.81,172.21,181.18,183.11,182.37,183.88,167.92,169.63,178.47,171.76,170.05,164.21,162.11,154.58,230.64,,,,,,,,,,,,,,,,149.61,154.94,161.53,162.45,172.11,170.56,194.18,194.85,209.17,206.29,214.88,200.08,225.66,227.60,224.42,213.92,205.36,228.97,,227.65,218.84,217.67,208.63,222.90,219.91,224.85,204.28,209.90,208.38,178.13,,,,,,,,151.86,217.71,229.76,242.05,164.25,228.85,,,,268.88,265.81,244.76,229.84,233.80,257.23,245.64,251.35,229.05,234.39,259.12,236.84,161.26,220.56,199.61,252.95,241.25,240.45,241.85,235.36,187.65,223.89,251.76,252.78,232.98,250.76,244.55,251.56,246.29,220.61,272.74,239.58,206.92,257.03,271.17,252.00,239.98,249.92,252.00,215.67,261.41,264.36,274.02,251.57,159.71,214.70,240.34,272.90,223.03,284.22,287.00,217.29,272.34,260.60,277.33,246.96,231.49,256.89,249.96,241.08,218.50,222.14,249.79,210.65,255.39,269.83,318.27,309.90,,,,,276.98,,,,,
2004-07-12 22:09:13.408000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.12,217.11,218.79,202.66,151.17,,,,,,,224.49,209.94,198.53,161.86,,,,,,,,,,,,,,238.11,229.96,226.35,,,,,,,,247.69,252.49,157.10,235.57,241.32,224.32,262.28,251.83,,,213.73,229.43,211.71,213.57,161.00,232.34,186.47,167.96,169.34,145.89,,214.65,256.32,267.29,298.83,,,,,,,,,,
2004-08-29 22:10:22.051000,L5,,,,,,,,,,,,198.68,251.15,282.58,309.73,339.16,336.42,322.55,328.37,329.74,326.40,322.30,323.79,316.34,318.44,312.34,310.99,313.57,310.26,305.97,300.78,305.47,299.82,299.20,298.92,297.43,296.57,298.36,295.69,294.98,286.34,281.96,273.08,274.92,273.41,267.98,264.13,267.38,260.18,257.33,256.76,257.54,255.66,255.35,254.84,258.52,252.74,253.08,252.56,254.09,252.99,255.63,257.08,262.43,262.81,267.78,272.72,274.25,269.20,273.64,269.31,242.57,242.03,268.90,275.73,272.77,274.97,249.54,261.86,265.95,271.60,265.05,257.35,252.59,244.64,240.77,242.70,248.92,252.12,267.03,227.45,250.43,179.17,267.95,302.23,300.43,282.72,280.63,290.20,276.64,294.42,288.05,284.86,288.06,306.16,304.05,295.73,308.13,305.36,300.72,327.35,314.01,302.42,294.82,294.21,290.94,300.60,293.96,305.16,298.20,344.88,306.76,293.26,279.81,284.73,293.29,289.30,283.47,282.30,303.45,280.14,288.39,293.84,296.33,287.44,296.29,338.72,305.29,311.61,304.63,308.18,311.88,318.75,294.24,321.03,312.00,313.95,321.57,313.66,323.42,309.57,313.51,316.11,312.69,323.96,326.21,325.05,324.85,340.12,317.71,317.58,315.62,318.79,309.04,302.19,302.21,290.29,288.89,298.43,278.76,311.23,305.52,339.80,459.04,484.65,147.58,153.47,154.67,183.31,512.17,,,,,
2004-11-01 22:11:49.961000,L5,,,,,,,,,,,,201.61,210.44,244.83,293.46,319.94,329.63,319.61,322.92,326.13,321.03,313.25,318.31,311.10,309.34,306.23,306.30,303.85,299.63,299.50,295.70,299.56,297.03,296.27,296.61,293.73,299.11,298.70,290.20,288.94,284.12,278.77,271.78,272.31,268.48,267.00,261.62,262.53,258.38,258.15,256.63,257.92,257.14,254.73,254.27,251.05,248.93,250.05,244.97,249.72,248.40,250.63,248.42,255.93,254.46,255.93,260.52,259.96,258.19,264.42,264.77,244.16,241.65,270.46,276.06,273.94,274.15,267.93,264.28,266.34,268.52,264.40,263.24,255.63,256.63,256.08,253.87,257.77,256.38,268.16,239.47,220.44,168.60,242.03,287.17,301.56,303.52,302.33,308.85,304.07,309.24,304.48,304.90,305.04,311.72,317.79,313.84,311.72,321.84,322.04,326.47,323.73,321.59,328.19,334.29,336.41,349.70,349.77,352.58,345.98,348.79,335.54,334.24,336.91,335.42,331.49,329.43,327.21,319.78,317.88,320.18,322.29,321.44,329.16,333.93,335.64,345.26,342.94,342.78,336.53,343.22,339.14,334.32,330.05,322.09,320.24,320.29,323.83,323.53,325.67,321.60,323.49,332.29,331.39,337.71,338.72,337.74,330.85,354.71,338.92,350.72,352.64,344.48,341.92,342.70,337.48,334.37,337.39,344.85,347.59,347.12,366.71,,,,147.03,155.32,174.66,186.03,,,,,,
2005-05-12 22:14:14.883000,L5,,,,,,,,,,,,189.77,218.94,225.82,291.92,314.21,325.34,319.78,321.40,319.46,317.68,321.64,315.36,307.42,310.45,302.55,305.80,312.22,302.20,299.65,303.42,297.65,298.02,293.62,293.72,309.13,429.46,443.40,454.75,339.25,282.87,284.09,268.15,265.18,262.17,260.83,254.48,248.95,257.85,256.59,264.09,273.43,305.13,331.98,302.85,261.25,261.10,251.18,252.52,267.72,308.43,304.41,311.88,325.76,335.20,321.62,326.12,333.56,331.84,327.99,342.97,364.07,375.89,446.22,479.00,,,,,,,,,,452.22,317.72,251.52,246.71,250.08,251.60,245.04,252.71,254.35,336.18,347.64,313.95,310.94,301.95,308.59,317.04,290.86,299.69,292.31,292.70,302.46,319.53,330.92,330.26,334.74,320.40,345.44,350.46,328.51,316.70,330.47,341.80,332.14,376.17,383.57,466.55,428.18,414.24,430.53,432.94,450.25,408.47,328.04,309.89,340.13,348.22,343.41,356.57,369.69,335.22,333.56,322.20,337.53,334.47,325.40,322.27,320.45,320.06,330.62,320.09,377.19,338.51,470.46,,,,,475.86,512.79,492.90,381.18,335.72,357.66,333.79,347.80,330.31,338.52,348.87,338.23,332.71,339.38,326.10,332.60,329.63,339.98,336.62,329.66,338.12,394.26,427.50,418.50,,,158.98,186.07,502.98,,,,,
2005-06-13 22:14:31.246000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.43,229.76,218.64,210.04,214.45,195.38,216.10,168.33,160.22,,,,,,,,,,,215.51,227.63,237.29,232.75,,,,,,,,,221.44,245.26,243.91,233.46,225.21,193.33,256.11,223.51,174.75,215.91,206.45,243.62,237.36,218.00,232.07,220.93,184.58,137.55,224.62,241.26,208.06,243.87,241.54,,,,,,145.64,256.59,263.43,252.48,235.68,250.89,262.76,226.93,248.34,269.31,268.75,256.86,260.88,261.95,258.84,264.69,248.69,271.55,284.02,214.60,147.85,263.39,262.83,227.13,227.43,260.37,239.46,223.12,171.60,182.91,169.27,199.63,233.84,272.29,308.65,308.23,,,,,285.00,,,,,
2005-07-15 22:14:43.392000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.01,216.03,199.08,147.78,197.41,195.99,206.44,,,,,,,,,,,,,,,,,,,,,,,,,227.81,250.73,237.40,235.86,213.50,203.29,,,,,157.87,234.52,235.01,214.99,149.15,190.51,176.12,,,,,243.97,232.52,242.28,220.53,179.39,198.00,146.48,,,,,,243.47,242.34,211.02,247.18,241.52,247.42,252.44,152.83,255.37,240.04,256.05,246.91,256.00,277.11,,,257.49,247.78,238.47,204.02,250.94,226.49,209.88,167.30,188.66,166.15,,,253.16,280.77,298.78,,,,,259.42,,,,,
2005-07-31 22:14:53.418000,L5,,,,,,,,,,,165.75,261.06,216.17,227.90,274.16,305.66,314.50,335.53,294.32,318.78,300.90,316.33,311.01,293.12,296.92,288.35,295.80,297.35,286.46,290.30,288.90,291.71,286.40,275.01,258.09,274.57,277.30,270.65,268.10,257.59,258.39,256.05,262.79,252.12,248.04,247.87,236.17,235.15,232.11,235.71,235.83,236.33,242.15,227.25,229.61,233.16,222.41,241.73,237.23,223.35,223.75,220.51,233.03,220.56,234.07,217.04,247.79,250.62,243.56,241.90,247.25,238.69,218.40,227.14,227.84,242.52,230.62,232.30,242.50,237.42,235.33,237.70,217.29,204.60,214.38,216.68,212.50,225.06,174.57,142.38,,,,222.15,268.11,262.34,260.80,252.65,254.18,264.70,266.13,261.03,260.08,255.69,257.97,272.01,273.38,285.05,282.03,281.53,283.53,279.37,272.80,266.58,276.68,276.67,284.58,281.55,273.43,262.36,257.51,282.03,271.08,264.44,260.68,265.19,266.30,271.63,248.96,266.81,270.35,253.96,270.32,262.14,275.19,257.75,281.82,285.42,274.61,273.47,285.80,280.21,275.42,251.57,293.17,293.92,294.75,278.08,272.00,295.50,286.07,289.71,290.36,285.79,299.00,307.48,308.81,298.99,327.11,293.37,295.05,298.77,273.08,279.86,275.63,286.14,275.38,272.15,255.18,280.68,262.40,281.92,339.02,362.84,332.40,257.72,199.89,287.89,239.38,353.14,203.06,197.57,196.34,186.26,216.49
2005-08-16 22:15:00.645000,L5,,,,,,,,,,,,190.40,204.40,212.59,276.11,309.05,317.76,315.97,315.51,319.70,311.68,312.03,311.23,307.97,301.04,301.13,305.28,300.44,295.75,299.95,291.38,294.21,295.09,291.38,287.14,285.57,286.31,282.22,279.32,279.90,272.76,265.79,260.86,260.49,253.39,252.81,250.25,248.02,242.65,249.69,245.21,245.62,238.95,238.40,239.00,237.01,233.65,239.92,238.67,242.75,238.41,242.00,245.42,241.66,254.65,246.13,253.09,255.16,252.80,248.27,246.75,229.70,218.94,243.69,246.80,250.97,244.20,242.49,256.31,255.83,243.37,244.53,249.22,242.60,232.90,233.84,230.87,231.19,238.48,247.29,205.66,212.47,138.52,257.89,288.38,275.43,276.95,267.40,274.43,261.61,272.02,270.38,264.36,271.66,275.77,273.29,285.65,291.51,293.66,286.62,297.52,290.68,290.85,286.50,283.34,273.39,295.47,285.13,289.59,281.29,309.93,279.07,277.09,270.05,267.03,270.16,273.63,262.43,263.63,267.87,273.22,277.78,274.28,273.37,279.53,284.95,303.51,298.45,300.01,295.06,292.99,292.91,306.68,277.05,309.19,305.96,298.35,296.19,307.72,307.02,302.90,303.69,301.82,300.05,310.17,314.50,315.98,315.02,329.54,309.76,299.59,306.55,301.94,307.35,287.02,279.87,279.98,291.09,295.58,285.20,279.25,297.08,334.18,439.34,345.93,,,,173.35,473.30,,,,,
2006-01-23 22:16:59.639000,L5,268.69,270.72,273.46,269.05,268.57,266.18,261.86,260.44,260.86,257.36,264.10,459.15,435.49,366.43,358.65,356.04,358.34,350.84,359.57,370.61,359.53,354.07,352.12,353.31,349.86,348.46,341.75,342.38,336.01,335.65,336.38,331.64,328.83,330.39,333.42,330.08,337.69,325.52,324.27,322.36,326.76,329.29,328.84,333.80,342.50,331.93,326.20,305.57,306.54,309.06,314.13,303.31,303.28,299.73,300.24,295.86,297.11,296.59,315.60,318.45,334.79,335.07,316.76,311.97,315.67,323.13,323.50,326.80,320.16,340.84,344.35,359.02,373.14,368.94,354.44,349.46,342.15,339.61,332.13,327.60,322.97,324.83,321.79,325.33,311.91,315.01,324.47,319.81,325.44,328.03,343.56,347.44,353.03,357.11,367.00,365.58,368.29,366.64,360.48,369.31,370.50,355.69,355.41,359.31,358.00,371.48,367.90,367.64,371.85,366.28,366.21,369.96,370.56,365.46,367.89,395.82,370.87,374.61,385.38,379.62,382.50,369.75,371.14,372.98,380.54,384.31,384.33,387.66,365.13,364.04,364.00,365.23,368.64,372.37,369.07,366.39,363.25,361.34,359.79,357.14,361.00,361.61,358.97,362.42,354.12,355.54,351.37,348.13,350.29,353.21,348.56,353.73,355.81,355.78,365.93,369.93,372.87,380.85,386.86,388.83,376.70,380.11,376.44,376.68,374.62,368.50,363.59,369.12,369.05,368.76,370.91,385.89,487.46,,,156.75,169.92,184.66,440.73,,264.60,261.67,258.09,259.52,160.85
