dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015
2011-02-06 22:16:56.485000,L5,,,,,,,,,,,,,181.99,199.86,224.97,251.89,243.20,245.35,232.83,269.24,279.33,263.30,261.94,266.09,267.28,266.46,270.09,264.40,248.58,254.54,251.01,256.42,250.65,253.58,254.95,253.90,256.11,252.74,245.36,245.11,241.26,244.13,235.13,235.47,226.69,228.53,223.93,220.83,216.25,216.38,214.12,209.70,208.94,212.58,209.84,213.09,209.63,208.41,206.46,210.30,207.46,211.09,214.19,210.38,198.39,220.44,228.20,229.76,229.88,234.54,229.19,214.59,197.46,222.89,245.37,237.50,243.66,230.20,235.68,227.05,235.59,232.18,230.07,223.25,222.40,221.49,222.70,214.33,213.14,222.62,195.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.66,271.62,272.29,240.08,,,,,,,,,,,,,,,,,,,,,,,,,,239.13,235.56,261.88,218.37,,,,,,,,199.14,297.06,307.64,312.57,309.45,308.75,310.72,309.79,314.78,317.13,315.54,327.69,367.72,415.02,391.45,,,,,408.19,,,,,
2013-05-02 22:28:46.370000,L8,259.57,246.00,,,,,,160.69,175.75,182.31,195.29,214.30,217.46,221.83,284.82,285.97,278.43,282.59,276.36,279.79,272.12,270.96,270.46,276.69,278.02,273.37,279.46,278.83,278.80,283.18,284.47,281.67,279.44,279.77,279.12,272.80,276.51,275.63,279.73,276.75,289.64,275.47,275.73,276.93,246.26,246.43,250.50,245.96,247.07,244.21,244.36,231.13,231.18,270.84,236.79,236.23,237.30,233.82,233.70,239.97,237.51,240.38,234.92,270.33,237.76,268.92,242.71,242.04,242.05,243.64,241.53,232.39,236.17,242.37,244.08,246.05,240.85,251.47,255.97,258.79,258.80,257.13,251.97,240.98,238.74,231.46,233.11,271.83,261.38,243.22,228.46,270.80,142.56,305.64,281.30,273.04,272.85,268.33,267.50,260.91,269.17,274.49,272.65,267.00,274.89,278.67,284.41,289.98,289.09,288.23,286.02,288.82,293.09,284.83,287.75,287.96,290.06,292.80,295.71,291.71,287.44,294.76,290.23,288.65,286.79,292.49,288.30,289.46,289.89,283.35,286.96,292.20,288.23,294.80,301.23,289.22,301.30,301.74,304.20,302.18,296.51,306.26,305.00,290.50,306.34,304.02,300.61,297.00,298.98,303.28,299.83,299.65,304.38,297.66,309.63,316.82,318.18,319.05,326.71,315.07,309.38,316.15,316.91,317.89,314.30,309.85,306.79,306.95,312.57,312.32,313.42,321.52,491.45,455.78,494.75,193.02,207.97,218.62,207.39,438.63,206.32,185.76,,,
2013-08-13 22:35:09.413000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.62,243.61,245.93,225.61,226.49,248.27,233.10,232.57,220.33,234.33,250.22,226.25,189.13,221.57,218.20,239.67,235.79,231.65,228.57,221.11,201.41,213.84,235.29,239.12,209.15,243.89,240.31,253.61,244.19,,,,267.48,257.05,272.26,242.42,228.96,241.30,239.09,223.80,243.90,252.18,258.33,255.37,258.16,259.85,254.27,263.57,273.11,275.14,279.91,207.52,263.02,258.39,265.49,246.31,238.27,245.99,234.26,240.86,233.02,212.30,224.94,219.28,241.65,272.84,315.22,300.81,,,,,334.84,,,,,
2013-08-22 22:29:00.806000,L8,291.44,276.43,296.00,304.52,312.77,307.66,308.22,294.33,294.70,305.23,288.25,321.73,318.28,326.24,334.60,357.95,352.17,343.26,320.05,325.21,410.93,358.48,356.44,325.74,328.32,369.59,394.92,316.03,378.64,391.21,363.45,357.67,327.69,310.46,368.17,393.96,382.29,370.01,365.97,369.96,385.39,394.24,388.10,338.80,337.89,344.82,354.04,382.25,388.74,369.51,367.66,359.13,356.55,347.07,396.24,448.24,431.23,406.39,425.53,497.22,476.86,435.85,443.05,455.93,439.56,420.55,403.28,409.08,432.57,434.57,395.59,426.39,444.35,408.41,467.28,490.55,499.02,458.90,410.25,397.48,374.91,369.19,397.19,344.23,351.81,357.04,384.06,270.24,322.03,363.61,359.74,401.45,386.41,398.39,398.87,467.06,467.58,489.02,455.58,417.29,412.95,403.46,377.38,356.50,352.98,337.74,339.86,380.37,391.44,297.35,342.46,361.30,382.30,392.77,309.20,325.31,317.61,316.18,393.59,347.97,393.16,385.45,382.63,373.85,362.97,375.61,378.76,369.13,348.07,373.77,407.50,427.26,395.45,408.53,385.46,424.30,450.40,423.44,425.80,317.03,332.09,315.82,361.01,381.05,361.76,325.33,321.29,316.80,321.05,361.26,372.92,357.64,353.94,326.21,328.08,330.12,336.69,372.30,389.36,436.91,440.29,327.75,343.18,337.55,362.00,342.50,340.56,339.20,345.94,333.45,329.89,345.08,479.49,,,298.06,294.53,301.61,310.85,,286.33,290.36,294.41,286.34,303.34
2013-09-07 22:28:59.661000,L8,,,,,,,,,,,,160.04,180.20,203.40,233.12,268.63,265.48,269.26,269.81,265.06,268.41,269.13,263.17,267.66,264.10,270.78,273.22,271.80,273.89,273.56,272.97,270.13,272.14,272.57,267.17,269.96,273.74,254.56,268.84,261.57,266.89,264.90,238.93,241.91,236.42,239.29,233.73,232.86,223.57,224.08,225.08,222.25,221.13,224.73,220.92,217.24,217.37,215.85,215.68,218.46,216.77,221.22,221.57,221.36,229.80,227.83,232.87,229.77,231.82,235.38,234.85,219.84,222.59,228.13,238.48,240.17,235.20,232.89,244.22,255.63,248.45,254.67,251.60,249.01,239.26,229.75,233.25,240.39,235.28,233.98,215.64,199.84,135.51,211.82,259.87,263.25,268.70,265.00,262.95,244.04,253.16,270.36,260.14,241.32,,,,,,,,,,,,,,,161.02,164.66,253.78,271.76,273.34,271.30,289.56,273.25,290.01,289.00,284.40,281.71,280.32,283.54,283.69,289.91,286.24,286.85,287.99,285.75,292.58,273.27,243.23,271.21,273.76,262.08,273.42,288.79,279.26,282.80,305.46,267.26,233.55,140.82,,,,,,,,,,,,,,,,,,,242.47,319.33,346.50,397.47,389.21,,,,152.96,405.18,,,,,
2013-09-23 22:28:51.997000,L8,231.92,215.76,212.58,213.60,204.63,199.06,194.69,201.86,187.39,193.40,214.27,221.43,217.38,228.04,289.49,279.25,280.66,283.71,280.03,281.65,280.66,279.82,274.69,274.07,281.72,284.15,281.82,278.04,282.88,287.07,282.76,286.51,283.02,283.77,282.41,291.19,284.14,291.00,291.37,280.05,278.25,282.80,279.83,288.80,286.78,290.16,284.78,288.41,297.78,301.76,305.21,294.47,287.40,299.49,271.28,277.20,283.10,289.26,282.67,282.34,273.91,285.40,260.90,274.40,283.32,288.69,293.98,309.69,320.64,297.20,304.16,324.16,318.87,326.23,317.16,317.15,315.34,304.22,322.18,263.53,263.27,257.79,258.47,251.65,238.56,238.43,235.12,249.96,237.89,279.06,301.61,334.57,348.35,348.59,350.56,356.84,347.45,329.92,323.49,331.70,328.70,331.62,336.38,289.80,265.78,271.61,286.08,289.16,284.29,291.48,280.26,288.04,295.83,288.79,288.06,294.51,286.19,292.02,300.32,344.47,339.90,345.88,341.07,337.50,377.27,351.59,350.50,340.69,332.04,321.37,343.11,332.29,329.48,345.68,351.54,329.84,341.65,295.38,296.02,307.92,291.38,299.77,285.68,286.59,284.67,293.04,287.76,283.89,289.86,297.01,305.84,325.03,338.82,337.49,336.13,350.40,347.75,353.10,368.84,474.12,500.05,456.28,462.24,458.44,463.36,,,391.18,362.79,408.67,436.03,409.74,,,,213.04,217.26,224.03,217.53,,228.23,208.81,209.36,194.19,199.26
2013-11-26 22:28:34.840000,L8,,,,,,,,,,,,195.59,212.90,216.23,234.42,261.96,260.14,268.14,266.64,267.29,256.50,266.46,259.37,262.93,260.09,271.06,262.11,269.73,261.81,262.87,261.08,261.65,259.49,258.75,259.65,261.88,262.05,258.02,256.57,263.67,256.07,252.21,244.64,243.07,241.01,239.98,239.74,235.11,229.19,230.62,235.09,228.08,228.99,228.73,228.18,224.16,220.52,223.97,222.31,225.63,227.24,224.36,225.52,226.57,229.36,231.19,233.63,233.48,237.47,241.17,239.55,234.40,227.81,232.87,249.30,245.87,247.98,243.58,240.30,243.21,246.06,321.29,224.98,231.93,230.12,229.83,229.79,228.90,233.40,234.95,222.67,204.64,145.76,211.75,263.34,191.45,256.79,270.29,255.10,168.83,156.29,,,,,,,,,,,,,255.19,287.88,284.93,285.80,290.81,299.98,302.18,302.80,306.14,307.78,309.60,334.84,,,,,,,,,,,,,,,,,,,,,,,171.98,268.97,296.49,279.29,295.76,304.94,304.09,313.27,323.14,315.51,314.95,332.84,313.46,318.00,311.71,329.54,326.01,338.19,311.95,310.83,311.30,313.68,319.36,320.27,344.10,367.33,419.61,410.63,,,,161.55,464.24,,,,,
2013-12-03 22:34:46.544000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.74,261.93,256.89,160.88,251.39,261.10,266.95,265.05,264.03,269.97,275.45,277.95,279.08,276.84,278.53,280.24,282.30,282.44,274.71,260.57,277.34,271.40,271.07,274.94,267.29,277.26,279.11,268.17,263.32,276.07,256.57,169.79,147.24,279.50,224.43,273.57,252.44,253.71,236.95,240.43,276.50,268.88,273.88,273.67,288.38,287.03,284.69,297.94,297.95,295.35,310.47,297.69,282.92,283.82,290.68,290.09,282.32,284.68,278.44,283.38,292.22,290.38,292.84,295.30,324.58,387.91,328.23,,,,,361.74,,,,,
2013-12-28 22:28:23.669000,L8,278.34,273.38,269.70,264.39,261.50,267.28,264.11,266.96,263.78,262.40,273.66,297.20,303.44,296.29,330.27,313.93,306.96,297.23,329.57,290.10,291.92,328.14,329.59,321.97,351.63,284.94,280.49,301.29,311.68,320.17,281.77,319.45,285.29,290.95,339.88,298.23,391.05,413.62,407.83,438.29,341.85,296.20,291.63,301.20,329.90,332.72,329.20,335.99,293.30,311.48,366.42,307.16,294.66,280.35,306.07,328.99,336.14,340.04,369.80,334.22,356.91,316.23,343.38,381.66,333.70,350.16,428.49,408.88,375.87,408.73,353.81,379.04,364.73,370.94,429.52,423.32,395.08,465.56,493.66,484.62,503.33,497.26,469.20,354.59,409.25,343.25,364.66,373.99,340.80,324.99,319.00,338.83,397.45,419.55,453.12,449.33,397.65,458.37,363.80,450.22,429.41,429.57,411.24,417.40,393.95,319.41,341.85,356.37,358.91,350.35,343.98,367.12,353.15,342.78,348.71,395.07,416.13,402.23,375.49,384.81,371.91,377.71,368.14,379.09,391.22,387.07,397.93,467.12,498.74,496.88,494.34,487.06,429.48,457.03,380.20,406.67,423.58,436.23,443.70,432.97,421.58,401.92,379.63,379.69,384.66,395.95,389.59,382.98,392.17,394.76,406.04,411.73,443.98,405.92,410.01,422.36,404.14,385.99,392.96,397.42,405.36,418.17,423.99,426.15,399.68,413.07,421.21,423.80,404.55,388.53,405.47,427.11,450.31,486.92,508.17,263.73,306.48,323.17,312.11,519.20,289.35,281.61,268.55,273.36,281.50
2014-02-05 22:34:08.735000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.07,316.80,296.65,299.44,299.90,295.52,295.13,304.35,310.55,334.45,354.39,358.45,357.21,363.30,367.29,366.36,344.64,335.32,337.46,334.76,343.25,339.65,341.29,345.95,352.62,345.97,356.39,349.87,337.22,337.96,357.08,365.67,348.71,332.90,332.85,346.05,361.38,364.27,364.58,369.05,373.26,372.18,356.29,362.83,363.45,370.67,371.18,360.65,351.83,359.37,357.58,356.01,367.98,359.99,354.62,360.31,352.61,344.19,339.94,347.66,354.91,358.24,361.09,366.95,309.38,310.89,304.62,305.49,304.38,306.46,312.04,314.42,316.24,379.40,384.79,400.20,403.92,401.44,396.52,391.71,391.29,508.12,514.31,491.41,480.26,489.20,521.44,386.46,387.47,398.92,424.68,,,,,,,,,,,,,
2014-06-22 22:26:41.138000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.05,175.46,171.11,204.49,209.56,221.70,208.81,222.20,223.00,215.17,212.45,206.46,196.31,208.91,,,,,,,,,,,,,,,,,,,,,,,,,167.93,217.51,224.98,216.46,199.38,161.48,,,,,,,,,,,,,224.52,231.98,202.10,236.80,231.77,249.12,242.97,212.50,196.32,168.39,145.25,145.49,,245.26,218.35,232.08,,212.37,225.53,200.57,163.74,,,235.13,238.32,249.37,226.90,262.13,272.56,,,182.45,257.52,232.14,220.48,239.61,224.96,205.88,170.82,164.17,162.15,171.20,200.07,184.96,291.38,301.41,,,,,268.60,,,,,
2014-10-12 22:27:11.441000,L8,,,210.64,218.12,221.78,164.33,166.99,199.50,182.25,190.51,211.45,186.15,215.42,228.01,243.01,276.04,277.71,285.60,276.69,276.33,278.36,289.67,285.00,279.60,276.19,272.75,271.67,268.93,274.60,275.81,274.38,281.13,291.78,273.87,282.58,295.22,274.87,281.51,283.41,279.07,280.32,282.78,268.09,258.47,256.04,256.74,260.45,276.22,253.72,275.66,255.34,252.56,279.18,241.70,259.59,250.93,266.85,252.28,252.95,261.13,259.15,265.67,261.48,258.34,253.67,267.62,281.60,275.24,281.78,288.24,296.64,226.72,312.21,300.99,299.21,293.26,292.06,289.65,249.22,264.33,256.51,257.71,252.46,240.13,240.34,230.90,233.81,237.54,236.65,264.31,279.52,339.84,275.36,320.40,339.94,331.02,272.55,274.82,311.86,318.75,317.42,267.02,276.42,269.94,264.25,273.20,280.12,280.09,281.18,282.05,283.91,280.90,287.10,285.18,281.37,283.57,287.26,286.45,296.44,332.83,338.30,347.36,344.34,338.27,335.84,345.24,350.44,312.82,316.88,327.25,332.16,336.83,315.99,315.31,311.24,314.72,344.45,295.81,293.44,291.40,291.69,295.98,296.68,295.30,309.24,309.06,314.21,303.35,307.21,509.59,511.23,524.01,503.59,493.96,517.86,322.93,322.85,324.81,505.90,513.69,494.02,485.53,482.64,500.41,476.56,306.46,311.99,309.29,351.42,355.87,369.31,422.58,505.92,,,208.75,215.96,223.83,216.95,,217.18,201.58,203.07,191.25,188.38
2014-10-28 22:27:08.358000,L8,,,,,,,,,,,,171.45,205.56,212.92,234.77,267.01,276.06,265.96,225.41,203.03,201.87,215.83,278.00,227.30,256.66,,,,,505.18,411.52,307.54,298.44,307.62,187.23,196.92,,,282.31,247.13,230.41,237.46,201.88,229.74,232.50,233.84,228.85,228.75,224.39,223.48,228.65,225.94,221.19,229.03,228.84,222.19,219.90,220.36,220.36,222.33,222.13,223.04,222.61,222.55,219.20,232.50,223.08,192.61,303.80,280.76,158.54,,205.81,232.69,241.42,245.69,244.31,242.52,242.83,252.95,249.24,247.94,244.36,231.12,231.32,224.34,224.79,227.84,229.36,234.56,221.08,206.77,143.31,210.73,260.47,267.07,267.23,266.87,263.30,258.33,261.46,263.24,264.10,264.23,260.68,264.41,273.63,275.47,275.24,276.57,272.79,275.16,279.95,277.12,278.85,277.85,279.23,283.33,290.02,292.30,291.17,301.24,294.75,297.72,297.19,300.43,294.96,294.77,292.60,288.54,285.86,288.19,284.32,290.08,293.09,287.92,295.72,291.08,289.39,284.30,287.72,288.41,291.24,287.44,300.23,300.98,299.50,294.23,293.97,295.50,293.88,291.61,204.60,162.58,,,318.93,315.49,321.58,307.72,302.44,296.68,312.49,298.53,306.93,306.11,303.20,307.34,314.09,308.02,314.97,317.94,363.56,460.20,409.49,,,,160.95,483.09,,,,,
2014-12-15 22:27:04.889000,L8,273.12,279.89,316.13,334.86,311.70,295.45,311.84,325.08,362.80,348.76,285.14,326.09,436.91,448.88,390.12,401.71,395.49,375.29,332.42,367.30,323.23,381.86,415.56,372.65,344.30,331.92,321.01,299.36,341.09,342.27,318.39,321.02,397.01,393.72,409.45,392.57,349.17,369.35,349.81,410.81,341.76,348.85,356.21,351.87,355.49,364.58,378.49,409.64,364.02,384.70,369.70,348.78,350.12,390.35,390.50,394.16,391.02,397.05,420.10,448.23,427.02,400.13,409.58,418.41,420.30,472.16,351.51,314.43,383.73,472.32,518.85,360.45,357.24,390.52,496.20,442.70,469.01,414.61,482.44,449.86,504.91,499.11,529.62,408.57,416.94,427.62,401.75,438.20,421.27,426.64,400.31,416.41,453.83,465.74,462.92,464.31,447.28,358.99,392.46,454.73,427.06,380.20,368.02,360.74,328.78,377.41,346.37,347.31,362.34,345.62,376.41,366.42,366.39,352.83,431.16,417.80,386.90,414.69,389.51,366.03,368.96,397.87,389.21,373.92,372.28,378.72,382.21,372.12,380.06,379.05,444.28,400.21,406.24,440.87,480.91,401.45,360.24,382.39,379.39,386.16,405.75,388.84,379.76,356.86,358.12,372.05,386.94,392.82,380.46,372.06,372.39,375.55,369.49,373.51,368.68,371.81,367.92,378.46,381.64,388.61,380.44,385.69,413.77,405.72,387.31,398.89,403.97,420.09,403.81,422.26,413.44,426.76,513.96,,,329.60,287.43,300.14,327.08,,306.99,302.36,336.60,324.86,326.52
2014-12-31 22:26:59.445000,L8,,,,144.00,262.31,259.62,257.38,173.85,182.63,253.45,250.70,254.40,217.75,262.63,259.88,272.61,278.61,278.36,272.76,280.55,266.56,264.39,267.43,265.80,266.55,263.30,261.60,262.20,258.53,265.83,262.95,269.93,264.30,260.10,268.22,267.62,275.38,506.97,483.80,509.69,502.24,473.24,272.96,273.62,269.80,262.93,268.20,268.18,274.57,273.55,264.55,262.03,264.62,262.99,255.07,254.62,259.60,255.72,243.10,251.36,255.11,251.81,255.10,256.06,258.40,256.21,259.74,268.00,349.22,327.02,297.16,286.30,257.04,294.28,289.45,285.56,281.27,278.14,252.11,260.88,260.67,254.52,245.59,241.23,240.46,241.12,235.29,245.35,393.36,382.99,,,,,,,,,,,,368.20,378.53,402.40,522.92,278.65,286.24,292.40,288.00,291.92,292.00,293.25,294.94,292.43,296.17,318.30,319.50,318.43,317.24,320.94,320.97,331.69,324.39,320.89,320.90,319.63,354.24,316.48,308.43,344.61,343.51,316.37,312.80,323.52,324.95,316.83,316.49,316.38,308.79,306.26,300.95,303.54,301.24,294.73,298.66,302.23,293.00,289.34,291.80,288.98,290.64,293.72,299.13,296.58,301.37,309.60,314.56,318.38,322.80,318.53,324.41,320.61,330.82,329.85,331.47,335.93,462.24,487.18,514.87,,,,,,,187.59,208.66,214.95,230.70,,250.90,220.13,246.82,256.53,169.56
2015-01-07 22:33:12.225000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.07,281.67,288.98,315.62,257.98,327.61,329.98,332.45,325.09,320.59,313.44,318.66,315.40,315.60,316.07,302.24,298.42,304.89,319.70,325.86,310.27,302.74,312.42,320.54,317.36,306.86,316.01,329.57,340.70,339.91,346.17,342.68,338.42,347.67,342.21,334.27,338.55,348.42,344.44,343.36,334.74,330.79,336.55,336.93,345.17,348.97,345.81,344.17,346.20,338.07,333.84,332.39,327.44,326.03,314.06,295.98,307.12,304.30,302.15,299.46,303.73,300.53,295.78,301.46,312.02,303.14,312.79,496.04,497.49,497.99,483.62,485.81,330.68,324.78,348.39,350.21,348.73,348.91,350.59,360.43,358.74,355.28,354.51,370.13,451.11,,,,,,,,,,,,
2015-04-06 22:26:20.815000,L8,216.92,253.29,260.64,152.13,160.87,169.89,162.75,187.63,184.65,185.97,193.42,217.19,223.08,213.11,267.32,280.10,279.46,272.57,280.03,273.65,276.28,271.11,267.05,275.49,271.37,269.66,267.15,266.26,267.86,268.84,273.65,267.71,272.43,268.87,272.33,275.17,271.05,271.60,265.86,270.25,267.80,275.61,276.24,277.13,272.64,271.69,274.69,264.95,270.01,269.74,260.11,266.01,265.79,263.86,262.85,268.77,264.87,255.81,259.55,258.70,257.31,253.46,260.22,271.70,274.33,276.31,275.27,278.99,279.17,274.04,249.11,228.02,232.79,230.56,251.99,249.53,247.88,241.87,251.90,268.34,259.80,267.32,265.78,255.65,255.21,233.66,250.52,253.07,241.19,246.27,257.04,284.76,266.61,298.15,311.29,313.76,271.80,271.20,265.72,260.17,268.25,276.37,271.13,267.27,272.19,278.80,286.51,291.65,293.87,294.07,280.74,296.68,293.79,286.91,298.92,291.46,290.40,304.76,302.65,303.86,300.35,306.98,286.29,291.16,292.30,301.30,293.33,286.67,284.12,285.21,285.79,283.71,286.15,294.89,289.58,288.01,314.65,300.99,301.04,302.88,293.61,305.74,309.78,295.66,310.88,307.17,302.38,296.58,302.58,301.27,295.75,302.92,308.09,300.32,314.65,316.64,319.56,321.54,334.10,316.48,307.16,306.34,314.03,308.59,303.67,306.55,292.46,295.02,302.35,302.33,302.86,312.29,354.15,484.67,501.96,196.89,214.36,221.74,219.53,505.54,208.78,201.07,200.11,195.28,167.83
2015-04-22 22:26:19.104000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.55,209.60,215.32,217.64,216.02,221.98,228.56,213.68,,,,,194.73,212.51,217.78,165.98,191.61,,,,,,,,,,,165.15,242.05,240.88,229.15,230.54,,,251.11,265.28,255.09,252.06,227.41,221.32,250.18,239.96,236.98,230.62,231.61,250.55,226.56,194.27,224.19,201.49,242.73,239.70,235.04,232.42,220.30,200.72,203.97,239.90,244.30,219.41,197.14,251.11,261.45,255.60,220.14,272.35,259.76,272.59,267.07,279.85,243.65,237.36,247.46,239.97,223.30,238.52,250.13,260.93,249.41,258.55,261.14,254.02,268.92,267.37,280.64,282.54,185.57,245.08,187.96,270.93,244.70,237.62,248.93,234.23,231.87,220.63,207.97,218.37,212.58,243.61,275.75,318.68,305.98,,,,,333.56,,,,,
2015-07-11 22:26:29.559000,L8,,,,,,,,,,,,168.53,204.86,196.80,233.42,223.64,270.05,269.22,269.10,261.27,261.66,258.34,261.88,262.79,258.12,256.42,260.31,266.11,265.02,255.38,257.58,252.16,259.99,249.01,253.53,259.30,247.57,243.98,248.76,256.82,261.10,256.34,236.06,217.75,223.08,247.65,226.62,224.61,218.99,261.81,205.17,207.57,216.96,218.71,214.09,214.21,212.06,232.67,217.55,212.89,217.90,203.61,207.39,211.37,163.35,170.56,210.43,225.36,221.82,222.59,223.13,213.06,197.93,223.62,229.49,227.06,226.06,227.79,232.68,239.23,235.41,228.49,230.11,227.94,224.38,217.95,228.68,222.80,226.12,209.31,208.14,192.83,,209.85,255.62,257.42,257.98,261.26,259.91,257.90,262.48,264.75,266.97,261.99,262.13,264.18,280.97,285.28,428.36,384.55,361.55,290.29,333.64,258.60,280.72,267.37,277.99,280.80,284.27,284.03,277.64,296.65,314.59,312.41,313.90,288.91,280.03,285.50,280.84,279.85,278.28,274.16,277.43,280.61,283.49,283.88,292.00,290.64,291.87,293.09,284.88,293.44,288.27,269.50,288.37,296.37,284.83,278.99,285.98,287.10,285.41,285.47,288.74,284.30,296.11,299.62,304.85,311.32,316.21,308.49,296.12,303.50,310.98,308.01,307.30,305.78,300.66,303.56,308.54,305.39,305.68,314.55,345.99,399.20,347.90,,,,,409.77,,,,,
2015-09-29 22:26:59.056000,L8,,,,,,,,,,,,,176.15,189.96,218.38,250.24,253.75,257.86,244.41,248.40,236.64,239.67,235.46,237.44,237.60,242.55,243.80,237.54,237.47,223.50,238.92,244.90,243.76,244.11,238.38,246.61,244.03,237.65,238.75,240.31,238.53,232.54,230.63,228.42,228.43,227.17,225.99,223.84,214.90,218.41,217.57,216.63,215.36,216.47,215.40,210.49,209.04,209.91,208.22,209.69,209.49,208.29,208.15,212.83,213.66,215.72,219.83,223.68,221.80,222.06,223.45,209.86,207.83,218.36,230.11,234.76,230.54,231.94,235.96,246.96,239.97,241.74,237.46,230.79,227.40,224.52,225.43,226.94,225.71,220.63,205.62,182.54,,186.24,238.81,248.34,254.43,252.03,244.08,246.94,246.72,253.75,249.82,245.94,252.18,249.80,262.55,270.20,262.60,266.71,261.42,265.84,269.04,263.88,264.27,261.79,264.46,266.01,267.05,265.37,257.11,254.15,259.12,247.10,240.68,246.27,239.70,234.78,229.43,238.12,243.48,212.31,236.39,245.04,256.07,244.81,219.60,258.04,247.64,155.19,,,,,,,,,,,,,247.40,247.57,259.93,257.35,264.39,260.80,176.59,,,,,,,,,,,,,,,,,,,,,,,,,,
