dates,nzd0549-0000,nzd0549-0001,nzd0549-0002,nzd0549-0003,nzd0549-0004,nzd0549-0005,nzd0549-0006,nzd0549-0007,nzd0549-0008,nzd0549-0009,nzd0549-0010,nzd0549-0011,nzd0549-0012,nzd0549-0013,nzd0549-0014,nzd0549-0015,nzd0549-0017,nzd0549-0018,nzd0549-0019,nzd0549-0020,nzd0549-0021,nzd0549-0022,nzd0549-0023,nzd0549-0024,nzd0549-0025,nzd0549-0026,nzd0549-0027,nzd0549-0028,nzd0549-0029,nzd0549-0030,nzd0549-0031,nzd0549-0032,nzd0549-0033,nzd0549-0034,nzd0549-0035,nzd0549-0036,nzd0549-0037,nzd0549-0048,nzd0549-0049,nzd0549-0050,nzd0549-0051,nzd0549-0052,nzd0549-0053,nzd0549-0054,nzd0549-0055,nzd0549-0056,nzd0549-0057,nzd0549-0058,nzd0549-0059,nzd0549-0060,nzd0549-0061,nzd0549-0062,nzd0549-0063,nzd0549-0064,nzd0549-0069,nzd0549-0070,nzd0549-0071,nzd0549-0072,nzd0549-0073,nzd0549-0074,nzd0549-0079,nzd0549-0080,nzd0549-0081,nzd0549-0082,nzd0549-0083,nzd0549-0084,nzd0549-0085,nzd0549-0086,nzd0549-0101,nzd0549-0102,nzd0549-0103,nzd0549-0114,nzd0549-0115,nzd0549-0116,nzd0549-0118,nzd0549-0119,nzd0549-0120,nzd0549-0121,nzd0549-0122,nzd0549-0123,nzd0549-0124,nzd0549-0125,nzd0549-0126,nzd0549-0127,nzd0549-0128,nzd0549-0129,nzd0549-0130,nzd0549-0131,nzd0549-0132,nzd0549-0138,nzd0549-0139,nzd0549-0140,nzd0549-0141,nzd0549-0142,nzd0549-0144,nzd0549-0145,nzd0549-0146,nzd0549-0147,nzd0549-0148,nzd0549-0149,nzd0549-0150,nzd0549-0151,nzd0549-0152,nzd0549-0153,nzd0549-0154,nzd0549-0155,nzd0549-0156,nzd0549-0157,nzd0549-0158,nzd0549-0159,nzd0549-0160,nzd0549-0161,nzd0549-0162,nzd0549-0163,nzd0549-0164,nzd0549-0165,nzd0549-0166,nzd0549-0167,nzd0549-0168,nzd0549-0169,nzd0549-0170,nzd0549-0171,nzd0549-0172,nzd0549-0174,nzd0549-0175,nzd0549-0176,nzd0549-0177,nzd0549-0178,nzd0549-0179,nzd0549-0180,nzd0549-0181,nzd0549-0182,nzd0549-0183,nzd0549-0184,nzd0549-0185,nzd0549-0186,nzd0549-0187,nzd0549-0188,nzd0549-0189,nzd0549-0190,nzd0549-0191,nzd0549-0192,nzd0549-0193,nzd0549-0194,nzd0549-0046,nzd0549-0047,nzd0549-0065,nzd0549-0066,nzd0549-0078,nzd0549-0105,nzd0549-0106,nzd0549-0107,nzd0549-0108,nzd0549-0109,nzd0549-0113,nzd0549-0117,nzd0549-0133,nzd0549-0134,nzd0549-0135,nzd0549-0136,nzd0549-0137,nzd0549-0173,nzd0549-0016,nzd0549-0076,nzd0549-0077,nzd0549-0087,nzd0549-0088,nzd0549-0089,nzd0549-0090,nzd0549-0091,nzd0549-0092,nzd0549-0093,nzd0549-0094,nzd0549-0098,nzd0549-0099,nzd0549-0100,nzd0549-0104,nzd0549-0111,nzd0549-0112,nzd0549-0143,nzd0549-0095,nzd0549-0096,nzd0549-0097,nzd0549-0075,nzd0549-0038,nzd0549-0045,nzd0549-0067,nzd0549-0068,nzd0549-0110,nzd0549-0043,nzd0549-0044,nzd0549-0040,nzd0549-0041,nzd0549-0042,nzd0549-0039,satname
2022-03-09 22:20:49.257,343.8666666666666,308.285,312.6766666666667,253.38833333333332,181.14,,,,346.20000000000005,304.35,292.1,239.1,,,,,,,,,,,,,146.9,295.85,313.6,,,,326.23,,155.40875,195.96833333333333,289.2142857142857,302.83142857142855,401.06666666666666,379.5366666666667,457.73,467.1,478.2133333333333,493.08,504.75874999999996,499.14,505.16399999999993,500.42571428571426,487.8,440.2357142857143,442.05125,347.40875,237.5375,240.9525,220.75625000000002,213.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.43,506.55,501.88,495.09,482.02,473.65,474.4,471.6,462.65,460.67,456.97,450.25,442.23,435.06,462.225,447.07,433.205,399.99,425.39,403.51,400.81,403.99,383.17,376.91,366.55,390.595,368.55,365.59,359.72,353.92,343.36,365.23,341.97,334.67,326.07,337.0933333333333,370.88428571428574,190.96714285714285,191.86625,,,,,,,,,,,,,,442.69,,,,,,,,,,,,,,,,,,,,,,,,430.35600000000005,177.03428571428572,,,399.09666666666664,412.8,,,408.64,,L9
2022-03-17 22:20:41.710,343.93285714285713,308.3,308.7985714285714,253.41428571428568,180.79285714285714,,,,346.20000000000005,304.35,292.1,239.1,,,,,,,,,,,,,146.9,295.85,313.6,,,,326.23,,154.5,192.80428571428573,289.115,302.67875,395.50857142857143,381.9414285714286,458.07,467.98555555555555,479.7871428571429,493.7733333333333,505.02777777777777,499.2625,505.16399999999993,500.83375,487.46000000000004,439.15125,441.1044444444444,347.6277777777778,238.02333333333334,242.04333333333332,220.91222222222223,213.10444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.43,506.55,501.88,495.09,482.02,473.65,474.4,471.6,462.65,460.67,456.97,450.25,442.23,435.06,462.225,447.07,433.205,399.99,425.39,403.51,400.81,403.99,383.17,376.91,366.55,390.595,368.55,365.59,359.72,353.92,343.36,365.23,341.97,334.67,326.07,363.99,377.06875,191.265,191.89666666666665,,,,,,,,,,,,,,442.69,,,,,,,,,,,,,,,,,,,,,,,,430.945,177.675,,,398.90142857142854,413.534,,,408.64,,L8
2022-03-24 22:26:46.974,343.93285714285713,300.97499999999997,304.1266666666666,249.18666666666664,177.355,,,,355.9166666666667,306.6033333333333,304.03,239.1,,,,,,,,,,,,,148.07,281.63,310.36,,,,326.23,,154.56625,192.80428571428573,288.12142857142857,302.5242857142857,392.63166666666666,390.0416666666667,461.3014285714286,468.245,479.7871428571429,493.5875,505.2125,500.03142857142853,505.5174999999999,501.2214285714286,490.785,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,507.33000000000004,504.98,495.465,481.275,470.565,473.625,470.73,461.325,459.39,456.055,447.52,440.935,434.41499999999996,455.58666666666664,440.56333333333333,426.0233333333333,400.305,416.75666666666666,402.15,400.315,403.15999999999997,382.29,376.55,366.48,383.3833333333334,367.23,366.115,358.185,353.67,342.57,357.1033333333333,340.83500000000004,333.85,324.21000000000004,422.8333333333333,396.8757142857143,190.14142857142855,191.8175,,,,,,,,,,,,,,442.95500000000004,,,,,,,,,,,,,,,,,,,,,,,,430.945,177.1357142857143,,,402.045,413.534,,,408.64,,L8
2022-04-10 22:20:41.030,339.2325,300.4414285714286,305.36857142857144,246.6,175.93285714285713,,,,355.9166666666667,306.6033333333333,304.03,239.1,,,,,,,,,,,,,148.07,281.63,310.36,,,,326.23,,153.58333333333334,190.1575,288.2325,302.45250000000004,392.63166666666666,391.09000000000003,460.93875,464.1777777777778,479.7871428571429,493.5875,505.2125,500.03142857142853,505.5174999999999,501.2214285714286,490.785,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,,,,,,506.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,507.33000000000004,504.98,495.465,481.275,470.565,473.625,470.73,461.325,459.39,456.055,447.52,440.935,434.41499999999996,455.58666666666664,440.56333333333333,426.0233333333333,400.305,416.75666666666666,402.15,400.315,403.15999999999997,382.29,376.55,366.48,383.3833333333334,367.23,366.115,358.185,353.67,342.57,357.1033333333333,340.83500000000004,333.85,324.21000000000004,428.02750000000003,400.41125,190.14142857142855,191.8175,,,,,,,,,,,,,,442.95500000000004,,,,,,,,,,,,,,,,,,,,,,,,430.945,177.1357142857143,,,401.99333333333334,414.0183333333334,,,408.64,,L9
2022-04-10 22:21:04.997,335.5811111111111,300.4414285714286,306.33625,244.83125,174.90625,,,,355.9166666666667,306.6033333333333,304.03,239.1,,,,,,,,,,,,,148.07,281.63,310.36,,,,326.23,,152.73,187.96444444444444,288.30555555555554,302.3888888888889,393.90857142857146,391.80875,460.6455555555556,460.95799999999997,479.7871428571429,493.5875,505.2125,500.03142857142853,505.5174999999999,501.2214285714286,490.785,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,,,,,,507.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,507.33000000000004,504.98,495.465,481.275,470.565,473.625,470.73,461.325,459.39,456.055,447.52,440.935,434.41499999999996,455.58666666666664,440.56333333333333,426.0233333333333,400.305,416.75666666666666,402.15,400.315,403.15999999999997,382.29,376.55,366.48,383.3833333333334,367.23,366.115,358.185,353.67,342.57,357.1033333333333,340.83500000000004,333.85,324.21000000000004,431.08599999999996,403.1433333333333,190.14142857142855,191.8175,,,,,,,,,,,,,,442.95500000000004,,,,,,,,,,,,,,,,,,,,,,,,431.04857142857145,177.1357142857143,,,401.9,414.32000000000005,,,408.64,,L9
2022-04-17 22:26:46.754,335.5811111111111,300.4414285714286,306.33625,244.83125,174.90625,,,,359.6025,308.085,310.2775,255.805,,,,,,,,,,,,,144.74666666666667,274.4425,311.3,419.62,,,326.23,,152.73,187.96444444444444,288.30555555555554,302.3888888888889,393.90857142857146,391.80875,459.437,455.4218181818182,479.7871428571429,493.5875,505.2125,470.01374999999996,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,507.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,508.32,505.84,497.4166666666667,483.75333333333333,468.97333333333336,475.6033333333333,471.75666666666666,462.3666666666666,459.2866666666667,455.78999999999996,446.78000000000003,440.8666666666666,433.82666666666665,451.65,436.7625,421.7,399.70666666666665,412.14750000000004,400.9066666666667,400.51,402.94,380.3500000000001,374.31,365.41333333333336,378.385,363.57666666666665,364.25,355.77,352.2366666666667,339.3433333333333,352.7175,338.29,331.6466666666667,321.8066666666667,431.08599999999996,403.1433333333333,190.14142857142855,191.8175,,,,,,,,,,,,,,442.08,,,,,,,,,,,,,,,,,,,,,,,,431.04857142857145,177.1357142857143,,,401.9,414.32000000000005,,,408.64,,L9
2022-04-26 22:20:56.649,330.428,307.00875,307.6744444444444,245.84444444444443,175.7,,,,359.6025,308.085,310.2775,255.805,,,,,,,,,,,,,144.74666666666667,274.4425,311.3,419.62,,,326.23,,152.73,183.68099999999998,288.158,301.025,393.90857142857146,394.4122222222222,460.0,455.4218181818182,476.9825,493.94777777777773,504.51555555555547,447.97888888888883,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,507.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,508.32,505.84,497.4166666666667,483.75333333333333,468.97333333333336,475.6033333333333,471.75666666666666,462.3666666666666,459.2866666666667,455.78999999999996,446.78000000000003,440.8666666666666,433.82666666666665,451.65,436.7625,421.7,399.70666666666665,412.14750000000004,400.9066666666667,400.51,402.94,380.3500000000001,374.31,365.41333333333336,378.385,363.57666666666665,364.25,355.77,352.2366666666667,339.3433333333333,352.7175,338.29,331.6466666666667,321.8066666666667,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,502.9,,,,,,,,,,,,,442.08,,,468.83,,,,,,,,,,,,,,,,,,,,,431.7925,177.1357142857143,,,402.70454545454544,415.185,,,394.115,,L9
2022-05-03 22:26:41.464,330.428,307.00875,307.6744444444444,245.84444444444443,175.7,,,,363.762,309.748,314.816,255.805,,,,,,,,,,,,,145.28,272.68199999999996,315.9175,434.93,,,326.23,,152.73,183.68099999999998,288.158,301.025,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,507.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,472.5875,463.055,460.3075,455.8225,447.6125,440.985,433.68,449.35200000000003,434.43199999999996,418.96400000000006,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,502.9,,,,,,,,,,,,,441.9175,,,464.49,,,,,,,,,,,,,,,,,,,,,431.7925,177.1357142857143,,,402.70454545454544,415.185,,,394.115,,L9
2022-05-04 22:20:37.713,330.428,307.00875,307.6744444444444,245.84444444444443,175.7,,,,363.762,312.4633333333333,314.816,255.805,,,,,,,,,,,,,145.28,272.68199999999996,315.9175,434.93,,,326.23,,152.73,183.68099999999998,288.158,301.025,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,495.19666666666666,484.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.43,,,,,,,,,,,452.3,433.85,420.38,265.66,,,217.01,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,472.5875,463.055,462.526,460.04799999999994,447.6125,440.985,426.65200000000004,445.24,434.43199999999996,410.26,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,477.67499999999995,,,,,,,,414.18,,313.58,,,446.244,,,458.5533333333333,,,,,,,,,,,,,,,,,,,,,431.7925,177.1357142857143,,,402.70454545454544,415.185,,,394.115,,L8
2022-05-04 22:21:01.681,330.428,307.00875,307.6744444444444,245.84444444444443,175.7,,,,363.762,312.4633333333333,314.816,255.805,,,,,,,,,,,,,145.28,272.68199999999996,315.9175,434.93,,,326.23,288.83,152.73,183.68099999999998,288.158,301.025,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,495.19666666666666,484.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.84,,,,,,,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,470.34666666666664,,,,,,,,412.42,,315.79499999999996,301.19,,450.22333333333336,,,456.6175,,,,,,,,,,,,,,,,,,,,,431.7925,177.1357142857143,,,402.70454545454544,415.185,,,394.115,,L8
2022-05-28 22:20:18.438,330.428,317.74111111111114,314.327,254.45999999999998,175.7,,,,363.762,316.2657142857143,314.816,255.805,,,,,,,,,,,377.65,,145.28,272.68199999999996,316.39,450.90000000000003,,,326.23,288.83,152.73,183.68099999999998,288.158,301.025,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,495.19666666666666,428.49,518.97,,263.46,208.84,,,267.35,,,474.24,,,199.58,,,,,,,,,,,,,,,245.84,,,,,,,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,470.34666666666664,384.6,,,,,455.52,208.72,412.99666666666667,,315.79499999999996,301.19,,450.22333333333336,,,456.6175,,,,,,,,,445.53,,,,381.23,416.5,,,,,,,431.7925,177.1357142857143,,352.73,402.70454545454544,415.185,,,394.115,,L9
2022-06-05 22:20:51.340,330.428,323.283,317.80636363636364,259.74727272727273,175.7,,,,363.762,316.2657142857143,316.995,255.805,,,,,,,,,,,377.65,,145.28,265.415,316.39,450.90000000000003,143.02,181.45,326.23,288.83,152.73,183.68099999999998,289.40000000000003,301.84090909090907,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,495.19666666666666,409.6366666666666,512.515,,258.52,206.47500000000002,,,267.35,439.57,,474.24,,,199.58,,,,,,,,,,,,,,,245.84,,,,,,,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,470.34666666666664,399.02,405.56,,,435.89,455.52,208.72,412.99666666666667,,315.79499999999996,301.19,,450.22333333333336,,,456.6175,,,,445.52,,,445.28,,445.53,,,,366.135,416.5,,,,,,,431.7925,177.1357142857143,,361.405,402.70454545454544,415.185,,,394.115,,L8
2022-06-05 22:21:15.307,330.428,329.13000000000005,321.51166666666666,265.2808333333333,175.7,,,,363.762,315.92875,320.2371428571428,256.07,,,,,,,,,,,377.65,,145.28,267.1271428571428,316.39,442.2925,143.02,181.45,326.23,288.83,152.73,183.68099999999998,289.40000000000003,303.0941666666667,393.90857142857146,394.4122222222222,458.0233333333333,449.0758333333333,459.53888888888895,493.94777777777773,504.51555555555547,428.38899999999995,503.242,500.765,487.8633333333334,441.26142857142855,442.64625,348.6975,239.53125,245.05999999999997,220.45749999999998,212.71125,,474.0,,,,,495.19666666666666,394.78499999999997,512.515,,258.52,206.47500000000002,,,267.35,439.57,,474.24,,342.41,199.58,,,387.53,377.22,,,,,,,,498.55,399.45,,245.84,,,,,,,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,363.4425,355.03499999999997,351.8375,338.72,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,406.15299999999996,190.14142857142855,191.8175,470.34666666666664,399.02,405.56,505.45,,444.96500000000003,455.52,208.72,414.765,,315.79499999999996,301.19,362.11,450.22333333333336,,,456.6175,,,,445.52,,,445.28,,445.53,,,,366.135,416.5,,,,,,,431.7925,177.1357142857143,,361.405,402.70454545454544,415.185,,,394.115,,L8
2022-06-21 22:21:00.653,326.6666666666667,329.13000000000005,321.51166666666666,265.2808333333333,175.7,,,,363.762,315.92875,320.2371428571428,256.07,,,,,,,,,,,377.65,,145.28,267.1271428571428,316.39,442.2925,143.02,181.45,326.23,288.83,151.8022222222222,183.68099999999998,289.298,303.21636363636367,393.90857142857146,394.4122222222222,458.1318181818182,447.2754545454545,459.53888888888895,494.0225,504.97249999999997,421.1544444444444,502.285,501.3014285714285,488.9387500000001,441.26142857142855,445.1714285714285,349.6642857142857,241.72714285714287,248.4585714285714,220.02714285714288,212.1457142857143,,474.0,,,,,495.19666666666666,383.834,505.91333333333336,,258.52,206.47500000000002,283.64,316.54,267.35,439.57,,474.24,,339.92,199.58,,433.95,389.945,372.165,334.36,280.13,212.08,162.79,,,357.26,498.55,399.45,,244.72333333333336,,,,221.04,391.31,322.89,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,365.1625,375.596,362.1675,365.906,359.696,355.788,331.056,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,422.1088888888888,190.15499999999997,192.39857142857142,470.34666666666664,399.02,405.56,505.45,,444.96500000000003,455.52,208.72,414.765,279.68,308.74,317.165,362.11,450.22333333333336,,,456.6175,,,,445.52,,,445.28,,445.53,,,,366.135,416.5,,,,,,,433.02857142857147,177.13333333333335,,361.405,402.70454545454544,416.92857142857144,,,394.115,,L8
2022-06-21 22:21:24.625,326.6666666666667,329.13000000000005,321.51166666666666,265.2808333333333,175.7,,,,363.762,315.92875,320.2371428571428,256.07,,,,,,,,,,,377.65,,145.28,267.1271428571428,316.39,442.2925,143.02,181.45,326.23,288.83,151.8022222222222,183.68099999999998,289.298,303.21636363636367,393.90857142857146,394.4122222222222,458.1318181818182,447.2754545454545,459.53888888888895,494.0225,504.97249999999997,421.1544444444444,502.285,501.3014285714285,488.9387500000001,441.26142857142855,445.1714285714285,349.6642857142857,241.72714285714287,248.4585714285714,220.02714285714288,212.1457142857143,,474.0,,,,,495.19666666666666,377.68,501.5825,,258.52,206.47500000000002,286.44,318.635,267.35,439.57,,474.24,,339.45,199.58,,435.13,391.58666666666664,372.165,335.615,276.41999999999996,212.675,152.255,230.79,217.36,357.6,498.55,399.45,,245.47,,,,327.05,374.91499999999996,324.155,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,505.8075,498.645,485.435,468.2875,474.685,479.172,463.055,464.88166666666666,463.80833333333334,447.6125,440.985,422.5416666666667,442.98285714285714,434.43199999999996,404.5385714285714,399.3175,410.032,399.9675,400.085,402.59749999999997,379.74,374.68,366.966,375.0116666666666,355.514,368.03,363.0533333333333,359.97499999999997,326.96,349.938,337.7125,331.3275,320.77250000000004,434.31166666666667,422.1088888888888,190.15499999999997,192.39857142857142,470.34666666666664,399.02,405.56,505.45,,444.96500000000003,455.52,208.72,414.765,280.355,305.7375,323.3733333333334,348.685,450.22333333333336,,,456.6175,,,,445.52,,,445.28,,445.53,,,,366.135,416.5,,,,,,,433.02857142857147,177.13333333333335,,361.405,402.70454545454544,416.92857142857144,,,394.115,,L8
2022-06-28 22:27:12.811,326.6666666666667,329.13000000000005,321.51166666666666,265.2808333333333,175.7,,,,363.762,315.92875,320.2371428571428,256.07,,,,,,,,,,,377.65,,145.28,267.1271428571428,316.39,442.2925,143.02,181.45,326.23,288.83,151.8022222222222,183.68099999999998,289.298,303.21636363636367,393.90857142857146,394.4122222222222,458.1318181818182,447.2754545454545,459.53888888888895,494.0225,504.97249999999997,421.1544444444444,502.285,501.3014285714285,488.9387500000001,441.26142857142855,445.1714285714285,349.6642857142857,241.72714285714287,248.4585714285714,220.02714285714288,212.1457142857143,,474.0,,,,,495.19666666666666,377.68,501.5825,,258.52,206.47500000000002,286.44,318.635,267.35,439.57,,474.24,,339.45,199.58,,435.13,391.58666666666664,372.165,335.615,276.41999999999996,212.675,152.255,230.79,217.36,357.6,498.55,399.45,,245.47,,,,327.05,374.91499999999996,324.155,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,,,510.6400000000001,509.4125,506.18999999999994,499.852,487.678,469.98,475.4440000000001,479.15333333333336,464.988,465.6242857142857,463.48,448.91400000000004,441.2,423.94428571428574,442.805,432.965,404.98125,399.2,407.79833333333335,399.36,400.534,402.83000000000004,379.184,373.486,366.4083333333333,373.64142857142855,355.7,367.4628571428571,361.3771428571428,358.2728571428571,327.60857142857145,347.66,336.218,330.294,320.358,434.31166666666667,422.1088888888888,190.15499999999997,192.39857142857142,470.34666666666664,399.02,405.56,505.45,,444.96500000000003,455.52,208.72,414.765,280.355,305.7375,323.3733333333334,348.685,449.46999999999997,,,456.6175,,,,445.52,,,445.28,,445.53,,,,366.135,416.5,,,,,,,433.02857142857147,177.13333333333335,,361.405,402.70454545454544,416.92857142857144,,,394.115,,L8
2022-07-22 22:26:54.679,326.6666666666667,329.13000000000005,321.51166666666666,265.2808333333333,175.7,,,,363.762,315.92875,320.2371428571428,256.07,,,,,,,,,,,377.65,,145.28,267.1271428571428,316.39,442.2925,143.02,181.45,326.23,288.83,151.8022222222222,183.68099999999998,289.298,303.21636363636367,393.90857142857146,394.4122222222222,458.1318181818182,447.2754545454545,459.53888888888895,494.0225,504.97249999999997,421.1544444444444,502.285,501.3014285714285,488.9387500000001,441.26142857142855,445.1714285714285,349.6642857142857,241.72714285714287,248.4585714285714,220.02714285714288,212.1457142857143,,474.0,,,,,495.19666666666666,377.68,501.5825,,258.52,206.47500000000002,286.44,318.635,267.35,479.62,,474.24,,339.45,199.58,329.79,379.6333333333334,391.58666666666664,372.165,335.615,276.41999999999996,212.675,152.255,230.79,217.36,357.6,498.55,399.45,,245.47,,,,327.05,374.91499999999996,324.155,,,,,455.33000000000004,437.675,422.16999999999996,265.66,,,220.18,490.19,485.59,498.77333333333337,502.54200000000003,500.2816666666667,494.27666666666664,482.0533333333333,466.27833333333336,468.75333333333333,473.46000000000004,458.3933333333334,465.6242857142857,459.39375,445.84999999999997,437.9166666666667,422.58875,442.805,432.965,400.8388888888889,392.02833333333336,400.2057142857143,390.935,400.534,402.83000000000004,379.184,373.486,366.4083333333333,373.64142857142855,348.8757142857143,367.4628571428571,361.3771428571428,358.2728571428571,323.4175,347.66,329.9683333333333,323.4216666666667,315.21999999999997,434.31166666666667,422.1088888888888,190.15499999999997,192.39857142857142,470.34666666666664,412.03999999999996,392.96000000000004,505.45,,444.96500000000003,455.52,208.72,414.765,280.355,305.7375,323.3733333333334,348.685,443.56,,,456.6175,,,,445.52,,234.72,445.28,296.42,445.53,,,,366.135,416.5,,333.22,,,,,433.02857142857147,177.13333333333335,,361.405,402.70454545454544,416.92857142857144,,,394.115,,L9
