dates,nzd0548-0000,nzd0548-0001,nzd0548-0002,nzd0548-0003,nzd0548-0004,nzd0548-0005,nzd0548-0006,nzd0548-0007,nzd0548-0008
2023-05-06 22:26:37+00:00,276.934,267.72499999999997,285.57714285714286,259.7916666666667,286.7242857142857,283.3411111111111,267.94375,279.8,299.62833333333333
2023-05-15 22:20:47+00:00,272.62636363636364,265.63222222222225,280.65875,260.0642857142857,284.92125,281.694,265.76222222222225,280.75375,301.14428571428573
2023-05-31 22:20:15+00:00,260.33,256.04857142857145,270.44375,255.95125,278.14625,277.591,260.41333333333336,275.28125,300.44375
2023-06-16 22:20:06+00:00,258.94444444444446,251.3516666666667,264.3285714285715,251.35375,274.4375,269.87333333333333,255.9366666666667,270.52125,300.0757142857143
2023-06-23 22:26:17+00:00,252.3225,251.3516666666667,264.3285714285715,251.35375,274.4375,269.87333333333333,251.196,263.6622222222222,300.0757142857143
2023-07-09 22:26:32+00:00,237.89142857142858,254.00333333333333,263.70714285714286,250.90375,274.19,269.8925,250.34499999999997,262.94899999999996,299.6114285714286
2023-07-25 22:26:33+00:00,230.64714285714285,255.14999999999998,259.59999999999997,246.6925,268.4142857142857,258.2114285714286,241.5711111111111,257.50888888888886,293.716
2023-09-03 22:26:57+00:00,238.03375,255.14999999999998,267.07124999999996,246.6925,273.75625,263.715,246.71599999999998,261.27,293.716
2023-09-19 22:27:02+00:00,243.56,261.0228571428571,272.8511111111111,253.9922222222222,277.87666666666667,267.86333333333334,250.77636363636364,264.29454545454547,293.716
2023-10-21 22:27:08+00:00,251.9322222222222,268.1242857142857,274.34875,252.825,279.08874999999995,267.7525,251.40099999999998,263.023,296.4925
2023-10-22 22:21:26+00:00,254.29900000000004,269.74125,278.59222222222223,252.825,279.08874999999995,267.7525,251.40099999999998,263.023,296.4925
2023-10-29 22:27:09+00:00,257.67600000000004,274.47249999999997,283.54555555555555,259.3425,282.5725,271.66625,255.74499999999998,265.277,299.9666666666667
2023-11-07 22:21:21+00:00,258.446,276.03499999999997,285.7966666666667,264.5225,284.43,275.0575,260.23400000000004,267.981,299.9666666666667
2023-12-09 22:21:26+00:00,266.78000000000003,275.06875,295.40999999999997,269.4242857142857,287.9271428571428,277.1771428571429,262.9711111111111,268.8988888888889,295.565
2024-03-14 22:21:20+00:00,266.7371428571429,275.5128571428571,297.67,286.914,291.12399999999997,284.13,274.886,286.55,297.01
2024-04-14 22:26:30+00:00,263.2316666666667,271.13,292.74666666666667,280.68600000000004,285.70799999999997,278.07800000000003,267.452,283.084,297.01
2024-05-08 22:26:34+00:00,237.89000000000001,252.92,276.59000000000003,268.355,275.825,266.52250000000004,250.23250000000002,274.5725,295.93
2024-06-18 22:20:19+00:00,238.03000000000003,252.7,278.6766666666667,271.59,270.09499999999997,268.18000000000006,248.075,268.125,299.415
2024-07-04 22:20:27+00:00,231.6966666666667,252.118,278.6766666666667,271.59,265.538,268.18000000000006,245.738,265.046,299.415
2024-08-04 22:26:32+00:00,231.6966666666667,252.118,278.6766666666667,263.2075,263.47499999999997,258.59250000000003,246.1483333333333,266.7733333333333,299.415
2024-08-13 22:20:26+00:00,239.805,257.1483333333333,288.3225,263.2075,263.47499999999997,258.59250000000003,246.1483333333333,266.7733333333333,299.415
2024-09-29 22:26:52+00:00,259.3675,267.7733333333333,304.08500000000004,279.2525,262.56,255.69000000000003,246.07,273.3766666666666,299.415
2024-10-16 22:21:15+00:00,262.846,272.41333333333336,312.485,278.58666666666664,257.26,248.14000000000001,244.03499999999997,272.61,299.415
2024-10-24 22:21:21+00:00,271.03000000000003,272.41333333333336,312.485,278.58666666666664,257.26,248.14000000000001,244.03499999999997,272.61,299.415
2024-11-17 22:20:50+00:00,273.1666666666667,276.0466666666667,318.935,287.00333333333333,261.4725,263.32,256.0375,277.75200000000007,303.98
2024-12-10 22:26:57+00:00,276.66857142857145,276.0466666666667,318.935,287.00333333333333,261.4725,263.32,256.0375,277.75200000000007,303.98
2024-12-18 22:27:07+00:00,278.48,285.37833333333333,318.668,293.0625,278.2625,275.1566666666667,267.84250000000003,287.34000000000003,
2025-01-19 22:27:10+00:00,286.97285714285715,283.2866666666667,313.77,289.044,286.40250000000003,273.4525,273.8275,289.27799999999996,280.63
2025-01-28 22:21:18+00:00,286.97285714285715,278.16857142857145,307.7214285714286,284.91333333333336,284.014,273.166,274.252,287.51666666666665,290.28
2025-04-09 22:26:50+00:00,285.2483333333334,270.57,299.3966666666667,285.948,290.466,281.546,276.986,281.68,290.28
2025-04-10 22:20:22+00:00,283.59857142857146,273.1528571428571,301.48,290.14666666666665,290.466,281.546,280.0333333333333,285.83,290.28
2025-05-03 22:26:22+00:00,276.39833333333337,268.1742857142857,295.1557142857143,290.14666666666665,290.466,281.546,280.0333333333333,283.80857142857144,290.71
