dates,satname,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0031,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0090,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0019
2022-02-21 22:17:43.336000,L9,,,,337.04,324.67,344.36,343.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:17:37.608000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.71,365.90,,,,
2022-05-04 22:17:26.026000,L8,355.91,312.45,305.25,321.46,327.63,334.62,341.93,398.24,,,,,,,,,,,,,,,,,388.46,315.81,313.74,315.92,310.91,317.67,323.59,338.84,333.51,341.09,356.10,341.95,331.90,,,,,,,,333.87,316.66,315.05,318.01,360.79,328.13,355.42,,,298.35,,,,,339.32,,,,,,,,,,,312.57,331.50,331.29,337.53,345.70,337.76,,,,,,346.91,337.24,304.17,304.55,306.91,306.92,318.65,,337.13,316.33,322.71,318.85,326.27,330.60,
2022-05-12 22:17:13.223000,L9,,,,,,,,,,402.69,401.95,391.27,402.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:18:00.514000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.97,399.38,,,,,,,,,,,,,,,,,,
2023-02-16 22:17:50.035000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.47,420.89,,,,,,,,,,,,,,,,,,,,,,,,378.12,407.66,426.59,421.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 22:17:33.498000,L9,,,,,,,,,388.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.89,364.47,422.28,,,,,,,,,,,,,,,,,,,,,,394.16,405.29,413.96,,,,
2023-07-18 22:17:12.131000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,369.98,371.37,374.21,370.46,360.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14 22:17:45.774000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.30,372.39,370.36,,,,,,,,,,,,,,,,,,,,,,
2024-02-03 22:17:41.059000,L8,382.71,391.36,416.08,431.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11 22:17:53.113000,L9,,,,,,,304.46,318.11,333.31,375.59,407.75,421.62,341.62,,,,366.35,338.51,367.57,387.20,354.00,385.32,418.76,398.35,389.95,386.73,381.54,,,,,,,,,,,380.61,367.26,372.98,384.91,375.45,388.48,416.96,,,,,,,,311.34,326.49,,367.59,370.82,376.95,384.50,,373.21,340.01,336.23,389.78,349.28,343.92,356.63,351.23,,,,,,,,,,,,,,,,,,,,,385.73,338.12,331.27,333.24,355.30,355.54,350.72,396.34
2024-03-30 22:17:36.478000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.12,351.16,354.03,,,,,,,,,,,,,,,,,,,,,,,,348.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 22:17:03.987000,L9,,397.33,393.84,404.16,410.90,419.98,423.05,427.26,395.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.30,401.74,410.35,415.17,,,
2024-12-03 22:17:45.212000,L8,,,,,,,,,,,,,,,,,,,,,,,,358.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.49
2025-03-01 22:17:39.455000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.54,363.21,364.06,327.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.72,356.75,388.30,394.12,391.17,,,,,,375.56,,,,,,,,,,,,,,,,,,,,,,372.08,376.03,373.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:17:16.100000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.82,375.20,381.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 22:16:59.753000,L8,318.29,318.66,329.23,365.47,355.29,327.53,309.37,348.20,353.98,397.00,364.40,378.27,364.13,377.89,384.55,403.40,413.03,333.25,338.90,,,,,,,,368.48,352.08,359.59,391.68,402.25,398.71,406.34,432.13,357.96,358.34,357.04,359.60,314.27,333.89,334.46,313.41,,,369.51,368.49,366.13,,348.33,364.40,349.18,301.39,,342.56,,,,,350.65,356.41,368.76,362.47,363.25,344.40,362.53,363.80,370.44,,,,,,,,,,,,,,,360.09,376.45,355.14,352.94,394.32,,307.12,321.68,364.23,,,,,
2025-10-19 22:17:50.450000,L8,,,,336.47,333.19,337.57,351.87,355.66,362.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.67,367.63,373.34,,,,
