dates,satname,nzd0241-0004,nzd0241-0005,nzd0241-0006,nzd0241-0007,nzd0241-0008,nzd0241-0009,nzd0241-0030,nzd0241-0031,nzd0241-0032,nzd0241-0033,nzd0241-0034,nzd0241-0035,nzd0241-0036,nzd0241-0037,nzd0241-0038,nzd0241-0039,nzd0241-0040,nzd0241-0041,nzd0241-0042,nzd0241-0043,nzd0241-0044,nzd0241-0010,nzd0241-0011,nzd0241-0014,nzd0241-0015,nzd0241-0016,nzd0241-0017,nzd0241-0018,nzd0241-0019,nzd0241-0020,nzd0241-0021,nzd0241-0022,nzd0241-0023,nzd0241-0024,nzd0241-0025,nzd0241-0026,nzd0241-0027,nzd0241-0028,nzd0241-0029,nzd0241-0012,nzd0241-0013
2014-03-29 22:06:15.961000,L8,,,,,,,,,,,,,,305.40,306.55,321.22,323.60,325.33,317.08,313.11,308.96,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:06:06.726000,L8,,,,,,,,,,,,,,318.15,318.11,328.05,332.49,337.35,321.01,324.38,314.06,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,,,,,,,,,,,296.46,314.67,304.06,359.78,361.96,348.52,356.53,355.16,355.37,346.03,328.18,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:05:51.250000,L8,,,,,,,,,,,314.04,322.96,314.92,321.75,336.00,338.88,333.84,335.72,327.30,328.58,320.94,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:48.437000,L8,,,,,,,,,,,311.32,319.84,316.32,335.46,337.13,339.64,339.72,336.95,331.65,327.23,317.83,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:05:25.791000,L8,,,,,,,,,,,,,,314.78,318.64,324.89,327.51,325.44,324.46,319.00,307.45,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:05:04.672000,L8,,,,,,,368.80,349.91,,,,,,,,323.49,335.29,347.36,352.65,310.28,299.97,,,,,,,,,,,,,,,,376.17,370.75,376.29,,
2015-12-29 22:06:09.164000,L8,,,,,,,,,,,313.90,321.00,311.41,326.96,332.41,337.71,341.60,340.17,403.35,406.76,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,,,,,,,329.89,355.62,336.66,305.36,321.45,335.17,344.92,340.21,342.63,342.57,345.00,347.00,338.49,340.63,327.36,,,,,,,,,,,,,,,,,,318.65,,
2016-10-12 22:06:21.213000,L8,,,,,,,,,,,308.59,316.19,311.22,326.29,334.48,337.53,337.78,336.45,332.45,334.99,320.03,,,,,,,,,,,,,,,,,,,,
2016-10-28 22:06:23.178000,L8,,,,,,,,,,,305.33,313.84,312.71,323.84,336.18,342.00,354.32,337.72,330.17,339.22,324.01,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,,,,,,,333.45,331.10,334.28,313.38,323.18,332.11,335.52,341.12,349.44,350.01,359.46,353.08,348.45,338.72,333.58,,,,,,,,,,,,,,,,,,322.14,,
2017-12-02 22:06:10.894000,L8,,,,,,,,,,,302.08,314.07,308.23,321.95,326.92,331.07,333.39,334.84,337.99,325.82,319.85,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:06:02.658000,L8,,,,,,,339.98,341.82,329.45,312.37,323.34,344.89,345.58,349.70,379.79,393.79,403.72,393.63,392.25,339.45,380.23,,,274.09,396.79,392.04,426.48,431.94,325.80,,,,,,,,,345.94,332.81,,
2018-03-08 22:05:39.901000,L8,,,,,,,,,,,,,,312.60,312.69,322.42,330.06,326.76,323.06,311.86,310.35,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:35.273000,L8,,,,,,,,,,,,,,307.09,302.91,314.63,319.98,321.42,312.13,305.79,300.53,,,,,,,,,,,,,,,,,,,,
2018-09-16 22:05:39.825000,L8,249.39,241.25,268.73,259.45,255.01,286.26,326.23,322.77,316.11,305.84,322.90,327.15,314.40,324.19,342.55,349.03,347.95,345.28,348.33,346.18,337.30,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:05:47.245000,L8,,,,,,,359.03,374.84,338.50,346.92,349.02,356.15,353.01,360.80,356.17,352.18,348.32,346.64,349.88,347.42,337.86,,,,,,,397.79,398.84,382.57,409.47,,,,,,,,377.70,,
2018-10-18 22:05:53.709000,L8,,,,,,,327.60,324.26,315.84,305.10,320.39,335.60,330.19,335.16,345.43,349.45,347.59,354.28,350.35,344.69,334.92,,,,,,,,,,,,,,,,,,319.39,,
2019-01-22 22:05:50.255000,L8,,,,,,,,,,,305.99,315.05,307.23,319.33,351.40,362.62,343.49,347.56,361.56,358.62,352.11,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:06:14.214000,L8,,,,,,,,,,,,,365.65,354.87,353.39,363.63,335.81,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:05:47.667000,L8,,,,,,,,,,,315.32,324.15,318.33,320.27,332.00,343.91,343.02,337.95,332.27,332.53,325.27,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:11.622000,L8,,,,,,,,,,,309.51,318.23,307.57,316.49,323.60,337.98,338.23,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23 22:05:44.581000,L8,,,,,,,,,,,,,,311.01,305.57,324.14,331.72,330.22,321.44,316.50,313.40,,,,,,,,,,,,,,,,,,,,
2019-03-11 22:05:38.980000,L8,,,,,,,,,,,311.98,323.41,317.59,321.61,317.13,328.75,336.07,334.15,330.45,326.47,321.02,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:05:30.743000,L8,,,,,,,363.83,362.37,354.57,347.54,344.23,348.16,342.91,349.15,350.19,346.99,363.83,364.10,355.95,349.58,337.66,,,275.33,300.07,332.94,342.23,363.67,338.48,388.09,397.21,399.24,379.79,376.61,374.98,349.55,357.92,360.34,368.96,,250.23
2019-07-17 22:05:59.094000,L8,,,,,,,,,,,,299.99,306.14,310.58,310.29,316.85,328.53,326.81,318.80,306.66,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:06:25.884000,L8,,,,,,,,,,,316.59,306.51,318.40,326.60,340.80,346.92,346.41,358.87,344.57,340.68,332.75,,,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:24.678000,L8,,,,,,,,,,,311.71,319.89,321.06,321.73,343.97,348.75,352.28,347.44,339.27,342.21,331.89,,,,,,,,,,,,,,,,,,,,
2019-11-22 22:06:21.092000,L8,,,,,,,327.95,324.87,316.68,308.85,326.23,335.23,336.27,334.76,348.81,418.54,418.83,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:06:20.730000,L8,,,,,,,,,,,,308.16,308.22,311.15,313.73,327.81,328.85,367.21,359.65,327.56,332.16,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:06:13.711000,L8,,,,,242.89,273.03,398.84,379.32,370.70,367.16,368.01,387.69,402.92,404.79,388.84,384.89,373.46,380.86,359.99,350.36,335.56,288.00,300.76,371.37,377.79,389.14,404.46,414.94,434.23,439.88,461.24,467.35,464.24,448.20,443.56,436.69,425.37,400.44,385.14,,
2020-01-25 22:06:09.569000,L8,,,,,,,,,,,,,,,,,,,321.18,326.89,314.54,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:06:04.888000,L8,,,,,,,,,,,,,,,,,,,350.64,333.54,326.34,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:05:54.202000,L8,,,,,,,,,,,,,,,,,,,,,302.00,,,,,,,,,,,,,,,,,,,,
2020-12-26 22:06:20.557000,L8,,,,,,,,,,,300.43,313.81,309.38,316.03,321.41,329.23,328.58,327.55,320.24,312.73,332.64,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:06:07.348000,L8,,,,,,,361.61,358.63,345.29,340.09,357.68,352.01,358.24,357.07,342.51,343.07,348.17,366.49,369.29,367.23,391.07,,,276.63,300.62,330.55,335.24,342.39,345.81,347.50,362.19,380.57,351.07,,,,,,324.85,,
2021-02-12 22:06:31.303000,L8,,,,,,,,,,,315.59,322.40,326.78,320.64,326.79,332.32,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:05:51.916000,L8,,,,,,,,,,,,,,311.98,313.00,323.24,320.07,326.54,320.30,327.15,300.64,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:06:15.871000,L8,,,,,,,,,,302.81,317.20,324.82,312.44,318.71,327.87,334.86,338.06,335.60,336.09,336.78,,,,,,,,,,,,,,,,,,,,,
2022-01-30 22:06:10.369000,L8,,,,,,,,,,,316.03,326.11,318.50,320.94,325.26,328.41,332.28,329.57,330.91,324.49,318.75,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:06:08.091000,L9,,,,,,,,,,,314.82,321.68,317.43,318.75,325.91,330.97,332.16,330.09,328.83,326.48,317.43,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:05:58.509000,L9,,,,,,,,,,,316.29,323.02,313.62,319.00,324.60,329.65,331.31,329.56,327.52,321.54,316.64,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:05:47.053000,L9,,,,,,,,,,,302.18,307.12,305.55,310.71,313.52,321.09,325.89,324.24,323.20,311.92,,,,,,,,,,,,,,,,,,,,,
2022-05-22 22:05:58.595000,L8,,,,,,,350.39,349.46,334.82,336.78,326.67,333.04,329.87,341.49,341.65,339.44,340.94,339.35,339.62,333.33,325.35,,,,,,,,,,,,,,,,,,323.37,,
2022-06-15 22:05:39.951000,L9,,,,,,,,,,,303.60,310.43,312.20,313.28,312.36,319.02,327.97,322.10,316.59,296.37,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:06:34.331000,L8,,,,,,,384.40,374.35,309.88,299.90,316.15,361.74,369.71,369.16,344.64,351.31,374.56,356.40,348.20,341.77,334.27,,,,,,,,,,,,,,,,,449.04,428.79,,
2022-09-03 22:06:16.060000,L9,,,,,,,,,311.92,303.01,318.74,340.80,330.15,341.09,339.28,342.19,344.82,341.02,345.72,335.89,322.35,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:29.540000,L9,,,,,,,,,,,,309.87,312.87,314.99,322.60,327.45,328.27,323.24,321.63,314.97,313.20,,,,,,,,,,,,,,,,,,,,
2022-11-30 22:06:35.920000,L8,,,,,,,,,,,313.38,319.91,325.01,322.51,333.70,335.88,338.88,334.63,332.30,332.71,318.56,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:06:26.081000,L9,,,,,,,,,,,,297.40,306.44,310.38,316.23,325.36,320.72,316.85,315.44,307.60,311.68,,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:18.381000,L8,,,,,,,,,,,,305.02,307.06,313.13,316.82,320.82,327.09,323.47,320.10,313.71,312.60,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:06:02.229000,L8,,,,,,,,,,,307.99,314.10,312.55,317.24,329.71,331.95,339.45,329.22,329.63,329.17,314.82,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:11.235000,L9,,,,,,,,,,,308.21,314.30,313.65,316.62,327.30,333.72,338.00,328.93,325.43,330.63,317.33,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:05:52.850000,L8,,,,,,,,,,,305.93,310.34,310.80,314.95,318.29,335.90,341.58,364.88,359.69,346.51,347.05,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:05:59.281000,L9,,,,,,,,,,,312.15,314.42,314.27,319.06,332.20,331.46,330.60,328.39,323.06,330.85,317.90,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:06:23.236000,L9,,,,,,,324.49,319.05,314.56,299.36,318.68,323.81,324.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 22:06:04.212000,L8,,,,,,,,,,,311.25,316.60,315.40,318.83,327.88,333.50,331.54,327.19,322.08,,,,,,,,,,,,,,,,,,,,,,
2023-06-10 22:05:27.865000,L8,,,,,,,,,,,,308.12,310.72,313.50,313.87,319.24,327.64,321.37,320.82,302.14,,,,,,,,,,,,,,,,,,,,,
2023-08-29 22:06:02.142000,L8,,,,,,,,,,,,299.54,303.07,305.73,312.46,317.75,315.84,307.57,305.18,306.79,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:06:10.308000,L9,,,,,,,322.89,317.60,313.54,304.73,318.32,334.36,349.10,345.01,346.98,343.05,344.81,338.26,334.87,340.61,328.36,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:06:12.836000,L9,,,,,,,,,,,310.52,322.56,326.26,323.72,333.52,336.88,336.86,331.43,330.58,331.57,323.12,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:06:20.599000,L9,,,,,,,357.62,353.49,341.89,334.45,331.21,386.24,393.27,389.50,383.30,366.46,373.89,387.31,374.03,374.26,362.18,,,274.38,318.34,339.36,343.73,350.99,352.69,358.80,362.91,384.39,386.25,379.48,372.96,354.45,357.38,363.49,363.47,,251.30
2023-12-19 22:06:15.197000,L8,,,,,,,,,,,314.26,324.18,325.81,323.60,332.82,339.39,336.87,331.89,331.19,328.10,320.91,,,,,,,,,,,,,,,,,,,,
2024-01-12 22:06:18.916000,L9,,,,,,,,,,,309.26,319.64,320.45,320.94,326.58,331.99,332.76,326.72,328.14,320.52,316.71,,,,,,,,,,,,,,,,,,,,
2024-02-13 22:06:17.947000,L9,,,,,,,,,,,312.61,319.43,318.32,320.45,327.67,327.95,334.79,329.85,332.64,328.13,317.37,,,,,,,,,,,,,,,,,,,,
2024-02-29 22:06:11.471000,L9,,,,,,,,,,,312.49,317.96,317.33,319.27,325.34,324.90,332.41,326.91,326.86,322.00,314.47,,,,,,,,,,,,,,,,,,,,
2024-04-01 22:06:02.710000,L9,,,,,,,387.37,393.54,367.15,350.92,357.80,350.26,369.56,361.94,,,,,,,,,,,,,,,,,,363.44,367.89,369.00,351.46,342.89,360.46,400.96,393.98,,
2024-04-09 22:05:37.411000,L8,,,,,,,347.92,347.43,335.18,347.53,322.76,332.38,335.95,356.98,380.06,375.88,377.62,344.42,344.59,335.35,338.40,,,,,,,328.74,334.53,344.63,346.47,380.22,378.19,369.97,359.15,338.94,348.16,356.09,346.62,,
2024-05-03 22:05:38.004000,L9,,,,,,,,,,,,296.03,302.50,306.46,307.97,315.58,322.01,311.06,308.93,304.37,,,,,,,,,,,,,,,,,,,,,
2024-05-11 22:05:15.899000,L8,,,,,,,360.98,354.69,340.75,343.36,326.63,335.58,345.50,343.97,411.71,411.09,393.00,395.78,369.37,375.04,370.12,,,281.14,308.80,338.87,346.74,327.52,311.57,355.68,357.45,390.38,388.46,384.91,374.26,358.18,355.58,362.40,359.98,,266.98
2024-06-20 22:05:06.981000,L9,,,,,,,,,,,311.59,322.27,330.05,321.02,322.44,327.14,332.99,326.96,324.93,300.97,,,,,,,,,,,,,,,,,,,,,
2024-10-26 22:06:12.211000,L9,,,,,,,,,,,,,,,,,,,,,294.54,,,,,,,,,,,,,,,,,,,,
2024-11-03 22:06:00.568000,L8,,,,,,,,,,,311.94,320.81,325.04,324.43,335.09,350.81,344.07,351.27,343.26,331.48,322.19,,,,,,,,,,,,,,,,,,,,
2024-12-05 22:06:09.362000,L8,,,,,,,,,,,,,,,,,,,283.76,283.46,312.96,,,,,,,,,,,,,,,,,,,,
2024-12-21 22:06:04.889000,L8,,,,,,,,,,,,,,309.91,309.72,318.31,323.54,292.29,314.00,305.63,311.51,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:06:06.570000,L8,,,,,,,,,,,312.78,321.30,322.66,322.47,327.99,335.67,337.02,330.28,329.21,327.45,323.72,,,,,,,,,,,,,,,,,,,,
2025-01-14 22:06:13.228000,L9,,,,,,,,,,,312.24,320.84,322.92,322.30,326.11,332.30,332.35,325.38,327.65,320.27,321.32,,,,,,,,,,,,,,,,,,,,
2025-01-22 22:06:01.605000,L8,,,,,,,,,,,312.31,321.48,322.35,321.77,327.57,334.16,336.59,328.17,331.18,318.39,322.22,,,,,,,,,,,,,,,,,,,,
2025-01-30 22:06:08.189000,L9,,,,,,,,,,,313.62,321.31,364.02,358.11,345.96,347.50,357.58,328.20,327.81,322.42,318.16,,,,,,,,,,,,,,,,,,,,
2025-02-07 22:06:05.260000,L8,,,,,,,,,,,314.90,322.27,320.87,321.17,330.11,334.64,338.40,330.83,327.23,330.35,322.61,,,,,,,,,,,,,,,,,,,,
2025-02-23 22:05:55.493000,L8,,,,,,,,,,,317.80,324.71,327.95,328.61,333.90,333.76,335.37,327.64,331.79,325.72,320.31,,,,,,,,,,,,,,,,,,,,
2025-03-19 22:05:54.855000,L9,,,,,,,,,,,314.06,324.50,325.18,330.35,334.38,333.16,338.44,330.76,332.01,320.80,317.33,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:05:36.436000,L8,,,,,,,333.68,408.50,403.70,384.02,322.95,328.98,333.92,332.53,334.94,335.62,333.97,326.84,329.62,327.66,319.65,,,,,,,,,,,,,,,,,,,,
2025-08-10 22:06:04.262000,L9,,,,,,,,,,,,,302.01,308.37,311.58,314.02,319.55,307.89,306.38,305.11,,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:06:16.755000,L8,,,,,,,321.68,318.04,380.02,384.45,374.44,367.07,381.32,374.26,369.87,353.67,338.80,330.16,330.23,393.36,378.52,,357.53,348.74,349.74,362.95,,,,,,,,,,,,,,353.52,344.67
2025-11-06 22:06:19.899000,L8,,,,,,,,,386.27,383.97,378.96,319.03,323.89,323.15,337.11,351.95,331.93,328.48,363.51,353.50,366.25,,,,,,,,,,,,,,,,,,,,
