dates,satname,nzd0013-0000,nzd0013-0001
2023-10-22 22:17:50.479000,L9,363.14,367.43
2023-11-07 22:17:46.155000,L9,366.64,372.74
2023-11-15 22:17:47.856000,L8,348.27,354.58
2024-01-10 22:17:52.010000,L9,364.73,368.09
2024-01-18 22:17:42.241000,L8,353.10,357.54
2024-02-11 22:17:53.113000,L9,351.60,357.05
2024-02-19 22:17:39.652000,L8,364.72,370.05
2024-03-30 22:17:36.478000,L9,354.69,361.41
2024-04-07 22:17:11.830000,L8,460.35,381.88
2024-04-15 22:17:28.257000,L9,359.71,364.15
2024-04-23 22:17:03.194000,L8,372.19,379.93
2024-05-01 22:17:11.831000,L9,365.11,370.83
2024-05-09 22:16:51.826000,L8,356.26,363.12
2024-05-17 22:17:03.987000,L9,379.06,390.01
2024-06-18 22:16:43.968000,L9,376.77,387.00
2024-06-26 22:16:52.651000,L8,357.08,364.60
2024-07-12 22:17:00.992000,L8,367.00,374.04
2024-08-05 22:17:06.640000,L9,349.95,355.81
2024-08-21 22:17:19.711000,L9,347.88,330.30
2024-08-29 22:17:21.978000,L8,364.33,369.14
2024-09-14 22:17:30.908000,L8,370.50,375.71
2024-11-01 22:17:31.195000,L8,357.34,360.58
2024-11-17 22:17:38.841000,L8,348.26,354.10
2024-12-03 22:17:45.212000,L8,350.73,354.68
2025-01-12 22:17:45.559000,L9,375.24,381.51
2025-01-28 22:17:42.532000,L9,421.68,420.00
2025-02-05 22:17:39.822000,L8,346.05,350.75
2025-03-01 22:17:39.455000,L9,357.77,364.76
2025-03-09 22:17:26.663000,L8,373.20,378.28
2025-03-25 22:17:16.100000,L8,406.53,391.04
2025-05-04 22:17:17.676000,L9,373.50,390.15
2025-05-12 22:16:59.753000,L8,347.68,355.30
2025-05-20 22:17:06.544000,L9,365.21,375.05
2025-06-05 22:17:00.261000,L9,373.22,384.66
2025-06-13 22:17:12.853000,L8,355.97,361.56
2025-06-21 22:17:14.951000,L9,362.88,370.23
2025-07-23 22:17:27.519000,L9,369.11,378.90
2025-08-08 22:17:36.495000,L9,357.81,367.42
2025-10-19 22:17:50.450000,L8,365.24,371.23
2025-11-04 22:17:53.875000,L8,367.03,370.10
