dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0066,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0055,nzd0347-0056,nzd0347-0036,nzd0347-0037,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061
2021-11-18 22:00:34.762000,L9,363.34,381.77,336.49,374.46,359.28,343.79,339.88,354.27,283.84,324.58,389.56,381.43,345.90,325.92,,288.58,347.57,355.48,360.07,360.48,374.39,,346.42,351.65,376.00,357.40,351.54,375.32,394.47,366.74,359.56,351.25,367.70,356.39,362.71,358.75,365.75,360.87,379.62,380.94,335.74,331.33,340.27,274.78,,,,,,,,,,373.24,363.48,385.14,384.40,392.48,378.80,,,,,,363.77,366.32,,,,,
2021-12-22 22:01:21.754000,L8,,,,,,,,,372.09,384.73,386.42,384.23,,,,,,,,,396.03,377.31,384.45,383.18,386.62,385.38,346.24,351.50,361.55,360.92,324.22,358.13,363.02,,,,,,363.68,347.60,331.76,322.05,321.36,314.17,,,,,,,293.51,324.59,366.19,367.24,355.69,376.47,327.56,343.28,293.56,298.70,286.68,,319.29,345.46,356.92,353.54,358.28,361.68,365.79,362.58,376.36
2021-12-30 22:01:20.361000,L9,361.91,367.61,335.13,365.52,357.58,344.77,342.59,351.94,386.88,,,399.03,352.58,321.01,329.67,314.68,344.71,336.28,348.03,352.29,377.14,370.67,372.61,376.31,384.49,374.26,369.95,368.79,368.55,375.28,373.88,363.94,379.44,356.36,362.66,355.89,354.83,348.93,380.39,380.25,354.01,352.70,350.67,270.15,361.22,360.11,360.72,376.41,380.72,377.61,374.65,377.10,373.58,383.70,359.97,383.40,380.88,376.78,372.12,361.83,364.39,362.07,365.54,369.72,360.47,365.34,376.00,370.69,383.33,383.49,385.76
2022-01-07 22:01:17.661000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.25,373.39,381.77,386.57,,,,,,,,,,,,,,,,,,,,,386.28,,,,,,,,,,,,,,,,,
2022-01-15 22:01:17.704000,L9,,,,,361.90,348.38,346.45,353.67,382.06,389.60,394.92,389.61,355.35,325.07,331.52,320.88,346.30,347.24,347.85,355.91,380.12,372.35,373.80,378.39,384.72,372.44,370.40,374.52,381.63,374.08,377.07,378.47,380.90,359.64,366.80,358.11,355.24,351.80,386.42,387.47,356.35,363.27,353.87,270.42,350.74,318.69,301.09,296.74,302.42,322.99,369.72,366.16,367.02,381.61,360.80,384.51,376.65,379.83,370.33,366.42,359.83,364.96,364.30,369.72,364.22,368.21,375.14,370.21,382.40,383.70,382.96
2022-01-31 22:01:19.676000,L9,360.69,369.49,330.09,366.20,354.75,342.66,339.03,351.58,,,,398.66,348.36,318.80,325.90,317.83,340.20,335.23,343.09,347.54,374.08,366.68,369.05,368.17,380.79,369.93,366.30,365.31,368.25,377.42,371.96,365.71,375.46,356.21,358.90,351.81,351.36,347.11,,,,,,,357.37,355.48,357.13,371.78,378.65,375.41,373.25,375.54,370.59,379.19,357.19,381.27,377.01,371.39,365.89,357.28,360.98,360.10,363.50,367.78,360.95,363.22,374.48,366.75,395.36,,
2022-02-16 22:01:14.119000,L9,372.78,377.07,336.14,361.85,358.66,345.17,341.97,350.76,383.33,395.05,406.61,397.01,352.89,319.37,329.89,321.82,341.43,337.22,347.49,349.70,363.25,368.67,371.70,369.41,386.68,372.39,370.33,366.89,368.98,376.76,371.65,363.59,372.13,354.81,360.54,348.44,354.27,349.45,379.28,381.36,347.81,347.76,350.72,272.04,356.51,353.91,359.46,368.17,377.16,375.37,371.08,374.70,372.16,379.11,356.36,380.86,379.58,372.73,370.01,362.05,362.39,361.48,363.89,365.83,358.01,364.29,374.33,365.51,379.11,382.01,387.27
2022-03-04 22:01:04.617000,L9,373.60,369.46,335.87,374.73,355.21,340.45,333.68,351.58,389.95,,406.86,397.67,348.28,318.22,326.90,320.72,336.68,334.00,344.22,345.16,367.20,368.05,372.27,365.76,383.35,370.69,370.90,366.44,367.53,377.48,376.14,367.82,376.63,353.03,358.06,347.87,355.17,348.95,384.37,381.43,350.55,351.82,352.76,267.60,357.86,356.82,359.26,383.08,378.82,377.28,376.62,377.15,374.23,381.45,358.58,384.07,381.50,378.78,369.70,357.69,364.53,362.24,366.14,367.13,358.96,366.72,377.84,365.70,380.70,387.17,391.67
2022-03-12 22:01:00.535000,L8,371.01,370.33,334.95,369.24,361.20,346.19,343.24,354.64,385.08,389.80,,309.17,356.47,321.59,331.35,321.48,341.34,336.57,349.43,351.25,371.04,370.29,373.82,371.48,390.94,373.26,374.19,370.21,370.64,377.44,293.47,,,355.50,361.51,349.03,358.11,352.98,383.84,381.94,352.88,354.18,354.02,272.57,361.80,359.40,361.55,369.20,380.54,379.69,378.59,381.21,373.96,372.82,357.65,384.72,380.06,375.02,371.73,361.97,365.20,365.03,367.81,370.36,359.34,364.66,376.61,368.11,381.74,386.61,390.19
2022-04-21 22:00:48.097000,L9,,,,,,,,,369.11,371.57,383.12,374.75,334.39,305.02,299.54,302.43,308.64,317.09,322.37,322.76,329.95,345.61,347.40,342.59,363.40,362.03,350.72,349.57,356.56,359.27,352.85,345.96,360.11,,,,335.38,338.25,373.36,371.50,333.89,336.25,341.67,,283.89,331.43,348.08,364.63,365.78,363.44,366.79,370.47,370.86,359.79,340.21,361.13,351.21,340.38,344.16,308.05,290.86,334.61,362.87,361.20,349.43,351.81,372.01,361.38,375.99,375.44,375.29
2022-04-29 22:00:49.264000,L8,374.53,373.31,341.71,368.89,370.94,339.95,355.75,360.34,383.06,388.58,397.53,391.65,361.25,320.13,333.85,323.59,338.40,335.39,355.29,350.26,368.77,371.86,377.39,376.22,394.41,375.64,380.73,371.82,374.62,371.50,374.22,364.94,375.29,356.77,359.20,356.88,363.31,356.24,388.76,388.35,355.30,350.36,356.68,273.35,365.34,366.42,364.06,379.48,383.61,383.99,378.96,379.38,376.11,382.39,358.95,389.94,386.57,386.60,378.66,360.41,372.23,367.76,370.55,368.74,363.29,369.59,379.79,372.01,386.41,387.42,386.64
2022-05-23 22:00:33.752000,L9,369.14,367.46,327.04,359.43,358.10,330.14,344.09,350.15,386.33,384.60,393.88,394.58,342.85,318.85,321.59,310.49,323.11,328.23,337.01,334.70,350.08,359.85,367.10,354.76,378.14,367.60,365.11,365.08,368.26,368.71,361.64,356.30,369.36,357.61,352.03,351.60,355.35,352.08,375.11,379.06,343.24,341.43,345.01,239.35,352.42,350.15,359.54,378.09,375.17,373.73,376.58,375.74,371.67,379.25,350.47,379.45,380.39,366.20,359.63,349.07,356.09,350.42,367.26,365.71,356.97,360.94,374.64,365.33,387.58,387.14,384.10
2022-05-31 22:01:02.606000,L8,367.54,366.23,322.07,359.45,349.71,329.49,339.79,349.24,381.27,381.16,396.44,390.65,341.40,317.58,317.57,308.71,317.52,325.58,332.25,329.87,344.69,357.44,358.21,353.20,375.64,366.24,358.63,361.08,362.11,370.32,346.35,354.08,365.93,356.10,316.89,352.43,356.34,350.66,376.99,373.52,335.44,333.84,333.89,,344.28,346.44,355.15,372.12,367.74,369.25,367.70,370.75,368.22,376.86,347.96,371.21,369.99,360.17,354.22,341.19,349.09,346.47,363.11,364.71,353.57,359.39,371.09,360.58,381.20,378.97,376.70
2022-07-02 22:01:17.924000,L8,361.15,365.94,323.80,357.88,356.03,325.21,332.39,354.36,381.81,381.95,394.95,392.96,347.21,315.56,320.65,309.62,320.32,326.65,333.42,333.14,352.71,361.43,365.83,352.79,375.65,366.57,360.76,363.02,373.60,368.89,338.08,351.13,362.69,354.54,349.86,350.97,356.79,351.80,382.54,376.14,337.92,331.15,328.28,,351.07,349.25,357.37,373.77,367.23,367.40,351.26,370.67,369.22,378.38,351.34,372.80,368.74,363.49,355.61,344.63,351.57,347.66,362.58,365.33,357.78,362.70,370.09,359.31,382.65,376.20,373.05
2022-08-03 22:01:30.192000,L8,364.69,322.72,328.86,349.96,351.91,278.55,270.45,342.32,373.83,381.00,391.50,391.22,351.15,319.99,330.77,314.23,326.54,332.53,348.64,342.90,360.53,364.44,371.16,368.52,383.70,369.72,370.50,369.12,368.19,362.99,360.10,353.05,364.57,356.90,333.19,284.47,316.52,342.45,385.59,377.93,331.45,333.41,340.67,262.07,350.98,347.52,359.83,376.46,372.59,370.47,349.31,369.27,368.39,375.87,355.30,379.06,385.14,371.31,366.65,351.79,358.17,357.66,363.55,363.16,356.65,355.69,373.70,362.54,376.49,361.65,373.79
2022-09-12 22:01:19.280000,L9,358.77,318.43,325.85,342.75,322.41,315.50,277.74,341.66,378.27,393.97,398.89,396.99,353.17,325.26,335.01,324.66,334.55,353.02,361.48,356.68,363.95,373.06,377.57,378.49,390.29,375.43,376.28,376.33,372.07,377.02,370.65,359.40,370.47,354.85,340.09,341.93,324.69,346.73,386.61,385.31,334.54,332.92,338.66,277.50,368.77,357.96,363.41,379.24,378.53,381.72,374.54,373.97,370.02,384.33,358.29,381.36,382.55,380.30,378.74,367.27,366.04,364.73,364.02,363.74,269.35,360.14,374.05,367.41,388.82,375.42,381.82
2022-10-22 22:01:39.081000,L8,364.78,325.99,330.26,362.96,350.87,327.30,323.37,346.85,,,,396.25,354.26,322.65,339.55,329.61,341.01,361.47,366.35,365.52,369.74,378.17,378.62,382.57,392.45,377.33,386.03,377.75,373.96,375.94,367.28,363.36,372.03,348.00,347.80,341.03,332.67,348.91,387.16,384.67,345.38,344.25,346.91,271.39,373.26,362.05,365.27,380.51,379.67,381.72,374.74,377.86,372.70,382.82,357.93,389.94,384.23,383.37,382.57,370.00,373.57,376.69,365.90,365.59,361.37,362.38,376.96,368.60,382.06,381.11,
2022-11-07 22:01:40.727000,L8,364.03,340.96,325.53,285.34,273.98,314.31,284.65,299.37,,,,,,330.94,344.41,328.32,346.50,361.55,364.36,367.12,375.47,379.96,381.04,388.67,393.14,381.90,381.89,377.72,375.89,374.91,370.96,367.04,373.16,,,,,,394.32,385.02,349.67,349.47,350.23,273.75,373.85,367.24,366.07,382.26,381.92,385.64,377.84,379.92,374.87,,361.08,394.11,389.21,382.92,378.15,371.70,376.57,375.37,367.96,368.27,364.36,363.48,376.55,369.93,380.91,379.07,
2022-11-15 22:01:31.563000,L9,368.17,352.48,331.21,357.09,354.17,333.58,329.36,346.77,374.25,381.66,390.69,388.08,351.60,321.34,331.64,324.20,341.85,351.05,358.56,358.99,370.22,373.98,374.37,380.74,386.41,374.55,372.77,370.96,366.68,375.29,374.43,366.45,373.42,348.19,352.85,343.54,342.64,349.39,380.92,381.40,347.14,346.72,351.96,269.72,366.62,367.26,360.76,383.66,379.93,379.22,373.93,376.33,372.43,,358.19,387.40,380.69,380.03,372.15,365.52,365.56,364.73,367.96,366.05,269.37,361.27,376.61,369.60,379.18,378.21,382.36
2022-11-23 22:01:36.006000,L8,374.74,359.74,339.83,365.47,361.21,342.90,332.86,349.82,371.65,380.89,389.64,390.93,356.89,332.38,336.33,330.97,345.75,357.22,362.76,364.68,372.20,377.20,378.35,384.92,390.29,378.14,375.71,374.24,369.97,382.14,369.86,366.74,387.89,356.67,357.86,347.89,345.38,351.78,380.17,386.59,345.24,351.09,352.53,271.27,366.91,364.33,362.57,378.71,379.87,381.72,375.42,378.46,373.67,371.10,360.86,383.30,379.61,379.13,374.01,366.59,366.09,364.07,365.41,368.03,364.92,365.86,375.81,370.69,380.41,380.50,386.76
2023-01-02 22:01:30.470000,L9,374.14,355.37,339.56,358.80,358.85,344.25,333.26,365.31,392.50,387.11,400.96,,359.63,331.58,338.92,334.11,348.83,350.07,358.99,360.47,375.97,377.24,382.02,384.10,392.58,379.57,378.82,374.01,373.01,,,,,359.71,362.64,351.04,349.35,359.93,387.59,390.32,263.90,334.03,341.22,,363.73,365.07,357.55,383.74,379.01,374.64,340.07,334.81,365.99,,,,,,,,355.73,362.14,367.49,361.34,,,379.16,369.62,392.92,363.73,383.54
2023-02-03 22:01:32.711000,L9,370.28,317.42,332.96,349.17,356.11,338.93,330.22,347.02,377.81,388.80,393.91,393.49,355.15,324.11,335.39,329.81,345.82,347.32,356.60,358.84,373.48,374.14,377.86,378.43,388.45,375.50,373.76,370.73,370.51,374.13,368.51,370.55,374.74,354.11,360.06,346.26,340.44,349.08,380.45,386.56,346.92,349.45,348.04,273.83,363.15,365.52,360.78,368.50,380.05,380.13,374.57,376.27,373.01,375.62,359.21,382.46,380.08,377.61,372.31,364.00,363.50,361.95,365.48,367.76,359.58,364.34,376.70,372.05,378.32,381.68,390.36
2023-02-19 22:01:25.048000,L9,361.63,320.18,327.28,346.16,349.84,328.55,326.10,347.08,379.40,397.82,395.67,392.08,354.42,324.85,331.42,325.41,342.37,338.27,350.28,351.84,369.39,371.00,374.96,375.93,386.97,374.29,371.05,369.68,367.61,,,,,353.08,352.82,344.17,338.20,349.50,378.47,383.71,343.58,342.93,342.03,263.30,361.94,360.89,361.01,372.81,376.55,378.58,373.11,373.45,370.45,,357.55,385.10,377.68,377.02,372.64,360.79,364.35,364.48,365.10,365.12,347.07,363.08,379.73,373.36,386.78,382.21,384.37
2023-03-07 22:01:13.298000,L9,373.10,355.39,339.84,366.00,357.52,341.75,333.06,351.80,381.99,389.91,398.33,390.93,359.24,330.97,334.22,328.22,345.27,349.90,359.44,358.64,376.72,376.99,381.03,382.04,390.91,378.73,377.91,374.11,371.76,378.26,376.85,375.03,379.45,361.39,362.31,349.28,351.72,352.69,384.78,388.44,350.66,352.63,350.89,274.75,366.40,368.61,363.14,383.48,382.01,381.94,379.25,376.41,377.28,,361.76,391.12,383.80,379.95,376.24,368.05,376.35,365.85,374.91,,360.60,367.91,,,,,398.28
2023-03-15 22:01:00.423000,L8,368.60,315.47,330.02,342.35,349.46,332.95,331.72,346.53,379.85,389.89,391.84,391.74,354.65,323.00,331.47,324.71,340.31,341.27,348.95,351.28,370.41,371.09,375.01,375.24,385.78,371.22,371.74,366.86,367.54,380.53,374.36,365.13,374.40,355.81,357.36,346.97,343.61,349.29,379.51,382.84,348.06,349.42,345.98,265.91,366.22,364.32,361.20,377.03,377.73,380.00,382.37,382.19,372.43,303.25,356.92,386.30,376.75,374.21,372.14,361.47,365.57,361.12,367.33,370.70,349.99,364.19,374.90,376.24,388.62,375.51,388.70
2023-04-24 22:00:52.245000,L9,303.94,310.37,312.33,321.06,308.65,276.00,268.40,315.86,,,,,333.33,310.33,310.22,308.34,316.47,322.91,327.79,328.30,335.42,353.71,353.01,350.81,363.11,361.15,352.95,349.97,356.39,371.14,361.98,357.05,370.74,328.42,337.92,280.88,320.91,328.41,373.01,361.08,285.76,326.33,323.49,,338.27,343.75,353.59,366.71,363.92,280.43,282.54,317.87,359.70,291.96,345.72,361.96,343.48,350.70,350.85,340.29,347.28,339.84,358.11,309.39,,352.76,351.50,352.49,380.38,,
2023-06-11 22:00:25.462000,L9,297.69,297.64,294.07,302.62,262.40,,,,,,,,275.43,299.47,298.18,299.72,309.52,313.99,318.35,315.48,323.76,331.71,323.15,309.03,,,,,,353.36,335.08,281.53,352.56,,,,,,,,,,,,275.61,326.74,334.08,353.35,,,,,,282.01,,,,,,,269.99,324.29,,,,,,,,,
2023-07-13 22:00:39.192000,L9,,,,,,,,,367.71,374.02,383.36,381.84,284.62,306.48,308.49,306.85,319.23,319.80,330.90,331.16,348.30,354.44,355.03,348.75,363.03,356.64,346.16,351.10,357.08,358.21,285.40,299.36,361.74,,,,301.17,295.04,375.82,366.84,279.11,327.11,316.46,,,336.15,350.54,361.39,360.95,,277.59,360.71,358.59,360.35,287.90,361.73,346.00,278.55,,,,,353.99,299.38,,355.78,357.43,354.51,371.54,356.03,369.04
2023-07-29 22:00:43.244000,L9,302.56,306.63,301.90,307.95,261.06,,,,365.05,373.79,379.88,383.03,279.92,256.68,286.12,303.92,315.98,318.72,325.98,325.88,337.63,351.48,347.13,347.92,350.51,351.80,342.43,344.28,352.68,363.26,347.23,306.73,363.34,,,,,289.61,369.04,344.01,275.00,321.60,308.79,,,,,,,,,350.66,353.05,370.14,,,,,,,,,350.07,299.16,,,357.24,349.12,365.84,,358.24
2023-08-14 22:00:49.451000,L9,375.38,366.82,331.98,363.00,361.76,323.66,272.39,340.96,376.02,395.84,400.05,397.33,356.24,325.82,331.95,325.46,340.50,349.98,360.92,359.64,369.96,373.35,381.02,378.50,391.26,371.40,376.26,375.77,372.31,375.23,369.23,365.52,375.80,359.58,353.13,276.96,325.30,347.69,389.34,386.15,343.67,347.19,347.01,272.04,370.84,362.75,365.78,380.26,383.25,388.37,383.90,379.44,376.04,383.94,361.13,392.67,391.59,381.24,376.28,370.29,371.75,363.93,366.88,374.00,365.11,375.05,380.33,373.79,383.37,379.62,383.13
2023-08-30 22:00:59.462000,L9,374.58,321.33,332.73,366.40,358.26,327.69,326.18,344.87,379.14,390.81,399.45,400.07,362.53,325.67,330.49,326.54,345.60,351.68,364.70,356.76,369.95,376.47,384.74,382.68,394.67,372.41,377.16,374.13,373.14,376.56,373.08,364.16,375.62,360.45,351.57,276.67,353.74,349.26,390.11,386.19,352.00,353.43,351.34,273.94,370.23,364.45,365.65,377.00,383.90,383.80,382.76,378.64,375.58,383.60,363.92,394.17,388.61,382.85,378.94,374.66,376.13,365.43,369.40,373.17,358.69,375.04,379.48,373.39,386.81,385.28,384.63
2023-09-07 22:01:01.793000,L8,373.05,366.98,331.60,359.29,354.41,327.05,328.12,342.82,377.04,384.05,399.00,,357.96,327.07,329.15,325.38,341.29,351.97,365.30,360.62,372.57,375.34,382.19,381.39,391.06,373.62,375.17,375.81,371.11,378.56,370.84,363.11,375.43,358.05,284.46,279.71,339.28,348.22,387.01,385.91,351.46,351.55,351.80,274.55,372.49,363.74,363.20,376.89,382.48,387.56,379.32,384.64,374.38,381.43,362.88,397.03,387.09,382.36,380.74,374.11,374.68,365.28,368.33,370.77,354.33,373.36,376.72,371.25,385.37,378.95,387.61
2023-09-15 22:01:08.032000,L9,377.41,368.35,333.79,363.62,357.45,330.41,275.63,342.55,379.26,384.99,395.56,400.20,354.09,324.32,330.41,325.73,343.49,357.67,363.32,359.08,373.36,378.58,382.02,384.22,390.91,373.60,375.40,374.92,371.86,374.77,370.78,363.07,374.20,358.64,355.42,275.52,351.81,346.46,388.64,386.30,352.67,354.07,343.48,265.86,374.14,365.04,366.63,379.94,383.14,387.45,385.56,381.13,377.03,378.21,364.52,395.56,389.93,385.27,379.68,376.35,378.08,367.18,370.37,378.41,342.59,381.05,379.11,372.63,387.44,385.88,392.42
2023-11-10 22:01:11.260000,L8,369.62,356.41,330.76,360.77,349.51,329.38,327.19,343.57,,,,,355.15,323.04,324.58,324.27,347.18,348.80,358.07,362.87,372.02,376.61,379.25,383.58,387.88,374.04,372.25,370.12,366.73,372.38,369.52,364.30,373.51,349.07,351.72,344.90,345.77,344.70,388.11,383.89,351.31,353.62,348.87,266.40,367.00,363.14,361.86,376.85,380.66,379.60,377.31,376.46,372.68,280.39,311.09,389.22,384.84,380.24,377.05,368.02,372.01,364.19,363.79,369.67,353.66,362.96,376.04,367.53,375.76,381.01,382.16
2023-11-26 22:01:17.763000,L8,371.40,355.75,329.95,360.90,353.13,327.99,325.76,343.06,374.88,384.70,387.77,389.92,351.44,318.80,321.57,321.94,342.95,342.23,352.34,357.92,372.27,372.16,374.61,378.70,385.52,371.12,370.16,366.38,367.41,371.58,370.57,365.02,372.34,346.13,352.03,343.30,342.26,346.10,380.76,380.14,350.21,351.33,348.23,264.34,362.65,362.30,362.64,372.63,378.93,377.40,373.95,372.85,372.09,374.18,356.92,383.86,379.14,376.38,373.24,362.92,364.63,360.38,360.86,367.50,349.28,362.55,375.12,366.71,378.67,383.63,383.77
2023-12-20 22:01:23.578000,L9,371.15,365.39,332.09,365.02,356.72,344.56,335.99,349.49,385.18,387.55,399.63,395.29,353.40,326.39,323.22,321.55,347.05,342.62,354.89,355.82,375.32,374.64,377.77,380.74,386.21,376.04,370.86,369.49,367.50,375.91,372.08,367.97,378.39,351.91,357.12,347.68,347.79,348.69,379.81,383.49,353.59,353.50,348.55,271.53,363.53,364.58,362.86,372.14,382.29,379.78,376.28,377.65,373.42,382.68,362.36,384.90,379.73,378.64,372.32,365.69,364.26,362.62,366.32,370.50,348.65,368.33,376.82,373.35,384.30,384.99,385.25
2024-01-13 22:01:10.918000,L8,382.31,370.62,333.24,371.16,361.55,346.06,339.81,350.21,382.02,388.58,398.25,396.46,355.58,325.12,324.17,323.02,346.77,342.41,353.89,358.02,376.63,373.24,376.89,378.88,384.94,374.39,371.38,369.50,367.11,372.07,370.48,366.77,374.45,356.89,360.64,349.33,349.62,353.05,379.62,381.88,351.89,355.09,347.71,269.18,362.51,362.93,361.84,376.22,381.31,379.99,375.77,375.79,372.10,378.06,359.16,384.42,377.29,376.38,370.33,364.95,363.36,362.79,364.11,369.56,349.74,365.48,374.85,370.75,379.58,382.29,382.76
2024-02-14 22:01:07.227000,L8,366.98,353.30,323.17,350.11,348.75,334.28,329.61,343.59,375.46,318.82,385.18,270.61,345.45,315.10,319.90,315.47,337.19,330.80,341.16,343.90,369.47,366.36,368.70,367.42,376.62,365.25,363.02,364.06,364.07,370.63,364.01,360.27,366.23,347.41,353.07,340.27,340.67,343.76,375.24,377.28,349.06,347.25,337.93,259.84,353.88,353.37,356.28,360.63,375.82,376.33,368.81,369.10,366.49,289.58,350.28,377.98,378.34,367.74,364.32,355.45,356.51,351.83,355.70,361.08,329.92,359.57,366.74,355.82,369.91,376.73,382.15
2024-03-09 22:01:13.999000,L9,379.82,374.28,332.28,368.57,362.85,347.67,350.23,362.36,383.88,385.77,391.41,268.85,353.97,321.70,325.66,324.62,339.87,337.02,351.54,352.38,377.01,370.72,376.50,373.95,384.23,371.59,371.32,370.56,374.37,371.03,371.30,362.84,372.51,358.07,360.13,349.18,353.50,348.48,385.67,385.53,355.71,355.86,345.00,265.58,362.04,358.93,360.50,373.96,380.41,381.10,375.77,376.24,375.25,284.78,358.94,384.37,382.90,376.69,369.60,361.58,363.33,361.70,363.77,371.53,356.49,373.22,372.96,362.99,375.48,375.71,385.99
2024-04-02 22:00:39.887000,L8,377.76,368.34,331.87,360.41,362.67,343.50,334.21,354.24,,395.84,396.97,389.95,353.85,318.81,325.23,323.11,338.14,334.31,345.03,345.51,372.05,368.88,375.58,370.72,384.75,370.45,369.34,369.15,369.60,371.68,374.36,380.01,375.79,357.77,359.75,350.62,355.02,349.88,389.39,383.51,354.78,354.59,343.84,270.29,361.07,366.18,363.24,361.00,379.45,379.11,375.24,377.52,376.43,379.81,355.46,388.10,385.21,370.67,366.54,355.22,358.35,375.73,367.18,372.01,,367.36,381.24,357.71,372.30,,
2024-04-18 22:00:30.907000,L8,368.08,369.62,334.64,363.86,365.36,333.59,333.97,353.02,378.12,,,,348.79,318.44,325.68,322.05,336.64,332.80,348.97,345.69,373.71,369.21,376.58,371.47,383.97,372.86,372.76,368.62,370.44,,,,,357.76,358.56,348.14,355.78,349.93,382.63,384.50,355.68,355.51,346.90,269.30,359.12,357.86,367.06,369.59,382.93,378.15,379.21,380.29,374.74,,357.64,388.40,389.13,374.18,366.83,355.76,359.20,361.17,367.37,372.72,345.96,375.09,374.50,364.47,383.90,377.95,379.97
2024-04-26 22:00:40.750000,L9,378.00,371.29,333.43,365.24,369.55,366.97,348.46,360.65,377.51,395.32,,,365.80,322.01,327.70,323.06,335.48,334.38,353.96,353.20,375.72,369.67,377.25,373.54,389.60,372.96,375.96,374.05,372.72,,,,,360.16,360.39,350.02,356.24,353.47,386.81,387.72,357.36,358.67,349.21,272.27,366.16,366.08,363.41,374.48,382.49,387.09,381.86,381.27,379.89,,,,389.80,376.47,369.90,360.00,362.84,360.36,368.08,376.13,,,379.47,371.57,383.46,382.77,384.89
2024-05-04 22:00:22.085000,L8,377.53,368.77,336.24,364.71,369.34,345.38,352.33,364.80,377.14,394.44,394.26,391.37,366.07,319.54,329.21,321.00,337.08,334.92,349.43,345.65,376.66,369.31,381.65,372.79,402.87,371.55,380.24,379.40,376.69,377.06,,,,362.02,361.95,358.54,361.75,356.61,388.11,385.47,359.01,360.98,343.53,271.94,366.78,374.97,365.25,380.07,384.86,386.84,381.54,377.71,381.39,373.42,363.15,392.77,391.23,378.77,365.70,355.40,360.48,360.18,374.13,376.63,346.90,373.69,381.71,373.58,384.38,388.22,388.20
2024-05-28 22:00:24.522000,L9,304.80,306.63,289.42,293.88,273.14,,,,362.22,381.73,385.46,374.90,,,244.60,275.80,269.12,288.93,310.02,312.52,299.36,,,,300.79,297.63,322.06,326.39,340.35,363.98,357.36,351.89,368.13,,,,,,355.90,310.23,,,,,329.08,313.70,,326.03,343.22,284.32,285.58,357.09,349.42,361.10,339.39,351.17,337.35,332.70,295.49,328.67,335.45,324.73,342.67,348.85,,353.91,357.54,345.26,365.57,369.29,354.79
2024-07-07 22:00:25.142000,L8,374.18,369.63,357.62,365.62,372.23,368.70,363.32,364.32,,,,,353.30,314.55,314.95,302.49,273.60,276.11,314.07,317.56,315.76,303.26,336.65,325.49,339.03,351.80,352.99,359.71,367.24,,,,,372.25,367.97,366.33,365.87,351.91,386.39,390.50,358.98,363.86,346.19,281.92,,,,,,,,,304.31,,,,,,,,,,328.01,378.62,,,385.95,391.59,381.09,268.80,
2024-07-23 22:00:39.758000,L8,322.29,313.47,320.78,335.86,270.93,277.72,271.04,344.24,382.62,389.21,395.52,392.05,340.56,313.15,313.84,312.84,323.68,325.43,334.76,335.13,353.21,360.53,365.98,358.32,376.05,363.64,360.21,363.72,364.79,375.29,368.95,356.26,373.24,278.71,,,352.63,345.33,378.60,374.33,347.44,347.73,328.91,,354.03,349.07,353.98,369.43,371.29,370.71,370.11,376.97,369.30,380.04,350.23,385.55,371.82,360.89,356.89,346.53,351.93,346.23,361.62,373.43,333.55,356.69,368.87,361.39,373.34,379.15,369.97
2024-07-31 22:00:32.713000,L9,,,,,,,,,,,,,342.15,320.54,322.40,324.48,364.36,378.39,381.64,371.14,387.75,381.35,398.75,409.02,415.65,400.66,,,,,,,,,,275.90,345.82,343.95,396.17,400.90,368.61,366.51,357.64,284.99,,,,,,,,,,,367.16,396.46,394.15,387.43,360.42,332.93,,,,,354.69,371.17,,,,,
2024-09-09 22:00:56.721000,L8,362.13,360.84,327.90,345.51,347.66,328.58,280.61,347.09,382.11,397.91,394.35,393.66,347.51,316.35,321.91,322.07,336.72,337.56,348.78,349.69,365.10,370.84,372.40,372.92,387.47,370.74,371.42,370.20,369.10,376.26,368.13,364.60,372.99,347.37,345.18,278.97,354.35,348.52,381.18,382.76,355.05,353.57,346.84,269.54,364.25,357.45,361.49,372.76,378.85,381.15,378.39,380.35,375.80,378.57,356.54,386.53,388.33,380.28,367.66,357.13,362.35,360.43,367.97,376.55,349.24,370.72,377.15,366.94,383.79,387.20,387.12
