dates,nzd0175-0000,nzd0175-0001,nzd0175-0002,nzd0175-0003,nzd0175-0004,nzd0175-0005,nzd0175-0006,nzd0175-0007,nzd0175-0008,nzd0175-0009,nzd0175-0014,nzd0175-0015,nzd0175-0016,nzd0175-0017,nzd0175-0018,nzd0175-0010,nzd0175-0011,nzd0175-0012,nzd0175-0013
2024-04-01 22:06:02+00:00,295.12,296.38166666666666,294.3671428571429,240.76,285.17,270.6828571428572,272.025,214.54999999999998,276.5685714285714,290.2185714285714,315.09,301.99000000000007,312.6,279.80571428571426,274.4171428571429,294.65999999999997,305.6675,317.6,315.6925
2024-04-25 22:05:28+00:00,292.89,293.56800000000004,291.36,234.6,267.51250000000005,269.05,254.2425,210.23000000000002,274.93399999999997,289.01,313.6825,291.8100000000001,303.6775,276.84833333333336,268.93833333333333,294.6699999999999,289.2875,296.41,312.7933333333333
2024-05-03 22:05:38+00:00,292.948,293.4766666666667,291.06,234.6,259.112,269.3016666666667,245.85399999999998,212.16000000000003,274.4433333333333,287.84166666666664,311.678,293.66,302.192,275.85571428571427,267.9742857142857,280.29749999999996,282.30400000000003,290.242,312.7933333333333
2024-05-11 22:04:51+00:00,292.8883333333333,293.7714285714286,290.94125,237.3,253.9366666666667,269.4214285714285,239.81833333333336,213.77800000000002,274.7385714285714,286.7742857142857,310.125,294.536,297.40833333333336,275.30875000000003,267.46125,278.43999999999994,277.71333333333337,286.995,312.7933333333333
2024-06-20 22:05:06+00:00,292.8883333333333,293.7714285714286,289.2925,237.3,249.552,268.69,234.48200000000003,213.77800000000002,273.67,285.7583333333334,307.906,280.626,286.94666666666666,273.5025,264.7225,274.68499999999995,269.89500000000004,278.38666666666666,313.05499999999995
2024-06-28 22:05:19+00:00,291.42285714285714,293.7714285714286,289.16,227.14666666666668,245.23000000000002,268.65714285714284,229.48833333333334,220.15666666666667,273.53000000000003,285.3985714285715,305.0783333333333,281.17333333333335,281.4771428571429,273.22222222222223,264.28555555555556,274.68499999999995,266.92,276.2357142857143,313.05499999999995
2024-07-22 22:05:04+00:00,286.65,293.9814285714286,289.33666666666664,228.5025,242.46142857142857,272.53428571428566,226.17428571428573,221.29999999999998,273.40714285714284,285.91,304.68142857142857,274.06,277.82125,273.9388888888889,264.5866666666667,274.68499999999995,264.93,274.90999999999997,313.05499999999995
2024-07-30 22:05:15+00:00,277.86571428571426,293.9414285714286,289.0288888888889,228.084,242.46142857142857,273.1766666666667,226.17428571428573,219.80833333333337,268.9814285714286,285.94428571428574,303.6242857142857,267.22,275.50333333333333,274.3744444444444,264.35999999999996,274.19199999999995,263.30333333333334,273.31111111111113,313.05499999999995
2024-08-31 22:05:51+00:00,277.86571428571426,293.1925,288.692,228.66166666666666,240.1375,271.7842857142857,223.89000000000001,218.4257142857143,268.41875,285.395,303.6242857142857,267.22,275.50333333333333,273.6,263.569,274.19199999999995,262.12800000000004,271.861,313.05499999999995
2024-09-24 22:05:49+00:00,267.10857142857145,292.01375,287.636,228.66166666666666,233.2325,270.79857142857145,215.9525,218.16750000000002,266.9075,284.34125,301.62857142857143,267.22,270.7077777777778,271.766,262.096,270.01200000000006,257.647,267.052,316.44
2024-10-26 22:05:48+00:00,260.87666666666667,293.4642857142857,289.21777777777777,227.47400000000002,226.1483333333333,271.39,208.67999999999998,220.28428571428572,268.75,285.96250000000003,298.21833333333336,267.22,264.04,269.3175,259.76124999999996,262.94500000000005,252.37625,263.69375,
2024-12-05 22:06:09+00:00,238.36999999999998,291.71166666666664,288.35625000000005,217.442,224.234,271.4816666666667,205.78199999999998,219.07333333333335,265.2885714285714,287.555,293.466,257.036,258.3183333333333,268.8314285714286,259.14428571428573,271.7950000000001,251.57714285714286,261.9057142857143,
2024-12-13 22:05:46+00:00,234.61833333333334,290.85857142857145,287.83444444444444,214.0683333333333,220.965,271.0828571428571,205.67333333333332,217.4385714285714,264.9975,286.4,291.3066666666667,259.0316666666667,259.70142857142855,268.28125,258.8275,271.7950000000001,251.34875,261.52375,
2025-01-06 22:05:42+00:00,225.01600000000002,290.06375,287.82625,213.75166666666667,220.66,271.33,206.10999999999999,212.60857142857142,264.205,286.6242857142857,284.705,261.21,265.4816666666666,267.9642857142857,259.37714285714287,271.91333333333336,251.31714285714287,262.0285714285714,
2025-01-14 22:05:49+00:00,225.01600000000002,291.61777777777775,289.3855555555556,213.75166666666667,220.66,273.33,206.10999999999999,212.60857142857142,267.11888888888893,288.66,284.705,270.1666666666667,265.4816666666666,270.97125,261.36375,280.11,251.31714285714287,262.0285714285714,314.68
2025-01-22 22:06:01+00:00,218.666,291.3077777777778,289.4266666666667,209.988,215.22166666666666,274.56125000000003,206.07333333333335,211.90714285714287,268.84333333333336,289.50857142857143,272.365,275.332,267.155,270.20375,260.94625,280.11,251.22714285714287,261.42833333333334,314.68
2025-02-23 22:05:31+00:00,217.6375,292.1466666666667,290.7288888888889,227.07,215.22166666666666,275.1711111111111,206.07333333333335,222.96857142857144,276.65666666666664,292.00857142857143,278.77666666666664,291.14,274.9216666666667,272.77375,263.18,287.2475,251.38333333333335,261.61,316.0
2025-03-19 22:05:30+00:00,224.12399999999997,292.5822222222222,291.04333333333335,240.594,213.49200000000002,276.40777777777777,205.708,229.06571428571428,278.93777777777774,293.54714285714283,282.5257142857143,292.47999999999996,277.78000000000003,273.6075,264.39,288.974,251.56666666666663,263.98,294.62333333333333
2025-04-04 22:05:27+00:00,236.56599999999997,292.68333333333334,291.0377777777778,248.59333333333333,212.642,276.85111111111115,204.598,228.92857142857142,280.0622222222222,294.7714285714286,281.7471428571429,292.47999999999996,279.26714285714286,273.745,264.57625,293.37499999999994,251.29333333333332,263.946,294.62333333333333
