dates,satname,nzd0108-0000,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0028,nzd0108-0029,nzd0108-0030,nzd0108-0045,nzd0108-0046,nzd0108-0047,nzd0108-0048,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0153,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0001,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0021,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0133,nzd0108-0134,nzd0108-0135,nzd0108-0002,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0157,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0162,nzd0108-0163,nzd0108-0164,nzd0108-0165,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0060,nzd0108-0071,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0122,nzd0108-0123,nzd0108-0007,nzd0108-0008,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0031,nzd0108-0032,nzd0108-0034,nzd0108-0035,nzd0108-0036,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0104,nzd0108-0105,nzd0108-0111,nzd0108-0112,nzd0108-0115,nzd0108-0120,nzd0108-0121,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0033,nzd0108-0038,nzd0108-0039,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0065,nzd0108-0066,nzd0108-0072,nzd0108-0073,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0128,nzd0108-0136,nzd0108-0137,nzd0108-0138,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0176,nzd0108-0178,nzd0108-0179,nzd0108-0009,nzd0108-0106,nzd0108-0107,nzd0108-0012,nzd0108-0013,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0037,nzd0108-0075,nzd0108-0108,nzd0108-0109,nzd0108-0074,nzd0108-0084,nzd0108-0083,nzd0108-0177,nzd0108-0110,nzd0108-0113,nzd0108-0114
2001-08-15 22:00:38.680000,L7,281.28,298.55,336.17,358.59,322.48,344.01,351.97,324.61,265.11,256.77,313.09,351.69,320.57,372.33,341.97,265.01,314.80,290.86,322.44,322.47,331.64,320.46,320.91,312.76,315.40,350.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-02 22:00:04.650000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.14,269.70,295.34,267.26,283.85,300.58,,265.66,294.35,309.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.65,,,,,,,285.63,294.01,304.00,,,,,,,,,,,,,,,,,313.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03 22:00:10.954000,L7,,378.67,298.86,364.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.17,338.63,335.92,306.14,290.75,,,,,,314.42,288.18,350.94,,,,,,,,,,,,,,,,,,,,335.18,,,,,,,,,,,,,,,,,,,,,244.29,269.00,281.45,270.01,308.49,266.40,302.29,355.61,297.83,294.33,300.64,315.80,294.53,311.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-21 22:00:29.925000,L7,,,,,,,,,,,,,,,,,,,303.02,308.92,315.27,322.50,322.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.58,,,,,,228.92,335.50,298.58,,,,,309.64,293.90,,,292.03,322.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.35,251.10,319.44,,313.42,297.64,,,,,,265.47,280.58,298.86,315.45,,,,,,,,,,,,,,,,,247.98,279.13,289.35,291.08,279.95,261.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-06 22:00:31.992000,L7,,,,,,,,,,,,,,266.65,302.27,,,,,,,,,,,,,,,,,,289.47,299.07,317.31,288.12,302.82,307.79,330.24,358.21,367.05,382.37,339.42,320.16,314.44,309.09,311.26,333.65,286.61,294.98,341.49,,,313.43,330.48,310.27,223.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.42,307.63,310.21,321.44,289.44,324.36,295.32,309.15,,,,,,,,,,,,,,,,,310.09,323.35,,305.62,,,,,,,,285.47,268.97,244.12,,,,,,,,,,375.81,373.42,341.77,308.08,295.24,298.89,251.01,,,,,,,,,,,292.70,300.61,304.07,264.50,271.01,251.45,,,,,,,,,,,,,,317.92,,,,,,,,,
2002-01-22 22:00:40.906000,L7,,,,,,,,,,,,,,,249.80,280.72,,,,320.39,336.29,339.98,346.82,342.77,341.03,319.45,,,,,,,,,305.53,315.12,304.47,337.29,306.85,319.98,338.67,364.33,299.69,,307.18,287.94,284.75,,345.90,257.78,276.64,272.27,265.20,,,,300.23,270.35,305.46,358.87,331.21,,,,259.03,259.33,253.28,260.04,,,,,,,284.90,289.72,323.25,335.47,,,,,,,,261.45,278.73,290.95,323.33,317.97,,301.66,304.65,306.53,324.56,280.40,309.49,237.76,240.31,,,,,,,,,,,,,,,,,,,304.40,319.77,228.48,,,,,,,,,,,,,365.11,378.90,302.61,327.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.84,,,349.08,243.66,216.65,,,342.40,322.81
2002-02-23 22:00:43.620000,L7,318.36,,,,,,,,,,,,,,,,,,,,,,,,,,321.53,354.81,387.35,284.32,319.30,383.63,354.25,315.97,286.40,294.09,268.98,299.57,299.20,325.58,321.63,327.52,323.19,309.25,314.22,311.07,281.79,289.99,289.75,290.15,286.02,246.97,330.66,270.43,307.53,318.52,314.01,249.16,249.13,263.76,264.20,294.56,321.38,327.26,322.43,323.89,318.18,345.19,306.86,328.53,313.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-27 22:00:37.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.46,313.07,307.15,357.40,318.78,331.77,315.31,,,,,,,,,,,,,,,,,,,,,,,274.69,304.31,320.91,259.28,,308.64,,,,,,,,,,,,,,,,248.67,310.80,259.18,297.67,,,375.45,,,343.94,,,,,,,,,,,,,,,,356.16,245.52,262.37,274.26,251.54,,,,,,,,,,,,,,,,,268.41,231.10,,,,,,,,244.94,279.62,,,,,311.34,254.28,231.23
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,,,,,303.74,315.73,318.78,278.91,,,,,,,,,,,,,,,,,,,,,,,,,,,300.66,307.98,,,,,,,241.65,277.51,302.63,296.11,312.15,296.57,220.52,236.40,253.86,262.00,263.88,,320.40,291.45,,,,,,,,,,252.37,260.15,288.00,292.81,289.15,,,,,,,,,,,,,,289.87,,,,,,,,,,,,,,,,275.58,,,,,,329.01,,,,,,,,,,,,,,,,,,,291.51,314.77,308.23,,,,,322.04,282.37,297.22,291.25,302.40,308.61,348.82,292.50,269.58,326.30,306.71,,,,281.15,289.41,,,,,,,,323.20,317.36,,,,,289.63,,
2002-04-28 22:00:38.357000,L7,,,,,309.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.98,293.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.58,,,,,206.86,254.34,,,,,,,,,289.09,282.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.66,299.46,,,,,287.43,300.45,296.47,277.04,286.83,298.12,260.17,261.16,262.18,283.47,,,,310.26,285.25,282.97,,,,,,,,,,,,,,,,
2002-06-15 22:00:19.658000,L7,,,,,,,,,261.56,257.83,274.48,304.60,271.46,,,,,,,,,,,,,,,,,279.58,270.44,265.41,288.09,280.80,285.67,287.12,273.60,270.20,382.40,260.23,296.48,,369.73,373.89,350.73,,,,278.69,279.51,306.73,249.56,277.73,305.29,307.50,,343.35,304.09,319.13,238.29,,,,,,,,,,,,,,,,,,,,,230.18,267.10,295.25,294.05,323.86,,,298.47,261.84,240.56,278.84,272.74,332.52,,,,,,,,,268.54,250.06,259.72,255.88,253.13,267.85,248.66,296.79,,,,277.56,,,,,,,,,,,,249.31,285.35,292.66,297.53,298.99,288.92,282.16,309.93,337.56,327.48,312.76,295.23,290.74,326.82,322.89,,,,,,,,,,,,,,,,,317.44,296.41,318.67,313.24,,,,,,254.38,275.66,281.10,283.01,286.52,,,282.25,258.34,262.64,337.70,,,
2002-08-02 22:00:01.321000,L7,,,,,,,,,,,,,,,,,,,,321.63,334.99,321.10,304.72,280.47,,,,,,,,,,,,,,,,,,303.37,334.60,345.29,339.29,,,,,260.59,318.95,291.76,,,,,,,,,,,326.50,304.07,271.16,275.79,273.70,255.93,275.68,280.39,,,,,,,,,,,,241.22,270.31,271.15,283.36,,,,,,,,,224.73,237.73,226.08,232.19,225.76,237.94,,,,,,,,,,,,,,,331.84,,289.91,307.53,226.16,224.25,235.06,264.97,280.67,267.13,265.96,,,,,,,,,,,,,269.31,306.63,271.31,263.36,,,,,,,307.77,268.32,279.25,277.05,287.36,291.79,244.09,269.99,259.43,272.26,292.76,340.15,313.32,,290.89,288.91,,,,,,,,283.19,281.08,,,,298.54,297.50,344.14,221.68
2002-08-18 21:59:57.690000,L7,,,,,,,,,,310.53,329.22,,,,,,290.02,300.71,306.33,328.50,367.03,,,,,,,,,,,,,,,,,,,,,,,,,225.72,285.16,299.06,319.89,,,,,,,331.52,,289.97,255.25,287.39,304.33,352.34,,,336.34,321.28,315.86,335.46,241.28,297.36,301.74,,320.50,274.39,,,,330.54,244.33,277.62,276.10,272.73,296.89,303.28,293.02,,,,,,,,,,,,,,332.09,,,,357.75,254.57,328.51,,313.68,336.25,305.66,341.06,327.45,266.18,315.56,,,,,,,,373.09,247.32,249.69,229.00,,268.54,316.19,318.63,,,,,,,,,303.79,298.96,288.31,312.44,324.50,307.28,301.31,247.06,275.42,291.06,323.67,295.95,295.80,284.72,290.35,359.41,,,,,,,,,296.63,300.98,354.51,303.34,265.91,295.51,340.11,304.03,228.11,260.95,235.65,,,,,,,
2002-09-19 21:59:35.083000,L7,,,,,,,,,284.87,270.99,283.87,325.55,317.07,355.69,361.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.05,284.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.72,270.91,290.45,285.85,275.31,333.22,304.34,,,,,,,,278.96,293.50,,254.98,,,,,,,282.10,310.58,275.36,246.38,316.87,,350.03,314.51,329.69,,,276.19,,,267.32,250.29,288.07,277.16,,,279.91,,,,,264.81,276.24,298.70,,,,,,,,291.71,313.29,284.67,,,,,316.77,293.47,298.53,283.50,295.82,309.54,277.72,266.38,265.96,235.85,274.59,286.88,307.46,,,,,,,,,,260.40,,265.33,,,,353.93,281.49,,
2002-10-21 21:59:36.443000,L7,,,,,,,,,,,,,,,,321.67,325.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.28,305.73,,,,,,,,,,,,,,,,,,260.95,266.86,284.63,,,,,,,,,,,,,,248.62,252.63,258.03,284.14,,,265.63,299.26,265.82,,,,,,,,,,,,,,,,,,,274.26,273.85,307.50,,,277.89,263.96,320.00,,,,,,,,,,,,,,,,,,,,,,,,,,,300.15,,,,,261.05,339.60,335.45
2002-11-06 21:59:41.879000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.22,,,,,,,,,,,,,,,,,346.71,355.67,342.15,319.45,303.96,322.28,337.26,,,312.79,328.42,,,,,295.27,294.99,252.80,265.32,325.40,,,,,,,,,,,,,,,,,,,,,,,322.27,304.06,,,328.73,,,,,,
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,,,,313.17,330.29,325.65,324.42,336.79,329.71,336.83,339.30,,337.66,341.08,,,,,,,340.67,277.82,335.84,374.71,,371.12,368.15,379.81,362.85,,,,,212.81,255.89,,,,,,,,,335.19,,299.21,309.83,308.03,245.07,229.97,,,,,,254.79,288.35,323.46,306.93,,271.88,276.49,291.55,296.09,348.91,326.60,,,,,,,,,,,,,,349.13,,,,,342.84,,,,,,,,,,,,,318.43,266.20,283.98,235.17,268.24,242.25,,,262.14,267.25,213.78,322.38,,,282.94,,,,,,,,,245.01,,,,,,,278.47,312.06,212.90,230.14,259.59,260.69,242.12,,,,,,,,,,,,,,,246.70,242.43,,,,,,,,226.89,,,,,,,351.21,307.22
2003-01-25 22:00:18.779000,L7,,,,,,,,,288.13,308.16,260.21,297.94,302.88,341.52,347.05,,,,,,,,,,326.56,348.48,,,339.73,363.08,362.39,373.27,,,303.40,307.72,288.18,281.92,318.65,,,,248.84,313.14,316.07,,,331.86,334.20,273.12,319.11,318.00,341.47,,,,248.57,314.66,344.11,311.29,308.46,319.79,,,,,,,251.41,252.82,241.01,,301.50,,,,355.74,343.41,,,,,,,,,,,,,,289.21,328.55,,,,,,,,,342.90,,,331.65,,,307.00,286.27,,,,,,,,,,,,261.96,261.94,255.35,249.49,,315.55,291.44,285.22,288.46,291.58,272.92,294.49,,,334.43,350.74,,,,,263.54,302.03,308.52,308.83,283.81,268.93,,,,,,,,,,,,,,,,,,,351.06,274.82,295.80,268.46,,,,,286.52,292.69,,,,
2003-03-30 22:00:31.029000,L7,,,,,,260.14,274.95,,320.14,,,,,,,,,,,,,,,,,327.84,,,,,,,,,,,,,,,,376.76,,,,,,,,,,,,,,,278.17,324.71,309.87,,,271.89,329.18,326.68,,288.53,333.22,329.72,,,,,,,,,316.37,324.60,261.99,250.28,286.86,,,,,,,,,,,,,,,,301.76,,,,,,,253.28,,,,,,,,,,,,,,,258.20,261.04,,261.11,351.87,,,,,,,,,,358.80,369.84,,,,,,319.32,,,,,,,,,,,,,,263.01,348.80,,,,,,,,364.75,331.26,279.80,323.23,278.89,,,,,,,,,,,
2003-07-28 21:48:28.960000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.39,278.73,293.41,302.43,264.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.05,309.19,299.17,278.33,289.48,296.86,255.16,242.06,238.66,,255.67,263.38,308.56,,,,,,,,,,,,,,,,329.84,,,
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,254.92,240.72,303.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.30,238.41,232.39,233.32,,,,,,,,,,,,,,,,281.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,234.59,220.89,235.17,264.91,278.35,,284.26,297.37,301.52,306.79,236.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.59,312.27,273.37,,,305.27,202.34,216.80,303.72,307.06,287.10,304.49,310.17,319.59,330.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30 21:49:30.432000,L5,,,,,,,,,,,,,,,,241.78,243.14,261.30,271.31,285.96,297.51,306.39,311.78,313.43,322.87,317.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.06,291.95,,,,,221.21,252.43,221.98,226.79,323.01,325.64,318.91,319.06,325.82,335.63,344.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.12,285.90,,,,,,,,,,,,,,,,,,295.55,,,204.51,216.14,212.20,220.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-17 21:50:09.452000,L5,,,,,,,,,,,,,,,,233.78,248.51,270.44,271.38,286.11,,,286.52,308.00,314.34,322.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.51,257.00,249.61,247.09,320.05,316.25,327.19,333.57,335.60,347.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.97,,,,,,,,311.63,302.18,249.32,280.04,,,,,,,,,,,,,,,,,,,,,
